https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MHC,Volume USDT
1663459200,2022-09-18 00:00:00,MHC/USDT,0.001787,0.001787,0.001761,0.001779,113791.7743,201.7983312968
1663372800,2022-09-17 00:00:00,MHC/USDT,0.001814,0.001842,0.00176,0.00179,4431675.455,7970.1973821654
1663286400,2022-09-16 00:00:00,MHC/USDT,0.001765,0.00197,0.001744,0.001814,6912795.3913,12548.8253579858
1663200000,2022-09-15 00:00:00,MHC/USDT,0.001789,0.001808,0.001742,0.001758,3591097.3546,6361.876333993
1663113600,2022-09-14 00:00:00,MHC/USDT,0.001828,0.001852,0.001755,0.001789,4143816.7332,7474.9574335985
1663027200,2022-09-13 00:00:00,MHC/USDT,0.001966,0.001984,0.00181,0.001829,6646208.9559,12684.7409423762
1662940800,2022-09-12 00:00:00,MHC/USDT,0.002005,0.002007,0.001939,0.001966,5201066.5419,10316.2191732456
1662854400,2022-09-11 00:00:00,MHC/USDT,0.001988,0.002095,0.001978,0.002006,7503259.2222,15185.3079010349
1662768000,2022-09-10 00:00:00,MHC/USDT,0.001953,0.002048,0.001929,0.001989,6920943.4627,13696.8526988181
1662681600,2022-09-09 00:00:00,MHC/USDT,0.001822,0.001957,0.001804,0.001954,5021010.4823,9504.2363707835
1662595200,2022-09-08 00:00:00,MHC/USDT,0.001846,0.001856,0.001755,0.001822,5581141.5809,10064.8080061283
1662508800,2022-09-07 00:00:00,MHC/USDT,0.001699,0.001876,0.001686,0.001847,10884198.2229,19604.0654737738
1662422400,2022-09-06 00:00:00,MHC/USDT,0.001753,0.001795,0.001673,0.001699,6337681.7278,10983.6426518421
1662336000,2022-09-05 00:00:00,MHC/USDT,0.001828,0.001836,0.0017,0.001754,7900924.2066,13875.5576779751
1662249600,2022-09-04 00:00:00,MHC/USDT,0.001839,0.00186,0.001758,0.001829,5914984.9568,10756.5928234733
1662163200,2022-09-03 00:00:00,MHC/USDT,0.001685,0.001893,0.001673,0.001836,8336830.8313,14769.7832833639
1662076800,2022-09-02 00:00:00,MHC/USDT,0.001771,0.001772,0.001656,0.001682,5358246.9551,9293.3629333916
1661990400,2022-09-01 00:00:00,MHC/USDT,0.001742,0.001799,0.001706,0.001768,5695414.1976,10009.4389312791
1661904000,2022-08-31 00:00:00,MHC/USDT,0.001864,0.001915,0.001688,0.001742,10476030.6858,18735.3389331672
1661817600,2022-08-30 00:00:00,MHC/USDT,0.001976,0.001998,0.001854,0.001863,6747261.155,12897.611080524
1661731200,2022-08-29 00:00:00,MHC/USDT,0.001898,0.001999,0.00186,0.001984,6918327.8534,13359.3595907669
1661644800,2022-08-28 00:00:00,MHC/USDT,0.00199,0.002069,0.001889,0.001897,4323552.9767,8600.5183604324
1661558400,2022-08-27 00:00:00,MHC/USDT,0.001985,0.002018,0.001955,0.00199,4916405.1172,9713.451988676
1661472000,2022-08-26 00:00:00,MHC/USDT,0.002073,0.002169,0.001956,0.001985,14130384.1799,29084.7377516904
1661385600,2022-08-25 00:00:00,MHC/USDT,0.001994,0.002093,0.00199,0.002074,2709703.7634,5553.1138663835
1661299200,2022-08-24 00:00:00,MHC/USDT,0.002076,0.002077,0.001972,0.001995,3101284.2874,6199.8545807651
1661212800,2022-08-23 00:00:00,MHC/USDT,0.002142,0.002222,0.002021,0.002076,14461920.1126,30040.4553041363
1661126400,2022-08-22 00:00:00,MHC/USDT,0.002008,0.0022,0.001984,0.002142,17269960.4982,35799.8453268422
1661040000,2022-08-21 00:00:00,MHC/USDT,0.001978,0.002024,0.00192,0.002008,8186560.428,16220.6176036656
1660953600,2022-08-20 00:00:00,MHC/USDT,0.001995,0.002013,0.001936,0.001981,2362055.5887,4670.988623034
1660867200,2022-08-19 00:00:00,MHC/USDT,0.00209,0.00211,0.001917,0.001996,6250603.5048,12420.0904608073
