https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RFOX,Volume USDT
1663459200,2022-09-18 00:00:00,RFOX/USDT,0.01034,0.01035,0.01032,0.01032,82012.7195,847.460596602
1663372800,2022-09-17 00:00:00,RFOX/USDT,0.01042,0.01048,0.01032,0.01034,6436996.5221,66856.055459636
1663286400,2022-09-16 00:00:00,RFOX/USDT,0.01074,0.01088,0.01042,0.01042,7976457.8195,84006.300058721
1663200000,2022-09-15 00:00:00,RFOX/USDT,0.01092,0.01122,0.0106,0.01075,8897666.6152,97441.300276867
1663113600,2022-09-14 00:00:00,RFOX/USDT,0.01097,0.01098,0.01063,0.01092,4994520.6368,54063.026023569
1663027200,2022-09-13 00:00:00,RFOX/USDT,0.01175,0.01177,0.01097,0.01099,9100059.6334,104125.549998175
1662940800,2022-09-12 00:00:00,RFOX/USDT,0.01166,0.01175,0.01151,0.01175,5763584.3754,67071.306655348
1662854400,2022-09-11 00:00:00,RFOX/USDT,0.01293,0.01302,0.01162,0.01165,11403027.385,140813.621828928
1662768000,2022-09-10 00:00:00,RFOX/USDT,0.01135,0.01294,0.01127,0.01294,16908097.0076,207099.854013064
1662681600,2022-09-09 00:00:00,RFOX/USDT,0.00987,0.01143,0.00987,0.01135,16247126.8031,177056.455046569
1662595200,2022-09-08 00:00:00,RFOX/USDT,0.0094,0.0099,0.00938,0.00987,6492629.721,62456.811858692
1662508800,2022-09-07 00:00:00,RFOX/USDT,0.00917,0.0095,0.00905,0.0094,7393896.1067,68225.96561974
1662422400,2022-09-06 00:00:00,RFOX/USDT,0.00947,0.00964,0.00918,0.00918,10254782.6198,96436.76022045
1662336000,2022-09-05 00:00:00,RFOX/USDT,0.00954,0.00957,0.00946,0.00948,7179727.2112,68280.648592668
1662249600,2022-09-04 00:00:00,RFOX/USDT,0.00957,0.00959,0.00954,0.00955,1843759.5718,17637.742999175
1662163200,2022-09-03 00:00:00,RFOX/USDT,0.00964,0.00966,0.00956,0.00957,4821206.1814,46234.367634467
1662076800,2022-09-02 00:00:00,RFOX/USDT,0.00952,0.0099,0.00949,0.00964,11167249.6265,107570.413188784
1661990400,2022-09-01 00:00:00,RFOX/USDT,0.00975,0.00976,0.00947,0.00954,8413503.6959,80667.363422094
1661904000,2022-08-31 00:00:00,RFOX/USDT,0.00982,0.01007,0.00974,0.00976,15008997.6867,148030.566181335
1661817600,2022-08-30 00:00:00,RFOX/USDT,0.01021,0.0109,0.00982,0.00982,22158158.3621,230338.445046993
1661731200,2022-08-29 00:00:00,RFOX/USDT,0.01004,0.01026,0.00998,0.01021,13039661.6746,132504.481755096
1661644800,2022-08-28 00:00:00,RFOX/USDT,0.01013,0.01056,0.01,0.01004,15023076.6752,154540.621049392
1661558400,2022-08-27 00:00:00,RFOX/USDT,0.01061,0.011,0.01013,0.01013,20584849.5393,215154.506413608
1661472000,2022-08-26 00:00:00,RFOX/USDT,0.01104,0.01236,0.01061,0.01061,48554697.3074,567329.42576991
1661385600,2022-08-25 00:00:00,RFOX/USDT,0.01116,0.01224,0.01104,0.01104,32694709.8734,381080.864385724
1661299200,2022-08-24 00:00:00,RFOX/USDT,0.01144,0.0122,0.01104,0.01117,27876000.5206,323979.034461468
1661212800,2022-08-23 00:00:00,RFOX/USDT,0.01097,0.01186,0.01094,0.01144,23794158.4011,272935.590689394
1661126400,2022-08-22 00:00:00,RFOX/USDT,0.01108,0.01158,0.01094,0.01097,19444188.1897,218847.105792739
1661040000,2022-08-21 00:00:00,RFOX/USDT,0.01069,0.01109,0.01069,0.01109,7957521.9778,87111.866146602
1660953600,2022-08-20 00:00:00,RFOX/USDT,0.01024,0.01092,0.01024,0.01069,13051253.2207,139430.982678359
1660867200,2022-08-19 00:00:00,RFOX/USDT,0.01157,0.01157,0.01024,0.01024,18802039.99232428,200579.7123608303956
1660780800,2022-08-18 00:00:00,RFOX/USDT,0.01209,0.0127,0.01156,0.01156,16652759.1117,202442.995157453
1660694400,2022-08-17 00:00:00,RFOX/USDT,0.01255,0.01345,0.01208,0.01209,18841002.1815,239815.984383728
1660608000,2022-08-16 00:00:00,RFOX/USDT,0.0128,0.01326,0.0125,0.01255,13010775.0707,167828.563547909
1660521600,2022-08-15 00:00:00,RFOX/USDT,0.01345,0.01408,0.01278,0.0128,16099293.4214,217267.705613468
1660435200,2022-08-14 00:00:00,RFOX/USDT,0.0133,0.01413,0.0133,0.01345,12722598.0962,174856.369280213
1660348800,2022-08-13 00:00:00,RFOX/USDT,0.0128,0.01376,0.01278,0.0133,18788595.4875,250472.889484773
1660262400,2022-08-12 00:00:00,RFOX/USDT,0.01215,0.01283,0.01203,0.0128,11726099.6165,143977.979175787
1660176000,2022-08-11 00:00:00,RFOX/USDT,0.01218,0.01259,0.01215,0.01216,14824324.8822,182133.433649322
