https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GBP,tradecount
1660780800000,2022-08-18 00:00:00,BTC/GBP,19375.81000000,19653.31000000,19335.93000000,19444.35000000,364.68398000,7120726.10308910,16954
1660694400000,2022-08-17 00:00:00,BTC/GBP,19727.86000000,20191.64000000,19258.10000000,19375.63000000,460.69987000,9044986.09301960,15915
1660608000000,2022-08-16 00:00:00,BTC/GBP,19992.06000000,20155.00000000,19583.11000000,19729.78000000,411.14389000,8157935.78022810,15762
1660521600000,2022-08-15 00:00:00,BTC/GBP,20060.17000000,20806.82000000,19750.00000000,19990.02000000,664.66169000,13371281.74207900,23576
1660435200000,2022-08-14 00:00:00,BTC/GBP,20168.14000000,20628.00000000,19954.71000000,20053.65000000,287.42469000,5804439.12676390,13914
1660348800000,2022-08-13 00:00:00,BTC/GBP,20127.67000000,20498.66000000,20027.27000000,20169.15000000,298.92795000,6048327.24810360,13073
1660262400000,2022-08-12 00:00:00,BTC/GBP,19655.45000000,20159.89000000,19465.90000000,20115.83000000,430.08322000,8490122.19754330,18059
1660176000000,2022-08-11 00:00:00,BTC/GBP,19634.95000000,20348.27000000,19580.00000000,19655.45000000,601.30063000,12035310.84461210,24547
1660089600000,2022-08-10 00:00:00,BTC/GBP,19188.67000000,19843.00000000,18789.57000000,19635.02000000,594.47679000,11523117.20970140,25370
1660003200000,2022-08-09 00:00:00,BTC/GBP,19721.13000000,19806.43000000,18927.16000000,19197.32000000,448.21179000,8647383.11262910,18316
1659916800000,2022-08-08 00:00:00,BTC/GBP,19225.84000000,20028.45000000,19214.86000000,19714.45000000,439.66937000,8699541.56900980,20123
1659830400000,2022-08-07 00:00:00,BTC/GBP,19013.70000000,19390.00000000,18943.84000000,19233.32000000,156.51442000,2999529.21349480,9067
1659744000000,2022-08-06 00:00:00,BTC/GBP,19307.65000000,19338.89000000,19000.00000000,19027.03000000,170.96765000,3283762.25992550,8383
1659657600000,2022-08-05 00:00:00,BTC/GBP,18638.40000000,19378.21000000,18604.56000000,19312.17000000,530.37207000,10127248.61560000,22885
1659571200000,2022-08-04 00:00:00,BTC/GBP,18817.17000000,19133.04000000,18450.00000000,18640.39000000,458.10948000,8627153.70027640,19107
1659484800000,2022-08-03 00:00:00,BTC/GBP,18941.52000000,19430.63000000,18698.82000000,18817.92000000,455.47036000,8711693.85728580,20926
1659398400000,2022-08-02 00:00:00,BTC/GBP,19004.40000000,19206.72000000,18559.33000000,18926.92000000,428.65597000,8070250.76258190,17838
1659312000000,2022-08-01 00:00:00,BTC/GBP,19155.68000000,19276.52000000,18676.85000000,18988.07000000,488.25354000,9264847.90831410,19863
1659225600000,2022-07-31 00:00:00,BTC/GBP,19429.08000000,19878.58000000,19111.00000000,19186.51000000,321.49402000,6262295.60752860,14675
1659139200000,2022-07-30 00:00:00,BTC/GBP,19540.67000000,20268.15000000,19334.48000000,19429.08000000,377.06125000,7467381.68886200,16179
1659052800000,2022-07-29 00:00:00,BTC/GBP,19606.56000000,20036.53000000,19338.29000000,19510.93000000,602.81581000,11844463.12808990,24039
1658966400000,2022-07-28 00:00:00,BTC/GBP,18893.55000000,19864.80000000,18657.19000000,19594.96000000,913.59358000,17540545.32994380,33265
1658880000000,2022-07-27 00:00:00,BTC/GBP,17668.34000000,18998.00000000,17469.41000000,18892.61000000,688.99650000,12494218.68469510,25616
1658793600000,2022-07-26 00:00:00,BTC/GBP,17696.64000000,17704.05000000,17227.98000000,17669.22000000,615.58398000,10760723.07230330,23394
1658707200000,2022-07-25 00:00:00,BTC/GBP,18847.76000000,18932.62000000,17657.67000000,17695.49000000,747.92230000,13629764.07096810,26307
1658620800000,2022-07-24 00:00:00,BTC/GBP,18730.96000000,19171.43000000,18559.07000000,18859.50000000,281.61362000,5326265.66767500,12910
1658534400000,2022-07-23 00:00:00,BTC/GBP,18918.58000000,19181.96000000,18310.99000000,18735.86000000,272.36435000,5110226.28470200,14728
1658448000000,2022-07-22 00:00:00,BTC/GBP,19309.37000000,19819.47000000,18774.84000000,18924.07000000,615.02425000,11913943.14586910,24604
1658361600000,2022-07-21 00:00:00,BTC/GBP,19404.45000000,19580.00000000,18755.42000000,19312.43000000,781.67171000,14965344.21161630,32662
1658275200000,2022-07-20 00:00:00,BTC/GBP,19518.57000000,20277.09000000,19116.70000000,19410.43000000,914.17498000,18007452.56963290,36714
1658188800000,2022-07-19 00:00:00,BTC/GBP,18791.54000000,19891.80000000,18041.87000000,19538.28000000,1029.48919000,19320582.04511190,37909
1658102400000,2022-07-18 00:00:00,BTC/GBP,17502.37000000,19000.00000000,17476.08000000,18783.59000000,662.14585000,12200915.71322190,27505
1658016000000,2022-07-17 00:00:00,BTC/GBP,17857.77000000,18300.83000000,17467.66000000,17491.19000000,331.27654000,5931552.14143660,14764
1657929600000,2022-07-16 00:00:00,BTC/GBP,17541.91000000,18200.00000000,17247.50000000,17865.91000000,384.27788000,6803654.83893390,19721
1657843200000,2022-07-15 00:00:00,BTC/GBP,17388.10000000,17877.24000000,17214.36000000,17546.02000000,699.50025000,12315508.51297280,28577
1657756800000,2022-07-14 00:00:00,BTC/GBP,17044.32000000,17650.00000000,16596.81000000,17391.33000000,760.69647000,12966779.88028150,26134
1657670400000,2022-07-13 00:00:00,BTC/GBP,16267.85000000,17100.00000000,15962.12000000,17046.76000000,1154.50866000,18955515.65234090,44701
1657584000000,2022-07-12 00:00:00,BTC/GBP,16774.83000000,16889.53000000,16200.00000000,16267.26000000,853.50477000,14187993.37872070,33040
1657497600000,2022-07-11 00:00:00,BTC/GBP,17347.71000000,17445.62000000,16710.00000000,16776.38000000,654.63474000,11220710.93089960,24547
1657411200000,2022-07-10 00:00:00,BTC/GBP,17948.35000000,17953.75000000,17171.98000000,17342.43000000,520.59325000,9142158.12973990,20650
1657324800000,2022-07-09 00:00:00,BTC/GBP,17953.01000000,18240.91000000,17733.33000000,17942.45000000,594.65957000,10689578.40837330,22689
1657238400000,2022-07-08 00:00:00,BTC/GBP,17985.85000000,18659.86000000,17687.11000000,17949.70000000,706.86417000,12796376.04472980,26599
1657152000000,2022-07-07 00:00:00,BTC/GBP,17234.05000000,18151.00000000,16944.33000000,17982.26000000,500.20370000,8704958.45211260,20846
1657065600000,2022-07-06 00:00:00,BTC/GBP,16872.65000000,17337.82000000,16527.65000000,17229.35000000,659.35334000,11144484.15921080,26579
1656979200000,2022-07-05 00:00:00,BTC/GBP,16670.23000000,17325.24000000,16123.09000000,16878.04000000,512.23919000,8522950.96725480,20938
1656892800000,2022-07-04 00:00:00,BTC/GBP,15949.17000000,16760.76000000,15732.63000000,16671.86000000,450.69472000,7276775.84501250,19114
1656806400000,2022-07-03 00:00:00,BTC/GBP,15888.16000000,16200.00000000,15511.72000000,15937.83000000,310.58108000,4917652.99111910,15210
1656720000000,2022-07-02 00:00:00,BTC/GBP,15918.01000000,16300.00000000,15664.11000000,15887.18000000,354.97269000,5637954.05836750,14365
1656633600000,2022-07-01 00:00:00,BTC/GBP,16395.04000000,17180.37000000,15721.76000000,15912.92000000,761.44095000,12306455.53109520,24377
1656547200000,2022-06-30 00:00:00,BTC/GBP,16580.86000000,16613.71000000,15300.00000000,16386.78000000,606.15285000,9585675.10892730,20997
1656460800000,2022-06-29 00:00:00,BTC/GBP,16626.00000000,16834.39000000,16317.30000000,16580.99000000,470.39798000,7776643.96909130,17233
1656374400000,2022-06-28 00:00:00,BTC/GBP,16892.52000000,17296.17000000,16568.56000000,16628.05000000,397.24198000,6735814.17909220,16047
1656288000000,2022-06-27 00:00:00,BTC/GBP,17124.06000000,17494.40000000,16718.75000000,16886.05000000,423.41236000,7240978.84930640,19691
1656201600000,2022-06-26 00:00:00,BTC/GBP,17498.28000000,17834.99000000,17080.79000000,17125.75000000,267.87722000,4665495.29972940,14224
1656115200000,2022-06-25 00:00:00,BTC/GBP,17312.08000000,17600.00000000,17030.25000000,17499.26000000,218.54848000,3787226.70497430,11203
1656028800000,2022-06-24 00:00:00,BTC/GBP,17196.50000000,17550.00000000,16861.62000000,17290.19000000,522.12929000,8975602.97995880,18448
1655942400000,2022-06-23 00:00:00,BTC/GBP,16307.96000000,17295.69000000,16227.08000000,17197.80000000,623.26502000,10474296.90689300,22227
1655856000000,2022-06-22 00:00:00,BTC/GBP,16884.47000000,17009.05000000,16118.61000000,16288.87000000,699.52367000,11604791.03182490,24127
1655769600000,2022-06-21 00:00:00,BTC/GBP,16772.26000000,17677.07000000,16578.92000000,16883.67000000,741.00102000,12714467.20968160,26573
1655683200000,2022-06-20 00:00:00,BTC/GBP,16811.47000000,17181.27000000,16071.99000000,16781.16000000,671.10150000,11186275.48427290,28041
1655596800000,2022-06-19 00:00:00,BTC/GBP,15497.92000000,17012.56000000,14663.38000000,16813.25000000,1147.85902000,18216161.07957180,38917
1655510400000,2022-06-18 00:00:00,BTC/GBP,16746.76000000,16981.89000000,14402.19000000,15490.73000000,1241.80198400,19161645.41089318,51807
1655424000000,2022-06-17 00:00:00,BTC/GBP,16487.59000000,17333.76000000,16400.00000000,16740.96000000,515.78644000,8715247.14157020,20054
1655337600000,2022-06-16 00:00:00,BTC/GBP,18527.15000000,18839.94000000,16317.10000000,16487.59000000,890.51645000,15443526.99014428,23734
1655251200000,2022-06-15 00:00:00,BTC/GBP,18390.06000000,18683.72000000,16634.38000000,18541.79000000,1541.04895300,26927718.09248320,38337
1655164800000,2022-06-14 00:00:00,BTC/GBP,18486.58000000,19400.00000000,17155.00000000,18401.51000000,1453.84229400,26578823.24057472,38703
1655078400000,2022-06-13 00:00:00,BTC/GBP,21601.23000000,21845.75000000,18064.69000000,18487.88000000,1745.03996300,34563723.79031672,45775
1654992000000,2022-06-12 00:00:00,BTC/GBP,23074.62000000,23153.60000000,21616.00000000,21637.71000000,513.49589000,11495639.85074090,19153
1654905600000,2022-06-11 00:00:00,BTC/GBP,23621.21000000,23887.82000000,22803.28000000,23060.58000000,299.84480000,6988190.93143470,13504
1654819200000,2022-06-10 00:00:00,BTC/GBP,24089.79000000,24274.00000000,23435.09000000,23610.56000000,523.87890000,12500146.66981990,17783
1654732800000,2022-06-09 00:00:00,BTC/GBP,24093.66000000,24526.86000000,23863.05000000,24095.51000000,417.08634000,10075372.54381290,15179
1654646400000,2022-06-08 00:00:00,BTC/GBP,24699.16000000,24870.42000000,23756.31000000,24093.66000000,604.39134000,14666431.28712970,20031
1654560000000,2022-06-07 00:00:00,BTC/GBP,25044.33000000,25047.63000000,23379.71000000,24695.86000000,831.47717000,19950151.50920530,25076
1654473600000,2022-06-06 00:00:00,BTC/GBP,23938.08000000,25300.00000000,23925.38000000,25046.07000000,494.51136000,12336582.48207370,18247
1654387200000,2022-06-05 00:00:00,BTC/GBP,23894.65000000,24160.13000000,23640.07000000,23939.39000000,145.16025000,3468868.84801130,8774
1654300800000,2022-06-04 00:00:00,BTC/GBP,23774.53000000,23990.00000000,23600.85000000,23895.95000000,108.69007000,2584649.84424090,7721
1654214400000,2022-06-03 00:00:00,BTC/GBP,24219.77000000,24402.00000000,23361.55000000,23773.97000000,423.35103000,10065061.85989850,15962
1654128000000,2022-06-02 00:00:00,BTC/GBP,23871.73000000,24387.84000000,23582.24000000,24217.24000000,484.49411000,11601653.85107190,19220
1654041600000,2022-06-01 00:00:00,BTC/GBP,25220.41000000,25389.08000000,23480.83000000,23866.84000000,601.79960000,14810100.66380640,21217
1653955200000,2022-05-31 00:00:00,BTC/GBP,25101.02000000,25684.94000000,24810.00000000,25220.81000000,553.59784000,13942397.19549280,20639
1653868800000,2022-05-30 00:00:00,BTC/GBP,23343.36000000,25441.31000000,23212.14000000,25104.80000000,621.08766000,15089834.61340170,18693
1653782400000,2022-05-29 00:00:00,BTC/GBP,22987.17000000,23413.79000000,22845.27000000,23339.58000000,181.95515000,4213436.96845360,9732
1653696000000,2022-05-28 00:00:00,BTC/GBP,22665.02000000,23143.88000000,22585.34000000,22987.33000000,178.89950000,4089489.61037020,9817
1653609600000,2022-05-27 00:00:00,BTC/GBP,23150.12000000,23274.16000000,22403.12000000,22648.63000000,536.17878000,12274973.58858440,19475
1653523200000,2022-05-26 00:00:00,BTC/GBP,23450.99000000,23729.81000000,22311.58000000,23156.29000000,666.34844000,15474131.80017280,18398
1653436800000,2022-05-25 00:00:00,BTC/GBP,23624.84000000,24098.59000000,23455.17000000,23456.16000000,413.53982000,9801903.35635010,12236
1653350400000,2022-05-24 00:00:00,BTC/GBP,23176.47000000,23779.01000000,22916.17000000,23624.08000000,509.08974000,11891952.18568820,11445
1653264000000,2022-05-23 00:00:00,BTC/GBP,24210.50000000,24387.01000000,22960.00000000,23159.70000000,580.84416000,13839900.93525720,15964
1653177600000,2022-05-22 00:00:00,BTC/GBP,23559.54000000,24371.43000000,23416.43000000,24213.35000000,313.19773000,7499729.82807230,9995
1653091200000,2022-05-21 00:00:00,BTC/GBP,23366.71000000,23702.87000000,23177.23000000,23561.45000000,162.93878000,3825661.88077550,7008
1653004800000,2022-05-20 00:00:00,BTC/GBP,24308.41000000,24660.66000000,23026.01000000,23350.11000000,534.61725000,12738202.38522030,14733
1652918400000,2022-05-19 00:00:00,BTC/GBP,23270.59000000,24425.00000000,23212.34000000,24308.41000000,575.64755000,13694425.60124520,14388
1652832000000,2022-05-18 00:00:00,BTC/GBP,24363.28000000,24554.68000000,23200.00000000,23226.01000000,506.94423000,12039906.58477440,13587
1652745600000,2022-05-17 00:00:00,BTC/GBP,24236.51000000,24724.11000000,23620.01000000,24365.59000000,447.12803000,10860963.32557200,12684
1652659200000,2022-05-16 00:00:00,BTC/GBP,25538.24000000,25538.24000000,23712.13000000,24224.79000000,620.16407000,15107220.23524550,15464
1652572800000,2022-05-15 00:00:00,BTC/GBP,24548.16000000,25651.33000000,24000.00000000,25541.06000000,346.72436000,8600383.11666440,11965
1652486400000,2022-05-14 00:00:00,BTC/GBP,23847.48000000,24723.29000000,23340.43000000,24563.17000000,329.99221000,7892270.67389710,13026
1652400000000,2022-05-13 00:00:00,BTC/GBP,23700.00000000,25395.12000000,23490.70000000,23844.76000000,832.16089000,20634190.56717080,19281
1652313600000,2022-05-12 00:00:00,BTC/GBP,23510.09000000,24453.55000000,19144.00000000,23707.69000000,2632.13845000,59018150.39935233,58464
1652227200000,2022-05-11 00:00:00,BTC/GBP,25205.18000000,25977.04000000,22500.00000000,23408.62000000,1602.59996000,39448454.66340100,37122
1652140800000,2022-05-10 00:00:00,BTC/GBP,24375.08000000,26439.15000000,24143.27000000,25219.13000000,1147.07998500,29237671.62679780,24924
1652054400000,2022-05-09 00:00:00,BTC/GBP,27653.28000000,27825.11000000,24360.00000000,24380.03000000,1021.95889000,26700499.46841740,25866
1651968000000,2022-05-08 00:00:00,BTC/GBP,28782.23000000,28813.15000000,27370.33000000,27657.81000000,423.03924000,11839193.28719560,14852
1651881600000,2022-05-07 00:00:00,BTC/GBP,29214.98000000,29323.35000000,28207.13000000,28785.35000000,250.87972000,7273105.63149900,14442
1651795200000,2022-05-06 00:00:00,BTC/GBP,29610.30000000,29691.11000000,28641.82000000,29215.47000000,640.67145000,18750481.89158190,19301
1651708800000,2022-05-05 00:00:00,BTC/GBP,31484.29000000,31955.33000000,28827.19000000,29606.36000000,629.34370000,19149221.26897440,19070
1651622400000,2022-05-04 00:00:00,BTC/GBP,30204.31000000,31816.64000000,30143.80000000,31475.53000000,482.92045000,15051051.24978420,15739
1651536000000,2022-05-03 00:00:00,BTC/GBP,30846.63000000,30860.85000000,30052.76000000,30204.31000000,327.03308000,9992239.54455960,12224
1651449600000,2022-05-02 00:00:00,BTC/GBP,30612.86000000,31230.00000000,30519.91000000,30846.62000000,317.18181000,9792461.55463010,12523
1651363200000,2022-05-01 00:00:00,BTC/GBP,30011.99000000,30811.70000000,29799.98000000,30599.57000000,225.73800000,6848759.60884450,12068
1651276800000,2022-04-30 00:00:00,BTC/GBP,30747.72000000,30899.05000000,29950.00000000,30011.36000000,207.05660000,6338439.68748640,13014
1651190400000,2022-04-29 00:00:00,BTC/GBP,31904.52000000,31944.92000000,30380.42000000,30752.70000000,368.23848000,11453831.12997140,14350
1651104000000,2022-04-28 00:00:00,BTC/GBP,31299.96000000,32426.58000000,31245.67000000,31915.00000000,402.40315000,12770899.25565960,14986
1651017600000,2022-04-27 00:00:00,BTC/GBP,30336.99000000,31414.75000000,30189.30000000,31310.36000000,417.29414000,12920394.60880900,13860
1650931200000,2022-04-26 00:00:00,BTC/GBP,31769.21000000,32069.22000000,30012.00000000,30331.76000000,468.84218000,14587893.88565740,16154
1650844800000,2022-04-25 00:00:00,BTC/GBP,30783.99000000,31899.33000000,30021.62000000,31748.39000000,470.63162000,14453210.22499960,14564
1650758400000,2022-04-24 00:00:00,BTC/GBP,30786.15000000,31140.96000000,30414.26000000,30794.82000000,173.59727000,5358818.52611080,8007
1650672000000,2022-04-23 00:00:00,BTC/GBP,30970.73000000,31187.84000000,30636.39000000,30789.00000000,131.00316000,4055141.35942170,8233
1650585600000,2022-04-22 00:00:00,BTC/GBP,31140.22000000,31596.63000000,30539.82000000,30970.73000000,361.56445000,11261053.95637360,12101
1650499200000,2022-04-21 00:00:00,BTC/GBP,31700.01000000,32855.73000000,30598.50000000,31132.66000000,446.63195000,14310857.25573180,14155
1650412800000,2022-04-20 00:00:00,BTC/GBP,31953.96000000,32422.67000000,31358.58000000,31700.00000000,570.12855000,18179479.90670090,17742
1650326400000,2022-04-19 00:00:00,BTC/GBP,31470.95000000,32176.57000000,31245.14000000,31964.18000000,579.42096000,18330808.01630270,19785
1650240000000,2022-04-18 00:00:00,BTC/GBP,30522.32000000,31736.16000000,29664.49000000,31470.98000000,686.15198000,20905814.81916700,17184
1650153600000,2022-04-17 00:00:00,BTC/GBP,30974.23000000,31213.53000000,30441.17000000,30528.36000000,220.14813000,6815111.84890910,7782
1650067200000,2022-04-16 00:00:00,BTC/GBP,31160.79000000,31273.15000000,30714.76000000,30977.95000000,155.26951000,4814101.90454930,6201
1649980800000,2022-04-15 00:00:00,BTC/GBP,30615.52000000,31334.22000000,30500.00000000,31188.44000000,236.94108000,7311346.46204130,8103
1649894400000,2022-04-14 00:00:00,BTC/GBP,31437.55000000,31643.64000000,30329.10000000,30627.94000000,346.26296000,10748113.30713490,10773
1649808000000,2022-04-13 00:00:00,BTC/GBP,30887.91000000,31783.18000000,30488.17000000,31438.05000000,403.11460000,12549881.48269790,11761
1649721600000,2022-04-12 00:00:00,BTC/GBP,30376.09000000,31289.56000000,30228.90000000,30860.12000000,461.25296000,14215555.12765700,13551
1649635200000,2022-04-11 00:00:00,BTC/GBP,32487.32000000,32659.79000000,30129.96000000,30345.49000000,369.71870000,11637659.90188660,14604
1649548800000,2022-04-10 00:00:00,BTC/GBP,32860.65000000,33454.16000000,32260.00000000,32472.86000000,123.46866000,4063775.94719360,6393
1649462400000,2022-04-09 00:00:00,BTC/GBP,32467.48000000,32906.67000000,32383.38000000,32859.49000000,96.75886000,3156217.86539510,6440
1649376000000,2022-04-08 00:00:00,BTC/GBP,33270.79000000,33805.64000000,32356.22000000,32482.50000000,259.04355000,8606187.01986390,9915
1649289600000,2022-04-07 00:00:00,BTC/GBP,33058.74000000,33595.59000000,32715.31000000,33292.29000000,305.10893000,10151923.29376560,11123
1649203200000,2022-04-06 00:00:00,BTC/GBP,34826.49000000,34851.77000000,33027.13000000,33062.69000000,363.89872000,12364596.19651590,12665
1649116800000,2022-04-05 00:00:00,BTC/GBP,35580.00000000,35945.49000000,34734.89000000,34831.01000000,263.15357000,9289989.82797080,9816
1649030400000,2022-04-04 00:00:00,BTC/GBP,35345.57000000,35797.05000000,34468.58000000,35580.00000000,343.76099000,12057731.14790290,8801
1648944000000,2022-04-03 00:00:00,BTC/GBP,34985.77000000,36215.75000000,34771.32000000,35436.22000000,181.56486000,6430248.46518710,6215
1648857600000,2022-04-02 00:00:00,BTC/GBP,35313.40000000,36022.99000000,34850.00000000,34973.44000000,233.84731000,8292872.90006040,6632
1648771200000,2022-04-01 00:00:00,BTC/GBP,34655.49000000,35665.68000000,33699.79000000,35345.92000000,381.11078000,13200147.15949890,10347
1648684800000,2022-03-31 00:00:00,BTC/GBP,35830.66000000,36266.05000000,34405.12000000,34619.24000000,335.31085000,11899584.43655820,10440
1648598400000,2022-03-30 00:00:00,BTC/GBP,36209.01000000,36312.13000000,35541.96000000,35821.40000000,281.05131000,10109629.96046770,9597
1648512000000,2022-03-29 00:00:00,BTC/GBP,35998.47000000,36631.75000000,35853.05000000,36272.58000000,369.59716000,13426743.87712850,10179
1648425600000,2022-03-28 00:00:00,BTC/GBP,35545.46000000,36866.66000000,35431.96000000,35984.41000000,427.85491000,15425382.55042540,12091
1648339200000,2022-03-27 00:00:00,BTC/GBP,33804.06000000,35619.99000000,33750.03000000,35575.60000000,285.07452000,9788260.58384370,8018
1648252800000,2022-03-26 00:00:00,BTC/GBP,33634.30000000,34026.82000000,33483.65000000,33790.00000000,201.43990000,6788845.90924250,5638
1648166400000,2022-03-25 00:00:00,BTC/GBP,33362.57000000,34226.30000000,33100.00000000,33625.72000000,403.70751000,13584975.35535520,9260
1648080000000,2022-03-24 00:00:00,BTC/GBP,32518.37000000,33568.77000000,32338.66000000,33376.40000000,408.82106000,13432122.41633850,9641
1647993600000,2022-03-23 00:00:00,BTC/GBP,31977.41000000,32615.18000000,31467.01000000,32496.09000000,301.67004000,9641860.14541850,8482
1647907200000,2022-03-22 00:00:00,BTC/GBP,31163.97000000,32967.94000000,31111.64000000,31983.91000000,443.15787000,14297520.65644270,10966
1647820800000,2022-03-21 00:00:00,BTC/GBP,31486.73000000,31625.08000000,30836.82000000,31165.37000000,378.13329000,11809408.16092610,10226
1647734400000,2022-03-20 00:00:00,BTC/GBP,32073.31000000,32136.09000000,31134.56000000,31445.41000000,233.33113000,7378107.10825360,6693
1647648000000,2022-03-19 00:00:00,BTC/GBP,31693.66000000,32225.91000000,31515.05000000,32083.60000000,315.56111000,10032250.49012520,8889
1647561600000,2022-03-18 00:00:00,BTC/GBP,31136.97000000,32108.01000000,30610.59000000,31692.86000000,349.13491000,10886221.92138740,8547
1647475200000,2022-03-17 00:00:00,BTC/GBP,31298.17000000,31541.05000000,30771.66000000,31139.53000000,299.68914000,9328029.87193450,7839
1647388800000,2022-03-16 00:00:00,BTC/GBP,30182.40000000,31937.52000000,29796.12000000,31295.53000000,709.11394000,21847332.21004860,14615
1647302400000,2022-03-15 00:00:00,BTC/GBP,30529.93000000,30652.17000000,29300.00000000,30184.11000000,476.88424000,14288216.10299440,11375
1647216000000,2022-03-14 00:00:00,BTC/GBP,29033.88000000,30724.93000000,28897.80000000,30557.09000000,464.83136000,13836194.93903800,11350
1647129600000,2022-03-13 00:00:00,BTC/GBP,29837.76000000,30234.40000000,28888.00000000,29034.40000000,227.27511000,6767780.33482600,7572
1647043200000,2022-03-12 00:00:00,BTC/GBP,29759.67000000,30308.64000000,29699.90000000,29839.87000000,179.97832000,5406076.46284790,7302
