https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume PAX
1654992000,2022-06-12 00:00:00,ETH/PAX,1532.6,1537.52,1532.59,1536.7,0.14725555,225.724067759
1654905600,2022-06-11 00:00:00,ETH/PAX,1671.82,1676.08,1502.25,1527.11,38.92784849,63714.3653126759
1654819200,2022-06-10 00:00:00,ETH/PAX,1783.41,1793.91,1661.09,1666.16,32.64764805,56014.2204492577
1654732800,2022-06-09 00:00:00,ETH/PAX,1793.48,1820.5,1783.2,1783.2,6.1147325,10958.683209995
1654646400,2022-06-08 00:00:00,ETH/PAX,1821.09,1834.54,1770.21,1796.06,8.45568196,15261.6267770602
1654560000,2022-06-07 00:00:00,ETH/PAX,1854.29,1869.01,1724.6,1828.55,28.61261993,51246.593685194
1654473600,2022-06-06 00:00:00,ETH/PAX,1805.11,1914.43,1805.11,1853.82,7.16493457,13435.9146283322
1654387200,2022-06-05 00:00:00,ETH/PAX,1808.62,1824.82,1775.14,1807.38,5.96730342,10750.3318067798
1654300800,2022-06-04 00:00:00,ETH/PAX,1761.91,1800.28,1746.75,1798.27,4.39754678,7788.2038671082
1654214400,2022-06-03 00:00:00,ETH/PAX,1828.81,1837.9,1744.48,1770.9,8.32031485,14757.7399069967
1654128000,2022-06-02 00:00:00,ETH/PAX,1816.02,1836.18,1786.16,1834.54,5.41767461,9856.6538293012
1654041600,2022-06-01 00:00:00,ETH/PAX,1947.6,1959.27,1766.4,1823.49,12.12916199,22939.3034684634
1653955200,2022-05-31 00:00:00,ETH/PAX,1996.06,2151.4,1926.35,1952.39,62.44519685,126234.9899785327
1653868800,2022-05-30 00:00:00,ETH/PAX,1804.68,2000,1802.44,2000,61.77232673,117989.1218373277
1653782400,2022-05-29 00:00:00,ETH/PAX,1778.33,1822.89,1765.49,1809.78,2.7652465,4964.441983465
1653696000,2022-05-28 00:00:00,ETH/PAX,1723.26,1798.78,1723.26,1787.26,5.32671568,9425.0376254387
1653609600,2022-05-27 00:00:00,ETH/PAX,1800.03,1812.44,1708.96,1714.56,13.27227775,23291.1093571873
1653523200,2022-05-26 00:00:00,ETH/PAX,1946.17,1946.17,1749.29,1806.45,23.92687758,43889.701629736
1653436800,2022-05-25 00:00:00,ETH/PAX,1979.14,2020,1942.52,1944.91,2.40434261,4709.1153723397
1653350400,2022-05-24 00:00:00,ETH/PAX,1980.35,1980.35,1916.99,1955.55,3.73574525,7350.210519394
1653264000,2022-05-23 00:00:00,ETH/PAX,2031.04,2073.7,1968.55,1968.55,20.72314931,42357.2889065523
1653177600,2022-05-22 00:00:00,ETH/PAX,1976.99,2050,1967.36,2043.75,14.77153844,29643.0366649745
1653091200,2022-05-21 00:00:00,ETH/PAX,1968.68,1979.92,1963,1972.38,0.77129719,1521.4722735948
1653004800,2022-05-20 00:00:00,ETH/PAX,2015.96,2040.54,1926.67,1966.34,8.13153883,16008.7346409996
1652918400,2022-05-19 00:00:00,ETH/PAX,1930.14,2025.97,1904.79,2000.33,10.9354297,21822.094392675
1652832000,2022-05-18 00:00:00,ETH/PAX,2088.33,2088.33,1928.94,1928.94,10.95292168,21656.646558295
1652745600,2022-05-17 00:00:00,ETH/PAX,2042.28,2117.11,2013.63,2096.12,11.61639689,23826.7597423032
1652659200,2022-05-16 00:00:00,ETH/PAX,2126.68,2126.68,1991.01,2029.96,3.95244492,8010.5553562558
1652572800,2022-05-15 00:00:00,ETH/PAX,2050.27,2151.41,1997.57,2144.19,7.79203361,16197.4848505643
1652486400,2022-05-14 00:00:00,ETH/PAX,2050.05,2052.96,1949.05,2043.61,53.15068563,107709.1601839128
1652400000,2022-05-13 00:00:00,ETH/PAX,1957.94,2135.24,1945.46,2006.32,212.70993617,442669.2346629166
1652313600,2022-05-12 00:00:00,ETH/PAX,2116.02,2148.25,1705,1956.05,62.81837927,120107.618304932
1652227200,2022-05-11 00:00:00,ETH/PAX,2340.68,2432.65,2010.47,2074.96,78.65983357,178445.670802123
1652140800,2022-05-10 00:00:00,ETH/PAX,2234.66,2444.51,2224.05,2365.04,27.95821529,65380.9349863945
1652054400,2022-05-09 00:00:00,ETH/PAX,2515.54,2528.3,2236.37,2236.37,38.8490197,94250.7166038056
1651968000,2022-05-08 00:00:00,ETH/PAX,2613.7,2613.7,2503.74,2511.69,36.56774098,92160.618765699
1651881600,2022-05-07 00:00:00,ETH/PAX,2680.1,2694.67,2613.01,2637.3,2.86595547,7615.2099151725
1651795200,2022-05-06 00:00:00,ETH/PAX,2735.81,2750.68,2635.98,2685.91,37.47880371,100635.4560702357
1651708800,2022-05-05 00:00:00,ETH/PAX,2949.09,2949.09,2700.01,2753.19,18.43188571,52766.8735369655
1651622400,2022-05-04 00:00:00,ETH/PAX,2770.13,2960.5,2770.13,2941.72,7.29131621,21069.8223516248
1651536000,2022-05-03 00:00:00,ETH/PAX,2848.05,2852.77,2763.73,2781.33,3.27730675,9164.5408148896
1651449600,2022-05-02 00:00:00,ETH/PAX,2841.51,2879.37,2792.48,2861.79,7.10041436,20054.1315232488
1651363200,2022-05-01 00:00:00,ETH/PAX,2734.72,2821.74,2734.72,2810.26,9.70927126,27112.6860238696
1651276800,2022-04-30 00:00:00,ETH/PAX,2821.41,2836.76,2730.91,2730.91,2.56741322,7149.9673924662
1651190400,2022-04-29 00:00:00,ETH/PAX,2943.32,2943.32,2793.58,2804.75,51.68848643,150217.4288805543
1651104000,2022-04-28 00:00:00,ETH/PAX,2889.38,2975,2851.25,2934.32,43.0890033,124884.762322814
1651017600,2022-04-27 00:00:00,ETH/PAX,2809.35,2909.02,2809.35,2890.72,16.59402915,47556.505247557
1650931200,2022-04-26 00:00:00,ETH/PAX,3017.51,3030.68,2776.37,2812.94,30.63926528,88454.0920101431
1650844800,2022-04-25 00:00:00,ETH/PAX,2916.91,3030.72,2800,3019.93,43.41729323,125896.4920685629
1650758400,2022-04-24 00:00:00,ETH/PAX,2944.89,2971.6,2914.49,2920.89,27.39417748,80705.3999351796
1650672000,2022-04-23 00:00:00,ETH/PAX,2961.01,2982.64,2923.02,2945.21,8.35698569,24723.5471465958
1650585600,2022-04-22 00:00:00,ETH/PAX,2984.01,3032.18,2957.26,2969.46,31.83893753,95356.5955736523
1650499200,2022-04-21 00:00:00,ETH/PAX,3084.66,3173.17,2955.45,2991.72,29.66422266,91758.1403806588
1650412800,2022-04-20 00:00:00,ETH/PAX,3100.06,3166.14,3041.84,3086.2,19.08431215,59082.2923503276
1650326400,2022-04-19 00:00:00,ETH/PAX,3082.53,3132.19,3036.62,3106.72,10.25433177,31570.4430010481
1650240000,2022-04-18 00:00:00,ETH/PAX,2993.29,3063.25,2894.05,3063.25,21.02415203,61438.2141997587
1650153600,2022-04-17 00:00:00,ETH/PAX,3060.02,3077.65,2994.71,2994.71,19.47708417,59303.536791919
1650067200,2022-04-16 00:00:00,ETH/PAX,3039.91,3073,3015.89,3068.21,26.71789644,81362.7322706499
1649980800,2022-04-15 00:00:00,ETH/PAX,3033.04,3046.86,3006.67,3039.81,251.02292475,760471.6396945494
1649894400,2022-04-14 00:00:00,ETH/PAX,3136.23,3139.8,2980,3023.76,63.82755326,196288.8658531177
1649808000,2022-04-13 00:00:00,ETH/PAX,3014.15,3131.01,3007.67,3120.98,15.3718832,46716.158960419
1649721600,2022-04-12 00:00:00,ETH/PAX,2967.82,3072.53,2960.83,3034.08,169.68573682,513374.1816264789
1649635200,2022-04-11 00:00:00,ETH/PAX,3182.48,3216.51,2950.28,2983.84,123.33955596,381294.9478928693
1649548800,2022-04-10 00:00:00,ETH/PAX,3258.13,3311.15,3194.18,3207.04,9.14084772,29617.3710999542
1649462400,2022-04-09 00:00:00,ETH/PAX,3201.06,3261.99,3189.96,3261.99,21.66234217,70002.3831099518
1649376000,2022-04-08 00:00:00,ETH/PAX,3229.79,3313.98,3182.2,3182.2,26.07260714,84799.7777072169
1649289600,2022-04-07 00:00:00,ETH/PAX,3181.11,3270.38,3145.72,3265.23,25.60182759,82161.1834428505
1649203200,2022-04-06 00:00:00,ETH/PAX,3394.39,3394.39,3177.04,3177.04,207.38567415,685345.4259278024
1649116800,2022-04-05 00:00:00,ETH/PAX,3515.57,3550.22,3400,3412.84,70.24991031,245768.5535564684
1649030400,2022-04-04 00:00:00,ETH/PAX,3489.73,3543.84,3427.98,3543.84,71.17426425,247292.9656699588
1648944000,2022-04-03 00:00:00,ETH/PAX,3451.76,3576.81,3427.19,3525.84,13.93130619,48799.5395206821
1648857600,2022-04-02 00:00:00,ETH/PAX,3449.82,3536.67,3448.93,3461.07,18.63164922,64928.2037380944
1648771200,2022-04-01 00:00:00,ETH/PAX,3289.25,3484.32,3227.04,3448.83,63.54836285,210023.9216667909
1648684800,2022-03-31 00:00:00,ETH/PAX,3391.75,3451.24,3266.4,3279.54,22.34054261,75157.3270837341
1648598400,2022-03-30 00:00:00,ETH/PAX,3405,3440.61,3352.47,3397.85,38.69924244,130666.7241662306
1648512000,2022-03-29 00:00:00,ETH/PAX,3330.16,3476.47,3327.71,3400.49,164.16388933,560907.1890557426
1648425600,2022-03-28 00:00:00,ETH/PAX,3285.19,3428.95,3285.19,3327.57,90.22737737,306697.3948805157
1648339200,2022-03-27 00:00:00,ETH/PAX,3137.65,3303.23,3130.88,3303.23,14.68192698,47087.5187693278
1648252800,2022-03-26 00:00:00,ETH/PAX,3113.81,3157.64,3095.71,3141.32,16.52888722,51679.6606211712
