https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GBP,Volume USDT
1660867200000,2022-08-19 00:00:00,USDT/GBP,0.83644197,0.85241576,0.83561526,0.84770445,13234.505889069784,15612.16988901
1660780800000,2022-08-18 00:00:00,USDT/GBP,0.83178197,0.83999999,0.82686316,0.83769031,12740.690569673156,15209.30875955
1660694400000,2022-08-17 00:00:00,USDT/GBP,0.82885235,0.83689133,0.82310286,0.83007981,12571.254127419585,15144.63305332
1660608000000,2022-08-16 00:00:00,USDT/GBP,0.82708574,0.83522758,0.82390535,0.82918682,12791.380822542927,15426.41599458
1660521600000,2022-08-15 00:00:00,USDT/GBP,0.82690954,0.83299999,0.82040481,0.82772269,12808.025762777916,15473.81256732
1660435200000,2022-08-14 00:00:00,USDT/GBP,0.82656994,0.83043587,0.81892608,0.82411079,17556.174543661306,21303.17277324
1660348800000,2022-08-13 00:00:00,USDT/GBP,0.8247675,0.8305194,0.81896779,0.82499895,12204.277025672516,14793.08188898
1660262400000,2022-08-12 00:00:00,USDT/GBP,0.8228006,0.83047773,0.81826311,0.82365475,12514.723671940046,15194.13767958
1660176000000,2022-08-11 00:00:00,USDT/GBP,0.81786109,0.82634105,0.81210847,0.81913458,11629.980574291512,14197.88745128
1660089600000,2022-08-10 00:00:00,USDT/GBP,0.82684323,0.834,0.81391421,0.82131484,10804.783642467079,13155.47110103
1660003200000,2022-08-09 00:00:00,USDT/GBP,0.82765383,0.83091537,0.82697892,0.83075253,648.81772593,781.0
1659916800000,2022-08-08 00:00:00,USDT/GBP,0.82823159,0.83391661,0.82400001,0.83018121,12337.43812793459,14861.13872408
1659830400000,2022-08-07 00:00:00,USDT/GBP,0.82911792,0.83479771,0.82678727,0.82989525,12000.817368471513,14460.64110919
1659744000000,2022-08-06 00:00:00,USDT/GBP,0.82958465,0.83497616,0.82340236,0.8287547,12662.419611599384,15278.85104193
1659657600000,2022-08-05 00:00:00,USDT/GBP,0.82536254,0.83956755,0.81842232,0.82844854,12424.684103231597,14997.53274142
1659571200000,2022-08-04 00:00:00,USDT/GBP,0.82229171,0.83437958,0.81673983,0.82141332,13756.722384667917,16747.62515985
1659484800000,2022-08-03 00:00:00,USDT/GBP,0.82166188,0.83124854,0.81639026,0.82391142,12517.183535331897,15192.38989955
1659398400000,2022-08-02 00:00:00,USDT/GBP,0.8170458,0.82816909,0.81090949,0.82291846,13275.69333730729,16132.4529496
1659312000000,2022-08-01 00:00:00,USDT/GBP,0.82607391,0.82684865,0.80915725,0.81804421,12336.874538058717,15080.93864274
1659225600000,2022-07-31 00:00:00,USDT/GBP,0.82151778,0.82861282,0.82146984,0.82407177,12954.497389006716,15720.10820005
1659139200000,2022-07-30 00:00:00,USDT/GBP,0.82532841,0.82935597,0.81847526,0.82149629,12554.226086515504,15282.14581044
1659052800000,2022-07-29 00:00:00,USDT/GBP,0.82292612,0.83144426,0.81761876,0.82381215,13487.883035964467,16372.52259021
1658966400000,2022-07-28 00:00:00,USDT/GBP,0.82419265,0.83172529,0.81700001,0.82242465,12468.769171643333,15160.98668935
1658880000000,2022-07-27 00:00:00,USDT/GBP,0.83207683,0.83681665,0.821,0.82339057,12771.995438814352,15511.46673785
1658793600000,2022-07-26 00:00:00,USDT/GBP,0.8321502,0.84081503,0.8254963,0.8316696,13066.486066703563,15711.15027735
1658707200000,2022-07-25 00:00:00,USDT/GBP,0.83277619,0.8363,0.82802817,0.83147081,12753.786893660119,15338.82698018
1658620800000,2022-07-24 00:00:00,USDT/GBP,0.83138009,0.83629999,0.82800001,0.83325374,12647.273109389473,15178.17742935
1658534400000,2022-07-23 00:00:00,USDT/GBP,0.83594359,0.83939359,0.829,0.83550807,12924.805262607359,15469.39607969
1658448000000,2022-07-22 00:00:00,USDT/GBP,0.83515274,0.8429109,0.83046407,0.83464009,12831.441052146669,15373.6217633
1658361600000,2022-07-21 00:00:00,USDT/GBP,0.83529019,0.84428733,0.83048808,0.83568996,12264.683100479124,14676.11636794
1658275200000,2022-07-20 00:00:00,USDT/GBP,0.83149265,0.84200024,0.82603708,0.83787716,12828.620361459542,15310.86055796
1658188800000,2022-07-19 00:00:00,USDT/GBP,0.83598471,0.84413904,0.82583412,0.83337149,13232.730069411062,15878.54903629
1658102400000,2022-07-18 00:00:00,USDT/GBP,0.84238827,0.84637828,0.82859295,0.83624601,13218.424189319952,15806.86069799
1658016000000,2022-07-17 00:00:00,USDT/GBP,0.84255497,0.84874436,0.83693657,0.84352818,13182.60761403706,15627.93979691
1657929600000,2022-07-16 00:00:00,USDT/GBP,0.84355617,0.84508309,0.8368255,0.84332564,12901.285974827782,15298.10711652
1657843200000,2022-07-15 00:00:00,USDT/GBP,0.84512981,0.85,0.83773214,0.8409953,13170.738377521724,15660.89415425
1657756800000,2022-07-14 00:00:00,USDT/GBP,0.84042673,0.84817702,0.83967348,0.84533926,12462.309791926102,14742.37667836
1657670400000,2022-07-13 00:00:00,USDT/GBP,0.84069034,0.84749999,0.83450638,0.84333467,13202.346517757582,15654.93153241
1657584000000,2022-07-12 00:00:00,USDT/GBP,0.84035024,0.8475,0.83770183,0.84243959,13281.641333367588,15765.68989756
1657497600000,2022-07-11 00:00:00,USDT/GBP,0.83184864,0.84686974,0.82859943,0.84205625,13109.600740639831,15568.55701818
1657411200000,2022-07-10 00:00:00,USDT/GBP,0.83377446,0.83390252,0.83029811,0.83150862,780.7865941800001,939.0
1657324800000,2022-07-09 00:00:00,USDT/GBP,0.83370226,0.83478371,0.82743826,0.83048813,11808.453119670141,14218.68982001
1657238400000,2022-07-08 00:00:00,USDT/GBP,0.83247556,0.83999852,0.82447425,0.83233672,13244.82358890227,15912.81901981
1657152000000,2022-07-07 00:00:00,USDT/GBP,0.84094741,0.84098592,0.82607554,0.83293762,12805.169648008283,15373.50377812
1657065600000,2022-07-06 00:00:00,USDT/GBP,0.83556019,0.844,0.83020884,0.83784636,12360.593017671568,14752.81579987
1656979200000,2022-07-05 00:00:00,USDT/GBP,0.82619203,0.84,0.82396099,0.83559039,12772.741564679849,15285.88853766
1656892800000,2022-07-04 00:00:00,USDT/GBP,0.82726809,0.83251966,0.82084545,0.82687967,12355.703010649144,14942.56475147
1656806400000,2022-07-03 00:00:00,USDT/GBP,0.82581285,0.83225566,0.82084545,0.82838591,12909.884647116041,15584.38463435
1656720000000,2022-07-02 00:00:00,USDT/GBP,0.82676571,0.83014284,0.81648211,0.82554398,13270.722077890101,16075.12428095
1656633600000,2022-07-01 00:00:00,USDT/GBP,0.82232521,0.83475248,0.81979353,0.82652958,13131.220120628184,15887.17504899
1656547200000,2022-06-30 00:00:00,USDT/GBP,0.82383712,0.83475248,0.81788634,0.82195834,13306.169432000555,16188.37450083
1656460800000,2022-06-29 00:00:00,USDT/GBP,0.82250869,0.82874219,0.81999657,0.82372526,14142.018384666264,17168.36798797
1656374400000,2022-06-28 00:00:00,USDT/GBP,0.81626488,0.8170921,0.81399271,0.81554648,497.4833528,610.0
1656288000000,2022-06-27 00:00:00,USDT/GBP,0.81415807,0.820082,0.80851249,0.815658,13772.622437792033,16885.29069511
1656201600000,2022-06-26 00:00:00,USDT/GBP,0.81619292,0.82566732,0.81122451,0.81321599,12705.519789668637,15623.7948416
1656115200000,2022-06-25 00:00:00,USDT/GBP,0.81492646,0.82652888,0.81124034,0.81950753,13667.15269732954,16677.2753111
1656028800000,2022-06-24 00:00:00,USDT/GBP,0.81498826,0.82322744,0.81084182,0.81612733,12574.090024037396,15407.019912
1655942400000,2022-06-23 00:00:00,USDT/GBP,0.81568311,0.82320503,0.81182491,0.81601266,13023.878601084183,15960.38791982
1655856000000,2022-06-22 00:00:00,USDT/GBP,0.81857923,0.82581426,0.81060536,0.81557604,13604.6022850779,16680.97346886
1655769600000,2022-06-21 00:00:00,USDT/GBP,0.81642505,0.82796645,0.80924086,0.81860156,13116.350750638547,16022.87534199
1655683200000,2022-06-20 00:00:00,USDT/GBP,0.81850511,0.83475217,0.81306443,0.81735541,12882.843321535525,15761.61748478
1655596800000,2022-06-19 00:00:00,USDT/GBP,0.818559,0.83475239,0.8145158,0.81776105,13288.352069722181,16249.67595329
1655510400000,2022-06-18 00:00:00,USDT/GBP,0.81696353,0.83483596,0.81446887,0.81775207,13737.627948520469,16799.2579322
1655424000000,2022-06-17 00:00:00,USDT/GBP,0.81054363,0.82410699,0.80765563,0.81907345,13011.789595368276,15885.98628776
1655337600000,2022-06-16 00:00:00,USDT/GBP,0.82052357,0.8312743,0.80566068,0.81070495,11736.826612597753,14477.30967055
1655251200000,2022-06-15 00:00:00,USDT/GBP,0.83430493,0.83480438,0.8,0.8213026,14692.32975602439,17889.05788929
1655164800000,2022-06-14 00:00:00,USDT/GBP,0.82271296,0.83758287,0.81796223,0.83362996,13757.509265240004,16503.13679374
1655078400000,2022-06-13 00:00:00,USDT/GBP,0.81575956,0.82782804,0.81004744,0.82403414,13904.82393085735,16874.08719602
1654992000000,2022-06-12 00:00:00,USDT/GBP,0.81168061,0.82126033,0.80859344,0.81580444,14098.661514144233,17281.91319251
1654905600000,2022-06-11 00:00:00,USDT/GBP,0.81282461,0.84,0.80215675,0.81331166,13722.890451014195,16872.85591235
1654819200000,2022-06-10 00:00:00,USDT/GBP,0.79960688,0.81286052,0.79815425,0.81282054,12733.217081682125,15665.47159559
1654732800000,2022-06-09 00:00:00,USDT/GBP,0.79720114,0.80277583,0.79462003,0.79947852,14542.481684900193,18189.95923105
1654646400000,2022-06-08 00:00:00,USDT/GBP,0.79310071,0.80008152,0.79222834,0.796263,12626.290874567529,15856.93530224
1654560000000,2022-06-07 00:00:00,USDT/GBP,0.79742392,0.80529723,0.79104787,0.79347007,13350.720707912324,16825.7395114
1654473600000,2022-06-06 00:00:00,USDT/GBP,0.80097268,0.801,0.79501748,0.79884379,12623.768965618252,15802.55004
1654387200000,2022-06-05 00:00:00,USDT/GBP,0.80100467,0.80235261,0.7971513,0.80096321,12208.642821092419,15242.45142432
1654300800000,2022-06-04 00:00:00,USDT/GBP,0.80087304,0.81668509,0.79715372,0.80123483,12657.983232364908,15798.0940898
1654214400000,2022-06-03 00:00:00,USDT/GBP,0.80190168,0.80415144,0.79190021,0.80123504,12523.465351250756,15630.20178355
1654128000000,2022-06-02 00:00:00,USDT/GBP,0.80059285,0.8047294,0.79304288,0.79909354,12851.696446758331,16082.84362649
1654041600000,2022-06-01 00:00:00,USDT/GBP,0.79198709,0.80495719,0.79053,0.79993839,13089.20836483171,16362.77059391
1653955200000,2022-05-31 00:00:00,USDT/GBP,0.79207764,0.79900006,0.7899018,0.79269562,11626.418490168697,14666.93923472
1653868800000,2022-05-30 00:00:00,USDT/GBP,0.79155737,0.79424462,0.78783001,0.7904796,12616.967834402263,15961.15552432
1653782400000,2022-05-29 00:00:00,USDT/GBP,0.79097353,0.79548774,0.78836143,0.79273088,13186.481050019265,16634.24673203
1653696000000,2022-05-28 00:00:00,USDT/GBP,0.7918403,0.79535313,0.79048108,0.79142966,11864.62609445505,14991.38419257
1653609600000,2022-05-27 00:00:00,USDT/GBP,0.7938156,0.79687569,0.78785169,0.79290027,12680.023885534802,15991.95304289
1653523200000,2022-05-26 00:00:00,USDT/GBP,0.79378965,0.79980808,0.79148124,0.791866,12778.471871965614,16137.1644596
1653436800000,2022-05-25 00:00:00,USDT/GBP,0.79616017,0.80472731,0.79348955,0.79371572,11316.984644951594,14258.23422642
1653350400000,2022-05-24 00:00:00,USDT/GBP,0.79723089,0.80304313,0.79347943,0.79706341,7907.91530999662,9921.31267197
1653264000000,2022-05-23 00:00:00,USDT/GBP,0.80045063,0.80177783,0.792047,0.7961517,7999.458930732016,10047.65665982
1653177600000,2022-05-22 00:00:00,USDT/GBP,0.8010112,0.80236863,0.79753609,0.79977384,6904.645455679274,8633.24743865
1653091200000,2022-05-21 00:00:00,USDT/GBP,0.80023501,0.8045097,0.79721959,0.80046796,7395.032738691262,9238.38692893
1653004800000,2022-05-20 00:00:00,USDT/GBP,0.80148784,0.80688129,0.79517433,0.80013698,7144.109052073304,8928.60751427
1652918400000,2022-05-19 00:00:00,USDT/GBP,0.81013948,0.8133844,0.79231277,0.8017865,7874.934521968546,9821.73499051
1652832000000,2022-05-18 00:00:00,USDT/GBP,0.80014688,0.81346995,0.79896714,0.81096037,7290.199468287796,8989.58782448
1652745600000,2022-05-17 00:00:00,USDT/GBP,0.81204157,0.81208798,0.78486079,0.80024556,9267.471665394181,11580.78485983
1652659200000,2022-05-16 00:00:00,USDT/GBP,0.81568502,0.82121254,0.78969382,0.81204347,10423.722716576358,12836.40975104
1652572800000,2022-05-15 00:00:00,USDT/GBP,0.81568804,0.81880322,0.81563413,0.8156783,7708.505458742287,9450.42360296
1652486400000,2022-05-14 00:00:00,USDT/GBP,0.81566644,0.82033625,0.81563412,0.81566189,7556.175825517967,9263.85787807
1652400000000,2022-05-13 00:00:00,USDT/GBP,0.81492538,0.82020855,0.80396769,0.81568883,8043.803417112686,9861.36271734
1652313600000,2022-05-12 00:00:00,USDT/GBP,0.81764914,0.82449635,0.79961933,0.81489307,16097.983868741157,19754.71931396
1652227200000,2022-05-11 00:00:00,USDT/GBP,0.8129667,0.82097531,0.80430474,0.81510118,10364.60751676004,12715.73121359
1652140800000,2022-05-10 00:00:00,USDT/GBP,0.81334581,0.81596118,0.80556849,0.8127324,8215.91271233372,10109.00108367
1652054400000,2022-05-09 00:00:00,USDT/GBP,0.81087949,0.81855493,0.80692582,0.81440042,10922.994354422144,13412.31424515
1651968000000,2022-05-08 00:00:00,USDT/GBP,0.81063724,0.81473948,0.80753652,0.81089408,7864.223554556764,9698.21305707
1651881600000,2022-05-07 00:00:00,USDT/GBP,0.81126015,0.81422462,0.80975983,0.81087332,7912.651352433094,9758.18436403
1651795200000,2022-05-06 00:00:00,USDT/GBP,0.8096067,0.81617869,0.80668058,0.81125588,7889.4372284777955,9724.96769882
1651708800000,2022-05-05 00:00:00,USDT/GBP,0.78536381,0.81411734,0.77329666,0.80912473,8824.306013113752,10905.98975156
1651622400000,2022-05-04 00:00:00,USDT/GBP,0.80121284,0.80258519,0.7834831,0.78570509,9507.344498951345,12100.39825369
1651536000000,2022-05-03 00:00:00,USDT/GBP,0.80162634,0.80388746,0.79563972,0.80094415,7164.630865190041,8945.23153105
1651449600000,2022-05-02 00:00:00,USDT/GBP,0.79500667,0.8035485,0.79476463,0.80168802,7560.461150844513,9430.67747332
1651363200000,2022-05-01 00:00:00,USDT/GBP,0.79670712,0.79941769,0.79388897,0.7949304,8306.571921076124,10449.432958
1651276800000,2022-04-30 00:00:00,USDT/GBP,0.79579038,0.79941769,0.79484491,0.79702839,8115.008777492072,10181.5805802
1651190400000,2022-04-29 00:00:00,USDT/GBP,0.80221607,0.81032277,0.79328952,0.79619292,7765.995984208669,9753.91238622
1651104000000,2022-04-28 00:00:00,USDT/GBP,0.79869762,0.8083805,0.79605562,0.80257151,8259.544926214707,10291.3507685
1651017600000,2022-04-27 00:00:00,USDT/GBP,0.79493686,0.8,0.79293451,0.79871871,7908.634931541233,9901.65227448
1650931200000,2022-04-26 00:00:00,USDT/GBP,0.7862589,0.79935753,0.78254327,0.79484444,11661.480488673089,14671.39971272
1650844800000,2022-04-25 00:00:00,USDT/GBP,0.78103048,0.78922254,0.77947588,0.7862644,10178.153497598349,12944.95019436
1650758400000,2022-04-24 00:00:00,USDT/GBP,0.7809572,0.78109732,0.78038528,0.78109592,426.47837232,546.0
1650672000000,2022-04-23 00:00:00,USDT/GBP,0.77978637,0.78348139,0.77693968,0.78032932,7210.222557969025,9239.97390995
1650585600000,2022-04-22 00:00:00,USDT/GBP,0.76893463,0.78136947,0.7668354,0.77977457,9133.122653234335,11712.51667419
1650412800000,2022-04-20 00:00:00,USDT/GBP,0.76950094,0.77086281,0.76920682,0.77010784,545.283794969329,708.06160728
1650326400000,2022-04-19 00:00:00,USDT/GBP,0.76935639,0.77179634,0.76708664,0.76980485,11195.901295010714,14543.81755975
1650240000000,2022-04-18 00:00:00,USDT/GBP,0.76780469,0.77279246,0.76553646,0.76938179,16264.23692297964,21139.35777318
1650153600000,2022-04-17 00:00:00,USDT/GBP,0.76552762,0.76908565,0.76400736,0.76767055,12675.15542781796,16511.19145813
1650067200000,2022-04-16 00:00:00,USDT/GBP,0.76617837,0.76816274,0.76404954,0.76553469,12034.739056789711,15720.69719896
1649980800000,2022-04-15 00:00:00,USDT/GBP,0.76632038,0.76798664,0.76308533,0.76564323,11755.00280296377,15353.10748188
1649894400000,2022-04-14 00:00:00,USDT/GBP,0.76372437,0.76823955,0.76030013,0.76634833,12059.806433590753,15736.71653149
1649808000000,2022-04-13 00:00:00,USDT/GBP,0.75865178,0.77178107,0.75526275,0.7632646,13122.349488767168,17192.39892531
1649721600000,2022-04-12 00:00:00,USDT/GBP,0.76882106,0.77159223,0.75844101,0.75972471,12659.86153171394,16663.74854612
1649635200000,2022-04-11 00:00:00,USDT/GBP,0.76802182,0.77116383,0.76484317,0.76942241,12903.014458569009,16769.74090028
1649548800000,2022-04-10 00:00:00,USDT/GBP,0.76701483,0.76881676,0.76701307,0.76769528,518.1782132190159,674.97902712
1649462400000,2022-04-09 00:00:00,USDT/GBP,0.76778092,0.77051035,0.76606022,0.76701267,12268.40462394547,15995.04819646
1649376000000,2022-04-08 00:00:00,USDT/GBP,0.76489049,0.77090139,0.76489049,0.76759893,12512.404967493314,16300.70663008
1649289600000,2022-04-07 00:00:00,USDT/GBP,0.76673421,0.76937853,0.76311712,0.76553179,12691.578633447998,16578.774127
1649203200000,2022-04-06 00:00:00,USDT/GBP,0.74597707,0.7707487,0.74433047,0.76639221,14132.215549302384,18439.92588247
1649116800000,2022-04-05 00:00:00,USDT/GBP,0.73925822,0.74711562,0.73700001,0.74586591,12553.441493240074,16830.69480041
