https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CREAM,Volume USDT
1663232400,2022-09-15 09:00:00,CREAM/USDT,17.128,17.2,16.96,17.088,31.5703,539.8772713
1663228800,2022-09-15 08:00:00,CREAM/USDT,17.125,17.22,16.944,17.22,49.6118,843.6959741
1663225200,2022-09-15 07:00:00,CREAM/USDT,17.129,17.312,16.978,17.12,195.3926,3343.8305722
1663221600,2022-09-15 06:00:00,CREAM/USDT,16.72,17.656,16.669,17.129,496.8818,8619.242667
1663218000,2022-09-15 05:00:00,CREAM/USDT,16.67,16.865,16.64,16.644,283.679,4738.9039981
1663214400,2022-09-15 04:00:00,CREAM/USDT,16.486,16.819,15.937,16.67,4066.1445,65605.709401
1663210800,2022-09-15 03:00:00,CREAM/USDT,16.469,16.668,16.468,16.504,4.0817,67.3688508
1663207200,2022-09-15 02:00:00,CREAM/USDT,16.401,16.484,16.32,16.463,0.3977,6.537268
1663203600,2022-09-15 01:00:00,CREAM/USDT,16.433,16.433,16.215,16.401,69.009,1125.7126442
1663200000,2022-09-15 00:00:00,CREAM/USDT,16.592,16.615,16.433,16.433,25.4073,421.5221902
1663196400,2022-09-14 23:00:00,CREAM/USDT,16.539,16.689,16.4,16.519,49.6898,825.1312971
1663192800,2022-09-14 22:00:00,CREAM/USDT,16.48,16.557,16.48,16.539,10.3683,171.6293618
1663189200,2022-09-14 21:00:00,CREAM/USDT,16.3,16.48,16.3,16.48,3.8534,63.1667797
1663185600,2022-09-14 20:00:00,CREAM/USDT,16.4,16.4,16.4,16.4,0.0302,0.49528
1663182000,2022-09-14 19:00:00,CREAM/USDT,16.25,16.4,16.25,16.3,20.5877,334.5865717
1663178400,2022-09-14 18:00:00,CREAM/USDT,16.411,16.484,16.292,16.3,270.371,4425.0716158
1663174800,2022-09-14 17:00:00,CREAM/USDT,16.452,16.478,16.382,16.39,53.4521,880.7698936
1663171200,2022-09-14 16:00:00,CREAM/USDT,16.576,16.631,16.382,16.382,72.9142,1201.6236184
1663167600,2022-09-14 15:00:00,CREAM/USDT,16.624,16.624,16.576,16.576,13.2554,219.7553938
1663164000,2022-09-14 14:00:00,CREAM/USDT,16.852,16.852,16.64,16.718,49.2617,823.5762796
1663160400,2022-09-14 13:00:00,CREAM/USDT,16.759,16.937,16.724,16.851,67.5199,1136.0282541
1663156800,2022-09-14 12:00:00,CREAM/USDT,16.576,16.72,16.575,16.655,3.6837,61.1146035
1663153200,2022-09-14 11:00:00,CREAM/USDT,16.719,16.719,16.577,16.577,3.8429,64.1070642
1663149600,2022-09-14 10:00:00,CREAM/USDT,16.64,16.668,16.575,16.668,83.5544,1385.1071577
1663146000,2022-09-14 09:00:00,CREAM/USDT,16.728,16.728,16.653,16.653,65.108,1088.1032317
1663142400,2022-09-14 08:00:00,CREAM/USDT,16.76,16.76,16.558,16.759,22.0568,366.9105634
1663138800,2022-09-14 07:00:00,CREAM/USDT,16.72,16.937,16.72,16.77,18.906,319.8382401
1663135200,2022-09-14 06:00:00,CREAM/USDT,16.936,16.937,16.58,16.58,116.4662,1955.4412596
1663131600,2022-09-14 05:00:00,CREAM/USDT,16.912,16.937,16.912,16.936,9.0205,152.7705595
1663128000,2022-09-14 04:00:00,CREAM/USDT,17.057,17.057,16.909,16.937,20.2889,343.5519898
1663124400,2022-09-14 03:00:00,CREAM/USDT,17.057,17.057,16.944,16.961,21.1393,360.5605724
1663120800,2022-09-14 02:00:00,CREAM/USDT,17.036,17.241,16.76,17.088,155.615,2652.8820092
1663117200,2022-09-14 01:00:00,CREAM/USDT,17.034,17.036,17.034,17.036,2.2046,37.5542922
1663113600,2022-09-14 00:00:00,CREAM/USDT,17.189,17.189,16.982,16.982,6.5223,111.2000981
1663110000,2022-09-13 23:00:00,CREAM/USDT,17.07,17.163,17.07,17.163,0.0396,0.6767439
1663106400,2022-09-13 22:00:00,CREAM/USDT,17.087,17.176,16.973,17.176,24.2969,415.6471342
1663102800,2022-09-13 21:00:00,CREAM/USDT,16.96,17.12,16.96,16.973,66.0324,1127.8249957
1663099200,2022-09-13 20:00:00,CREAM/USDT,16.95,16.982,16.852,16.946,88.9523,1507.3744213
1663095600,2022-09-13 19:00:00,CREAM/USDT,16.96,16.965,16.8,16.88,134.8798,2272.4017236
1663092000,2022-09-13 18:00:00,CREAM/USDT,17.12,17.12,16.982,16.982,22.0008,374.730443
1663088400,2022-09-13 17:00:00,CREAM/USDT,17.28,17.318,17.128,17.128,3.1384,54.1242541
1663084800,2022-09-13 16:00:00,CREAM/USDT,16.915,17.36,16.915,17.28,70.5423,1206.569276
1663081200,2022-09-13 15:00:00,CREAM/USDT,16.964,16.964,16.8,16.952,165.1046,2787.1172272
1663077600,2022-09-13 14:00:00,CREAM/USDT,17.22,17.312,16.961,16.961,42.9841,738.3436515
1663074000,2022-09-13 13:00:00,CREAM/USDT,16.857,17.429,16.601,17.22,176.471,3032.4187507
1663070400,2022-09-13 12:00:00,CREAM/USDT,17.92,18.065,16.612,16.88,927.1967,16190.16269
1663066800,2022-09-13 11:00:00,CREAM/USDT,18.215,18.215,17.699,17.895,213.0432,3808.671532
1663063200,2022-09-13 10:00:00,CREAM/USDT,18.159,18.254,18.121,18.215,29.4802,536.2133832
1663059600,2022-09-13 09:00:00,CREAM/USDT,18.08,18.298,17.939,18.159,117.569,2133.9273894
1663056000,2022-09-13 08:00:00,CREAM/USDT,17.876,18.6,17.84,18.08,3111.9776,57222.7394735
1663052400,2022-09-13 07:00:00,CREAM/USDT,17.846,17.935,17.725,17.935,40.9239,729.9085978
1663048800,2022-09-13 06:00:00,CREAM/USDT,18.101,18.102,17.815,17.836,70.619,1266.4100859
1663045200,2022-09-13 05:00:00,CREAM/USDT,17.935,18.319,17.878,18.161,101.7514,1843.9614489
1663041600,2022-09-13 04:00:00,CREAM/USDT,17.83,17.83,17.693,17.83,2.6813,47.5756494
1663038000,2022-09-13 03:00:00,CREAM/USDT,17.93,17.973,17.72,17.973,61.8652,1104.2450991
1663034400,2022-09-13 02:00:00,CREAM/USDT,17.756,17.949,17.514,17.949,236.311,4187.255828
1663030800,2022-09-13 01:00:00,CREAM/USDT,18.466,18.466,17.815,17.826,99.9151,1811.5148727
1663027200,2022-09-13 00:00:00,CREAM/USDT,18.513,18.513,18.022,18.466,270.2186,4914.9073502
1663023600,2022-09-12 23:00:00,CREAM/USDT,18.546,18.727,18.412,18.513,89.1214,1654.5040181
1663020000,2022-09-12 22:00:00,CREAM/USDT,18.57,18.608,18.412,18.412,58.7482,1085.1139655
1663016400,2022-09-12 21:00:00,CREAM/USDT,18.742,18.803,18.53,18.53,188.4327,3511.5612143
1663012800,2022-09-12 20:00:00,CREAM/USDT,18.997,19.133,18.656,18.889,144.8053,2731.2409909
1663009200,2022-09-12 19:00:00,CREAM/USDT,18.89,19.102,18.89,19.049,85.332,1624.4155631
1663005600,2022-09-12 18:00:00,CREAM/USDT,18.996,19.066,18.6,18.863,303.111,5700.9735396
1663002000,2022-09-12 17:00:00,CREAM/USDT,19.075,19.123,18.996,18.996,105.6607,2012.5186573
1662998400,2022-09-12 16:00:00,CREAM/USDT,19.632,19.66,18.929,19.075,254.1046,4842.0214673
1662994800,2022-09-12 15:00:00,CREAM/USDT,20.256,20.267,19.51,19.51,396.9487,7982.2337713
1662991200,2022-09-12 14:00:00,CREAM/USDT,20.48,20.741,20.067,20.247,166.3867,3380.1243763
1662987600,2022-09-12 13:00:00,CREAM/USDT,20.721,20.833,19.993,20.369,279.2741,5713.2455548
1662984000,2022-09-12 12:00:00,CREAM/USDT,21.221,21.333,20.721,20.901,227.8704,4803.0402647
1662980400,2022-09-12 11:00:00,CREAM/USDT,20.601,22.228,20.601,21.076,593.3972,12803.0310626
1662976800,2022-09-12 10:00:00,CREAM/USDT,20.494,20.726,20.338,20.601,84.2057,1722.2809511
1662973200,2022-09-12 09:00:00,CREAM/USDT,20.998,21.496,20.371,20.586,324.3427,6750.1022598
1662969600,2022-09-12 08:00:00,CREAM/USDT,21.417,21.788,20.76,20.998,414.4678,8791.2511617
1662966000,2022-09-12 07:00:00,CREAM/USDT,21.434,22.959,21.075,21.54,666.7746,14764.3594189
1662962400,2022-09-12 06:00:00,CREAM/USDT,21.285,21.906,21.263,21.624,275.027,5949.9918095
1662958800,2022-09-12 05:00:00,CREAM/USDT,21.624,21.98,20.647,21.151,389.4885,8379.597041
1662955200,2022-09-12 04:00:00,CREAM/USDT,20.268,22.162,20.268,21.624,835.2764,17939.7314576
1662951600,2022-09-12 03:00:00,CREAM/USDT,19.918,21.116,19.918,20.214,402.9308,8170.2356898
1662948000,2022-09-12 02:00:00,CREAM/USDT,19.091,19.929,18.929,19.793,118.5952,2317.4776024
1662944400,2022-09-12 01:00:00,CREAM/USDT,18.573,19.832,18.352,19.206,473.3913,9084.3757625
1662940800,2022-09-12 00:00:00,CREAM/USDT,19.125,19.285,18.5,18.573,237.4812,4443.6230875
1662937200,2022-09-11 23:00:00,CREAM/USDT,19.433,19.433,19.04,19.125,28.8368,552.0277423
1662933600,2022-09-11 22:00:00,CREAM/USDT,19.73,19.73,19.345,19.345,124.9004,2427.4064591
1662930000,2022-09-11 21:00:00,CREAM/USDT,19.762,20.279,19.37,19.781,191.1322,3782.617504
1662926400,2022-09-11 20:00:00,CREAM/USDT,19.574,19.738,19.228,19.712,42.5101,825.1601846
1662922800,2022-09-11 19:00:00,CREAM/USDT,19.42,19.874,19.217,19.721,28.9754,562.1304699
1662919200,2022-09-11 18:00:00,CREAM/USDT,19.732,19.738,19.329,19.428,64.3737,1255.6947248
1662915600,2022-09-11 17:00:00,CREAM/USDT,19.527,19.682,19.223,19.682,56.3147,1103.5160562
1662912000,2022-09-11 16:00:00,CREAM/USDT,19.42,19.657,19.248,19.527,156.4777,3027.9726213
1662908400,2022-09-11 15:00:00,CREAM/USDT,19.972,19.972,19.289,19.407,147.1686,2882.9370192
1662904800,2022-09-11 14:00:00,CREAM/USDT,20.933,21.295,19.686,19.972,236.1289,4759.9596225
1662901200,2022-09-11 13:00:00,CREAM/USDT,19.844,23.48,19.844,20.933,2645.4341,56499.1482606
1662897600,2022-09-11 12:00:00,CREAM/USDT,18.996,21.716,18.785,19.95,1051.7727,21395.96548242428
1662894000,2022-09-11 11:00:00,CREAM/USDT,18.98,19.102,18.868,19.005,53.1634,1014.3847134
1662890400,2022-09-11 10:00:00,CREAM/USDT,18.314,20.421,18.314,18.93,668.1761,12950.2509611
1662886800,2022-09-11 09:00:00,CREAM/USDT,17.972,18.451,17.972,18.36,73.8525,1348.7358387
1662883200,2022-09-11 08:00:00,CREAM/USDT,17.83,18.003,17.83,17.97,5.7332,102.7503713
1662879600,2022-09-11 07:00:00,CREAM/USDT,17.639,17.675,17.639,17.675,0.0874,1.542958
1662876000,2022-09-11 06:00:00,CREAM/USDT,17.997,18.052,17.661,17.674,24.7912,441.8541745
1662872400,2022-09-11 05:00:00,CREAM/USDT,17.937,17.987,17.873,17.987,7.1517,128.2800224
1662868800,2022-09-11 04:00:00,CREAM/USDT,17.937,17.937,17.937,17.937,0.0284,0.5094108
1662865200,2022-09-11 03:00:00,CREAM/USDT,17.936,18.047,17.936,17.936,6.8628,123.3382096
1662861600,2022-09-11 02:00:00,CREAM/USDT,17.827,17.827,17.827,17.827,0.0514,0.9163078
1662858000,2022-09-11 01:00:00,CREAM/USDT,18.012,18.012,17.758,17.926,1.0211,18.2789376
1662854400,2022-09-11 00:00:00,CREAM/USDT,17.869,17.873,17.869,17.873,0.1435,2.5644071
1662850800,2022-09-10 23:00:00,CREAM/USDT,17.97,17.97,17.953,17.953,5.5406,99.4705856
1662847200,2022-09-10 22:00:00,CREAM/USDT,17.848,17.979,17.848,17.97,8.8008,157.4597037
1662843600,2022-09-10 21:00:00,CREAM/USDT,17.916,17.972,17.83,17.889,19.0247,340.594392
1662840000,2022-09-10 20:00:00,CREAM/USDT,17.972,17.972,17.832,17.85,0.2179,3.890562
1662836400,2022-09-10 19:00:00,CREAM/USDT,17.896,18.084,17.896,18.005,0.6176,11.0975634
1662832800,2022-09-10 18:00:00,CREAM/USDT,17.771,17.909,17.771,17.783,11.2913,201.8865092
1662829200,2022-09-10 17:00:00,CREAM/USDT,17.972,17.972,17.76,17.76,2.5053,44.8865016
1662825600,2022-09-10 16:00:00,CREAM/USDT,17.796,18.53,17.796,18.039,145.304,2649.050609
1662822000,2022-09-10 15:00:00,CREAM/USDT,17.773,17.828,17.77,17.814,5.7399,102.198508
1662818400,2022-09-10 14:00:00,CREAM/USDT,17.77,17.775,17.77,17.775,21.1604,376.0713532
1662814800,2022-09-10 13:00:00,CREAM/USDT,17.866,17.893,17.638,17.661,14.3508,254.1328287
1662811200,2022-09-10 12:00:00,CREAM/USDT,17.83,17.915,17.76,17.915,25.0281,448.2909834
1662807600,2022-09-10 11:00:00,CREAM/USDT,17.914,17.914,17.86,17.86,0.1108,1.984342
1662804000,2022-09-10 10:00:00,CREAM/USDT,17.921,17.98,17.913,17.98,9.5077,170.5458799
1662800400,2022-09-10 09:00:00,CREAM/USDT,17.656,17.98,17.656,17.771,28.6019,514.0799822
1662796800,2022-09-10 08:00:00,CREAM/USDT,17.839,17.873,17.655,17.655,41.6629,741.0843399
1662793200,2022-09-10 07:00:00,CREAM/USDT,17.827,17.935,17.786,17.786,15.6328,279.0188494
1662789600,2022-09-10 06:00:00,CREAM/USDT,18.042,18.042,17.739,17.786,12.4306,222.9347927
1662786000,2022-09-10 05:00:00,CREAM/USDT,17.977,18.193,17.973,18.058,1.9275,34.8736594
1662782400,2022-09-10 04:00:00,CREAM/USDT,17.874,18.042,17.869,18.02,2.0763,37.2269119
1662778800,2022-09-10 03:00:00,CREAM/USDT,17.848,18.04,17.848,18.011,0.0718,1.2912209
1662775200,2022-09-10 02:00:00,CREAM/USDT,17.962,17.962,17.83,17.842,20.8792,373.2125353
1662771600,2022-09-10 01:00:00,CREAM/USDT,18.065,18.065,17.768,17.975,6.252,112.0022669
1662768000,2022-09-10 00:00:00,CREAM/USDT,18.084,18.185,18.042,18.042,6.6108,120.1965332
1662764400,2022-09-09 23:00:00,CREAM/USDT,18.051,18.064,17.972,18.019,10.0421,181.2287304
1662760800,2022-09-09 22:00:00,CREAM/USDT,17.938,18.254,17.938,18.043,175.9643,3205.7654389
1662757200,2022-09-09 21:00:00,CREAM/USDT,18.082,18.082,18.082,18.082,5.5303,99.9988846
1662753600,2022-09-09 20:00:00,CREAM/USDT,17.849,18.042,17.849,18.042,7.7318,139.4381319
1662750000,2022-09-09 19:00:00,CREAM/USDT,17.86,17.899,17.787,17.899,1.0197,18.1975112
1662746400,2022-09-09 18:00:00,CREAM/USDT,17.972,18.023,17.714,18.023,117.6283,2093.3144431
1662742800,2022-09-09 17:00:00,CREAM/USDT,17.981,18.084,17.714,18.084,124.028,2213.6463563
1662739200,2022-09-09 16:00:00,CREAM/USDT,18.085,18.098,17.939,17.939,7.4144,133.4756011
1662735600,2022-09-09 15:00:00,CREAM/USDT,18.267,18.267,18.042,18.196,4.3929,79.6148626
1662732000,2022-09-09 14:00:00,CREAM/USDT,18.05,18.559,18.016,18.267,81.0704,1492.867237
1662728400,2022-09-09 13:00:00,CREAM/USDT,18.086,18.44,17.994,18.181,725.5575,13202.6055739
1662724800,2022-09-09 12:00:00,CREAM/USDT,17.524,18.749,17.389,18.245,431.0496,7865.8520009
1662721200,2022-09-09 11:00:00,CREAM/USDT,17.618,17.714,17.616,17.714,12.7491,224.9732404
1662717600,2022-09-09 10:00:00,CREAM/USDT,17.537,17.616,17.443,17.541,11.6602,204.3979051
1662714000,2022-09-09 09:00:00,CREAM/USDT,17.636,17.636,17.435,17.518,42.0325,735.6158554
1662710400,2022-09-09 08:00:00,CREAM/USDT,17.47,17.796,17.362,17.714,12.3367,216.811836
1662706800,2022-09-09 07:00:00,CREAM/USDT,17.749,17.749,17.5,17.5,70.8646,1255.9341723
1662703200,2022-09-09 06:00:00,CREAM/USDT,17.725,17.828,17.724,17.749,23.9132,424.0326784
1662699600,2022-09-09 05:00:00,CREAM/USDT,17.618,17.748,17.613,17.748,11.8854,210.2996638
1662696000,2022-09-09 04:00:00,CREAM/USDT,17.83,17.83,17.556,17.618,77.0782,1358.4746935
1662692400,2022-09-09 03:00:00,CREAM/USDT,17.186,18.119,17.186,17.669,183.7266,3288.4552551
1662688800,2022-09-09 02:00:00,CREAM/USDT,17.186,17.186,17.186,17.186,0,0
1662685200,2022-09-09 01:00:00,CREAM/USDT,17.258,17.343,17.022,17.186,40.0105,690.1591825
1662681600,2022-09-09 00:00:00,CREAM/USDT,17.203,17.258,16.866,17.258,33.7625,574.5161196
1662678000,2022-09-08 23:00:00,CREAM/USDT,17.152,17.228,17.152,17.204,4.0182,68.9275919
1662674400,2022-09-08 22:00:00,CREAM/USDT,17.251,17.343,17.152,17.152,18.1119,312.6070072
1662670800,2022-09-08 21:00:00,CREAM/USDT,17.181,17.3,17.181,17.3,45.3884,784.0918183
1662667200,2022-09-08 20:00:00,CREAM/USDT,17.008,17.008,17.008,17.008,0.1211,2.0596688
1662663600,2022-09-08 19:00:00,CREAM/USDT,16.891,17.184,16.801,17.008,15.599,265.3495916
1662660000,2022-09-08 18:00:00,CREAM/USDT,16.964,17.032,16.8,16.891,84.2777,1417.5194309
1662656400,2022-09-08 17:00:00,CREAM/USDT,16.785,19.66,16.7,16.982,1645.0922,29139.4529307
1662652800,2022-09-08 16:00:00,CREAM/USDT,16.632,16.882,16.505,16.785,37.1024,620.8693825
1662649200,2022-09-08 15:00:00,CREAM/USDT,16.714,16.732,16.714,16.732,5.145,86.0832315
1662645600,2022-09-08 14:00:00,CREAM/USDT,16.556,16.714,16.441,16.632,19.6216,326.7926943
1662642000,2022-09-08 13:00:00,CREAM/USDT,16.397,16.548,16.262,16.548,10.3651,169.9494321
1662638400,2022-09-08 12:00:00,CREAM/USDT,16.597,16.597,16.347,16.347,7.1826,117.8327423
1662634800,2022-09-08 11:00:00,CREAM/USDT,16.698,16.698,16.602,16.602,2.2772,38.0232888
1662631200,2022-09-08 10:00:00,CREAM/USDT,16.383,16.699,16.347,16.699,53.5624,884.7703112
1662627600,2022-09-08 09:00:00,CREAM/USDT,16.383,16.383,16.24,16.24,0.379,6.1657561
1662624000,2022-09-08 08:00:00,CREAM/USDT,16.346,16.408,16.297,16.383,7.8334,128.3157409
1662620400,2022-09-08 07:00:00,CREAM/USDT,16.516,16.516,16.215,16.215,116.2046,1896.2475275
1662616800,2022-09-08 06:00:00,CREAM/USDT,16.551,16.551,16.551,16.551,0,0
1662613200,2022-09-08 05:00:00,CREAM/USDT,16.558,16.558,16.551,16.551,6.0536,100.1932155
1662609600,2022-09-08 04:00:00,CREAM/USDT,16.698,16.698,16.698,16.698,0,0
1662606000,2022-09-08 03:00:00,CREAM/USDT,16.695,16.698,16.695,16.698,2,33.3956517
1662602400,2022-09-08 02:00:00,CREAM/USDT,16.698,16.698,16.698,16.698,0,0
1662598800,2022-09-08 01:00:00,CREAM/USDT,16.728,16.728,16.698,16.698,0.2626,4.3915068
1662595200,2022-09-08 00:00:00,CREAM/USDT,16.664,16.731,16.552,16.731,1.2973,21.5453678
1662591600,2022-09-07 23:00:00,CREAM/USDT,16.764,16.777,16.764,16.772,1.0499,17.6009928
1662588000,2022-09-07 22:00:00,CREAM/USDT,16.705,16.85,16.629,16.85,9.8076,164.5433854
1662584400,2022-09-07 21:00:00,CREAM/USDT,16.733,16.74,16.678,16.678,6.6356,111.064769
1662580800,2022-09-07 20:00:00,CREAM/USDT,16.186,16.732,16.186,16.732,78.8059,1303.6721384
1662577200,2022-09-07 19:00:00,CREAM/USDT,16.331,16.331,16.331,16.331,0.95,15.51445
1662573600,2022-09-07 18:00:00,CREAM/USDT,16.24,16.314,16.182,16.182,29.6181,483.0307539
1662570000,2022-09-07 17:00:00,CREAM/USDT,16,16.18,16,16.18,32.5202,522.1723008
1662566400,2022-09-07 16:00:00,CREAM/USDT,16.083,16.083,16.028,16.031,25.1659,404.7255286
1662562800,2022-09-07 15:00:00,CREAM/USDT,16.134,16.134,16.101,16.101,0.08,1.2884661
1662559200,2022-09-07 14:00:00,CREAM/USDT,16.049,16.262,16.049,16.262,30.7591,496.0718273
1662555600,2022-09-07 13:00:00,CREAM/USDT,15.895,16.068,15.895,16.055,4.7294,75.2185011
1662552000,2022-09-07 12:00:00,CREAM/USDT,15.816,15.88,15.816,15.816,0.1929,3.0571208
1662548400,2022-09-07 11:00:00,CREAM/USDT,15.817,15.895,15.816,15.895,16.7699,265.8202507
1662544800,2022-09-07 10:00:00,CREAM/USDT,15.838,15.838,15.838,15.838,0.0591,0.9360258
1662541200,2022-09-07 09:00:00,CREAM/USDT,15.956,15.98,15.838,15.838,0.5474,8.7422749
