https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CHZ,Volume BTC
1663462800,2022-09-18 01:00:00,CHZ/BTC,0.0000112133,0.0000112133,0.0000111761,0.0000111761,76.6733,0.00085745243393
1663459200,2022-09-18 00:00:00,CHZ/BTC,0.0000111857,0.0000114389,0.0000111341,0.0000112132,5154.5861,0.05809569153533
1663455600,2022-09-17 23:00:00,CHZ/BTC,0.0000109248,0.0000113154,0.0000109221,0.0000111731,13381.1747,0.14915872216309
1663452000,2022-09-17 22:00:00,CHZ/BTC,0.0000109111,0.0000109646,0.000010861,0.0000109331,525.4862,0.0057229090067
1663448400,2022-09-17 21:00:00,CHZ/BTC,0.0000109665,0.000011044,0.0000109102,0.0000109313,2886.4825,0.03157858143086
1663444800,2022-09-17 20:00:00,CHZ/BTC,0.0000111316,0.0000112015,0.0000109776,0.0000109776,2563.7299,0.02834838824158
1663441200,2022-09-17 19:00:00,CHZ/BTC,0.0000108887,0.0000112621,0.0000108739,0.0000111116,21141.0843,0.23611424018573
1663437600,2022-09-17 18:00:00,CHZ/BTC,0.0000106597,0.0000109108,0.0000106597,0.0000108539,5591.2843,0.06053334944503
1663434000,2022-09-17 17:00:00,CHZ/BTC,0.0000106252,0.0000106711,0.0000105957,0.0000106278,379.744,0.00403657567992
1663430400,2022-09-17 16:00:00,CHZ/BTC,0.0000106168,0.0000106617,0.0000105529,0.0000106256,1096.2068,0.01164731326321
1663426800,2022-09-17 15:00:00,CHZ/BTC,0.0000107246,0.0000107418,0.0000105471,0.0000106167,11054.5352,0.11721210148331
1663423200,2022-09-17 14:00:00,CHZ/BTC,0.0000107469,0.0000108005,0.0000106787,0.0000107246,2372.8275,0.02544342936695
1663419600,2022-09-17 13:00:00,CHZ/BTC,0.0000108894,0.0000108996,0.0000107564,0.0000107564,4116.7354,0.04450273831356
1663416000,2022-09-17 12:00:00,CHZ/BTC,0.0000108569,0.0000110888,0.0000108569,0.0000108924,22172.9574,0.24335694410987
1663412400,2022-09-17 11:00:00,CHZ/BTC,0.000010726,0.0000108665,0.0000106609,0.0000108243,12936.8255,0.1382596750858
1663408800,2022-09-17 10:00:00,CHZ/BTC,0.0000107139,0.0000109498,0.0000107041,0.000010726,9046.0472,0.09776924311357
1663405200,2022-09-17 09:00:00,CHZ/BTC,0.0000107439,0.0000107679,0.0000106241,0.0000107137,22057.7847,0.23522298843427
1663401600,2022-09-17 08:00:00,CHZ/BTC,0.0000108781,0.0000108781,0.0000107142,0.0000107439,9967.2947,0.10736558492224
