https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume JST
1663545600000,2022-09-19 00:00:00,JST/BTC,1.28e-06,1.28e-06,1.27e-06,1.27e-06,0.0022087335047491995,1739.16023996
1663459200000,2022-09-18 00:00:00,JST/BTC,1.32e-06,1.33e-06,1.27e-06,1.28e-06,0.15463917335915522,120811.85418684
1663372800000,2022-09-17 00:00:00,JST/BTC,1.32e-06,1.34e-06,1.3e-06,1.32e-06,0.08269561903091281,62648.19623554
1663286400000,2022-09-16 00:00:00,JST/BTC,1.32e-06,1.33e-06,1.3e-06,1.31e-06,0.0940580511912892,71800.03907732
1663200000000,2022-09-15 00:00:00,JST/BTC,1.31e-06,1.34e-06,1.29e-06,1.32e-06,0.15818542339905362,119837.44196898
1663113600000,2022-09-14 00:00:00,JST/BTC,1.3e-06,1.33e-06,1.28e-06,1.31e-06,0.12863720837402748,98196.34227025
1663027200000,2022-09-13 00:00:00,JST/BTC,1.26e-06,1.32e-06,1.24e-06,1.3e-06,0.405354221838826,311810.93987602
1662940800000,2022-09-12 00:00:00,JST/BTC,1.3e-06,1.31e-06,1.24e-06,1.25e-06,0.22434593972110004,179476.75177688
1662854400000,2022-09-11 00:00:00,JST/BTC,1.3e-06,1.33e-06,1.29e-06,1.3e-06,0.249990571894219,192300.43991863
1662768000000,2022-09-10 00:00:00,JST/BTC,1.3e-06,1.34e-06,1.27e-06,1.3e-06,0.196828360129271,151406.43086867
1662681600000,2022-09-09 00:00:00,JST/BTC,1.38e-06,1.39e-06,1.28e-06,1.31e-06,0.20651193334643617,157642.69721102
1662595200000,2022-09-08 00:00:00,JST/BTC,1.35e-06,1.39e-06,1.33e-06,1.39e-06,0.1021729254032127,73505.70172893
1662508800000,2022-09-07 00:00:00,JST/BTC,1.35e-06,1.36e-06,1.32e-06,1.35e-06,0.10786969281782251,79903.47616135
1662422400000,2022-09-06 00:00:00,JST/BTC,1.39e-06,1.4e-06,1.34e-06,1.35e-06,0.237891914214093,176216.23275118
1662336000000,2022-09-05 00:00:00,JST/BTC,1.4e-06,1.4e-06,1.36e-06,1.38e-06,0.169873608237078,123096.8175631
1662249600000,2022-09-04 00:00:00,JST/BTC,1.39e-06,1.4e-06,1.37e-06,1.39e-06,0.1068748016927267,76888.34654153
1662163200000,2022-09-03 00:00:00,JST/BTC,1.37e-06,1.39e-06,1.36e-06,1.38e-06,0.1432774756264002,103824.25770029
1662076800000,2022-09-02 00:00:00,JST/BTC,1.37e-06,1.38e-06,1.35e-06,1.37e-06,0.2930111525942491,213876.75371843
1661990400000,2022-09-01 00:00:00,JST/BTC,1.39e-06,1.39e-06,1.35e-06,1.37e-06,0.2035494473453066,148576.23893818
1661904000000,2022-08-31 00:00:00,JST/BTC,1.4e-06,1.41e-06,1.38e-06,1.39e-06,0.2546730552760316,183218.02537844
1661817600000,2022-08-30 00:00:00,JST/BTC,1.41e-06,1.48e-06,1.39e-06,1.41e-06,0.3287805377287263,233177.68633243
1661731200000,2022-08-29 00:00:00,JST/BTC,1.38e-06,1.42e-06,1.35e-06,1.41e-06,0.1207401568612326,85631.31692286
1661644800000,2022-08-28 00:00:00,JST/BTC,1.38e-06,1.44e-06,1.37e-06,1.38e-06,0.0857609648861028,62145.62672906
1661558400000,2022-08-27 00:00:00,JST/BTC,1.36e-06,1.4e-06,1.34e-06,1.38e-06,0.1683676984846704,122005.57861208
1661472000000,2022-08-26 00:00:00,JST/BTC,1.39e-06,1.39e-06,1.33e-06,1.36e-06,0.13544411975110318,99591.26452287
1661385600000,2022-08-25 00:00:00,JST/BTC,1.39e-06,1.4e-06,1.36e-06,1.39e-06,0.1042171623510607,74976.37579213
1661299200000,2022-08-24 00:00:00,JST/BTC,1.41e-06,1.41e-06,1.36e-06,1.37e-06,0.40655990870630815,296759.05744986
1661212800000,2022-08-23 00:00:00,JST/BTC,1.35e-06,1.48e-06,1.34e-06,1.41e-06,1.150762564143175,816143.66251289
1661126400000,2022-08-22 00:00:00,JST/BTC,1.36e-06,1.37e-06,1.32e-06,1.35e-06,0.5206641378646365,385677.13915899
1661040000000,2022-08-21 00:00:00,JST/BTC,1.35e-06,1.38e-06,1.32e-06,1.37e-06,0.47106048713478516,343839.77163123
1660953600000,2022-08-20 00:00:00,JST/BTC,1.38e-06,1.39e-06,1.34e-06,1.36e-06,0.262296807396228,192865.29955605
1660867200000,2022-08-19 00:00:00,JST/BTC,1.4e-06,1.41e-06,1.33e-06,1.37e-06,1.908763695163651,1393258.1716523
1660780800000,2022-08-18 00:00:00,JST/BTC,1.43e-06,1.43e-06,1.39e-06,1.4e-06,0.460326115587716,328804.36827694
1660694400000,2022-08-17 00:00:00,JST/BTC,1.45e-06,1.49e-06,1.41e-06,1.43e-06,0.6888070055605168,481683.22067169
1660608000000,2022-08-16 00:00:00,JST/BTC,1.4e-06,1.45e-06,1.39e-06,1.45e-06,0.20165201172754751,139070.35291555
1660521600000,2022-08-15 00:00:00,JST/BTC,1.4e-06,1.42e-06,1.38e-06,1.4e-06,0.25473362475294997,181952.58910925
1660435200000,2022-08-14 00:00:00,JST/BTC,1.43e-06,1.43e-06,1.39e-06,1.41e-06,0.24968867384873972,177084.16585017001
1660348800000,2022-08-13 00:00:00,JST/BTC,1.41e-06,1.43e-06,1.38e-06,1.43e-06,0.1648724163255598,115295.39603186
1660262400000,2022-08-12 00:00:00,JST/BTC,1.41e-06,1.44e-06,1.4e-06,1.41e-06,0.4972720070341734,352675.18229374
1660176000000,2022-08-11 00:00:00,JST/BTC,1.39e-06,1.47e-06,1.36e-06,1.41e-06,0.4127044453119309,292698.18816449
1660089600000,2022-08-10 00:00:00,JST/BTC,1.35e-06,1.43e-06,1.35e-06,1.4e-06,0.5290824173518239,377916.01239416
1660003200000,2022-08-09 00:00:00,JST/BTC,1.38e-06,1.4e-06,1.35e-06,1.37e-06,0.5604622846674318,409096.55815141
1659916800000,2022-08-08 00:00:00,JST/BTC,1.41e-06,1.42e-06,1.37e-06,1.38e-06,0.412065611944983,298598.26952535
1659830400000,2022-08-07 00:00:00,JST/BTC,1.42e-06,1.44e-06,1.41e-06,1.42e-06,0.11234980321902818,79119.57973171
1659744000000,2022-08-06 00:00:00,JST/BTC,1.42e-06,1.45e-06,1.42e-06,1.44e-06,0.112802628765456,78335.1588649
1659657600000,2022-08-05 00:00:00,JST/BTC,1.43e-06,1.44e-06,1.41e-06,1.43e-06,0.20853049019690031,145825.51762021
1659571200000,2022-08-04 00:00:00,JST/BTC,1.44e-06,1.45e-06,1.4e-06,1.44e-06,0.0962411706393696,66834.14627734
1659484800000,2022-08-03 00:00:00,JST/BTC,1.46e-06,1.5e-06,1.41e-06,1.43e-06,0.2667431582999183,186533.67713281
1659398400000,2022-08-02 00:00:00,JST/BTC,1.38e-06,1.48e-06,1.34e-06,1.46e-06,1.222207864138331,837128.67406735
1659312000000,2022-08-01 00:00:00,JST/BTC,1.31e-06,1.5e-06,1.3e-06,1.38e-06,0.8887751009089758,644039.92819491
1659225600000,2022-07-31 00:00:00,JST/BTC,1.27e-06,1.36e-06,1.26e-06,1.31e-06,0.410930616831495,313687.4937645
1659139200000,2022-07-30 00:00:00,JST/BTC,1.27e-06,1.29e-06,1.24e-06,1.28e-06,0.2344224371095296,183142.52899182
1659052800000,2022-07-29 00:00:00,JST/BTC,1.29e-06,1.3e-06,1.24e-06,1.27e-06,0.5273292162689349,415219.85532987
1658966400000,2022-07-28 00:00:00,JST/BTC,1.32e-06,1.33e-06,1.27e-06,1.29e-06,0.3783813692776023,293318.89091287
1658880000000,2022-07-27 00:00:00,JST/BTC,1.34e-06,1.36e-06,1.29e-06,1.32e-06,0.19389481783325282,146890.01351004
1658793600000,2022-07-26 00:00:00,JST/BTC,1.3e-06,1.34e-06,1.29e-06,1.34e-06,0.27128747909954404,202453.3426116
1658707200000,2022-07-25 00:00:00,JST/BTC,1.34e-06,1.36e-06,1.29e-06,1.3e-06,0.32842609951115903,252635.46116243
1658620800000,2022-07-24 00:00:00,JST/BTC,1.35e-06,1.36e-06,1.33e-06,1.34e-06,0.19286045062438123,143925.70942118
1658534400000,2022-07-23 00:00:00,JST/BTC,1.37e-06,1.38e-06,1.34e-06,1.35e-06,0.2124956348745525,157404.17398115
1658448000000,2022-07-22 00:00:00,JST/BTC,1.31e-06,1.38e-06,1.29e-06,1.37e-06,0.4673366689091148,341121.65613804
1658361600000,2022-07-21 00:00:00,JST/BTC,1.29e-06,1.31e-06,1.27e-06,1.3e-06,0.931981889228507,716909.14556039
1658275200000,2022-07-20 00:00:00,JST/BTC,1.34e-06,1.36e-06,1.27e-06,1.28e-06,0.8360845715400577,653191.07151567
1658188800000,2022-07-19 00:00:00,JST/BTC,1.35e-06,1.4e-06,1.32e-06,1.34e-06,0.5918166824935389,441654.24066682
1658102400000,2022-07-18 00:00:00,JST/BTC,1.39e-06,1.41e-06,1.33e-06,1.35e-06,0.253656552776787,187893.74279762
1658016000000,2022-07-17 00:00:00,JST/BTC,1.38e-06,1.41e-06,1.35e-06,1.4e-06,0.650195812560196,464425.58040014
1657929600000,2022-07-16 00:00:00,JST/BTC,1.38e-06,1.4e-06,1.35e-06,1.39e-06,0.6146563838069123,442198.83727116
1657843200000,2022-07-15 00:00:00,JST/BTC,1.35e-06,1.4e-06,1.35e-06,1.39e-06,0.2969827208766519,213656.63372421
1657756800000,2022-07-14 00:00:00,JST/BTC,1.37e-06,1.38e-06,1.34e-06,1.36e-06,0.19732406927111276,145091.22740523
1657670400000,2022-07-13 00:00:00,JST/BTC,1.41e-06,1.42e-06,1.35e-06,1.38e-06,0.41327859954691615,299477.24604849
1657584000000,2022-07-12 00:00:00,JST/BTC,1.36e-06,1.45e-06,1.36e-06,1.41e-06,0.775558960205089,550041.81574829
1657497600000,2022-07-11 00:00:00,JST/BTC,1.4e-06,1.41e-06,1.35e-06,1.37e-06,0.32033115905750353,233818.36427555
1657411200000,2022-07-10 00:00:00,JST/BTC,1.4e-06,1.42e-06,1.38e-06,1.4e-06,0.12317237264155599,87980.26617254
1657324800000,2022-07-09 00:00:00,JST/BTC,1.38e-06,1.42e-06,1.38e-06,1.4e-06,0.113045459261406,80746.75661529
1657238400000,2022-07-08 00:00:00,JST/BTC,1.41e-06,1.41e-06,1.35e-06,1.38e-06,0.1244406035964636,90174.35043222
1657152000000,2022-07-07 00:00:00,JST/BTC,1.45e-06,1.46e-06,1.38e-06,1.41e-06,0.2136323430925806,151512.30006566
1657065600000,2022-07-06 00:00:00,JST/BTC,1.44e-06,1.56e-06,1.42e-06,1.44e-06,0.3037622429943936,210946.00207944
1656979200000,2022-07-05 00:00:00,JST/BTC,1.44e-06,1.47e-06,1.41e-06,1.44e-06,0.1739967311591712,120831.06330498
1656892800000,2022-07-04 00:00:00,JST/BTC,1.47e-06,1.55e-06,1.43e-06,1.44e-06,0.257692644301032,178953.22520905
1656806400000,2022-07-03 00:00:00,JST/BTC,1.46e-06,1.48e-06,1.42e-06,1.47e-06,0.0913616243587677,62150.76486991
1656720000000,2022-07-02 00:00:00,JST/BTC,1.41e-06,1.49e-06,1.39e-06,1.45e-06,0.21691265866165801,149594.93700804
1656633600000,2022-07-01 00:00:00,JST/BTC,1.38e-06,1.42e-06,1.34e-06,1.4e-06,0.16829676308195798,120211.97362997
1656547200000,2022-06-30 00:00:00,JST/BTC,1.42e-06,1.45e-06,1.37e-06,1.38e-06,0.5973242586793583,432843.66570968
1656460800000,2022-06-29 00:00:00,JST/BTC,1.47e-06,1.5e-06,1.4e-06,1.42e-06,0.4518814957649007,318226.40546824
1656374400000,2022-06-28 00:00:00,JST/BTC,1.5e-06,1.56e-06,1.45e-06,1.47e-06,0.7439964576533705,506120.03921998
1656288000000,2022-06-27 00:00:00,JST/BTC,1.45e-06,1.58e-06,1.41e-06,1.49e-06,0.7258822182665708,487169.27400441
1656201600000,2022-06-26 00:00:00,JST/BTC,1.39e-06,1.47e-06,1.37e-06,1.47e-06,0.5007674272350203,340658.11376532
1656115200000,2022-06-25 00:00:00,JST/BTC,1.42e-06,1.43e-06,1.35e-06,1.39e-06,0.5022129198351798,361304.25887423
1656028800000,2022-06-24 00:00:00,JST/BTC,1.39e-06,1.42e-06,1.36e-06,1.41e-06,0.5858886011194779,415523.83058119
1655942400000,2022-06-23 00:00:00,JST/BTC,1.41e-06,1.41e-06,1.35e-06,1.39e-06,0.3929491045047894,282697.19748546
1655856000000,2022-06-22 00:00:00,JST/BTC,1.43e-06,1.44e-06,1.36e-06,1.41e-06,0.8080185813400844,573062.82364545
1655769600000,2022-06-21 00:00:00,JST/BTC,1.41e-06,1.44e-06,1.36e-06,1.43e-06,0.6118525387977145,427868.90825015
