https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KLAY,Volume USDT
1643846400,2022-02-03 00:00:00,KLAY/USDT,1.1392,1.1449,1.0911,1.1225,85986.73995826,95225.876608240618
1643760000,2022-02-02 00:00:00,KLAY/USDT,1.1889,1.1965,1.135,1.1389,58582.03039305,68562.334188906169
1643673600,2022-02-01 00:00:00,KLAY/USDT,1.1972,1.2125,1.1824,1.1889,109540.86216512,130890.843747371495
1643587200,2022-01-31 00:00:00,KLAY/USDT,1.1935,1.2012,1.1527,1.1962,84390.44075943,98873.300197606357
1643500800,2022-01-30 00:00:00,KLAY/USDT,1.213,1.2205,1.179,1.1954,48025.93708176,57800.740165742687
1643414400,2022-01-29 00:00:00,KLAY/USDT,1.1993,1.227,1.1928,1.2091,57484.61909971,69540.611602459465
1643328000,2022-01-28 00:00:00,KLAY/USDT,1.2084,1.2213,1.1554,1.1973,78730.02052997,94108.046270827849
1643241600,2022-01-27 00:00:00,KLAY/USDT,1.2171,1.2724,1.1768,1.2076,208941.58814352,256136.802873523844
1643155200,2022-01-26 00:00:00,KLAY/USDT,1.232,1.359,1.1918,1.2197,421000.53725762,540318.253620168566
1643068800,2022-01-25 00:00:00,KLAY/USDT,1.223,1.2431,1.1651,1.2339,258490.24215985,312337.530168622792
1642982400,2022-01-24 00:00:00,KLAY/USDT,1.2326,1.2331,1.103,1.2262,205046.90803939,234860.722234106211
1642896000,2022-01-23 00:00:00,KLAY/USDT,1.1623,1.2469,1.1623,1.2343,75267.20500725,91543.710817902825
1642809600,2022-01-22 00:00:00,KLAY/USDT,1.262,1.2874,1.0745,1.1662,164708.01544607,196188.075702840813
1642723200,2022-01-21 00:00:00,KLAY/USDT,1.4079,1.4395,1.2502,1.2658,196541.2235248,264541.076289314907
1642636800,2022-01-20 00:00:00,KLAY/USDT,1.3989,1.5017,1.3958,1.4105,276590.52020138,401657.47674326868
1642550400,2022-01-19 00:00:00,KLAY/USDT,1.3759,1.439,1.33,1.3985,165699.08936757,231219.007257203568
1642464000,2022-01-18 00:00:00,KLAY/USDT,1.3943,1.395,1.3445,1.3783,97373.3303731,133033.958947783849
1642377600,2022-01-17 00:00:00,KLAY/USDT,1.4152,1.4227,1.3669,1.3942,127206.30734912,176590.459866400195
1642291200,2022-01-16 00:00:00,KLAY/USDT,1.3913,1.4212,1.3738,1.4087,116075.59411271,163184.347499222602
1642204800,2022-01-15 00:00:00,KLAY/USDT,1.3878,1.403,1.3664,1.3913,52744.92716712,73199.305087772043
1642118400,2022-01-14 00:00:00,KLAY/USDT,1.4117,1.4175,1.361,1.3877,159373.45897245,220967.634437775617
1642032000,2022-01-13 00:00:00,KLAY/USDT,1.4235,1.4844,1.3884,1.4086,239425.10369128,343044.164103216599
1641945600,2022-01-12 00:00:00,KLAY/USDT,1.3498,1.4324,1.344,1.4209,213852.91317057,297196.510308170701
1641859200,2022-01-11 00:00:00,KLAY/USDT,1.2914,1.3817,1.274,1.3537,215519.94917367,284668.070314709074
1641772800,2022-01-10 00:00:00,KLAY/USDT,1.3468,1.3681,1.2112,1.2914,90592.27343659,118280.443149933064
1641686400,2022-01-09 00:00:00,KLAY/USDT,1.3,1.3677,1.2913,1.3468,116303.50530776,154835.952149997364
1641600000,2022-01-08 00:00:00,KLAY/USDT,1.2879,1.3343,1.2669,1.3,104112.64453111,135952.863406716361
1641513600,2022-01-07 00:00:00,KLAY/USDT,1.3485,1.35,1.26,1.2882,116714.32646261,151352.072929688212
1641427200,2022-01-06 00:00:00,KLAY/USDT,1.3451,1.3686,1.278,1.348,145312.03169165,191904.453472227862
1641340800,2022-01-05 00:00:00,KLAY/USDT,1.4113,1.5263,1.282,1.345,463017.98086032,674970.000139919307
1641254400,2022-01-04 00:00:00,KLAY/USDT,1.4,1.4759,1.36,1.4074,326688.40506942,461279.089870796268
1641168000,2022-01-03 00:00:00,KLAY/USDT,1.3877,1.5809,1.3804,1.4084,387521.95814523,562752.271797322893
1641081600,2022-01-02 00:00:00,KLAY/USDT,1.3518,1.42,1.3225,1.3886,256719.74121363,346968.223466930391
1640995200,2022-01-01 00:00:00,KLAY/USDT,1.2814,1.44,1.154,1.3447,1280015.485711,1698293.285633462153
1640908800,2021-12-31 00:00:00,KLAY/USDT,1.2815,1.3261,1.2662,1.2756,160601.4042059,208734.941504041928
1640822400,2021-12-30 00:00:00,KLAY/USDT,1.2488,1.2952,1.2137,1.2761,114756.5565074,142925.520396047097
1640736000,2021-12-29 00:00:00,KLAY/USDT,1.2603,1.4,1.2488,1.2488,62968.44321713,81293.692598124994
1640649600,2021-12-28 00:00:00,KLAY/USDT,1.3705,1.4399,1.2427,1.2616,109761.00818294,144525.347996408102
