https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MXC,Volume USDT
1663459200,2022-09-18 00:00:00,MXC/USDT,0.07066,0.07096,0.07065,0.07069,37918.60400108,2683.5266645035936
1663372800,2022-09-17 00:00:00,MXC/USDT,0.07079,0.07169,0.07065,0.07067,1523405.00001777,108165.2537132965887
1663286400,2022-09-16 00:00:00,MXC/USDT,0.0704,0.07353,0.07002,0.07078,1850523.50210862,132283.0402359419649
1663200000,2022-09-15 00:00:00,MXC/USDT,0.07177,0.07236,0.07034,0.07052,1386613.1688176,98595.8858017116884
1663113600,2022-09-14 00:00:00,MXC/USDT,0.06997,0.07715,0.06997,0.07178,6122912.62045356,447887.5318986038307
1663027200,2022-09-13 00:00:00,MXC/USDT,0.06941,0.07754,0.06898,0.07006,10082691.7643198,735469.1873928715507
1662940800,2022-09-12 00:00:00,MXC/USDT,0.06865,0.0717,0.06775,0.06941,1567290.43615676,109187.1881483001057
1662854400,2022-09-11 00:00:00,MXC/USDT,0.06922,0.06947,0.06785,0.06893,1205040.68347135,82387.221806199151
1662768000,2022-09-10 00:00:00,MXC/USDT,0.06934,0.07014,0.06907,0.06922,1099676.9481852,76574.9648581814714
1662681600,2022-09-09 00:00:00,MXC/USDT,0.07074,0.07488,0.069,0.06918,2562030.6335068,181455.2234984520512
1662595200,2022-09-08 00:00:00,MXC/USDT,0.06768,0.07397,0.06659,0.07073,2565761.64071524,179164.9455547230817
1662508800,2022-09-07 00:00:00,MXC/USDT,0.06584,0.07029,0.06274,0.06767,3296646.45803773,219280.3568407145961
1662422400,2022-09-06 00:00:00,MXC/USDT,0.068,0.06994,0.0658,0.06597,1344861.18525096,91302.2421728598348
1662336000,2022-09-05 00:00:00,MXC/USDT,0.06853,0.07019,0.06675,0.068,1839844.08616482,125953.2858010877398
1662249600,2022-09-04 00:00:00,MXC/USDT,0.0698,0.07066,0.06855,0.06857,1196441.33441381,83220.8949609277572
1662163200,2022-09-03 00:00:00,MXC/USDT,0.07138,0.07177,0.06965,0.06982,2132732.88677844,150311.3101927050096
1662076800,2022-09-02 00:00:00,MXC/USDT,0.07554,0.07554,0.07112,0.07138,2206792.85826595,161084.2223387466536
1661990400,2022-09-01 00:00:00,MXC/USDT,0.08169,0.08321,0.0715,0.07555,10218163.261709,780284.7999202827402
1661904000,2022-08-31 00:00:00,MXC/USDT,0.07016,0.0825,0.07005,0.08154,15848818.93424665,1219867.9471254495718
1661817600,2022-08-30 00:00:00,MXC/USDT,0.06897,0.07361,0.06851,0.07014,3985578.57691511,284164.135007463662
1661731200,2022-08-29 00:00:00,MXC/USDT,0.06964,0.07075,0.06866,0.06895,1039305.590553,72352.4688507259008
1661644800,2022-08-28 00:00:00,MXC/USDT,0.07018,0.0725,0.0685,0.06952,1657686.91020231,116124.7634394603875
1661558400,2022-08-27 00:00:00,MXC/USDT,0.07097,0.07487,0.06921,0.07004,2173484.58535436,155760.6315511730417
1661472000,2022-08-26 00:00:00,MXC/USDT,0.0724,0.07389,0.06993,0.07112,1945387.35442529,140073.4204940585503
1661385600,2022-08-25 00:00:00,MXC/USDT,0.07091,0.0742,0.06814,0.07207,3382507.32743691,241055.2609385195069
1661299200,2022-08-24 00:00:00,MXC/USDT,0.07015,0.07421,0.06881,0.07096,1735418.88961331,124572.8701296323791
1661212800,2022-08-23 00:00:00,MXC/USDT,0.07145,0.07145,0.0682,0.06976,1585963.51661534,110452.3486335378215
1661126400,2022-08-22 00:00:00,MXC/USDT,0.07037,0.07389,0.06713,0.07145,6555690.04055967,466763.7055720869658
1661040000,2022-08-21 00:00:00,MXC/USDT,0.06912,0.07053,0.06771,0.0705,634893.20376623,43727.6024858203752
1660953600,2022-08-20 00:00:00,MXC/USDT,0.06998,0.07085,0.06831,0.06931,1190675.95373516,83079.8944186572975
1660867200,2022-08-19 00:00:00,MXC/USDT,0.07146,0.07188,0.06964,0.07009,2265702.15146848,161074.9323814063574
1660780800,2022-08-18 00:00:00,MXC/USDT,0.06956,0.07188,0.06929,0.0715,1368722.17103224,97092.585950689981
1660694400,2022-08-17 00:00:00,MXC/USDT,0.06879,0.07,0.06826,0.0697,866697.78079463,59869.7913730779288
1660608000,2022-08-16 00:00:00,MXC/USDT,0.06771,0.07239,0.06712,0.0688,900200.07466187,62576.8865842527263
1660521600,2022-08-15 00:00:00,MXC/USDT,0.06922,0.0824,0.06661,0.0677,7189737.81890694,525223.6223079235258
1660435200,2022-08-14 00:00:00,MXC/USDT,0.06996,0.07113,0.06891,0.0693,1629946.05713817,114094.8109677824074
1660348800,2022-08-13 00:00:00,MXC/USDT,0.07013,0.07186,0.06969,0.06997,1389377.64994228,97731.7638211513252
1660262400,2022-08-12 00:00:00,MXC/USDT,0.06947,0.07284,0.06865,0.07011,1915286.29075912,133991.2706099381389
1660176000,2022-08-11 00:00:00,MXC/USDT,0.06923,0.07316,0.06903,0.06946,1960895.86939562,138751.182177839926
1660089600,2022-08-10 00:00:00,MXC/USDT,0.06746,0.0765,0.06601,0.06922,2346790.35185609,161018.0691969118666
1660003200,2022-08-09 00:00:00,MXC/USDT,0.06704,0.06884,0.06601,0.0673,1257299.17963945,84829.4415123195978
1659916800,2022-08-08 00:00:00,MXC/USDT,0.06685,0.071,0.066,0.06704,1466476.79265514,99004.8617589651638
1659830400,2022-08-07 00:00:00,MXC/USDT,0.06698,0.06764,0.06601,0.06671,1310751.21969351,87739.2420315686029
1659744000,2022-08-06 00:00:00,MXC/USDT,0.067,0.06796,0.06643,0.06671,1466445.81273783,98658.8306965552214
1659657600,2022-08-05 00:00:00,MXC/USDT,0.06657,0.06825,0.06503,0.067,1954100.26801621,131267.4894936868412
1659571200,2022-08-04 00:00:00,MXC/USDT,0.06895,0.06916,0.066,0.06698,2273562.11170521,152941.0648613479173
