https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume XEM
1662422400000,2022-09-06 00:00:00,XEM/BTC,2.21e-06,2.23e-06,2.16e-06,2.19e-06,0.6742112679826372,307859.02647609
1662336000000,2022-09-05 00:00:00,XEM/BTC,2.22e-06,2.24e-06,2.18e-06,2.21e-06,0.5923489789410271,268031.21219051
1662249600000,2022-09-04 00:00:00,XEM/BTC,2.2e-06,2.23e-06,2.2e-06,2.21e-06,0.7365990116551716,333302.72020596
1662163200000,2022-09-03 00:00:00,XEM/BTC,2.21e-06,2.21e-06,2.18e-06,2.2e-06,0.6733205698943681,306054.80449744
1662076800000,2022-09-02 00:00:00,XEM/BTC,2.19e-06,2.28e-06,2.18e-06,2.21e-06,0.7530712137090882,340756.20529823
1661990400000,2022-09-01 00:00:00,XEM/BTC,2.21e-06,2.24e-06,2.13e-06,2.19e-06,0.5263202300554536,240328.87217144
1661904000000,2022-08-31 00:00:00,XEM/BTC,2.19e-06,2.3e-06,2.17e-06,2.2e-06,0.63633400933641,289242.73151655
1661817600000,2022-08-30 00:00:00,XEM/BTC,2.2e-06,2.32e-06,2.19e-06,2.2e-06,0.8095478823399,367976.3101545
1661731200000,2022-08-29 00:00:00,XEM/BTC,2.21e-06,2.22e-06,2.16e-06,2.2e-06,0.779680207477226,354400.09430783
1661644800000,2022-08-28 00:00:00,XEM/BTC,2.23e-06,2.28e-06,2.21e-06,2.21e-06,0.8114134056046604,367155.38715143
1661558400000,2022-08-27 00:00:00,XEM/BTC,2.17e-06,2.25e-06,2.17e-06,2.24e-06,0.8281033143130496,369688.97960404
1661472000000,2022-08-26 00:00:00,XEM/BTC,2.23e-06,2.28e-06,2.16e-06,2.17e-06,0.7603861698002962,350408.37317986
1661385600000,2022-08-25 00:00:00,XEM/BTC,2.16e-06,2.26e-06,2.15e-06,2.22e-06,0.8115085320635946,365544.38381243
1661299200000,2022-08-24 00:00:00,XEM/BTC,2.17e-06,2.22e-06,2.12e-06,2.17e-06,0.7409154081142485,341435.67194205
1661212800000,2022-08-23 00:00:00,XEM/BTC,2.14e-06,2.21e-06,2.14e-06,2.17e-06,0.8219457064321455,378776.82324062
1661126400000,2022-08-22 00:00:00,XEM/BTC,2.16e-06,2.17e-06,2.13e-06,2.15e-06,0.049089225678865506,22832.19799017
1661040000000,2022-08-21 00:00:00,XEM/BTC,2.14e-06,2.18e-06,2.1e-06,2.16e-06,0.8118861244949953,375873.20578472
1660953600000,2022-08-20 00:00:00,XEM/BTC,2.18e-06,2.2e-06,2.11e-06,2.14e-06,0.7678060706445677,358787.88347877
1660867200000,2022-08-19 00:00:00,XEM/BTC,2.14e-06,2.22e-06,2.01e-06,2.18e-06,0.8388646815968815,384800.31265912
1660780800000,2022-08-18 00:00:00,XEM/BTC,2.17e-06,2.19e-06,2.08e-06,2.12e-06,0.8902949789184588,419950.46175399
1660694400000,2022-08-17 00:00:00,XEM/BTC,2.18e-06,2.22e-06,2.14e-06,2.17e-06,0.8262966756142307,380781.87816324
1660608000000,2022-08-16 00:00:00,XEM/BTC,2.19e-06,2.21e-06,2.12e-06,2.19e-06,0.7777076150881227,355117.63246033
1660521600000,2022-08-15 00:00:00,XEM/BTC,2.21e-06,2.25e-06,2.15e-06,2.2e-06,0.7027067577783,319412.1626265
1660435200000,2022-08-14 00:00:00,XEM/BTC,2.22e-06,2.26e-06,2.2e-06,2.21e-06,0.7704770932115842,348632.16887402
1660348800000,2022-08-13 00:00:00,XEM/BTC,2.29e-06,2.29e-06,2.21e-06,2.22e-06,0.7616723307693096,343095.64449068
1660262400000,2022-08-12 00:00:00,XEM/BTC,2.22e-06,2.37e-06,2.19e-06,2.29e-06,0.9095569525519877,397186.44216244
1660176000000,2022-08-11 00:00:00,XEM/BTC,2.17e-06,2.25e-06,2.14e-06,2.23e-06,0.745432466862289,334274.64881717
1660089600000,2022-08-10 00:00:00,XEM/BTC,2.13e-06,2.19e-06,2.12e-06,2.17e-06,0.5446642576890158,250997.35377374
1660003200000,2022-08-09 00:00:00,XEM/BTC,2.2e-06,2.21e-06,2.19e-06,2.19e-06,0.042968501501522705,19620.32032033
1659916800000,2022-08-08 00:00:00,XEM/BTC,2.22e-06,2.24e-06,2.17e-06,2.2e-06,0.81029330513175,368315.13869625
1659830400000,2022-08-07 00:00:00,XEM/BTC,2.26e-06,2.27e-06,2.21e-06,2.22e-06,0.8105527746577368,365113.86245844
1659744000000,2022-08-06 00:00:00,XEM/BTC,2.26e-06,2.47e-06,2.24e-06,2.26e-06,0.8131208287271992,359787.97731292
1659657600000,2022-08-05 00:00:00,XEM/BTC,2.21e-06,2.29e-06,2.2e-06,2.26e-06,0.8253821458447309,365213.33886935
1659571200000,2022-08-04 00:00:00,XEM/BTC,2.15e-06,2.24e-06,2.09e-06,2.22e-06,0.7894590160950617,355612.16941219
1659484800000,2022-08-03 00:00:00,XEM/BTC,2.12e-06,2.16e-06,2.08e-06,2.16e-06,0.5354196253367688,247879.45617443
1659398400000,2022-08-02 00:00:00,XEM/BTC,2.22e-06,2.25e-06,2.1e-06,2.13e-06,0.5724233050946334,268743.33572518
1659312000000,2022-08-01 00:00:00,XEM/BTC,2.11e-06,2.22e-06,2.11e-06,2.22e-06,0.7867231589067125,354379.80130933
1659225600000,2022-07-31 00:00:00,XEM/BTC,2.08e-06,2.27e-06,2.07e-06,2.11e-06,0.7728461410761119,366277.7919792
1659139200000,2022-07-30 00:00:00,XEM/BTC,2.09e-06,2.15e-06,2.06e-06,2.08e-06,0.6586717149820704,316669.09374138
1659052800000,2022-07-29 00:00:00,XEM/BTC,2.06e-06,2.15e-06,2.05e-06,2.09e-06,0.733803917373527,351102.3528103
1658966400000,2022-07-28 00:00:00,XEM/BTC,2.1e-06,2.17e-06,2.05e-06,2.07e-06,0.7536065354315046,364061.12822778
1658880000000,2022-07-27 00:00:00,XEM/BTC,2.1e-06,2.23e-06,2.07e-06,2.1e-06,0.9394626674072639,447363.17495584
1658793600000,2022-07-26 00:00:00,XEM/BTC,2.1e-06,2.16e-06,2.04e-06,2.1e-06,0.7825271889916529,372631.99475793
1658707200000,2022-07-25 00:00:00,XEM/BTC,2.16e-06,2.21e-06,2.09e-06,2.1e-06,0.7006172055180269,333627.24072287
1658620800000,2022-07-24 00:00:00,XEM/BTC,2.23e-06,2.23e-06,2.13e-06,2.16e-06,0.7312768701151249,338554.10653478
1658534400000,2022-07-23 00:00:00,XEM/BTC,2.08e-06,2.35e-06,2.08e-06,2.24e-06,0.7792425167529409,347876.12355042
1658448000000,2022-07-22 00:00:00,XEM/BTC,2.12e-06,2.15e-06,2.04e-06,2.09e-06,0.8074437797491263,386336.73672207
1658361600000,2022-07-21 00:00:00,XEM/BTC,2.07e-06,2.17e-06,2.02e-06,2.12e-06,0.7974227728139696,376142.81736508
1658275200000,2022-07-20 00:00:00,XEM/BTC,2.21e-06,2.35e-06,2.06e-06,2.08e-06,0.8064729378940207,387727.37398751
1658188800000,2022-07-19 00:00:00,XEM/BTC,2e-06,2.79e-06,1.98e-06,2.24e-06,1.1825247263245922,527912.82425205
1658102400000,2022-07-18 00:00:00,XEM/BTC,1.95e-06,2.03e-06,1.9e-06,2e-06,0.6454387603814,322719.3801907
1658016000000,2022-07-17 00:00:00,XEM/BTC,1.98e-06,1.98e-06,1.92e-06,1.96e-06,0.6637918224759359,338669.2971816
1657929600000,2022-07-16 00:00:00,XEM/BTC,1.95e-06,2.01e-06,1.95e-06,1.98e-06,0.739767103117713,373619.74904935
1657843200000,2022-07-15 00:00:00,XEM/BTC,1.94e-06,2.06e-06,1.92e-06,1.95e-06,0.693089532671874,355430.52957532
1657756800000,2022-07-14 00:00:00,XEM/BTC,1.92e-06,1.94e-06,1.89e-06,1.93e-06,0.44608039202656696,231129.73680133
1657670400000,2022-07-13 00:00:00,XEM/BTC,1.96e-06,1.99e-06,1.89e-06,1.92e-06,0.6425692137371135,334671.46548808
1657584000000,2022-07-12 00:00:00,XEM/BTC,1.91e-06,1.98e-06,1.9e-06,1.96e-06,0.6536367694332196,333488.14767001
1657497600000,2022-07-11 00:00:00,XEM/BTC,1.95e-06,1.98e-06,1.89e-06,1.9e-06,0.672571791661875,353985.15350625
1657411200000,2022-07-10 00:00:00,XEM/BTC,1.95e-06,1.97e-06,1.94e-06,1.95e-06,0.0359514970237215,18436.66514037
1657324800000,2022-07-09 00:00:00,XEM/BTC,1.92e-06,2e-06,1.92e-06,1.96e-06,0.6763533412183603,345078.23531549
1657238400000,2022-07-08 00:00:00,XEM/BTC,1.93e-06,1.99e-06,1.89e-06,1.93e-06,0.6903965349283422,357718.41187997
1657152000000,2022-07-07 00:00:00,XEM/BTC,1.98e-06,1.99e-06,1.9e-06,1.92e-06,0.6615905581254912,344578.41569036
1657065600000,2022-07-06 00:00:00,XEM/BTC,2e-06,2.03e-06,1.98e-06,1.98e-06,0.6639477643855188,335327.15373006
1656979200000,2022-07-05 00:00:00,XEM/BTC,2.09e-06,2.17e-06,1.96e-06,2e-06,0.7114525699984,355726.2849992
1656892800000,2022-07-04 00:00:00,XEM/BTC,2.2e-06,2.23e-06,2.07e-06,2.09e-06,0.8955051556321661,428471.36633118
1656806400000,2022-07-03 00:00:00,XEM/BTC,2.48e-06,2.48e-06,2.22e-06,2.23e-06,0.8587551381250825,385091.99019062
1656720000000,2022-07-02 00:00:00,XEM/BTC,1.98e-06,3e-06,1.94e-06,2.5e-06,1.004234663676175,401693.86547047
1656633600000,2022-07-01 00:00:00,XEM/BTC,1.94e-06,1.99e-06,1.89e-06,1.98e-06,0.7331289679157598,370267.15551301
1656547200000,2022-06-30 00:00:00,XEM/BTC,1.96e-06,2e-06,1.88e-06,1.94e-06,0.7094456651691926,365693.64183979
1656460800000,2022-06-29 00:00:00,XEM/BTC,1.98e-06,2e-06,1.95e-06,1.96e-06,0.7184180758586103,366539.83462174
1656374400000,2022-06-28 00:00:00,XEM/BTC,2.05e-06,2.05e-06,2.01e-06,2.02e-06,0.028078000000000002,13900.0
1656288000000,2022-06-27 00:00:00,XEM/BTC,1.97e-06,2.07e-06,1.94e-06,2.04e-06,0.6539607427377852,320568.99153813
1656201600000,2022-06-26 00:00:00,XEM/BTC,2.01e-06,2.09e-06,1.94e-06,1.94e-06,0.7879376294623228,406153.41724862
1656115200000,2022-06-25 00:00:00,XEM/BTC,2.03e-06,2.15e-06,1.96e-06,2.02e-06,0.424477198380016,210137.2269208
1656028800000,2022-06-24 00:00:00,XEM/BTC,1.98e-06,2.05e-06,1.93e-06,2.03e-06,0.6526959910945741,321525.1187658
1655942400000,2022-06-23 00:00:00,XEM/BTC,2.02e-06,2.04e-06,1.97e-06,1.99e-06,0.6879534841163581,345705.26840018
1655856000000,2022-06-22 00:00:00,XEM/BTC,2.02e-06,2.04e-06,1.97e-06,2.03e-06,0.7664782504373687,377575.49282629
1655769600000,2022-06-21 00:00:00,XEM/BTC,2e-06,2.06e-06,1.97e-06,2.01e-06,0.74350160239122,369901.294722
1655683200000,2022-06-20 00:00:00,XEM/BTC,1.94e-06,2.11e-06,1.91e-06,2.01e-06,0.7179755367310768,357201.7595677
1655596800000,2022-06-19 00:00:00,XEM/BTC,1.99e-06,2.02e-06,1.92e-06,1.94e-06,0.6940271835060943,357745.97087943
1655510400000,2022-06-18 00:00:00,XEM/BTC,1.95e-06,2.03e-06,1.91e-06,1.99e-06,0.6646210460440026,333980.42514774
1655424000000,2022-06-17 00:00:00,XEM/BTC,1.87e-06,1.97e-06,1.86e-06,1.95e-06,0.6617299622166285,339348.69857263
1655337600000,2022-06-16 00:00:00,XEM/BTC,1.84e-06,1.89e-06,1.82e-06,1.86e-06,0.5896404172723404,317010.97702814
1655251200000,2022-06-15 00:00:00,XEM/BTC,1.8e-06,1.88e-06,1.77e-06,1.84e-06,0.6475231391545015,351914.74954049
1655164800000,2022-06-14 00:00:00,XEM/BTC,1.73e-06,1.83e-06,1.7e-06,1.79e-06,0.5604301960066462,313089.49497578
1655078400000,2022-06-13 00:00:00,XEM/BTC,1.57e-06,1.79e-06,1.54e-06,1.73e-06,0.5878105090466899,339774.86072063
1654992000000,2022-06-12 00:00:00,XEM/BTC,1.57e-06,1.62e-06,1.47e-06,1.57e-06,0.45301487732548906,288544.50785063
1654905600000,2022-06-11 00:00:00,XEM/BTC,1.62e-06,1.66e-06,1.52e-06,1.56e-06,0.5639595152499672,361512.50977562
1654819200000,2022-06-10 00:00:00,XEM/BTC,1.67e-06,1.68e-06,1.59e-06,1.62e-06,0.4424696768050758,273129.43012659
1654732800000,2022-06-09 00:00:00,XEM/BTC,1.66e-06,1.7e-06,1.63e-06,1.67e-06,0.4626778253002672,277052.59000016
1654646400000,2022-06-08 00:00:00,XEM/BTC,1.69e-06,1.69e-06,1.62e-06,1.66e-06,0.6200619057479643,373531.26852287
1654560000000,2022-06-07 00:00:00,XEM/BTC,1.69e-06,1.72e-06,1.62e-06,1.68e-06,0.49958525423024397,297372.17513705
1654473600000,2022-06-06 00:00:00,XEM/BTC,1.7e-06,1.74e-06,1.66e-06,1.7e-06,0.419346651526821,246674.50089813
1654387200000,2022-06-05 00:00:00,XEM/BTC,1.71e-06,1.75e-06,1.67e-06,1.7e-06,0.546151056754845,321265.32750285
1654300800000,2022-06-04 00:00:00,XEM/BTC,1.68e-06,1.87e-06,1.58e-06,1.69e-06,0.5844100631754775,345804.77110975
1654214400000,2022-06-03 00:00:00,XEM/BTC,1.69e-06,1.8e-06,1.58e-06,1.67e-06,0.6152255558369144,368398.53642929
1654128000000,2022-06-02 00:00:00,XEM/BTC,1.69e-06,1.89e-06,1.66e-06,1.7e-06,0.502072995211679,295337.05600687
1654041600000,2022-06-01 00:00:00,XEM/BTC,1.68e-06,1.78e-06,1.59e-06,1.69e-06,0.6397575593697495,378554.76885784
1653955200000,2022-05-31 00:00:00,XEM/BTC,1.68e-06,1.71e-06,1.51e-06,1.67e-06,0.5963135436845641,357073.97825423
1653868800000,2022-05-30 00:00:00,XEM/BTC,1.68e-06,1.76e-06,1.64e-06,1.69e-06,0.6344008363356651,375385.11025779
1653782400000,2022-05-29 00:00:00,XEM/BTC,1.66e-06,1.76e-06,1.51e-06,1.66e-06,0.558455356613077,336418.88952595
1653696000000,2022-05-28 00:00:00,XEM/BTC,1.66e-06,1.73e-06,1.6e-06,1.66e-06,0.6054072330849611,364703.15246082
1653609600000,2022-05-27 00:00:00,XEM/BTC,1.67e-06,1.7e-06,1.6e-06,1.65e-06,0.592895151924702,359330.39510588
1653523200000,2022-05-26 00:00:00,XEM/BTC,1.78e-06,1.82e-06,1.46e-06,1.66e-06,0.58102865620401,350017.2627735
1653436800000,2022-05-25 00:00:00,XEM/BTC,1.81e-06,1.87e-06,1.71e-06,1.8e-06,0.657779708925324,365433.17162518
1653350400000,2022-05-24 00:00:00,XEM/BTC,1.9e-06,1.91e-06,1.77e-06,1.79e-06,0.5811486465837141,324664.04837079
1653264000000,2022-05-23 00:00:00,XEM/BTC,1.97e-06,1.98e-06,1.87e-06,1.9e-06,0.686465015173756,361297.37640724
1653177600000,2022-05-22 00:00:00,XEM/BTC,1.81e-06,2.33e-06,1.79e-06,1.96e-06,0.7664917278758628,391067.20809993
1653091200000,2022-05-21 00:00:00,XEM/BTC,1.84e-06,1.91e-06,1.67e-06,1.81e-06,0.6557152192026321,362273.60176941
1653004800000,2022-05-20 00:00:00,XEM/BTC,1.83e-06,1.87e-06,1.58e-06,1.84e-06,0.6817175483189192,370498.66756463
1652918400000,2022-05-19 00:00:00,XEM/BTC,1.87e-06,1.91e-06,1.79e-06,1.83e-06,0.6766787889018301,369769.830001
1652832000000,2022-05-18 00:00:00,XEM/BTC,2.02e-06,2.03e-06,1.77e-06,1.87e-06,0.7017614598644805,375273.50794892
1652745600000,2022-05-17 00:00:00,XEM/BTC,1.95e-06,2.08e-06,1.94e-06,2.02e-06,0.7585697088272474,375529.55882537
1652659200000,2022-05-16 00:00:00,XEM/BTC,2.14e-06,2.29e-06,1.93e-06,1.96e-06,0.7583478627589395,386912.17487701
1652572800000,2022-05-15 00:00:00,XEM/BTC,1.89e-06,2.25e-06,1.81e-06,2.14e-06,0.7957935794383468,371866.15861605
1652486400000,2022-05-14 00:00:00,XEM/BTC,2.03e-06,2.14e-06,1.74e-06,1.88e-06,0.8469260690350112,450492.58991224
1652400000000,2022-05-13 00:00:00,XEM/BTC,1.48e-06,2.06e-06,1.44e-06,2e-06,0.7834521905884401,391726.09529422
1652313600000,2022-05-12 00:00:00,XEM/BTC,1.7e-06,1.78e-06,1.27e-06,1.51e-06,0.5891293830578432,390151.90930983
1652227200000,2022-05-11 00:00:00,XEM/BTC,1.97e-06,2e-06,1.5e-06,1.7e-06,0.7035305094166651,413841.47612745
1652140800000,2022-05-10 00:00:00,XEM/BTC,2.15e-06,2.2e-06,1.89e-06,1.99e-06,0.7639238407105378,383881.32699022
1652054400000,2022-05-09 00:00:00,XEM/BTC,2.26e-06,2.3e-06,1.98e-06,2.05e-06,0.7735944734426244,377363.15777689
1651968000000,2022-05-08 00:00:00,XEM/BTC,2.35e-06,2.39e-06,2.24e-06,2.28e-06,0.8818764638122021,386787.92272465
1651881600000,2022-05-07 00:00:00,XEM/BTC,2.33e-06,2.49e-06,2.27e-06,2.35e-06,0.9006793055567804,383267.78959863
1651795200000,2022-05-06 00:00:00,XEM/BTC,2.3e-06,2.35e-06,2.28e-06,2.33e-06,0.8648897517898909,371197.31836476
1651708800000,2022-05-05 00:00:00,XEM/BTC,2.33e-06,2.4e-06,2.27e-06,2.3e-06,0.845833999870629,367753.91298723
1651622400000,2022-05-04 00:00:00,XEM/BTC,2.36e-06,2.38e-06,2.31e-06,2.33e-06,0.882303242906825,378670.9197025
1651536000000,2022-05-03 00:00:00,XEM/BTC,2.41e-06,2.41e-06,2.32e-06,2.35e-06,0.8164626903639595,347430.93206977
1651449600000,2022-05-02 00:00:00,XEM/BTC,2.34e-06,2.55e-06,2.32e-06,2.41e-06,0.9049171299464643,375484.28628484
1651363200000,2022-05-01 00:00:00,XEM/BTC,2.36e-06,2.41e-06,2.3e-06,2.35e-06,0.749148240341119,318786.48525154
1651276800000,2022-04-30 00:00:00,XEM/BTC,2.33e-06,2.39e-06,2.31e-06,2.36e-06,0.8753493075897292,370910.72355497
1651190400000,2022-04-29 00:00:00,XEM/BTC,2.38e-06,2.4e-06,2.31e-06,2.33e-06,0.8181955458216875,351156.88661875
1651104000000,2022-04-28 00:00:00,XEM/BTC,2.37e-06,2.41e-06,2.34e-06,2.39e-06,0.8724549062890241,365043.89384478
1651017600000,2022-04-27 00:00:00,XEM/BTC,2.33e-06,2.4e-06,2.33e-06,2.36e-06,0.8859834641639531,375416.72210337
1650931200000,2022-04-26 00:00:00,XEM/BTC,2.36e-06,2.41e-06,2.32e-06,2.34e-06,0.882273032707365,377039.75756725
1650844800000,2022-04-25 00:00:00,XEM/BTC,2.41e-06,2.49e-06,2.31e-06,2.36e-06,0.8959557246677776,379642.25621516
1650758400000,2022-04-24 00:00:00,XEM/BTC,2.41e-06,2.43e-06,2.4e-06,2.43e-06,0.040724432132572805,16759.02556896
1650672000000,2022-04-23 00:00:00,XEM/BTC,2.42e-06,2.44e-06,2.39e-06,2.41e-06,0.8949070292979581,371330.71755102
1650585600000,2022-04-22 00:00:00,XEM/BTC,2.43e-06,2.49e-06,2.38e-06,2.43e-06,0.8670607687674486,356815.13118002
1650412800000,2022-04-20 00:00:00,XEM/BTC,2.45e-06,2.46e-06,2.42e-06,2.45e-06,0.0323645,13210.0
1650326400000,2022-04-19 00:00:00,XEM/BTC,2.41e-06,2.46e-06,2.39e-06,2.45e-06,0.9061639707470804,369862.84520289
1650240000000,2022-04-18 00:00:00,XEM/BTC,2.52e-06,2.53e-06,2.37e-06,2.41e-06,0.9112546151972342,378113.94821462
1650153600000,2022-04-17 00:00:00,XEM/BTC,2.51e-06,2.53e-06,2.45e-06,2.53e-06,0.9277347027746434,366693.55840895
1650067200000,2022-04-16 00:00:00,XEM/BTC,2.5e-06,2.53e-06,2.47e-06,2.51e-06,0.9233124113903974,367853.55035474
1649980800000,2022-04-15 00:00:00,XEM/BTC,2.48e-06,2.52e-06,2.46e-06,2.51e-06,0.9072360566372483,361448.62814233
1649894400000,2022-04-14 00:00:00,XEM/BTC,2.5e-06,2.5e-06,2.45e-06,2.49e-06,0.9386814642241944,376980.50772056
1649808000000,2022-04-13 00:00:00,XEM/BTC,2.47e-06,2.54e-06,2.43e-06,2.5e-06,0.896742123492225,358696.84939689
1649721600000,2022-04-12 00:00:00,XEM/BTC,2.46e-06,2.49e-06,2.35e-06,2.46e-06,0.9061573257388075,368356.63647919
1649635200000,2022-04-11 00:00:00,XEM/BTC,2.46e-06,2.5e-06,2.31e-06,2.46e-06,0.9318500156256001,378800.81936
1649548800000,2022-04-10 00:00:00,XEM/BTC,2.48e-06,2.49e-06,2.47e-06,2.48e-06,0.039630399999999996,15980.0
1649462400000,2022-04-09 00:00:00,XEM/BTC,2.43e-06,2.51e-06,2.38e-06,2.47e-06,0.9359710983008023,378935.66732826
1649376000000,2022-04-08 00:00:00,XEM/BTC,2.47e-06,2.49e-06,2.38e-06,2.42e-06,0.9056389519242868,374230.97186954
1649289600000,2022-04-07 00:00:00,XEM/BTC,2.44e-06,2.49e-06,2.38e-06,2.47e-06,0.9247492771233847,374392.41988801
1649203200000,2022-04-06 00:00:00,XEM/BTC,2.55e-06,2.59e-06,2.4e-06,2.44e-06,0.9341703843704692,382856.71490593
1649116800000,2022-04-05 00:00:00,XEM/BTC,2.53e-06,2.65e-06,2.48e-06,2.57e-06,0.8561985230787411,333151.17629523
1649030400000,2022-04-04 00:00:00,XEM/BTC,2.65e-06,2.66e-06,2.51e-06,2.52e-06,0.9407972884854852,373332.25733551
1648944000000,2022-04-03 00:00:00,XEM/BTC,2.67e-06,2.7e-06,2.59e-06,2.66e-06,0.9651500373019736,362838.35988796
1648857600000,2022-04-02 00:00:00,XEM/BTC,2.66e-06,2.7e-06,2.53e-06,2.66e-06,0.9883521738511918,371560.96761323
1648771200000,2022-04-01 00:00:00,XEM/BTC,2.59e-06,2.69e-06,2.56e-06,2.66e-06,0.981176454080123,368863.32860155
1648684800000,2022-03-31 00:00:00,XEM/BTC,2.61e-06,2.7e-06,2.53e-06,2.59e-06,0.96450454712,372395.57803861
1648598400000,2022-03-30 00:00:00,XEM/BTC,2.56e-06,2.62e-06,2.52e-06,2.61e-06,0.9522658702167102,364852.82383782
1648512000000,2022-03-29 00:00:00,XEM/BTC,2.42e-06,2.61e-06,2.4e-06,2.59e-06,0.9844146237815947,380082.86632494
1648425600000,2022-03-28 00:00:00,XEM/BTC,2.55e-06,2.57e-06,2.41e-06,2.43e-06,0.8663725012922127,356531.89353589
1648339200000,2022-03-27 00:00:00,XEM/BTC,2.45e-06,2.59e-06,2.45e-06,2.51e-06,0.9336884724451618,371987.43922118
1648252800000,2022-03-26 00:00:00,XEM/BTC,2.46e-06,2.48e-06,2.4e-06,2.45e-06,0.9055994122196315,369632.41315087
1648166400000,2022-03-25 00:00:00,XEM/BTC,2.5e-06,2.53e-06,2.43e-06,2.44e-06,0.8878376115636748,363867.87359167
1648080000000,2022-03-24 00:00:00,XEM/BTC,2.54e-06,2.75e-06,2.46e-06,2.48e-06,0.9332213258685265,376298.92172118
1647993600000,2022-03-23 00:00:00,XEM/BTC,2.54e-06,2.59e-06,2.52e-06,2.54e-06,0.9140901166996509,359877.99870065
1647907200000,2022-03-22 00:00:00,XEM/BTC,2.6e-06,2.63e-06,2.47e-06,2.55e-06,0.9618013095509564,377176.98413763
1647820800000,2022-03-21 00:00:00,XEM/BTC,2.41e-06,2.66e-06,2.37e-06,2.61e-06,0.9903207281218506,379433.22916546
1647734400000,2022-03-20 00:00:00,XEM/BTC,2.4e-06,2.55e-06,2.37e-06,2.4e-06,0.929747258669976,387394.69111249
1647648000000,2022-03-19 00:00:00,XEM/BTC,2.39e-06,2.44e-06,2.37e-06,2.41e-06,0.8739290111991297,362626.14572578
1647561600000,2022-03-18 00:00:00,XEM/BTC,2.39e-06,2.42e-06,2.28e-06,2.38e-06,0.8739962352479023,367225.30892769
1647475200000,2022-03-17 00:00:00,XEM/BTC,2.4e-06,2.42e-06,2.2e-06,2.39e-06,0.8143027630827291,340712.45317269
1647388800000,2022-03-16 00:00:00,XEM/BTC,2.4e-06,2.42e-06,2e-06,2.39e-06,0.8845525832936394,370105.68338646
1647302400000,2022-03-15 00:00:00,XEM/BTC,2.33e-06,2.41e-06,2.28e-06,2.4e-06,0.875844605566968,364935.25231957
1647216000000,2022-03-14 00:00:00,XEM/BTC,2.41e-06,2.43e-06,2.31e-06,2.39e-06,0.8918854654206079,373173.83490402
1647129600000,2022-03-13 00:00:00,XEM/BTC,2.41e-06,2.43e-06,2.38e-06,2.42e-06,0.8955085133744597,370044.84023738
1647043200000,2022-03-12 00:00:00,XEM/BTC,2.41e-06,2.44e-06,2.39e-06,2.4e-06,0.8400879256772399,350036.63569885
1646956800000,2022-03-11 00:00:00,XEM/BTC,2.44e-06,2.46e-06,2.34e-06,2.41e-06,0.9197733321744637,381648.68554957
1646870400000,2022-03-10 00:00:00,XEM/BTC,2.41e-06,2.46e-06,2.29e-06,2.45e-06,0.9075374300442555,370423.44083439
1646784000000,2022-03-09 00:00:00,XEM/BTC,2.46e-06,2.47e-06,2.28e-06,2.41e-06,0.8559016770516944,355145.92408784
1646697600000,2022-03-08 00:00:00,XEM/BTC,2.47e-06,2.49e-06,2.05e-06,2.45e-06,0.9885020474690128,403470.22345674
1646611200000,2022-03-07 00:00:00,XEM/BTC,2.48e-06,2.52e-06,2.45e-06,2.46e-06,0.8777234771599399,356798.16144713
