https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUT,Volume BTC
1661608800000,2022-08-27 14:00:00,BTC/EUT,20287,20299,20185,20185,846.4172013,0.04193298
1661605200000,2022-08-27 13:00:00,BTC/EUT,20295,20328,20202,20287,2834.17545374,0.13970402
1661601600000,2022-08-27 12:00:00,BTC/EUT,20314,20321,20294,20294,303.21752456,0.01494124
1661598000000,2022-08-27 11:00:00,BTC/EUT,20302,20330,20288,20314,1031.11974798,0.05075907
1661594400000,2022-08-27 10:00:00,BTC/EUT,20275,20326,20275,20302,1398.2551795600002,0.06887278000000001
1661590800000,2022-08-27 09:00:00,BTC/EUT,20312,20317,20245,20254,515.1209947,0.02543305
1661587200000,2022-08-27 08:00:00,BTC/EUT,20348,20366,20312,20312,497.3555696,0.024485800000000002
1661583600000,2022-08-27 07:00:00,BTC/EUT,20271,20360,20255,20360,1555.6909048000002,0.07640918000000001
1661580000000,2022-08-27 06:00:00,BTC/EUT,20215,20300,20215,20251,2759.58918928,0.13626928
1661576400000,2022-08-27 05:00:00,BTC/EUT,20263,20275,20042,20230,3330.9014634,0.16465158
1661572800000,2022-08-27 04:00:00,BTC/EUT,20321,20321,20263,20263,987.36857458,0.04872766
1661569200000,2022-08-27 03:00:00,BTC/EUT,20341,20342,20300,20321,361.35777608,0.01778248
1661565600000,2022-08-27 02:00:00,BTC/EUT,20389,20391,20278,20341,1541.4088412199999,0.07577842
1661562000000,2022-08-27 01:00:00,BTC/EUT,20404,20427,20367,20389,847.30302243,0.04155687
1661558400000,2022-08-27 00:00:00,BTC/EUT,20326,20440,20243,20404,2525.535706,0.1237765
1661554800000,2022-08-26 23:00:00,BTC/EUT,20699,20716,20240,20335,2670.28828815,0.13131489
1661551200000,2022-08-26 22:00:00,BTC/EUT,20728,20766,20699,20702,940.1885757,0.04541535
1661547600000,2022-08-26 21:00:00,BTC/EUT,20765,20780,20703,20735,1794.9762831,0.08656746
1661544000000,2022-08-26 20:00:00,BTC/EUT,20749,20833,20749,20768,799.17735392,0.03848119
1661540400000,2022-08-26 19:00:00,BTC/EUT,20792,20804,20722,20766,707.46314844,0.03406834
1661536800000,2022-08-26 18:00:00,BTC/EUT,20754,20795,20664,20775,1739.78180775,0.08374401000000001
1661533200000,2022-08-26 17:00:00,BTC/EUT,20757,20838,20754,20754,1334.74017222,0.06431243
1661529600000,2022-08-26 16:00:00,BTC/EUT,20786,20831,20611,20756,1975.89564816,0.09519636000000001
1661526000000,2022-08-26 15:00:00,BTC/EUT,21143,21143,20640,20803,5067.84670602,0.24361134
1661522400000,2022-08-26 14:00:00,BTC/EUT,21651,21651,21143,21143,9275.14380661,0.43868627
1661518800000,2022-08-26 13:00:00,BTC/EUT,21586,21786,21544,21640,5582.834352000001,0.2579868
1661515200000,2022-08-26 12:00:00,BTC/EUT,21212,21673,21188,21618,44360.988181559995,2.05203942
1661511600000,2022-08-26 11:00:00,BTC/EUT,21379,21383,21162,21220,1265.3573002,0.05963041
1661508000000,2022-08-26 10:00:00,BTC/EUT,21429,21430,21363,21377,26481.95564823,1.23880599
1661504400000,2022-08-26 09:00:00,BTC/EUT,21475,21492,21423,21423,98546.84437125,4.60004875
1661500800000,2022-08-26 08:00:00,BTC/EUT,21520,21520,21471,21475,461.74084700000003,0.02150132
1661497200000,2022-08-26 07:00:00,BTC/EUT,21537,21552,21427,21523,982.8536062100001,0.04566527
1661493600000,2022-08-26 06:00:00,BTC/EUT,21558,21577,21521,21550,696.3121785000001,0.03231147
1661490000000,2022-08-26 05:00:00,BTC/EUT,21621,21621,21463,21551,6721.97090143,0.31190993
1661486400000,2022-08-26 04:00:00,BTC/EUT,21635,21647,21606,21625,79.00218,0.00365328
1661482800000,2022-08-26 03:00:00,BTC/EUT,21670,21676,21635,21635,238.15050775,0.01100765
1661479200000,2022-08-26 02:00:00,BTC/EUT,21639,21692,21639,21666,227.57684742,0.01050387
1661475600000,2022-08-26 01:00:00,BTC/EUT,21574,21637,21564,21637,490.72607815000003,0.02267995
1661472000000,2022-08-26 00:00:00,BTC/EUT,21668,21668,21553,21553,4672.70721134,0.21680078
1661468400000,2022-08-25 23:00:00,BTC/EUT,21661,21683,21613,21668,967.1576804,0.0446353
1661464800000,2022-08-25 22:00:00,BTC/EUT,21653,21673,21637,21664,286.354752,0.013218
1661461200000,2022-08-25 21:00:00,BTC/EUT,21730,21730,21653,21653,1026.6964827,0.0474159
1661457600000,2022-08-25 20:00:00,BTC/EUT,21678,21730,21630,21713,581.72231959,0.02679143
1661454000000,2022-08-25 19:00:00,BTC/EUT,21622,21700,21608,21678,1005.5760853200001,0.04638694
1661450400000,2022-08-25 18:00:00,BTC/EUT,21638,21643,21600,21600,251.350344,0.01163659
1661446800000,2022-08-25 17:00:00,BTC/EUT,21555,21649,21542,21632,839.9930572799999,0.03883104
1661443200000,2022-08-25 16:00:00,BTC/EUT,21679,21691,21522,21536,963.07979808,0.04471953
1661439600000,2022-08-25 15:00:00,BTC/EUT,21726,21735,21617,21652,1287.56605976,0.05946638
1661436000000,2022-08-25 14:00:00,BTC/EUT,21814,21815,21726,21726,1084.22668782,0.04990457
1661432400000,2022-08-25 13:00:00,BTC/EUT,21728,21814,21671,21814,1111.09238162,0.05093483
1661428800000,2022-08-25 12:00:00,BTC/EUT,21782,21803,21730,21740,1268.8907536000002,0.058366640000000004
1661425200000,2022-08-25 11:00:00,BTC/EUT,21700,21779,21693,21779,667.00060494,0.03062586
1661421600000,2022-08-25 10:00:00,BTC/EUT,21706,21757,21700,21700,978.018783,0.04506999
1661418000000,2022-08-25 09:00:00,BTC/EUT,21693,21722,21667,21722,634.31411412,0.02920146
1661414400000,2022-08-25 08:00:00,BTC/EUT,21739,21823,21693,21693,783.21448464,0.03610448
1661410800000,2022-08-25 07:00:00,BTC/EUT,21674,21755,21674,21752,691.9757116000001,0.03181205
1661407200000,2022-08-25 06:00:00,BTC/EUT,21595,21691,21586,21654,730.5102493200001,0.03373558
1661403600000,2022-08-25 05:00:00,BTC/EUT,21551,21611,21542,21595,470.28943150000003,0.0217777
1661400000000,2022-08-25 04:00:00,BTC/EUT,21534,21585,21534,21547,213.81023459,0.00992297
1661396400000,2022-08-25 03:00:00,BTC/EUT,21562,21621,21507,21509,1101.2861806199999,0.05120118
1661392800000,2022-08-25 02:00:00,BTC/EUT,21611,21627,21559,21561,134.46668577,0.00623657
1661389200000,2022-08-25 01:00:00,BTC/EUT,21548,21671,21532,21611,4110.93799563,0.19022433
1661385600000,2022-08-25 00:00:00,BTC/EUT,21445,21518,21398,21518,1223.23977104,0.05684728
1661382000000,2022-08-24 23:00:00,BTC/EUT,21590,21598,21445,21447,788.17381848,0.03674984
1661378400000,2022-08-24 22:00:00,BTC/EUT,21700,21709,21570,21590,1132.7463375,0.05246625
1661374800000,2022-08-24 21:00:00,BTC/EUT,21762,21781,21633,21649,423.28406237,0.01955213
1661371200000,2022-08-24 20:00:00,BTC/EUT,21815,21846,21775,21775,14695.127671250002,0.67486235
1661367600000,2022-08-24 19:00:00,BTC/EUT,21788,21876,21788,21815,1879.42747685,0.08615299
1661364000000,2022-08-24 18:00:00,BTC/EUT,21741,21804,21741,21764,503.0737718,0.02311495
1661360400000,2022-08-24 17:00:00,BTC/EUT,21837,21867,21722,21722,846.6866326,0.0389783
1661356800000,2022-08-24 16:00:00,BTC/EUT,21711,21946,21711,21837,1600.0323659399999,0.07327162
1661353200000,2022-08-24 15:00:00,BTC/EUT,21515,21718,21488,21690,5568.4034244,0.25672676
1661349600000,2022-08-24 14:00:00,BTC/EUT,21640,21693,21515,21515,838.7721719,0.03898546
1661346000000,2022-08-24 13:00:00,BTC/EUT,21663,21664,21586,21622,1077.68631864,0.049842120000000004
1661342400000,2022-08-24 12:00:00,BTC/EUT,21625,21661,21604,21645,958.6046691,0.04428758
1661338800000,2022-08-24 11:00:00,BTC/EUT,21485,21625,21485,21609,1094.9330000700002,0.050670230000000004
1661335200000,2022-08-24 10:00:00,BTC/EUT,21464,21513,21441,21461,971.37529335,0.04526235
1661331600000,2022-08-24 09:00:00,BTC/EUT,21502,21517,21435,21436,3127.03694952,0.14587782
1661328000000,2022-08-24 08:00:00,BTC/EUT,21438,21535,21438,21502,891.48926152,0.04146076
1661324400000,2022-08-24 07:00:00,BTC/EUT,21527,21558,21387,21415,6170.987516800001,0.28816192
1661320800000,2022-08-24 06:00:00,BTC/EUT,21575,21598,21477,21522,1610.17574748,0.07481534
1661317200000,2022-08-24 05:00:00,BTC/EUT,21423,21589,21423,21557,1165.70533793,0.054075490000000004
1661313600000,2022-08-24 04:00:00,BTC/EUT,21382,21439,21377,21439,723.7171805600001,0.03375704
1661310000000,2022-08-24 03:00:00,BTC/EUT,21323,21400,21318,21382,813.2716398800001,0.03803534
1661306400000,2022-08-24 02:00:00,BTC/EUT,21365,21456,21301,21303,1686.78133938,0.07918046
1661302800000,2022-08-24 01:00:00,BTC/EUT,21512,21528,21338,21364,1659.1664815600002,0.07766179000000001
1661299200000,2022-08-24 00:00:00,BTC/EUT,21630,21630,21463,21512,1781.1641285599999,0.08279863
1661295600000,2022-08-23 23:00:00,BTC/EUT,21585,21672,21555,21624,2621.2459269600004,0.12121929000000001
1661292000000,2022-08-23 22:00:00,BTC/EUT,21588,21651,21584,21585,1484.0602703999998,0.06875424
1661288400000,2022-08-23 21:00:00,BTC/EUT,21552,21570,21523,21561,14890.56066597,0.69062477
1661284800000,2022-08-23 20:00:00,BTC/EUT,21609,21681,21549,21562,1485.32381316,0.06888618
1661281200000,2022-08-23 19:00:00,BTC/EUT,21640,21654,21609,21609,633.84231897,0.02933233
1661277600000,2022-08-23 18:00:00,BTC/EUT,21518,21661,21512,21616,1676.6785448,0.07756655
1661274000000,2022-08-23 17:00:00,BTC/EUT,21516,21583,21506,21518,1424.5684192600002,0.06620357
1661270400000,2022-08-23 16:00:00,BTC/EUT,21545,21545,21455,21512,2328.22418408,0.10822909
1661266800000,2022-08-23 15:00:00,BTC/EUT,21514,21587,21448,21545,1736.30013115,0.08058947
1661263200000,2022-08-23 14:00:00,BTC/EUT,21543,21680,21514,21525,2873.88734325,0.13351393
1661259600000,2022-08-23 13:00:00,BTC/EUT,21533,21636,21445,21543,3379.08137841,0.15685287
1661256000000,2022-08-23 12:00:00,BTC/EUT,21641,21667,21533,21533,2095.49186221,0.09731537
1661252400000,2022-08-23 11:00:00,BTC/EUT,21594,21635,21547,21621,2914.7356584,0.1348104
1661248800000,2022-08-23 10:00:00,BTC/EUT,21630,21632,21525,21591,2059.7328202500003,0.09539775
1661245200000,2022-08-23 09:00:00,BTC/EUT,21625,21720,21480,21631,7951.7308111,0.3676081
1661241600000,2022-08-23 08:00:00,BTC/EUT,21452,21660,21452,21625,1500.84484875,0.06940323
1661238000000,2022-08-23 07:00:00,BTC/EUT,21275,21436,21275,21436,1807.32553668,0.08431263
1661234400000,2022-08-23 06:00:00,BTC/EUT,21152,21289,21113,21289,2053.50543228,0.09645852
1661230800000,2022-08-23 05:00:00,BTC/EUT,21429,21442,21147,21170,2155.6631944,0.10182632
1661227200000,2022-08-23 04:00:00,BTC/EUT,21407,21448,21377,21429,2296.13277888,0.10715072
1661223600000,2022-08-23 03:00:00,BTC/EUT,21470,21501,21407,21407,1089.99006622,0.05091746
1661220000000,2022-08-23 02:00:00,BTC/EUT,21466,21479,21423,21479,1045.0306744,0.0486536
1661216400000,2022-08-23 01:00:00,BTC/EUT,21465,21520,21465,21466,988.3633312,0.0460432
1661212800000,2022-08-23 00:00:00,BTC/EUT,21538,21584,21445,21445,1180.09583275,0.05502895
1661209200000,2022-08-22 23:00:00,BTC/EUT,21323,21550,21316,21538,2252.94867534,0.10460343
1661205600000,2022-08-22 22:00:00,BTC/EUT,21230,21366,21215,21322,1531.45840694,0.07182527
1661202000000,2022-08-22 21:00:00,BTC/EUT,21247,21253,21210,21214,3566.69857658,0.16812947
1661198400000,2022-08-22 20:00:00,BTC/EUT,21178,21297,21178,21249,2965.10203422,0.13954078
1661194800000,2022-08-22 19:00:00,BTC/EUT,21163,21234,21133,21155,1952.96253865,0.09231683
1661191200000,2022-08-22 18:00:00,BTC/EUT,21379,21381,21127,21145,2644.7967237,0.12507906
1661187600000,2022-08-22 17:00:00,BTC/EUT,21480,21500,21373,21373,736.36653376,0.034453120000000004
1661184000000,2022-08-22 16:00:00,BTC/EUT,21567,21632,21480,21481,812.09586411,0.03780531
1661180400000,2022-08-22 15:00:00,BTC/EUT,21307,21567,21307,21547,1069.2806485,0.0496255
1661176800000,2022-08-22 14:00:00,BTC/EUT,21363,21419,21279,21322,1979.8150775200002,0.09285316
1661173200000,2022-08-22 13:00:00,BTC/EUT,21217,21374,21147,21374,2560.573139,0.1197985
1661169600000,2022-08-22 12:00:00,BTC/EUT,21254,21317,21198,21201,3437.55112899,0.16214099
1661166000000,2022-08-22 11:00:00,BTC/EUT,21280,21312,21218,21254,6545.2838590599995,0.30795539
1661162400000,2022-08-22 10:00:00,BTC/EUT,21155,21313,21135,21253,2871.6962212099997,0.13511957
1661158800000,2022-08-22 09:00:00,BTC/EUT,21152,21225,21118,21156,5565.39213888,0.26306448
1661155200000,2022-08-22 08:00:00,BTC/EUT,21087,21148,20917,21148,2895.99887228,0.13693961
1661151600000,2022-08-22 07:00:00,BTC/EUT,21315,21345,21087,21087,3454.39094418,0.16381614
1661148000000,2022-08-22 06:00:00,BTC/EUT,21377,21384,21273,21291,1622.2279308299999,0.07619313
1661144400000,2022-08-22 05:00:00,BTC/EUT,21404,21419,21354,21377,363.59326974000004,0.017008620000000002
1661140800000,2022-08-22 04:00:00,BTC/EUT,21353,21395,21312,21395,719.05407145,0.03360851
1661137200000,2022-08-22 03:00:00,BTC/EUT,21389,21408,21352,21352,408.72574904,0.01914227
1661133600000,2022-08-22 02:00:00,BTC/EUT,21401,21401,21346,21388,1542.24397908,0.07210791
1661130000000,2022-08-22 01:00:00,BTC/EUT,21413,21413,21360,21385,1069.0254575,0.0499895
1661126400000,2022-08-22 00:00:00,BTC/EUT,21474,21474,21380,21399,1681.87858587,0.07859613
1661122800000,2022-08-21 23:00:00,BTC/EUT,21529,21563,21474,21477,2411.34843045,0.11227585
1661119200000,2022-08-21 22:00:00,BTC/EUT,21466,21580,21229,21529,20671.60628326,0.96017494
1661115600000,2022-08-21 21:00:00,BTC/EUT,21411,21633,21411,21466,6215.58140486,0.28955471
1661112000000,2022-08-21 20:00:00,BTC/EUT,21468,21654,21415,21427,1581.6798587800001,0.07381714
1661108400000,2022-08-21 19:00:00,BTC/EUT,21407,21472,21397,21454,721.09854652,0.03361138
1661104800000,2022-08-21 18:00:00,BTC/EUT,21404,21430,21348,21413,2355.0145878,0.1099806
1661101200000,2022-08-21 17:00:00,BTC/EUT,21359,21418,21359,21388,475.46636176,0.02223052
1661097600000,2022-08-21 16:00:00,BTC/EUT,21353,21396,21291,21359,1341.24353116,0.06279524
1661094000000,2022-08-21 15:00:00,BTC/EUT,21333,21348,21329,21332,250.10042108000002,0.01172419
1661090400000,2022-08-21 14:00:00,BTC/EUT,21335,21352,21250,21332,282.58713720000003,0.013247100000000001
1661086800000,2022-08-21 13:00:00,BTC/EUT,21421,21427,21335,21335,593.8537512,0.02783472
1661083200000,2022-08-21 12:00:00,BTC/EUT,21459,21512,21421,21421,596.39469939,0.02784159
1661079600000,2022-08-21 11:00:00,BTC/EUT,21333,21477,21322,21440,764.1882784,0.03564311
1661076000000,2022-08-21 10:00:00,BTC/EUT,21391,21401,21333,21333,812.57119671,0.03808987
1661072400000,2022-08-21 09:00:00,BTC/EUT,21275,21417,21275,21393,1570.14394146,0.07339522
1661068800000,2022-08-21 08:00:00,BTC/EUT,21175,21407,21175,21274,1470.0627581200001,0.06910138
1661065200000,2022-08-21 07:00:00,BTC/EUT,21035,21163,21033,21153,853.3073663399999,0.04033978
1661061600000,2022-08-21 06:00:00,BTC/EUT,21164,21170,21030,21030,811.8806049,0.03860583
1661058000000,2022-08-21 05:00:00,BTC/EUT,21144,21164,21125,21158,698.9249088,0.0330336
1661054400000,2022-08-21 04:00:00,BTC/EUT,21139,21195,21139,21153,898.24818402,0.04246434
1661050800000,2022-08-21 03:00:00,BTC/EUT,21215,21216,21122,21122,965.89047264,0.04572912
1661047200000,2022-08-21 02:00:00,BTC/EUT,21185,21231,21169,21215,393.82719829999996,0.01856362
1661043600000,2022-08-21 01:00:00,BTC/EUT,21114,21197,21114,21197,745.0544128500001,0.03514905
1661040000000,2022-08-21 00:00:00,BTC/EUT,21078,21205,21073,21114,1116.3427862400001,0.05287216
1661036400000,2022-08-20 23:00:00,BTC/EUT,21054,21136,21032,21078,1315.48978368,0.062410560000000004
1661032800000,2022-08-20 22:00:00,BTC/EUT,21049,21160,21024,21060,1987.192116,0.0943586
1661029200000,2022-08-20 21:00:00,BTC/EUT,20772,21049,20741,21049,2426.11973793,0.11526057
1661025600000,2022-08-20 20:00:00,BTC/EUT,20916,21070,20772,20772,1778.8143744,0.0856352
1661022000000,2022-08-20 19:00:00,BTC/EUT,21063,21063,20895,20918,2761.91294114,0.13203523
1661018400000,2022-08-20 18:00:00,BTC/EUT,21200,21250,21043,21044,1671.2444034799998,0.07941667
1661014800000,2022-08-20 17:00:00,BTC/EUT,21197,21240,21111,21200,1808.749444,0.08531837
1661011200000,2022-08-20 16:00:00,BTC/EUT,21257,21286,21197,21198,1168.80599688,0.05513756
1661007600000,2022-08-20 15:00:00,BTC/EUT,21181,21244,21161,21229,328.43916625,0.01547125
1661004000000,2022-08-20 14:00:00,BTC/EUT,21264,21264,21178,21180,609.2556198,0.02876561
1661000400000,2022-08-20 13:00:00,BTC/EUT,21185,21261,21185,21261,255.85976403,0.01203423
1660996800000,2022-08-20 12:00:00,BTC/EUT,21183,21248,21173,21185,4241.64184535,0.20021911
1660993200000,2022-08-20 11:00:00,BTC/EUT,21168,21206,21153,21184,2674.02284928,0.12622842
1660989600000,2022-08-20 10:00:00,BTC/EUT,21131,21184,21085,21168,962.3480832,0.0454624
1660986000000,2022-08-20 09:00:00,BTC/EUT,21144,21167,21101,21135,596.36185665,0.028216790000000002
1660982400000,2022-08-20 08:00:00,BTC/EUT,21249,21264,21126,21144,1013.68628232,0.047942030000000004
1660978800000,2022-08-20 07:00:00,BTC/EUT,21255,21291,21245,21249,646.96299075,0.03044675
1660975200000,2022-08-20 06:00:00,BTC/EUT,21090,21282,21084,21232,785.4534232000001,0.03699385
1660971600000,2022-08-20 05:00:00,BTC/EUT,21191,21191,21037,21090,2642.3479626,0.12528914
1660968000000,2022-08-20 04:00:00,BTC/EUT,21066,21180,21034,21161,1194.64298534,0.05645494
1660964400000,2022-08-20 03:00:00,BTC/EUT,21071,21085,21053,21066,947.4168068399999,0.04497374
1660960800000,2022-08-20 02:00:00,BTC/EUT,20937,21084,20932,21071,1328.04697404,0.06302724
1660957200000,2022-08-20 01:00:00,BTC/EUT,20932,21009,20932,20950,961.3483625,0.04588775
1660953600000,2022-08-20 00:00:00,BTC/EUT,20760,21129,20745,20932,1984.10283464,0.09478802
1660950000000,2022-08-19 23:00:00,BTC/EUT,20906,20961,20746,20746,3458.65673494,0.16671439000000002
1660946400000,2022-08-19 22:00:00,BTC/EUT,21000,21224,20856,20901,2355.7053097800003,0.11270778000000001
1660942800000,2022-08-19 21:00:00,BTC/EUT,21223,21223,20929,20992,5737.48557824,0.27331772
1660939200000,2022-08-19 20:00:00,BTC/EUT,21300,21309,21103,21217,1659.15051687,0.07819911
1660935600000,2022-08-19 19:00:00,BTC/EUT,21326,21380,21094,21300,2127.786291,0.09989607
1660932000000,2022-08-19 18:00:00,BTC/EUT,21367,21397,21266,21301,518.66167017,0.02434917
1660928400000,2022-08-19 17:00:00,BTC/EUT,21491,21508,21362,21364,817.4415454800001,0.03826257
1660924800000,2022-08-19 16:00:00,BTC/EUT,21379,21545,21368,21491,2280.82457139,0.10612929
1660921200000,2022-08-19 15:00:00,BTC/EUT,21290,21371,21236,21356,1146.85734928,0.05370188
1660917600000,2022-08-19 14:00:00,BTC/EUT,21321,21401,21290,21290,2155.0265992,0.10122248
1660914000000,2022-08-19 13:00:00,BTC/EUT,21427,21472,21321,21321,3500.26707753,0.16416993
1660910400000,2022-08-19 12:00:00,BTC/EUT,21373,21497,21214,21427,112121.26238536999,5.23270931
1660906800000,2022-08-19 11:00:00,BTC/EUT,21476,21509,21185,21372,9449.1628218,0.44212815
1660903200000,2022-08-19 10:00:00,BTC/EUT,21634,21651,21453,21492,2826.22959324,0.13150147
1660899600000,2022-08-19 09:00:00,BTC/EUT,21629,21668,21521,21634,3937.7533982600003,0.18201689000000001
1660896000000,2022-08-19 08:00:00,BTC/EUT,21746,21747,21509,21629,1285.34852961,0.05942709
1660892400000,2022-08-19 07:00:00,BTC/EUT,21749,21945,21708,21746,5442.46514526,0.25027431
1660888800000,2022-08-19 06:00:00,BTC/EUT,22639,22659,21176,21750,4887.523845,0.22471374
1660885200000,2022-08-19 05:00:00,BTC/EUT,22648,22683,22609,22609,561.06381355,0.02481595
1660881600000,2022-08-19 04:00:00,BTC/EUT,22618,22666,22607,22636,236.97085136,0.01046876
1660878000000,2022-08-19 03:00:00,BTC/EUT,22634,22642,22604,22617,1931.72679063,0.08541039
1660874400000,2022-08-19 02:00:00,BTC/EUT,22599,22639,22587,22633,1472.83998537,0.06507489
1660870800000,2022-08-19 01:00:00,BTC/EUT,22769,22771,22599,22600,3228.570008,0.14285708
1660867200000,2022-08-19 00:00:00,BTC/EUT,23026,23026,22751,22770,2697.5124891,0.11846783
1660863600000,2022-08-18 23:00:00,BTC/EUT,23175,23209,22971,23023,2235.76859506,0.09711022
1660860000000,2022-08-18 22:00:00,BTC/EUT,23174,23204,23160,23188,168.42325544,0.00726338
1660856400000,2022-08-18 21:00:00,BTC/EUT,23223,23223,23174,23174,247.34861596000002,0.01067354
1660852800000,2022-08-18 20:00:00,BTC/EUT,23158,23245,23149,23229,1144.52627976,0.04927144
1660849200000,2022-08-18 19:00:00,BTC/EUT,23124,23211,23118,23158,404.36971172,0.01746134
1660845600000,2022-08-18 18:00:00,BTC/EUT,23103,23142,23063,23123,630.28765892,0.02725804
1660842000000,2022-08-18 17:00:00,BTC/EUT,23140,23222,23103,23103,1011.78918513,0.04379471
1660838400000,2022-08-18 16:00:00,BTC/EUT,23199,23209,23060,23117,1104.76189234,0.04779002
1660834800000,2022-08-18 15:00:00,BTC/EUT,23149,23219,23099,23198,877.71535236,0.03783582
1660831200000,2022-08-18 14:00:00,BTC/EUT,23188,23224,23117,23135,940.9286747,0.04067122
1660827600000,2022-08-18 13:00:00,BTC/EUT,23163,23207,23138,23188,290.54610376,0.01253002
1660824000000,2022-08-18 12:00:00,BTC/EUT,23126,23174,23093,23174,766.11830386,0.03305939
1660820400000,2022-08-18 11:00:00,BTC/EUT,23094,23133,23081,23133,52.87232214,0.00228558
1660816800000,2022-08-18 10:00:00,BTC/EUT,23168,23168,23105,23105,388.9583499,0.01683438
1660813200000,2022-08-18 09:00:00,BTC/EUT,23092,23166,23075,23149,332.89674089,0.01438061
1660809600000,2022-08-18 08:00:00,BTC/EUT,23045,23090,22996,23090,739.8398513,0.03204157
1660806000000,2022-08-18 07:00:00,BTC/EUT,23025,23092,23010,23052,399.57737448,0.01733374
1660802400000,2022-08-18 06:00:00,BTC/EUT,23032,23095,23022,23025,838.48876125,0.03641645
1660798800000,2022-08-18 05:00:00,BTC/EUT,23016,23092,23016,23032,538.67379792,0.02338806
1660795200000,2022-08-18 04:00:00,BTC/EUT,23045,23055,22996,23016,395.0765448,0.0171653
1660791600000,2022-08-18 03:00:00,BTC/EUT,23066,23066,23050,23050,5.528773,0.00023986
1660788000000,2022-08-18 02:00:00,BTC/EUT,23049,23082,23032,23036,328.18744191999997,0.01424672
1660784400000,2022-08-18 01:00:00,BTC/EUT,23038,23049,22998,23049,615.9209097600001,0.02672224
1660780800000,2022-08-18 00:00:00,BTC/EUT,22969,23029,22929,23012,1835.94499484,0.07978207
1660777200000,2022-08-17 23:00:00,BTC/EUT,22986,22986,22919,22936,647.19956168,0.02821763
1660773600000,2022-08-17 22:00:00,BTC/EUT,22931,22980,22895,22953,1147.43102838,0.04999046
1660770000000,2022-08-17 21:00:00,BTC/EUT,22986,23009,22897,22943,1442.4734431499999,0.06287205
1660766400000,2022-08-17 20:00:00,BTC/EUT,22857,23010,22827,22979,1388.51710492,0.060425480000000004
1660762800000,2022-08-17 19:00:00,BTC/EUT,23072,23073,22862,22871,1230.09660852,0.05378412
1660759200000,2022-08-17 18:00:00,BTC/EUT,23083,23191,22995,23089,2065.80192214,0.08947126
1660755600000,2022-08-17 17:00:00,BTC/EUT,23045,23082,23017,23082,201.49362653999998,0.00872947
1660752000000,2022-08-17 16:00:00,BTC/EUT,23013,23069,22982,23050,600.0541959999999,0.02603272
1660748400000,2022-08-17 15:00:00,BTC/EUT,22974,23082,22974,23025,374.34114074999997,0.01625803
1660744800000,2022-08-17 14:00:00,BTC/EUT,23046,23072,22989,23003,1738.33279949,0.07556983
1660741200000,2022-08-17 13:00:00,BTC/EUT,23324,23337,23012,23076,2193.60409848,0.09505998
1660737600000,2022-08-17 12:00:00,BTC/EUT,23346,23377,23187,23342,66686.02659906,2.85691143
1660734000000,2022-08-17 11:00:00,BTC/EUT,23401,23443,23346,23346,871.32968424,0.03732244
1660730400000,2022-08-17 10:00:00,BTC/EUT,23416,23420,23332,23401,658.20250111,0.02812711
1660726800000,2022-08-17 09:00:00,BTC/EUT,23411,23516,23411,23416,784.1472807200001,0.033487670000000004
1660723200000,2022-08-17 08:00:00,BTC/EUT,23419,23479,23383,23383,1858.17382121,0.07946687
1660719600000,2022-08-17 07:00:00,BTC/EUT,24022,24025,23419,23419,4806.36661516,0.20523364
1660716000000,2022-08-17 06:00:00,BTC/EUT,23761,24043,23761,24023,1854.5969804700003,0.07720089000000001
1660712400000,2022-08-17 05:00:00,BTC/EUT,23677,23750,23660,23730,946.1964939000001,0.03987343
1660708800000,2022-08-17 04:00:00,BTC/EUT,23646,23646,23646,23646,1.83516606,7.761e-05
1660705200000,2022-08-17 03:00:00,BTC/EUT,23595,23681,23595,23617,632.7440661300001,0.026791890000000002
1660701600000,2022-08-17 02:00:00,BTC/EUT,23570,23646,23513,23607,1030.1606135099998,0.04363793
1660698000000,2022-08-17 01:00:00,BTC/EUT,23600,23653,23577,23578,2136.83264272,0.09062824
1660694400000,2022-08-17 00:00:00,BTC/EUT,23459,23618,23459,23616,2202.06258432,0.09324452
1660690800000,2022-08-16 23:00:00,BTC/EUT,23476,23486,23453,23475,312.97456875,0.01333225
1660687200000,2022-08-16 22:00:00,BTC/EUT,23549,23549,23449,23476,1149.81621412,0.04897837
1660683600000,2022-08-16 21:00:00,BTC/EUT,23572,23590,23521,23573,480.98514210999997,0.02040407
1660680000000,2022-08-16 20:00:00,BTC/EUT,23541,23583,23538,23583,371.32518318,0.01574546
1660676400000,2022-08-16 19:00:00,BTC/EUT,23441,23578,23434,23545,1213.1580086000001,0.05152508
1660672800000,2022-08-16 18:00:00,BTC/EUT,23478,23624,23396,23441,2217.18620662,0.09458582
1660669200000,2022-08-16 17:00:00,BTC/EUT,23431,23488,23427,23456,1040.8367785599999,0.04437401
1660665600000,2022-08-16 16:00:00,BTC/EUT,23500,23518,23351,23422,1393.25837266,0.05948503
1660662000000,2022-08-16 15:00:00,BTC/EUT,23317,23517,23299,23517,1359.42464268,0.05780604
1660658400000,2022-08-16 14:00:00,BTC/EUT,23526,23526,23285,23318,1871.24781426,0.08024907
1660654800000,2022-08-16 13:00:00,BTC/EUT,23601,23637,23526,23526,1293.4994742000001,0.0549817
