https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTX,Volume USDT
1660608000,2022-08-16 00:00:00,LTX/USDT,0.6998,0.702,0.6723,0.6763,61982.5391,42565.77319551
1660521600,2022-08-15 00:00:00,LTX/USDT,0.7228,0.7431,0.694,0.7029,142890.2706,102254.20941652
1660435200,2022-08-14 00:00:00,LTX/USDT,0.7623,0.7704,0.7143,0.723,98011.1326,72721.99509824
1660348800,2022-08-13 00:00:00,LTX/USDT,0.7589,0.7789,0.7515,0.7635,70249.538,53739.65863999
1660262400,2022-08-12 00:00:00,LTX/USDT,0.7498,0.7618,0.74,0.7564,63325.6371,47475.02525978
1660176000,2022-08-11 00:00:00,LTX/USDT,0.7519,0.8062,0.7418,0.7512,189933.3853,147490.69649781
1660089600,2022-08-10 00:00:00,LTX/USDT,0.6986,0.77,0.6881,0.7519,261044.5241,188030.32482113
1660003200,2022-08-09 00:00:00,LTX/USDT,0.7386,0.7467,0.6882,0.6986,93740.8531,66442.12657967
1659916800,2022-08-08 00:00:00,LTX/USDT,0.7219,0.7699,0.7212,0.7386,110968.2991,82303.77015754
1659830400,2022-08-07 00:00:00,LTX/USDT,0.6999,0.76,0.6931,0.7219,103973.8737,75378.42080177
1659744000,2022-08-06 00:00:00,LTX/USDT,0.6911,0.7195,0.6872,0.701,96333.5158,67560.74828241
1659657600,2022-08-05 00:00:00,LTX/USDT,0.6374,0.6913,0.6287,0.6909,120163.7809,78805.15356273
1659571200,2022-08-04 00:00:00,LTX/USDT,0.6377,0.7077,0.6241,0.6405,123258.70791479,79052.771326653196
1659484800,2022-08-03 00:00:00,LTX/USDT,0.6252,0.6584,0.61,0.6376,99990.9939,63550.98315014
1659398400,2022-08-02 00:00:00,LTX/USDT,0.6087,0.69,0.5895,0.6234,219500.649,135798.16493379
1659312000,2022-08-01 00:00:00,LTX/USDT,0.6281,0.6349,0.5988,0.6024,92762.4592,57388.87245256
1659225600,2022-07-31 00:00:00,LTX/USDT,0.5922,0.6506,0.5833,0.6276,251756.6728,153630.21143969
1659139200,2022-07-30 00:00:00,LTX/USDT,0.595,0.6245,0.5845,0.5903,103436.5405,61685.71729555
1659052800,2022-07-29 00:00:00,LTX/USDT,0.5948,0.6039,0.5244,0.5928,203842.8342,119329.22949778
1658966400,2022-07-28 00:00:00,LTX/USDT,0.5471,0.6,0.5407,0.5928,227910.8716,130344.94328844
1658880000,2022-07-27 00:00:00,LTX/USDT,0.4858,0.5503,0.4848,0.5471,259797.7876,134390.42853083
1658793600,2022-07-26 00:00:00,LTX/USDT,0.5023,0.5028,0.453,0.4847,203690.5828,97935.8369394
1658707200,2022-07-25 00:00:00,LTX/USDT,0.5318,0.5318,0.5033,0.5033,91219.0016,46925.25258166
1658620800,2022-07-24 00:00:00,LTX/USDT,0.513,0.5391,0.513,0.5305,108945.6966,57564.91976949
1658534400,2022-07-23 00:00:00,LTX/USDT,0.5105,0.5273,0.5023,0.5128,104474.1484,53864.50353618
1658448000,2022-07-22 00:00:00,LTX/USDT,0.4895,0.5581,0.4895,0.5105,378750.5318,199054.03236304
1658361600,2022-07-21 00:00:00,LTX/USDT,0.4681,0.4951,0.454,0.4895,289214.8208,135928.77139928
1658275200,2022-07-20 00:00:00,LTX/USDT,0.4654,0.4998,0.4588,0.468,192831.0653931,92571.761255013689
1658188800,2022-07-19 00:00:00,LTX/USDT,0.437,0.4807,0.4287,0.4653,253387.23177934,114348.518315649531
1658102400,2022-07-18 00:00:00,LTX/USDT,0.3968,0.4662,0.3952,0.4356,203319.50129421,86239.674954699129
1658016000,2022-07-17 00:00:00,LTX/USDT,0.3984,0.4162,0.3952,0.3969,69919.38440881,28085.513340096767
1657929600,2022-07-16 00:00:00,LTX/USDT,0.3855,0.4387,0.3777,0.3982,208802.33443142,81463.685518049631
1657843200,2022-07-15 00:00:00,LTX/USDT,0.3738,0.3965,0.3719,0.3834,216997.54169656,82886.002788400024
1657756800,2022-07-14 00:00:00,LTX/USDT,0.3492,0.3815,0.3492,0.3736,197997.38495861,72477.019320459352
1657670400,2022-07-13 00:00:00,LTX/USDT,0.3531,0.3589,0.3338,0.3491,405347.13246166,139913.868494087056
1657584000,2022-07-12 00:00:00,LTX/USDT,0.3577,0.3646,0.3501,0.3515,188884.93997588,67357.857058228757
1657497600,2022-07-11 00:00:00,LTX/USDT,0.3709,0.3749,0.358,0.3594,77980.8672295,28562.188238149659
1657411200,2022-07-10 00:00:00,LTX/USDT,0.3887,0.3913,0.3698,0.3709,108216.65081271,40882.77834715021
1657324800,2022-07-09 00:00:00,LTX/USDT,0.3786,0.3913,0.3786,0.3886,100327.16387187,38785.283978726133
1657238400,2022-07-08 00:00:00,LTX/USDT,0.3885,0.399,0.372,0.3786,164696.66204353,63130.539405213527
1657152000,2022-07-07 00:00:00,LTX/USDT,0.3857,0.395,0.3784,0.3917,118362.09108389,45836.975050264046
1657065600,2022-07-06 00:00:00,LTX/USDT,0.3837,0.3908,0.3756,0.3875,99445.41990666,38162.872597161721
1656979200,2022-07-05 00:00:00,LTX/USDT,0.3817,0.3977,0.3708,0.3835,238509.90642813,92294.541271887472
1656892800,2022-07-04 00:00:00,LTX/USDT,0.3737,0.3989,0.3607,0.3818,260861.31349241,96750.413202478506
1656806400,2022-07-03 00:00:00,LTX/USDT,0.3653,0.3807,0.3611,0.374,154403.44330949,57308.754279189695
1656720000,2022-07-02 00:00:00,LTX/USDT,0.3686,0.3839,0.348,0.3668,396261.25467793,143683.433463967488
1656633600,2022-07-01 00:00:00,LTX/USDT,0.4263,0.4402,0.2964,0.3724,1558399.87111057,556871.306914138039
1656547200,2022-06-30 00:00:00,LTX/USDT,0.4493,0.4528,0.4121,0.4287,234513.2512835,99707.020521122839
1656460800,2022-06-29 00:00:00,LTX/USDT,0.4346,0.46,0.4259,0.4493,438145.80038593,192727.133508352252
1656374400,2022-06-28 00:00:00,LTX/USDT,0.5147,0.5182,0.42,0.4313,349256.64626294,164142.231443167555
1656288000,2022-06-27 00:00:00,LTX/USDT,0.532,0.5454,0.4995,0.5146,213968.6733963,111765.706459563034
1656201600,2022-06-26 00:00:00,LTX/USDT,0.5435,0.553,0.5258,0.5321,143683.97034211,76982.282567132775
1656115200,2022-06-25 00:00:00,LTX/USDT,0.5321,0.5531,0.5223,0.5436,138912.41229189,74277.378826970676
1656028800,2022-06-24 00:00:00,LTX/USDT,0.4984,0.5382,0.4972,0.5349,119969.19268554,62229.587027790631
1655942400,2022-06-23 00:00:00,LTX/USDT,0.4667,0.5121,0.4578,0.4985,349780.44087962,169663.035635130069
1655856000,2022-06-22 00:00:00,LTX/USDT,0.4882,0.4921,0.4659,0.4674,118553.07478292,56520.474461282519
1655769600,2022-06-21 00:00:00,LTX/USDT,0.4726,0.5081,0.4673,0.4906,205113.42324103,100709.310964509181
1655683200,2022-06-20 00:00:00,LTX/USDT,0.4501,0.4848,0.4321,0.4726,266634.62217919,122586.808404915717
1655596800,2022-06-19 00:00:00,LTX/USDT,0.4158,0.46,0.4036,0.4524,299958.51317854,128463.182146323631
1655510400,2022-06-18 00:00:00,LTX/USDT,0.4325,0.446,0.37,0.4179,571564.75100526,231426.549662369852
1655424000,2022-06-17 00:00:00,LTX/USDT,0.4239,0.46,0.4203,0.435,268940.54921429,118074.793131008164
1655337600,2022-06-16 00:00:00,LTX/USDT,0.4615,0.4659,0.4196,0.4238,282912.60702142,123056.664126037698
1655251200,2022-06-15 00:00:00,LTX/USDT,0.4463,0.4999,0.3969,0.4589,598261.98288979,257857.547524356731
1655164800,2022-06-14 00:00:00,LTX/USDT,0.396,0.4618,0.3814,0.4466,377196.28471189,161862.23671749653
1655078400,2022-06-13 00:00:00,LTX/USDT,0.4135,0.4427,0.372,0.3961,791453.64185164,316024.140454627815
1654992000,2022-06-12 00:00:00,LTX/USDT,0.49,0.5056,0.4028,0.41,377115.48509588,172493.720900515985
1654905600,2022-06-11 00:00:00,LTX/USDT,0.5228,0.5359,0.49,0.4907,232495.34783593,118176.175546422915
1654819200,2022-06-10 00:00:00,LTX/USDT,0.5802,0.5869,0.5155,0.5253,266721.74464469,146326.820555782072
1654732800,2022-06-09 00:00:00,LTX/USDT,0.5899,0.5903,0.5772,0.5772,91331.95358483,53356.155913452089
1654646400,2022-06-08 00:00:00,LTX/USDT,0.5859,0.6043,0.5827,0.5894,127435.56130934,75301.339004479397
1654560000,2022-06-07 00:00:00,LTX/USDT,0.5933,0.6043,0.5686,0.5855,138208.07378047,80706.054781200268
1654473600,2022-06-06 00:00:00,LTX/USDT,0.5756,0.6063,0.5718,0.5926,148254.24391968,87664.080277892555
1654387200,2022-06-05 00:00:00,LTX/USDT,0.5691,0.5802,0.5667,0.5754,68270.08666604,39265.796762999701
1654300800,2022-06-04 00:00:00,LTX/USDT,0.5771,0.5824,0.5624,0.5687,119409.30767967,68082.669447345715
1654214400,2022-06-03 00:00:00,LTX/USDT,0.5947,0.5971,0.5753,0.5815,75697.12450228,44173.352863022612
1654128000,2022-06-02 00:00:00,LTX/USDT,0.5877,0.6119,0.581,0.5949,104946.26099212,62089.627224096895
1654041600,2022-06-01 00:00:00,LTX/USDT,0.634,0.6513,0.565,0.5908,681718.64914286,412775.707855822486
1653955200,2022-05-31 00:00:00,LTX/USDT,0.6472,0.6523,0.6284,0.6337,210015.44143945,134283.495890070448
1653868800,2022-05-30 00:00:00,LTX/USDT,0.6233,0.6491,0.6233,0.6443,153612.25720844,97746.948375980743
1653782400,2022-05-29 00:00:00,LTX/USDT,0.5946,0.63,0.5889,0.623,176903.60254099,107747.797437987851
1653696000,2022-05-28 00:00:00,LTX/USDT,0.5819,0.5961,0.5542,0.5961,298511.3003376,171918.084109566984
1653609600,2022-05-27 00:00:00,LTX/USDT,0.6383,0.6383,0.56,0.5848,363182.85210693,215314.33138808158
1653523200,2022-05-26 00:00:00,LTX/USDT,0.6638,0.671,0.6169,0.6385,212469.53064818,135768.868601919236
1653436800,2022-05-25 00:00:00,LTX/USDT,0.6706,0.6809,0.6577,0.6667,74641.62548838,49946.904530856272
1653350400,2022-05-24 00:00:00,LTX/USDT,0.688,0.6929,0.6512,0.6705,160916.79275866,107414.759796057848
1653264000,2022-05-23 00:00:00,LTX/USDT,0.72,0.72,0.686,0.688,157947.36069038,111074.573526068074
1653177600,2022-05-22 00:00:00,LTX/USDT,0.7161,0.7259,0.7095,0.7171,46537.04479021,33484.200794623169
1653091200,2022-05-21 00:00:00,LTX/USDT,0.6713,0.7548,0.6663,0.71,211116.91669258,147155.634717613279
1653004800,2022-05-20 00:00:00,LTX/USDT,0.6905,0.6989,0.6504,0.668,139415.04902865,94215.452788089351
1652918400,2022-05-19 00:00:00,LTX/USDT,0.6593,0.7062,0.6593,0.6904,203893.7488601,139075.713773701451
1652832000,2022-05-18 00:00:00,LTX/USDT,0.7413,0.7413,0.62,0.6593,535307.64959914,357816.129669751088
1652745600,2022-05-17 00:00:00,LTX/USDT,0.7322,0.756,0.7278,0.741,148334.29382443,109729.310091585322
1652659200,2022-05-16 00:00:00,LTX/USDT,0.7636,0.768,0.7182,0.7323,157544.50643132,116232.49765417942
1652572800,2022-05-15 00:00:00,LTX/USDT,0.7365,0.7677,0.7218,0.7642,141740.88900427,105136.068830403063
1652486400,2022-05-14 00:00:00,LTX/USDT,0.7106,0.7419,0.671,0.7367,403984.17088562,285823.556555409594
1652400000,2022-05-13 00:00:00,LTX/USDT,0.69,0.7751,0.6872,0.714,405960.01882753,301349.757822796434
1652313600,2022-05-12 00:00:00,LTX/USDT,0.74,0.7546,0.5356,0.6869,970366.57698689,651196.897825848199
1652227200,2022-05-11 00:00:00,LTX/USDT,0.8597,0.8906,0.685,0.7433,1200442.39001596,942160.681337278039
1652140800,2022-05-10 00:00:00,LTX/USDT,0.8037,0.9884,0.7934,0.8597,482703.81965732,425985.887250077751
1652054400,2022-05-09 00:00:00,LTX/USDT,0.9777,1.0016,0.7735,0.8037,568638.06294596,488791.145343245239
1651968000,2022-05-08 00:00:00,LTX/USDT,1.0513,1.0525,0.9365,0.9777,238328.12977604,233479.415531909256
1651881600,2022-05-07 00:00:00,LTX/USDT,1.1011,1.1117,1.042,1.0575,166293.85174213,175980.94722012196
1651795200,2022-05-06 00:00:00,LTX/USDT,1.1266,1.2288,1.0706,1.1063,201017.38669053,224592.818698521438
1651708800,2022-05-05 00:00:00,LTX/USDT,1.1594,1.215,1.0492,1.1281,328952.51984333,370727.410163524404
1651622400,2022-05-04 00:00:00,LTX/USDT,1.0734,1.23,1.0535,1.1514,198328.78776052,222787.881398681657
1651536000,2022-05-03 00:00:00,LTX/USDT,1.1208,1.2,1.0157,1.0734,192915.37517315,211503.342590103781
1651449600,2022-05-02 00:00:00,LTX/USDT,0.9975,1.23,0.9905,1.1201,225597.04239498,248712.895991102934
1651363200,2022-05-01 00:00:00,LTX/USDT,1.0335,1.15,0.9852,0.9988,253957.99859628,263570.36920339012
1651276800,2022-04-30 00:00:00,LTX/USDT,1.0937,1.23,1.0264,1.027,205289.53191552,228020.571765202938
1651190400,2022-04-29 00:00:00,LTX/USDT,1.1046,1.16,1.0607,1.087,157285.84857982,172397.16956356134
1651104000,2022-04-28 00:00:00,LTX/USDT,1.0954,1.1344,1.0661,1.1115,113718.69348197,125466.44424667293
1651017600,2022-04-27 00:00:00,LTX/USDT,1.0603,1.1317,1.0263,1.1,149924.20923524,159169.20589657833
1650931200,2022-04-26 00:00:00,LTX/USDT,1.11,1.1804,0.998,1.0587,372789.43007378,404462.954211522849
1650844800,2022-04-25 00:00:00,LTX/USDT,1.1284,1.1413,1.0464,1.11,231565.19151865,253816.480056186005
1650758400,2022-04-24 00:00:00,LTX/USDT,1.0983,1.1432,1.0751,1.1308,97776.61029071,108337.139256278935
1650672000,2022-04-23 00:00:00,LTX/USDT,1.0928,1.1222,1.0736,1.1002,162002.84523677,177663.373237909778
1650585600,2022-04-22 00:00:00,LTX/USDT,1.1211,1.1574,1.04,1.0943,272516.48965145,298915.435654212792
1650499200,2022-04-21 00:00:00,LTX/USDT,1.1765,1.25,1.1001,1.1155,369748.19423234,436231.511518189069
1650412800,2022-04-20 00:00:00,LTX/USDT,1.1364,1.23,1.0916,1.1765,183608.25028565,208208.873741724732
1650326400,2022-04-19 00:00:00,LTX/USDT,1.0086,1.1511,1.002,1.1369,381005.32708647,417055.019078279037
1650240000,2022-04-18 00:00:00,LTX/USDT,0.9154,1.15,0.9099,1.0086,399036.59564935,394612.232661177282
1650153600,2022-04-17 00:00:00,LTX/USDT,0.88,0.9338,0.8713,0.9132,171221.24062875,154441.277831943518
1650067200,2022-04-16 00:00:00,LTX/USDT,0.9031,0.9154,0.8722,0.8848,138519.56551536,123058.99360207697
1649980800,2022-04-15 00:00:00,LTX/USDT,0.8771,0.9233,0.8637,0.9086,112334.99195625,99733.946930852107
1649894400,2022-04-14 00:00:00,LTX/USDT,0.92,0.9792,0.8459,0.8775,305422.15891594,277078.443542014798
1649808000,2022-04-13 00:00:00,LTX/USDT,0.8962,0.9298,0.896,0.9155,95197.16658961,87026.679323026855
1649721600,2022-04-12 00:00:00,LTX/USDT,0.8627,0.938,0.8516,0.896,204393.7557202,180401.561648172331
1649635200,2022-04-11 00:00:00,LTX/USDT,0.8996,0.9146,0.826,0.8624,263103.69926277,228050.18673927073
1649548800,2022-04-10 00:00:00,LTX/USDT,0.9099,0.9611,0.8915,0.8994,188170.38985337,174272.426475037234
1649462400,2022-04-09 00:00:00,LTX/USDT,0.8849,0.9212,0.8752,0.9099,78187.39220973,69857.580163097879
1649376000,2022-04-08 00:00:00,LTX/USDT,0.8699,0.93,0.8495,0.8849,229015.62039038,201568.725894859958
1649289600,2022-04-07 00:00:00,LTX/USDT,0.9135,0.9199,0.8581,0.8675,151115.46559679,134001.013344597872
1649203200,2022-04-06 00:00:00,LTX/USDT,1.014,1.028,0.909,0.909,280594.09956976,267736.56485829251
1649116800,2022-04-05 00:00:00,LTX/USDT,0.965,1.04,0.9648,1.0141,244582.75920074,247610.489744315915
1649030400,2022-04-04 00:00:00,LTX/USDT,0.9986,1.0046,0.9557,0.9681,127903.37837409,125292.155621388692
1648944000,2022-04-03 00:00:00,LTX/USDT,0.9512,1.0104,0.9331,0.9945,132303.8544066,127927.809361759319
1648857600,2022-04-02 00:00:00,LTX/USDT,0.9707,0.998,0.9482,0.9559,110775.09947267,107155.025531957479
1648771200,2022-04-01 00:00:00,LTX/USDT,0.9999,1.015,0.9042,0.9716,300552.116391,291587.150184492202
1648684800,2022-03-31 00:00:00,LTX/USDT,1.0531,1.1088,0.9825,0.995,421141.43963661,436967.80352009352
1648598400,2022-03-30 00:00:00,LTX/USDT,1.0346,1.1432,0.9788,1.054,181874.87972871,187322.613889817413
1648512000,2022-03-29 00:00:00,LTX/USDT,1.032,1.085,0.9649,1.0345,217642.96066531,220236.110553986151
1648425600,2022-03-28 00:00:00,LTX/USDT,1.0476,1.079,1.0224,1.0349,144335.32537848,151674.227054305729
1648339200,2022-03-27 00:00:00,LTX/USDT,0.963,1.073,0.9556,1.0491,141102.18077944,140970.985475093455
1648252800,2022-03-26 00:00:00,LTX/USDT,0.9,0.99,0.88,0.963,166647.97107574,153510.181997325215
1648166400,2022-03-25 00:00:00,LTX/USDT,0.9,0.9361,0.8736,0.8972,139963.1100204,126694.553059097682
1648080000,2022-03-24 00:00:00,LTX/USDT,0.9081,0.9799,0.8734,0.8995,276159.89474019,256155.56294096376
1647993600,2022-03-23 00:00:00,LTX/USDT,0.8551,0.9798,0.8452,0.9128,414291.98924656,376354.849736671262
1647907200,2022-03-22 00:00:00,LTX/USDT,0.8581,0.8935,0.815,0.855,159514.63535869,135375.98508980084
1647820800,2022-03-21 00:00:00,LTX/USDT,0.8504,0.8699,0.8096,0.8569,51535.62796859,43362.646700543723
1647734400,2022-03-20 00:00:00,LTX/USDT,0.8376,0.8636,0.8146,0.8455,160485.68880726,134335.047106864713
1647648000,2022-03-19 00:00:00,LTX/USDT,0.8141,0.866,0.8044,0.8422,155071.4632131,129910.131160571566
1647561600,2022-03-18 00:00:00,LTX/USDT,0.7825,0.8688,0.7161,0.8158,217767.38667224,168829.360037383343
1647475200,2022-03-17 00:00:00,LTX/USDT,0.704,0.8,0.6914,0.7778,240332.18778561,179002.115477491039
1647388800,2022-03-16 00:00:00,LTX/USDT,0.6259,0.7567,0.6205,0.704,284964.82124132,195027.440344197972
1647302400,2022-03-15 00:00:00,LTX/USDT,0.6166,0.6648,0.6001,0.6264,166696.46824102,105511.219275044394
1647216000,2022-03-14 00:00:00,LTX/USDT,0.6489,0.7224,0.5936,0.618,273300.39234021,172469.354923319168
1647129600,2022-03-13 00:00:00,LTX/USDT,0.6454,0.6853,0.6413,0.6507,152616.28988911,101953.21568789632
1647043200,2022-03-12 00:00:00,LTX/USDT,0.5902,0.6581,0.59,0.6454,285045.38724568,179054.653669344597
1646956800,2022-03-11 00:00:00,LTX/USDT,0.5987,0.6013,0.5661,0.5902,91005.26866103,53035.416511047835
1646870400,2022-03-10 00:00:00,LTX/USDT,0.6153,0.6295,0.5668,0.6024,150775.77334305,89458.19758895945
1646784000,2022-03-09 00:00:00,LTX/USDT,0.5676,0.6476,0.5672,0.6152,149984.85847531,91686.377752142108
1646697600,2022-03-08 00:00:00,LTX/USDT,0.595,0.608,0.5524,0.5698,105647.81862015,60758.907507875361
1646611200,2022-03-07 00:00:00,LTX/USDT,0.5871,0.6311,0.5499,0.5961,253190.78497514,147585.300533446797
1646524800,2022-03-06 00:00:00,LTX/USDT,0.6225,0.639,0.587,0.5885,94199.96125411,58326.602694412043
1646438400,2022-03-05 00:00:00,LTX/USDT,0.6198,0.6294,0.6145,0.6233,30825.86939704,19188.253797939346
1646352000,2022-03-04 00:00:00,LTX/USDT,0.636,0.6904,0.613,0.6197,126309.18626334,79723.509365797049
1646265600,2022-03-03 00:00:00,LTX/USDT,0.6932,0.6994,0.6349,0.6417,134304.65379317,89628.624521964501
1646179200,2022-03-02 00:00:00,LTX/USDT,0.7394,0.7453,0.6925,0.6936,215167.38864847,154014.733830361482
1646092800,2022-03-01 00:00:00,LTX/USDT,0.7111,0.7605,0.6895,0.7417,227850.73327819,163430.393165235225
1646006400,2022-02-28 00:00:00,LTX/USDT,0.6624,0.7706,0.6496,0.7127,369740.38943607,257732.288622777539
1645920000,2022-02-27 00:00:00,LTX/USDT,0.7262,0.762,0.6516,0.6626,383532.22592841,269031.637180434515
1645833600,2022-02-26 00:00:00,LTX/USDT,0.6147,0.786,0.6057,0.728,326012.62177507,218742.072658179218
1645747200,2022-02-25 00:00:00,LTX/USDT,0.553,0.6287,0.5529,0.6147,228814.80823374,136113.177197734913
1645660800,2022-02-24 00:00:00,LTX/USDT,0.5544,0.62,0.4606,0.553,686376.64298967,352011.948064717766
1645574400,2022-02-23 00:00:00,LTX/USDT,0.5502,0.6063,0.5502,0.5598,311743.81915331,180991.889185755129
1645488000,2022-02-22 00:00:00,LTX/USDT,0.505,0.578,0.49,0.5516,284191.87083246,151236.644998957895
1645401600,2022-02-21 00:00:00,LTX/USDT,0.5135,0.592,0.5023,0.5049,560298.93345212,309817.037568387844
1645315200,2022-02-20 00:00:00,LTX/USDT,0.6116,0.6209,0.4938,0.5135,943573.66309353,504027.546101287895
1645228800,2022-02-19 00:00:00,LTX/USDT,0.6481,0.6587,0.6053,0.612,137562.04077868,85976.767606453521
1645142400,2022-02-18 00:00:00,LTX/USDT,0.6743,0.6883,0.6376,0.6493,340473.30788532,223751.640672894895
1645056000,2022-02-17 00:00:00,LTX/USDT,0.7234,0.7355,0.64,0.676,273527.06661593,191383.929693154848
1644969600,2022-02-16 00:00:00,LTX/USDT,0.7245,0.7425,0.721,0.7259,101032.32796767,73760.891434515857
1644883200,2022-02-15 00:00:00,LTX/USDT,0.6958,0.7465,0.6932,0.7246,162525.44670164,117558.187585670956
1644796800,2022-02-14 00:00:00,LTX/USDT,0.7093,0.7135,0.6771,0.6958,296842.55065412,204811.4948096247
1644710400,2022-02-13 00:00:00,LTX/USDT,0.7112,0.7421,0.7069,0.71,199823.33689497,144794.540045964921
1644624000,2022-02-12 00:00:00,LTX/USDT,0.7156,0.7379,0.7003,0.7119,281838.37040493,202734.42846495693
1644537600,2022-02-11 00:00:00,LTX/USDT,0.7415,0.8187,0.7143,0.7162,312890.5476334,233960.133507728447
1644451200,2022-02-10 00:00:00,LTX/USDT,0.7683,0.7767,0.7111,0.742,408168.69397799,304276.007870931603
1644364800,2022-02-09 00:00:00,LTX/USDT,0.735,0.7772,0.726,0.7681,229893.05496525,173646.333385620393
1644278400,2022-02-08 00:00:00,LTX/USDT,0.7773,0.83,0.7146,0.7308,529242.129554,407655.858645517623
1644192000,2022-02-07 00:00:00,LTX/USDT,0.7136,0.7922,0.7099,0.7773,615394.9740777,466048.796641801194
1644105600,2022-02-06 00:00:00,LTX/USDT,0.7249,0.7306,0.7076,0.714,125760.44839775,90292.682738113391
1644019200,2022-02-05 00:00:00,LTX/USDT,0.7151,0.7437,0.7069,0.7205,195368.80619308,141288.795565347053
1643932800,2022-02-04 00:00:00,LTX/USDT,0.6376,0.75,0.6374,0.7143,469619.5978693,327022.858076231437
1643846400,2022-02-03 00:00:00,LTX/USDT,0.6271,0.6593,0.6046,0.6406,343565.40726142,218224.582699045283
1643760000,2022-02-02 00:00:00,LTX/USDT,0.6521,0.6785,0.6208,0.6281,218249.30568265,142701.353038697088
1643673600,2022-02-01 00:00:00,LTX/USDT,0.646,0.6649,0.6261,0.6525,395927.87162462,255225.582720260225
1643587200,2022-01-31 00:00:00,LTX/USDT,0.6282,0.672,0.6003,0.6488,374727.16237896,235544.17647829848
1643500800,2022-01-30 00:00:00,LTX/USDT,0.62,0.65,0.6197,0.63,133746.10494545,84666.101119666251
