https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAHA,Volume USDT
1663462800,2022-09-18 01:00:00,MAHA/USDT,1.053,1.0552,1.0411,1.0474,908.6281,952.48892025
1663459200,2022-09-18 00:00:00,MAHA/USDT,1.0556,1.0626,1.0467,1.0558,11773.5875,12438.34693681
1663455600,2022-09-17 23:00:00,MAHA/USDT,1.0526,1.0612,1.0456,1.0606,15579.7129,16443.00120648
1663452000,2022-09-17 22:00:00,MAHA/USDT,1.0384,1.0578,1.0342,1.0564,10931.1995,11446.19942811
1663448400,2022-09-17 21:00:00,MAHA/USDT,1.0391,1.0506,1.0364,1.0431,18503.96,19294.60286864
1663444800,2022-09-17 20:00:00,MAHA/USDT,1.03,1.0498,1.0239,1.044,8101.9491,8412.6163266
1663441200,2022-09-17 19:00:00,MAHA/USDT,1.0387,1.0435,1.0251,1.0329,6340.3205,6561.10906429
1663437600,2022-09-17 18:00:00,MAHA/USDT,1.046,1.0611,1.0301,1.0425,6911.9073,7251.28662648
1663434000,2022-09-17 17:00:00,MAHA/USDT,1.0071,1.0497,1.0017,1.046,14700.1291,15045.52507486
1663430400,2022-09-17 16:00:00,MAHA/USDT,1.0144,1.0188,1.0022,1.0116,4948.4,4992.29031623
1663426800,2022-09-17 15:00:00,MAHA/USDT,1.0294,1.0309,1.0079,1.0162,705.5289,721.37040021
1663423200,2022-09-17 14:00:00,MAHA/USDT,1.0237,1.0309,1.0187,1.0304,834.2289,857.53916076
1663419600,2022-09-17 13:00:00,MAHA/USDT,1.0112,1.029,1.0112,1.028,2428.3037,2484.98787702
1663416000,2022-09-17 12:00:00,MAHA/USDT,1.0083,1.0177,1.0081,1.0177,284.6158,288.29924166
1663412400,2022-09-17 11:00:00,MAHA/USDT,1.007,1.0115,1.007,1.0115,344.8764,347.43760413
1663408800,2022-09-17 10:00:00,MAHA/USDT,1.0059,1.0217,1.0001,1.0082,1068.8195,1078.41677168
1663405200,2022-09-17 09:00:00,MAHA/USDT,1.0021,1.0089,0.9996,1.0059,2607.482,2619.86375148
1663401600,2022-09-17 08:00:00,MAHA/USDT,1.0051,1.0086,0.9974,1.0061,1522.3757,1527.0409829
1663398000,2022-09-17 07:00:00,MAHA/USDT,1.004,1.0056,0.9996,1.0051,47.5097,47.60922474
1663394400,2022-09-17 06:00:00,MAHA/USDT,1.0136,1.021,0.9985,1.0071,6335.207,6428.73784707
1663390800,2022-09-17 05:00:00,MAHA/USDT,1.0184,1.021,1.0117,1.0176,2022.975,2054.77159593
1663387200,2022-09-17 04:00:00,MAHA/USDT,1.0122,1.0232,1.0117,1.0232,8240.8105,8384.11969088
1663383600,2022-09-17 03:00:00,MAHA/USDT,1.0201,1.0226,1.007,1.0163,5922.07,6014.02136577
1663380000,2022-09-17 02:00:00,MAHA/USDT,1.0146,1.0232,1.0093,1.015,4985.0071,5071.80031602
1663376400,2022-09-17 01:00:00,MAHA/USDT,0.9998,1.0194,0.9971,1.0191,5349.2823,5378.40189182
1663372800,2022-09-17 00:00:00,MAHA/USDT,0.993,1.0055,0.9888,1.0046,9993.1514,9966.95537208
1663369200,2022-09-16 23:00:00,MAHA/USDT,0.9939,1.0024,0.9882,0.9971,14900.9662,14850.28771045
1663365600,2022-09-16 22:00:00,MAHA/USDT,1.0028,1.0118,0.9901,0.9988,14301.8697,14323.26920872
1663362000,2022-09-16 21:00:00,MAHA/USDT,1.011,1.0136,0.997,1.0081,14309.0372,14381.06364687
1663358400,2022-09-16 20:00:00,MAHA/USDT,1.0014,1.0159,0.9882,1.0073,13449.4789,13530.31117974
1663354800,2022-09-16 19:00:00,MAHA/USDT,1.004,1.0083,0.9878,1.0014,8217.1534,8218.62223797
1663351200,2022-09-16 18:00:00,MAHA/USDT,1.0078,1.0162,0.9948,0.9985,8417.2834,8465.52082445
1663347600,2022-09-16 17:00:00,MAHA/USDT,1.0396,1.0474,0.9873,1.0115,14587.4601,14760.74534417
1663344000,2022-09-16 16:00:00,MAHA/USDT,1.0325,1.0547,1.0271,1.0438,5432.7027,5650.12906296
1663340400,2022-09-16 15:00:00,MAHA/USDT,1.0381,1.0474,1.0325,1.0325,647.3971,672.28134798
1663336800,2022-09-16 14:00:00,MAHA/USDT,1.046,1.0585,1.0382,1.0443,574.7946,601.85800008
1663333200,2022-09-16 13:00:00,MAHA/USDT,1.0443,1.0613,1.0335,1.0559,2465.8569,2574.44160081
1663329600,2022-09-16 12:00:00,MAHA/USDT,1.0555,1.0614,1.0396,1.05,394.0251,415.67468329
1663326000,2022-09-16 11:00:00,MAHA/USDT,1.0232,1.0609,1.0179,1.0609,1029.6969,1068.68060814
1663322400,2022-09-16 10:00:00,MAHA/USDT,1.0308,1.0342,1.023,1.0233,186.978,192.13007136
1663318800,2022-09-16 09:00:00,MAHA/USDT,1.0391,1.0402,1.0198,1.0326,675.5638,699.01154832
1663315200,2022-09-16 08:00:00,MAHA/USDT,1.0632,1.0671,1.0317,1.0415,4006.9285,4164.87539283
1663311600,2022-09-16 07:00:00,MAHA/USDT,1.0707,1.0707,1.062,1.069,322.4821,342.66715388
1663308000,2022-09-16 06:00:00,MAHA/USDT,1.0759,1.0759,1.0707,1.0759,13.673,14.70646782
1663304400,2022-09-16 05:00:00,MAHA/USDT,1.1001,1.1057,1.0668,1.0707,6379.3931,6874.49200613
1663300800,2022-09-16 04:00:00,MAHA/USDT,1.0537,1.1297,1.0501,1.1001,7226.998,7968.49329808
1663297200,2022-09-16 03:00:00,MAHA/USDT,1.0396,1.0657,1.035,1.0583,5719.5495,6034.67820058
1663293600,2022-09-16 02:00:00,MAHA/USDT,1.0453,1.0568,1.0346,1.0438,7808.8065,8164.51180184
1663290000,2022-09-16 01:00:00,MAHA/USDT,1.0404,1.0609,1.0298,1.0453,8757.3453,9181.14604721
1663286400,2022-09-16 00:00:00,MAHA/USDT,1.0444,1.0579,1.0347,1.0494,7108.4681,7433.38022849
1663282800,2022-09-15 23:00:00,MAHA/USDT,1.0351,1.05,1.0242,1.05,10084.9116,10476.13941107
1663279200,2022-09-15 22:00:00,MAHA/USDT,1.0132,1.0608,1.0029,1.0421,2805.5225,2937.72468004
1663275600,2022-09-15 21:00:00,MAHA/USDT,1.0196,1.0196,1.0011,1.0029,2473.3324,2486.8304522
1663272000,2022-09-15 20:00:00,MAHA/USDT,1.0501,1.0508,1.0196,1.0248,958.4105,987.99357236
1663268400,2022-09-15 19:00:00,MAHA/USDT,1.0353,1.1107,1.0207,1.0589,3270.5473,3544.36780745
1663264800,2022-09-15 18:00:00,MAHA/USDT,1.1102,1.1127,1.0321,1.0375,10240.0779,10861.36829503
1663261200,2022-09-15 17:00:00,MAHA/USDT,1.0788,1.239,1.035,1.1108,38423.4278,43201.38945423
1663257600,2022-09-15 16:00:00,MAHA/USDT,0.9799,1.1999,0.9739,1.0788,21764.1785,22940.72844262
1663254000,2022-09-15 15:00:00,MAHA/USDT,0.9734,0.98,0.9725,0.9799,61.4101,59.88903271
1663250400,2022-09-15 14:00:00,MAHA/USDT,0.9588,0.9788,0.955,0.9734,1477.7176,1419.16276861
1663246800,2022-09-15 13:00:00,MAHA/USDT,0.9566,0.9627,0.9551,0.962,3292.7381,3156.56078428
1663243200,2022-09-15 12:00:00,MAHA/USDT,0.9822,0.9822,0.9544,0.9587,661.2036,638.65322423
1663239600,2022-09-15 11:00:00,MAHA/USDT,1.002,1.002,0.9808,0.9852,631.3494,626.76882221
1663236000,2022-09-15 10:00:00,MAHA/USDT,1.0009,1.0037,0.9937,1.002,251.2303,251.4671623
1663232400,2022-09-15 09:00:00,MAHA/USDT,1.0066,1.0066,1.0004,1.0039,43.2212,43.41153404
1663228800,2022-09-15 08:00:00,MAHA/USDT,1.0152,1.0152,1.0057,1.0082,36.4706,36.82266583
1663225200,2022-09-15 07:00:00,MAHA/USDT,0.991,1.0566,0.99,1.0156,11353.2466,11514.31646665
1663221600,2022-09-15 06:00:00,MAHA/USDT,0.9825,0.997,0.982,0.997,1355.5411,1340.75689181
1663218000,2022-09-15 05:00:00,MAHA/USDT,0.9678,0.9884,0.9632,0.9883,1602.483,1553.48533334
1663214400,2022-09-15 04:00:00,MAHA/USDT,0.9725,0.9753,0.9631,0.9636,916.4943,886.98327956
1663210800,2022-09-15 03:00:00,MAHA/USDT,0.9771,0.9799,0.9655,0.9725,465.8242,453.63055655
1663207200,2022-09-15 02:00:00,MAHA/USDT,0.9832,0.9884,0.9748,0.977,3503.2803,3445.40348582
1663203600,2022-09-15 01:00:00,MAHA/USDT,0.9831,0.9884,0.9803,0.9876,7653.5889,7538.79606141
1663200000,2022-09-15 00:00:00,MAHA/USDT,0.9995,0.9995,0.9654,0.9878,10831.9071,10649.9916752
1663196400,2022-09-14 23:00:00,MAHA/USDT,0.9493,1,0.9444,0.9965,15864.9038,15362.81950899
1663192800,2022-09-14 22:00:00,MAHA/USDT,0.9563,0.9571,0.9336,0.9453,7613.3216,7199.37960501
1663189200,2022-09-14 21:00:00,MAHA/USDT,0.9677,0.9747,0.9386,0.9528,23993.2439,22937.4420962
1663185600,2022-09-14 20:00:00,MAHA/USDT,0.9702,0.9739,0.9645,0.9722,17209.301,16686.29241834
1663182000,2022-09-14 19:00:00,MAHA/USDT,0.9554,0.9713,0.9503,0.966,10603.6814,10221.90488427
1663178400,2022-09-14 18:00:00,MAHA/USDT,0.9567,0.9634,0.9474,0.9594,10501.9372,10049.66851492
1663174800,2022-09-14 17:00:00,MAHA/USDT,0.9547,0.9626,0.9523,0.9573,576.6476,552.58929104
1663171200,2022-09-14 16:00:00,MAHA/USDT,0.9449,0.9612,0.9348,0.9537,14234.0499,13524.6995866
1663167600,2022-09-14 15:00:00,MAHA/USDT,0.9593,0.9644,0.9382,0.9486,8578.9438,8133.13166275
1663164000,2022-09-14 14:00:00,MAHA/USDT,0.9582,0.9648,0.9547,0.9638,2296.8438,2211.14172774
1663160400,2022-09-14 13:00:00,MAHA/USDT,0.9584,0.9656,0.9507,0.964,7503.0169,7202.19161729
1663156800,2022-09-14 12:00:00,MAHA/USDT,0.9848,0.9849,0.9507,0.9643,6174.91,5941.36217182
1663153200,2022-09-14 11:00:00,MAHA/USDT,0.9962,0.9962,0.9741,0.9844,2913.8857,2862.60532955
1663149600,2022-09-14 10:00:00,MAHA/USDT,0.997,1.0013,0.9904,0.9965,1686.6612,1678.22350257
1663146000,2022-09-14 09:00:00,MAHA/USDT,0.9975,1.0033,0.9918,1.0013,2576.7479,2570.80075662
1663142400,2022-09-14 08:00:00,MAHA/USDT,0.9995,1.0033,0.9933,0.9978,2051.6807,2050.61767501
1663138800,2022-09-14 07:00:00,MAHA/USDT,1.0128,1.0213,0.9954,1.0028,2499.7539,2518.90607912
1663135200,2022-09-14 06:00:00,MAHA/USDT,1.0036,1.0168,1,1.0168,1248.5629,1260.23092267
1663131600,2022-09-14 05:00:00,MAHA/USDT,0.9985,1.0035,0.9942,1.0035,1373.8101,1374.31168872
1663128000,2022-09-14 04:00:00,MAHA/USDT,0.9968,1.0026,0.9938,1.0026,1075.8178,1075.32217451
1663124400,2022-09-14 03:00:00,MAHA/USDT,0.9942,0.9947,0.9844,0.9938,291.2849,288.70455976
1663120800,2022-09-14 02:00:00,MAHA/USDT,0.9853,0.9942,0.9807,0.9942,3274.3712,3233.71872965
1663117200,2022-09-14 01:00:00,MAHA/USDT,0.9847,0.9947,0.9805,0.9896,8319.5876,8217.05704679
1663113600,2022-09-14 00:00:00,MAHA/USDT,0.987,0.9968,0.9784,0.9904,14696.5214,14544.14026092
1663110000,2022-09-13 23:00:00,MAHA/USDT,0.9986,1.0037,0.987,0.987,4528.1214,4513.06400511
1663106400,2022-09-13 22:00:00,MAHA/USDT,1.0021,1.0068,0.9935,1.0049,13661.7728,13660.48621696
1663102800,2022-09-13 21:00:00,MAHA/USDT,0.9966,1.0045,0.9915,1.0023,19531.3308,19497.47832611
1663099200,2022-09-13 20:00:00,MAHA/USDT,1.0001,1.0092,0.9873,1.0015,15526.3133,15519.38956387
1663095600,2022-09-13 19:00:00,MAHA/USDT,1.0035,1.0078,0.9927,1.0049,15136.2028,15137.50011421
1663092000,2022-09-13 18:00:00,MAHA/USDT,0.9962,1.0057,0.9891,1.0035,6948.2314,6949.55677897
1663088400,2022-09-13 17:00:00,MAHA/USDT,0.9904,0.9992,0.9844,0.9891,3739.0504,3710.90558087
1663084800,2022-09-13 16:00:00,MAHA/USDT,0.9902,0.9994,0.9845,0.9941,12750.3044,12659.84510399
1663081200,2022-09-13 15:00:00,MAHA/USDT,0.9905,0.9977,0.9775,0.9963,8454.2371,8349.63163165
1663077600,2022-09-13 14:00:00,MAHA/USDT,0.9907,0.9965,0.985,0.993,2299.2339,2275.30966204
1663074000,2022-09-13 13:00:00,MAHA/USDT,1.0023,1.0023,0.985,0.9924,5204.3326,5173.31260261
1663070400,2022-09-13 12:00:00,MAHA/USDT,1.0691,1.0693,0.985,1.005,8295.8595,8343.30319128
1663066800,2022-09-13 11:00:00,MAHA/USDT,1.0964,1.0969,1.0474,1.0693,2776.1946,2950.25555052
1663063200,2022-09-13 10:00:00,MAHA/USDT,1.1029,1.1074,1.0891,1.0931,566.9556,621.99572465
1663059600,2022-09-13 09:00:00,MAHA/USDT,1.0373,1.1074,1.0301,1.1074,3653.8918,3904.14149017
1663056000,2022-09-13 08:00:00,MAHA/USDT,1.0402,1.0423,1.0198,1.0296,2059.8658,2118.60022574
1663052400,2022-09-13 07:00:00,MAHA/USDT,1.0748,1.0755,1.0391,1.0447,2572.1917,2738.3921624
1663048800,2022-09-13 06:00:00,MAHA/USDT,1.0794,1.0885,1.0747,1.0747,463.0051,500.9798761
1663045200,2022-09-13 05:00:00,MAHA/USDT,1.0845,1.089,1.0793,1.0877,600.6473,651.77063394
1663041600,2022-09-13 04:00:00,MAHA/USDT,1.0851,1.089,1.0788,1.0881,1758.5472,1903.93276449
1663038000,2022-09-13 03:00:00,MAHA/USDT,1.0762,1.0858,1.0717,1.0842,446.9543,482.36605198
1663034400,2022-09-13 02:00:00,MAHA/USDT,1.0811,1.0811,1.0717,1.0757,163.3626,175.82234815
1663030800,2022-09-13 01:00:00,MAHA/USDT,1.0748,1.0816,1.0701,1.0811,10323.2441,11112.80126193
1663027200,2022-09-13 00:00:00,MAHA/USDT,1.0745,1.0858,1.0721,1.0808,6099.5474,6572.69320431
1663023600,2022-09-12 23:00:00,MAHA/USDT,1.087,1.0929,1.0697,1.0808,11641.966,12551.45064978
1663020000,2022-09-12 22:00:00,MAHA/USDT,1.0616,1.0973,1.0599,1.0879,12643.8177,13662.17453791
1663016400,2022-09-12 21:00:00,MAHA/USDT,1.0715,1.0787,1.0574,1.0673,9482.1387,10147.43403988
1663012800,2022-09-12 20:00:00,MAHA/USDT,1.0778,1.0856,1.0524,1.0664,19727.6683,21152.30007189
1663009200,2022-09-12 19:00:00,MAHA/USDT,1.045,1.0836,1.0438,1.0778,16002.1658,16993.68507338
1663005600,2022-09-12 18:00:00,MAHA/USDT,1.0382,1.0533,1.0361,1.05,7283.7757,7599.3037025
1663002000,2022-09-12 17:00:00,MAHA/USDT,1.035,1.0451,1.03,1.0451,4758.1193,4938.28940897
1662998400,2022-09-12 16:00:00,MAHA/USDT,1.0243,1.0342,1.0202,1.0342,8550.5782,8773.25829894
1662994800,2022-09-12 15:00:00,MAHA/USDT,1.0222,1.0333,1.0189,1.0313,11795.54,12088.63493546
1662991200,2022-09-12 14:00:00,MAHA/USDT,1.0426,1.0606,1.0202,1.0206,2122.8179,2211.9852094
1662987600,2022-09-12 13:00:00,MAHA/USDT,1.0016,1.0584,1.0016,1.052,5344.8073,5536.67305273
1662984000,2022-09-12 12:00:00,MAHA/USDT,1.0128,1.0199,1.0003,1.0035,594.869,600.20219972
1662980400,2022-09-12 11:00:00,MAHA/USDT,1.0092,1.0201,1.0001,1.02,1193.6676,1208.72869518
1662976800,2022-09-12 10:00:00,MAHA/USDT,1.0022,1.0094,0.9993,1.0092,439.3475,442.36375493
1662973200,2022-09-12 09:00:00,MAHA/USDT,0.995,1.0008,0.99,1.0008,939.0585,934.87572474
1662969600,2022-09-12 08:00:00,MAHA/USDT,1.0332,1.0335,0.9841,0.9968,5368.1708,5312.82068096
1662966000,2022-09-12 07:00:00,MAHA/USDT,1.0301,1.0332,1.0249,1.0332,155.0212,159.68998911
1662962400,2022-09-12 06:00:00,MAHA/USDT,1.031,1.0338,1.0282,1.0303,95.4548,98.51161584
1662958800,2022-09-12 05:00:00,MAHA/USDT,1.034,1.0349,1.0268,1.0338,634.9142,656.47426024
1662955200,2022-09-12 04:00:00,MAHA/USDT,1.03,1.0329,1.03,1.0329,1645.01,1694.5251464
1662951600,2022-09-12 03:00:00,MAHA/USDT,1.0274,1.0318,1.0239,1.0318,332.7533,342.23235364
1662948000,2022-09-12 02:00:00,MAHA/USDT,1.0291,1.0336,1.026,1.0313,586.6002,604.19326405
1662944400,2022-09-12 01:00:00,MAHA/USDT,1.0242,1.0352,1.0218,1.0328,2614.9353,2682.78420204
1662940800,2022-09-12 00:00:00,MAHA/USDT,1.023,1.0334,1.0201,1.0287,13440.511,13778.6009334
1662937200,2022-09-11 23:00:00,MAHA/USDT,1.0304,1.0334,1.0201,1.0263,13860.5327,14215.17552032
1662933600,2022-09-11 22:00:00,MAHA/USDT,1.0206,1.0352,1.02,1.0304,12595.4933,12941.11172149
1662930000,2022-09-11 21:00:00,MAHA/USDT,0.9926,1.0305,0.9925,1.0226,6277.992,6268.3977763
1662926400,2022-09-11 20:00:00,MAHA/USDT,0.9905,1.0026,0.9885,0.9975,16688.1321,16587.34892894
1662922800,2022-09-11 19:00:00,MAHA/USDT,0.9895,0.9987,0.9871,0.9964,21015.0439,20851.36507911
1662919200,2022-09-11 18:00:00,MAHA/USDT,0.997,1.0086,0.9871,0.9963,10898.6112,10878.07957672
1662915600,2022-09-11 17:00:00,MAHA/USDT,0.997,1.0057,0.9942,1.0032,6246.2776,6243.85278132
1662912000,2022-09-11 16:00:00,MAHA/USDT,0.9933,1.0056,0.991,1.0032,6255.0882,6234.6019538
1662908400,2022-09-11 15:00:00,MAHA/USDT,0.9934,1.0083,0.9838,0.9987,21853.2792,21824.16639173
1662904800,2022-09-11 14:00:00,MAHA/USDT,0.9932,1,0.9885,0.9995,3808.4848,3794.97132536
1662901200,2022-09-11 13:00:00,MAHA/USDT,0.9874,0.9983,0.9848,0.9963,2131.7415,2117.57921716
1662897600,2022-09-11 12:00:00,MAHA/USDT,0.996,0.9998,0.9811,0.9942,583.86,578.58227618
1662894000,2022-09-11 11:00:00,MAHA/USDT,0.9962,0.9998,0.9937,0.9996,1156.4813,1153.45150304
1662890400,2022-09-11 10:00:00,MAHA/USDT,0.9961,0.9966,0.9866,0.9932,315.4588,313.80365067
1662886800,2022-09-11 09:00:00,MAHA/USDT,0.9966,0.9967,0.9906,0.9954,196.6779,195.57243599
1662883200,2022-09-11 08:00:00,MAHA/USDT,0.9965,0.9998,0.9891,0.9998,478.9666,477.77229259
1662879600,2022-09-11 07:00:00,MAHA/USDT,0.9797,0.9968,0.9769,0.9965,1049.9188,1037.29167493
1662876000,2022-09-11 06:00:00,MAHA/USDT,0.9832,0.9882,0.9767,0.9838,2038.4046,2000.23037088
1662872400,2022-09-11 05:00:00,MAHA/USDT,0.9806,0.9875,0.9776,0.982,95.5632,93.9010647
1662868800,2022-09-11 04:00:00,MAHA/USDT,0.985,0.9868,0.9769,0.9868,576.8058,568.04745065
1662865200,2022-09-11 03:00:00,MAHA/USDT,0.983,0.985,0.983,0.985,10.0138,9.8500434
