https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAHA,Volume USDT
1662861600,2022-09-11 02:00:00,MAHA/USDT,0.9774,0.9829,0.9774,0.9829,135.8735,133.24340422
1662858000,2022-09-11 01:00:00,MAHA/USDT,0.9761,0.9761,0.9761,0.9761,0,0
1662854400,2022-09-11 00:00:00,MAHA/USDT,0.9973,1.0075,0.9717,0.9761,12156.1437,11959.92548291
1662850800,2022-09-10 23:00:00,MAHA/USDT,0.9952,1.0075,0.9913,0.9984,12798.3879,12820.37545104
1662847200,2022-09-10 22:00:00,MAHA/USDT,1.0036,1.0073,0.9901,1.0002,15111.9398,15125.86252003
1662843600,2022-09-10 21:00:00,MAHA/USDT,1.0017,1.01,0.997,1.0053,5606.2454,5625.53929285
1662840000,2022-09-10 20:00:00,MAHA/USDT,0.9945,1.0092,0.9919,1.0081,17378.8073,17406.58573246
1662836400,2022-09-10 19:00:00,MAHA/USDT,0.992,1.0092,0.987,0.998,19549.2615,19525.96427086
1662832800,2022-09-10 18:00:00,MAHA/USDT,0.996,1,0.9891,0.9963,11691.5616,11618.65598299
1662829200,2022-09-10 17:00:00,MAHA/USDT,0.9961,1,0.987,0.9976,9784.2118,9727.21750338
1662825600,2022-09-10 16:00:00,MAHA/USDT,1.0007,1.0034,0.9918,0.9999,1007.0518,1004.73614044
1662822000,2022-09-10 15:00:00,MAHA/USDT,0.9914,1.0098,0.9891,1.0007,22001.4995,21960.2022417
1662818400,2022-09-10 14:00:00,MAHA/USDT,1,1,0.9872,0.9974,8602.1867,8538.88388365
1662814800,2022-09-10 13:00:00,MAHA/USDT,1.0092,1.0182,0.9958,1.0047,7939.1189,8022.2055285
1662811200,2022-09-10 12:00:00,MAHA/USDT,1.0147,1.0199,1.0069,1.0141,3007.8895,3040.1316183
1662807600,2022-09-10 11:00:00,MAHA/USDT,1.0112,1.0196,1.0086,1.0196,997.6466,1012.44978894
1662804000,2022-09-10 10:00:00,MAHA/USDT,1.0137,1.0191,1.0076,1.0169,283.6007,286.88513468
1662800400,2022-09-10 09:00:00,MAHA/USDT,1.0129,1.0184,1.0078,1.0159,342.6789,347.73550572
1662796800,2022-09-10 08:00:00,MAHA/USDT,1.0136,1.0209,1.0077,1.0184,514.6757,522.31105221
1662793200,2022-09-10 07:00:00,MAHA/USDT,1.0167,1.0212,1.0114,1.0144,244.9525,248.92761813
1662789600,2022-09-10 06:00:00,MAHA/USDT,1.0202,1.0288,1.0141,1.017,2927.6518,2991.83316207
1662786000,2022-09-10 05:00:00,MAHA/USDT,1.0125,1.0294,1.0114,1.0285,3752.2168,3824.93649864
1662782400,2022-09-10 04:00:00,MAHA/USDT,1.0077,1.0195,1.0065,1.0195,1973.5045,1999.0685977
1662778800,2022-09-10 03:00:00,MAHA/USDT,1.0093,1.0137,1.0041,1.0137,217.2543,219.08384942
1662775200,2022-09-10 02:00:00,MAHA/USDT,1.0178,1.0184,1.0005,1.0046,583.9141,591.31032155
1662771600,2022-09-10 01:00:00,MAHA/USDT,1.0042,1.0184,1.0037,1.0165,598.0357,604.49263401
1662768000,2022-09-10 00:00:00,MAHA/USDT,1.0039,1.0124,1.0007,1.0093,3337.7672,3359.08268417
1662764400,2022-09-09 23:00:00,MAHA/USDT,0.9916,1.0114,0.9874,1.0093,10264.7522,10254.23788533
1662760800,2022-09-09 22:00:00,MAHA/USDT,0.9918,1.0026,0.9872,0.9979,11736.6751,11675.17777741
1662757200,2022-09-09 21:00:00,MAHA/USDT,1.0065,1.0119,0.9872,0.9968,11337.3011,11308.2584215
1662753600,2022-09-09 20:00:00,MAHA/USDT,1.0178,1.0217,1.0034,1.0119,16931.3983,17154.35785968
1662750000,2022-09-09 19:00:00,MAHA/USDT,1.0224,1.0299,1.0177,1.0217,14725.7503,15064.79453294
1662746400,2022-09-09 18:00:00,MAHA/USDT,1.0314,1.0315,1.0186,1.0224,17451.6306,17873.49462398
1662742800,2022-09-09 17:00:00,MAHA/USDT,1.0396,1.0442,1.027,1.0374,9547.9498,9884.65112815
1662739200,2022-09-09 16:00:00,MAHA/USDT,1.0421,1.0442,1.0351,1.0442,192.5694,200.13593519
1662735600,2022-09-09 15:00:00,MAHA/USDT,1.0026,1.1053,1.0026,1.0414,4281.5294,4423.32649209
1662732000,2022-09-09 14:00:00,MAHA/USDT,1.0031,1.0172,0.9525,0.9998,25995.5011,25822.32405258
1662728400,2022-09-09 13:00:00,MAHA/USDT,1.0153,1.0215,1,1.008,5276.6575,5338.78692193
1662724800,2022-09-09 12:00:00,MAHA/USDT,1.0186,1.0286,0.9994,1.019,3370.4544,3431.29725854
1662721200,2022-09-09 11:00:00,MAHA/USDT,1.019,1.0196,1.0092,1.0156,195.3569,198.6788514
1662717600,2022-09-09 10:00:00,MAHA/USDT,1.0228,1.0295,1.0018,1.0192,1034.6184,1047.52810381
1662714000,2022-09-09 09:00:00,MAHA/USDT,1.0194,1.0294,1.0172,1.0294,124.7734,127.57513524
1662710400,2022-09-09 08:00:00,MAHA/USDT,1.0077,1.0294,1.0077,1.0189,1117.1053,1146.4419319
1662706800,2022-09-09 07:00:00,MAHA/USDT,1.0078,1.0086,1.0028,1.0086,94.9632,95.50483871
1662703200,2022-09-09 06:00:00,MAHA/USDT,0.993,1.0116,0.9907,1.004,553.0733,555.23646904
1662699600,2022-09-09 05:00:00,MAHA/USDT,0.9804,0.9992,0.9711,0.9953,4426.8083,4397.68993436
1662696000,2022-09-09 04:00:00,MAHA/USDT,0.9749,0.9873,0.9725,0.9808,3605.6902,3544.62290926
1662692400,2022-09-09 03:00:00,MAHA/USDT,0.9666,0.9744,0.9609,0.9744,297.3255,287.87626203
1662688800,2022-09-09 02:00:00,MAHA/USDT,0.9619,0.9713,0.9595,0.9647,839.9115,810.74726797
1662685200,2022-09-09 01:00:00,MAHA/USDT,0.9632,0.9681,0.9584,0.9681,374.6033,360.88092172
1662681600,2022-09-09 00:00:00,MAHA/USDT,0.965,0.9683,0.9568,0.9658,935.684,902.15750539
1662678000,2022-09-08 23:00:00,MAHA/USDT,0.9597,0.9716,0.9573,0.9665,11975.3083,11568.03394025
1662674400,2022-09-08 22:00:00,MAHA/USDT,0.9673,0.9731,0.9518,0.9656,12260.8035,11807.14111409
1662670800,2022-09-08 21:00:00,MAHA/USDT,0.9732,0.9788,0.9645,0.9712,12525.2713,12164.86019803
1662667200,2022-09-08 20:00:00,MAHA/USDT,0.9951,0.9995,0.9578,0.977,17736.7392,17413.80549576
1662663600,2022-09-08 19:00:00,MAHA/USDT,0.9802,1.0003,0.977,0.995,7979.7779,7934.7447892
1662660000,2022-09-08 18:00:00,MAHA/USDT,0.9761,0.9844,0.9651,0.982,19602.4583,19154.23189936
1662656400,2022-09-08 17:00:00,MAHA/USDT,0.9609,0.9829,0.9558,0.9816,17950.7447,17429.88382983
1662652800,2022-09-08 16:00:00,MAHA/USDT,0.9657,0.9696,0.9601,0.9655,13950.7382,13450.43235154
1662649200,2022-09-08 15:00:00,MAHA/USDT,0.9611,0.9673,0.9557,0.9612,6468.1939,6212.59050651
1662645600,2022-09-08 14:00:00,MAHA/USDT,0.958,0.9666,0.9544,0.9568,6136.9216,5885.15881148
1662642000,2022-09-08 13:00:00,MAHA/USDT,0.9577,0.9628,0.9544,0.9628,5744.0168,5509.37967556
1662638400,2022-09-08 12:00:00,MAHA/USDT,0.9575,0.9623,0.9458,0.9623,5999.0993,5714.40261596
1662634800,2022-09-08 11:00:00,MAHA/USDT,0.9585,0.9622,0.9535,0.9558,379.6694,362.89370125
1662631200,2022-09-08 10:00:00,MAHA/USDT,0.9549,0.9615,0.9546,0.96,62.4007,59.80432602
1662627600,2022-09-08 09:00:00,MAHA/USDT,0.9604,0.962,0.9549,0.9603,248.3755,238.45789897
1662624000,2022-09-08 08:00:00,MAHA/USDT,0.9554,0.9598,0.9535,0.9598,840.3685,801.73095418
1662620400,2022-09-08 07:00:00,MAHA/USDT,0.9611,0.9634,0.9538,0.9538,72.685,69.66533867
1662616800,2022-09-08 06:00:00,MAHA/USDT,0.9775,0.9775,0.9515,0.9611,3842.0596,3664.17017115
