https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETC,Volume BTC,tradecount
1663545600000,2022-09-19 00:00:00,ETC/BTC,0.00152200,0.00152900,0.00151900,0.00152700,7576.71000000,11.56199021,501
1663459200000,2022-09-18 00:00:00,ETC/BTC,0.00171200,0.00171700,0.00149400,0.00152000,349365.19000000,562.06742389,28707
1663372800000,2022-09-17 00:00:00,ETC/BTC,0.00172000,0.00175800,0.00169200,0.00171200,205559.19000000,352.67153505,18307
1663286400000,2022-09-16 00:00:00,ETC/BTC,0.00181200,0.00181600,0.00166400,0.00172100,749873.08000000,1296.69927510,55226
1663200000000,2022-09-15 00:00:00,ETC/BTC,0.00193900,0.00195800,0.00175000,0.00181200,1113279.38000000,2073.94761721,91610
1663113600000,2022-09-14 00:00:00,ETC/BTC,0.00174900,0.00196500,0.00174200,0.00193900,605179.03000000,1115.10068757,52814
1663027200000,2022-09-13 00:00:00,ETC/BTC,0.00171600,0.00179600,0.00164200,0.00175000,445751.17000000,758.96401211,33467
1662940800000,2022-09-12 00:00:00,ETC/BTC,0.00176500,0.00182600,0.00168500,0.00171600,451256.06000000,785.61400637,32532
1662854400000,2022-09-11 00:00:00,ETC/BTC,0.00181400,0.00181900,0.00174500,0.00176500,204327.78000000,365.80995797,16598
1662768000000,2022-09-10 00:00:00,ETC/BTC,0.00183200,0.00189000,0.00179000,0.00181300,261107.11000000,477.33732416,21033
1662681600000,2022-09-09 00:00:00,ETC/BTC,0.00192200,0.00194000,0.00179600,0.00183300,334820.14000000,628.24364492,27974
1662595200000,2022-09-08 00:00:00,ETC/BTC,0.00193200,0.00195700,0.00186100,0.00192100,376956.88000000,719.40334272,29366
1662508800000,2022-09-07 00:00:00,ETC/BTC,0.00183100,0.00196000,0.00177500,0.00193200,532783.96000000,988.96873597,48446
1662422400000,2022-09-06 00:00:00,ETC/BTC,0.00200200,0.00213900,0.00181400,0.00183100,725091.85000000,1446.29065670,72949
1662336000000,2022-09-05 00:00:00,ETC/BTC,0.00162500,0.00202100,0.00160700,0.00200400,447331.79000000,810.15849036,40228
1662249600000,2022-09-04 00:00:00,ETC/BTC,0.00162500,0.00163200,0.00161100,0.00162200,51016.42000000,82.85355168,4572
1662163200000,2022-09-03 00:00:00,ETC/BTC,0.00162600,0.00163800,0.00161500,0.00162700,31164.35000000,50.79294066,5089
1662076800000,2022-09-02 00:00:00,ETC/BTC,0.00163500,0.00166500,0.00161200,0.00162700,95335.02000000,155.87122111,11370
1661990400000,2022-09-01 00:00:00,ETC/BTC,0.00161700,0.00164000,0.00157600,0.00163500,99379.43000000,159.92792727,11086
1661904000000,2022-08-31 00:00:00,ETC/BTC,0.00163200,0.00165600,0.00160300,0.00161700,112928.40000000,183.91929580,11653
1661817600000,2022-08-30 00:00:00,ETC/BTC,0.00165200,0.00167600,0.00160300,0.00163300,157073.11000000,258.09655597,16821
1661731200000,2022-08-29 00:00:00,ETC/BTC,0.00158200,0.00165900,0.00154800,0.00165300,196762.37000000,315.74289088,19103
1661644800000,2022-08-28 00:00:00,ETC/BTC,0.00164800,0.00166000,0.00155600,0.00158100,140186.04000000,227.27281264,14292
1661558400000,2022-08-27 00:00:00,ETC/BTC,0.00167500,0.00170300,0.00161100,0.00164900,183328.26000000,304.24568088,17870
1661472000000,2022-08-26 00:00:00,ETC/BTC,0.00171900,0.00175500,0.00166000,0.00167400,259333.41000000,442.12889884,26628
1661385600000,2022-08-25 00:00:00,ETC/BTC,0.00165200,0.00176000,0.00165000,0.00172100,202887.59000000,346.24580740,20876
1661299200000,2022-08-24 00:00:00,ETC/BTC,0.00159500,0.00168900,0.00155100,0.00165200,161446.58000000,263.76951645,16274
1661212800000,2022-08-23 00:00:00,ETC/BTC,0.00159200,0.00162000,0.00153800,0.00159500,131694.74000000,207.25497994,14312
1661126400000,2022-08-22 00:00:00,ETC/BTC,0.00156500,0.00159400,0.00149300,0.00159200,123505.40000000,188.53231709,16019
1661040000000,2022-08-21 00:00:00,ETC/BTC,0.00155000,0.00159200,0.00152500,0.00156400,128779.91000000,200.75552322,16670
1660953600000,2022-08-20 00:00:00,ETC/BTC,0.00158000,0.00162200,0.00150000,0.00155000,309460.14000000,488.36545429,28706
1660867200000,2022-08-19 00:00:00,ETC/BTC,0.00170600,0.00171300,0.00153700,0.00158000,760698.16000000,1234.11650681,62323
1660780800000,2022-08-18 00:00:00,ETC/BTC,0.00172700,0.00178800,0.00168300,0.00170500,199334.50000000,347.38530562,24807
1660694400000,2022-08-17 00:00:00,ETC/BTC,0.00167300,0.00176700,0.00165900,0.00172700,240270.76000000,411.56049696,27512
1660608000000,2022-08-16 00:00:00,ETC/BTC,0.00174000,0.00175200,0.00165700,0.00167300,194676.37000000,330.82390296,19229
1660521600000,2022-08-15 00:00:00,ETC/BTC,0.00170900,0.00176100,0.00167900,0.00174000,177236.51000000,304.42639285,21269
1660435200000,2022-08-14 00:00:00,ETC/BTC,0.00178100,0.00179400,0.00167400,0.00170900,183066.35000000,316.76279560,22515
1660348800000,2022-08-13 00:00:00,ETC/BTC,0.00177800,0.00184500,0.00174800,0.00178100,216418.29000000,389.83300046,26114
1660262400000,2022-08-12 00:00:00,ETC/BTC,0.00175800,0.00181800,0.00171900,0.00177700,299913.48000000,527.62072972,32502
1660176000000,2022-08-11 00:00:00,ETC/BTC,0.00162000,0.00184600,0.00156800,0.00175900,678408.09000000,1179.34306491,63618
1660089600000,2022-08-10 00:00:00,ETC/BTC,0.00157300,0.00166700,0.00156900,0.00162100,401600.59000000,650.53438529,35408
1660003200000,2022-08-09 00:00:00,ETC/BTC,0.00159800,0.00160500,0.00153700,0.00157300,190347.90000000,298.72429100,18083
1659916800000,2022-08-08 00:00:00,ETC/BTC,0.00162700,0.00164700,0.00155800,0.00159800,248270.49000000,398.75949082,22177
1659830400000,2022-08-07 00:00:00,ETC/BTC,0.00164700,0.00166200,0.00160500,0.00162800,150433.82000000,246.56029577,15233
1659744000000,2022-08-06 00:00:00,ETC/BTC,0.00164300,0.00170000,0.00160800,0.00164700,337320.43000000,557.40252715,25977
1659657600000,2022-08-05 00:00:00,ETC/BTC,0.00153800,0.00164900,0.00153500,0.00164300,302263.99000000,482.96530688,25872
1659571200000,2022-08-04 00:00:00,ETC/BTC,0.00157600,0.00159800,0.00151200,0.00153800,157498.36000000,244.93961040,19032
1659484800000,2022-08-03 00:00:00,ETC/BTC,0.00158900,0.00163500,0.00154500,0.00157600,336869.07000000,538.23035384,32314
1659398400000,2022-08-02 00:00:00,ETC/BTC,0.00150300,0.00166500,0.00140900,0.00158800,630886.53000000,973.49798544,52719
1659312000000,2022-08-01 00:00:00,ETC/BTC,0.00156000,0.00160900,0.00146500,0.00150300,472071.28000000,730.70571808,38253
1659225600000,2022-07-31 00:00:00,ETC/BTC,0.00166800,0.00174100,0.00153400,0.00156000,513882.85000000,852.85636873,38858
1659139200000,2022-07-30 00:00:00,ETC/BTC,0.00170200,0.00172900,0.00158800,0.00166800,504543.02000000,834.96742066,42846
1659052800000,2022-07-29 00:00:00,ETC/BTC,0.00171100,0.00186600,0.00159000,0.00170300,1285756.07000000,2226.41682858,102470
1658966400000,2022-07-28 00:00:00,ETC/BTC,0.00143300,0.00177300,0.00139700,0.00171100,1036303.88000000,1632.36353195,86848
1658880000000,2022-07-27 00:00:00,ETC/BTC,0.00118300,0.00147500,0.00117900,0.00143400,775985.39000000,1016.20329553,46357
1658793600000,2022-07-26 00:00:00,ETC/BTC,0.00109200,0.00118700,0.00108800,0.00118300,239714.26000000,269.60945481,13631
1658707200000,2022-07-25 00:00:00,ETC/BTC,0.00113100,0.00116000,0.00108500,0.00109100,215805.60000000,241.07751540,13208
1658620800000,2022-07-24 00:00:00,ETC/BTC,0.00113800,0.00118400,0.00112300,0.00113200,187045.77000000,214.42697519,13530
1658534400000,2022-07-23 00:00:00,ETC/BTC,0.00109800,0.00122900,0.00109000,0.00113800,470704.89000000,551.71291016,31706
1658448000000,2022-07-22 00:00:00,ETC/BTC,0.00113500,0.00115500,0.00106500,0.00109700,329224.20000000,366.88563948,21052
1658361600000,2022-07-21 00:00:00,ETC/BTC,0.00100500,0.00113900,0.00097700,0.00113500,319195.98000000,334.58332640,19102
1658275200000,2022-07-20 00:00:00,ETC/BTC,0.00108000,0.00109200,0.00099400,0.00100500,389545.67000000,407.72076758,25845
1658188800000,2022-07-19 00:00:00,ETC/BTC,0.00112600,0.00122000,0.00107600,0.00107900,896093.33000000,1030.47361355,57279
1658102400000,2022-07-18 00:00:00,ETC/BTC,0.00092600,0.00115300,0.00092600,0.00112600,596457.02000000,611.82139542,40341
1658016000000,2022-07-17 00:00:00,ETC/BTC,0.00081700,0.00098000,0.00079700,0.00092500,608595.22000000,546.89413169,33665
1657929600000,2022-07-16 00:00:00,ETC/BTC,0.00072300,0.00082300,0.00071200,0.00081500,127558.69000000,98.67489525,7682
1657843200000,2022-07-15 00:00:00,ETC/BTC,0.00071500,0.00072700,0.00070900,0.00072300,55950.95000000,40.03698013,2983
1657756800000,2022-07-14 00:00:00,ETC/BTC,0.00071200,0.00071700,0.00070600,0.00071600,53945.27000000,38.32312687,2760
1657670400000,2022-07-13 00:00:00,ETC/BTC,0.00071600,0.00072600,0.00070300,0.00071300,67377.11000000,47.97853856,3994
1657584000000,2022-07-12 00:00:00,ETC/BTC,0.00071000,0.00072900,0.00070900,0.00071600,101656.10000000,73.03752471,3910
1657497600000,2022-07-11 00:00:00,ETC/BTC,0.00072500,0.00072700,0.00070700,0.00071100,45616.47000000,32.81764088,2499
1657411200000,2022-07-10 00:00:00,ETC/BTC,0.00073500,0.00073500,0.00071900,0.00072600,41562.94000000,30.23819896,2417
1657324800000,2022-07-09 00:00:00,ETC/BTC,0.00072100,0.00073900,0.00072100,0.00073500,43179.02000000,31.64661449,2758
1657238400000,2022-07-08 00:00:00,ETC/BTC,0.00073500,0.00074300,0.00071300,0.00072100,85259.02000000,61.86730606,4063
1657152000000,2022-07-07 00:00:00,ETC/BTC,0.00074000,0.00076000,0.00072900,0.00073500,51712.85000000,38.41817688,3364
1657065600000,2022-07-06 00:00:00,ETC/BTC,0.00074000,0.00074900,0.00073600,0.00073900,48513.13000000,36.03025931,2885
1656979200000,2022-07-05 00:00:00,ETC/BTC,0.00076200,0.00076300,0.00073500,0.00073900,69732.53000000,52.17109085,3751
1656892800000,2022-07-04 00:00:00,ETC/BTC,0.00076700,0.00077100,0.00075200,0.00076100,49158.76000000,37.44031828,3271
1656806400000,2022-07-03 00:00:00,ETC/BTC,0.00076700,0.00077200,0.00075600,0.00076700,35951.11000000,27.45423840,2237
1656720000000,2022-07-02 00:00:00,ETC/BTC,0.00075900,0.00077300,0.00074900,0.00076700,48426.09000000,36.81180014,3057
1656633600000,2022-07-01 00:00:00,ETC/BTC,0.00075300,0.00076100,0.00073400,0.00075900,62702.72000000,46.98046650,4424
1656547200000,2022-06-30 00:00:00,ETC/BTC,0.00075700,0.00077300,0.00073900,0.00075300,45345.16000000,34.19005864,5153
1656460800000,2022-06-29 00:00:00,ETC/BTC,0.00076100,0.00077200,0.00074700,0.00075600,70201.23000000,53.27177645,5360
1656374400000,2022-06-28 00:00:00,ETC/BTC,0.00079800,0.00080400,0.00075600,0.00076100,67244.63000000,52.41464896,6948
1656288000000,2022-06-27 00:00:00,ETC/BTC,0.00079300,0.00082900,0.00077700,0.00079800,127352.57000000,102.86937075,10467
1656201600000,2022-06-26 00:00:00,ETC/BTC,0.00077100,0.00084200,0.00075700,0.00079300,129899.08000000,102.15221448,7991
1656115200000,2022-06-25 00:00:00,ETC/BTC,0.00077300,0.00078200,0.00075500,0.00077100,58385.05000000,44.78381626,4300
1656028800000,2022-06-24 00:00:00,ETC/BTC,0.00075500,0.00079000,0.00075500,0.00077300,90339.33000000,69.98680983,6575
1655942400000,2022-06-23 00:00:00,ETC/BTC,0.00076100,0.00077100,0.00075000,0.00075500,55539.74000000,42.17272107,5326
1655856000000,2022-06-22 00:00:00,ETC/BTC,0.00077900,0.00078000,0.00075100,0.00076000,68813.62000000,52.53038736,6095
1655769600000,2022-06-21 00:00:00,ETC/BTC,0.00078900,0.00079800,0.00076500,0.00077900,104315.79000000,81.38622701,8886
1655683200000,2022-06-20 00:00:00,ETC/BTC,0.00074700,0.00081800,0.00073700,0.00078900,137328.07000000,105.65354661,11742
1655596800000,2022-06-19 00:00:00,ETC/BTC,0.00072100,0.00076900,0.00071800,0.00074700,154406.25000000,114.71697740,8097
1655510400000,2022-06-18 00:00:00,ETC/BTC,0.00070100,0.00073100,0.00068900,0.00072100,139389.51000000,98.67714220,7236
1655424000000,2022-06-17 00:00:00,ETC/BTC,0.00067800,0.00070500,0.00067700,0.00070100,74590.51000000,51.35308056,4303
1655337600000,2022-06-16 00:00:00,ETC/BTC,0.00070300,0.00070700,0.00066700,0.00067700,92103.48000000,63.04853378,5331
1655251200000,2022-06-15 00:00:00,ETC/BTC,0.00065900,0.00070800,0.00063800,0.00070300,169330.77000000,112.60912270,8685
1655164800000,2022-06-14 00:00:00,ETC/BTC,0.00064100,0.00066400,0.00062200,0.00066000,162821.27000000,105.51645672,8221
1655078400000,2022-06-13 00:00:00,ETC/BTC,0.00062400,0.00064600,0.00058000,0.00064200,200010.76000000,122.56725544,9770
1654992000000,2022-06-12 00:00:00,ETC/BTC,0.00064100,0.00064500,0.00061600,0.00062300,111253.20000000,69.80981914,6480
1654905600000,2022-06-11 00:00:00,ETC/BTC,0.00068700,0.00069500,0.00063200,0.00064000,87668.53000000,57.53686028,5724
1654819200000,2022-06-10 00:00:00,ETC/BTC,0.00070300,0.00071300,0.00068100,0.00068800,74323.74000000,51.77175511,4836
1654732800000,2022-06-09 00:00:00,ETC/BTC,0.00070300,0.00071000,0.00069900,0.00070300,45833.19000000,32.30729435,2646
1654646400000,2022-06-08 00:00:00,ETC/BTC,0.00069200,0.00070900,0.00069000,0.00070600,58850.91000000,41.32542909,3393
1654560000000,2022-06-07 00:00:00,ETC/BTC,0.00071800,0.00072200,0.00068600,0.00069200,82888.48000000,58.88436232,5249
1654473600000,2022-06-06 00:00:00,ETC/BTC,0.00073000,0.00074800,0.00070400,0.00071800,91607.90000000,66.36115872,5449
1654387200000,2022-06-05 00:00:00,ETC/BTC,0.00073600,0.00073800,0.00072800,0.00073000,37747.94000000,27.71283580,2125
1654300800000,2022-06-04 00:00:00,ETC/BTC,0.00073600,0.00074100,0.00072900,0.00073600,46236.99000000,33.98775121,2807
1654214400000,2022-06-03 00:00:00,ETC/BTC,0.00073700,0.00074300,0.00071600,0.00073500,69491.74000000,50.77421749,4025
1654128000000,2022-06-02 00:00:00,ETC/BTC,0.00073800,0.00074200,0.00072600,0.00073700,70943.15000000,52.06735650,5555
1654041600000,2022-06-01 00:00:00,ETC/BTC,0.00074800,0.00075900,0.00073100,0.00073800,106995.34000000,79.59262083,7547
1653955200000,2022-05-31 00:00:00,ETC/BTC,0.00078200,0.00079200,0.00073300,0.00074800,223568.91000000,168.53494652,12104
1653868800000,2022-05-30 00:00:00,ETC/BTC,0.00080500,0.00081800,0.00077100,0.00078200,112709.34000000,88.93903749,8114
1653782400000,2022-05-29 00:00:00,ETC/BTC,0.00078400,0.00081000,0.00076900,0.00080400,63424.37000000,49.87867181,4961
1653696000000,2022-05-28 00:00:00,ETC/BTC,0.00078600,0.00080100,0.00078000,0.00078400,64495.89000000,50.80457374,7090
1653609600000,2022-05-27 00:00:00,ETC/BTC,0.00074900,0.00080000,0.00074900,0.00078600,217727.10000000,169.67942179,15707
1653523200000,2022-05-26 00:00:00,ETC/BTC,0.00080400,0.00080700,0.00073500,0.00074900,127491.06000000,97.02892388,10494
1653436800000,2022-05-25 00:00:00,ETC/BTC,0.00081700,0.00085300,0.00071500,0.00080300,273708.67000000,224.15097160,19257
1653350400000,2022-05-24 00:00:00,ETC/BTC,0.00075100,0.00082300,0.00073200,0.00081600,273253.33000000,213.13887776,16742
1653264000000,2022-05-23 00:00:00,ETC/BTC,0.00069600,0.00079400,0.00068600,0.00075000,348037.66000000,260.13239821,13426
1653177600000,2022-05-22 00:00:00,ETC/BTC,0.00069200,0.00070100,0.00068800,0.00069600,50370.96000000,34.98753441,3099
1653091200000,2022-05-21 00:00:00,ETC/BTC,0.00069000,0.00069600,0.00068300,0.00069100,31264.10000000,21.56996390,2163
1653004800000,2022-05-20 00:00:00,ETC/BTC,0.00068900,0.00069600,0.00068400,0.00069000,75010.61000000,51.71053031,4283
1652918400000,2022-05-19 00:00:00,ETC/BTC,0.00068900,0.00069400,0.00067500,0.00068900,76028.16000000,52.27779167,6285
1652832000000,2022-05-18 00:00:00,ETC/BTC,0.00071400,0.00071800,0.00068800,0.00068900,76280.26000000,53.34600461,5304
1652745600000,2022-05-17 00:00:00,ETC/BTC,0.00069900,0.00071900,0.00069800,0.00071600,49604.39000000,34.97619334,4465
1652659200000,2022-05-16 00:00:00,ETC/BTC,0.00070700,0.00073100,0.00069000,0.00070000,93649.98000000,66.66132970,7730
1652572800000,2022-05-15 00:00:00,ETC/BTC,0.00070200,0.00070900,0.00068600,0.00070600,44796.66000000,31.30460946,3647
1652486400000,2022-05-14 00:00:00,ETC/BTC,0.00070000,0.00071900,0.00068100,0.00070100,72062.23000000,50.40889024,5572
1652400000000,2022-05-13 00:00:00,ETC/BTC,0.00065100,0.00071300,0.00064900,0.00069900,112308.13000000,77.16082812,8187
1652313600000,2022-05-12 00:00:00,ETC/BTC,0.00068600,0.00069300,0.00059700,0.00065200,320138.80000000,207.79489344,19762
1652227200000,2022-05-11 00:00:00,ETC/BTC,0.00077000,0.00078300,0.00065500,0.00068600,268642.05000000,190.79514670,17537
1652140800000,2022-05-10 00:00:00,ETC/BTC,0.00075500,0.00079000,0.00073800,0.00076900,121914.34000000,93.87492112,12553
1652054400000,2022-05-09 00:00:00,ETC/BTC,0.00078000,0.00079800,0.00074000,0.00075400,137167.47000000,104.95570904,10509
1651968000000,2022-05-08 00:00:00,ETC/BTC,0.00075700,0.00079100,0.00075600,0.00077900,60946.35000000,47.02779101,4720
1651881600000,2022-05-07 00:00:00,ETC/BTC,0.00077600,0.00077700,0.00074700,0.00075600,47137.84000000,36.03360580,4034
1651795200000,2022-05-06 00:00:00,ETC/BTC,0.00077400,0.00078600,0.00075800,0.00077500,69969.28000000,53.98924203,6523
1651708800000,2022-05-05 00:00:00,ETC/BTC,0.00077200,0.00083200,0.00075300,0.00077400,214454.12000000,168.40997918,16334
1651622400000,2022-05-04 00:00:00,ETC/BTC,0.00071200,0.00077600,0.00070800,0.00077200,76766.56000000,56.13667289,6569
1651536000000,2022-05-03 00:00:00,ETC/BTC,0.00071200,0.00072700,0.00070500,0.00071100,48164.90000000,34.37414038,3663
1651449600000,2022-05-02 00:00:00,ETC/BTC,0.00071800,0.00072900,0.00069100,0.00071200,53368.90000000,37.83121772,4774
1651363200000,2022-05-01 00:00:00,ETC/BTC,0.00068800,0.00072700,0.00068800,0.00071800,129038.93000000,90.94923503,8082
1651276800000,2022-04-30 00:00:00,ETC/BTC,0.00075700,0.00076500,0.00065200,0.00068800,117938.23000000,83.52836669,8303
1651190400000,2022-04-29 00:00:00,ETC/BTC,0.00078300,0.00078900,0.00075000,0.00075600,60656.09000000,46.59907919,5683
1651104000000,2022-04-28 00:00:00,ETC/BTC,0.00079700,0.00080100,0.00077700,0.00078300,55166.20000000,43.40962305,5941
1651017600000,2022-04-27 00:00:00,ETC/BTC,0.00080500,0.00081000,0.00079000,0.00079700,30734.52000000,24.59026606,4505
1650931200000,2022-04-26 00:00:00,ETC/BTC,0.00083200,0.00083600,0.00079100,0.00080500,67453.29000000,54.94692799,6148
1650844800000,2022-04-25 00:00:00,ETC/BTC,0.00085200,0.00085300,0.00081900,0.00083100,92519.83000000,77.09823746,8082
1650758400000,2022-04-24 00:00:00,ETC/BTC,0.00087500,0.00088000,0.00084600,0.00085300,65311.43000000,56.49148489,6937
1650672000000,2022-04-23 00:00:00,ETC/BTC,0.00089500,0.00089700,0.00087300,0.00087500,25479.16000000,22.51358623,3740
1650585600000,2022-04-22 00:00:00,ETC/BTC,0.00086300,0.00091000,0.00086100,0.00089400,59317.20000000,52.36255890,6670
1650499200000,2022-04-21 00:00:00,ETC/BTC,0.00088300,0.00089900,0.00085800,0.00086300,80754.42000000,70.66672475,8232
1650412800000,2022-04-20 00:00:00,ETC/BTC,0.00091100,0.00091900,0.00087800,0.00088300,70482.54000000,63.00358102,7175
1650326400000,2022-04-19 00:00:00,ETC/BTC,0.00090400,0.00091300,0.00089100,0.00091200,59716.38000000,53.81265424,6234
1650240000000,2022-04-18 00:00:00,ETC/BTC,0.00092300,0.00092500,0.00088400,0.00090400,116316.55000000,104.70031923,8532
1650153600000,2022-04-17 00:00:00,ETC/BTC,0.00094400,0.00095100,0.00092100,0.00092200,55021.50000000,51.43404823,6892
1650067200000,2022-04-16 00:00:00,ETC/BTC,0.00092100,0.00095900,0.00092000,0.00094500,94615.02000000,89.32654064,10002
1649980800000,2022-04-15 00:00:00,ETC/BTC,0.00092800,0.00093500,0.00091500,0.00092100,51805.70000000,47.85705586,8097
1649894400000,2022-04-14 00:00:00,ETC/BTC,0.00093700,0.00094700,0.00091300,0.00092800,83107.49000000,77.10558796,9049
1649808000000,2022-04-13 00:00:00,ETC/BTC,0.00095100,0.00096000,0.00092000,0.00093700,148663.57000000,138.94846593,9271
1649721600000,2022-04-12 00:00:00,ETC/BTC,0.00093700,0.00096500,0.00092700,0.00095100,202403.62000000,190.93329602,14440
1649635200000,2022-04-11 00:00:00,ETC/BTC,0.00095600,0.00095900,0.00091200,0.00093600,216186.41000000,201.47891330,15501
1649548800000,2022-04-10 00:00:00,ETC/BTC,0.00098200,0.00099700,0.00095500,0.00095600,86320.92000000,84.20233807,10413
1649462400000,2022-04-09 00:00:00,ETC/BTC,0.00095800,0.00101200,0.00095600,0.00098100,154851.15000000,152.79658046,13805
1649376000000,2022-04-08 00:00:00,ETC/BTC,0.00100100,0.00101300,0.00094200,0.00095800,185576.56000000,179.89614520,14430
1649289600000,2022-04-07 00:00:00,ETC/BTC,0.00089000,0.00102400,0.00088800,0.00100000,429448.71000000,411.43221913,29269
1649203200000,2022-04-06 00:00:00,ETC/BTC,0.00097500,0.00098100,0.00088400,0.00089100,283507.37000000,263.13469294,24482
1649116800000,2022-04-05 00:00:00,ETC/BTC,0.00100300,0.00100500,0.00097200,0.00097500,136405.95000000,135.23064864,11347
1649030400000,2022-04-04 00:00:00,ETC/BTC,0.00100600,0.00105800,0.00098600,0.00100300,254348.06000000,259.19609487,18264
1648944000000,2022-04-03 00:00:00,ETC/BTC,0.00099200,0.00104400,0.00097600,0.00100600,217664.89000000,219.49624012,13890
1648857600000,2022-04-02 00:00:00,ETC/BTC,0.00102000,0.00102900,0.00098000,0.00099200,218545.41000000,218.23548059,12100
1648771200000,2022-04-01 00:00:00,ETC/BTC,0.00104300,0.00104600,0.00096200,0.00101900,443836.22000000,446.95674104,25451
1648684800000,2022-03-31 00:00:00,ETC/BTC,0.00105500,0.00107400,0.00098100,0.00104400,358936.93000000,369.59133521,23456
1648598400000,2022-03-30 00:00:00,ETC/BTC,0.00104000,0.00110600,0.00102500,0.00105500,297791.94000000,316.23253233,19839
1648512000000,2022-03-29 00:00:00,ETC/BTC,0.00099800,0.00109900,0.00099500,0.00103900,428517.62000000,447.35628002,31159
1648425600000,2022-03-28 00:00:00,ETC/BTC,0.00102600,0.00108400,0.00097900,0.00100000,319637.90000000,325.16312529,22898
1648339200000,2022-03-27 00:00:00,ETC/BTC,0.00106100,0.00106700,0.00099000,0.00102400,184288.19000000,189.90039444,15860
1648252800000,2022-03-26 00:00:00,ETC/BTC,0.00108600,0.00110000,0.00105200,0.00106000,180789.68000000,194.44294367,12672
1648166400000,2022-03-25 00:00:00,ETC/BTC,0.00110400,0.00112200,0.00102700,0.00108600,398299.55000000,428.75368476,27622
1648080000000,2022-03-24 00:00:00,ETC/BTC,0.00105300,0.00115400,0.00099700,0.00110300,534348.18000000,569.06580003,37592
1647993600000,2022-03-23 00:00:00,ETC/BTC,0.00108300,0.00116600,0.00102600,0.00105200,594142.40000000,654.32428606,39200
