https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AKRO,Volume USDT
1663545600000.0,2022-09-19 00:00:00,AKRO/USDT,0.00396,0.003975,0.003915,0.003915,235297.37037037036,921.189205
1663459200000.0,2022-09-18 00:00:00,AKRO/USDT,0.004335,0.00434,0.00396,0.00396,1711712.7386363638,6778.382445
1663372800000.0,2022-09-17 00:00:00,AKRO/USDT,0.00453,0.005005,0.00426,0.004335,1040302.4071510957,4509.710935
1663286400000.0,2022-09-16 00:00:00,AKRO/USDT,0.004425,0.004645,0.00417,0.00453,2460267.1490066224,11145.010185
1663200000000.0,2022-09-15 00:00:00,AKRO/USDT,0.00404,0.00446,0.00388,0.004425,1784216.579661017,7895.158365
1663113600000.0,2022-09-14 00:00:00,AKRO/USDT,0.003725,0.004685,0.003725,0.00404,16307453.405940594,65882.11176
1663027200000.0,2022-09-13 00:00:00,AKRO/USDT,0.00395,0.00395,0.00358,0.003725,1721315.7302013424,6411.901095
1662940800000.0,2022-09-12 00:00:00,AKRO/USDT,0.003755,0.004335,0.003685,0.00395,4426511.396202531,17484.720015
1662854400000.0,2022-09-11 00:00:00,AKRO/USDT,0.003775,0.003835,0.003685,0.003755,1411644.1824234354,5300.723905
1662768000000.0,2022-09-10 00:00:00,AKRO/USDT,0.00374,0.00378,0.00367,0.003775,78801.75629139073,297.47663
1662681600000.0,2022-09-09 00:00:00,AKRO/USDT,0.0035,0.00374,0.0035,0.00374,357484.55481283425,1336.992235
1662595200000.0,2022-09-08 00:00:00,AKRO/USDT,0.003475,0.004125,0.003435,0.0035,3053544.9242857145,10687.407235
1662508800000.0,2022-09-07 00:00:00,AKRO/USDT,0.003395,0.00349,0.00329,0.003475,1185094.5021582732,4118.203395
1662422400000.0,2022-09-06 00:00:00,AKRO/USDT,0.003585,0.00367,0.003385,0.003395,1098589.6273932252,3729.711785
1662336000000.0,2022-09-05 00:00:00,AKRO/USDT,0.00371,0.003755,0.003475,0.003585,484963.2343096234,1738.593195
1662249600000.0,2022-09-04 00:00:00,AKRO/USDT,0.003665,0.004085,0.00354,0.00371,2990947.885444744,11096.416655
1662163200000.0,2022-09-03 00:00:00,AKRO/USDT,0.003595,0.00373,0.00356,0.003665,119223.91268758528,436.95564
1662076800000.0,2022-09-02 00:00:00,AKRO/USDT,0.003605,0.00368,0.003525,0.003595,287672.9304589708,1034.184185
1661990400000.0,2022-09-01 00:00:00,AKRO/USDT,0.00356,0.003625,0.00345,0.003605,393907.1622746186,1420.03532
1661904000000.0,2022-08-31 00:00:00,AKRO/USDT,0.00374,0.00377,0.003445,0.00356,482293.22471910116,1716.96388
1661817600000.0,2022-08-30 00:00:00,AKRO/USDT,0.003645,0.004125,0.00356,0.00374,3446507.137700535,12889.936695
1661731200000.0,2022-08-29 00:00:00,AKRO/USDT,0.00349,0.003665,0.00349,0.003645,324108.8943758573,1181.37692
1661644800000.0,2022-08-28 00:00:00,AKRO/USDT,0.003595,0.00375,0.00349,0.00349,231588.61747851002,808.244275
1661558400000.0,2022-08-27 00:00:00,AKRO/USDT,0.00364,0.003775,0.00354,0.003595,256410.53963838663,921.79589
1661472000000.0,2022-08-26 00:00:00,AKRO/USDT,0.00404,0.00404,0.003635,0.00364,619485.0041208791,2254.925415
1661385600000.0,2022-08-25 00:00:00,AKRO/USDT,0.00402,0.00412,0.003995,0.00404,44210.746287128706,178.611415
1661299200000.0,2022-08-24 00:00:00,AKRO/USDT,0.00405,0.00408,0.00397,0.00402,186242.14427860695,748.69342
1661212800000.0,2022-08-23 00:00:00,AKRO/USDT,0.00391,0.004135,0.003805,0.00405,533873.1888888889,2162.186415
1661126400000.0,2022-08-22 00:00:00,AKRO/USDT,0.00412,0.00412,0.00378,0.00391,1109643.676470588,4338.706775
1661040000000.0,2022-08-21 00:00:00,AKRO/USDT,0.00408,0.004215,0.004015,0.00412,620903.6225728155,2558.122925
1660953600000.0,2022-08-20 00:00:00,AKRO/USDT,0.00412,0.005075,0.003945,0.00408,3462929.393382353,14128.751925
1660867200000.0,2022-08-19 00:00:00,AKRO/USDT,0.004425,0.004425,0.00392,0.00412,1103526.6529126212,4546.52981
1660780800000.0,2022-08-18 00:00:00,AKRO/USDT,0.00473,0.004785,0.004425,0.004425,473328.2802259887,2094.47764
1660694400000.0,2022-08-17 00:00:00,AKRO/USDT,0.004955,0.005135,0.00469,0.00473,616366.3435517971,2915.412805
1660608000000.0,2022-08-16 00:00:00,AKRO/USDT,0.00515,0.00517,0.00484,0.004955,741066.5903128153,3671.984955
1660521600000.0,2022-08-15 00:00:00,AKRO/USDT,0.005115,0.00527,0.004995,0.00515,308220.6368932039,1587.33628
1660435200000.0,2022-08-14 00:00:00,AKRO/USDT,0.005325,0.00548,0.005055,0.005115,175532.55718475074,897.84903
1660348800000.0,2022-08-13 00:00:00,AKRO/USDT,0.00544,0.005475,0.00524,0.005325,456938.42253521126,2433.1971
1660262400000.0,2022-08-12 00:00:00,AKRO/USDT,0.005205,0.00554,0.005125,0.00544,559515.7417279412,3043.765635
1660176000000.0,2022-08-11 00:00:00,AKRO/USDT,0.00514,0.005715,0.00512,0.005205,2335837.0576368873,12158.031885
1660089600000.0,2022-08-10 00:00:00,AKRO/USDT,0.00505,0.00525,0.00491,0.00514,163179.1478599222,838.74082
1660003200000.0,2022-08-09 00:00:00,AKRO/USDT,0.005165,0.00533,0.00494,0.00505,758237.8346534653,3829.101065
1659916800000.0,2022-08-08 00:00:00,AKRO/USDT,0.00518,0.005265,0.005075,0.005165,389332.3436592449,2010.901555
1659830400000.0,2022-08-07 00:00:00,AKRO/USDT,0.005125,0.00519,0.00503,0.00518,209339.00772200775,1084.37606
1659744000000.0,2022-08-06 00:00:00,AKRO/USDT,0.0051,0.00533,0.005075,0.005125,784425.7551219512,4020.181995
1659657600000.0,2022-08-05 00:00:00,AKRO/USDT,0.004975,0.00516,0.00497,0.0051,543952.4205882353,2774.157345
1659571200000.0,2022-08-04 00:00:00,AKRO/USDT,0.00505,0.00513,0.0049,0.004975,162551.33467336683,808.69289
1659484800000.0,2022-08-03 00:00:00,AKRO/USDT,0.00503,0.005265,0.005,0.00505,899520.5059405941,4542.578555
1659398400000.0,2022-08-02 00:00:00,AKRO/USDT,0.005275,0.0053,0.004875,0.00503,573539.5198807158,2884.903785
1659312000000.0,2022-08-01 00:00:00,AKRO/USDT,0.00535,0.006445,0.005045,0.005275,6746888.178199053,35589.83514
