https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GOM2,Volume BTC
1663448400,2022-09-17 21:00:00,GOM2/BTC,0.0000005017,0.0000005017,0.0000004762,0.000000485,28512.3888,0.01393202293149
1663444800,2022-09-17 20:00:00,GOM2/BTC,0.0000005068,0.0000005068,0.0000005068,0.0000005068,0,0
1663441200,2022-09-17 19:00:00,GOM2/BTC,0.0000005017,0.0000005068,0.0000005017,0.0000005068,2598.7445,0.0013109260652
1663437600,2022-09-17 18:00:00,GOM2/BTC,0.0000004994,0.0000004994,0.0000004994,0.0000004994,0,0
1663434000,2022-09-17 17:00:00,GOM2/BTC,0.0000005,0.0000005,0.00000049,0.0000004994,9105.3373,0.00451562835254
1663430400,2022-09-17 16:00:00,GOM2/BTC,0.0000004966,0.0000005068,0.000000495,0.0000005,7879.0887,0.00395065923473
1663426800,2022-09-17 15:00:00,GOM2/BTC,0.0000005,0.0000005009,0.0000004915,0.0000004915,4345.1444,0.00215570978381
1663423200,2022-09-17 14:00:00,GOM2/BTC,0.0000004966,0.0000004966,0.0000004925,0.0000004925,1526.6826,0.00075604448141
1663419600,2022-09-17 13:00:00,GOM2/BTC,0.0000004999,0.0000005048,0.0000004966,0.0000005009,2762.3937,0.00138258867354
1663416000,2022-09-17 12:00:00,GOM2/BTC,0.0000004966,0.0000004966,0.0000004966,0.0000004966,0,0
1663412400,2022-09-17 11:00:00,GOM2/BTC,0.0000004966,0.0000004966,0.0000004966,0.0000004966,0,0
1663408800,2022-09-17 10:00:00,GOM2/BTC,0.0000004966,0.0000004966,0.0000004966,0.0000004966,0,0
1663405200,2022-09-17 09:00:00,GOM2/BTC,0.0000004966,0.0000004966,0.0000004966,0.0000004966,446.7382,0.00022185019012
1663401600,2022-09-17 08:00:00,GOM2/BTC,0.0000004888,0.0000004966,0.0000004864,0.00000049,3371.9895,0.00166122993702
1663398000,2022-09-17 07:00:00,GOM2/BTC,0.0000004919,0.0000004919,0.0000004919,0.0000004919,435.1675,0.00021405889325
1663394400,2022-09-17 06:00:00,GOM2/BTC,0.00000049,0.0000004915,0.00000049,0.0000004915,419.053,0.00020567037025
1663390800,2022-09-17 05:00:00,GOM2/BTC,0.00000049,0.00000049,0.00000049,0.00000049,0,0
1663387200,2022-09-17 04:00:00,GOM2/BTC,0.00000049,0.00000049,0.00000049,0.00000049,771.1486,0.000377862814
1663383600,2022-09-17 03:00:00,GOM2/BTC,0.000000485,0.000000485,0.000000485,0.000000485,0,0
1663380000,2022-09-17 02:00:00,GOM2/BTC,0.000000485,0.000000485,0.000000485,0.000000485,0,0
1663376400,2022-09-17 01:00:00,GOM2/BTC,0.000000485,0.000000485,0.000000485,0.000000485,0,0
1663372800,2022-09-17 00:00:00,GOM2/BTC,0.000000485,0.000000485,0.000000485,0.000000485,967.2681,0.0004691250285
1663369200,2022-09-16 23:00:00,GOM2/BTC,0.0000004915,0.0000004915,0.0000004915,0.0000004915,0,0
1663365600,2022-09-16 22:00:00,GOM2/BTC,0.0000004915,0.0000004915,0.0000004915,0.0000004915,0,0
1663362000,2022-09-16 21:00:00,GOM2/BTC,0.0000004915,0.0000004915,0.0000004915,0.0000004915,0,0
1663358400,2022-09-16 20:00:00,GOM2/BTC,0.00000049,0.0000004915,0.00000049,0.0000004915,1191.0728,0.00058396137905
1663354800,2022-09-16 19:00:00,GOM2/BTC,0.0000004821,0.0000004821,0.0000004821,0.0000004821,0,0
1663351200,2022-09-16 18:00:00,GOM2/BTC,0.0000004864,0.0000004865,0.0000004821,0.0000004821,1187.4629,0.00057580261547
1663347600,2022-09-16 17:00:00,GOM2/BTC,0.000000485,0.000000485,0.000000485,0.000000485,967.2681,0.0004691250285
1663344000,2022-09-16 16:00:00,GOM2/BTC,0.000000475,0.0000004817,0.000000475,0.0000004817,2249.7695,0.00107584420634
1663340400,2022-09-16 15:00:00,GOM2/BTC,0.0000004762,0.0000004762,0.000000466,0.000000475,3175.4508,0.00149653367358
1663336800,2022-09-16 14:00:00,GOM2/BTC,0.0000004864,0.0000004864,0.0000004609,0.000000475,23316.7324,0.01103630082635
1663333200,2022-09-16 13:00:00,GOM2/BTC,0.0000004915,0.0000004915,0.0000004915,0.0000004915,3056.6847,0.00150236053005
1663329600,2022-09-16 12:00:00,GOM2/BTC,0.0000004909,0.0000004909,0.0000004909,0.0000004909,1892.8197,0.00092918519073
1663326000,2022-09-16 11:00:00,GOM2/BTC,0.0000005099,0.0000005099,0.0000004864,0.0000004864,25225.2036,0.01237458283581
1663322400,2022-09-16 10:00:00,GOM2/BTC,0.000000505,0.000000505,0.000000505,0.000000505,0,0
1663318800,2022-09-16 09:00:00,GOM2/BTC,0.0000005117,0.0000005117,0.000000505,0.000000505,2706.79,0.00137858374673
1663315200,2022-09-16 08:00:00,GOM2/BTC,0.00000051,0.0000005199,0.0000005068,0.0000005068,6137.144,0.00314839888365
