https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP3S,Volume USDT
1663459200,2022-09-18 00:00:00,XRP3S/USDT,11.4159,12.5734,11.3102,11.6755,891.0373,10592.64622567
1663372800,2022-09-17 00:00:00,XRP3S/USDT,13.918,14.9223,11.1,11.28,15365.3776,196332.45086515
1663286400,2022-09-16 00:00:00,XRP3S/USDT,18.955,19.6425,13.53,13.8024,2673.4911,45590.50768693
1663200000,2022-09-15 00:00:00,XRP3S/USDT,16.833,19.2177,16.5917,18.9154,1402.1125,25077.40050944
1663113600,2022-09-14 00:00:00,XRP3S/USDT,18.276,18.4559,16.3523,16.7942,914.9673,15775.56734404
1663027200,2022-09-13 00:00:00,XRP3S/USDT,15.0226,18.4771,15.0219,18.2141,5202.0634,88306.78631819
1662940800,2022-09-12 00:00:00,XRP3S/USDT,15.6906,16.4884,15.0226,15.0226,2496.1229,39038.10184959
1662854400,2022-09-11 00:00:00,XRP3S/USDT,15.1869,16.3669,14.9303,15.5458,2101.7884,32792.74340257
1662768000,2022-09-10 00:00:00,XRP3S/USDT,15.3685,16.0294,14.7473,15.2845,1518.8411,23378.25607586
1662681600,2022-09-09 00:00:00,XRP3S/USDT,18.0114,18.9353,14.8964,15.112,4214.5668,69720.24092068
1662595200,2022-09-08 00:00:00,XRP3S/USDT,18.4966,19.8053,17.4614,18.0726,2137.4726,40501.28238073
1662508800,2022-09-07 00:00:00,XRP3S/USDT,21.7426,23.1875,18.1607,18.5518,1785.0593,37105.82150313044
1662422400,2022-09-06 00:00:00,XRP3S/USDT,19.55,22.0347,17.836,21.713,2679.2765,53931.04812388
1662336000,2022-09-05 00:00:00,XRP3S/USDT,19.8664,21.35,19.5127,19.5625,1786.827,36480.12463625
1662249600,2022-09-04 00:00:00,XRP3S/USDT,20.1444,20.6745,19.6726,19.8664,665.0129,13369.96974684
1662163200,2022-09-03 00:00:00,XRP3S/USDT,19.9781,20.7739,19.5832,20.1246,574.387,11607.86233279
1662076800,2022-09-02 00:00:00,XRP3S/USDT,19.7117,20.9232,19.1674,20.0735,2637.2266,52732.31433603
1661990400,2022-09-01 00:00:00,XRP3S/USDT,20.6616,21.8232,19.6256,19.7117,1509.7311,31482.29704973
1661904000,2022-08-31 00:00:00,XRP3S/USDT,20.9826,21.2316,19.7831,20.6906,1179.47790803,24116.318097867056
1661817600,2022-08-30 00:00:00,XRP3S/USDT,19.6174,22.2015,19.4531,21.012,2349.4266525,49658.958293427321
1661731200,2022-08-29 00:00:00,XRP3S/USDT,22.0951,22.7857,19.6449,19.6449,2313.57228631,49039.743085603989
1661644800,2022-08-28 00:00:00,XRP3S/USDT,19.9619,22.6312,19.3809,22.2616,1193.82360466,24298.933511688934
