https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SAND3L,Volume USDT
1662076800,2022-09-02 00:00:00,SAND3L/USDT,0.002532,0.002692,0.002321,0.002445,26038055.3537,65585.3928427692
1661990400,2022-09-01 00:00:00,SAND3L/USDT,0.002543,0.002579,0.002245,0.002528,58822162.0996,142799.0314022156
1661904000,2022-08-31 00:00:00,SAND3L/USDT,0.002625,0.002848,0.002482,0.002536,28477658.99451298,74750.08709142913584
1661817600,2022-08-30 00:00:00,SAND3L/USDT,0.002914,0.003078,0.00241,0.002596,53393906.43249067,148040.61834266600891
1661731200,2022-08-29 00:00:00,SAND3L/USDT,0.00248,0.002975,0.002324,0.002914,26001008.8418726,69826.65897744766522
1661644800,2022-08-28 00:00:00,SAND3L/USDT,0.002743,0.002861,0.002433,0.002469,28412613.80025205,77025.48887045791382
1661558400,2022-08-27 00:00:00,SAND3L/USDT,0.002696,0.002815,0.002533,0.002756,75813974.04123672,204399.4169477302513
1661472000,2022-08-26 00:00:00,SAND3L/USDT,0.003665,0.003762,0.0026,0.002712,34824818.01674359,114592.37185805109035
1661385600,2022-08-25 00:00:00,SAND3L/USDT,0.003613,0.003891,0.003499,0.00368,22038348.9792574,81871.9558183885163
1661299200,2022-08-24 00:00:00,SAND3L/USDT,0.003891,0.003943,0.003444,0.003617,24689624.22500891,91411.71149472549704
1661212800,2022-08-23 00:00:00,SAND3L/USDT,0.003714,0.003979,0.003369,0.003853,15859574.6642546,59003.68834892068174
1661126400,2022-08-22 00:00:00,SAND3L/USDT,0.003923,0.003941,0.0033,0.003744,18377203.68167887,64504.5372356085306
1661040000,2022-08-21 00:00:00,SAND3L/USDT,0.003605,0.004084,0.003525,0.003927,15195619.75133856,58905.2577980051219
1660953600,2022-08-20 00:00:00,SAND3L/USDT,0.003703,0.004073,0.003265,0.003648,20113208.07637276,74314.48015970698778
1660867200,2022-08-19 00:00:00,SAND3L/USDT,0.005138,0.005138,0.0035,0.003696,28978816.12206402,121826.00536202958847
1660780800,2022-08-18 00:00:00,SAND3L/USDT,0.006031,0.006392,0.00453,0.005138,31023594.69298591,178872.20957736493181
1660694400,2022-08-17 00:00:00,SAND3L/USDT,0.006979,0.00761,0.005961,0.006032,38163749.60114788,253440.54669776641596
1660608000,2022-08-16 00:00:00,SAND3L/USDT,0.007541,0.007789,0.006826,0.006933,21784100.46676561,157725.64979879117736
1660521600,2022-08-15 00:00:00,SAND3L/USDT,0.008132,0.00924,0.007056,0.00753,44700561.74048793,355960.36796524090525
1660435200,2022-08-14 00:00:00,SAND3L/USDT,0.007876,0.009604,0.00767,0.00821,53488045.00648067,458312.62835827191643
1660348800,2022-08-13 00:00:00,SAND3L/USDT,0.008003,0.008973,0.007767,0.007876,30004553.68316672,246528.17281023190264
1660262400,2022-08-12 00:00:00,SAND3L/USDT,0.00781,0.008006,0.007149,0.008006,21305738.77753004,163603.8542687848201
1660176000,2022-08-11 00:00:00,SAND3L/USDT,0.00821,0.008703,0.007716,0.007876,28967375.5464496,236586.6122152519368
1660089600,2022-08-10 00:00:00,SAND3L/USDT,0.007279,0.008364,0.0068,0.008224,32170889.40764316,250062.98460190043893
1660003200,2022-08-09 00:00:00,SAND3L/USDT,0.008385,0.009,0.006876,0.007327,38084310.83274124,303250.24609603745121
1659916800,2022-08-08 00:00:00,SAND3L/USDT,0.007792,0.00932,0.007657,0.008313,33340886.11269158,286598.04958189940237
1659830400,2022-08-07 00:00:00,SAND3L/USDT,0.007802,0.008291,0.00732,0.007778,23789682.39348916,187413.7446114672212
1659744000,2022-08-06 00:00:00,SAND3L/USDT,0.008396,0.008834,0.007685,0.007836,23712796.70025203,196551.39596309213027
1659657600,2022-08-05 00:00:00,SAND3L/USDT,0.007541,0.008506,0.007377,0.008392,28943116.30372066,231039.89751963498701
1659571200,2022-08-04 00:00:00,SAND3L/USDT,0.006892,0.00826,0.006879,0.007467,39865477.36580585,294114.12351626563316
1659484800,2022-08-03 00:00:00,SAND3L/USDT,0.007084,0.007857,0.006391,0.006936,47724431.22124527,345258.65419155459927
1659398400,2022-08-02 00:00:00,SAND3L/USDT,0.008012,0.008446,0.006591,0.007028,58820380.14207697,433159.16251989884818
1659312000,2022-08-01 00:00:00,SAND3L/USDT,0.00775,0.008461,0.007153,0.008041,39078256.92316072,304015.76588238495589
1659225600,2022-07-31 00:00:00,SAND3L/USDT,0.008223,0.009199,0.007562,0.00779,33815784.92977049,288660.26533992446682
1659139200,2022-07-30 00:00:00,SAND3L/USDT,0.008114,0.010195,0.00786,0.008315,42298678.22697527,373939.84546729816224
1659052800,2022-07-29 00:00:00,SAND3L/USDT,0.008811,0.009606,0.00752,0.008099,70993488.0721869,603347.84957024066884
1658966400,2022-07-28 00:00:00,SAND3L/USDT,0.007985,0.009382,0.007092,0.008803,58905001.5826364,483928.87380436249067
1658880000,2022-07-27 00:00:00,SAND3L/USDT,0.005967,0.008042,0.005527,0.007977,65596311.51811856,453690.32231888537838
1658793600,2022-07-26 00:00:00,SAND3L/USDT,0.006292,0.006347,0.005263,0.00596,34298306.56326578,197602.85247522382624
1658707200,2022-07-25 00:00:00,SAND3L/USDT,0.008977,0.009105,0.006291,0.006308,32083522.02078236,243495.28960558248652
1658620800,2022-07-24 00:00:00,SAND3L/USDT,0.009118,0.009808,0.008658,0.008942,33021450.5050645,301756.29258686537498
1658534400,2022-07-23 00:00:00,SAND3L/USDT,0.008767,0.00975,0.008117,0.009025,50858915.44342039,455857.89538171427506
1658448000,2022-07-22 00:00:00,SAND3L/USDT,0.009823,0.010981,0.00852,0.008669,32315004.85957531,322300.4760726535185
1658361600,2022-07-21 00:00:00,SAND3L/USDT,0.008866,0.01022,0.007696,0.009798,38784078.36477874,353189.34452305391409
1658275200,2022-07-20 00:00:00,SAND3L/USDT,0.010892,0.0125,0.008237,0.008791,54697833.12172185,560823.60616663719516
1658188800,2022-07-19 00:00:00,SAND3L/USDT,0.010049,0.012752,0.009217,0.010955,67610621.16553609,715430.47900104349525
1658102400,2022-07-18 00:00:00,SAND3L/USDT,0.0066,0.0104,0.006569,0.010055,71859433.71210767,631947.32475325321668
1658016000,2022-07-17 00:00:00,SAND3L/USDT,0.008,0.008268,0.006569,0.006606,39354708.44983683,289540.48017901021848
1657929600,2022-07-16 00:00:00,SAND3L/USDT,0.007199,0.0082,0.006978,0.007983,31880605.27849868,244126.14154824620465
1657843200,2022-07-15 00:00:00,SAND3L/USDT,0.007127,0.00745,0.006532,0.007128,24091242.03096299,169465.56381733972007
1657756800,2022-07-14 00:00:00,SAND3L/USDT,0.006618,0.007424,0.005712,0.007165,41835523.83200747,274078.8032644658403
1657670400,2022-07-13 00:00:00,SAND3L/USDT,0.005406,0.006678,0.00476,0.006619,65930933.7211353,384660.92350098547706
1657584000,2022-07-12 00:00:00,SAND3L/USDT,0.005455,0.00641,0.005329,0.005398,57893961.13419858,338027.43304862298825
1657497600,2022-07-11 00:00:00,SAND3L/USDT,0.00656,0.006635,0.005321,0.005508,37703856.73286431,221968.80565752240604
1657411200,2022-07-10 00:00:00,SAND3L/USDT,0.007729,0.007798,0.006299,0.006608,34927654.30418805,237926.50864275879951
1657324800,2022-07-09 00:00:00,SAND3L/USDT,0.007707,0.008165,0.007548,0.007798,20983961.68401104,165442.3405944750883
1657238400,2022-07-08 00:00:00,SAND3L/USDT,0.008888,0.009734,0.007192,0.007707,41169813.46916749,333090.36102016264194
1657152000,2022-07-07 00:00:00,SAND3L/USDT,0.008557,0.009733,0.00799,0.008928,41854429.37829344,367421.65008205646744
1657065600,2022-07-06 00:00:00,SAND3L/USDT,0.007126,0.009071,0.00657,0.008472,55241434.32480898,450015.74059970581879
1656979200,2022-07-05 00:00:00,SAND3L/USDT,0.00735,0.007899,0.005667,0.007126,75183250.51620377,505625.37086564111572
1656892800,2022-07-04 00:00:00,SAND3L/USDT,0.005127,0.00774,0.005001,0.00735,65716653.13455472,420110.46013757499498
1656806400,2022-07-03 00:00:00,SAND3L/USDT,0.005111,0.005299,0.004676,0.005182,36307985.22403964,180503.5490414804977
1656720000,2022-07-02 00:00:00,SAND3L/USDT,0.005527,0.005722,0.004604,0.005152,45923461.59130579,232353.77738106962367
1656633600,2022-07-01 00:00:00,SAND3L/USDT,0.006465,0.007208,0.005405,0.005578,94802366.41910344,577007.52286636475127
1656547200,2022-06-30 00:00:00,SAND3L/USDT,0.0054,0.006674,0.003816,0.006387,79780564.11788748,399152.30353122460461
1656460800,2022-06-29 00:00:00,SAND3L/USDT,0.005791,0.006194,0.004791,0.005451,39869406.64693195,218246.80804004826678
1656374400,2022-06-28 00:00:00,SAND3L/USDT,0.007904,0.008667,0.005566,0.005858,44661450.16434903,307757.2091872444232
1656288000,2022-06-27 00:00:00,SAND3L/USDT,0.007654,0.009366,0.007055,0.007833,39170952.84625184,317896.64758726060301
1656201600,2022-06-26 00:00:00,SAND3L/USDT,0.010042,0.011778,0.007514,0.00767,40063792.29884138,386498.92524974257579
1656115200,2022-06-25 00:00:00,SAND3L/USDT,0.006628,0.011198,0.006221,0.010105,54384063.35736882,463262.52444685627822
1656028800,2022-06-24 00:00:00,SAND3L/USDT,0.005324,0.007195,0.005324,0.006698,38782790.10734602,243493.22230508419151
1655942400,2022-06-23 00:00:00,SAND3L/USDT,0.004308,0.005586,0.004266,0.005332,57168562.34134593,285813.9094151197354
1655856000,2022-06-22 00:00:00,SAND3L/USDT,0.003985,0.005264,0.003354,0.004308,76072938.8909552,323408.31731989944784
1655769600,2022-06-21 00:00:00,SAND3L/USDT,0.003464,0.004664,0.003265,0.00402,46839645.87069194,192110.54229301413691
1655683200,2022-06-20 00:00:00,SAND3L/USDT,0.003314,0.004119,0.002747,0.003493,53761574.17729173,172080.3391183589537
1655596800,2022-06-19 00:00:00,SAND3L/USDT,0.002719,0.003405,0.002338,0.003297,44395330.87544976,129267.42078479288673
1655510400,2022-06-18 00:00:00,SAND3L/USDT,0.003698,0.003864,0.002132,0.002726,46527918.83715527,132566.43668071085502
1655424000,2022-06-17 00:00:00,SAND3L/USDT,0.003434,0.004119,0.0033,0.0037,42007272.93446122,156531.00526674452648
1655337600,2022-06-16 00:00:00,SAND3L/USDT,0.005724,0.006065,0.003212,0.003402,65196565.52356481,296474.11964690662219
1655251200,2022-06-15 00:00:00,SAND3L/USDT,0.004485,0.005758,0.003051,0.0057,91431713.35744178,377297.92667129793647
1655164800,2022-06-14 00:00:00,SAND3L/USDT,0.0041,0.005487,0.003049,0.004504,54108371.90229952,245794.04670778000174
1655078400,2022-06-13 00:00:00,SAND3L/USDT,0.0062,0.0064,0.0034,0.004025,71201606.54393993,309632.09544015680025
1654992000,2022-06-12 00:00:00,SAND3L/USDT,0.0095,0.0098,0.0062,0.0063,25772876.82326007,196136.999730080357
1654905600,2022-06-11 00:00:00,SAND3L/USDT,0.0137,0.0144,0.0088,0.0095,18325312.68943223,199573.323839174649
1654819200,2022-06-10 00:00:00,SAND3L/USDT,0.0172,0.0177,0.0135,0.0137,6260382.47941345,95487.295614268255
1654732800,2022-06-09 00:00:00,SAND3L/USDT,0.0173,0.0188,0.0168,0.0173,4058326.1386869,72102.244655759451
1654646400,2022-06-08 00:00:00,SAND3L/USDT,0.0184,0.0194,0.0169,0.0174,5277303.56971087,94846.896570120991
1654560000,2022-06-07 00:00:00,SAND3L/USDT,0.0199,0.0204,0.016,0.0183,8602882.20395658,153169.835807732441
1654473600,2022-06-06 00:00:00,SAND3L/USDT,0.0179,0.0219,0.0178,0.02,7198856.24867556,144286.673633082958
1654387200,2022-06-05 00:00:00,SAND3L/USDT,0.0177,0.0191,0.0167,0.018,3957747.28279893,69853.36922373075
1654300800,2022-06-04 00:00:00,SAND3L/USDT,0.0177,0.0182,0.0159,0.0177,3983192.45464797,68893.151810328805
1654214400,2022-06-03 00:00:00,SAND3L/USDT,0.0209,0.0211,0.0165,0.0176,9016622.16024508,167340.021818453569
1654128000,2022-06-02 00:00:00,SAND3L/USDT,0.019,0.0213,0.0178,0.021,11783899.70637189,228721.170541043732
1654041600,2022-06-01 00:00:00,SAND3L/USDT,0.026,0.0263,0.0173,0.0191,9596832.21499309,209618.325508145457
1653955200,2022-05-31 00:00:00,SAND3L/USDT,0.025,0.0298,0.022,0.0259,9371429.37901196,239025.762113751808
1653868800,2022-05-30 00:00:00,SAND3L/USDT,0.0196,0.0269,0.0187,0.0251,9308244.32384058,212155.119398190805
1653782400,2022-05-29 00:00:00,SAND3L/USDT,0.019,0.0196,0.0172,0.0195,6904055.80509499,126676.250531671137
1653696000,2022-05-28 00:00:00,SAND3L/USDT,0.0185,0.0206,0.0177,0.019,10502521.51959832,200185.881106020473
1653609600,2022-05-27 00:00:00,SAND3L/USDT,0.0222,0.0231,0.0167,0.0184,38645170.64621939,749416.948819449928
1653523200,2022-05-26 00:00:00,SAND3L/USDT,0.0235,0.0299,0.0165,0.0223,42099165.54107735,974020.735713694192
1653436800,2022-05-25 00:00:00,SAND3L/USDT,0.02,0.0251,0.0165,0.0235,11795331.54140333,246796.054733185539
1653350400,2022-05-24 00:00:00,SAND3L/USDT,0.0192,0.0212,0.016,0.0199,7857824.86964123,148297.646982847345
1653264000,2022-05-23 00:00:00,SAND3L/USDT,0.0236,0.0276,0.018,0.0193,8390164.77916756,199046.955449054417
1653177600,2022-05-22 00:00:00,SAND3L/USDT,0.021,0.0249,0.0205,0.0236,6731610.76803757,151857.51972788951
1653091200,2022-05-21 00:00:00,SAND3L/USDT,0.0187,0.022,0.0171,0.0209,5302708.3587331,106838.64612001275
1653004800,2022-05-20 00:00:00,SAND3L/USDT,0.0198,0.024,0.0163,0.0186,9006506.81795333,177952.093591720007
1652918400,2022-05-19 00:00:00,SAND3L/USDT,0.0159,0.0222,0.0134,0.0199,8810545.92987838,156036.08389882503
1652832000,2022-05-18 00:00:00,SAND3L/USDT,0.0259,0.0275,0.0154,0.0159,5527471.11490059,112133.471852601571
1652745600,2022-05-17 00:00:00,SAND3L/USDT,0.0234,0.0281,0.0215,0.0258,5240550.51775593,131228.952569477216
1652659200,2022-05-16 00:00:00,SAND3L/USDT,0.0321,0.0322,0.0208,0.0233,4811264.99310097,117149.158071167486
1652572800,2022-05-15 00:00:00,SAND3L/USDT,0.0308,0.0325,0.0228,0.0323,5426332.21630735,143486.105924425112
1652486400,2022-05-14 00:00:00,SAND3L/USDT,0.0225,0.0355,0.0183,0.0307,23219680.08176988,577187.481444219988
1652400000,2022-05-13 00:00:00,SAND3L/USDT,0.0154,0.0351,0.015,0.0223,19615896.74155452,504269.196103976214
1652313600,2022-05-12 00:00:00,SAND3L/USDT,0.0331,0.0397,0.01,0.0154,36596002.22292907,666708.762441226769
1652227200,2022-05-11 00:00:00,SAND3L/USDT,0.1021,0.1148,0.0202,0.0329,13604374.70131401,609275.695626127654
1652140800,2022-05-10 00:00:00,SAND3L/USDT,0.1013,0.1398,0.0883,0.1032,4244579.52585002,482917.081516701949
1652054400,2022-05-09 00:00:00,SAND3L/USDT,0.1779,0.1841,0.0989,0.1005,2233521.95714698,281917.013000372361
1651968000,2022-05-08 00:00:00,SAND3L/USDT,0.162,0.188,0.1452,0.1746,1230442.76703247,201430.309686794014
1651881600,2022-05-07 00:00:00,SAND3L/USDT,0.1925,0.1938,0.1416,0.1618,721360.56217839,124857.049888116277
1651795200,2022-05-06 00:00:00,SAND3L/USDT,0.2104,0.2171,0.1709,0.1911,1105797.93092883,214677.91467219882
1651708800,2022-05-05 00:00:00,SAND3L/USDT,0.3496,0.3567,0.1916,0.2107,1610025.87556872,405947.983423762721
1651622400,2022-05-04 00:00:00,SAND3L/USDT,0.2428,0.3582,0.2377,0.3479,1574972.04803341,449900.182869776878
1651536000,2022-05-03 00:00:00,SAND3L/USDT,0.2385,0.2999,0.2261,0.2443,1217485.60032633,309091.718271122991
1651449600,2022-05-02 00:00:00,SAND3L/USDT,0.2459,0.2604,0.2031,0.237,827670.90759596,192751.001556663469
1651363200,2022-05-01 00:00:00,SAND3L/USDT,0.1971,0.2657,0.1846,0.2465,1210429.65352764,266656.858362097514
1651276800,2022-04-30 00:00:00,SAND3L/USDT,0.3422,0.3604,0.1625,0.1969,794775.86721207,209166.997608922642
1651190400,2022-04-29 00:00:00,SAND3L/USDT,0.4475,0.4568,0.3054,0.3404,467231.15111729,172032.840944572281
1651104000,2022-04-28 00:00:00,SAND3L/USDT,0.4603,0.4853,0.4245,0.4485,326992.99956531,149553.072115480618
1651017600,2022-04-27 00:00:00,SAND3L/USDT,0.4335,0.4841,0.4164,0.4602,421798.06286402,192458.25192876416
1650931200,2022-04-26 00:00:00,SAND3L/USDT,0.5879,0.608,0.4082,0.4393,467622.13853961,244471.888451092944
1650844800,2022-04-25 00:00:00,SAND3L/USDT,0.627,0.6333,0.4845,0.5882,577555.29267883,319284.847697123804
1650758400,2022-04-24 00:00:00,SAND3L/USDT,0.5793,0.6659,0.5549,0.6246,347326.71076039,206449.656160274046
1650672000,2022-04-23 00:00:00,SAND3L/USDT,0.6116,0.6239,0.5601,0.5765,285330.58120632,170170.218610188043
1650585600,2022-04-22 00:00:00,SAND3L/USDT,0.6204,0.6609,0.5873,0.6133,382475.60470602,239198.757747574734
1650499200,2022-04-21 00:00:00,SAND3L/USDT,0.6974,0.757,0.5719,0.6213,559758.22969729,385888.461165817204
1650412800,2022-04-20 00:00:00,SAND3L/USDT,0.7464,0.8771,0.66,0.6975,689795.7313344,524498.006232121755
1650326400,2022-04-19 00:00:00,SAND3L/USDT,0.6272,0.82,0.6069,0.7456,637679.81867045,466617.037385365852
1650240000,2022-04-18 00:00:00,SAND3L/USDT,0.5835,0.6468,0.5,0.6281,402916.47261865,230105.29703566232
1650153600,2022-04-17 00:00:00,SAND3L/USDT,0.6859,0.6859,0.5653,0.585,219330.56955106,141885.17350254125
1650067200,2022-04-16 00:00:00,SAND3L/USDT,0.6743,0.7485,0.651,0.6842,252964.60084039,174275.794619919805
1649980800,2022-04-15 00:00:00,SAND3L/USDT,0.6562,0.6916,0.6337,0.674,314371.33195373,208673.494191667171
1649894400,2022-04-14 00:00:00,SAND3L/USDT,0.7174,0.7712,0.6,0.6576,401800.39063508,275729.104094971119
1649808000,2022-04-13 00:00:00,SAND3L/USDT,0.6539,0.7348,0.6305,0.7196,394991.92375155,270826.881981060564
1649721600,2022-04-12 00:00:00,SAND3L/USDT,0.591,0.694,0.5818,0.6558,429956.01333105,276640.363032723784
1649635200,2022-04-11 00:00:00,SAND3L/USDT,0.7605,0.7856,0.57,0.5823,475296.89481765,319919.880814145904
1649548800,2022-04-10 00:00:00,SAND3L/USDT,0.853,0.8777,0.7519,0.7582,218459.38463136,179767.36425714841
1649462400,2022-04-09 00:00:00,SAND3L/USDT,0.7752,0.8703,0.77,0.8544,290458.54502795,237642.927848160699
1649376000,2022-04-08 00:00:00,SAND3L/USDT,0.9386,0.9849,0.7451,0.7783,428597.39734198,378948.367844560401
1649289600,2022-04-07 00:00:00,SAND3L/USDT,0.8321,0.963,0.7726,0.936,312206.32421614,277837.716244203376
1649203200,2022-04-06 00:00:00,SAND3L/USDT,1.2561,1.2592,0.823,0.8315,697770.66240986,703766.229988482266
1649116800,2022-04-05 00:00:00,SAND3L/USDT,1.4075,1.4482,1.2385,1.2554,406008.09301469,550350.703791757435
1649030400,2022-04-04 00:00:00,SAND3L/USDT,1.5131,1.5387,1.2249,1.4128,552422.0238696,779266.855051193352
1648944000,2022-04-03 00:00:00,SAND3L/USDT,1.4148,1.5825,1.3203,1.5118,419606.79666366,615893.388597053894
1648857600,2022-04-02 00:00:00,SAND3L/USDT,1.4727,1.6937,1.3851,1.4056,531139.13799194,826098.344134774747
1648771200,2022-04-01 00:00:00,SAND3L/USDT,1.3342,1.541,1.1596,1.4828,580194.29683761,786719.992741847617
1648684800,2022-03-31 00:00:00,SAND3L/USDT,1.5216,1.95,1.2727,1.3388,696338.0121274,1102727.049068328413
1648598400,2022-03-30 00:00:00,SAND3L/USDT,1.5024,1.62,1.3303,1.5261,489956.0074171,733539.612376708737
1648512000,2022-03-29 00:00:00,SAND3L/USDT,1.4462,1.6882,1.3956,1.5031,478451.67207591,741978.226776950404
1648425600,2022-03-28 00:00:00,SAND3L/USDT,1.608,1.7441,1.4157,1.4526,531254.26312108,867065.903453062701
1648339200,2022-03-27 00:00:00,SAND3L/USDT,1.3939,1.624,1.2906,1.5984,400179.60943599,570574.632454352484
1648252800,2022-03-26 00:00:00,SAND3L/USDT,1.3535,1.409,1.2926,1.3885,266209.44726175,362546.321779222931
1648166400,2022-03-25 00:00:00,SAND3L/USDT,1.4876,1.6248,1.3175,1.352,523892.32392363,751232.12420534739
1648080000,2022-03-24 00:00:00,SAND3L/USDT,1.2865,1.55,1.2752,1.4863,561586.29780642,789314.419912516461
1647993600,2022-03-23 00:00:00,SAND3L/USDT,1.1012,1.33,1.0493,1.2848,490831.93891586,587076.836173880819
1647907200,2022-03-22 00:00:00,SAND3L/USDT,1.0561,1.1838,1.0356,1.1001,333375.04615102,376437.009597015429
1647820800,2022-03-21 00:00:00,SAND3L/USDT,1.0685,1.1266,0.9701,1.0573,400770.83254254,425225.374058425993
1647734400,2022-03-20 00:00:00,SAND3L/USDT,1.235,1.2457,1.0294,1.0749,401799.432064,449736.152560902908
1647648000,2022-03-19 00:00:00,SAND3L/USDT,1.2238,1.3193,1.1208,1.235,498438.95469927,605915.175146661288
1647561600,2022-03-18 00:00:00,SAND3L/USDT,1.2176,1.253,1,1.2173,552048.30722573,616244.813037385866
1647475200,2022-03-17 00:00:00,SAND3L/USDT,1.2781,1.3874,1.1289,1.2161,608801.2601701,751326.459546185161
1647388800,2022-03-16 00:00:00,SAND3L/USDT,0.7996,1.28,0.7631,1.2768,982659.2931521,990477.273431483799
1647302400,2022-03-15 00:00:00,SAND3L/USDT,0.8153,0.8312,0.7448,0.7984,262835.72971233,206624.066642085932
1647216000,2022-03-14 00:00:00,SAND3L/USDT,0.788,0.8377,0.7491,0.816,213483.7619353,170431.947267194808
1647129600,2022-03-13 00:00:00,SAND3L/USDT,0.8419,0.992,0.7602,0.7868,431195.88397514,384000.057966722197
1647043200,2022-03-12 00:00:00,SAND3L/USDT,0.843,0.895,0.8356,0.8426,263743.57710529,227587.564429363038
1646956800,2022-03-11 00:00:00,SAND3L/USDT,0.8875,0.925,0.8217,0.8452,494697.74012793,426828.878583116734
1646870400,2022-03-10 00:00:00,SAND3L/USDT,1.0298,1.0515,0.8248,0.8909,477175.33462726,424293.42787666
1646784000,2022-03-09 00:00:00,SAND3L/USDT,0.901,1.0859,0.8921,1.0245,628654.82207907,640038.119336860066
1646697600,2022-03-08 00:00:00,SAND3L/USDT,0.8498,0.9713,0.8311,0.9027,543795.56020832,491311.056576450899
1646611200,2022-03-07 00:00:00,SAND3L/USDT,0.9083,1.0069,0.7776,0.8517,699162.028612,628328.484913028549
1646524800,2022-03-06 00:00:00,SAND3L/USDT,1.0875,1.1454,0.9,0.911,556252.22464724,563275.795433757568
1646438400,2022-03-05 00:00:00,SAND3L/USDT,0.9983,1.1327,0.9392,1.0879,562301.94771049,598916.969356491382
1646352000,2022-03-04 00:00:00,SAND3L/USDT,1.2707,1.2848,0.9375,0.9983,629650.59594286,690909.072143266912
1646265600,2022-03-03 00:00:00,SAND3L/USDT,1.4503,1.4792,1.1402,1.2725,739692.98666255,971846.600975406423
1646179200,2022-03-02 00:00:00,SAND3L/USDT,1.59,1.6738,1.3729,1.4514,1073780.43458427,1612828.546464514902
1646092800,2022-03-01 00:00:00,SAND3L/USDT,1.3915,1.6289,1.2499,1.5894,1511601.04123762,2146565.499515688749
1646006400,2022-02-28 00:00:00,SAND3L/USDT,1.0447,1.3994,0.9744,1.3874,927578.67205894,1105798.165426404623
1645920000,2022-02-27 00:00:00,SAND3L/USDT,1.2923,1.3438,1,1.0474,1028943.06217332,1197667.836001851691
1645833600,2022-02-26 00:00:00,SAND3L/USDT,1.3748,1.5166,1.24,1.2921,830849.65955387,1110268.456696917178
1645747200,2022-02-25 00:00:00,SAND3L/USDT,1.2177,1.4337,1.0661,1.3793,904213.67970571,1136579.803923277731
1645660800,2022-02-24 00:00:00,SAND3L/USDT,1.1722,1.3066,0.7388,1.215,1165125.04221246,1156243.955264330887
1645574400,2022-02-23 00:00:00,SAND3L/USDT,1.4001,1.5661,1.1521,1.1633,823435.64650861,1147564.875314017967
1645488000,2022-02-22 00:00:00,SAND3L/USDT,1.098,1.4209,1.006,1.4023,782188.83776254,977718.032035189339
1645401600,2022-02-21 00:00:00,SAND3L/USDT,1.5243,1.8621,1.0738,1.096,723736.15869172,1089032.258695221782
1645315200,2022-02-20 00:00:00,SAND3L/USDT,2.0398,2.0398,1.438,1.5187,365729.2646487,599282.506839247879
1645228800,2022-02-19 00:00:00,SAND3L/USDT,2.2222,2.3418,1.87,2.0361,236963.26684146,493970.579007135995
1645142400,2022-02-18 00:00:00,SAND3L/USDT,2.5095,2.734,2.1568,2.2359,270885.66160691,653363.077952072806
1645056000,2022-02-17 00:00:00,SAND3L/USDT,3.6697,3.8549,2.4022,2.5337,296294.36586099,913067.917613632114
1644969600,2022-02-16 00:00:00,SAND3L/USDT,4.3624,4.468,3.3327,3.6563,247938.43588602,946558.896371597365
1644883200,2022-02-15 00:00:00,SAND3L/USDT,3.3405,4.3666,3.3041,4.3544,257123.8421017,985188.915501298027
1644796800,2022-02-14 00:00:00,SAND3L/USDT,3.4755,3.55,3,3.3335,202103.78698855,654069.692083885382
1644710400,2022-02-13 00:00:00,SAND3L/USDT,3.823,4.1365,3.1815,3.4509,154503.09408366,566957.742384648807
