https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTM,Volume EUR
1663545600,2022-09-19 00:00:00,FTM/EUR,0.22489,0.22489,0.22489,0.22489,0.00000000,0.0
1663459200,2022-09-18 00:00:00,FTM/EUR,0.25039,0.26219,0.21665,0.22489,141398.79267960,31799.174485715248
1663372800,2022-09-17 00:00:00,FTM/EUR,0.24814,0.25273,0.24607,0.25273,53315.56502944,13474.442749890371
1663286400,2022-09-16 00:00:00,FTM/EUR,0.24098,0.24695,0.23907,0.24622,41402.52059682,10194.12862134902
1663200000,2022-09-15 00:00:00,FTM/EUR,0.24710,0.25499,0.23907,0.24051,82123.05705038,19751.416451186895
1663113600,2022-09-14 00:00:00,FTM/EUR,0.24899,0.27868,0.24472,0.25073,60950.68878466,15282.166198977802
1663027200,2022-09-13 00:00:00,FTM/EUR,0.26128,0.26765,0.24861,0.24876,76257.03277370,18969.699472785614
1662940800,2022-09-12 00:00:00,FTM/EUR,0.27827,0.27942,0.25947,0.26476,229889.12358643,60865.44436074321
1662854400,2022-09-11 00:00:00,FTM/EUR,0.27163,0.27530,0.26468,0.27045,38385.13159081,10381.258838734566
1662768000,2022-09-10 00:00:00,FTM/EUR,0.27700,0.28224,0.27052,0.27377,56122.71198328,15364.714859662567
1662681600,2022-09-09 00:00:00,FTM/EUR,0.25335,0.27872,0.25335,0.27232,72747.39914534,19810.57173525899
1662595200,2022-09-08 00:00:00,FTM/EUR,0.25697,0.26007,0.25000,0.25280,50127.96405252,12672.349312477058
1662508800,2022-09-07 00:00:00,FTM/EUR,0.24500,0.26888,0.24400,0.25359,47365.00391820,12011.291343616336
1662422400,2022-09-06 00:00:00,FTM/EUR,0.27062,0.28470,0.24948,0.27099,193319.26978109,52387.588917977584
1662336000,2022-09-05 00:00:00,FTM/EUR,0.27711,0.27711,0.26163,0.26449,28743.98210830,7602.495827824267
1662249600,2022-09-04 00:00:00,FTM/EUR,0.27022,0.27442,0.26920,0.27442,23586.95673748,6472.732667899261
1662163200,2022-09-03 00:00:00,FTM/EUR,0.26968,0.27096,0.26711,0.26747,13986.71800733,3741.027465420555
1662076800,2022-09-02 00:00:00,FTM/EUR,0.27312,0.27777,0.26798,0.26992,88431.06060018,23869.311877200587
1661990400,2022-09-01 00:00:00,FTM/EUR,0.27255,0.27351,0.26500,0.27338,158897.48807695,43439.39529047659
1661904000,2022-08-31 00:00:00,FTM/EUR,0.28075,0.28600,0.27213,0.27213,16320.02000836,4441.1670448750065
1661817600,2022-08-30 00:00:00,FTM/EUR,0.28470,0.28720,0.26767,0.27251,170805.83685088,46546.298600233305
1661731200,2022-08-29 00:00:00,FTM/EUR,0.26432,0.28270,0.26300,0.27993,79852.60538513,22353.13982545944
1661644800,2022-08-28 00:00:00,FTM/EUR,0.27338,0.28028,0.26666,0.26666,60205.09370622,16054.290287700627
1661558400,2022-08-27 00:00:00,FTM/EUR,0.27458,0.29308,0.26697,0.27469,43023.48598854,11818.121366192052
1661472000,2022-08-26 00:00:00,FTM/EUR,0.30668,0.35998,0.27506,0.27506,87638.27284850,24105.78332970841
1661385600,2022-08-25 00:00:00,FTM/EUR,0.30869,0.31754,0.30414,0.30814,48757.26675298,15024.064177263259
1661299200,2022-08-24 00:00:00,FTM/EUR,0.29878,0.31500,0.29800,0.30465,22503.02812074,6855.547516983441
1661212800,2022-08-23 00:00:00,FTM/EUR,0.29789,0.32499,0.29551,0.30353,66706.19780987,20247.332221229844
1661126400,2022-08-22 00:00:00,FTM/EUR,0.30261,0.30261,0.28596,0.29450,99739.65482367,29373.328345570815
1661040000,2022-08-21 00:00:00,FTM/EUR,0.29756,0.30761,0.29756,0.30572,349065.55161866,106716.32044085673
1660953600,2022-08-20 00:00:00,FTM/EUR,0.30169,0.30983,0.28846,0.28976,133807.73559176,38772.12946506838
1660867200,2022-08-19 00:00:00,FTM/EUR,0.32649,0.32649,0.29686,0.29951,529880.41473877,158704.483018409
1660780800,2022-08-18 00:00:00,FTM/EUR,0.34308,0.35500,0.33000,0.33093,224689.65286476,74356.54682253502
1660694400,2022-08-17 00:00:00,FTM/EUR,0.36573,0.37293,0.33895,0.33895,103714.06310840,35153.88169059218
1660608000,2022-08-16 00:00:00,FTM/EUR,0.36575,0.40000,0.36039,0.36264,76595.80425983,27776.70245678475
1660521600,2022-08-15 00:00:00,FTM/EUR,0.38533,0.39356,0.36200,0.36200,202027.19784263,73133.84561903206
1660435200,2022-08-14 00:00:00,FTM/EUR,0.39305,0.41000,0.37339,0.37761,109733.70465955,41436.54421649268
1660348800,2022-08-13 00:00:00,FTM/EUR,0.39206,0.41000,0.38793,0.39082,127932.78270128,49998.690135314246
1660262400,2022-08-12 00:00:00,FTM/EUR,0.37600,0.39398,0.37500,0.39152,71768.22645181,28098.696020412648
1660176000,2022-08-11 00:00:00,FTM/EUR,0.40035,0.41700,0.37738,0.37738,287828.82799113,108620.84310729263
1660089600,2022-08-10 00:00:00,FTM/EUR,0.35570,0.41700,0.35570,0.39402,236892.79096749,93340.49749701041
1660003200,2022-08-09 00:00:00,FTM/EUR,0.37172,0.38500,0.34751,0.36692,133893.72581366,49128.285875548136
1659916800,2022-08-08 00:00:00,FTM/EUR,0.36495,0.38496,0.36493,0.37390,146367.63447118,54726.8585287742
1659830400,2022-08-07 00:00:00,FTM/EUR,0.35100,0.37200,0.35100,0.36344,62082.00083898,22563.08238491889
1659744000,2022-08-06 00:00:00,FTM/EUR,0.36931,0.38080,0.36033,0.36033,51843.57594273,18680.7957194439
1659657600,2022-08-05 00:00:00,FTM/EUR,0.35881,0.37640,0.35881,0.37230,201162.95676787,74892.968804678
1659571200,2022-08-04 00:00:00,FTM/EUR,0.33710,0.36115,0.33710,0.36115,132192.41028225,47741.28897343459
1659484800,2022-08-03 00:00:00,FTM/EUR,0.31881,0.37000,0.31840,0.33373,244732.95247606,81674.72822983551
1659398400,2022-08-02 00:00:00,FTM/EUR,0.33267,0.33472,0.31179,0.32741,96601.79595310,31628.39401300447
1659312000,2022-08-01 00:00:00,FTM/EUR,0.32571,0.33334,0.31839,0.33240,83485.60018271,27750.6135007328
1659225600,2022-07-31 00:00:00,FTM/EUR,0.33193,0.34876,0.31961,0.31961,62755.84797738,20057.39657205042
1659139200,2022-07-30 00:00:00,FTM/EUR,0.32819,0.36087,0.32549,0.32792,174641.72517533,57268.514519494216
1659052800,2022-07-29 00:00:00,FTM/EUR,0.34000,0.34275,0.31990,0.33200,164836.25926078,54725.638074578965
1658966400,2022-07-28 00:00:00,FTM/EUR,0.32147,0.35499,0.30000,0.33222,304192.83478222,101058.94357134914
1658880000,2022-07-27 00:00:00,FTM/EUR,0.29827,0.37157,0.28550,0.32004,205172.04517631,65663.26133822625
1658793600,2022-07-26 00:00:00,FTM/EUR,0.29353,0.29911,0.28557,0.29911,81387.82234460,24343.911541493308
1658707200,2022-07-25 00:00:00,FTM/EUR,0.33782,0.33782,0.29900,0.29900,134677.14527102,40268.46643603498
1658620800,2022-07-24 00:00:00,FTM/EUR,0.34000,0.35353,0.32546,0.35298,78475.75679631,27700.372633961506
1658534400,2022-07-23 00:00:00,FTM/EUR,0.31244,0.34633,0.31244,0.32585,168921.34136704,55043.01908444998
1658448000,2022-07-22 00:00:00,FTM/EUR,0.32763,0.33688,0.30769,0.31509,72980.56902389,22995.447493737498
1658361600,2022-07-21 00:00:00,FTM/EUR,0.30747,0.32860,0.28990,0.31943,214563.67437485,68538.07450555834
1658275200,2022-07-20 00:00:00,FTM/EUR,0.32800,0.37160,0.30106,0.30784,386525.58832819,118988.03711095
1658188800,2022-07-19 00:00:00,FTM/EUR,0.28720,0.34153,0.28629,0.33263,234168.22083333,77891.37529579055
1658102400,2022-07-18 00:00:00,FTM/EUR,0.25399,0.29602,0.25339,0.28714,242609.26163853,69662.82338688751
1658016000,2022-07-17 00:00:00,FTM/EUR,0.26052,0.26809,0.25405,0.25504,39390.96698142,10046.272218941356
1657929600,2022-07-16 00:00:00,FTM/EUR,0.25010,0.27000,0.24658,0.25671,47701.33925868,12245.41080109574
1657843200,2022-07-15 00:00:00,FTM/EUR,0.25029,0.26327,0.24898,0.25641,122719.53592084,31466.516205462587
1657756800,2022-07-14 00:00:00,FTM/EUR,0.24429,0.25108,0.23500,0.24970,61830.86965025,15439.168151667425
1657670400,2022-07-13 00:00:00,FTM/EUR,0.23200,0.24101,0.22200,0.24014,129864.07237232,31185.558339488925
1657584000,2022-07-12 00:00:00,FTM/EUR,0.24197,0.24896,0.23361,0.23361,71360.32319244,16670.48510098591
1657497600,2022-07-11 00:00:00,FTM/EUR,0.25966,0.26154,0.24711,0.24711,28664.85667720,7083.3727335028925
1657411200,2022-07-10 00:00:00,FTM/EUR,0.27075,0.27131,0.25697,0.26169,38841.54482704,10164.443865788096
1657324800,2022-07-09 00:00:00,FTM/EUR,0.27088,0.28734,0.26784,0.27894,22109.07165400,6167.10444716676
1657238400,2022-07-08 00:00:00,FTM/EUR,0.27107,0.28851,0.22000,0.27001,124594.19092113,33641.677490614304
1657152000,2022-07-07 00:00:00,FTM/EUR,0.25701,0.27502,0.25351,0.26875,116789.22814391,31387.105063675812
1657065600,2022-07-06 00:00:00,FTM/EUR,0.24919,0.26119,0.24343,0.25950,145337.36913488,37715.04729050136
1656979200,2022-07-05 00:00:00,FTM/EUR,0.25321,0.25927,0.22900,0.24953,76970.81170728,19206.526645317575
1656892800,2022-07-04 00:00:00,FTM/EUR,0.23958,0.25438,0.23958,0.25438,148187.51471993,37695.939994455795
1656806400,2022-07-03 00:00:00,FTM/EUR,0.23877,0.25215,0.23548,0.24516,37685.14627042,9238.890459656168
1656720000,2022-07-02 00:00:00,FTM/EUR,0.23336,0.23761,0.22724,0.23574,36477.98339940,8599.319806574556
1656633600,2022-07-01 00:00:00,FTM/EUR,0.24564,0.24890,0.23518,0.23923,79364.51035704,18986.37181271468
1656547200,2022-06-30 00:00:00,FTM/EUR,0.25004,0.25004,0.22749,0.22941,147037.46322574,33731.86443861701
1656460800,2022-06-29 00:00:00,FTM/EUR,0.25775,0.29999,0.24236,0.24822,121025.77088235,30041.016848416915
1656374400,2022-06-28 00:00:00,FTM/EUR,0.26041,0.27816,0.25513,0.25553,69242.00983569,17693.410773313863
1656288000,2022-06-27 00:00:00,FTM/EUR,0.26538,0.34400,0.25750,0.26508,201357.03969982,53375.72408362828
1656201600,2022-06-26 00:00:00,FTM/EUR,0.28774,0.29816,0.26252,0.26252,80428.74994717,21114.155436131066
1656115200,2022-06-25 00:00:00,FTM/EUR,0.28145,0.34299,0.27357,0.28760,152489.27807547,43855.91637450518
1656028800,2022-06-24 00:00:00,FTM/EUR,0.25878,0.28850,0.25802,0.28850,176153.69550890,50820.34115431765
1655942400,2022-06-23 00:00:00,FTM/EUR,0.24630,0.39899,0.24530,0.25975,185854.65002936,48275.745345126255
1655856000,2022-06-22 00:00:00,FTM/EUR,0.25643,0.26999,0.24066,0.24446,114357.12153914,27955.741931458168
1655769600,2022-06-21 00:00:00,FTM/EUR,0.23883,0.28333,0.23883,0.25924,123122.53361918,31918.285615436227
1655683200,2022-06-20 00:00:00,FTM/EUR,0.22586,0.25293,0.22306,0.23698,108557.26783497,25725.90133153119
1655596800,2022-06-19 00:00:00,FTM/EUR,0.21136,0.23147,0.20193,0.22815,110247.69296147,25153.01114915938
