https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume TUSD
1643587200,2022-01-31 00:00:00,ETH/TUSD,2602.26,2707.01,2480.7,2686.37,117.55375851,310749.1542079316
1643500800,2022-01-30 00:00:00,ETH/TUSD,2610.3,2636.9,2548.94,2602.26,51.87905044,134525.9916601636
1643414400,2022-01-29 00:00:00,ETH/TUSD,2546.73,2636.9,2526.73,2602.54,67.92048625,174649.1976279792
1643328000,2022-01-28 00:00:00,ETH/TUSD,2432.6,2557.4,2362.2,2547.53,113.52147794,277986.900896057
1643241600,2022-01-27 00:00:00,ETH/TUSD,2453.77,2513.06,2320.86,2419.28,105.82688086,257174.8210512081
1643155200,2022-01-26 00:00:00,ETH/TUSD,2455.11,2718.88,2408.84,2460.3,81.17009057,205550.5644268018
1643068800,2022-01-25 00:00:00,ETH/TUSD,2434.7,2505.1,2354.72,2453.77,106.15617917,258786.6087934046
1642982400,2022-01-24 00:00:00,ETH/TUSD,2515.5,2521.13,2162.9,2444.27,156.52590793,361843.4238119782
1642896000,2022-01-23 00:00:00,ETH/TUSD,2412.09,2554.17,2375.5,2542.3,83.92984277,206486.5524773472
1642809600,2022-01-22 00:00:00,ETH/TUSD,2579.8,2620.69,2300.81,2412.81,250.4739097,614543.162926949
1642723200,2022-01-21 00:00:00,ETH/TUSD,2988,3022.67,2471.14,2570.37,169.66500636,469942.7724940088
1642636800,2022-01-20 00:00:00,ETH/TUSD,3089,3267.41,2992.92,3000,37.54716089,118701.5948546784
1642550400,2022-01-19 00:00:00,ETH/TUSD,3165.67,3174.35,3047.2,3085.98,45.24348164,140712.1160307817
1642464000,2022-01-18 00:00:00,ETH/TUSD,3222.58,3243.36,3094.39,3165.72,36.39957665,114290.1805691886
1642377600,2022-01-17 00:00:00,ETH/TUSD,3344.34,3344.34,3151.32,3213.77,42.85422086,139706.8294799808
1642291200,2022-01-16 00:00:00,ETH/TUSD,3325.08,3380.14,3290.95,3361.76,21.00557962,69950.5265565021
1642204800,2022-01-15 00:00:00,ETH/TUSD,3323.17,3370.54,3268.75,3344.62,33.77152862,112539.6645493347
1642118400,2022-01-14 00:00:00,ETH/TUSD,3247.15,3325.77,3197,3299.07,55.21756921,179470.4850347563
1642032000,2022-01-13 00:00:00,ETH/TUSD,3383.61,3400,3236.58,3236.58,57.79910481,191053.916882087
1641945600,2022-01-12 00:00:00,ETH/TUSD,3237.59,3410,3207.96,3375,90.26623715,298785.3806014248
1641859200,2022-01-11 00:00:00,ETH/TUSD,3090.12,3253.31,3066.12,3237.59,77.82911618,244646.8619154282
1641772800,2022-01-10 00:00:00,ETH/TUSD,3147.4,3180.58,2915.19,3084.29,84.681612,257327.3592482983
1641686400,2022-01-09 00:00:00,ETH/TUSD,3073.19,3214.38,3060.73,3150.31,51.2899373,160508.2848472911
1641600000,2022-01-08 00:00:00,ETH/TUSD,3198.18,3255.32,3000,3090.5,119.39127462,378915.5319899053
1641513600,2022-01-07 00:00:00,ETH/TUSD,3400,3400,3038,3183.19,101.931993,327667.0552532531
1641427200,2022-01-06 00:00:00,ETH/TUSD,3512.8,3546.51,3313.93,3404.49,71.30575044,244687.4157575392
1641340800,2022-01-05 00:00:00,ETH/TUSD,3787.51,3841.5,3387.46,3553.95,90.74369963,335003.5660881734
1641254400,2022-01-04 00:00:00,ETH/TUSD,3772.54,3889.67,3719.1,3793.44,27.49286578,104690.2666814263
1641168000,2022-01-03 00:00:00,ETH/TUSD,3814.62,3850,3683.54,3760.67,31.42535488,118647.5674884135
1641081600,2022-01-02 00:00:00,ETH/TUSD,3755.77,3851.41,3681.48,3837.24,100.09845006,380211.3460876403
1640995200,2022-01-01 00:00:00,ETH/TUSD,3679.94,3784.39,3679.94,3752,22.78659017,84932.8260557762
1640908800,2021-12-31 00:00:00,ETH/TUSD,3722.19,3821.86,3620.11,3687.44,79.7193827,297966.727524319
1640822400,2021-12-30 00:00:00,ETH/TUSD,3635.49,3773.21,3587.01,3714.17,49.21934338,181954.3664119065
1640736000,2021-12-29 00:00:00,ETH/TUSD,3823.97,3831.84,3596.05,3638.03,35.14572105,131787.4234955925
1640649600,2021-12-28 00:00:00,ETH/TUSD,4029.67,4036.09,3770.24,3816.97,64.63267354,249880.2112638209
