https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume PAX
1655078400,2022-06-13 00:00:00,USDT/PAX,0.9987,0.9992,0.998,0.9992,18943.64785229,18917.22811574541
1654992000,2022-06-12 00:00:00,USDT/PAX,0.9985,1,0.9891,0.9987,228721.0661794,228387.57041868449
1654905600,2022-06-11 00:00:00,USDT/PAX,0.9988,0.9994,0.9975,0.9986,104305.08857659,104141.751666666886
1654819200,2022-06-10 00:00:00,USDT/PAX,0.9991,1.0005,0.9987,0.9993,97191.38541508,97141.458504997551
1654732800,2022-06-09 00:00:00,USDT/PAX,0.9991,1.0005,0.9985,0.9993,106723.68882749,106695.437498683497
1654646400,2022-06-08 00:00:00,USDT/PAX,0.9996,1.0005,0.9984,0.9992,84256.86469337,84214.767057385316
1654560000,2022-06-07 00:00:00,USDT/PAX,0.9993,1.0005,0.9987,1.0004,141925.43613816,141839.639384663967
1654473600,2022-06-06 00:00:00,USDT/PAX,0.9993,1.0005,0.9985,0.9991,117020.77608164,116938.170077076855
1654387200,2022-06-05 00:00:00,USDT/PAX,0.9993,0.9996,0.9981,0.9994,93147.13946777,93034.889262804613
1654300800,2022-06-04 00:00:00,USDT/PAX,0.9992,0.9996,0.9989,0.9993,17614.46296689,17602.184823943343
1654214400,2022-06-03 00:00:00,USDT/PAX,0.9995,1.0005,0.9982,0.9991,166068.58100129,165991.00467351958
1654128000,2022-06-02 00:00:00,USDT/PAX,0.9988,0.9998,0.9984,0.9996,72467.16623009,72410.271895079077
1654041600,2022-06-01 00:00:00,USDT/PAX,0.9995,1,0.998,0.9993,77413.30583644,77340.605810714062
1653955200,2022-05-31 00:00:00,USDT/PAX,0.9994,1.0005,0.9991,0.9993,132663.74171921,132591.256151085199
1653868800,2022-05-30 00:00:00,USDT/PAX,0.9994,1.0005,0.9983,0.9994,288374.85676427,288300.748249441765
1653782400,2022-05-29 00:00:00,USDT/PAX,0.9993,0.9997,0.9982,0.9991,42199.92827829,42167.024803237661
1653696000,2022-05-28 00:00:00,USDT/PAX,0.9989,0.9999,0.9983,0.9987,42236.13250242,42192.556313449549
1653609600,2022-05-27 00:00:00,USDT/PAX,0.999,1.0005,0.9984,0.9989,245800.20154974,245650.374481564187
