https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CSP,Volume BTC
1658793600,2022-07-26 00:00:00,CSP/BTC,0.0000000407,0.0000000993,0.0000000347,0.0000000542,50675611.841,2.86199212644394
1658707200,2022-07-25 00:00:00,CSP/BTC,0.0000000571,0.000000075,0.0000000311,0.0000000344,11506963.9831,0.60655462704407
1658620800,2022-07-24 00:00:00,CSP/BTC,0.0000000598,0.0000000641,0.0000000562,0.0000000641,124542.3415,0.00769467650242
1658534400,2022-07-23 00:00:00,CSP/BTC,0.0000000601,0.0000000665,0.0000000559,0.0000000592,700994.024,0.04243381626506
1658448000,2022-07-22 00:00:00,CSP/BTC,0.0000000691,0.0000000703,0.00000006,0.0000000603,2424678.6409,0.15376882174815
1658361600,2022-07-21 00:00:00,CSP/BTC,0.0000000682,0.0000000742,0.0000000675,0.0000000675,9299.8698,0.00066753694337
1658275200,2022-07-20 00:00:00,CSP/BTC,0.0000000724,0.0000000758,0.0000000677,0.000000069,229433.4702,0.01591154701872
1658188800,2022-07-19 00:00:00,CSP/BTC,0.0000000705,0.0000000784,0.000000068,0.0000000697,770455.4784,0.05559716126585
1658102400,2022-07-18 00:00:00,CSP/BTC,0.0000000734,0.000000075,0.0000000706,0.0000000749,47137.3012,0.00344138863496
1658016000,2022-07-17 00:00:00,CSP/BTC,0.0000000775,0.000000085,0.0000000702,0.0000000737,2085835.5282,0.16309279181432
1657929600,2022-07-16 00:00:00,CSP/BTC,0.000000075,0.0000000799,0.0000000736,0.0000000742,153912.529,0.01174835892488
1657843200,2022-07-15 00:00:00,CSP/BTC,0.0000000768,0.0000000805,0.0000000749,0.0000000784,79190.8043,0.0060274751327
1657756800,2022-07-14 00:00:00,CSP/BTC,0.0000000752,0.0000000808,0.0000000722,0.000000078,208990.8851,0.01586244354755
1657670400,2022-07-13 00:00:00,CSP/BTC,0.0000000705,0.0000000815,0.0000000705,0.0000000764,79928.8755,0.00588555477631
1657584000,2022-07-12 00:00:00,CSP/BTC,0.0000000809,0.0000000822,0.0000000702,0.0000000743,202358.0988,0.01552075989512
1657497600,2022-07-11 00:00:00,CSP/BTC,0.0000000713,0.0000001,0.00000007,0.0000000811,12203106.5616,1.08909868644966
1657411200,2022-07-10 00:00:00,CSP/BTC,0.0000000723,0.0000000767,0.0000000712,0.0000000751,150738.4092,0.01087549117249
1657324800,2022-07-09 00:00:00,CSP/BTC,0.0000000732,0.0000000732,0.0000000722,0.0000000732,22029.8993,0.00160004284424
1657238400,2022-07-08 00:00:00,CSP/BTC,0.0000000761,0.0000000762,0.0000000731,0.0000000732,55251.4774,0.00408158906898
1657152000,2022-07-07 00:00:00,CSP/BTC,0.0000000821,0.0000000821,0.0000000752,0.0000000752,273504.9814,0.02096580962015
1657065600,2022-07-06 00:00:00,CSP/BTC,0.0000000844,0.0000000848,0.0000000723,0.0000000754,94507.1887,0.0078793741621
1656979200,2022-07-05 00:00:00,CSP/BTC,0.000000078,0.0000000999,0.0000000707,0.0000000821,4054031.2143,0.35615714875668
1656892800,2022-07-04 00:00:00,CSP/BTC,0.0000000741,0.0000000839,0.0000000741,0.000000078,114511.3561,0.00913225598786
1656806400,2022-07-03 00:00:00,CSP/BTC,0.0000000698,0.0000000747,0.0000000698,0.0000000747,24797.0469,0.00178593691992
1656720000,2022-07-02 00:00:00,CSP/BTC,0.0000000691,0.0000000742,0.0000000686,0.0000000697,36714.5148,0.00258510064441
1656633600,2022-07-01 00:00:00,CSP/BTC,0.0000000681,0.0000000724,0.0000000677,0.0000000691,22356.9697,0.00155395279258
1656547200,2022-06-30 00:00:00,CSP/BTC,0.0000000719,0.0000000719,0.0000000671,0.0000000714,112127.6289,0.00773368783197
1656460800,2022-06-29 00:00:00,CSP/BTC,0.0000000727,0.000000078,0.0000000693,0.0000000694,480369.4508,0.03443555715086
1656374400,2022-06-28 00:00:00,CSP/BTC,0.0000000743,0.0000000955,0.0000000728,0.0000000798,1135679.4477,0.09537807663254
1656288000,2022-06-27 00:00:00,CSP/BTC,0.0000000793,0.0000000998,0.0000000671,0.0000000744,1831923.522,0.15971946142231
1656201600,2022-06-26 00:00:00,CSP/BTC,0.0000000787,0.0000000871,0.0000000755,0.0000000871,132597.8751,0.01052570815391
1656115200,2022-06-25 00:00:00,CSP/BTC,0.0000000746,0.0000000796,0.0000000718,0.0000000756,178094.9714,0.01386089700311
1656028800,2022-06-24 00:00:00,CSP/BTC,0.0000000781,0.000000081,0.0000000711,0.0000000764,580934.4867,0.04551912613652
1655942400,2022-06-23 00:00:00,CSP/BTC,0.0000000734,0.0000000788,0.0000000728,0.0000000752,54970.4863,0.00416068126866
1655856000,2022-06-22 00:00:00,CSP/BTC,0.0000000744,0.0000000747,0.0000000711,0.0000000736,150847.6645,0.01104447963265
1655769600,2022-06-21 00:00:00,CSP/BTC,0.0000000711,0.0000000802,0.0000000707,0.0000000732,167923.634,0.01238576047294
1655683200,2022-06-20 00:00:00,CSP/BTC,0.0000000718,0.0000000951,0.0000000687,0.0000000811,9894247.1488,0.77462953487919
1655596800,2022-06-19 00:00:00,CSP/BTC,0.0000000719,0.0000000789,0.0000000678,0.0000000714,1386946.6263,0.097298563991
1655510400,2022-06-18 00:00:00,CSP/BTC,0.0000000762,0.0000000762,0.0000000678,0.0000000689,773176.5646,0.0540436688008
1655424000,2022-06-17 00:00:00,CSP/BTC,0.0000000832,0.0000000833,0.0000000705,0.0000000728,321881.6224,0.02489661939828
1655337600,2022-06-16 00:00:00,CSP/BTC,0.0000000797,0.0000000995,0.0000000683,0.0000000828,342844.3234,0.02665423465757
1655251200,2022-06-15 00:00:00,CSP/BTC,0.0000000729,0.0000001,0.000000067,0.0000000792,1204730.4629,0.09098505392629
1655164800,2022-06-14 00:00:00,CSP/BTC,0.0000000701,0.0000000866,0.0000000673,0.0000000708,518176.7388,0.03837810241498
1655078400,2022-06-13 00:00:00,CSP/BTC,0.0000000768,0.0000000865,0.000000067,0.0000000698,689826.1901,0.04948523117592
1654992000,2022-06-12 00:00:00,CSP/BTC,0.0000000734,0.0000000794,0.0000000687,0.0000000715,103075.1965,0.00762948340813
1654905600,2022-06-11 00:00:00,CSP/BTC,0.0000000684,0.0000000799,0.0000000675,0.0000000734,84268.7441,0.00611715029008
1654819200,2022-06-10 00:00:00,CSP/BTC,0.0000000727,0.0000000811,0.0000000676,0.0000000726,372090.0649,0.02648625191388
1654732800,2022-06-09 00:00:00,CSP/BTC,0.0000000709,0.0000000811,0.0000000674,0.0000000811,216738.9946,0.01647146058102
1654646400,2022-06-08 00:00:00,CSP/BTC,0.000000075,0.0000000784,0.000000067,0.0000000784,2241983.8386,0.16282614837543
1654560000,2022-06-07 00:00:00,CSP/BTC,0.0000000765,0.0000000805,0.0000000731,0.0000000736,200527.20225384,0.01495511054587952
1654473600,2022-06-06 00:00:00,CSP/BTC,0.0000000821,0.0000000821,0.0000000748,0.0000000748,28489.9009,0.00220237081302
1654387200,2022-06-05 00:00:00,CSP/BTC,0.0000000808,0.0000000912,0.0000000741,0.0000000794,194142.12728681,0.015652820582559954
1654300800,2022-06-04 00:00:00,CSP/BTC,0.0000000955,0.0000000977,0.0000000808,0.0000000808,100828.0312,0.00917346900124
1654214400,2022-06-03 00:00:00,CSP/BTC,0.0000000968,0.000000139,0.0000000796,0.0000000974,1228012.23223945,0.129903662682910106
1654128000,2022-06-02 00:00:00,CSP/BTC,0.0000000765,0.000000085,0.0000000742,0.0000000742,57196.96414087,0.004376531003779686
1654041600,2022-06-01 00:00:00,CSP/BTC,0.000000075,0.0000000774,0.0000000732,0.0000000737,217302.63675921,0.01596151940955933
1653955200,2022-05-31 00:00:00,CSP/BTC,0.0000000831,0.0000000846,0.0000000732,0.0000000746,25962.2457,0.00200589463993
1653868800,2022-05-30 00:00:00,CSP/BTC,0.0000000769,0.0000000776,0.0000000732,0.0000000739,28205.6634,0.0021001124087
1653782400,2022-05-29 00:00:00,CSP/BTC,0.0000000662,0.0000000768,0.0000000648,0.0000000731,639097.64008927,0.045021255567729586
1653696000,2022-05-28 00:00:00,CSP/BTC,0.0000000603,0.0000000725,0.0000000586,0.0000000662,71493.1645,0.00466648083496
1653609600,2022-05-27 00:00:00,CSP/BTC,0.0000000701,0.0000000735,0.0000000583,0.0000000641,253579.59904033,0.016948924272279892
1653523200,2022-05-26 00:00:00,CSP/BTC,0.0000000736,0.000000074,0.0000000701,0.0000000701,308325.30413478,0.021730337598009808
1653436800,2022-05-25 00:00:00,CSP/BTC,0.0000000754,0.0000000763,0.0000000701,0.0000000704,734468.7051,0.05304721159954
1653350400,2022-05-24 00:00:00,CSP/BTC,0.0000000737,0.0000000773,0.0000000737,0.0000000763,430936.773,0.03277605625909
1653264000,2022-05-23 00:00:00,CSP/BTC,0.0000000833,0.0000000841,0.000000073,0.0000000756,791231.57171532,0.059677141825789392
