https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LOKI,Volume USDT
1661817600,2022-08-30 00:00:00,LOKI/USDT,0.21333,0.2163,0.20529,0.20828,852017.3759,180542.637597552
1661731200,2022-08-29 00:00:00,LOKI/USDT,0.20408,0.21428,0.2038,0.21359,852036.2681,178865.183879659
1661644800,2022-08-28 00:00:00,LOKI/USDT,0.20748,0.20944,0.20378,0.20378,827068.4189,171615.445907367
1661558400,2022-08-27 00:00:00,LOKI/USDT,0.21079,0.21457,0.2056,0.20757,853805.97,178584.012416881
1661472000,2022-08-26 00:00:00,LOKI/USDT,0.221,0.22225,0.20956,0.21079,1107820.3289,240042.663578065
1661385600,2022-08-25 00:00:00,LOKI/USDT,0.22697,0.23225,0.21906,0.22099,1216484.5005,272021.634496184
1661299200,2022-08-24 00:00:00,LOKI/USDT,0.22783,0.23175,0.22367,0.22685,1354443.9971,309267.994232754
1661212800,2022-08-23 00:00:00,LOKI/USDT,0.22774,0.2299,0.22204,0.22774,1345666.3905,305831.571823693
1661126400,2022-08-22 00:00:00,LOKI/USDT,0.22862,0.23108,0.22113,0.22792,1402383.0898,317075.116363961
1661040000,2022-08-21 00:00:00,LOKI/USDT,0.2213,0.2317,0.22076,0.22896,1168219.7376,265361.672707607
1660953600,2022-08-20 00:00:00,LOKI/USDT,0.218,0.23468,0.21714,0.22123,1212822.9182,269812.622755221
1660867200,2022-08-19 00:00:00,LOKI/USDT,0.24148,0.2422,0.21697,0.21817,1137654.7319,261978.155334378
1660780800,2022-08-18 00:00:00,LOKI/USDT,0.24319,0.24649,0.2404,0.24142,819013.9646,199380.817180426
1660694400,2022-08-17 00:00:00,LOKI/USDT,0.24828,0.251,0.24048,0.24324,458238.3838,111443.591704021
1660608000,2022-08-16 00:00:00,LOKI/USDT,0.24908,0.25095,0.24254,0.24683,332475.8091,81956.584612543
1660521600,2022-08-15 00:00:00,LOKI/USDT,0.24392,0.25151,0.23963,0.2486,910210.7602,223642.370524277
1660435200,2022-08-14 00:00:00,LOKI/USDT,0.24842,0.25207,0.24196,0.24392,1008128.1147,250146.984664211
1660348800,2022-08-13 00:00:00,LOKI/USDT,0.25009,0.25991,0.24652,0.24844,908651.099,227781.251645366
1660262400,2022-08-12 00:00:00,LOKI/USDT,0.24512,0.25134,0.23794,0.25067,945486.735,231191.415223602
1660176000,2022-08-11 00:00:00,LOKI/USDT,0.24257,0.25315,0.24001,0.24424,1037558.2095,256018.90439965
1660089600,2022-08-10 00:00:00,LOKI/USDT,0.23639,0.24532,0.23001,0.24301,1006556.7642,239318.906612688
1660003200,2022-08-09 00:00:00,LOKI/USDT,0.23634,0.24387,0.23243,0.23556,1000274.8005,237890.278831745
1659916800,2022-08-08 00:00:00,LOKI/USDT,0.22918,0.24393,0.22042,0.23612,1098060.2331,258464.679780141
1659830400,2022-08-07 00:00:00,LOKI/USDT,0.22867,0.23443,0.22477,0.22918,830644.9055,191093.787533896
1659744000,2022-08-06 00:00:00,LOKI/USDT,0.23286,0.23434,0.22664,0.22867,783696.8305,180339.363380389
1659657600,2022-08-05 00:00:00,LOKI/USDT,0.22622,0.23599,0.216,0.23325,814140.2551,185327.411812639
1659571200,2022-08-04 00:00:00,LOKI/USDT,0.2261,0.23291,0.21741,0.22626,787465.7586,179045.906458723
1659484800,2022-08-03 00:00:00,LOKI/USDT,0.23004,0.23476,0.22054,0.226,695583.9532,160283.35331094
1659398400,2022-08-02 00:00:00,LOKI/USDT,0.22697,0.23287,0.22027,0.2305,754388.8692,170441.06683873
1659312000,2022-08-01 00:00:00,LOKI/USDT,0.23082,0.233,0.21944,0.22806,912998.4103,209737.529744191
1659225600,2022-07-31 00:00:00,LOKI/USDT,0.23261,0.236,0.22787,0.23066,980664.4001,228257.409153327
1659139200,2022-07-30 00:00:00,LOKI/USDT,0.23303,0.23505,0.22937,0.23299,922713.0059,214794.260028048
1659052800,2022-07-29 00:00:00,LOKI/USDT,0.23395,0.2366,0.22038,0.23299,904487.0625,210122.655946984
1658966400,2022-07-28 00:00:00,LOKI/USDT,0.22545,0.23719,0.21986,0.23399,934890.6746,213552.450452254
1658880000,2022-07-27 00:00:00,LOKI/USDT,0.21682,0.23308,0.20606,0.22504,995225.41,220819.460790595
1658793600,2022-07-26 00:00:00,LOKI/USDT,0.21265,0.21776,0.20388,0.21682,792457.7008,167016.207013671
1658707200,2022-07-25 00:00:00,LOKI/USDT,0.22593,0.22816,0.21045,0.21068,709106.4738,156351.77060928
1658620800,2022-07-24 00:00:00,LOKI/USDT,0.22373,0.23278,0.22369,0.22599,525237.4976,119939.40195945
1658534400,2022-07-23 00:00:00,LOKI/USDT,0.22525,0.23278,0.21888,0.22438,619602.5274,139422.121145092
1658448000,2022-07-22 00:00:00,LOKI/USDT,0.24068,0.24968,0.222,0.22397,1058359.8426,245386.980140693
1658361600,2022-07-21 00:00:00,LOKI/USDT,0.24061,0.24847,0.23001,0.24125,571760.142,136259.374275302
1658275200,2022-07-20 00:00:00,LOKI/USDT,0.23906,0.25392,0.23239,0.24061,669364.16951219,161493.6843089597959
1658188800,2022-07-19 00:00:00,LOKI/USDT,0.24523,0.25,0.22961,0.23999,1068368.55432261,256226.9244569240409
1658102400,2022-07-18 00:00:00,LOKI/USDT,0.22528,0.24571,0.22139,0.24566,871664.16350516,202578.4141943282539
1658016000,2022-07-17 00:00:00,LOKI/USDT,0.22447,0.23,0.21888,0.22207,746885.33383436,167065.313209080725
1657929600,2022-07-16 00:00:00,LOKI/USDT,0.22006,0.24848,0.21216,0.22354,926782.13595002,204126.3131364076717
1657843200,2022-07-15 00:00:00,LOKI/USDT,0.21715,0.22423,0.21515,0.22041,447883.36313836,98000.4017240623902
1657756800,2022-07-14 00:00:00,LOKI/USDT,0.21834,0.22,0.20704,0.21834,462109.88753517,99561.1689464339331
1657670400,2022-07-13 00:00:00,LOKI/USDT,0.20723,0.21998,0.20502,0.21682,562846.65351149,118467.2008717501253
1657584000,2022-07-12 00:00:00,LOKI/USDT,0.21594,0.21773,0.20407,0.20724,590869.02800114,125130.2057833299954
1657497600,2022-07-11 00:00:00,LOKI/USDT,0.22132,0.22335,0.21518,0.21726,645268.3929,140643.373608969
1657411200,2022-07-10 00:00:00,LOKI/USDT,0.23153,0.23185,0.22001,0.22281,419619.93267068,95220.8900376832968
1657324800,2022-07-09 00:00:00,LOKI/USDT,0.23189,0.242,0.22729,0.23112,1011074.73480637,235085.6661835257413
1657238400,2022-07-08 00:00:00,LOKI/USDT,0.24281,0.2691,0.22985,0.23,991822.91683313,246631.4073022799844
1657152000,2022-07-07 00:00:00,LOKI/USDT,0.22277,0.25478,0.21627,0.24572,691107.4360018,155864.6997157519435
1657065600,2022-07-06 00:00:00,LOKI/USDT,0.22573,0.22993,0.2151,0.22435,544912.54458378,120898.6477128533758
1656979200,2022-07-05 00:00:00,LOKI/USDT,0.23256,0.23705,0.21503,0.22576,770715.65023779,175784.7519311849837
1656892800,2022-07-04 00:00:00,LOKI/USDT,0.22269,0.23617,0.21765,0.23442,605689.37400169,137091.4599898411298
1656806400,2022-07-03 00:00:00,LOKI/USDT,0.22723,0.24399,0.21797,0.222,1171516.31485306,264692.3983342845805
1656720000,2022-07-02 00:00:00,LOKI/USDT,0.29347,0.29591,0.22632,0.22636,983334.48438327,264281.4836485834117
1656633600,2022-07-01 00:00:00,LOKI/USDT,0.31514,0.3254,0.29091,0.29462,559250.52842505,170517.5643288077253
1656547200,2022-06-30 00:00:00,LOKI/USDT,0.31603,0.31945,0.29791,0.31329,478547.48801033,147622.7686112213691
1656460800,2022-06-29 00:00:00,LOKI/USDT,0.30768,0.33836,0.305,0.31793,575186.79795203,180575.6613748555922
1656374400,2022-06-28 00:00:00,LOKI/USDT,0.31726,0.32356,0.3068,0.30902,673997.67846692,210616.975579112319
1656288000,2022-06-27 00:00:00,LOKI/USDT,0.32345,0.32824,0.31247,0.31973,553606.62275757,178240.4320305284435
1656201600,2022-06-26 00:00:00,LOKI/USDT,0.33159,0.33683,0.31698,0.32201,446263.67459586,145240.8541796997276
1656115200,2022-06-25 00:00:00,LOKI/USDT,0.32078,0.3387,0.31341,0.32938,469202.2286857,150649.2326071622166
1656028800,2022-06-24 00:00:00,LOKI/USDT,0.31844,0.3236,0.31186,0.31903,481973.8975813,153253.370858747088
1655942400,2022-06-23 00:00:00,LOKI/USDT,0.30283,0.31893,0.3013,0.31657,431411.08507976,133024.9805517559674
1655856000,2022-06-22 00:00:00,LOKI/USDT,0.30752,0.33562,0.30022,0.30537,220904.10406285,68306.2275490062092
1655769600,2022-06-21 00:00:00,LOKI/USDT,0.30484,0.32031,0.30092,0.30925,178976.89139291,55042.9578829854694
1655683200,2022-06-20 00:00:00,LOKI/USDT,0.29815,0.32005,0.29485,0.30735,433256.76748549,131837.2075326849303
1655596800,2022-06-19 00:00:00,LOKI/USDT,0.27274,0.30029,0.26238,0.29636,475817.73645313,133111.684965492217
1655510400,2022-06-18 00:00:00,LOKI/USDT,0.28063,0.28567,0.27004,0.27228,487759.82566693,134819.3433403514397
1655424000,2022-06-17 00:00:00,LOKI/USDT,0.27599,0.28377,0.27423,0.28063,285389.32433339,79735.3598872235109
1655337600,2022-06-16 00:00:00,LOKI/USDT,0.29555,0.30318,0.27224,0.27599,525367.16343897,151421.7955550727911
1655251200,2022-06-15 00:00:00,LOKI/USDT,0.29079,0.29763,0.26617,0.29555,599695.88508659,170683.2267871230635
1655164800,2022-06-14 00:00:00,LOKI/USDT,0.2928,0.30451,0.28124,0.28903,475721.99443415,138818.3338681388467
1655078400,2022-06-13 00:00:00,LOKI/USDT,0.33548,0.34114,0.29093,0.29374,625652.87272835,195676.6493843438556
1654992000,2022-06-12 00:00:00,LOKI/USDT,0.34456,0.35715,0.33517,0.33548,371573.13687409,128023.1144943224764
1654905600,2022-06-11 00:00:00,LOKI/USDT,0.37124,0.37748,0.33978,0.347,372017.09888179,133123.2527152635768
1654819200,2022-06-10 00:00:00,LOKI/USDT,0.38938,0.39899,0.37,0.37128,379782.96078622,145687.6836428706316
1654732800,2022-06-09 00:00:00,LOKI/USDT,0.38843,0.39725,0.38666,0.39022,303167.86625132,118166.9276034563644
1654646400,2022-06-08 00:00:00,LOKI/USDT,0.39697,0.40201,0.38666,0.39005,324991.57742282,127794.5322071929098
1654560000,2022-06-07 00:00:00,LOKI/USDT,0.39362,0.40843,0.38666,0.39842,473015.88768561,185312.1521456688163
1654473600,2022-06-06 00:00:00,LOKI/USDT,0.40435,0.40744,0.391,0.39207,450626.24526968,181070.1864707097631
1654387200,2022-06-05 00:00:00,LOKI/USDT,0.39571,0.4114,0.392,0.40515,387503.62843323,155083.5044533659582
1654300800,2022-06-04 00:00:00,LOKI/USDT,0.39541,0.39998,0.39274,0.39852,312558.14143717,123944.0072443204314
1654214400,2022-06-03 00:00:00,LOKI/USDT,0.4054,0.41129,0.39062,0.39658,360583.45432058,144424.9273044388375
1654128000,2022-06-02 00:00:00,LOKI/USDT,0.3956,0.40735,0.392,0.40643,308343.21581988,122938.8647680164388
1654041600,2022-06-01 00:00:00,LOKI/USDT,0.41377,0.42143,0.39111,0.3956,398473.98337871,163196.4487946750462
1653955200,2022-05-31 00:00:00,LOKI/USDT,0.44648,0.46472,0.40917,0.41328,466513.55273787,209079.0925594888054
1653868800,2022-05-30 00:00:00,LOKI/USDT,0.4175,0.44905,0.415,0.44647,394743.56997041,172596.8513508553734
1653782400,2022-05-29 00:00:00,LOKI/USDT,0.42032,0.42299,0.4133,0.41827,348031.00111507,145246.4162714239039
1653696000,2022-05-28 00:00:00,LOKI/USDT,0.38991,0.4247,0.38667,0.42164,339128.93885662,137903.2869629084078
1653609600,2022-05-27 00:00:00,LOKI/USDT,0.38491,0.40064,0.37397,0.3908,400581.35463902,154495.9499148463616
1653523200,2022-05-26 00:00:00,LOKI/USDT,0.4079,0.41197,0.37141,0.38632,431721.31555979,171055.0789512336076
1653436800,2022-05-25 00:00:00,LOKI/USDT,0.4136,0.42189,0.40337,0.40794,458646.52896652,188522.4464398338697
1653350400,2022-05-24 00:00:00,LOKI/USDT,0.42552,0.43212,0.40772,0.41241,461298.52849593,195430.5456570762877
1653264000,2022-05-23 00:00:00,LOKI/USDT,0.43591,0.44471,0.42478,0.42552,370940.43983454,161987.1039262510327
1653177600,2022-05-22 00:00:00,LOKI/USDT,0.42451,0.44162,0.4235,0.43645,379396.13615814,162658.414219554663
1653091200,2022-05-21 00:00:00,LOKI/USDT,0.41781,0.43066,0.41557,0.42401,368306.79930995,156337.2407610365619
1653004800,2022-05-20 00:00:00,LOKI/USDT,0.43217,0.43519,0.41493,0.41956,425778.64032044,180908.5243496649948
1652918400,2022-05-19 00:00:00,LOKI/USDT,0.44815,0.44963,0.42647,0.43205,511374.32571842,225242.7206465596945
1652832000,2022-05-18 00:00:00,LOKI/USDT,0.44655,0.45982,0.44491,0.44807,412876.69712239,186533.1802805273154
1652745600,2022-05-17 00:00:00,LOKI/USDT,0.43209,0.45091,0.43173,0.44598,332178.65632332,147046.2842231680786
1652659200,2022-05-16 00:00:00,LOKI/USDT,0.43836,0.44057,0.41228,0.43094,299616.88594448,129085.2683503712961
1652572800,2022-05-15 00:00:00,LOKI/USDT,0.42724,0.44366,0.41859,0.43835,289402.63342505,124506.0888269810218
1652486400,2022-05-14 00:00:00,LOKI/USDT,0.43311,0.45949,0.40116,0.42745,311360.73596344,131887.429093820844
1652400000,2022-05-13 00:00:00,LOKI/USDT,0.41952,0.48558,0.41673,0.43671,404349.44055113,182795.4531865824837
1652313600,2022-05-12 00:00:00,LOKI/USDT,0.41967,0.4595,0.38411,0.41952,472453.50574294,193587.5228912127389
1652227200,2022-05-11 00:00:00,LOKI/USDT,0.51364,0.54697,0.40937,0.41967,643434.86966625,300227.9608550371302
1652140800,2022-05-10 00:00:00,LOKI/USDT,0.54614,0.55577,0.50569,0.51526,501273.51130878,268634.531156782833
1652054400,2022-05-09 00:00:00,LOKI/USDT,0.61262,0.62013,0.54558,0.54614,587936.78081988,344458.5117802617148
1651968000,2022-05-08 00:00:00,LOKI/USDT,0.62303,0.6258,0.60009,0.61079,372340.44087578,227310.6909558624869
1651881600,2022-05-07 00:00:00,LOKI/USDT,0.68262,0.685,0.62049,0.62289,450557.63652022,290195.6556817773861
1651795200,2022-05-06 00:00:00,LOKI/USDT,0.65642,0.69469,0.6454,0.68431,360222.03970214,239361.9276170538226
1651708800,2022-05-05 00:00:00,LOKI/USDT,0.7122,0.7141,0.63524,0.6549,451867.90028333,307992.0600655664759
1651622400,2022-05-04 00:00:00,LOKI/USDT,0.68662,0.75669,0.68239,0.71056,500432.01368755,360375.3631090212891
1651536000,2022-05-03 00:00:00,LOKI/USDT,0.60902,0.73,0.6018,0.68631,603592.94659078,392273.0769218892119
1651449600,2022-05-02 00:00:00,LOKI/USDT,0.61008,0.65096,0.59249,0.60888,511315.50948115,312508.5736739296515
1651363200,2022-05-01 00:00:00,LOKI/USDT,0.5906,0.61607,0.57902,0.6082,427787.95477291,256691.6476171378377
1651276800,2022-04-30 00:00:00,LOKI/USDT,0.57788,0.60675,0.57547,0.58906,414961.93702179,245214.4767905804892
1651190400,2022-04-29 00:00:00,LOKI/USDT,0.57793,0.585,0.573,0.57786,382582.41283942,221183.5312595090252
1651104000,2022-04-28 00:00:00,LOKI/USDT,0.55924,0.58497,0.55537,0.57762,443252.08001919,249898.6611084264452
1651017600,2022-04-27 00:00:00,LOKI/USDT,0.55637,0.578,0.55443,0.55856,419378.41071065,235942.071533568994
1650931200,2022-04-26 00:00:00,LOKI/USDT,0.57754,0.60653,0.54305,0.55625,468535.71384185,269820.7334303495027
1650844800,2022-04-25 00:00:00,LOKI/USDT,0.5619,0.58045,0.53006,0.57766,555679.44009964,305681.8104999361688
1650758400,2022-04-24 00:00:00,LOKI/USDT,0.55686,0.57711,0.54443,0.56182,412618.0571606,228678.5860075545933
1650672000,2022-04-23 00:00:00,LOKI/USDT,0.54977,0.5719,0.5454,0.55796,415263.07560277,229446.5017521908965
1650585600,2022-04-22 00:00:00,LOKI/USDT,0.57943,0.5846,0.54858,0.55061,492920.58143972,279126.9681257338857
1650499200,2022-04-21 00:00:00,LOKI/USDT,0.5811,0.60521,0.56096,0.57931,423306.99431749,248287.3011771763449
1650412800,2022-04-20 00:00:00,LOKI/USDT,0.6145,0.62392,0.54857,0.58004,491932.86785623,291627.2358761270532
1650326400,2022-04-19 00:00:00,LOKI/USDT,0.57412,0.69141,0.57079,0.6145,500480.9667734,303700.9260679022857
1650240000,2022-04-18 00:00:00,LOKI/USDT,0.57636,0.58615,0.54301,0.57401,458696.14647049,257815.7913841223816
1650153600,2022-04-17 00:00:00,LOKI/USDT,0.58441,0.59458,0.57598,0.57635,408589.70413268,237788.2661403197739
1650067200,2022-04-16 00:00:00,LOKI/USDT,0.57986,0.59236,0.57598,0.58596,459466.76098764,265955.1672100350206
1649980800,2022-04-15 00:00:00,LOKI/USDT,0.56762,0.58626,0.55993,0.57785,463092.99424423,263513.5798812317041
1649894400,2022-04-14 00:00:00,LOKI/USDT,0.58161,0.59211,0.54301,0.56751,464570.822625,263715.9358628950123
1649808000,2022-04-13 00:00:00,LOKI/USDT,0.55962,0.63736,0.54892,0.58158,428193.25223037,243970.5180635032108
1649721600,2022-04-12 00:00:00,LOKI/USDT,0.58457,0.58685,0.54437,0.56072,428873.2655996,248386.8698873963418
1649635200,2022-04-11 00:00:00,LOKI/USDT,0.62877,0.63248,0.57648,0.58276,431697.59256195,259720.1678352376736
1649548800,2022-04-10 00:00:00,LOKI/USDT,0.61456,0.65521,0.61017,0.63115,383049.45080443,239936.1545468997535
1649462400,2022-04-09 00:00:00,LOKI/USDT,0.58316,0.61578,0.58003,0.61558,231566.40376287,137987.3664719872016
1649376000,2022-04-08 00:00:00,LOKI/USDT,0.61983,0.62984,0.58,0.5839,260649.44604709,158547.5184974166481
1649289600,2022-04-07 00:00:00,LOKI/USDT,0.6161,0.62512,0.60611,0.61856,275079.04217377,169067.3706176876491
1649203200,2022-04-06 00:00:00,LOKI/USDT,0.66994,0.6703,0.6161,0.6166,286508.39289864,185525.2881992939644
1649116800,2022-04-05 00:00:00,LOKI/USDT,0.66686,0.68278,0.65798,0.66925,286779.36040229,192516.8750802426115
1649030400,2022-04-04 00:00:00,LOKI/USDT,0.64981,0.66948,0.64035,0.66596,243213.10701784,158657.9989879623062
1648944000,2022-04-03 00:00:00,LOKI/USDT,0.61302,0.66949,0.61241,0.65087,291532.74353403,187026.4598061463754
1648857600,2022-04-02 00:00:00,LOKI/USDT,0.64908,0.65852,0.60611,0.61301,351707.16160602,223958.1277659361202
1648771200,2022-04-01 00:00:00,LOKI/USDT,0.70146,0.70442,0.63,0.64908,346518.53922545,227394.6241915778275
1648684800,2022-03-31 00:00:00,LOKI/USDT,0.70101,0.71145,0.66831,0.70146,333018.44658782,229693.1263138320164
1648598400,2022-03-30 00:00:00,LOKI/USDT,0.6726,0.72349,0.66515,0.70301,244195.86747419,167374.1362806532797
1648512000,2022-03-29 00:00:00,LOKI/USDT,0.72941,0.76591,0.66515,0.6725,654363.90124809,468779.3611664406887
1648425600,2022-03-28 00:00:00,LOKI/USDT,0.54404,0.95213,0.54404,0.72941,1582052.53424414,1222836.0851685875041
1648339200,2022-03-27 00:00:00,LOKI/USDT,0.53031,0.54731,0.53006,0.54731,284838.75060192,152322.5831416187187
1648252800,2022-03-26 00:00:00,LOKI/USDT,0.51975,0.53222,0.51442,0.53021,1106867.36554029,579276.9578098501529
1648166400,2022-03-25 00:00:00,LOKI/USDT,0.46879,0.52397,0.46076,0.51964,896443.02587652,455421.8190394847977
1648080000,2022-03-24 00:00:00,LOKI/USDT,0.45084,0.46981,0.44112,0.46879,140230.07350132,63681.9840090005527
1647993600,2022-03-23 00:00:00,LOKI/USDT,0.46555,0.4658,0.44111,0.45082,49806.40048562,22382.7979856487985
1647907200,2022-03-22 00:00:00,LOKI/USDT,0.45986,0.46985,0.45021,0.4658,26566.91273753,12257.9043276819137
1647820800,2022-03-21 00:00:00,LOKI/USDT,0.44569,0.45989,0.44111,0.45687,52475.87880777,23472.3646151069962
1647734400,2022-03-20 00:00:00,LOKI/USDT,0.44418,0.44747,0.42909,0.44634,33473.85301543,14686.0300871675738
1647648000,2022-03-19 00:00:00,LOKI/USDT,0.43892,0.44848,0.42991,0.44418,35532.79778556,15584.9443794120518
1647561600,2022-03-18 00:00:00,LOKI/USDT,0.42157,0.44634,0.414,0.43892,68698.18057886,29856.8473515524021
1647475200,2022-03-17 00:00:00,LOKI/USDT,0.41854,0.43046,0.40937,0.42157,74899.90779837,31078.7790925126992
1647388800,2022-03-16 00:00:00,LOKI/USDT,0.42448,0.43537,0.41154,0.41854,70504.07392891,29736.2613732397793
1647302400,2022-03-15 00:00:00,LOKI/USDT,0.4205,0.44,0.41881,0.42449,42720.3159509,18084.0007914352494
1647216000,2022-03-14 00:00:00,LOKI/USDT,0.44862,0.44862,0.41234,0.42049,97894.86313525,42098.3167955651251
1647129600,2022-03-13 00:00:00,LOKI/USDT,0.45506,0.45989,0.44595,0.44862,50793.24270579,22903.0936362383015
1647043200,2022-03-12 00:00:00,LOKI/USDT,0.45099,0.46158,0.45,0.45532,17581.21123483,7943.1141178457585
1646956800,2022-03-11 00:00:00,LOKI/USDT,0.45668,0.47,0.45,0.45,25573.21267338,11777.928248741234
1646870400,2022-03-10 00:00:00,LOKI/USDT,0.48947,0.48949,0.45,0.45987,46306.6544744,21475.8914765139342
1646784000,2022-03-09 00:00:00,LOKI/USDT,0.46676,0.50674,0.46356,0.48856,54636.04138594,26627.9297277221648
1646697600,2022-03-08 00:00:00,LOKI/USDT,0.47098,0.48552,0.46213,0.46676,24079.19965184,11329.1244617232329
1646611200,2022-03-07 00:00:00,LOKI/USDT,0.4728,0.48085,0.46043,0.47093,33859.72828126,15923.703992201826
1646524800,2022-03-06 00:00:00,LOKI/USDT,0.50029,0.50611,0.475,0.475,21730.04945033,10605.6059348626936
1646438400,2022-03-05 00:00:00,LOKI/USDT,0.51524,0.52052,0.48541,0.50029,35459.71036903,17905.5487608157497
1646352000,2022-03-04 00:00:00,LOKI/USDT,0.55445,0.55481,0.51524,0.51742,34548.29989499,18258.2514945896264
1646265600,2022-03-03 00:00:00,LOKI/USDT,0.51181,0.6042,0.50928,0.5488,82193.97090272,46290.4558224189755
1646179200,2022-03-02 00:00:00,LOKI/USDT,0.51505,0.57875,0.49103,0.51181,111232.20200573,58339.7471342839797
1646092800,2022-03-01 00:00:00,LOKI/USDT,0.47315,0.56348,0.44772,0.51795,106971.83676425,51077.0682875116256
1646006400,2022-02-28 00:00:00,LOKI/USDT,0.45083,0.48999,0.43892,0.47811,108138.7946553,48737.1558275499248
1645920000,2022-02-27 00:00:00,LOKI/USDT,0.41589,0.51444,0.40266,0.45083,71155.7673397,32670.7481221949949
1645833600,2022-02-26 00:00:00,LOKI/USDT,0.4205,0.42967,0.40733,0.42026,46517.43220481,19336.9212362605764
1645747200,2022-02-25 00:00:00,LOKI/USDT,0.41408,0.42056,0.39642,0.42049,42547.36397653,17411.601878569038
1645660800,2022-02-24 00:00:00,LOKI/USDT,0.41984,0.42692,0.37545,0.41408,174436.37742611,71179.8171948869764
1645574400,2022-02-23 00:00:00,LOKI/USDT,0.42142,0.43546,0.4164,0.42286,44008.17571714,18508.0792186710287
1645488000,2022-02-22 00:00:00,LOKI/USDT,0.43332,0.43471,0.40546,0.42142,45889.78166476,18907.9597122685086
1645401600,2022-02-21 00:00:00,LOKI/USDT,0.44753,0.45093,0.42401,0.43331,64023.87214831,28280.6489896962346
1645315200,2022-02-20 00:00:00,LOKI/USDT,0.45521,0.4553,0.44423,0.44753,56039.07960021,25169.0811968437442
1645228800,2022-02-19 00:00:00,LOKI/USDT,0.45529,0.4576,0.44995,0.45523,30878.56269395,13918.3011014911678
1645142400,2022-02-18 00:00:00,LOKI/USDT,0.44834,0.46124,0.44771,0.45532,77615.57020775,34967.7616639767213
1645056000,2022-02-17 00:00:00,LOKI/USDT,0.46348,0.46675,0.44007,0.4486,50355.51609286,22763.3153013215914
1644969600,2022-02-16 00:00:00,LOKI/USDT,0.44417,0.46986,0.44083,0.46348,54614.1881891,24687.5492590427017
1644883200,2022-02-15 00:00:00,LOKI/USDT,0.4398,0.44581,0.42806,0.44417,20380.68681622,8951.1708919175695
1644796800,2022-02-14 00:00:00,LOKI/USDT,0.4398,0.44418,0.42606,0.4398,8462.34113918,3685.4938163317827
1644710400,2022-02-13 00:00:00,LOKI/USDT,0.44418,0.4486,0.42094,0.4398,24442.76110807,10598.1956015507893
1644624000,2022-02-12 00:00:00,LOKI/USDT,0.44331,0.45172,0.44108,0.44418,52329.84533877,23260.8105959382424
1644537600,2022-02-11 00:00:00,LOKI/USDT,0.454,0.45476,0.44331,0.44331,36070.11321439,16119.1269494004746
1644451200,2022-02-10 00:00:00,LOKI/USDT,0.46675,0.46869,0.45053,0.45053,49743.91975956,22893.2119102519013
1644364800,2022-02-09 00:00:00,LOKI/USDT,0.44802,0.475,0.4433,0.46621,113790.85072822,51560.9461127418205
1644278400,2022-02-08 00:00:00,LOKI/USDT,0.50716,0.51796,0.44345,0.4455,95394.4962421,45514.6434314694064
