https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume USDT
1663545600000.0,2022-09-19 00:00:00,MKR/USDT,632.0,632.5,626.0,626.0,0.2666821086261981,166.943
1663459200000.0,2022-09-18 00:00:00,MKR/USDT,686.5,686.5,605.5,632.0,33.160814082278485,20957.6345
1663372800000.0,2022-09-17 00:00:00,MKR/USDT,669.0,688.0,666.0,686.5,13.482310269482884,9255.606
1663286400000.0,2022-09-16 00:00:00,MKR/USDT,658.5,671.5,652.0,669.0,40.04624439461883,26790.9375
1663200000000.0,2022-09-15 00:00:00,MKR/USDT,702.0,712.5,656.5,658.5,95.61282308276385,62961.044
1663113600000.0,2022-09-14 00:00:00,MKR/USDT,695.0,707.0,684.0,702.0,42.458448005698,29805.8305
1663027200000.0,2022-09-13 00:00:00,MKR/USDT,736.5,742.5,688.0,695.0,55.81624100719424,38792.2875
1662940800000.0,2022-09-12 00:00:00,MKR/USDT,753.5,766.0,728.0,736.5,72.14419416157502,53134.199
1662854400000.0,2022-09-11 00:00:00,MKR/USDT,764.5,774.5,741.5,753.5,68.83590909090908,51867.8575
1662768000000.0,2022-09-10 00:00:00,MKR/USDT,778.5,783.0,751.5,764.5,61.14816088947024,46747.769
1662681600000.0,2022-09-09 00:00:00,MKR/USDT,726.0,792.0,726.0,778.5,129.98451573538858,101192.9455
1662595200000.0,2022-09-08 00:00:00,MKR/USDT,738.5,748.5,719.5,726.0,53.84655096418732,39092.596
1662508800000.0,2022-09-07 00:00:00,MKR/USDT,728.5,753.0,707.5,738.5,67.11135680433311,49561.737
1662422400000.0,2022-09-06 00:00:00,MKR/USDT,741.5,769.0,688.5,728.5,106.10843514070007,77299.995
1662336000000.0,2022-09-05 00:00:00,MKR/USDT,752.0,755.5,725.0,741.5,18.8271955495617,13960.3655
1662249600000.0,2022-09-04 00:00:00,MKR/USDT,742.0,752.5,735.0,752.0,11.623805186170214,8741.1015
1662163200000.0,2022-09-03 00:00:00,MKR/USDT,749.5,749.5,735.0,742.0,7.8802446091644205,5847.1415
1662076800000.0,2022-09-02 00:00:00,MKR/USDT,758.5,783.0,742.5,749.5,27.297187458305533,20459.242
1661990400000.0,2022-09-01 00:00:00,MKR/USDT,759.5,770.0,729.5,758.5,171.31976796308504,129946.044
1661904000000.0,2022-08-31 00:00:00,MKR/USDT,784.0,822.0,759.5,759.5,49.57952600394997,37655.65
1661817600000.0,2022-08-30 00:00:00,MKR/USDT,811.5,829.5,760.5,784.0,131.25726275510203,102905.694
1661731200000.0,2022-08-29 00:00:00,MKR/USDT,736.5,817.0,734.0,811.5,24.169083795440542,19613.2115
1661644800000.0,2022-08-28 00:00:00,MKR/USDT,765.5,779.5,734.0,736.5,24.19033061778683,17816.1785
1661558400000.0,2022-08-27 00:00:00,MKR/USDT,761.0,781.5,753.0,765.5,14.62626845199216,11196.4085
1661472000000.0,2022-08-26 00:00:00,MKR/USDT,846.0,849.0,753.0,761.0,47.779340998685946,36360.0785
1661385600000.0,2022-08-25 00:00:00,MKR/USDT,855.5,877.0,835.0,846.0,59.72595803782506,50528.1605
1661299200000.0,2022-08-24 00:00:00,MKR/USDT,855.0,871.5,839.0,855.5,8.494136177673875,7266.7335
1661212800000.0,2022-08-23 00:00:00,MKR/USDT,841.0,869.0,813.5,855.0,67.2868754385965,57530.2785
1661126400000.0,2022-08-22 00:00:00,MKR/USDT,838.5,874.5,795.5,841.0,74.38666111771701,62559.182
1661040000000.0,2022-08-21 00:00:00,MKR/USDT,824.0,852.0,820.5,838.5,22.555112701252234,18912.462
1660953600000.0,2022-08-20 00:00:00,MKR/USDT,837.5,863.5,799.0,824.0,31.099979975728154,25626.3835
1660867200000.0,2022-08-19 00:00:00,MKR/USDT,893.5,893.5,824.0,837.5,35.63173373134328,29841.577
1660780800000.0,2022-08-18 00:00:00,MKR/USDT,931.0,955.5,871.0,893.5,45.4492428651371,40608.8985
1660694400000.0,2022-08-17 00:00:00,MKR/USDT,981.0,1011.5,927.5,931.0,75.84176852846402,70608.6865
1660608000000.0,2022-08-16 00:00:00,MKR/USDT,999.0,1008.0,967.0,981.0,79.08203924566769,77579.4805
1660521600000.0,2022-08-15 00:00:00,MKR/USDT,1024.0,1049.5,982.5,999.0,24.728762762762763,24704.034
1660435200000.0,2022-08-14 00:00:00,MKR/USDT,1066.5,1085.0,992.5,1024.0,12.3579345703125,12654.525
1660348800000.0,2022-08-13 00:00:00,MKR/USDT,1083.0,1116.0,1065.0,1066.5,35.653917018284105,38024.9025
1660262400000.0,2022-08-12 00:00:00,MKR/USDT,1081.5,1092.5,1056.0,1083.0,21.33202493074792,23102.583
1660176000000.0,2022-08-11 00:00:00,MKR/USDT,1114.5,1225.5,1063.5,1081.5,137.99121405455386,149237.498
1660089600000.0,2022-08-10 00:00:00,MKR/USDT,1069.0,1122.0,1049.0,1114.5,16.083786002691788,17925.3795
1660003200000.0,2022-08-09 00:00:00,MKR/USDT,1143.0,1148.5,1055.0,1069.0,17.68615622076707,18906.501
1659916800000.0,2022-08-08 00:00:00,MKR/USDT,1126.0,1186.5,1123.5,1143.0,9.377396325459317,10718.364
1659830400000.0,2022-08-07 00:00:00,MKR/USDT,1087.5,1144.0,1068.0,1126.0,8.72048001776199,9819.2605
1659744000000.0,2022-08-06 00:00:00,MKR/USDT,1120.0,1139.5,1085.0,1087.5,6.381931494252873,6940.3505
1659657600000.0,2022-08-05 00:00:00,MKR/USDT,1051.0,1120.5,1048.0,1120.0,214.121871875,239816.4965
1659571200000.0,2022-08-04 00:00:00,MKR/USDT,1039.5,1075.5,1034.0,1051.0,6.315569933396765,6637.664
1659484800000.0,2022-08-03 00:00:00,MKR/USDT,1044.0,1088.0,1018.5,1039.5,18.465137085137084,19194.51
1659398400000.0,2022-08-02 00:00:00,MKR/USDT,1063.5,1075.5,1009.5,1044.0,8.012410440613028,8364.9565
1659312000000.0,2022-08-01 00:00:00,MKR/USDT,1101.0,1130.5,1047.5,1063.5,13.283875881523272,14127.402
1659225600000.0,2022-07-31 00:00:00,MKR/USDT,1122.5,1177.0,1091.0,1101.0,17.767279291553134,19561.7745
1659139200000.0,2022-07-30 00:00:00,MKR/USDT,1156.0,1185.0,1096.5,1122.5,12.388755902004455,13906.3785
1659052800000.0,2022-07-29 00:00:00,MKR/USDT,1113.5,1175.0,1058.0,1156.0,30.548503460207613,35314.07
1658966400000.0,2022-07-28 00:00:00,MKR/USDT,1011.0,1133.0,995.0,1113.5,33.31660125729681,37098.0355
1658880000000.0,2022-07-27 00:00:00,MKR/USDT,921.0,1012.0,902.5,1011.0,29.42978189910979,29753.5095
1658793600000.0,2022-07-26 00:00:00,MKR/USDT,894.0,921.0,852.0,920.5,6.167908202064096,5677.5595
1658707200000.0,2022-07-25 00:00:00,MKR/USDT,985.0,994.0,893.0,894.0,13.337717561521252,11923.9195
1658620800000.0,2022-07-24 00:00:00,MKR/USDT,955.5,1018.0,955.5,985.0,6.422226395939086,6325.893
1658534400000.0,2022-07-23 00:00:00,MKR/USDT,948.5,977.5,924.0,955.5,2.3831229722658294,2277.074
1658448000000.0,2022-07-22 00:00:00,MKR/USDT,978.5,1009.5,934.5,948.0,17.35798523206751,16455.37
1658361600000.0,2022-07-21 00:00:00,MKR/USDT,974.0,998.0,937.5,978.5,29.020580991313235,28396.6385
1658275200000.0,2022-07-20 00:00:00,MKR/USDT,1031.5,1067.5,955.0,974.0,51.066688398357286,49738.9545
1658188800000.0,2022-07-19 00:00:00,MKR/USDT,1048.0,1066.5,998.0,1031.5,22.728339796412993,23444.2825
1658102400000.0,2022-07-18 00:00:00,MKR/USDT,932.0,1050.0,932.0,1048.0,19.51573616412214,20452.4915
1658016000000.0,2022-07-17 00:00:00,MKR/USDT,963.5,971.0,928.5,932.0,11.576317596566524,10789.128
1657929600000.0,2022-07-16 00:00:00,MKR/USDT,910.5,975.0,889.0,963.5,15.253993772703684,14697.223
1657843200000.0,2022-07-15 00:00:00,MKR/USDT,893.5,941.5,881.5,910.5,35.401856672158154,32233.3905
1657756800000.0,2022-07-14 00:00:00,MKR/USDT,855.0,902.0,821.0,893.5,19.823928931169558,17712.6805
1657670400000.0,2022-07-13 00:00:00,MKR/USDT,823.0,861.5,796.5,855.0,37.64331286549708,32185.0325
1657584000000.0,2022-07-12 00:00:00,MKR/USDT,867.0,879.5,822.5,823.0,23.212648238153097,19104.0095
1657497600000.0,2022-07-11 00:00:00,MKR/USDT,941.0,944.0,861.0,867.0,33.32300057670127,28891.0415
1657411200000.0,2022-07-10 00:00:00,MKR/USDT,999.5,1000.0,935.5,941.0,145.6500116896918,137056.661
1657324800000.0,2022-07-09 00:00:00,MKR/USDT,960.5,1011.5,960.5,999.0,7.754082082082083,7746.328
