https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume OMG
1657497600000,2022-07-11 00:00:00,OMG/BTC,8.968e-05,8.974e-05,8.477e-05,8.514e-05,20.314216147476916,238597.79360438001
1657411200000,2022-07-10 00:00:00,OMG/BTC,8.936e-05,9.028e-05,8.816e-05,8.963e-05,9.040126273439789,100860.49618922001
1657324800000,2022-07-09 00:00:00,OMG/BTC,8.753e-05,9.076e-05,8.753e-05,8.938e-05,14.025161050588842,156916.10036461
1657238400000,2022-07-08 00:00:00,OMG/BTC,8.869e-05,8.925e-05,8.605e-05,8.743e-05,16.831313301530606,192511.87580385
1657152000000,2022-07-07 00:00:00,OMG/BTC,8.922e-05,9.088e-05,8.768e-05,8.857e-05,10.739969040361952,121259.67077297
1657065600000,2022-07-06 00:00:00,OMG/BTC,8.977e-05,9.13e-05,8.924e-05,8.924e-05,12.618579526606535,141400.48774772
1656979200000,2022-07-05 00:00:00,OMG/BTC,9.259e-05,9.3e-05,8.939e-05,8.982e-05,10.809764001781517,120349.18728325001
1656892800000,2022-07-04 00:00:00,OMG/BTC,9.444e-05,9.503e-05,9.225e-05,9.254e-05,7.075969427336598,76463.90131118
1656806400000,2022-07-03 00:00:00,OMG/BTC,9.478e-05,9.528e-05,9.225e-05,9.448e-05,9.789619596212557,103615.78742816
1656720000000,2022-07-02 00:00:00,OMG/BTC,9.281e-05,9.518e-05,9.136e-05,9.466e-05,13.62644616377519,143951.47014341
1656633600000,2022-07-01 00:00:00,OMG/BTC,9.292e-05,9.437e-05,9.01e-05,9.281e-05,17.508672234028243,188650.7082645
1656547200000,2022-06-30 00:00:00,OMG/BTC,9.313e-05,9.607e-05,8.824e-05,9.302e-05,25.355534422738707,272581.53539818
1656460800000,2022-06-29 00:00:00,OMG/BTC,9.159e-05,9.346e-05,9.036e-05,9.304e-05,20.5268088015135,220623.48238944
1656374400000,2022-06-28 00:00:00,OMG/BTC,9.588e-05,9.982e-05,9.096e-05,9.156e-05,8.85602254632017,96723.70627261
1656288000000,2022-06-27 00:00:00,OMG/BTC,9.016e-05,9.844e-05,9.016e-05,9.588e-05,19.596842599062104,204389.26365313
1656201600000,2022-06-26 00:00:00,OMG/BTC,9.5e-05,9.569e-05,9.012e-05,9.016e-05,14.229493913701972,157824.91031169
1656115200000,2022-06-25 00:00:00,OMG/BTC,9.464e-05,9.96e-05,9.211e-05,9.5e-05,20.06456278336395,211205.92403541
1656028800000,2022-06-24 00:00:00,OMG/BTC,9.052e-05,9.538e-05,9.052e-05,9.464e-05,6.247084011454104,66008.9181261
1655942400000,2022-06-23 00:00:00,OMG/BTC,8.999e-05,9.243e-05,8.948e-05,9.037e-05,13.76441906900819,152311.81884484
1655856000000,2022-06-22 00:00:00,OMG/BTC,9.086e-05,9.129e-05,8.845e-05,9.002e-05,10.998137128717131,122174.37379157
1655769600000,2022-06-21 00:00:00,OMG/BTC,9.074e-05,9.277e-05,8.933e-05,9.102e-05,2.626739242277201,28858.92377804
1655683200000,2022-06-20 00:00:00,OMG/BTC,8.837e-05,9.275e-05,8.742e-05,9.075e-05,8.57635323817965,94505.2698422
1655596800000,2022-06-19 00:00:00,OMG/BTC,9.031e-05,9.305e-05,8.728e-05,8.837e-05,26.39022159676437,298633.26464597
1655510400000,2022-06-18 00:00:00,OMG/BTC,9.04e-05,9.228e-05,8.84e-05,9.033e-05,25.406607514267307,281264.33648032
1655424000000,2022-06-17 00:00:00,OMG/BTC,8.843e-05,9.187e-05,8.771e-05,9.042e-05,29.311528774635516,324170.85572479
1655337600000,2022-06-16 00:00:00,OMG/BTC,8.983e-05,9.07e-05,8.614e-05,8.836e-05,18.724076507911665,211906.7056124
1655251200000,2022-06-15 00:00:00,OMG/BTC,8.693e-05,8.982e-05,8.513e-05,8.982e-05,26.16215004476955,291273.10225751
1655164800000,2022-06-14 00:00:00,OMG/BTC,8.47e-05,8.752e-05,8.286e-05,8.682e-05,29.552290363625428,340385.74480103
1655078400000,2022-06-13 00:00:00,OMG/BTC,8.054e-05,8.568e-05,7.689e-05,8.488e-05,47.24416323972287,556599.47266403
1654992000000,2022-06-12 00:00:00,OMG/BTC,8.05e-05,8.311e-05,7.742e-05,8.054e-05,35.821907077774135,444771.62996988
1654905600000,2022-06-11 00:00:00,OMG/BTC,8.537e-05,8.778e-05,7.968e-05,8.05e-05,33.15078508631533,411810.99486106
1654819200000,2022-06-10 00:00:00,OMG/BTC,9.063e-05,9.063e-05,8.473e-05,8.541e-05,23.052430604736944,269903.18001097
1654732800000,2022-06-09 00:00:00,OMG/BTC,8.757e-05,9.242e-05,8.543e-05,9.064e-05,62.97687684059995,694802.25993601
1654646400000,2022-06-08 00:00:00,OMG/BTC,8.466e-05,8.871e-05,8.423e-05,8.76e-05,40.74437205871618,465118.40249676
1654560000000,2022-06-07 00:00:00,OMG/BTC,8.199e-05,8.66e-05,8.024e-05,8.463e-05,22.236809284667004,262753.27052661
1654473600000,2022-06-06 00:00:00,OMG/BTC,8.294e-05,8.66e-05,8.011e-05,8.2e-05,21.24577880920826,259094.86352693
1654387200000,2022-06-05 00:00:00,OMG/BTC,8.146e-05,8.355e-05,8.034e-05,8.299e-05,15.813963992275662,190552.6448039
1654300800000,2022-06-04 00:00:00,OMG/BTC,8.155e-05,8.231e-05,7.963e-05,8.14e-05,19.586144681186976,240616.02802441
1654214400000,2022-06-03 00:00:00,OMG/BTC,8.373e-05,8.374e-05,8.048e-05,8.147e-05,10.80741315259192,132655.12645872
1654128000000,2022-06-02 00:00:00,OMG/BTC,8.327e-05,8.403e-05,8.102e-05,8.373e-05,19.59763546756305,234057.51185433
1654041600000,2022-06-01 00:00:00,OMG/BTC,8.658e-05,9.052e-05,8.329e-05,8.332e-05,28.771434340568092,345312.46208075003
1653955200000,2022-05-31 00:00:00,OMG/BTC,8.678e-05,8.956e-05,8.366e-05,8.655e-05,22.327911046246715,257977.01959846
1653868800000,2022-05-30 00:00:00,OMG/BTC,8.749e-05,9.102e-05,8.518e-05,8.689e-05,30.525332576741427,351310.07684131
1653782400000,2022-05-29 00:00:00,OMG/BTC,8.293e-05,8.749e-05,8.152e-05,8.749e-05,29.801466937450527,340627.12238485
1653696000000,2022-05-28 00:00:00,OMG/BTC,8.215e-05,8.554e-05,8.179e-05,8.285e-05,9.166031985679313,110634.06138418001
1653609600000,2022-05-27 00:00:00,OMG/BTC,8.069e-05,8.383e-05,7.77e-05,8.215e-05,10.811474731724726,131606.5092115
1653523200000,2022-05-26 00:00:00,OMG/BTC,8.598e-05,8.704e-05,7.935e-05,8.06e-05,19.183625417207367,238010.24090828001
1653436800000,2022-05-25 00:00:00,OMG/BTC,8.739e-05,8.796e-05,8.292e-05,8.598e-05,25.18926663545561,292966.58101251
1653350400000,2022-05-24 00:00:00,OMG/BTC,8.743e-05,8.899e-05,8.338e-05,8.746e-05,28.494783890266106,325803.61182559
1653264000000,2022-05-23 00:00:00,OMG/BTC,8.567e-05,9.259e-05,8.473e-05,8.726e-05,38.615817196015115,442537.44208131003
1653177600000,2022-05-22 00:00:00,OMG/BTC,8.547e-05,8.778e-05,8.385e-05,8.585e-05,42.35345605096389,493342.52825817
1653091200000,2022-05-21 00:00:00,OMG/BTC,8.225e-05,8.563e-05,8.074e-05,8.544e-05,51.93046434502849,607800.37857009
1653004800000,2022-05-20 00:00:00,OMG/BTC,8.273e-05,8.403e-05,8.05e-05,8.23e-05,33.62303181323871,408542.3063577
1652918400000,2022-05-19 00:00:00,OMG/BTC,8.144e-05,8.417e-05,7.753e-05,8.243e-05,23.69272125338562,287428.37866536
1652832000000,2022-05-18 00:00:00,OMG/BTC,8.441e-05,8.591e-05,8.048e-05,8.143e-05,33.65901629494189,413349.0887258
1652745600000,2022-05-17 00:00:00,OMG/BTC,8.161e-05,8.533e-05,8.104e-05,8.442e-05,28.017907008709514,331887.07662532
1652659200000,2022-05-16 00:00:00,OMG/BTC,8.454e-05,8.592e-05,8.093e-05,8.158e-05,25.3886268567764,311211.41035519
1652572800000,2022-05-15 00:00:00,OMG/BTC,8.553e-05,8.638e-05,7.781e-05,8.507e-05,40.05396024044942,470835.31492241
1652486400000,2022-05-14 00:00:00,OMG/BTC,8.451e-05,8.786e-05,7.976e-05,8.598e-05,30.910343595551346,359506.2060427
1652400000000,2022-05-13 00:00:00,OMG/BTC,8.112e-05,8.825e-05,8.004e-05,8.446e-05,13.864341693153921,164152.75506931
1652313600000,2022-05-12 00:00:00,OMG/BTC,8.662e-05,8.807e-05,7.166e-05,8.082e-05,81.62629067375975,1009976.37557238
1652227200000,2022-05-11 00:00:00,OMG/BTC,9.976e-05,0.00010286,7.877e-05,8.701e-05,79.90617527823491,918356.22662033
1652140800000,2022-05-10 00:00:00,OMG/BTC,9.665e-05,0.00010652,9.386e-05,9.976e-05,64.13001440175272,642842.96713866
1652054400000,2022-05-09 00:00:00,OMG/BTC,0.00010485,0.00010744,9.612e-05,9.66e-05,33.78389941236324,349729.8075814
1651968000000,2022-05-08 00:00:00,OMG/BTC,0.00010187,0.0001085,0.00010168,0.0001047,18.176058974924945,173601.32736318
1651881600000,2022-05-07 00:00:00,OMG/BTC,0.0001018,0.0001035,9.967e-05,0.00010192,11.096577730059348,108875.37019289
1651795200000,2022-05-06 00:00:00,OMG/BTC,0.0001026,0.000103,9.982e-05,0.00010173,16.067703853617736,157944.59700794
1651708800000,2022-05-05 00:00:00,OMG/BTC,0.00010682,0.000108,0.0001001,0.00010272,15.400083850856554,149922.93468513
1651622400000,2022-05-04 00:00:00,OMG/BTC,9.903e-05,0.00010747,9.76e-05,0.00010697,15.701424973897241,146783.44371223
1651536000000,2022-05-03 00:00:00,OMG/BTC,9.962e-05,0.00010229,9.676e-05,9.906e-05,10.374820802172396,104732.69535809
1651449600000,2022-05-02 00:00:00,OMG/BTC,0.0001,0.00010101,9.489e-05,9.962e-05,11.345874472139874,113891.53254507
1651363200000,2022-05-01 00:00:00,OMG/BTC,9.587e-05,0.00010052,9.453e-05,0.00010009,14.487694866535072,144746.67665636
1651276800000,2022-04-30 00:00:00,OMG/BTC,0.00010271,0.00010474,9.211e-05,9.591e-05,17.43384700870779,181772.98518098
1651190400000,2022-04-29 00:00:00,OMG/BTC,0.00010468,0.00010505,0.00010021,0.00010271,9.807624231865278,95488.50386394
1651104000000,2022-04-28 00:00:00,OMG/BTC,0.00010696,0.0001085,0.0001042,0.00010469,6.727473938158355,64260.9030295
1651017600000,2022-04-27 00:00:00,OMG/BTC,0.00010749,0.00010959,0.0001059,0.00010689,5.146774956030769,48150.20073001
1650931200000,2022-04-26 00:00:00,OMG/BTC,0.00011181,0.00011367,0.00010662,0.00010745,5.456058583294175,50777.65084499
1650844800000,2022-04-25 00:00:00,OMG/BTC,0.00011504,0.0001157,0.00010985,0.00011182,5.089858682351675,45518.32125158
1650758400000,2022-04-24 00:00:00,OMG/BTC,0.00011636,0.00012449,0.00011372,0.00011497,12.187952932653332,106009.85415894
1650672000000,2022-04-23 00:00:00,OMG/BTC,0.00011653,0.00011739,0.00011519,0.00011637,7.283060986743543,62585.38271671
1650585600000,2022-04-22 00:00:00,OMG/BTC,0.0001135,0.00011818,0.00011328,0.0001166,7.027714019388854,60271.98987469
1650499200000,2022-04-21 00:00:00,OMG/BTC,0.00011527,0.00011937,0.00011338,0.00011349,13.643840174518218,120220.63771714
1650412800000,2022-04-20 00:00:00,OMG/BTC,0.00011584,0.00011963,0.00011317,0.00011527,17.93346951252683,155577.94319881
1650326400000,2022-04-19 00:00:00,OMG/BTC,0.00011528,0.00011753,0.00011394,0.00011578,6.906949816653597,59655.81116474
1650240000000,2022-04-18 00:00:00,OMG/BTC,0.00011351,0.00011578,0.00011116,0.00011528,8.569449345822754,74335.95893323
1650153600000,2022-04-17 00:00:00,OMG/BTC,0.00011825,0.00011857,0.00011316,0.00011352,6.642759750366801,58516.20639858
1650067200000,2022-04-16 00:00:00,OMG/BTC,0.00011431,0.00012036,0.00011431,0.00011823,16.091116122357157,136100.11099008
1649980800000,2022-04-15 00:00:00,OMG/BTC,0.00011314,0.000121,0.00011314,0.00011419,15.548994226480024,136167.73996392
1649894400000,2022-04-14 00:00:00,OMG/BTC,0.00011276,0.00011533,0.00011184,0.00011316,5.725908953427463,50600.11447002
1649808000000,2022-04-13 00:00:00,OMG/BTC,0.00011061,0.00011447,0.00011045,0.00011276,5.449046559397491,48324.28662112
1649721600000,2022-04-12 00:00:00,OMG/BTC,0.00010709,0.00011357,0.00010619,0.0001106,9.21977710829924,83361.4566754
1649635200000,2022-04-11 00:00:00,OMG/BTC,0.00011151,0.00011175,0.00010481,0.00010708,9.08434868364512,84837.02543561
1649548800000,2022-04-10 00:00:00,OMG/BTC,0.0001139,0.0001146,0.00011146,0.00011154,6.0565072566961256,54298.97128112
1649462400000,2022-04-09 00:00:00,OMG/BTC,0.00011112,0.00011513,0.00011112,0.00011398,6.943421901221456,60917.89701019
1649376000000,2022-04-08 00:00:00,OMG/BTC,0.00011475,0.00011687,0.00011024,0.00011107,4.056296556922512,36520.18147945
1649289600000,2022-04-07 00:00:00,OMG/BTC,0.00011081,0.00011586,0.00010956,0.00011467,3.1577018695731094,27537.29719694
1649203200000,2022-04-06 00:00:00,OMG/BTC,0.00012003,0.00012009,0.0001102,0.00011096,4.704705641478992,42400.01479343
1649116800000,2022-04-05 00:00:00,OMG/BTC,0.00012444,0.00012634,0.00011994,0.00012029,3.117884260513289,25919.72949134
1649030400000,2022-04-04 00:00:00,OMG/BTC,0.00012968,0.00013119,0.00012299,0.00012443,3.0973971482273437,24892.68784238
1648944000000,2022-04-03 00:00:00,OMG/BTC,0.0001318,0.00013634,0.00012612,0.0001296,7.01838829422936,54154.23066535
1648857600000,2022-04-02 00:00:00,OMG/BTC,0.0001278,0.00013233,0.00012498,0.0001318,4.504777657862816,34178.88966512
1648771200000,2022-04-01 00:00:00,OMG/BTC,0.00012078,0.00013196,0.00012078,0.00012772,3.0744036225038625,24071.43456392
1648684800000,2022-03-31 00:00:00,OMG/BTC,0.00012088,0.00012867,0.0001191,0.00012075,1.454602372062,12046.396456
1648598400000,2022-03-30 00:00:00,OMG/BTC,0.0001192,0.0001231,0.00011677,0.00012096,0.8584935299406143,7097.33407689
1648512000000,2022-03-29 00:00:00,OMG/BTC,0.00011295,0.00012599,0.00011295,0.00011918,2.175091143188069,18250.47107894
1648425600000,2022-03-28 00:00:00,OMG/BTC,0.00011586,0.00011984,0.00011187,0.00011292,1.1227716593891268,9943.07172679
1648339200000,2022-03-27 00:00:00,OMG/BTC,0.00011768,0.00011858,0.00011436,0.00011588,0.8310830923872796,7171.92865367
1648252800000,2022-03-26 00:00:00,OMG/BTC,0.00011585,0.00011773,0.00011379,0.00011768,0.3135421380838408,2664.36215231
1648166400000,2022-03-25 00:00:00,OMG/BTC,0.00011883,0.00012279,0.00011266,0.00011583,1.1610077002243433,10023.37650198
1648080000000,2022-03-24 00:00:00,OMG/BTC,0.00012201,0.00012306,0.00011676,0.00011882,0.533668982995668,4491.4070274
1647993600000,2022-03-23 00:00:00,OMG/BTC,0.00011334,0.00012618,0.00011288,0.00012133,2.610491991047203,21515.63497113
1647907200000,2022-03-22 00:00:00,OMG/BTC,0.00011723,0.00011772,0.00011297,0.00011326,1.3432962501839314,11860.28827639
1647820800000,2022-03-21 00:00:00,OMG/BTC,0.00011781,0.00012136,0.0001139,0.00011723,5.335624837462767,45514.15881142
1647734400000,2022-03-20 00:00:00,OMG/BTC,0.00011172,0.00012398,0.00011172,0.00011796,2.8321135113363334,24009.10063866
1647648000000,2022-03-19 00:00:00,OMG/BTC,0.00010272,0.00011557,0.00010262,0.00011172,2.975755265948489,26635.83302854
1647561600000,2022-03-18 00:00:00,OMG/BTC,0.00010091,0.00010931,0.00010029,0.00010265,1.5906401898158096,15495.76414823
1647475200000,2022-03-17 00:00:00,OMG/BTC,0.00010152,0.00010178,9.996e-05,0.00010087,0.46927796172170755,4652.30456748
1647388800000,2022-03-16 00:00:00,OMG/BTC,0.00010229,0.00010446,9.877e-05,0.00010153,1.6221745523362807,15977.29294136
1647302400000,2022-03-15 00:00:00,OMG/BTC,0.00010171,0.00010428,0.00010068,0.00010217,0.32957761088466103,3225.7767533
1647216000000,2022-03-14 00:00:00,OMG/BTC,0.00010342,0.00010342,0.0001002,0.00010171,0.5309312672430551,5220.0498205
1647129600000,2022-03-13 00:00:00,OMG/BTC,0.00010301,0.0001055,0.0001028,0.00010349,0.49957980287732534,4827.32440697
1647043200000,2022-03-12 00:00:00,OMG/BTC,0.00010413,0.00010743,0.00010275,0.00010294,1.06790223647397,10374.026000329999
1646956800000,2022-03-11 00:00:00,OMG/BTC,0.00010959,0.00010963,0.00010332,0.00010403,1.9857553226446105,19088.29494035
1646870400000,2022-03-10 00:00:00,OMG/BTC,9.505e-05,0.00012163,9.498e-05,0.00010957,12.16411413866276,111016.83068963
1646784000000,2022-03-09 00:00:00,OMG/BTC,9.834e-05,0.00010088,9.326e-05,9.504e-05,0.6228134544810816,6553.17186954
1646697600000,2022-03-08 00:00:00,OMG/BTC,9.636e-05,9.978e-05,9.597e-05,9.834e-05,1.084575510965166,11028.8337499
1646611200000,2022-03-07 00:00:00,OMG/BTC,9.849e-05,0.00010145,9.523e-05,9.655e-05,1.0526291394049334,10902.42505857
1646524800000,2022-03-06 00:00:00,OMG/BTC,0.00010224,0.00010227,9.837e-05,9.85e-05,0.694947760087485,7055.30720901
1646438400000,2022-03-05 00:00:00,OMG/BTC,0.00010153,0.00010273,9.912e-05,0.00010229,1.0502815014742268,10267.68502761
1646352000000,2022-03-04 00:00:00,OMG/BTC,0.00010043,0.00010202,9.897e-05,0.00010129,1.0062880868184767,9934.72294223
1646265600000,2022-03-03 00:00:00,OMG/BTC,0.00010053,0.00010119,9.806e-05,0.00010048,4.419359547600544,43982.47957405
