https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TIDAL,Volume USDT
1663459200,2022-09-18 00:00:00,TIDAL/USDT,0.0003311,0.0003602,0.0003311,0.000356,17382889.1146,6120.45373748674
1663372800,2022-09-17 00:00:00,TIDAL/USDT,0.0003244,0.000366,0.0003138,0.0003276,71588416.934,24564.97297794041
1663286400,2022-09-16 00:00:00,TIDAL/USDT,0.0003304,0.0003331,0.0003191,0.0003211,14604040.801,4763.58684909652
1663200000,2022-09-15 00:00:00,TIDAL/USDT,0.0003315,0.0003423,0.0003213,0.0003304,25992821.2084,8629.35021231715
1663113600,2022-09-14 00:00:00,TIDAL/USDT,0.0003212,0.000376,0.0003138,0.0003316,99042835.785,33975.2094861567
1663027200,2022-09-13 00:00:00,TIDAL/USDT,0.0003628,0.0003654,0.0003166,0.0003213,66049155.5036,22389.61812633431
1662940800,2022-09-12 00:00:00,TIDAL/USDT,0.0003306,0.000373,0.000327,0.00036,110478913.237,39006.02388327187
1662854400,2022-09-11 00:00:00,TIDAL/USDT,0.0003257,0.00037,0.00032,0.0003306,153994243.8929,53522.74086839672
1662768000,2022-09-10 00:00:00,TIDAL/USDT,0.0003105,0.0003422,0.000304,0.0003211,50814929.2742,16500.78916824453
1662681600,2022-09-09 00:00:00,TIDAL/USDT,0.0003202,0.0003366,0.0003,0.0003102,69085451.4841,21987.12256645646
1662595200,2022-09-08 00:00:00,TIDAL/USDT,0.0003231,0.0003377,0.000311,0.0003186,57005721.6173,18298.39726284
1662508800,2022-09-07 00:00:00,TIDAL/USDT,0.0003001,0.000385,0.000291,0.0003231,295733562.6976,101140.67594834516
1662422400,2022-09-06 00:00:00,TIDAL/USDT,0.0003143,0.000322,0.0003001,0.0003001,20197570.2687,6226.37814288989
1662336000,2022-09-05 00:00:00,TIDAL/USDT,0.0003267,0.0003322,0.0003137,0.0003137,17012670.8841,5445.00681953641
1662249600,2022-09-04 00:00:00,TIDAL/USDT,0.0003174,0.0003414,0.0003166,0.0003267,23602298.6953,7738.95822159629
1662163200,2022-09-03 00:00:00,TIDAL/USDT,0.00031,0.000335,0.0003001,0.0003207,39248422.4881,12419.91818347817
1662076800,2022-09-02 00:00:00,TIDAL/USDT,0.0003179,0.0003276,0.0003051,0.0003104,18426213.0471,5838.96743931651
1661990400,2022-09-01 00:00:00,TIDAL/USDT,0.0003164,0.0003182,0.0003,0.0003182,16703265.9806,5127.96549104628
1661904000,2022-08-31 00:00:00,TIDAL/USDT,0.000322,0.0003303,0.0003092,0.0003159,43495477.7515,13743.55546817122
1661817600,2022-08-30 00:00:00,TIDAL/USDT,0.000335,0.0003414,0.000315,0.0003191,14427087.513,4740.74722396844
1661731200,2022-08-29 00:00:00,TIDAL/USDT,0.0003189,0.00035,0.0003156,0.0003301,24914825.3856,8316.7767152413
1661644800,2022-08-28 00:00:00,TIDAL/USDT,0.0003354,0.0003403,0.0003104,0.0003184,19894222.6414,6502.66708981926
1661558400,2022-08-27 00:00:00,TIDAL/USDT,0.0003367,0.0003422,0.0003239,0.0003354,19105170.7348,6323.74743290117
1661472000,2022-08-26 00:00:00,TIDAL/USDT,0.00036,0.00036,0.00033,0.0003367,27337199.7896,9396.6170982279
1661385600,2022-08-25 00:00:00,TIDAL/USDT,0.0003625,0.0003731,0.00036,0.0003603,14035863.5292,5124.81025414862
