https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PAX,Volume USDT,tradecount
1630702800000,2021-09-03 21:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,68364.99000000,68338.13538600,26
1630699200000,2021-09-03 20:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,56195.52000000,56173.23093500,25
1630695600000,2021-09-03 19:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,14799.69000000,14794.76984600,23
1630692000000,2021-09-03 18:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,72635.33000000,72606.89703400,36
1630688400000,2021-09-03 17:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,5514.29000000,5512.58375000,20
1630684800000,2021-09-03 16:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,48286.88000000,48270.52349400,37
1630681200000,2021-09-03 15:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,167359.49000000,167293.18289800,60
1630677600000,2021-09-03 14:00:00,PAX/USDT,0.99970000,0.99980000,0.99960000,0.99970000,977661.15000000,977366.84574500,506
1630674000000,2021-09-03 13:00:00,PAX/USDT,0.99980000,0.99980000,0.99970000,0.99970000,527592.88000000,527445.29716600,124
1630670400000,2021-09-03 12:00:00,PAX/USDT,0.99970000,0.99980000,0.99970000,0.99970000,318153.72000000,318079.24801300,78
1630666800000,2021-09-03 11:00:00,PAX/USDT,0.99980000,0.99980000,0.99970000,0.99970000,192694.28000000,192639.19530600,54
1630663200000,2021-09-03 10:00:00,PAX/USDT,0.99970000,0.99980000,0.99960000,0.99980000,1641115.43000000,1640693.49606600,360
1630659600000,2021-09-03 09:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,174158.36000000,174105.88683800,110
1630656000000,2021-09-03 08:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,409449.22000000,409322.33093700,148
1630652400000,2021-09-03 07:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,203640.68000000,203566.52372300,42
1630648800000,2021-09-03 06:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,15231.65000000,15226.66916800,17
1630645200000,2021-09-03 05:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,3474.34000000,3473.09667600,9
1630641600000,2021-09-03 04:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,2712.05000000,2711.16781000,15
1630638000000,2021-09-03 03:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,3004.71000000,3003.79795700,10
1630634400000,2021-09-03 02:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,52395.42000000,52374.76307600,21
1630630800000,2021-09-03 01:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,13157.31000000,13152.08039900,13
1630627200000,2021-09-03 00:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,32915.79000000,32902.71523200,20
1630623600000,2021-09-02 23:00:00,PAX/USDT,0.99950000,0.99970000,0.99950000,0.99960000,672008.87000000,671767.17905100,29
1630620000000,2021-09-02 22:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,8279.96000000,8275.83983000,14
1630616400000,2021-09-02 21:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,64540.30000000,64514.44780800,69
1630612800000,2021-09-02 20:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99960000,54115.03000000,54090.47197900,21
1630609200000,2021-09-02 19:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,96502.39000000,96459.91447100,51
1630605600000,2021-09-02 18:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,609517.38000000,609257.88157300,86
1630602000000,2021-09-02 17:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,50118.81000000,50094.39149700,22
1630598400000,2021-09-02 16:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,54164.18000000,54139.79541400,33
1630594800000,2021-09-02 15:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,85397.99000000,85360.53741100,86
1630591200000,2021-09-02 14:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,164062.15000000,163983.21359700,68
1630587600000,2021-09-02 13:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,53862.22000000,53835.50653200,42
1630584000000,2021-09-02 12:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,105609.54000000,105557.12109000,57
1630580400000,2021-09-02 11:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99960000,123639.38000000,123586.59555500,54
1630576800000,2021-09-02 10:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,170229.65000000,170144.56180900,65
1630573200000,2021-09-02 09:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,174827.64000000,174740.72151700,74
1630569600000,2021-09-02 08:00:00,PAX/USDT,0.99970000,0.99970000,0.99950000,0.99960000,647022.26000000,646758.13849000,206
1630566000000,2021-09-02 07:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,420203.56000000,420035.76330700,115
1630562400000,2021-09-02 06:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,656730.07000000,656474.82736000,171
1630558800000,2021-09-02 05:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,189142.13000000,189066.50798600,61
1630555200000,2021-09-02 04:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,220728.10000000,220643.95072500,76
1630551600000,2021-09-02 03:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,200611.18000000,200531.11110600,78
1630548000000,2021-09-02 02:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,467303.71000000,467116.80041500,201
1630544400000,2021-09-02 01:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,351299.53000000,351165.50672800,129
1630540800000,2021-09-02 00:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,236628.90000000,236536.74884400,88
1630537200000,2021-09-01 23:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,75940.87000000,75911.87726300,41
1630533600000,2021-09-01 22:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,39380.80000000,39366.85531400,31
1630530000000,2021-09-01 21:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,131684.84000000,131636.63837800,72
1630526400000,2021-09-01 20:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,60786.47000000,60763.89076600,49
1630522800000,2021-09-01 19:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,28060.60000000,28051.05640400,24
1630519200000,2021-09-01 18:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,163588.41000000,163538.41885100,35
1630515600000,2021-09-01 17:00:00,PAX/USDT,0.99970000,0.99980000,0.99950000,0.99960000,2508878.90000000,2508087.93373300,512
1630512000000,2021-09-01 16:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,509797.07000000,509595.31772800,155
1630508400000,2021-09-01 15:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,202977.61000000,202896.63111600,65
1630504800000,2021-09-01 14:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,173434.40000000,173365.06089900,58
1630501200000,2021-09-01 13:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,67726.86000000,67700.60713700,36
1630497600000,2021-09-01 12:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,109068.70000000,109025.65990400,34
1630494000000,2021-09-01 11:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,302495.24000000,302374.43011300,86
1630490400000,2021-09-01 10:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,32477.65000000,32464.93627000,28
1630486800000,2021-09-01 09:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,133970.73000000,133923.42332900,36
1630483200000,2021-09-01 08:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,37222.88000000,37211.19046700,24
1630479600000,2021-09-01 07:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,61725.50000000,61702.91512700,21
1630476000000,2021-09-01 06:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,72777.10000000,72752.70730700,29
1630472400000,2021-09-01 05:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,13371.12000000,13366.50492900,22
1630468800000,2021-09-01 04:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,43023.03000000,43007.83118400,28
1630465200000,2021-09-01 03:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,58007.14000000,57989.42427100,48
1630461600000,2021-09-01 02:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,75366.96000000,75343.11542100,22
1630458000000,2021-09-01 01:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,24546.45000000,24537.04430500,75
1630454400000,2021-09-01 00:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,73535.15000000,73509.96618600,104
1630450800000,2021-08-31 23:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,76883.58000000,76858.84254300,73
1630447200000,2021-08-31 22:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,43207.05000000,43192.19176300,55
1630443600000,2021-08-31 21:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,80133.30000000,80104.82911100,52
1630440000000,2021-08-31 20:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,225847.50000000,225757.89959800,75
1630436400000,2021-08-31 19:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,14874.22000000,14868.64108800,22
1630432800000,2021-08-31 18:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,124111.51000000,124073.55083100,64
1630429200000,2021-08-31 17:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,118961.67000000,118925.23522000,66
1630425600000,2021-08-31 16:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,65176.08000000,65153.03839600,41
1630422000000,2021-08-31 15:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,90875.33000000,90845.13689900,39
1630418400000,2021-08-31 14:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,505439.82000000,505285.66605100,102
1630414800000,2021-08-31 13:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,241590.90000000,241498.01238800,84
1630411200000,2021-08-31 12:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,54821.75000000,54800.59282200,51
1630407600000,2021-08-31 11:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,202060.37000000,201979.69077900,58
1630404000000,2021-08-31 10:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99960000,117703.81000000,117667.24130800,50
1630400400000,2021-08-31 09:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99970000,388538.73000000,388397.94938200,81
1630396800000,2021-08-31 08:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,268758.36000000,268660.98134500,46
1630393200000,2021-08-31 07:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,210956.67000000,210884.61288700,113
1630389600000,2021-08-31 06:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,58695.40000000,58677.72980800,44
1630386000000,2021-08-31 05:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,149692.95000000,149647.49343200,55
1630382400000,2021-08-31 04:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,105159.98000000,105127.66177700,45
1630378800000,2021-08-31 03:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,49123.47000000,49108.68403500,36
1630375200000,2021-08-31 02:00:00,PAX/USDT,0.99970000,0.99970000,0.99960000,0.99970000,57530.46000000,57513.02339000,46
1630371600000,2021-08-31 01:00:00,PAX/USDT,0.99960000,0.99970000,0.99950000,0.99960000,470875.83000000,470694.47883600,338
1630368000000,2021-08-31 00:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,557575.79000000,557352.71247900,212
1630364400000,2021-08-30 23:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99960000,146298.68000000,146238.99950100,68
1630360800000,2021-08-30 22:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99960000,92466.86000000,92428.40694700,57
1630357200000,2021-08-30 21:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,193270.17000000,193190.37529800,74
1630353600000,2021-08-30 20:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,24179.16000000,24167.28682300,31
1630350000000,2021-08-30 19:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,305288.15000000,305137.20574200,93
1630346400000,2021-08-30 18:00:00,PAX/USDT,0.99960000,0.99970000,0.99950000,0.99960000,1571419.63000000,1570890.16860300,259
1630342800000,2021-08-30 17:00:00,PAX/USDT,0.99960000,0.99970000,0.99960000,0.99960000,1274648.73000000,1274138.93309800,442
1630339200000,2021-08-30 16:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,272915.44000000,272779.59189100,88
1630335600000,2021-08-30 15:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,446789.57000000,446566.73380700,131
1630332000000,2021-08-30 14:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,429271.76000000,429061.31524000,68
1630328400000,2021-08-30 13:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,161177.96000000,161100.87318400,69
1630324800000,2021-08-30 12:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,221516.75000000,221425.26196800,66
1630321200000,2021-08-30 11:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99960000,146900.39000000,146840.20606800,54
1630317600000,2021-08-30 10:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,120838.69000000,120788.98703300,44
1630314000000,2021-08-30 09:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,256198.56000000,256093.07925900,61
1630310400000,2021-08-30 08:00:00,PAX/USDT,0.99950000,1.00000000,0.99940000,0.99960000,7739516.61000000,7737178.20504800,580
1630306800000,2021-08-30 07:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,94649.56000000,94599.47215900,34
1630303200000,2021-08-30 06:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99950000,347748.54000000,347562.32227400,49
1630299600000,2021-08-30 05:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,1638055.85000000,1637184.74993600,69
1630296000000,2021-08-30 04:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99950000,97065.16000000,97007.38821800,34
1630292400000,2021-08-30 03:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99950000,58554.97000000,58523.12958700,37
1630288800000,2021-08-30 02:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,95041.44000000,94986.34053200,51
1630285200000,2021-08-30 01:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,250194.12000000,250051.04213400,146
1630281600000,2021-08-30 00:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,206717.85000000,206593.83142600,119
1630278000000,2021-08-29 23:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,95331.68000000,95277.02472000,55
1630274400000,2021-08-29 22:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,158435.78000000,158340.73118000,64
1630270800000,2021-08-29 21:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,102838.22000000,102776.81301100,77
1630267200000,2021-08-29 20:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,127381.31000000,127312.39502800,23
1630263600000,2021-08-29 19:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99950000,50865.88000000,50835.62865500,36
1630260000000,2021-08-29 18:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,61846.44000000,61810.49243200,39
1630256400000,2021-08-29 17:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,59197.77000000,59162.35748600,41
1630252800000,2021-08-29 16:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99950000,82035.92000000,81987.31352600,39
1630249200000,2021-08-29 15:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99950000,155041.35000000,154949.56859300,79
1630245600000,2021-08-29 14:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99950000,660120.00000000,659750.25926100,26
1630242000000,2021-08-29 13:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99950000,38890.44000000,38868.63273400,27
1630238400000,2021-08-29 12:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,45965.57000000,45938.71622400,36
1630234800000,2021-08-29 11:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,37691.28000000,37669.06157200,29
1630231200000,2021-08-29 10:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,105550.74000000,105487.41084800,44
1630227600000,2021-08-29 09:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,25788.52000000,25774.38963500,25
1630224000000,2021-08-29 08:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,83994.38000000,83946.57496000,40
1630220400000,2021-08-29 07:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,59818.45000000,59783.83752300,50
1630216800000,2021-08-29 06:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,289540.86000000,289367.50036500,205
1630213200000,2021-08-29 05:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,170935.42000000,170832.86079200,157
1630209600000,2021-08-29 04:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,49594.90000000,49565.14917900,15
1630206000000,2021-08-29 03:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99950000,132861.81000000,132787.38231900,47
1630202400000,2021-08-29 02:00:00,PAX/USDT,0.99950000,0.99950000,0.99940000,0.99940000,82751.94000000,82702.38614600,52
1630198800000,2021-08-29 01:00:00,PAX/USDT,0.99940000,0.99950000,0.99940000,0.99940000,145379.50000000,145292.34140900,86
1630195200000,2021-08-29 00:00:00,PAX/USDT,0.99950000,0.99960000,0.99940000,0.99950000,1252150.83000000,1251522.78525500,809
1630191600000,2021-08-28 23:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,410526.96000000,410322.42567200,123
1630188000000,2021-08-28 22:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,1090096.15000000,1089551.10419500,204
1630184400000,2021-08-28 21:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,126916.32000000,126852.89059300,65
1630180800000,2021-08-28 20:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,183645.55000000,183553.93337700,65
1630177200000,2021-08-28 19:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,139910.52000000,139848.13414800,45
1630173600000,2021-08-28 18:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,35963.57000000,35946.06542600,17
1630170000000,2021-08-28 17:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,194305.49000000,194208.39467900,48
1630166400000,2021-08-28 16:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,163478.37000000,163396.84377600,65
1630162800000,2021-08-28 15:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,79317.45000000,79277.83414300,30
1630159200000,2021-08-28 14:00:00,PAX/USDT,0.99950000,0.99960000,0.99950000,0.99950000,14624.56000000,14617.25306900,16
1630155600000,2021-08-28 13:00:00,PAX/USDT,0.99960000,0.99960000,0.99950000,0.99950000,49556.72000000,49531.96486300,34
