https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AI,Volume USDT
1663459200,2022-09-18 00:00:00,AI/USDT,0.001695,0.00172,0.001672,0.001717,7819853.3409,13211.3081306154
1663372800,2022-09-17 00:00:00,AI/USDT,0.001606,0.00173,0.00158,0.001695,188064387.1383,312825.6339287127
1663286400,2022-09-16 00:00:00,AI/USDT,0.00168,0.00175,0.00155,0.001607,182244322.7027,300201.4523970737
1663200000,2022-09-15 00:00:00,AI/USDT,0.001684,0.0018,0.001611,0.001679,205203191.3401,345482.7102706702
1663113600,2022-09-14 00:00:00,AI/USDT,0.001777,0.001912,0.00167,0.001696,156669688.8357,279956.3437386895
1663027200,2022-09-13 00:00:00,AI/USDT,0.002118,0.002118,0.001731,0.001777,135798667.86888888,257734.51485280819472
1662940800,2022-09-12 00:00:00,AI/USDT,0.001859,0.0022,0.001816,0.00212,201920894.91856256,389482.38642285710112
1662854400,2022-09-11 00:00:00,AI/USDT,0.001846,0.001949,0.00176,0.001846,163662309.9223,301142.9038093506
1662768000,2022-09-10 00:00:00,AI/USDT,0.001734,0.00195,0.001665,0.001846,173070708.8585,303221.1599642951
1662681600,2022-09-09 00:00:00,AI/USDT,0.001691,0.001811,0.001668,0.001745,176673118.7179,303516.080765762
1662595200,2022-09-08 00:00:00,AI/USDT,0.001756,0.001789,0.001636,0.001692,183844825.5521,310946.0120230051
1662508800,2022-09-07 00:00:00,AI/USDT,0.00159,0.001784,0.001582,0.001741,197163833.6079,322145.9174287227
1662422400,2022-09-06 00:00:00,AI/USDT,0.001793,0.001926,0.00154,0.00159,174739201.29265529,304885.15984099034284
1662336000,2022-09-05 00:00:00,AI/USDT,0.001719,0.002,0.001661,0.001792,194005306.3775,347318.6571597857
1662249600,2022-09-04 00:00:00,AI/USDT,0.001668,0.00179,0.001628,0.001719,182610319.1623,307799.5348836515
1662163200,2022-09-03 00:00:00,AI/USDT,0.001707,0.002084,0.001607,0.00167,189728789.71,340379.6732051571
1662076800,2022-09-02 00:00:00,AI/USDT,0.001643,0.001753,0.001551,0.00172,195778109.4625,326716.434134863
1661990400,2022-09-01 00:00:00,AI/USDT,0.0017,0.001769,0.0015,0.00164,186414787.94509677,304744.08076436189996
1661904000,2022-08-31 00:00:00,AI/USDT,0.001649,0.00181,0.001643,0.001713,113059963.90503201,193380.45788803760712
1661817600,2022-08-30 00:00:00,AI/USDT,0.001925,0.002079,0.001598,0.001633,167292606.29248741,311794.76989280452768
1661731200,2022-08-29 00:00:00,AI/USDT,0.00189,0.0021,0.001854,0.001925,146579447.79522557,283069.48375884757539
1661644800,2022-08-28 00:00:00,AI/USDT,0.00194,0.002102,0.001777,0.001887,152764078.94316939,291795.12418872050314
1661558400,2022-08-27 00:00:00,AI/USDT,0.002131,0.002147,0.001781,0.00194,154645652.46743545,302825.01946258406262
1661472000,2022-08-26 00:00:00,AI/USDT,0.002145,0.00235,0.00201,0.002147,151322236.55138979,322383.42353546975376
1661385600,2022-08-25 00:00:00,AI/USDT,0.002177,0.0023,0.002098,0.00212,115321181.25243802,251975.74891552905716
1661299200,2022-08-24 00:00:00,AI/USDT,0.002214,0.00253,0.002125,0.002162,166283821.86626834,387543.85733470292374
1661212800,2022-08-23 00:00:00,AI/USDT,0.002076,0.00242,0.002076,0.002201,174587526.5172483,386558.72246082256169
1661126400,2022-08-22 00:00:00,AI/USDT,0.00226,0.002349,0.002,0.00207,144972593.3445509,318860.27031945685764
1661040000,2022-08-21 00:00:00,AI/USDT,0.002407,0.00246,0.002153,0.00226,140903361.56674624,327926.88292330720769
1660953600,2022-08-20 00:00:00,AI/USDT,0.002677,0.0027,0.002163,0.00243,143035294.0922902,362183.45124706650925
1660867200,2022-08-19 00:00:00,AI/USDT,0.003243,0.003299,0.00254,0.002713,123580446.1198238,363466.59512086450097
1660780800,2022-08-18 00:00:00,AI/USDT,0.002965,0.00368,0.00282,0.003243,228448213.85353394,720126.10903330970008
1660694400,2022-08-17 00:00:00,AI/USDT,0.00314,0.0034,0.00288,0.00294,124251708.48036205,386045.35219754723557
1660608000,2022-08-16 00:00:00,AI/USDT,0.00347,0.003523,0.003098,0.00315,87698190.24800896,292984.89108501315677
1660521600,2022-08-15 00:00:00,AI/USDT,0.004021,0.004035,0.003432,0.003468,89183427.35626855,331851.87520233842366
1660435200,2022-08-14 00:00:00,AI/USDT,0.004247,0.004259,0.00398,0.004012,68371263.57065064,285412.89507605542801
1660348800,2022-08-13 00:00:00,AI/USDT,0.00459,0.004591,0.004105,0.004241,74060060.99470685,324533.5737363134295
1660262400,2022-08-12 00:00:00,AI/USDT,0.004573,0.004788,0.004436,0.004579,54086581.34223228,246632.08863513014591
1660176000,2022-08-11 00:00:00,AI/USDT,0.004428,0.004788,0.004428,0.00454,63556141.08729302,290017.48437394410941
1660089600,2022-08-10 00:00:00,AI/USDT,0.00461,0.004917,0.004363,0.004429,63124125.93754114,290908.64603782620206
1660003200,2022-08-09 00:00:00,AI/USDT,0.004911,0.004999,0.00453,0.00461,68916747.57360962,333564.09443818352552
1659916800,2022-08-08 00:00:00,AI/USDT,0.004855,0.005039,0.00458,0.00491,61885224.81288904,298932.7327813977804
