https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATA,Volume BTC
1663372800,2022-09-17 00:00:00,ATA/BTC,0.00000725,0.00000736,0.00000723,0.00000732,970.2942,0.007050180686
1663286400,2022-09-16 00:00:00,ATA/BTC,0.00000731,0.00000821,0.0000072,0.00000726,46676.5908,0.342615330113
1663200000,2022-09-15 00:00:00,ATA/BTC,0.00000747,0.00000747,0.00000725,0.0000073,285.0312,0.002101067231
1663113600,2022-09-14 00:00:00,ATA/BTC,0.0000075,0.00000755,0.00000724,0.0000075,1494.5816,0.011111904191
1663027200,2022-09-13 00:00:00,ATA/BTC,0.00000747,0.00000761,0.00000724,0.00000745,2375.2946,0.017439976542
1662940800,2022-09-12 00:00:00,ATA/BTC,0.00000765,0.00000777,0.0000073,0.00000752,3476.7218,0.026002429871
1662854400,2022-09-11 00:00:00,ATA/BTC,0.00000776,0.00000786,0.00000766,0.00000766,364.0108,0.002827050021
1662768000,2022-09-10 00:00:00,ATA/BTC,0.00000796,0.000008,0.0000077,0.00000776,263.6846,0.002066957831
1662681600,2022-09-09 00:00:00,ATA/BTC,0.00000804,0.0000081,0.00000772,0.00000795,39294.197,0.308435192452
1662595200,2022-09-08 00:00:00,ATA/BTC,0.00000795,0.00000804,0.00000785,0.00000801,266.6396,0.002121800903
1662508800,2022-09-07 00:00:00,ATA/BTC,0.0000078,0.00000799,0.00000775,0.00000792,918.0637,0.00726456612
1662422400,2022-09-06 00:00:00,ATA/BTC,0.0000082,0.00000841,0.00000773,0.00000773,6316.0703,0.050761689746
1662336000,2022-09-05 00:00:00,ATA/BTC,0.00000791,0.00000817,0.00000785,0.00000815,563.9922,0.004499676544
1662249600,2022-09-04 00:00:00,ATA/BTC,0.00000775,0.00000807,0.00000775,0.00000786,911.0676,0.007256662596
1662163200,2022-09-03 00:00:00,ATA/BTC,0.00000762,0.00000777,0.00000757,0.00000771,800.079,0.006161355576
1662076800,2022-09-02 00:00:00,ATA/BTC,0.00000796,0.000008,0.00000764,0.00000764,7266.0562,0.055851082721
1661990400,2022-09-01 00:00:00,ATA/BTC,0.00000812,0.00000816,0.00000794,0.00000794,188.6374,0.00152029666
1661904000,2022-08-31 00:00:00,ATA/BTC,0.00000831,0.00000836,0.00000815,0.00000815,310.0309,0.002567049354
1661817600,2022-08-30 00:00:00,ATA/BTC,0.00000822,0.0000083,0.00000806,0.0000083,286.0227,0.002337821919
