https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINA,Volume BTC
1663459200,2022-09-18 00:00:00,LINA/BTC,0.0000003891,0.0000003891,0.0000003891,0.0000003891,13.9203,0.00000541638873
1663372800,2022-09-17 00:00:00,LINA/BTC,0.0000003899,0.0000003932,0.0000003841,0.0000003896,55857.9291,0.02179628550922
1663286400,2022-09-16 00:00:00,LINA/BTC,0.0000003873,0.0000003893,0.0000003818,0.0000003871,60124.3287,0.02326200857521
1663200000,2022-09-15 00:00:00,LINA/BTC,0.0000003945,0.0000003945,0.0000003817,0.000000387,6188.3115,0.00240438222967
1663113600,2022-09-14 00:00:00,LINA/BTC,0.0000003953,0.0000003996,0.0000003887,0.0000003966,5435.0495,0.00213602155998
1663027200,2022-09-13 00:00:00,LINA/BTC,0.000000386,0.0000004026,0.0000003746,0.0000003957,103005.2785,0.03948785792463
1662940800,2022-09-12 00:00:00,LINA/BTC,0.0000003949,0.0000004241,0.0000003877,0.0000003877,73823.6832,0.02926646021846
1662854400,2022-09-11 00:00:00,LINA/BTC,0.0000004045,0.0000004066,0.0000003943,0.000000395,24589.3921,0.00989442341972
1662768000,2022-09-10 00:00:00,LINA/BTC,0.0000004087,0.0000004135,0.0000003994,0.0000003994,29393.2487,0.01184670627509
1662681600,2022-09-09 00:00:00,LINA/BTC,0.0000004166,0.0000004203,0.0000004023,0.0000004071,128506.3094,0.05324009472655
1662595200,2022-09-08 00:00:00,LINA/BTC,0.0000004118,0.0000004194,0.0000004098,0.0000004147,29167.6058,0.0120710225285
1662508800,2022-09-07 00:00:00,LINA/BTC,0.000000399,0.0000004123,0.000000399,0.0000004106,2664439.8987,1.08841322336148
1662422400,2022-09-06 00:00:00,LINA/BTC,0.0000004298,0.000000431,0.0000003992,0.0000004005,76714.296,0.03124920287155
1662336000,2022-09-05 00:00:00,LINA/BTC,0.0000004174,0.000000432,0.0000004091,0.0000004311,13170.4197,0.00551575593723
1662249600,2022-09-04 00:00:00,LINA/BTC,0.0000004076,0.0000004209,0.0000004071,0.0000004162,84289.3125,0.0350534687405
1662163200,2022-09-03 00:00:00,LINA/BTC,0.0000004074,0.0000004094,0.000000402,0.0000004075,25355.2608,0.01023172909298
1662076800,2022-09-02 00:00:00,LINA/BTC,0.0000004042,0.0000004148,0.0000003999,0.0000004085,4062.1901,0.00165629275152
1661990400,2022-09-01 00:00:00,LINA/BTC,0.0000004012,0.0000004018,0.0000003934,0.0000004008,32568.7054,0.01294087621729
1661904000,2022-08-31 00:00:00,LINA/BTC,0.0000004092,0.0000004117,0.0000003996,0.0000003996,14018.4022,0.00573777083704
1661817600,2022-08-30 00:00:00,LINA/BTC,0.0000004009,0.0000004083,0.0000003985,0.0000004066,184648.1461,0.07494232024702
1661731200,2022-08-29 00:00:00,LINA/BTC,0.0000003812,0.0000004003,0.0000003798,0.0000003996,115054.1689,0.0448195626122
1661644800,2022-08-28 00:00:00,LINA/BTC,0.0000003913,0.0000003982,0.0000003864,0.0000003864,63394.7913,0.02511701082441
1661558400,2022-08-27 00:00:00,LINA/BTC,0.0000003887,0.0000003992,0.000000388,0.0000003946,57267.0488,0.02257046456158
1661472000,2022-08-26 00:00:00,LINA/BTC,0.0000004074,0.0000004142,0.000000387,0.0000003876,253272.979,0.10057820800771
1661385600,2022-08-25 00:00:00,LINA/BTC,0.0000004047,0.0000004114,0.0000004003,0.0000004056,184476.2028,0.07561906636849
1661299200,2022-08-24 00:00:00,LINA/BTC,0.0000004012,0.0000004103,0.000000398,0.000000404,951012.1393,0.385782810069
1661212800,2022-08-23 00:00:00,LINA/BTC,0.0000003919,0.000000397,0.0000003833,0.000000397,57668.2438,0.02260448126634
1661126400,2022-08-22 00:00:00,LINA/BTC,0.00000039,0.0000003909,0.0000003767,0.0000003892,64909.3685,0.02488262617648
1661040000,2022-08-21 00:00:00,LINA/BTC,0.0000003811,0.0000004099,0.0000003799,0.000000392,521352.4725,0.20641515217956
1660953600,2022-08-20 00:00:00,LINA/BTC,0.0000003928,0.0000003981,0.0000003731,0.0000003807,351110.1219,0.13820796586624
1660867200,2022-08-19 00:00:00,LINA/BTC,0.0000003886,0.0000003952,0.000000378,0.0000003925,157847.2465,0.06081660356716
1660780800,2022-08-18 00:00:00,LINA/BTC,0.000000407,0.0000004202,0.0000003879,0.0000003879,126800.0453,0.05124703022004
1660694400,2022-08-17 00:00:00,LINA/BTC,0.0000004288,0.0000004373,0.0000004031,0.0000004093,135758.4756,0.05744063369079
1660608000,2022-08-16 00:00:00,LINA/BTC,0.000000431,0.0000004379,0.0000004241,0.0000004309,122988.6571,0.05334380195644
1660521600,2022-08-15 00:00:00,LINA/BTC,0.000000439,0.0000004415,0.0000004266,0.0000004291,101053.449,0.0441398296774
1660435200,2022-08-14 00:00:00,LINA/BTC,0.0000004539,0.0000004608,0.0000004373,0.0000004373,74190.126,0.03353233271842
1660348800,2022-08-13 00:00:00,LINA/BTC,0.0000004567,0.000000475,0.0000004471,0.0000004496,164505.1393,0.07620537844825
1660262400,2022-08-12 00:00:00,LINA/BTC,0.0000004555,0.0000004607,0.0000004486,0.0000004566,88260.9817,0.04028374736532
1660176000,2022-08-11 00:00:00,LINA/BTC,0.0000004439,0.0000004844,0.0000004368,0.0000004558,423907.364,0.19728908359436
1660089600,2022-08-10 00:00:00,LINA/BTC,0.0000004458,0.0000004491,0.0000004401,0.0000004424,31594.5078,0.0140688924017
1660003200,2022-08-09 00:00:00,LINA/BTC,0.000000458,0.0000004611,0.0000004347,0.0000004465,493062.1211,0.22199331902765
