https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BCH
1663545600000,2022-09-19 00:00:00,BCH/ETH,0.0836,0.084297,0.083332,0.083917,1.3145538989215402,15.66492962
1663459200000,2022-09-18 00:00:00,BCH/ETH,0.08322,0.084385,0.082683,0.083575,32.9400780931325,394.1379371
1663372800000,2022-09-17 00:00:00,BCH/ETH,0.083522,0.086128,0.082734,0.083173,30.98549659291009,372.54273133
1663286400000,2022-09-16 00:00:00,BCH/ETH,0.080256,0.083801,0.079544,0.083464,33.37227258783352,399.84032143
1663200000000,2022-09-15 00:00:00,BCH/ETH,0.073111,0.080538,0.07254,0.080043,31.44240423805083,392.81891281
1663113600000,2022-09-14 00:00:00,BCH/ETH,0.074927,0.075414,0.073217,0.073726,21.40134957341656,290.28225556
1663027200000,2022-09-13 00:00:00,BCH/ETH,0.075192,0.077777,0.073812,0.074586,28.117053497633098,376.97494835
1662940800000,2022-09-12 00:00:00,BCH/ETH,0.073808,0.076002,0.073543,0.07517,27.0860056211671,360.32999363
1662854400000,2022-09-11 00:00:00,BCH/ETH,0.074727,0.075098,0.073455,0.073903,26.99451897609793,365.26959631
1662768000000,2022-09-10 00:00:00,BCH/ETH,0.077267,0.078096,0.074396,0.074683,26.30977483090243,352.28599321
1662681600000,2022-09-09 00:00:00,BCH/ETH,0.077413,0.080671,0.075597,0.077278,28.81074646935108,372.81951486
1662595200000,2022-09-08 00:00:00,BCH/ETH,0.072818,0.079511,0.071413,0.077428,28.026861169626798,361.9732031
1662508800000,2022-09-07 00:00:00,BCH/ETH,0.071982,0.074619,0.071417,0.072833,27.05437956431588,371.45771236
1662422400000,2022-09-06 00:00:00,BCH/ETH,0.077653,0.077745,0.071459,0.071883,28.206043060175194,392.38822893
1662336000000,2022-09-05 00:00:00,BCH/ETH,0.074973,0.078662,0.074696,0.077612,27.47130071784308,353.95687159
1662249600000,2022-09-04 00:00:00,BCH/ETH,0.075696,0.076134,0.074465,0.074891,26.420410205094548,352.78485005
1662163200000,2022-09-03 00:00:00,BCH/ETH,0.073788,0.076609,0.073788,0.075582,27.19382447786706,359.79233783
1662076800000,2022-09-02 00:00:00,BCH/ETH,0.073561,0.074259,0.072202,0.07379,26.300536091512498,356.42412375
1661990400000,2022-09-01 00:00:00,BCH/ETH,0.074211,0.074922,0.073232,0.073556,25.85628662790404,351.51838909
1661904000000,2022-08-31 00:00:00,BCH/ETH,0.075224,0.075224,0.072736,0.074207,25.641752380210256,345.54357918
1661817600000,2022-08-30 00:00:00,BCH/ETH,0.077001,0.077574,0.073774,0.07525,26.71638346706,355.03499624
1661731200000,2022-08-29 00:00:00,BCH/ETH,0.078687,0.080666,0.076421,0.076943,27.695856635637778,359.95290846
1661644800000,2022-08-28 00:00:00,BCH/ETH,0.077223,0.080945,0.076968,0.078754,28.01642735764912,355.74608728
1661558400000,2022-08-27 00:00:00,BCH/ETH,0.076976,0.078634,0.076964,0.077283,27.661033923139264,357.91873922
1661472000000,2022-08-26 00:00:00,BCH/ETH,0.077083,0.077371,0.060005,0.076878,27.527516947456203,358.0675479
1661385600000,2022-08-25 00:00:00,BCH/ETH,0.078929,0.078929,0.075959,0.077067,27.78306546550185,360.50534555
1661299200000,2022-08-24 00:00:00,BCH/ETH,0.080156,0.084391,0.078835,0.078835,29.038952703482554,368.35102053
1661212800000,2022-08-23 00:00:00,BCH/ETH,0.075595,0.082656,0.0755,0.080184,30.04502989446816,374.70106124
1661126400000,2022-08-22 00:00:00,BCH/ETH,0.073834,0.075099,0.073696,0.074065,1.8417110146120002,24.8661448
1661040000000,2022-08-21 00:00:00,BCH/ETH,0.072656,0.074182,0.072252,0.073805,27.109967377366498,367.3188453
1660953600000,2022-08-20 00:00:00,BCH/ETH,0.07101,0.072932,0.070891,0.072666,26.3237994184374,362.2574439
1660867200000,2022-08-19 00:00:00,BCH/ETH,0.069906,0.071055,0.067844,0.071051,28.447055620341292,400.37516179
1660780800000,2022-08-18 00:00:00,BCH/ETH,0.07295,0.07295,0.069387,0.0699,25.181573415705,360.25140795
1660694400000,2022-08-17 00:00:00,BCH/ETH,0.072642,0.076055,0.072396,0.07295,26.058016737284,357.20379352
1660608000000,2022-08-16 00:00:00,BCH/ETH,0.072232,0.073037,0.065001,0.072686,26.62946563210728,366.36306348
1660521600000,2022-08-15 00:00:00,BCH/ETH,0.072084,0.072579,0.070742,0.072139,25.532484600559037,353.93455136
1660435200000,2022-08-14 00:00:00,BCH/ETH,0.072808,0.073136,0.071602,0.072045,25.97342065950195,360.51663071
1660348800000,2022-08-13 00:00:00,BCH/ETH,0.073041,0.073486,0.072195,0.072865,25.826053927907353,354.43702639
1660262400000,2022-08-12 00:00:00,BCH/ETH,0.075956,0.076082,0.072979,0.073025,25.730328221168502,352.34958194
1660176000000,2022-08-11 00:00:00,BCH/ETH,0.076676,0.077341,0.07523,0.075931,23.68007991705111,311.86313781
1660089600000,2022-08-10 00:00:00,BCH/ETH,0.079033,0.079604,0.076015,0.076676,24.432968613590276,318.65210253
1660003200000,2022-08-09 00:00:00,BCH/ETH,0.080767,0.080962,0.080715,0.080785,1.56244348482905,19.34076233
1659916800000,2022-08-08 00:00:00,BCH/ETH,0.083052,0.084829,0.0807,0.080781,28.994604884789972,358.92852137
1659830400000,2022-08-07 00:00:00,BCH/ETH,0.083608,0.083852,0.082495,0.083001,29.03956990648092,349.87012092
1659744000000,2022-08-06 00:00:00,BCH/ETH,0.081702,0.084018,0.080333,0.08366,29.8397054009038,356.67828593
1659657600000,2022-08-05 00:00:00,BCH/ETH,0.083645,0.083852,0.080556,0.081731,28.562253000124088,349.46657939
1659571200000,2022-08-04 00:00:00,BCH/ETH,0.082608,0.08493,0.082477,0.083647,29.7437812887914,355.5869462
1659484800000,2022-08-03 00:00:00,BCH/ETH,0.081903,0.085883,0.081588,0.082627,29.751949816351225,360.07539686
1659398400000,2022-08-02 00:00:00,BCH/ETH,0.084457,0.084457,0.081331,0.081924,29.447956195956962,359.45457004
1659312000000,2022-08-01 00:00:00,BCH/ETH,0.082906,0.084481,0.081918,0.08445,30.703654288638003,363.57198684
1659225600000,2022-07-31 00:00:00,BCH/ETH,0.085588,0.088257,0.082677,0.083008,28.8294835900512,347.30970015
1659139200000,2022-07-30 00:00:00,BCH/ETH,0.088131,0.088892,0.085025,0.085647,30.233098912897084,352.99658964
1659052800000,2022-07-29 00:00:00,BCH/ETH,0.09016,0.0951,0.075,0.088149,33.21463214410398,376.80100902
1658966400000,2022-07-28 00:00:00,BCH/ETH,0.077795,0.091869,0.077795,0.090288,34.98887107997424,387.52515373
1658880000000,2022-07-27 00:00:00,BCH/ETH,0.081902,0.082205,0.071,0.077669,28.4807421114075,366.6938175
1658793600000,2022-07-26 00:00:00,BCH/ETH,0.081976,0.085115,0.081091,0.082039,28.81439494127881,351.22801279
1658707200000,2022-07-25 00:00:00,BCH/ETH,0.082602,0.0844,0.080539,0.081982,29.580771338149876,360.82031834
1658620800000,2022-07-24 00:00:00,BCH/ETH,0.079125,0.083654,0.078214,0.082582,29.71964319362582,359.88040001
1658534400000,2022-07-23 00:00:00,BCH/ETH,0.080378,0.080469,0.078514,0.07909,27.606449354079196,349.05107288
1658448000000,2022-07-22 00:00:00,BCH/ETH,0.078076,0.081715,0.077564,0.080311,28.912876180660007,360.01140791
1658361600000,2022-07-21 00:00:00,BCH/ETH,0.080185,0.082199,0.077037,0.078061,27.70705118703568,354.94102288
