https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRPT,Volume BTC
1663459200,2022-09-18 00:00:00,CRPT/BTC,0.000006819,0.000007092,0.000006744,0.000006807,30253.1913,0.2085940889659
1663372800,2022-09-17 00:00:00,CRPT/BTC,0.000006073,0.000008335,0.000006037,0.000006749,535141.1121,3.8526960265054
1663286400,2022-09-16 00:00:00,CRPT/BTC,0.000006189,0.000006363,0.000005871,0.000006097,95198.1845,0.5837390635087
1663200000,2022-09-15 00:00:00,CRPT/BTC,0.000006316,0.000006494,0.000006129,0.000006192,45103.2308,0.2833417381911
1663113600,2022-09-14 00:00:00,CRPT/BTC,0.000006449,0.000006677,0.000006305,0.000006317,86193.6325,0.5622016309925
1663027200,2022-09-13 00:00:00,CRPT/BTC,0.000006008,0.00000665,0.000005835,0.000006395,85085.0811,0.5234700987153
1662940800,2022-09-12 00:00:00,CRPT/BTC,0.000006264,0.000006294,0.000005917,0.000005988,52483.4646,0.3164351858282
1662854400,2022-09-11 00:00:00,CRPT/BTC,0.000006294,0.000006394,0.000005965,0.000006294,154905.841,0.9501470800508
1662768000,2022-09-10 00:00:00,CRPT/BTC,0.000006291,0.000006518,0.0000062,0.000006252,97349.9984,0.609342214359
1662681600,2022-09-09 00:00:00,CRPT/BTC,0.000006618,0.00000673,0.000006226,0.000006303,116725.938,0.7494138475128
1662595200,2022-09-08 00:00:00,CRPT/BTC,0.000006742,0.000006934,0.000006525,0.000006568,174297.1021,1.1566437745098
1662508800,2022-09-07 00:00:00,CRPT/BTC,0.000006832,0.000006916,0.000006641,0.000006741,31773.1801,0.2169821267221
1662422400,2022-09-06 00:00:00,CRPT/BTC,0.000006786,0.00000684,0.00000641,0.000006787,69542.0498,0.4664434047896
1662336000,2022-09-05 00:00:00,CRPT/BTC,0.000006572,0.00000684,0.000006412,0.000006785,142998.377,0.9502756249781
1662249600,2022-09-04 00:00:00,CRPT/BTC,0.000006656,0.000006957,0.000006455,0.000006649,188465.4241,1.2506190989729
1662163200,2022-09-03 00:00:00,CRPT/BTC,0.000006639,0.000007377,0.000006612,0.000006684,231274.3859,1.6086573174258
1662076800,2022-09-02 00:00:00,CRPT/BTC,0.000006754,0.000006942,0.00000631,0.000006641,207393.2719,1.3498522830473
1661990400,2022-09-01 00:00:00,CRPT/BTC,0.000006913,0.000007037,0.000006658,0.000006705,112646.4762,0.7650531466679
1661904000,2022-08-31 00:00:00,CRPT/BTC,0.000006879,0.000007045,0.000006707,0.00000685,32939.1568,0.2268713515009
1661817600,2022-08-30 00:00:00,CRPT/BTC,0.000006977,0.00000709,0.000006718,0.000006886,104726.644,0.7328641511361
1661731200,2022-08-29 00:00:00,CRPT/BTC,0.000006944,0.000007052,0.000006739,0.000006977,92892.532,0.6460805235424
1661644800,2022-08-28 00:00:00,CRPT/BTC,0.000006834,0.000006999,0.000006834,0.000006996,81273.2444,0.564661292334
1661558400,2022-08-27 00:00:00,CRPT/BTC,0.000006807,0.000006999,0.000006499,0.000006825,148450.5329,1.0099147904104
1661472000,2022-08-26 00:00:00,CRPT/BTC,0.000006666,0.000007063,0.000006354,0.00000685,171403.0714,1.1445211328416
1661385600,2022-08-25 00:00:00,CRPT/BTC,0.00000679,0.000006869,0.000006515,0.000006672,35682.7526,0.2391775144712
1661299200,2022-08-24 00:00:00,CRPT/BTC,0.000006868,0.000007027,0.00000674,0.00000682,50479.8793,0.3452974739478
1661212800,2022-08-23 00:00:00,CRPT/BTC,0.000006804,0.000007179,0.000006741,0.00000687,61883.2784,0.4266721834706
1661126400,2022-08-22 00:00:00,CRPT/BTC,0.00000687,0.00000724,0.000006717,0.000006805,94498.1579,0.6531731080717
1661040000,2022-08-21 00:00:00,CRPT/BTC,0.000006783,0.000007399,0.000006545,0.00000687,132604.1256,0.9192187237997
1660953600,2022-08-20 00:00:00,CRPT/BTC,0.000007206,0.000007206,0.000006634,0.000006807,61718.5143,0.4264820425047
1660867200,2022-08-19 00:00:00,CRPT/BTC,0.000006714,0.00000733,0.000006633,0.000007206,144987.9023,0.9983990254796
1660780800,2022-08-18 00:00:00,CRPT/BTC,0.000006703,0.000006999,0.000006633,0.000006756,89967.574,0.6061626931388
1660694400,2022-08-17 00:00:00,CRPT/BTC,0.00000668,0.0000069,0.000006633,0.000006642,65396.0134,0.4395889022643
1660608000,2022-08-16 00:00:00,CRPT/BTC,0.000006712,0.000006897,0.00000659,0.000006634,102256.412,0.6858964285996
