https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MARSH,Volume USDT
1660435200,2022-08-14 00:00:00,MARSH/USDT,0.0832,0.0868,0.0813,0.0816,2420938.6951,202492.80443801
1660348800,2022-08-13 00:00:00,MARSH/USDT,0.0836,0.0877,0.0816,0.0833,762358.9381,64295.29674062
1660262400,2022-08-12 00:00:00,MARSH/USDT,0.0842,0.0888,0.0805,0.0836,2555181.9919,215713.93578781
1660176000,2022-08-11 00:00:00,MARSH/USDT,0.0814,0.089,0.0813,0.0839,3603384.3618,305604.224025
1660089600,2022-08-10 00:00:00,MARSH/USDT,0.0802,0.0878,0.0776,0.0821,2484212.5899,201932.26555971
1660003200,2022-08-09 00:00:00,MARSH/USDT,0.0865,0.0879,0.0787,0.0802,2698031.7306,224415.43588687
1659916800,2022-08-08 00:00:00,MARSH/USDT,0.0812,0.0912,0.08,0.086,4612306.4315,392949.78039615
1659830400,2022-08-07 00:00:00,MARSH/USDT,0.081,0.0818,0.0753,0.0812,1392303.4836,111418.13480111
1659744000,2022-08-06 00:00:00,MARSH/USDT,0.0816,0.0827,0.0802,0.081,2033415.4328,166332.91139236
1659657600,2022-08-05 00:00:00,MARSH/USDT,0.0783,0.0828,0.0779,0.0816,2592053.3031,204069.57610583
1659571200,2022-08-04 00:00:00,MARSH/USDT,0.0775,0.0819,0.0774,0.0783,3080105.3044,241789.60702896
1659484800,2022-08-03 00:00:00,MARSH/USDT,0.0766,0.0793,0.0759,0.0775,2273676.1128,175540.41184999
1659398400,2022-08-02 00:00:00,MARSH/USDT,0.0764,0.0799,0.0753,0.0766,3994779.1593,305545.32133145
1659312000,2022-08-01 00:00:00,MARSH/USDT,0.0784,0.0789,0.0748,0.0764,5323084.0629,410538.57474268
1659225600,2022-07-31 00:00:00,MARSH/USDT,0.079,0.0798,0.0769,0.0782,1917257.9517,151076.3432781
1659139200,2022-07-30 00:00:00,MARSH/USDT,0.0786,0.0809,0.0779,0.0789,2307469.0541,183847.03090275
1659052800,2022-07-29 00:00:00,MARSH/USDT,0.0788,0.0808,0.077,0.0786,3005580.5819,238138.54635811
1658966400,2022-07-28 00:00:00,MARSH/USDT,0.0767,0.08,0.075,0.0788,2780357.5665,215715.47543405
1658880000,2022-07-27 00:00:00,MARSH/USDT,0.0722,0.0777,0.0718,0.0767,5128175.7689,380055.70873019
1658793600,2022-07-26 00:00:00,MARSH/USDT,0.0732,0.0732,0.0715,0.0719,4783335.954,344559.33873149
1658707200,2022-07-25 00:00:00,MARSH/USDT,0.0756,0.076,0.0726,0.073,5762287.4218,433495.99928012
1658620800,2022-07-24 00:00:00,MARSH/USDT,0.0756,0.0767,0.0743,0.0756,4638319.0509,350398.10747072
1658534400,2022-07-23 00:00:00,MARSH/USDT,0.0765,0.0775,0.0741,0.0756,4048352.796,307283.82481592
1658448000,2022-07-22 00:00:00,MARSH/USDT,0.0814,0.0822,0.0754,0.0765,2937338.81093896,230524.509610935376
1658361600,2022-07-21 00:00:00,MARSH/USDT,0.0864,0.0881,0.0764,0.0814,5411059.0309,446221.25151541
1658275200,2022-07-20 00:00:00,MARSH/USDT,0.0906,0.094,0.085,0.0864,1904489.5359109,168778.09557765934
1658188800,2022-07-19 00:00:00,MARSH/USDT,0.092,0.0949,0.0892,0.0908,1315061.96047067,120889.282349406687
1658102400,2022-07-18 00:00:00,MARSH/USDT,0.0868,0.0954,0.0864,0.092,1533103.63654933,137574.904841817849
1658016000,2022-07-17 00:00:00,MARSH/USDT,0.084,0.0901,0.0838,0.087,870927.13369731,75847.991437590278
1657929600,2022-07-16 00:00:00,MARSH/USDT,0.0812,0.0849,0.079,0.084,173711.83641414,14201.51663683116
1657843200,2022-07-15 00:00:00,MARSH/USDT,0.0802,0.0845,0.079,0.0814,489954.17840845,40016.168300759908
1657756800,2022-07-14 00:00:00,MARSH/USDT,0.0796,0.0806,0.0785,0.0798,98910.54249285,7830.252911417394
1657670400,2022-07-13 00:00:00,MARSH/USDT,0.0769,0.0796,0.075,0.0791,67825.69480826,5275.194299726934
1657584000,2022-07-12 00:00:00,MARSH/USDT,0.0812,0.0815,0.0768,0.0772,93281.41658655,7379.511497762331
1657497600,2022-07-11 00:00:00,MARSH/USDT,0.0818,0.0833,0.0781,0.0812,203302.79266678,16511.773617948358
1657411200,2022-07-10 00:00:00,MARSH/USDT,0.0848,0.0863,0.0813,0.0828,115497.92808754,9671.675698648852
1657324800,2022-07-09 00:00:00,MARSH/USDT,0.084,0.0856,0.0804,0.0854,93079.45358147,7785.470289499774
1657238400,2022-07-08 00:00:00,MARSH/USDT,0.0834,0.0914,0.0802,0.084,628930.64634332,53569.988529862512
1657152000,2022-07-07 00:00:00,MARSH/USDT,0.0748,0.0869,0.0738,0.0828,650888.4608968,51913.012146774022
1657065600,2022-07-06 00:00:00,MARSH/USDT,0.0727,0.0781,0.0721,0.0752,297464.75261105,22221.403270880229
1656979200,2022-07-05 00:00:00,MARSH/USDT,0.0788,0.0807,0.07,0.0726,653997.82021489,48881.361419177234
1656892800,2022-07-04 00:00:00,MARSH/USDT,0.07,0.082,0.0696,0.0793,781924.67806742,59249.174937267979
1656806400,2022-07-03 00:00:00,MARSH/USDT,0.07,0.0718,0.0685,0.0704,200092.37650671,14108.144149449351
1656720000,2022-07-02 00:00:00,MARSH/USDT,0.07,0.0725,0.07,0.07,322711.67807711,22706.152725708371
1656633600,2022-07-01 00:00:00,MARSH/USDT,0.0719,0.0746,0.07,0.07,243216.81280937,17270.194948669124
1656547200,2022-06-30 00:00:00,MARSH/USDT,0.0751,0.0758,0.0685,0.071,316455.80922757,22312.937777143635
1656460800,2022-06-29 00:00:00,MARSH/USDT,0.0796,0.0812,0.0749,0.0751,124374.80017677,9600.535615913845
1656374400,2022-06-28 00:00:00,MARSH/USDT,0.0876,0.0921,0.0793,0.0793,372184.60120474,31416.40229699436
1656288000,2022-06-27 00:00:00,MARSH/USDT,0.0906,0.0923,0.0859,0.0882,214581.78380777,18826.781633317286
1656201600,2022-06-26 00:00:00,MARSH/USDT,0.0937,0.0979,0.0882,0.0907,145809.77945128,13542.193935776283
1656115200,2022-06-25 00:00:00,MARSH/USDT,0.1004,0.1015,0.0887,0.0935,430733.36343655,40671.309618241302
1656028800,2022-06-24 00:00:00,MARSH/USDT,0.0849,0.122,0.0849,0.0993,1212077.40937151,121736.011584842754
1655942400,2022-06-23 00:00:00,MARSH/USDT,0.0809,0.1014,0.0786,0.0851,300524.76293813,24887.647875159498
1655856000,2022-06-22 00:00:00,MARSH/USDT,0.0768,0.0814,0.0745,0.0814,411800.03660311,32119.414909724753
1655769600,2022-06-21 00:00:00,MARSH/USDT,0.0733,0.0821,0.072,0.0753,310929.62806639,23841.331286820262
1655683200,2022-06-20 00:00:00,MARSH/USDT,0.0719,0.0801,0.068,0.0733,568889.18827125,42546.341915812955
1655596800,2022-06-19 00:00:00,MARSH/USDT,0.0692,0.0741,0.0675,0.0719,549193.93137483,38799.370651675697
1655510400,2022-06-18 00:00:00,MARSH/USDT,0.0762,0.0793,0.066,0.0692,257465.34442007,18014.363923298366
1655424000,2022-06-17 00:00:00,MARSH/USDT,0.0751,0.081,0.0709,0.0795,264532.91576061,20519.220479363317
1655337600,2022-06-16 00:00:00,MARSH/USDT,0.0808,0.081,0.0738,0.0751,254149.30784372,19677.399048993804
1655251200,2022-06-15 00:00:00,MARSH/USDT,0.0812,0.0825,0.0685,0.0788,502856.10758328,38731.88166175109
1655164800,2022-06-14 00:00:00,MARSH/USDT,0.0831,0.0879,0.0771,0.081,365038.79115663,30221.286225766624
1655078400,2022-06-13 00:00:00,MARSH/USDT,0.096,0.0975,0.0727,0.0849,373790.7324653,31829.382300415067
1654992000,2022-06-12 00:00:00,MARSH/USDT,0.1039,0.1049,0.0931,0.0961,204629.81258473,20337.551171070302
1654905600,2022-06-11 00:00:00,MARSH/USDT,0.1149,0.1212,0.1039,0.105,155202.2164476,17416.818046777221
1654819200,2022-06-10 00:00:00,MARSH/USDT,0.123,0.1276,0.114,0.1149,349123.84953587,41781.92938697524
1654732800,2022-06-09 00:00:00,MARSH/USDT,0.1201,0.1348,0.1189,0.1228,433129.77300035,54170.719417413873
1654646400,2022-06-08 00:00:00,MARSH/USDT,0.1161,0.1221,0.1127,0.1201,454977.25965593,53428.7358069376
1654560000,2022-06-07 00:00:00,MARSH/USDT,0.1225,0.1472,0.1088,0.1178,1296066.35246935,156592.872558439415
1654473600,2022-06-06 00:00:00,MARSH/USDT,0.106,0.1399,0.106,0.123,1232234.82899993,147276.130024376727
1654387200,2022-06-05 00:00:00,MARSH/USDT,0.1073,0.1093,0.105,0.106,155167.94614816,16623.925149265763
1654300800,2022-06-04 00:00:00,MARSH/USDT,0.1132,0.1181,0.1018,0.1065,547368.1003439,59830.389614950015
1654214400,2022-06-03 00:00:00,MARSH/USDT,0.1102,0.1166,0.1065,0.1132,253605.90802006,28214.55965241724
1654128000,2022-06-02 00:00:00,MARSH/USDT,0.1088,0.1126,0.1065,0.1102,168824.67867471,18563.645067665268
1654041600,2022-06-01 00:00:00,MARSH/USDT,0.115,0.1319,0.1066,0.1088,1068564.3278618,126455.37460801754
1653955200,2022-05-31 00:00:00,MARSH/USDT,0.1164,0.1236,0.1102,0.1152,367310.57453723,42882.161223026396
1653868800,2022-05-30 00:00:00,MARSH/USDT,0.1104,0.1393,0.1094,0.1165,1336675.80987409,162138.842186950831
1653782400,2022-05-29 00:00:00,MARSH/USDT,0.1097,0.1153,0.104,0.1092,181382.74454821,20083.338830294201
1653696000,2022-05-28 00:00:00,MARSH/USDT,0.1105,0.113,0.1071,0.1095,86967.0478052,9620.493850021267
1653609600,2022-05-27 00:00:00,MARSH/USDT,0.1144,0.1163,0.1061,0.1115,143459.70585237,15993.754194714443
1653523200,2022-05-26 00:00:00,MARSH/USDT,0.1257,0.1269,0.1132,0.1156,345332.30833455,40796.754253049463
1653436800,2022-05-25 00:00:00,MARSH/USDT,0.1333,0.1359,0.1158,0.1244,522907.76106125,66861.012406712761
1653350400,2022-05-24 00:00:00,MARSH/USDT,0.1381,0.144,0.1256,0.1316,219446.23525952,29751.257740391976
1653264000,2022-05-23 00:00:00,MARSH/USDT,0.1201,0.1607,0.1201,0.1381,1724857.61043389,249666.330146874652
1653177600,2022-05-22 00:00:00,MARSH/USDT,0.1247,0.1342,0.1199,0.1201,181992.47613804,22462.042334353402
1653091200,2022-05-21 00:00:00,MARSH/USDT,0.1277,0.1355,0.1206,0.1247,90861.45816027,11379.753136913905
1653004800,2022-05-20 00:00:00,MARSH/USDT,0.1254,0.1369,0.1159,0.128,245107.5065845,30222.954976173181
1652918400,2022-05-19 00:00:00,MARSH/USDT,0.1158,0.13,0.1126,0.1233,332334.2524204,39718.016265240999
1652832000,2022-05-18 00:00:00,MARSH/USDT,0.125,0.1348,0.1145,0.1159,479053.76455329,58304.675897468154
1652745600,2022-05-17 00:00:00,MARSH/USDT,0.12,0.18,0.117,0.1253,582709.88987164,78644.937962997686
1652659200,2022-05-16 00:00:00,MARSH/USDT,0.1275,0.128,0.1154,0.1219,139617.2960887,16875.181292643774
1652572800,2022-05-15 00:00:00,MARSH/USDT,0.109,0.139,0.1083,0.1277,295097.37676539,34856.852499435309
1652486400,2022-05-14 00:00:00,MARSH/USDT,0.11,0.1234,0.1045,0.112,1024611.78715067,115126.8249542211
1652400000,2022-05-13 00:00:00,MARSH/USDT,0.1125,0.1409,0.104,0.1099,473257.50695503,57618.520089028462
1652313600,2022-05-12 00:00:00,MARSH/USDT,0.114,0.1425,0.0898,0.1125,1635504.94446548,179491.732773132776
1652227200,2022-05-11 00:00:00,MARSH/USDT,0.2122,0.2214,0.1099,0.1153,1135275.59131938,179126.914668298549
1652140800,2022-05-10 00:00:00,MARSH/USDT,0.2074,0.2239,0.2014,0.2105,184330.71985897,39825.744602213514
1652054400,2022-05-09 00:00:00,MARSH/USDT,0.2445,0.2464,0.2013,0.2094,300939.72574734,68219.009832066374
1651968000,2022-05-08 00:00:00,MARSH/USDT,0.2515,0.2635,0.24,0.2445,155169.55484041,38084.602780843642
1651881600,2022-05-07 00:00:00,MARSH/USDT,0.2602,0.285,0.24,0.2492,890944.97480234,236704.252287019266
1651795200,2022-05-06 00:00:00,MARSH/USDT,0.2489,0.2823,0.2401,0.262,282899.08545037,73325.626784728481
1651708800,2022-05-05 00:00:00,MARSH/USDT,0.3328,0.3331,0.2345,0.2491,1016315.21965714,282844.928281861311
1651622400,2022-05-04 00:00:00,MARSH/USDT,0.2164,0.37,0.2164,0.3356,1345998.52430366,387154.751770521981
1651536000,2022-05-03 00:00:00,MARSH/USDT,0.2285,0.236,0.2101,0.2179,261466.03546039,58351.561596371729
1651449600,2022-05-02 00:00:00,MARSH/USDT,0.2463,0.249,0.2201,0.2261,476854.33393953,109342.513787373559
1651363200,2022-05-01 00:00:00,MARSH/USDT,0.261,0.261,0.2199,0.2462,805004.96735176,190130.067534066587
1651276800,2022-04-30 00:00:00,MARSH/USDT,0.2848,0.313,0.2545,0.2594,586178.23711561,168122.200613784302
1651190400,2022-04-29 00:00:00,MARSH/USDT,0.3528,0.362,0.2778,0.2848,453926.41382156,143876.930169717662
1651104000,2022-04-28 00:00:00,MARSH/USDT,0.4048,0.4079,0.3456,0.3528,546619.36295175,201360.34425824896
1651017600,2022-04-27 00:00:00,MARSH/USDT,0.4255,0.44,0.3988,0.4048,320582.0721103,132031.610431756293
1650931200,2022-04-26 00:00:00,MARSH/USDT,0.4525,0.4898,0.4193,0.4252,609859.96161164,277647.939485268772
1650844800,2022-04-25 00:00:00,MARSH/USDT,0.4158,0.4545,0.4078,0.4545,1169625.77672221,505589.88697749519
1650758400,2022-04-24 00:00:00,MARSH/USDT,0.4061,0.4269,0.403,0.4158,236533.56664391,97996.622327243964
1650672000,2022-04-23 00:00:00,MARSH/USDT,0.4107,0.427,0.3947,0.4063,375681.08386967,154687.530336008762
1650585600,2022-04-22 00:00:00,MARSH/USDT,0.4074,0.4498,0.4003,0.4107,1037684.25295325,432940.095803146974
1650499200,2022-04-21 00:00:00,MARSH/USDT,0.4255,0.4492,0.4017,0.4065,531899.5707273,221999.204084253104
1650412800,2022-04-20 00:00:00,MARSH/USDT,0.4318,0.45,0.3948,0.4272,1021153.6759782,429241.471220839567
1650326400,2022-04-19 00:00:00,MARSH/USDT,0.3503,0.458,0.3469,0.4309,1147274.49508615,466072.257911048548
1650240000,2022-04-18 00:00:00,MARSH/USDT,0.384,0.384,0.321,0.3501,354265.98599286,126442.011978420766
1650153600,2022-04-17 00:00:00,MARSH/USDT,0.3578,0.4004,0.3467,0.3825,386581.54237929,143223.877433436762
1650067200,2022-04-16 00:00:00,MARSH/USDT,0.3257,0.4,0.3243,0.358,698751.48626271,249789.218491608365
1649980800,2022-04-15 00:00:00,MARSH/USDT,0.3315,0.3433,0.3194,0.3274,1136943.9793332,373581.477616346463
1649894400,2022-04-14 00:00:00,MARSH/USDT,0.316,0.3397,0.316,0.3295,489568.76995892,160705.579724951455
1649808000,2022-04-13 00:00:00,MARSH/USDT,0.3247,0.3402,0.3014,0.316,1653807.63632044,525394.874723206489
1649721600,2022-04-12 00:00:00,MARSH/USDT,0.3229,0.3785,0.3041,0.3249,1138572.39891222,385162.072823840092
1649635200,2022-04-11 00:00:00,MARSH/USDT,0.282,0.3563,0.2616,0.3224,1865037.07081889,551667.681044129503
1649548800,2022-04-10 00:00:00,MARSH/USDT,0.2829,0.2871,0.28,0.2804,138379.78852144,39127.223564129448
1649462400,2022-04-09 00:00:00,MARSH/USDT,0.3081,0.315,0.2802,0.2836,429837.19914377,126165.738847864262
1649376000,2022-04-08 00:00:00,MARSH/USDT,0.3116,0.3196,0.3001,0.3081,212545.05130079,65637.017157143521
1649289600,2022-04-07 00:00:00,MARSH/USDT,0.3074,0.3289,0.305,0.3118,822160.13753209,261311.22128279659
1649203200,2022-04-06 00:00:00,MARSH/USDT,0.3349,0.341,0.3007,0.3052,960195.8292364,307259.842963032239
1649116800,2022-04-05 00:00:00,MARSH/USDT,0.3233,0.3859,0.3226,0.336,1117641.16280786,392513.292323001506
1649030400,2022-04-04 00:00:00,MARSH/USDT,0.3295,0.349,0.3176,0.3248,503052.62742767,166022.911470648097
1648944000,2022-04-03 00:00:00,MARSH/USDT,0.3288,0.3483,0.3203,0.3298,315819.97581473,105312.107608582509
1648857600,2022-04-02 00:00:00,MARSH/USDT,0.3442,0.3694,0.3193,0.3272,498249.21575444,168283.618765291187
1648771200,2022-04-01 00:00:00,MARSH/USDT,0.3791,0.386,0.317,0.3459,870136.30140955,298405.599484808465
1648684800,2022-03-31 00:00:00,MARSH/USDT,0.4241,0.4381,0.3595,0.38,395043.31971965,156255.709415369259
1648598400,2022-03-30 00:00:00,MARSH/USDT,0.4353,0.4353,0.407,0.4256,100903.65933678,42675.688333043607
1648512000,2022-03-29 00:00:00,MARSH/USDT,0.4252,0.4475,0.4044,0.4346,449241.42341803,190853.450731985212
1648425600,2022-03-28 00:00:00,MARSH/USDT,0.4307,0.4481,0.4142,0.4276,336496.14358837,145775.801805233758
1648339200,2022-03-27 00:00:00,MARSH/USDT,0.4016,0.4413,0.3988,0.4307,357249.91362334,152377.616673270392
1648252800,2022-03-26 00:00:00,MARSH/USDT,0.434,0.49,0.3994,0.401,1036449.26176547,462759.582349120518
1648166400,2022-03-25 00:00:00,MARSH/USDT,0.3918,0.47,0.3846,0.4334,1710149.76276886,719707.176708685641
1648080000,2022-03-24 00:00:00,MARSH/USDT,0.2722,0.52,0.2696,0.3924,3298886.03266342,1275391.319020813142
1647993600,2022-03-23 00:00:00,MARSH/USDT,0.2709,0.2744,0.263,0.2722,58252.01715048,15588.623144229436
1647907200,2022-03-22 00:00:00,MARSH/USDT,0.2694,0.2977,0.2653,0.2708,207165.13358854,57237.801480143009
1647820800,2022-03-21 00:00:00,MARSH/USDT,0.24,0.282,0.2318,0.2698,562359.46798416,143954.1798505603
1647734400,2022-03-20 00:00:00,MARSH/USDT,0.2316,0.2558,0.2244,0.2401,522459.14608265,124853.220583025605
1647648000,2022-03-19 00:00:00,MARSH/USDT,0.1944,0.2737,0.1868,0.2332,1553278.20285403,354884.392166944159
1647561600,2022-03-18 00:00:00,MARSH/USDT,0.1963,0.2049,0.1837,0.1943,454980.11901743,87713.210000902604
1647475200,2022-03-17 00:00:00,MARSH/USDT,0.1839,0.1987,0.1793,0.1952,157444.66504092,29922.812027524514
1647388800,2022-03-16 00:00:00,MARSH/USDT,0.1868,0.1935,0.18,0.1842,301560.14665914,56077.991875907742
1647302400,2022-03-15 00:00:00,MARSH/USDT,0.1882,0.2022,0.1803,0.1881,235944.38905332,45290.538945179623
1647216000,2022-03-14 00:00:00,MARSH/USDT,0.2154,0.2258,0.1878,0.1897,688979.6910521,145138.251916269015
1647129600,2022-03-13 00:00:00,MARSH/USDT,0.225,0.236,0.216,0.216,183699.37055727,41500.831871409977
1647043200,2022-03-12 00:00:00,MARSH/USDT,0.2243,0.2401,0.221,0.225,77587.1675873,17750.815432142838
1646956800,2022-03-11 00:00:00,MARSH/USDT,0.2282,0.2302,0.2236,0.2243,50145.95553698,11383.019875061219
1646870400,2022-03-10 00:00:00,MARSH/USDT,0.2308,0.2326,0.2198,0.2294,110558.10123172,25027.877861034683
1646784000,2022-03-09 00:00:00,MARSH/USDT,0.2349,0.2474,0.225,0.2308,308955.50749015,72965.704790628094
1646697600,2022-03-08 00:00:00,MARSH/USDT,0.2451,0.2514,0.2321,0.2336,536129.4048,129437.40491056
1646611200,2022-03-07 00:00:00,MARSH/USDT,0.243,0.2573,0.2419,0.2451,351035.70345182,87661.892113000537
1646524800,2022-03-06 00:00:00,MARSH/USDT,0.2368,0.2596,0.2291,0.2434,330301.14921798,80813.936483288964
1646438400,2022-03-05 00:00:00,MARSH/USDT,0.2307,0.253,0.2234,0.2363,484697.61466786,116042.065419224373
1646352000,2022-03-04 00:00:00,MARSH/USDT,0.2477,0.2545,0.2305,0.2307,125833.54764931,30559.546207173587
1646265600,2022-03-03 00:00:00,MARSH/USDT,0.2396,0.2633,0.2378,0.247,199597.9953338,49378.399684773953
1646179200,2022-03-02 00:00:00,MARSH/USDT,0.2396,0.2536,0.2324,0.2378,369312.55378937,90392.4112475894
1646092800,2022-03-01 00:00:00,MARSH/USDT,0.2414,0.2498,0.2223,0.2396,584224.18009976,136572.982974391556
1646006400,2022-02-28 00:00:00,MARSH/USDT,0.2309,0.2489,0.2204,0.241,421194.53976085,96916.564959338957
1645920000,2022-02-27 00:00:00,MARSH/USDT,0.2287,0.2622,0.2191,0.2336,313706.52588347,74469.190160717712
1645833600,2022-02-26 00:00:00,MARSH/USDT,0.236,0.2416,0.2121,0.2303,471828.38576978,106245.78381467377
1645747200,2022-02-25 00:00:00,MARSH/USDT,0.2148,0.2499,0.2044,0.2359,707144.00867463,157333.059894855396
1645660800,2022-02-24 00:00:00,MARSH/USDT,0.2209,0.2258,0.201,0.2148,309707.42716347,66267.308189412265
1645574400,2022-02-23 00:00:00,MARSH/USDT,0.239,0.2419,0.217,0.2192,157882.76413352,36680.341910353372
1645488000,2022-02-22 00:00:00,MARSH/USDT,0.2089,0.28,0.2007,0.2375,663305.85956176,150327.127215049313
1645401600,2022-02-21 00:00:00,MARSH/USDT,0.2422,0.4004,0.209,0.209,809950.94945502,210925.3825897989
1645315200,2022-02-20 00:00:00,MARSH/USDT,0.25,0.2516,0.229,0.2442,135851.12225762,32894.979623395895
1645228800,2022-02-19 00:00:00,MARSH/USDT,0.3008,0.3038,0.25,0.25,288655.47411296,80036.381923585358
1645142400,2022-02-18 00:00:00,MARSH/USDT,0.3078,0.3161,0.2795,0.3032,251260.15457929,76493.60094425037
1645056000,2022-02-17 00:00:00,MARSH/USDT,0.3211,0.3297,0.2987,0.3064,128684.85704398,40444.237572438311
1644969600,2022-02-16 00:00:00,MARSH/USDT,0.3182,0.3366,0.2919,0.3216,177648.94708751,56674.010622110544
1644883200,2022-02-15 00:00:00,MARSH/USDT,0.3094,0.3335,0.3053,0.3153,320361.31083123,100152.490537726259
1644796800,2022-02-14 00:00:00,MARSH/USDT,0.3482,0.3489,0.3085,0.3114,284530.34424146,93317.607254147952
1644710400,2022-02-13 00:00:00,MARSH/USDT,0.3639,0.3664,0.3454,0.3482,17521.67955747,6184.75616847233
1644624000,2022-02-12 00:00:00,MARSH/USDT,0.3547,0.3663,0.3518,0.3625,43014.14351697,15492.223199028939
1644537600,2022-02-11 00:00:00,MARSH/USDT,0.3593,0.3687,0.3528,0.3547,109024.43996429,39278.003548975158
1644451200,2022-02-10 00:00:00,MARSH/USDT,0.3896,0.3986,0.3592,0.3593,175483.4146814,66211.169648138167
1644364800,2022-02-09 00:00:00,MARSH/USDT,0.384,0.3965,0.3699,0.3921,148045.53286832,56650.091637492811
1644278400,2022-02-08 00:00:00,MARSH/USDT,0.4083,0.418,0.3674,0.3838,271163.19526939,106542.004741043113
1644192000,2022-02-07 00:00:00,MARSH/USDT,0.3898,0.4141,0.3788,0.4083,268294.84618891,105348.252045321027
1644105600,2022-02-06 00:00:00,MARSH/USDT,0.3734,0.42,0.3643,0.3898,623122.46026397,244325.677023999001
1644019200,2022-02-05 00:00:00,MARSH/USDT,0.3941,0.3962,0.3592,0.3756,582312.43392268,216484.522548002738
1643932800,2022-02-04 00:00:00,MARSH/USDT,0.4029,0.4355,0.38,0.3922,357780.56219515,144700.713223773791
