https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TIME,Volume BTC
1663455600,2022-09-17 23:00:00,TIME/BTC,0.00336902,0.00336902,0.00335308,0.00335308,0.342967,0.00115226153309
1663452000,2022-09-17 22:00:00,TIME/BTC,0.00341288,0.00341288,0.00337003,0.00337003,0.691712,0.0023440609259
1663448400,2022-09-17 21:00:00,TIME/BTC,0.00331596,0.00341287,0.00331596,0.00341287,8.155506,0.02755605229994
1663444800,2022-09-17 20:00:00,TIME/BTC,0.00328717,0.00332482,0.00328717,0.0032993,1.582852,0.00522279113212
1663441200,2022-09-17 19:00:00,TIME/BTC,0.00326272,0.00330608,0.0032264,0.00330608,2.274309,0.00744027897059
1663437600,2022-09-17 18:00:00,TIME/BTC,0.00324826,0.00328258,0.00324055,0.00328192,0.730552,0.00239093346875
1663434000,2022-09-17 17:00:00,TIME/BTC,0.0032464,0.00327411,0.0032464,0.00326805,1.027958,0.00334810119499
1663430400,2022-09-17 16:00:00,TIME/BTC,0.00324055,0.00326427,0.00322218,0.00322948,40.995486,0.13282537650627
1663426800,2022-09-17 15:00:00,TIME/BTC,0.00323517,0.00323517,0.00321439,0.00321439,2.164548,0.00697654755897
1663423200,2022-09-17 14:00:00,TIME/BTC,0.00323846,0.00324055,0.00323558,0.00323558,0.77963,0.00252568736641
1663419600,2022-09-17 13:00:00,TIME/BTC,0.00326803,0.00326803,0.00324055,0.00324055,0.816478,0.00265601144548
1663416000,2022-09-17 12:00:00,TIME/BTC,0.0032299,0.0033059,0.00322944,0.00327222,3.010702,0.00985392758939
1663412400,2022-09-17 11:00:00,TIME/BTC,0.00328207,0.00328207,0.0032336,0.0032336,1.423486,0.00463526717448
1663408800,2022-09-17 10:00:00,TIME/BTC,0.0033118,0.00334453,0.00328255,0.00329073,21.508731,0.07129904835377
1663405200,2022-09-17 09:00:00,TIME/BTC,0.00322947,0.00333568,0.0032264,0.00330853,19.480384,0.06413991363991
1663401600,2022-09-17 08:00:00,TIME/BTC,0.003267,0.003267,0.00322947,0.00322947,0.968683,0.00315269501743
1663398000,2022-09-17 07:00:00,TIME/BTC,0.00318483,0.00326706,0.00318483,0.00326706,2.014003,0.00652140120208
1663394400,2022-09-17 06:00:00,TIME/BTC,0.00317773,0.00322066,0.00317773,0.00318858,3.103558,0.00992003090381
1663390800,2022-09-17 05:00:00,TIME/BTC,0.0031569,0.0031569,0.0031569,0.0031569,0,0
1663387200,2022-09-17 04:00:00,TIME/BTC,0.0031569,0.0031569,0.0031569,0.0031569,0,0
1663383600,2022-09-17 03:00:00,TIME/BTC,0.00316035,0.00316035,0.0031569,0.0031569,0.030548,0.00009650273617
1663380000,2022-09-17 02:00:00,TIME/BTC,0.00318478,0.00318478,0.00318478,0.00318478,0,0
1663376400,2022-09-17 01:00:00,TIME/BTC,0.00318478,0.00318478,0.00318478,0.00318478,0.009375,0.0000298573125
1663372800,2022-09-17 00:00:00,TIME/BTC,0.00321206,0.00321208,0.00315691,0.00317975,0.936414,0.00297864047433
1663369200,2022-09-16 23:00:00,TIME/BTC,0.00321208,0.00321208,0.00321208,0.00321208,0,0
1663365600,2022-09-16 22:00:00,TIME/BTC,0.00321208,0.00321208,0.00321208,0.00321208,0,0
1663362000,2022-09-16 21:00:00,TIME/BTC,0.00319722,0.00321208,0.00318483,0.00321208,0.561258,0.00179496433291
1663358400,2022-09-16 20:00:00,TIME/BTC,0.00321208,0.00329074,0.00314158,0.00319722,12.464131,0.04015779657143
1663354800,2022-09-16 19:00:00,TIME/BTC,0.0031848,0.00321703,0.0031848,0.00320866,1.655232,0.00529471430342
1663351200,2022-09-16 18:00:00,TIME/BTC,0.00316675,0.00318479,0.00316035,0.00318479,0.445862,0.00141369533592
1663347600,2022-09-16 17:00:00,TIME/BTC,0.0031518,0.00318858,0.0031518,0.00316675,1.395053,0.00442662797979
1663344000,2022-09-16 16:00:00,TIME/BTC,0.0031376,0.0031518,0.00313152,0.0031518,0.491748,0.00154577139263
1663340400,2022-09-16 15:00:00,TIME/BTC,0.0031376,0.0031376,0.0031376,0.0031376,0,0
1663336800,2022-09-16 14:00:00,TIME/BTC,0.00312062,0.00314048,0.00311787,0.0031376,1.13484,0.00355231026888
1663333200,2022-09-16 13:00:00,TIME/BTC,0.0030911,0.00311932,0.0030911,0.00311932,0.575654,0.00178845101987
1663329600,2022-09-16 12:00:00,TIME/BTC,0.0030911,0.0030911,0.0030911,0.0030911,0.018796,0.0000581003156
1663326000,2022-09-16 11:00:00,TIME/BTC,0.00308508,0.0030911,0.00306403,0.0030911,0.688962,0.00212173406985
1663322400,2022-09-16 10:00:00,TIME/BTC,0.00310265,0.00311427,0.00308508,0.00308998,0.542882,0.00168445066026
1663318800,2022-09-16 09:00:00,TIME/BTC,0.00307323,0.00309838,0.00307323,0.00308604,0.602613,0.00186127997966
1663315200,2022-09-16 08:00:00,TIME/BTC,0.00306403,0.00307323,0.00306403,0.00307323,0.279575,0.00085827783061
1663311600,2022-09-16 07:00:00,TIME/BTC,0.00307339,0.00307339,0.00303329,0.00305669,3.576749,0.01090359184242
1663308000,2022-09-16 06:00:00,TIME/BTC,0.00308616,0.00308616,0.00307359,0.00307359,0.423617,0.00130554754278
1663304400,2022-09-16 05:00:00,TIME/BTC,0.00308998,0.00308998,0.00308508,0.00308508,0.088704,0.00027365938222
