https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MXW,Volume USDT
1663459200,2022-09-18 00:00:00,MXW/USDT,0.004498,0.004498,0.004498,0.004498,11440.8,51.4607184
1663372800,2022-09-17 00:00:00,MXW/USDT,0.004434,0.004675,0.004303,0.004498,33357398.3,150416.6353265
1663286400,2022-09-16 00:00:00,MXW/USDT,0.00405,0.004874,0.004036,0.004423,42961021.36311493,181392.11586273192186
1663200000,2022-09-15 00:00:00,MXW/USDT,0.004247,0.004399,0.004009,0.004044,39008093.6,160972.7215704
1663113600,2022-09-14 00:00:00,MXW/USDT,0.004434,0.005401,0.004,0.004262,46589048.7,209063.4536331
1663027200,2022-09-13 00:00:00,MXW/USDT,0.004901,0.0058,0.004262,0.004434,17250398.4,80762.3387385
1662940800,2022-09-12 00:00:00,MXW/USDT,0.004034,0.007498,0.003869,0.00488,114260797.5,575817.9539949
1662854400,2022-09-11 00:00:00,MXW/USDT,0.004186,0.004455,0.003846,0.004025,40523592.8,166401.2150459
1662768000,2022-09-10 00:00:00,MXW/USDT,0.003767,0.004326,0.003767,0.004186,45938735.5,176857.9915965
1662681600,2022-09-09 00:00:00,MXW/USDT,0.003756,0.004049,0.003677,0.003784,44865710.8,169051.7542327
1662595200,2022-09-08 00:00:00,MXW/USDT,0.003759,0.004324,0.0037,0.003731,45700201.9,173224.615869
1662508800,2022-09-07 00:00:00,MXW/USDT,0.00354,0.005311,0.0035,0.003765,60009402.4,228958.8296983
1662422400,2022-09-06 00:00:00,MXW/USDT,0.003803,0.003843,0.003525,0.003525,39187126.3,148954.5807503
1662336000,2022-09-05 00:00:00,MXW/USDT,0.003837,0.003843,0.003717,0.003803,40060713.7,153179.4174231
1662249600,2022-09-04 00:00:00,MXW/USDT,0.003826,0.003969,0.003775,0.00384,40770924.5,155826.5129757
1662163200,2022-09-03 00:00:00,MXW/USDT,0.004006,0.004006,0.003745,0.003843,39644600.4,154999.6484456
1662076800,2022-09-02 00:00:00,MXW/USDT,0.003765,0.004197,0.003765,0.004008,41658609.2,157709.2587751
1661990400,2022-09-01 00:00:00,MXW/USDT,0.004036,0.004036,0.003676,0.003767,40457284.4,161214.8430489
1661904000,2022-08-31 00:00:00,MXW/USDT,0.004229,0.004249,0.003881,0.004044,44487932.83527616,175001.89941758471232
1661817600,2022-08-30 00:00:00,MXW/USDT,0.004235,0.004384,0.004216,0.004216,34101714.4,144431.0297702
1661731200,2022-08-29 00:00:00,MXW/USDT,0.004285,0.00436,0.004216,0.004235,47535574.8,203567.0575585
1661644800,2022-08-28 00:00:00,MXW/USDT,0.004325,0.004444,0.004267,0.004288,28543415.4,123854.4889304
1661558400,2022-08-27 00:00:00,MXW/USDT,0.004573,0.004782,0.004267,0.004311,48188898.9,206590.5933834
1661472000,2022-08-26 00:00:00,MXW/USDT,0.004337,0.005119,0.004334,0.00457,41819810.4,184934.0854367
1661385600,2022-08-25 00:00:00,MXW/USDT,0.004801,0.004801,0.004218,0.004348,35099741.5,162872.0421295
1661299200,2022-08-24 00:00:00,MXW/USDT,0.005004,0.005351,0.004801,0.004801,33513174.6,173009.7140326
1661212800,2022-08-23 00:00:00,MXW/USDT,0.005064,0.005098,0.004851,0.004974,34598597.8,171382.2141297
1661126400,2022-08-22 00:00:00,MXW/USDT,0.00546,0.005724,0.005,0.005065,33568398.1,179240.0276042
1661040000,2022-08-21 00:00:00,MXW/USDT,0.005173,0.006457,0.0051,0.005455,29436623.1,161077.2040394
1660953600,2022-08-20 00:00:00,MXW/USDT,0.006305,0.006305,0.005101,0.005151,34412886.8,182387.8578293
1660867200,2022-08-19 00:00:00,MXW/USDT,0.005136,0.0068,0.00492,0.006307,64430605.9,352191.595131
1660780800,2022-08-18 00:00:00,MXW/USDT,0.005046,0.0056,0.004701,0.005165,36297943.7,180748.6630884
