https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BVOL,Volume USDT
1650412800000.0,2022-04-20 00:00:00,BVOL/USDT,417.5,419.9,409.0,414.65,3.3700852043892437,1397.40583
1650326400000.0,2022-04-19 00:00:00,BVOL/USDT,425.5,460.2,411.85,417.5,11.975323461077844,4999.697545
1650240000000.0,2022-04-18 00:00:00,BVOL/USDT,424.8,433.5,419.55,425.5,17.550728895417155,7467.835145
1650153600000.0,2022-04-17 00:00:00,BVOL/USDT,396.15,424.8,386.05,424.8,24.05532890772128,10218.70372
1650067200000.0,2022-04-16 00:00:00,BVOL/USDT,433.95,434.75,360.1,396.15,11.328663448188818,4487.850025
1649980800000.0,2022-04-15 00:00:00,BVOL/USDT,455.9,458.0,431.65,433.95,16.518702892038252,7168.29112
1649894400000.0,2022-04-14 00:00:00,BVOL/USDT,464.3,490.25,455.2,455.9,0.5601906558455801,255.39092
1649808000000.0,2022-04-13 00:00:00,BVOL/USDT,480.5,490.25,464.3,464.3,0.0,0.0
1649721600000.0,2022-04-12 00:00:00,BVOL/USDT,471.4,490.25,468.7,480.5,7.721858844953174,3710.353175
1649635200000.0,2022-04-11 00:00:00,BVOL/USDT,447.15,471.8,442.0,471.4,1.61255787017395,760.15978
1649548800000.0,2022-04-10 00:00:00,BVOL/USDT,457.7,465.5,435.85,447.15,0.2225348093480935,99.50644
1649462400000.0,2022-04-09 00:00:00,BVOL/USDT,465.5,467.0,456.85,457.7,0.0,0.0
1649376000000.0,2022-04-08 00:00:00,BVOL/USDT,483.4,483.4,462.15,465.5,1.3584018259935553,632.33605
1649289600000.0,2022-04-07 00:00:00,BVOL/USDT,484.15,492.4,477.15,483.4,0.3709955523376086,179.33925
1649203200000.0,2022-04-06 00:00:00,BVOL/USDT,469.95,484.15,467.4,484.15,1.9494400598987918,943.821405
1649116800000.0,2022-04-05 00:00:00,BVOL/USDT,469.95,469.95,467.9,469.95,0.0,0.0
1649030400000.0,2022-04-04 00:00:00,BVOL/USDT,460.15,469.95,456.3,469.95,2.0274535801681033,952.80181
1648944000000.0,2022-04-03 00:00:00,BVOL/USDT,460.8,460.8,438.65,460.15,9.173152548082147,4221.026145
1648857600000.0,2022-04-02 00:00:00,BVOL/USDT,476.0,476.0,452.05,460.8,8.108510883246527,3736.401815
1648771200000.0,2022-04-01 00:00:00,BVOL/USDT,481.4,498.45,473.05,476.0,3.082142594537815,1467.099875
1648684800000.0,2022-03-31 00:00:00,BVOL/USDT,473.1,481.4,472.2,481.4,0.11704142085583714,56.34374
1648598400000.0,2022-03-30 00:00:00,BVOL/USDT,476.6,477.15,470.0,473.1,0.5366354893257239,253.88225
1648512000000.0,2022-03-29 00:00:00,BVOL/USDT,475.05,480.45,470.25,476.6,10.517705214015946,5012.738305
1648425600000.0,2022-03-28 00:00:00,BVOL/USDT,484.7,488.2,475.05,475.05,1.4024381328281235,666.228235
1648339200000.0,2022-03-27 00:00:00,BVOL/USDT,476.55,486.6,476.55,484.7,0.36337765628223645,176.12915
1648252800000.0,2022-03-26 00:00:00,BVOL/USDT,489.25,490.3,476.15,476.55,7.757636103242052,3696.901485
1648166400000.0,2022-03-25 00:00:00,BVOL/USDT,522.95,522.95,483.15,489.25,13.116300091977516,6417.14982
1648080000000.0,2022-03-24 00:00:00,BVOL/USDT,533.65,535.75,521.15,522.95,5.187806673678171,2712.9635
1647993600000.0,2022-03-23 00:00:00,BVOL/USDT,530.8,535.75,530.25,533.65,0.5530668509322589,295.144125
1647907200000.0,2022-03-22 00:00:00,BVOL/USDT,530.0,539.75,529.4,530.8,2.774634476262246,1472.77598
1647820800000.0,2022-03-21 00:00:00,BVOL/USDT,546.9,549.75,529.4,530.0,3.515754575471698,1863.349925
1647734400000.0,2022-03-20 00:00:00,BVOL/USDT,543.15,546.9,539.45,546.9,0.18403724629731213,100.64997
1647648000000.0,2022-03-19 00:00:00,BVOL/USDT,560.8,560.95,539.45,543.15,1.0125484028353124,549.965665
1647561600000.0,2022-03-18 00:00:00,BVOL/USDT,604.3,617.3,560.8,560.8,0.9578902639087019,537.18486
1647475200000.0,2022-03-17 00:00:00,BVOL/USDT,632.7,632.7,567.9,604.3,13.766612675823268,8319.16404
1647388800000.0,2022-03-16 00:00:00,BVOL/USDT,622.4,636.5,611.8,632.7,0.1494184131499921,94.53703
1647302400000.0,2022-03-15 00:00:00,BVOL/USDT,627.1,629.4,619.55,622.4,0.07780646690231362,48.426745
1647216000000.0,2022-03-14 00:00:00,BVOL/USDT,621.1,633.95,618.8,627.1,0.029833989794291176,18.708895
1647129600000.0,2022-03-13 00:00:00,BVOL/USDT,608.3,621.2,607.85,621.1,0.009905490259217517,6.1523
1647043200000.0,2022-03-12 00:00:00,BVOL/USDT,622.3,622.4,608.3,608.3,0.009856962025316456,5.99599
1646956800000.0,2022-03-11 00:00:00,BVOL/USDT,625.9,628.4,614.4,622.3,3.391656363490278,2110.627755
1646870400000.0,2022-03-10 00:00:00,BVOL/USDT,608.3,629.4,608.3,625.9,1.3430976274165203,840.644805
1646784000000.0,2022-03-09 00:00:00,BVOL/USDT,608.3,615.3,604.7,608.3,0.01985641952983725,12.07866
1646697600000.0,2022-03-08 00:00:00,BVOL/USDT,597.7,609.8,597.1,608.3,0.029391862567811934,17.87907
1646611200000.0,2022-03-07 00:00:00,BVOL/USDT,584.9,600.05,584.9,597.7,0.0494838547766438,29.5765
1646524800000.0,2022-03-06 00:00:00,BVOL/USDT,585.6,587.1,577.25,584.9,0.6692200889040862,391.42683
1646438400000.0,2022-03-05 00:00:00,BVOL/USDT,608.3,608.95,585.55,585.6,0.7545709614071038,441.876755
1646352000000.0,2022-03-04 00:00:00,BVOL/USDT,572.15,608.3,565.2,608.3,0.5860369636692422,356.486285
1646265600000.0,2022-03-03 00:00:00,BVOL/USDT,569.5,572.15,562.5,572.15,3.3435421829939704,1913.00766
1646179200000.0,2022-03-02 00:00:00,BVOL/USDT,576.6,576.6,569.5,569.5,0.015062133450395084,8.577885
1646092800000.0,2022-03-01 00:00:00,BVOL/USDT,573.1,587.7,573.0,576.6,1.3600904266389178,784.22814
1646006400000.0,2022-02-28 00:00:00,BVOL/USDT,601.5,606.95,573.0,573.1,2.4606738614552435,1410.21219
1645920000000.0,2022-02-27 00:00:00,BVOL/USDT,551.9,602.05,538.75,601.5,1.1167295677472986,671.712835
1645833600000.0,2022-02-26 00:00:00,BVOL/USDT,573.0,573.0,548.7,551.9,0.15448429063236094,85.25988
1645747200000.0,2022-02-25 00:00:00,BVOL/USDT,615.3,618.8,571.6,573.0,0.4593229493891797,263.19205
1645660800000.0,2022-02-24 00:00:00,BVOL/USDT,562.5,636.5,562.5,615.3,12.012304981309931,7391.171255
1645574400000.0,2022-02-23 00:00:00,BVOL/USDT,573.55,578.05,551.5,562.5,1.91751776,1078.60374
1645488000000.0,2022-02-22 00:00:00,BVOL/USDT,578.3,593.5,573.5,573.55,2.2258928341033912,1276.660835
1645401600000.0,2022-02-21 00:00:00,BVOL/USDT,535.45,578.3,534.3,578.3,3.1910434463081447,1845.380425
1645315200000.0,2022-02-20 00:00:00,BVOL/USDT,531.35,535.45,520.2,535.45,0.343213894854795,183.77388
1645228800000.0,2022-02-19 00:00:00,BVOL/USDT,545.1,547.0,528.75,531.35,11.546020551425613,6134.97802
1645142400000.0,2022-02-18 00:00:00,BVOL/USDT,554.3,555.85,544.9,545.1,1.8101207301412585,986.69681
1645056000000.0,2022-02-17 00:00:00,BVOL/USDT,541.3,554.7,534.3,554.3,0.5806824192675447,321.872265
1644969600000.0,2022-02-16 00:00:00,BVOL/USDT,547.0,551.9,540.3,541.3,0.0166731387400702,9.02517
1644883200000.0,2022-02-15 00:00:00,BVOL/USDT,555.4,555.4,542.1,547.0,3.1562339853747714,1726.45999
1644796800000.0,2022-02-14 00:00:00,BVOL/USDT,555.8,566.0,552.6,555.4,3.988075693194095,2214.97724
1644710400000.0,2022-02-13 00:00:00,BVOL/USDT,557.35,559.4,548.4,555.8,0.18796767722202234,104.472435
1644624000000.0,2022-02-12 00:00:00,BVOL/USDT,569.45,570.0,557.35,557.35,0.294891540324751,164.3578
1644537600000.0,2022-02-11 00:00:00,BVOL/USDT,554.45,569.35,545.65,569.35,2.39614847633266,1364.247135
1644451200000.0,2022-02-10 00:00:00,BVOL/USDT,542.65,554.45,541.3,554.45,1.7976397691405896,996.70137
1644364800000.0,2022-02-09 00:00:00,BVOL/USDT,544.85,551.15,541.2,542.65,0.780762784483553,423.680925
1644278400000.0,2022-02-08 00:00:00,BVOL/USDT,543.95,554.6,537.75,544.85,3.2224541066348538,1755.75412
1644192000000.0,2022-02-07 00:00:00,BVOL/USDT,531.65,548.4,528.15,543.95,0.4781896589760088,260.111265
1644105600000.0,2022-02-06 00:00:00,BVOL/USDT,541.25,541.25,527.45,531.65,2.3512617887708083,1250.04833
1644019200000.0,2022-02-05 00:00:00,BVOL/USDT,563.7,564.3,541.25,541.25,2.0594276951501156,1114.66524
1643932800000.0,2022-02-04 00:00:00,BVOL/USDT,584.65,585.4,562.15,563.7,2.9325054727692033,1653.053335
1643846400000.0,2022-02-03 00:00:00,BVOL/USDT,576.6,587.1,576.6,584.65,0.016450611476952023,9.61785
1643760000000.0,2022-02-02 00:00:00,BVOL/USDT,569.5,576.6,565.95,576.6,0.2260014915019077,130.31246
1643673600000.0,2022-02-01 00:00:00,BVOL/USDT,582.65,583.6,569.5,569.5,0.013322844600526778,7.58736
1643587200000.0,2022-01-31 00:00:00,BVOL/USDT,597.7,598.15,582.3,582.65,0.9402117223032695,547.81436
1643500800000.0,2022-01-30 00:00:00,BVOL/USDT,614.1,615.3,591.35,597.7,0.1468480759578384,87.771095
1643414400000.0,2022-01-29 00:00:00,BVOL/USDT,615.3,618.8,603.65,614.1,0.16594757368506757,101.908405
1643328000000.0,2022-01-28 00:00:00,BVOL/USDT,650.2,651.05,613.35,615.3,64.01712315943443,39389.73588
1643241600000.0,2022-01-27 00:00:00,BVOL/USDT,655.65,664.6,566.9,650.2,94.51615216087356,61454.402135
1643155200000.0,2022-01-26 00:00:00,BVOL/USDT,671.15,671.8,649.3,655.65,114.13951386410432,74835.572265
1643068800000.0,2022-01-25 00:00:00,BVOL/USDT,653.8,769.2,640.4,671.15,343.4836290695076,230529.03765
1642982400000.0,2022-01-24 00:00:00,BVOL/USDT,622.4,657.55,615.3,653.8,0.34895092535943717,228.144115
1642896000000.0,2022-01-23 00:00:00,BVOL/USDT,629.4,636.5,621.75,622.4,0.02004177377892031,12.474
1642809600000.0,2022-01-22 00:00:00,BVOL/USDT,598.7,629.4,597.65,629.4,1.5120403956148714,951.678225
1642723200000.0,2022-01-21 00:00:00,BVOL/USDT,527.75,599.4,527.2,598.7,3.1966960414230834,1913.86192
1642636800000.0,2022-01-20 00:00:00,BVOL/USDT,530.8,532.8,518.4,527.75,0.8500241023211748,448.60022
1642550400000.0,2022-01-19 00:00:00,BVOL/USDT,523.85,535.4,523.85,530.8,0.01654351921627732,8.7813
1642464000000.0,2022-01-18 00:00:00,BVOL/USDT,530.8,537.8,523.7,523.85,1.252721160637587,656.23798
1642377600000.0,2022-01-17 00:00:00,BVOL/USDT,525.3,530.8,520.5,530.8,0.12711646571213264,67.47342
1642291200000.0,2022-01-16 00:00:00,BVOL/USDT,531.2,536.3,524.05,525.3,0.8201091471540073,430.803335
1642204800000.0,2022-01-15 00:00:00,BVOL/USDT,543.35,544.7,528.3,531.2,5.558175583584337,2952.50287
1642118400000.0,2022-01-14 00:00:00,BVOL/USDT,562.2,562.3,537.7,543.35,0.43813325664856906,238.059705
1642032000000.0,2022-01-13 00:00:00,BVOL/USDT,579.3,579.7,562.2,562.2,0.023886214870152966,13.42883
1641945600000.0,2022-01-12 00:00:00,BVOL/USDT,601.25,601.25,574.45,579.3,1.3103588382530642,759.090875
1641859200000.0,2022-01-11 00:00:00,BVOL/USDT,580.1,602.35,580.1,601.25,0.8294612806652807,498.713595
1641772800000.0,2022-01-10 00:00:00,BVOL/USDT,572.7,582.05,572.7,580.1,0.06402909843130494,37.14328
1641686400000.0,2022-01-09 00:00:00,BVOL/USDT,580.25,580.25,571.9,572.7,0.013649624585297712,7.81714
1641600000000.0,2022-01-08 00:00:00,BVOL/USDT,587.1,587.1,560.9,580.25,16.97428642826368,9849.3297
1641513600000.0,2022-01-07 00:00:00,BVOL/USDT,581.75,587.1,579.7,587.1,0.010138988247317323,5.9526
1641427200000.0,2022-01-06 00:00:00,BVOL/USDT,576.6,583.6,572.7,581.75,0.03647880532874946,21.221545
1641340800000.0,2022-01-05 00:00:00,BVOL/USDT,551.9,577.9,551.7,576.6,7.353084408602151,4239.78847
1641254400000.0,2022-01-04 00:00:00,BVOL/USDT,551.9,563.1,548.4,551.9,25.511338820438485,14079.707895
1641168000000.0,2022-01-03 00:00:00,BVOL/USDT,545.9,551.9,544.9,551.9,0.006778365645950354,3.74098
1641081600000.0,2022-01-02 00:00:00,BVOL/USDT,551.7,555.4,534.2,545.9,0.1304917842095622,71.235465
1640995200000.0,2022-01-01 00:00:00,BVOL/USDT,576.2,577.05,551.7,551.7,0.2060715334420881,113.689665
1640908800000.0,2021-12-31 00:00:00,BVOL/USDT,586.7,586.7,575.75,576.2,0.11882078271433529,68.464535
1640822400000.0,2021-12-30 00:00:00,BVOL/USDT,581.5,587.9,565.7,586.7,0.21198022839611383,124.3688
1640736000000.0,2021-12-29 00:00:00,BVOL/USDT,579.7,590.7,576.2,581.5,0.9025708254514186,524.844935
1640649600000.0,2021-12-28 00:00:00,BVOL/USDT,576.8,583.6,573.0,579.7,0.2833715628773503,164.270495
1640563200000.0,2021-12-27 00:00:00,BVOL/USDT,572.7,577.9,564.15,576.8,20.706617389042997,11943.57691
1640476800000.0,2021-12-26 00:00:00,BVOL/USDT,576.6,583.6,570.2,572.7,0.06003239916186485,34.380555
1640390400000.0,2021-12-25 00:00:00,BVOL/USDT,583.5,586.6,576.6,576.6,0.006620568851890391,3.81742
1640304000000.0,2021-12-24 00:00:00,BVOL/USDT,601.2,601.2,569.5,583.5,0.8309551413881748,484.862325
1640217600000.0,2021-12-23 00:00:00,BVOL/USDT,602.6,608.3,599.25,601.2,0.34148323353293414,205.29972
1640131200000.0,2021-12-22 00:00:00,BVOL/USDT,615.3,618.8,602.6,602.6,0.09301189014271491,56.048965
1640044800000.0,2021-12-21 00:00:00,BVOL/USDT,622.35,630.4,614.75,615.3,5.820157760442061,3581.14307
1639958400000.0,2021-12-20 00:00:00,BVOL/USDT,618.8,635.5,618.8,622.35,0.6323328111191452,393.532325
1639872000000.0,2021-12-19 00:00:00,BVOL/USDT,621.1,621.1,611.8,618.8,0.029550678733031674,18.28596
1639785600000.0,2021-12-18 00:00:00,BVOL/USDT,620.65,622.4,608.3,621.1,0.18166762196103686,112.83376
1639699200000.0,2021-12-17 00:00:00,BVOL/USDT,628.85,629.4,601.2,620.65,2.513584242326593,1560.05606
1639612800000.0,2021-12-16 00:00:00,BVOL/USDT,643.5,643.5,626.3,628.85,0.06105317643317166,38.39329
1639526400000.0,2021-12-15 00:00:00,BVOL/USDT,640.0,650.5,632.9,643.5,0.15996987567987567,102.940615
1639440000000.0,2021-12-14 00:00:00,BVOL/USDT,650.5,650.5,636.5,640.0,0.0640878828125,41.016245
1639353600000.0,2021-12-13 00:00:00,BVOL/USDT,643.15,650.5,636.5,650.5,0.11614757878554959,75.554
1639267200000.0,2021-12-12 00:00:00,BVOL/USDT,636.5,643.5,629.4,643.15,0.11984919536655525,77.08101
1639180800000.0,2021-12-11 00:00:00,BVOL/USDT,636.5,637.3,632.9,636.5,0.04949453260015711,31.50327
1639094400000.0,2021-12-10 00:00:00,BVOL/USDT,637.15,641.5,626.1,636.5,0.09907322859387274,63.06011
1639008000000.0,2021-12-09 00:00:00,BVOL/USDT,621.2,637.55,610.5,637.15,6.598332982814093,4204.12786
1638921600000.0,2021-12-08 00:00:00,BVOL/USDT,622.95,634.65,615.55,621.2,0.0,0.0
1638835200000.0,2021-12-07 00:00:00,BVOL/USDT,618.6,634.65,613.15,622.95,0.0,0.0
1638748800000.0,2021-12-06 00:00:00,BVOL/USDT,618.3,634.65,616.4,618.6,0.03485033947623666,21.55842
1638662400000.0,2021-12-05 00:00:00,BVOL/USDT,613.3,618.3,600.0,618.3,1.0728227235969594,663.32629
1638576000000.0,2021-12-04 00:00:00,BVOL/USDT,578.6,638.3,569.6,613.3,5.584323650741888,3424.865695
1638489600000.0,2021-12-03 00:00:00,BVOL/USDT,554.45,585.45,551.85,578.6,1.4162228828206014,819.42656
1638403200000.0,2021-12-02 00:00:00,BVOL/USDT,566.35,578.7,551.85,554.45,9.849941897375777,5461.300285
1638316800000.0,2021-12-01 00:00:00,BVOL/USDT,570.95,571.05,566.35,566.35,0.32612028780789265,184.698225
1638230400000.0,2021-11-30 00:00:00,BVOL/USDT,565.6,570.95,560.7,570.95,0.0,0.0
1638144000000.0,2021-11-29 00:00:00,BVOL/USDT,570.95,578.15,558.35,565.6,0.0,0.0
1638057600000.0,2021-11-28 00:00:00,BVOL/USDT,568.1,575.7,554.4,570.95,0.16928990279358963,96.65607
1637971200000.0,2021-11-27 00:00:00,BVOL/USDT,583.4,583.4,565.9,568.1,0.12461572786481254,70.794195
1637884800000.0,2021-11-26 00:00:00,BVOL/USDT,552.05,583.4,551.5,583.4,0.19146049022968803,111.69805
1637798400000.0,2021-11-25 00:00:00,BVOL/USDT,579.2,579.2,509.45,552.05,4.905157992935423,2707.89247
1637712000000.0,2021-11-24 00:00:00,BVOL/USDT,565.65,587.35,558.45,579.2,0.7249011912983425,419.86277
1637625600000.0,2021-11-23 00:00:00,BVOL/USDT,571.55,576.3,558.45,565.65,0.0,0.0
1637539200000.0,2021-11-22 00:00:00,BVOL/USDT,573.0,574.85,558.45,571.55,1.2040727320444407,688.18777
1637452800000.0,2021-11-21 00:00:00,BVOL/USDT,576.7,576.7,571.95,573.0,0.7239174607329844,414.804705
1637366400000.0,2021-11-20 00:00:00,BVOL/USDT,581.75,581.75,575.2,576.7,0.4902541876192127,282.72959
1637280000000.0,2021-11-19 00:00:00,BVOL/USDT,660.6,664.6,581.45,581.75,8.194095143962183,4766.91485
1637193600000.0,2021-11-18 00:00:00,BVOL/USDT,624.2,729.25,624.2,660.6,2.3644826748410535,1561.977255
1637107200000.0,2021-11-17 00:00:00,BVOL/USDT,636.35,638.95,616.15,624.2,0.3343564883050304,208.70532
1637020800000.0,2021-11-16 00:00:00,BVOL/USDT,620.2,644.4,616.15,636.35,3.5603036300777875,2265.599215
1636934400000.0,2021-11-15 00:00:00,BVOL/USDT,620.85,626.75,581.8,620.2,3.9612,2456.73624
1636848000000.0,2021-11-14 00:00:00,BVOL/USDT,624.2,624.2,606.0,620.85,7.600311629218007,4718.653475
1636761600000.0,2021-11-13 00:00:00,BVOL/USDT,638.0,644.4,620.1,624.2,1.150956848766421,718.427265
1636675200000.0,2021-11-12 00:00:00,BVOL/USDT,640.4,643.85,624.2,638.0,0.7032849529780565,448.6958
1636588800000.0,2021-11-11 00:00:00,BVOL/USDT,658.2,662.75,640.2,640.4,0.21649833697688944,138.645535
1636502400000.0,2021-11-10 00:00:00,BVOL/USDT,635.55,658.2,629.4,658.2,4.410355742935278,2902.89615
1636416000000.0,2021-11-09 00:00:00,BVOL/USDT,655.15,667.55,629.1,635.55,18.907140563291637,12016.433185
1636329600000.0,2021-11-08 00:00:00,BVOL/USDT,659.25,667.55,653.0,655.15,2.5096502785621615,1644.19738
1636243200000.0,2021-11-07 00:00:00,BVOL/USDT,655.8,685.3,649.75,659.25,5.1647733105802045,3404.876805
1636156800000.0,2021-11-06 00:00:00,BVOL/USDT,654.75,659.3,634.2,655.8,1.6302030115888992,1069.087135
1636070400000.0,2021-11-05 00:00:00,BVOL/USDT,664.65,667.9,640.85,654.75,1.2266628484154258,803.1575
1635984000000.0,2021-11-04 00:00:00,BVOL/USDT,664.4,671.1,664.0,664.65,2.519,1674.25335
1635897600000.0,2021-11-03 00:00:00,BVOL/USDT,670.9,704.55,662.4,664.4,1.5517852573750754,1031.006125
1635811200000.0,2021-11-02 00:00:00,BVOL/USDT,675.75,682.0,669.5,670.9,4.959197302131465,3327.12547
1635724800000.0,2021-11-01 00:00:00,BVOL/USDT,678.5,682.8,671.8,675.75,0.057859563448020714,39.0986
1635638400000.0,2021-10-31 00:00:00,BVOL/USDT,667.0,678.5,664.85,678.5,0.134,90.919
1635552000000.0,2021-10-30 00:00:00,BVOL/USDT,664.85,667.95,664.85,667.0,0.0,0.0
1635465600000.0,2021-10-29 00:00:00,BVOL/USDT,691.9,701.55,660.45,664.85,1.423901353688802,946.680815
1635379200000.0,2021-10-28 00:00:00,BVOL/USDT,669.5,750.0,655.95,691.9,6.16747258274317,4267.27428
1635292800000.0,2021-10-27 00:00:00,BVOL/USDT,664.75,692.9,664.75,669.5,2.2977975130694546,1538.375435
1635206400000.0,2021-10-26 00:00:00,BVOL/USDT,661.85,670.5,654.3,664.75,0.3004446784505453,199.7206
1635120000000.0,2021-10-25 00:00:00,BVOL/USDT,659.4,666.55,652.2,661.85,0.35679999999999995,236.14808
1635033600000.0,2021-10-24 00:00:00,BVOL/USDT,654.95,670.05,652.2,659.4,0.10360206248104338,68.3152
1634947200000.0,2021-10-23 00:00:00,BVOL/USDT,667.3,669.05,650.3,654.95,34.69928389953431,22726.29599
1634860800000.0,2021-10-22 00:00:00,BVOL/USDT,686.7,701.45,632.85,667.3,99.90865487037314,66669.045395
1634774400000.0,2021-10-21 00:00:00,BVOL/USDT,686.9,714.15,623.3,686.7,14.439350779088391,9915.50218
1634688000000.0,2021-10-20 00:00:00,BVOL/USDT,676.0,716.1,670.8,686.9,23.38001757169894,16059.73407
1634601600000.0,2021-10-19 00:00:00,BVOL/USDT,673.3,695.55,631.5,676.0,19.21303672337278,12988.012825
1634515200000.0,2021-10-18 00:00:00,BVOL/USDT,670.15,689.3,597.7,673.3,48.03366163671469,32341.06438
1634428800000.0,2021-10-17 00:00:00,BVOL/USDT,671.0,674.35,654.4,670.15,18.458659218085504,12370.070475
1634342400000.0,2021-10-16 00:00:00,BVOL/USDT,702.85,723.4,671.0,671.0,11.379110074515648,7635.38286
1634256000000.0,2021-10-15 00:00:00,BVOL/USDT,701.75,784.4,691.15,702.85,0.466902952265775,328.16274
1634169600000.0,2021-10-14 00:00:00,BVOL/USDT,676.35,702.55,674.05,701.75,2.0020326113288207,1404.926385
1634083200000.0,2021-10-13 00:00:00,BVOL/USDT,680.75,680.75,667.1,676.35,0.09836436016855178,66.528735
1633996800000.0,2021-10-12 00:00:00,BVOL/USDT,665.45,681.65,648.7,680.75,12.54887556371649,8542.64704
1633910400000.0,2021-10-11 00:00:00,BVOL/USDT,667.85,676.85,653.3,665.45,0.30425414381245774,202.46592
1633824000000.0,2021-10-10 00:00:00,BVOL/USDT,672.4,686.3,626.55,667.85,23.106801856704347,15431.87762
1633737600000.0,2021-10-09 00:00:00,BVOL/USDT,679.85,691.45,665.65,672.4,0.21697447947650209,145.89364
1633651200000.0,2021-10-08 00:00:00,BVOL/USDT,699.85,699.85,679.85,679.85,7.278595543134514,4948.35318
1633564800000.0,2021-10-07 00:00:00,BVOL/USDT,689.5,721.95,685.55,699.85,1.0576597628063156,740.203185
1633478400000.0,2021-10-06 00:00:00,BVOL/USDT,695.3,700.25,688.1,689.5,7.330288955765047,5054.234235
1633392000000.0,2021-10-05 00:00:00,BVOL/USDT,684.35,698.3,681.75,695.3,0.05510000000000001,38.31103
1633305600000.0,2021-10-04 00:00:00,BVOL/USDT,679.7,684.35,675.25,684.35,0.16517901658508075,113.04026
1633219200000.0,2021-10-03 00:00:00,BVOL/USDT,677.1,679.7,664.55,679.7,0.648654391643372,440.89039
1633132800000.0,2021-10-02 00:00:00,BVOL/USDT,691.1,691.1,671.2,677.1,0.030963764584256388,20.965565
1633046400000.0,2021-10-01 00:00:00,BVOL/USDT,704.7,710.75,682.8,691.1,0.028999999999999998,20.0419
1632960000000.0,2021-09-30 00:00:00,BVOL/USDT,713.1,714.3,697.5,704.7,0.02814367816091954,19.83285
1632873600000.0,2021-09-29 00:00:00,BVOL/USDT,728.9,728.9,713.1,713.1,10.033049011358855,7154.56725
1632787200000.0,2021-09-28 00:00:00,BVOL/USDT,714.0,728.9,714.0,728.9,0.0426,31.05114
