https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ARX,Volume USDT
1663459200,2022-09-18 00:00:00,ARX/USDT,0.002062,0.002085,0.002026,0.002085,401143.8359,824.5933916243
1663372800,2022-09-17 00:00:00,ARX/USDT,0.001985,0.002124,0.001963,0.002066,83068595.3104,167180.9192333855
1663286400,2022-09-16 00:00:00,ARX/USDT,0.002033,0.002126,0.001911,0.001985,26760400.5652,53610.9751769922
1663200000,2022-09-15 00:00:00,ARX/USDT,0.002011,0.002159,0.001942,0.002021,59437792.3405,122025.0073025684
1663113600,2022-09-14 00:00:00,ARX/USDT,0.002016,0.002229,0.00197,0.002002,40323419.8456,82688.1008368575
1663027200,2022-09-13 00:00:00,ARX/USDT,0.002279,0.0023,0.001972,0.002004,55740891.1601,116075.0014307195
1662940800,2022-09-12 00:00:00,ARX/USDT,0.002259,0.002817,0.0022,0.002279,83106869.6999,198078.2257453636
1662854400,2022-09-11 00:00:00,ARX/USDT,0.002192,0.002352,0.002104,0.002258,66339925.3082,145371.0630342578
1662768000,2022-09-10 00:00:00,ARX/USDT,0.002173,0.00237,0.002102,0.002202,66196671.1715,146070.3805746465
1662681600,2022-09-09 00:00:00,ARX/USDT,0.002059,0.00349,0.0019,0.002173,102386372.3019,231286.2612062253
1662595200,2022-09-08 00:00:00,ARX/USDT,0.001994,0.0023,0.001968,0.002059,56288166.428,119231.3900506271
1662508800,2022-09-07 00:00:00,ARX/USDT,0.00195,0.002009,0.001848,0.001993,82715089.1614,157728.8854003726
1662422400,2022-09-06 00:00:00,ARX/USDT,0.00211,0.002173,0.001912,0.001955,93277614.9249,191967.3580623928
1662336000,2022-09-05 00:00:00,ARX/USDT,0.002167,0.002176,0.00202,0.00211,83549232.5332,178407.3676964847
1662249600,2022-09-04 00:00:00,ARX/USDT,0.002038,0.002222,0.002021,0.002166,93238226.5384,195295.3687129075
1662163200,2022-09-03 00:00:00,ARX/USDT,0.00215,0.0022,0.002004,0.002039,61447441.2561,131497.3974367736
1662076800,2022-09-02 00:00:00,ARX/USDT,0.002171,0.002239,0.002107,0.002158,102962985.0687,225045.6745012477
1661990400,2022-09-01 00:00:00,ARX/USDT,0.002297,0.002313,0.002119,0.002171,124248475.5614,276498.6627250163
1661904000,2022-08-31 00:00:00,ARX/USDT,0.002331,0.002407,0.00222,0.002296,79760760.5808,184146.948909184
1661817600,2022-08-30 00:00:00,ARX/USDT,0.002264,0.002359,0.0022,0.002344,80828632.435,185948.8899483086
1661731200,2022-08-29 00:00:00,ARX/USDT,0.00236,0.002391,0.002226,0.002267,98746376.7156,226791.8544317618
1661644800,2022-08-28 00:00:00,ARX/USDT,0.002339,0.002782,0.002275,0.00236,91731527.7879,216904.881848425
1661558400,2022-08-27 00:00:00,ARX/USDT,0.002292,0.002342,0.002202,0.002339,78069527.5608,178502.1382071348
1661472000,2022-08-26 00:00:00,ARX/USDT,0.002535,0.002598,0.00223,0.00229,39803378.8442,100212.0808868108
1661385600,2022-08-25 00:00:00,ARX/USDT,0.002714,0.00273,0.002421,0.002534,76250098.6724,201187.9558638009
1661299200,2022-08-24 00:00:00,ARX/USDT,0.002698,0.002765,0.002656,0.002722,87909945.8042,239202.9831330419
1661212800,2022-08-23 00:00:00,ARX/USDT,0.002733,0.002765,0.002638,0.0027,80920643.0258,217986.0121530545
1661126400,2022-08-22 00:00:00,ARX/USDT,0.002756,0.0029,0.002669,0.002733,65817555.7958,185207.5148820613
1661040000,2022-08-21 00:00:00,ARX/USDT,0.002757,0.003056,0.002544,0.002766,86843315.8625,233452.1796088118
1660953600,2022-08-20 00:00:00,ARX/USDT,0.00267,0.0034,0.002601,0.002746,84628211.6258,246294.1829607479
1660867200,2022-08-19 00:00:00,ARX/USDT,0.003091,0.00311,0.002553,0.002652,82909872.9763,240928.8938282469
1660780800,2022-08-18 00:00:00,ARX/USDT,0.003031,0.003158,0.002948,0.003084,52127854.3783,160260.2017491199
1660694400,2022-08-17 00:00:00,ARX/USDT,0.003164,0.003289,0.002906,0.003049,55653865.3033,171921.2807477753
1660608000,2022-08-16 00:00:00,ARX/USDT,0.003031,0.003266,0.00295,0.00317,61366219.5439,189686.8398980604
1660521600,2022-08-15 00:00:00,ARX/USDT,0.003087,0.00326,0.003003,0.00303,61078270.3703,194834.5479186761
1660435200,2022-08-14 00:00:00,ARX/USDT,0.003265,0.003317,0.00308,0.003105,63215931.0092,204936.5806630764
1660348800,2022-08-13 00:00:00,ARX/USDT,0.003538,0.003561,0.003085,0.003254,51998484.3285,177044.775167968
1660262400,2022-08-12 00:00:00,ARX/USDT,0.003392,0.003698,0.00329,0.003537,65371199.024,219652.1036544375
1660176000,2022-08-11 00:00:00,ARX/USDT,0.003097,0.003636,0.003069,0.003396,68209615.9334,221476.5229293587
1660089600,2022-08-10 00:00:00,ARX/USDT,0.002933,0.003175,0.002892,0.003088,76208086.5912,226078.7308713708
1660003200,2022-08-09 00:00:00,ARX/USDT,0.003034,0.003051,0.00287,0.00294,61244924.1734,180385.6250118426
1659916800,2022-08-08 00:00:00,ARX/USDT,0.002946,0.003058,0.002875,0.003036,70822232.8768,206832.1055701975
1659830400,2022-08-07 00:00:00,ARX/USDT,0.002868,0.003033,0.002852,0.002946,75920290.5068,222580.5737720496
1659744000,2022-08-06 00:00:00,ARX/USDT,0.00294,0.003049,0.002868,0.002868,54115802.3738,162050.293175284
1659657600,2022-08-05 00:00:00,ARX/USDT,0.00286,0.00296,0.002799,0.00294,90978960.3928,261375.6463820527
1659571200,2022-08-04 00:00:00,ARX/USDT,0.002906,0.00297,0.00282,0.00286,70716819.5361,207045.1564617167
1659484800,2022-08-03 00:00:00,ARX/USDT,0.003004,0.003028,0.00286,0.002906,74679444.6379,221083.551133892
1659398400,2022-08-02 00:00:00,ARX/USDT,0.003016,0.00322,0.002941,0.003015,59403685.2658,181290.886267481
1659312000,2022-08-01 00:00:00,ARX/USDT,0.002941,0.003206,0.0029,0.003028,97077013.4228,290009.9217410919
1659225600,2022-07-31 00:00:00,ARX/USDT,0.0029,0.002994,0.0029,0.002941,56701832.2447,166666.0104743922
1659139200,2022-07-30 00:00:00,ARX/USDT,0.003044,0.003074,0.002803,0.0029,79623168.9369,229507.9801925845
1659052800,2022-07-29 00:00:00,ARX/USDT,0.003097,0.003173,0.002953,0.003056,87441980.7819,268680.7292491619
1658966400,2022-07-28 00:00:00,ARX/USDT,0.00322,0.003366,0.002984,0.003097,56731811.2847,179991.7355547437
1658880000,2022-07-27 00:00:00,ARX/USDT,0.002988,0.0033,0.002956,0.00322,67902527.565,209139.2326944776
1658793600,2022-07-26 00:00:00,ARX/USDT,0.002985,0.003087,0.00287,0.002977,102448513.2388,306274.7860307811
1658707200,2022-07-25 00:00:00,ARX/USDT,0.003266,0.00379,0.002902,0.002985,116019888.8566,366977.7208155848
1658620800,2022-07-24 00:00:00,ARX/USDT,0.002701,0.00375,0.002662,0.003265,135028455.32423742,390586.93969933882468
1658534400,2022-07-23 00:00:00,ARX/USDT,0.002668,0.002869,0.002565,0.002702,78641441.78294057,213891.4702318905763
1658448000,2022-07-22 00:00:00,ARX/USDT,0.002696,0.00279,0.002602,0.002676,113782211.5237,300158.0187032854
1658361600,2022-07-21 00:00:00,ARX/USDT,0.002633,0.00279,0.0026,0.002705,102513816.4714,269784.0521156486
1658275200,2022-07-20 00:00:00,ARX/USDT,0.002564,0.002869,0.00248,0.002633,99891000.66733323,271463.195136141511
1658188800,2022-07-19 00:00:00,ARX/USDT,0.002564,0.002646,0.00242,0.002564,129071171.79000533,326688.44155006046995
1658102400,2022-07-18 00:00:00,ARX/USDT,0.002419,0.002658,0.002389,0.002563,129537777.7626667,320069.49757276750446
1658016000,2022-07-17 00:00:00,ARX/USDT,0.00241,0.002585,0.00236,0.002418,116156644.95545257,284340.13204079849931
1657929600,2022-07-16 00:00:00,ARX/USDT,0.002413,0.002641,0.00236,0.00242,100308023.69407215,245246.03420366722157
1657843200,2022-07-15 00:00:00,ARX/USDT,0.002385,0.002439,0.002337,0.002405,123541811.42158646,295278.23704533661265
1657756800,2022-07-14 00:00:00,ARX/USDT,0.002445,0.002504,0.002284,0.002385,96771104.71104361,233666.89083115474595
1657670400,2022-07-13 00:00:00,ARX/USDT,0.002345,0.002501,0.00228,0.002452,132281438.07743351,316818.99772050781774
1657584000,2022-07-12 00:00:00,ARX/USDT,0.002471,0.00255,0.002336,0.002336,81018541.2366149,197311.85751412336459
1657497600,2022-07-11 00:00:00,ARX/USDT,0.002347,0.00255,0.002326,0.002479,125088884.80026903,308606.93599046829336
1657411200,2022-07-10 00:00:00,ARX/USDT,0.002616,0.002643,0.002331,0.002357,123007015.53886363,311334.89069306236852
1657324800,2022-07-09 00:00:00,ARX/USDT,0.00274,0.002758,0.00245,0.002616,108543871.49580975,278331.29496520061528
1657238400,2022-07-08 00:00:00,ARX/USDT,0.002659,0.00312,0.00245,0.00274,92668545.68492478,246540.71917585521401
1657152000,2022-07-07 00:00:00,ARX/USDT,0.002668,0.0043,0.00239,0.002668,265627410.9906537,796601.8051673666375
1657065600,2022-07-06 00:00:00,ARX/USDT,0.002065,0.0039,0.002031,0.002658,185064112.86929412,422908.37875028338331
1656979200,2022-07-05 00:00:00,ARX/USDT,0.002267,0.002267,0.002026,0.002079,99737939.21921527,217210.60837664396998
1656892800,2022-07-04 00:00:00,ARX/USDT,0.001968,0.00245,0.001952,0.002276,148922406.36016514,304094.88102127854206
1656806400,2022-07-03 00:00:00,ARX/USDT,0.002007,0.00207,0.00186,0.001965,108301573.68463649,213896.95171140954122
