https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOSC,Volume USDT
1663459200,2022-09-18 00:00:00,EOSC/USDT,0.003027,0.003134,0.003027,0.003089,1496236.1367,4615.9072849456
1663372800,2022-09-17 00:00:00,EOSC/USDT,0.003156,0.003285,0.003027,0.003027,56243580.7903,178673.1978481112
1663286400,2022-09-16 00:00:00,EOSC/USDT,0.003153,0.003445,0.003088,0.003155,55190663.4376,175208.5105866608
1663200000,2022-09-15 00:00:00,EOSC/USDT,0.003486,0.00349,0.00305,0.003154,50704880.3138,165321.2197360211
1663113600,2022-09-14 00:00:00,EOSC/USDT,0.003407,0.003515,0.003151,0.003486,50781549.7624,170317.0826934092
1663027200,2022-09-13 00:00:00,EOSC/USDT,0.003538,0.003757,0.003378,0.003403,45477609.3957,160013.1692826625
1662940800,2022-09-12 00:00:00,EOSC/USDT,0.003616,0.003849,0.003444,0.003541,46701225.2731,170370.3782063267
1662854400,2022-09-11 00:00:00,EOSC/USDT,0.003544,0.003898,0.003528,0.003615,48430242.1912,175209.8444731282
1662768000,2022-09-10 00:00:00,EOSC/USDT,0.003563,0.003574,0.003437,0.003545,49895641.1004,175932.5869011651
1662681600,2022-09-09 00:00:00,EOSC/USDT,0.003464,0.003698,0.003272,0.003563,48013105.8493,168427.908542751
1662595200,2022-09-08 00:00:00,EOSC/USDT,0.003357,0.003697,0.003339,0.003464,49884416.1839,174911.2867795579
1662508800,2022-09-07 00:00:00,EOSC/USDT,0.003327,0.003527,0.003151,0.003352,52307448.4217,172078.1430488765
1662422400,2022-09-06 00:00:00,EOSC/USDT,0.003489,0.003492,0.003297,0.00333,44378894.2123,149896.439959263
1662336000,2022-09-05 00:00:00,EOSC/USDT,0.003575,0.003575,0.003489,0.003489,50337529.8686,176314.2545290429
1662249600,2022-09-04 00:00:00,EOSC/USDT,0.003665,0.003677,0.00356,0.003578,50136523.0192,180218.2650462312
1662163200,2022-09-03 00:00:00,EOSC/USDT,0.003533,0.003798,0.003533,0.003667,49906652.8123,180629.3222772246
1662076800,2022-09-02 00:00:00,EOSC/USDT,0.003299,0.004398,0.003225,0.003517,71850837.7819,255755.2786085398
1661990400,2022-09-01 00:00:00,EOSC/USDT,0.00341,0.003445,0.003111,0.003301,52142731.9529,172631.4145146568
1661904000,2022-08-31 00:00:00,EOSC/USDT,0.003495,0.003497,0.0034,0.003413,48891071.231,168021.7667075467
1661817600,2022-08-30 00:00:00,EOSC/USDT,0.003698,0.003744,0.003437,0.003492,49761160.52002619,180956.80413415906739
1661731200,2022-08-29 00:00:00,EOSC/USDT,0.003677,0.0038,0.0036,0.003696,44392712.4049,161585.6855139374
1661644800,2022-08-28 00:00:00,EOSC/USDT,0.003691,0.003798,0.00365,0.00368,45406426.1638,167204.100493891
1661558400,2022-08-27 00:00:00,EOSC/USDT,0.003715,0.003899,0.003661,0.003691,43186842.9676,160354.6309543042
1661472000,2022-08-26 00:00:00,EOSC/USDT,0.003734,0.004034,0.003661,0.003714,41146033.5397,154528.3642113519
1661385600,2022-08-25 00:00:00,EOSC/USDT,0.003905,0.003917,0.003713,0.003731,45931775.1332,173129.9794618196
1661299200,2022-08-24 00:00:00,EOSC/USDT,0.003932,0.003974,0.003701,0.00392,48024400.1292,182526.5524929092
1661212800,2022-08-23 00:00:00,EOSC/USDT,0.004175,0.004298,0.003849,0.003932,44014363.8735,177025.0643756908
1661126400,2022-08-22 00:00:00,EOSC/USDT,0.003904,0.004435,0.003828,0.004175,46465092.9355,184546.4125130335
1661040000,2022-08-21 00:00:00,EOSC/USDT,0.003765,0.00405,0.003752,0.003907,45445118.5213,173489.4070522939
1660953600,2022-08-20 00:00:00,EOSC/USDT,0.003848,0.003861,0.0036,0.003763,42393649.17987708,159159.639615856588
1660867200,2022-08-19 00:00:00,EOSC/USDT,0.004497,0.004506,0.00363,0.003848,51886246.3348,202202.1128329687
1660780800,2022-08-18 00:00:00,EOSC/USDT,0.004343,0.004954,0.004287,0.004497,44078315.9198,202219.7023609192
1660694400,2022-08-17 00:00:00,EOSC/USDT,0.00396,0.005208,0.003903,0.004345,65298542.19904794,290141.15279331600862
1660608000,2022-08-16 00:00:00,EOSC/USDT,0.003994,0.004048,0.003937,0.003957,38478664.28398272,153520.71283629978224
1660521600,2022-08-15 00:00:00,EOSC/USDT,0.004197,0.00426,0.003971,0.003989,36732017.7321,151328.310396216
1660435200,2022-08-14 00:00:00,EOSC/USDT,0.004311,0.004323,0.00413,0.004196,41703254.9969,176187.0408414392
1660348800,2022-08-13 00:00:00,EOSC/USDT,0.004409,0.004459,0.004266,0.004308,39314236.0645,173129.642499862
1660262400,2022-08-12 00:00:00,EOSC/USDT,0.004261,0.004526,0.004208,0.00441,40409387.4733,177337.6809639227
1660176000,2022-08-11 00:00:00,EOSC/USDT,0.004526,0.004553,0.00425,0.004261,38289724.7661,168845.7699792215
1660089600,2022-08-10 00:00:00,EOSC/USDT,0.004277,0.004775,0.004275,0.004524,41694875.3144,186722.1440029978
1660003200,2022-08-09 00:00:00,EOSC/USDT,0.004187,0.004899,0.004115,0.004274,48572845.45941805,208839.2811163136554
1659916800,2022-08-08 00:00:00,EOSC/USDT,0.004005,0.004471,0.003949,0.00419,43070075.3657,179370.1783129134
1659830400,2022-08-07 00:00:00,EOSC/USDT,0.00411,0.004137,0.003903,0.004008,42545154.7604,171544.5056771542
1659744000,2022-08-06 00:00:00,EOSC/USDT,0.004051,0.004165,0.004037,0.004113,42322876.8938,172195.3323737541
1659657600,2022-08-05 00:00:00,EOSC/USDT,0.003936,0.004185,0.003916,0.004052,44107085.777,176662.1655692062
1659571200,2022-08-04 00:00:00,EOSC/USDT,0.003969,0.004118,0.003889,0.003939,44417757.152,175838.2304276095
1659484800,2022-08-03 00:00:00,EOSC/USDT,0.004015,0.004158,0.003951,0.003969,37909038.8043,153108.6094273508
1659398400,2022-08-02 00:00:00,EOSC/USDT,0.004111,0.00412,0.003801,0.004017,43303366.0113,172184.986947958
1659312000,2022-08-01 00:00:00,EOSC/USDT,0.00417,0.004259,0.004052,0.004113,41176011.3671,170116.7832124467
1659225600,2022-07-31 00:00:00,EOSC/USDT,0.004022,0.004522,0.003983,0.00417,43356131.0188,176881.3403769043
1659139200,2022-07-30 00:00:00,EOSC/USDT,0.004269,0.004311,0.003989,0.004024,36408662.2178,153234.3810761699
1659052800,2022-07-29 00:00:00,EOSC/USDT,0.004121,0.004467,0.00406,0.004268,36366133.4688,152900.3779559814
1658966400,2022-07-28 00:00:00,EOSC/USDT,0.004258,0.004307,0.00405,0.004119,32381775.3017,135239.9666094189
1658880000,2022-07-27 00:00:00,EOSC/USDT,0.004093,0.004398,0.004052,0.004257,34278173.2004,142914.6454821488
1658793600,2022-07-26 00:00:00,EOSC/USDT,0.003965,0.004399,0.003933,0.004091,38060053.98493571,155461.8991240245956
1658707200,2022-07-25 00:00:00,EOSC/USDT,0.003873,0.004099,0.0038,0.003965,38355932.3732,150737.4397796818
1658620800,2022-07-24 00:00:00,EOSC/USDT,0.003845,0.003941,0.003722,0.003876,40605963.4261,155906.9533955886
1658534400,2022-07-23 00:00:00,EOSC/USDT,0.004126,0.004333,0.0037,0.003845,46397168.84273296,178263.4442089147096
1658448000,2022-07-22 00:00:00,EOSC/USDT,0.003783,0.004188,0.003661,0.004129,43009193.1349,165646.411651238
