https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAX,Volume USDT
1663459200,2022-09-18 00:00:00,BAX/USDT,0.0000546,0.0000558,0.0000542,0.0000554,94623343.8824,5215.63008440021
1663372800,2022-09-17 00:00:00,BAX/USDT,0.0000528,0.0000559,0.0000526,0.0000548,897040648.7838,48734.12425917268
1663286400,2022-09-16 00:00:00,BAX/USDT,0.0000527,0.0000543,0.000052,0.0000529,740024292.4218,38984.80157821577
1663200000,2022-09-15 00:00:00,BAX/USDT,0.0000538,0.0000548,0.0000521,0.0000525,749368637.1623,39839.97426989806
1663113600,2022-09-14 00:00:00,BAX/USDT,0.0000543,0.0000556,0.000052,0.0000538,870147983.7721,46630.52035678426
1663027200,2022-09-13 00:00:00,BAX/USDT,0.000059,0.0000595,0.0000542,0.0000543,938084825.0215,53236.23275748667
1662940800,2022-09-12 00:00:00,BAX/USDT,0.0000608,0.0000617,0.0000571,0.0000588,1027660050.0996,60676.7302806083
1662854400,2022-09-11 00:00:00,BAX/USDT,0.0000621,0.0000632,0.00006,0.0000606,754929006.0387,46455.75619991814
1662768000,2022-09-10 00:00:00,BAX/USDT,0.0000631,0.0000635,0.000059,0.0000618,1058833584.9571,65104.83109874731
1662681600,2022-09-09 00:00:00,BAX/USDT,0.0000599,0.0000647,0.0000593,0.0000631,1196979435.0548,74477.91387766845
1662595200,2022-09-08 00:00:00,BAX/USDT,0.0000613,0.0000628,0.0000562,0.0000597,1320790705.4553,78413.63311673701
1662508800,2022-09-07 00:00:00,BAX/USDT,0.0000525,0.0000668,0.000051,0.0000613,1360557481.9536,77661.86549290311
1662422400,2022-09-06 00:00:00,BAX/USDT,0.0000554,0.0000569,0.0000511,0.0000526,1144983474.6902,62253.46721538749
1662336000,2022-09-05 00:00:00,BAX/USDT,0.0000591,0.0000596,0.0000535,0.000055,1116692810.9257,62885.45464796388
1662249600,2022-09-04 00:00:00,BAX/USDT,0.0000619,0.0000622,0.0000585,0.0000591,830248382.5825,49702.88012845203
1662163200,2022-09-03 00:00:00,BAX/USDT,0.0000612,0.000065,0.0000601,0.0000618,1009922835.078,63063.7879965592
1662076800,2022-09-02 00:00:00,BAX/USDT,0.0000573,0.0000648,0.000057,0.000061,1172427502.5159,71681.67672780557
1661990400,2022-09-01 00:00:00,BAX/USDT,0.0000568,0.0000636,0.0000548,0.0000569,1106511626.90010551,63714.404326121422171
1661904000,2022-08-31 00:00:00,BAX/USDT,0.0000597,0.0000615,0.0000557,0.0000567,300798015.90216257,17591.545892580418512
1661817600,2022-08-30 00:00:00,BAX/USDT,0.0000636,0.000065,0.0000597,0.0000597,338904128.96532554,20907.508981558281777
1661731200,2022-08-29 00:00:00,BAX/USDT,0.0000615,0.0000651,0.0000609,0.0000636,547431504.74279824,34552.471943421054921
1661644800,2022-08-28 00:00:00,BAX/USDT,0.0000619,0.0000628,0.0000604,0.0000611,183129492.81564013,11302.885889920060478
1661558400,2022-08-27 00:00:00,BAX/USDT,0.0000625,0.0000635,0.0000602,0.0000623,320062411.83585586,19798.49289605372087
1661472000,2022-08-26 00:00:00,BAX/USDT,0.0000644,0.0000668,0.0000616,0.0000625,186256137.19771314,11947.251219697444964
1661385600,2022-08-25 00:00:00,BAX/USDT,0.0000658,0.0000666,0.0000638,0.0000645,386862671.10054213,25122.722406947426301
1661299200,2022-08-24 00:00:00,BAX/USDT,0.000066,0.0000679,0.0000645,0.000066,276466252.82627057,18219.408911599146897
1661212800,2022-08-23 00:00:00,BAX/USDT,0.0000637,0.0000683,0.0000627,0.0000664,523611798.11043956,34233.497244533213649
1661126400,2022-08-22 00:00:00,BAX/USDT,0.0000675,0.0000687,0.0000621,0.000064,504097443.95077374,32527.472188020849937
1661040000,2022-08-21 00:00:00,BAX/USDT,0.0000658,0.0000695,0.0000649,0.0000671,239799751.07437529,16147.552921684196564
1660953600,2022-08-20 00:00:00,BAX/USDT,0.0000656,0.000068,0.0000645,0.000066,253640104.90515873,16615.339924510387103
1660867200,2022-08-19 00:00:00,BAX/USDT,0.0000685,0.0000689,0.0000634,0.000065,600721244.34573249,39520.932011337703781
1660780800,2022-08-18 00:00:00,BAX/USDT,0.0000701,0.0000708,0.0000682,0.0000689,329732794.29206616,22961.096673693484846
1660694400,2022-08-17 00:00:00,BAX/USDT,0.0000738,0.0000744,0.0000687,0.0000705,714518529.5564742,51094.875045535332749
1660608000,2022-08-16 00:00:00,BAX/USDT,0.0000748,0.000088,0.0000713,0.0000733,3396494330.14068547,263783.328631708583675
1660521600,2022-08-15 00:00:00,BAX/USDT,0.0000701,0.000079,0.0000678,0.0000748,1860110114.93209287,136279.831621271236635
1660435200,2022-08-14 00:00:00,BAX/USDT,0.0000693,0.0000712,0.0000683,0.0000701,419219934.90648328,29330.779129789232858
1660348800,2022-08-13 00:00:00,BAX/USDT,0.0000726,0.0000735,0.0000689,0.0000693,703725751.01690223,49778.828668958723861
1660262400,2022-08-12 00:00:00,BAX/USDT,0.000069,0.0000728,0.0000684,0.0000721,528785694.29967085,37277.678985174383638
1660176000,2022-08-11 00:00:00,BAX/USDT,0.0000705,0.0000729,0.000069,0.000069,395099585.39281469,27968.255517283168906
1660089600,2022-08-10 00:00:00,BAX/USDT,0.0000713,0.0000715,0.0000676,0.0000705,562213799.44077192,38987.540867088404609
1660003200,2022-08-09 00:00:00,BAX/USDT,0.0000712,0.0000746,0.0000679,0.0000713,478626694.81501242,33887.030311481403891
1659916800,2022-08-08 00:00:00,BAX/USDT,0.0000725,0.0000736,0.0000702,0.0000712,459244682.46232824,33039.622686773195432
1659830400,2022-08-07 00:00:00,BAX/USDT,0.0000708,0.0000746,0.00007,0.0000726,578508673.62490908,41822.985672669456265
1659744000,2022-08-06 00:00:00,BAX/USDT,0.0000692,0.000073,0.0000683,0.0000705,680034402.25023788,48282.098183295877664
1659657600,2022-08-05 00:00:00,BAX/USDT,0.0000672,0.0000697,0.0000668,0.0000692,229739112.67436337,15717.15670610299877
1659571200,2022-08-04 00:00:00,BAX/USDT,0.0000699,0.0000714,0.0000656,0.0000672,446804453.94103043,30502.08603583495722
1659484800,2022-08-03 00:00:00,BAX/USDT,0.0000674,0.000071,0.0000666,0.0000699,572931178.68311575,39573.820113203163992
1659398400,2022-08-02 00:00:00,BAX/USDT,0.0000679,0.0000705,0.0000657,0.0000675,471452591.61098412,32039.935967442897246
1659312000,2022-08-01 00:00:00,BAX/USDT,0.000071,0.000072,0.0000668,0.0000679,489633272.16016616,34037.768436186111791
1659225600,2022-07-31 00:00:00,BAX/USDT,0.000072,0.0000736,0.0000705,0.000071,262036801.13888789,18863.752264354421253
1659139200,2022-07-30 00:00:00,BAX/USDT,0.0000726,0.0000746,0.0000701,0.0000722,446802569.9572621,32393.249406085694828
1659052800,2022-07-29 00:00:00,BAX/USDT,0.0000742,0.0000757,0.000071,0.0000727,703232035.98150875,51144.145947498077533
1658966400,2022-07-28 00:00:00,BAX/USDT,0.000073,0.0000769,0.000073,0.0000742,365015748.18873233,27274.058866786443339
1658880000,2022-07-27 00:00:00,BAX/USDT,0.0000692,0.000075,0.0000685,0.000073,405886482.3755962,28950.317654130633809
1658793600,2022-07-26 00:00:00,BAX/USDT,0.0000698,0.0000715,0.0000683,0.0000692,355178063.54849651,24680.863163672467506
1658707200,2022-07-25 00:00:00,BAX/USDT,0.0000738,0.0000757,0.0000694,0.0000694,450287053.53155748,32593.180264224573442
1658620800,2022-07-24 00:00:00,BAX/USDT,0.0000738,0.0000774,0.0000738,0.0000738,308495210.25739942,23222.062319529747
1658534400,2022-07-23 00:00:00,BAX/USDT,0.0000758,0.0000774,0.000073,0.0000738,200749021.28614257,15039.326009332181411
1658448000,2022-07-22 00:00:00,BAX/USDT,0.0000783,0.0000815,0.000075,0.0000758,589059923.11006825,45785.006124535948549
