https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XYM,Volume USDT
1650672000,2022-04-23 00:00:00,XYM/USDT,0.1123,0.1133,0.1095,0.1113,590864.66742849,65604.387231326716
1650585600,2022-04-22 00:00:00,XYM/USDT,0.1132,0.1155,0.1098,0.1126,856424.79169816,96614.422691665301
1650499200,2022-04-21 00:00:00,XYM/USDT,0.12,0.1223,0.1129,0.1137,2369971.63220742,280998.755854752167
1650412800,2022-04-20 00:00:00,XYM/USDT,0.1101,0.1904,0.1084,0.12,23328220.25768874,3356749.903671502379
1650326400,2022-04-19 00:00:00,XYM/USDT,0.1104,0.1125,0.1081,0.1099,867381.52798132,95681.92326833254
1650240000,2022-04-18 00:00:00,XYM/USDT,0.1114,0.1115,0.1061,0.1103,2264722.17234551,244375.027969275221
1650153600,2022-04-17 00:00:00,XYM/USDT,0.1161,0.1162,0.1114,0.1114,1900246.68332075,217188.334430966225
1650067200,2022-04-16 00:00:00,XYM/USDT,0.1174,0.1184,0.1131,0.1163,2141058.72610157,249658.538620315526
1649980800,2022-04-15 00:00:00,XYM/USDT,0.1176,0.12,0.1155,0.1176,541563.23258048,63736.096339396254
1649894400,2022-04-14 00:00:00,XYM/USDT,0.1214,0.1225,0.116,0.1173,669938.70071594,80027.793373868932
1649808000,2022-04-13 00:00:00,XYM/USDT,0.115,0.1219,0.114,0.1211,1225973.94992788,143055.750368268021
1649721600,2022-04-12 00:00:00,XYM/USDT,0.1131,0.115,0.112,0.115,1188058.08621,135011.478571467036
1649635200,2022-04-11 00:00:00,XYM/USDT,0.1204,0.1204,0.11,0.1132,7110184.08604232,811979.311132978146
1649548800,2022-04-10 00:00:00,XYM/USDT,0.1241,0.1265,0.1195,0.12,4013155.61640906,490823.078334168168
1649462400,2022-04-09 00:00:00,XYM/USDT,0.1252,0.1278,0.1207,0.1245,2405238.39618967,297835.219003405951
1649376000,2022-04-08 00:00:00,XYM/USDT,0.1325,0.1334,0.1251,0.1251,640405.88064658,82870.473857526818
1649289600,2022-04-07 00:00:00,XYM/USDT,0.1314,0.1337,0.1297,0.1331,762322.93589644,99724.189411847132
1649203200,2022-04-06 00:00:00,XYM/USDT,0.1429,0.143,0.1284,0.1313,1455120.11780864,194614.764103593743
1649116800,2022-04-05 00:00:00,XYM/USDT,0.1444,0.1454,0.1412,0.143,874852.55977483,125390.138159157848
1649030400,2022-04-04 00:00:00,XYM/USDT,0.1468,0.1468,0.1413,0.1444,683679.64987197,97788.587776838122
1648944000,2022-04-03 00:00:00,XYM/USDT,0.1454,0.1479,0.1432,0.1462,555979.3404449,80558.498490071274
1648857600,2022-04-02 00:00:00,XYM/USDT,0.1463,0.1625,0.14,0.145,1841504.43384574,269308.490008198631
1648771200,2022-04-01 00:00:00,XYM/USDT,0.1454,0.1485,0.142,0.1458,642453.93182976,92749.228020308005
1648684800,2022-03-31 00:00:00,XYM/USDT,0.1493,0.1516,0.1446,0.1454,1300094.82034292,193774.293557606003
1648598400,2022-03-30 00:00:00,XYM/USDT,0.1495,0.1502,0.147,0.1491,677430.24326704,100410.399134720724
1648512000,2022-03-29 00:00:00,XYM/USDT,0.1496,0.1545,0.1471,0.1494,1492276.97338206,224849.498411922679
1648425600,2022-03-28 00:00:00,XYM/USDT,0.1543,0.1565,0.1497,0.1497,2045336.16679213,316372.146705023641
1648339200,2022-03-27 00:00:00,XYM/USDT,0.15,0.1543,0.1477,0.1543,622255.65297342,93447.219012482742
1648252800,2022-03-26 00:00:00,XYM/USDT,0.149,0.1525,0.1476,0.1501,1017571.30961274,152243.800483768868
1648166400,2022-03-25 00:00:00,XYM/USDT,0.1427,0.1649,0.1408,0.149,1909707.13536745,283610.135926904742
1648080000,2022-03-24 00:00:00,XYM/USDT,0.1488,0.1492,0.1365,0.1427,2092258.91582887,300007.119292693484
1647993600,2022-03-23 00:00:00,XYM/USDT,0.1376,0.151,0.1361,0.1493,3464640.07594907,504978.810144344801
1647907200,2022-03-22 00:00:00,XYM/USDT,0.1366,0.1405,0.1337,0.1375,1407723.83687895,193513.215898845621
1647820800,2022-03-21 00:00:00,XYM/USDT,0.1357,0.1398,0.1338,0.1371,1113925.33068439,152181.352810934064
1647734400,2022-03-20 00:00:00,XYM/USDT,0.1371,0.1389,0.134,0.1358,1881680.33916955,256305.113970277491
1647648000,2022-03-19 00:00:00,XYM/USDT,0.1332,0.1392,0.1326,0.137,1536189.08016239,207450.195969105502
1647561600,2022-03-18 00:00:00,XYM/USDT,0.1347,0.1349,0.1285,0.1332,2486734.62388078,326246.31085262069
1647475200,2022-03-17 00:00:00,XYM/USDT,0.1355,0.1397,0.1311,0.1351,2444082.47742021,329012.652692296589
1647388800,2022-03-16 00:00:00,XYM/USDT,0.1317,0.1369,0.1308,0.1358,876174.59272879,116735.382238187303
1647302400,2022-03-15 00:00:00,XYM/USDT,0.1321,0.1333,0.123,0.132,1373971.2684,179747.50535842
1647216000,2022-03-14 00:00:00,XYM/USDT,0.1326,0.1342,0.1308,0.132,581324.24411612,76650.410277269174
1647129600,2022-03-13 00:00:00,XYM/USDT,0.1353,0.1438,0.1308,0.1328,898691.2450407,120197.951245807331
1647043200,2022-03-12 00:00:00,XYM/USDT,0.1337,0.1361,0.132,0.1358,983383.40806881,131581.375209995492
1646956800,2022-03-11 00:00:00,XYM/USDT,0.1369,0.1384,0.1323,0.1336,992695.13351413,133655.491356338807
1646870400,2022-03-10 00:00:00,XYM/USDT,0.1414,0.1449,0.1333,0.1369,792913.06095114,108148.728683388145
1646784000,2022-03-09 00:00:00,XYM/USDT,0.1331,0.1441,0.1326,0.1415,824326.41331817,114131.07549213279
1646697600,2022-03-08 00:00:00,XYM/USDT,0.1337,0.1358,0.1323,0.133,679453.81606876,90990.332469258824
1646611200,2022-03-07 00:00:00,XYM/USDT,0.1361,0.1482,0.1328,0.1336,1137076.5061,153490.78439219
1646524800,2022-03-06 00:00:00,XYM/USDT,0.14,0.1415,0.136,0.1362,501752.50731706,69673.185273500121
1646438400,2022-03-05 00:00:00,XYM/USDT,0.1405,0.1415,0.1375,0.1397,680059.34885867,95004.089097262643
1646352000,2022-03-04 00:00:00,XYM/USDT,0.1459,0.1461,0.1381,0.1401,900304.74253299,127203.185966374573
1646265600,2022-03-03 00:00:00,XYM/USDT,0.1486,0.149,0.1435,0.146,1136654.95833447,165658.925308569327
1646179200,2022-03-02 00:00:00,XYM/USDT,0.1518,0.1528,0.1471,0.1487,1673504.08363848,251384.728333582788
1646092800,2022-03-01 00:00:00,XYM/USDT,0.1531,0.1579,0.1512,0.1522,1335770.89428916,205999.889296407782
1646006400,2022-02-28 00:00:00,XYM/USDT,0.1406,0.1534,0.1401,0.1529,1156754.53144905,169959.607449417191
1645920000,2022-02-27 00:00:00,XYM/USDT,0.144,0.1473,0.1387,0.1409,924708.52839696,132623.409009517964
1645833600,2022-02-26 00:00:00,XYM/USDT,0.147,0.1504,0.1437,0.1445,542066.85794459,79985.965671939365
1645747200,2022-02-25 00:00:00,XYM/USDT,0.1396,0.147,0.1379,0.147,1176440.06052344,166409.62971976042
1645660800,2022-02-24 00:00:00,XYM/USDT,0.1467,0.1474,0.1253,0.1398,3505364.15635686,464296.07949264277
1645574400,2022-02-23 00:00:00,XYM/USDT,0.1485,0.1528,0.1458,0.1472,936943.29083082,139445.163380314445
1645488000,2022-02-22 00:00:00,XYM/USDT,0.1488,0.1491,0.1442,0.1484,1782130.2842793,260623.229909475226
1645401600,2022-02-21 00:00:00,XYM/USDT,0.1537,0.1647,0.1472,0.1484,1943750.53133822,300152.396698913985
1645315200,2022-02-20 00:00:00,XYM/USDT,0.1585,0.1585,0.145,0.1542,1840171.21670323,277830.150077272936
1645228800,2022-02-19 00:00:00,XYM/USDT,0.1604,0.164,0.1562,0.1585,1107293.54996059,176482.961533136029
1645142400,2022-02-18 00:00:00,XYM/USDT,0.1645,0.1691,0.1599,0.1605,913725.56981897,149394.126540891745
1645056000,2022-02-17 00:00:00,XYM/USDT,0.1743,0.1764,0.1646,0.1646,1336907.90350328,227975.83650417826
1644969600,2022-02-16 00:00:00,XYM/USDT,0.1755,0.1759,0.1689,0.1746,1760371.002822,302435.054168943555
1644883200,2022-02-15 00:00:00,XYM/USDT,0.1748,0.179,0.1732,0.1757,1952675.15568203,342536.784474717397
1644796800,2022-02-14 00:00:00,XYM/USDT,0.169,0.1848,0.1661,0.1752,2541496.17406344,445280.640860058525
1644710400,2022-02-13 00:00:00,XYM/USDT,0.1732,0.1733,0.168,0.1687,1549621.79639398,264619.820258847499
1644624000,2022-02-12 00:00:00,XYM/USDT,0.1737,0.1754,0.17,0.1731,986143.79379447,170088.653001889603
1644537600,2022-02-11 00:00:00,XYM/USDT,0.1804,0.1878,0.1733,0.1733,828482.80835318,150591.220215474166
1644451200,2022-02-10 00:00:00,XYM/USDT,0.1869,0.2057,0.1802,0.1809,1830187.80535029,339714.941607423385
1644364800,2022-02-09 00:00:00,XYM/USDT,0.1854,0.1905,0.1789,0.1873,897023.68551348,166338.828328542703
1644278400,2022-02-08 00:00:00,XYM/USDT,0.1918,0.2004,0.1793,0.1854,10925940.4093993,2030144.258620351888
1644192000,2022-02-07 00:00:00,XYM/USDT,0.1909,0.1939,0.1876,0.1919,3535214.74714563,675101.253061710631
1644105600,2022-02-06 00:00:00,XYM/USDT,0.186,0.193,0.1848,0.1907,509642.68086177,95585.382015924406
1644019200,2022-02-05 00:00:00,XYM/USDT,0.1886,0.1919,0.184,0.186,939934.85203575,176228.187339696922
1643932800,2022-02-04 00:00:00,XYM/USDT,0.177,0.1891,0.1769,0.1887,690297.4622036,125445.931633492677
1643846400,2022-02-03 00:00:00,XYM/USDT,0.1756,0.1791,0.1754,0.1773,387946.98849737,68792.537756653009
1643760000,2022-02-02 00:00:00,XYM/USDT,0.183,0.1836,0.1754,0.1756,720861.38784618,129324.770103185187
