https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XYM,Volume USDT
1663459200,2022-09-18 00:00:00,XYM/USDT,0.04,0.0402,0.03996,0.0402,440.0798,17.616134324
1663372800,2022-09-17 00:00:00,XYM/USDT,0.039,0.0405,0.039,0.04026,967460.1592,38085.011550654
1663286400,2022-09-16 00:00:00,XYM/USDT,0.03938,0.0396,0.0382,0.039,2009284.8184,78484.749782055
1663200000,2022-09-15 00:00:00,XYM/USDT,0.04032,0.04089,0.0385,0.03969,961430.3566,38240.997238618
1663113600,2022-09-14 00:00:00,XYM/USDT,0.03995,0.0413,0.03911,0.0404,1305697.4268,52511.803631351
1663027200,2022-09-13 00:00:00,XYM/USDT,0.04256,0.043,0.0395,0.0398,1463224.5438,60216.070405637
1662940800,2022-09-12 00:00:00,XYM/USDT,0.0423,0.04304,0.04168,0.04256,898773.8135,38145.518751111
1662854400,2022-09-11 00:00:00,XYM/USDT,0.04241,0.043,0.04182,0.042,422100.7722,17904.960695332
1662768000,2022-09-10 00:00:00,XYM/USDT,0.04267,0.0432,0.04192,0.04266,584953.8554,24851.362421357
1662681600,2022-09-09 00:00:00,XYM/USDT,0.04072,0.0441,0.04072,0.0426,1426926.4145,60545.249195499
1662595200,2022-09-08 00:00:00,XYM/USDT,0.04154,0.04488,0.04029,0.04093,1496258.9817,61851.405188854
1662508800,2022-09-07 00:00:00,XYM/USDT,0.04,0.0417,0.03878,0.0414,919516.449,36448.131231237
1662422400,2022-09-06 00:00:00,XYM/USDT,0.04151,0.0426,0.0398,0.04013,2314065.37,95780.096359939
1662336000,2022-09-05 00:00:00,XYM/USDT,0.04201,0.04241,0.04053,0.0415,1701241.4105,70029.109182604
1662249600,2022-09-04 00:00:00,XYM/USDT,0.04229,0.0429,0.0415,0.04229,738386.7611,31225.955057632
1662163200,2022-09-03 00:00:00,XYM/USDT,0.04316,0.04357,0.042,0.04231,1049616.9013,44582.46922525
1662076800,2022-09-02 00:00:00,XYM/USDT,0.04289,0.0436,0.03839,0.04315,1713439.2981,72924.192391196
1661990400,2022-09-01 00:00:00,XYM/USDT,0.04317,0.0433,0.0414,0.04289,409894.4988,17381.483671743
1661904000,2022-08-31 00:00:00,XYM/USDT,0.04317,0.04422,0.04264,0.04317,701823.9479,30326.461590601
1661817600,2022-08-30 00:00:00,XYM/USDT,0.04419,0.04517,0.0421,0.04305,535075.0181,23108.45042439
1661731200,2022-08-29 00:00:00,XYM/USDT,0.04432,0.04564,0.04288,0.0445,1197843.5302,52674.287282058
1661644800,2022-08-28 00:00:00,XYM/USDT,0.04548,0.0456,0.04413,0.04432,266624.8513,11996.357701082
1661558400,2022-08-27 00:00:00,XYM/USDT,0.04533,0.046,0.044,0.04548,879302.3543,39579.294303201
1661472000,2022-08-26 00:00:00,XYM/USDT,0.04746,0.0477,0.04521,0.04549,532333.0921,24696.645747604
1661385600,2022-08-25 00:00:00,XYM/USDT,0.0483,0.0485,0.0471,0.04759,1523899.2977,72837.306323017
1661299200,2022-08-24 00:00:00,XYM/USDT,0.04871,0.04939,0.04791,0.04832,364665.5788,17728.796462049
1661212800,2022-08-23 00:00:00,XYM/USDT,0.0497,0.05,0.0484,0.04864,551352.7551,27166.522228817
1661126400,2022-08-22 00:00:00,XYM/USDT,0.051,0.05116,0.04898,0.04957,578677.1609,28857.859632335
1661040000,2022-08-21 00:00:00,XYM/USDT,0.04927,0.0511,0.0488,0.051,996490.349,50263.658250467
1660953600,2022-08-20 00:00:00,XYM/USDT,0.04828,0.05033,0.048,0.04901,936202.5201,46171.777680218
1660867200,2022-08-19 00:00:00,XYM/USDT,0.0528,0.0528,0.0473,0.04829,1922246.4983,96700.0067538106262
1660780800,2022-08-18 00:00:00,XYM/USDT,0.0537,0.054,0.0528,0.0528,496925.6273,26471.672242842
1660694400,2022-08-17 00:00:00,XYM/USDT,0.05451,0.05569,0.05339,0.0537,413938.2989,22542.321168924
1660608000,2022-08-16 00:00:00,XYM/USDT,0.05564,0.05599,0.05394,0.05487,436062.5152,23975.323086824
1660521600,2022-08-15 00:00:00,XYM/USDT,0.0564,0.0572,0.0555,0.056,402885.2271,22745.259251072
1660435200,2022-08-14 00:00:00,XYM/USDT,0.05704,0.05799,0.0561,0.05668,472943.5146,26877.513484559
1660348800,2022-08-13 00:00:00,XYM/USDT,0.05635,0.05809,0.0562,0.057,732208.4911,41952.592500725
1660262400,2022-08-12 00:00:00,XYM/USDT,0.05701,0.0575,0.0557,0.0566,935046.1751,52733.320311008
1660176000,2022-08-11 00:00:00,XYM/USDT,0.05741,0.0587,0.05638,0.057,852537.4977,48907.258983211
1660089600,2022-08-10 00:00:00,XYM/USDT,0.05547,0.0607,0.054,0.0575,1893715.1741,108234.292477563
1660003200,2022-08-09 00:00:00,XYM/USDT,0.05715,0.0589,0.05469,0.05569,1328871.0832,74663.120512944
1659916800,2022-08-08 00:00:00,XYM/USDT,0.05489,0.05829,0.05468,0.0569,1171846.4477,66607.228891153
1659830400,2022-08-07 00:00:00,XYM/USDT,0.05473,0.0571,0.054,0.05485,1008453.809,55985.5727375
1659744000,2022-08-06 00:00:00,XYM/USDT,0.0551,0.0554,0.0543,0.05481,362142.9737,19908.434668954
1659657600,2022-08-05 00:00:00,XYM/USDT,0.05479,0.05642,0.0543,0.05538,940525.7065,52155.704676631
1659571200,2022-08-04 00:00:00,XYM/USDT,0.05559,0.0566,0.0537,0.0545,1011755.3091,55626.428685538
1659484800,2022-08-03 00:00:00,XYM/USDT,0.05582,0.05789,0.0553,0.0555,1401919.7978,79024.474473189
1659398400,2022-08-02 00:00:00,XYM/USDT,0.0571,0.0577,0.05571,0.05571,684632.0804,38602.079298061
1659312000,2022-08-01 00:00:00,XYM/USDT,0.05696,0.05785,0.05661,0.05728,306711.6303,17588.345379409
1659225600,2022-07-31 00:00:00,XYM/USDT,0.05785,0.05879,0.05696,0.05696,306669.2182,17785.620230696
1659139200,2022-07-30 00:00:00,XYM/USDT,0.05631,0.05929,0.0558,0.05785,490728.9981,28282.819192554
1659052800,2022-07-29 00:00:00,XYM/USDT,0.05559,0.0638,0.0552,0.0563,2145268.9357,123215.946332534
1658966400,2022-07-28 00:00:00,XYM/USDT,0.05424,0.05684,0.05402,0.05559,930600.8546,51025.642859258
1658880000,2022-07-27 00:00:00,XYM/USDT,0.0524,0.05425,0.05191,0.05425,786929.3577,41825.039395547
1658793600,2022-07-26 00:00:00,XYM/USDT,0.05311,0.05328,0.05141,0.05231,203469.0777,10591.302072844
1658707200,2022-07-25 00:00:00,XYM/USDT,0.05488,0.0576,0.053,0.05339,772018.6653,43043.263487191
1658620800,2022-07-24 00:00:00,XYM/USDT,0.05419,0.05569,0.054,0.0549,527502.3873,29007.496490771
1658534400,2022-07-23 00:00:00,XYM/USDT,0.05409,0.0548,0.0535,0.0542,327732.1012,17713.166597994
1658448000,2022-07-22 00:00:00,XYM/USDT,0.05447,0.0558,0.0535,0.0539,350814.6496,19168.476383625
1658361600,2022-07-21 00:00:00,XYM/USDT,0.05438,0.05469,0.0525,0.05422,500090.0573,26744.006020836
1658275200,2022-07-20 00:00:00,XYM/USDT,0.0551,0.0579,0.054,0.0542,835391.4495,46799.678143705
1658188800,2022-07-19 00:00:00,XYM/USDT,0.05323,0.05527,0.05201,0.0548,1014013.15893043,54286.7851300698161
1658102400,2022-07-18 00:00:00,XYM/USDT,0.0516,0.0556,0.05138,0.05323,1344520.66114462,71662.5685259475527
1658016000,2022-07-17 00:00:00,XYM/USDT,0.05236,0.05269,0.0513,0.0513,229515.49826982,11938.0252838271539
1657929600,2022-07-16 00:00:00,XYM/USDT,0.05158,0.05279,0.05115,0.05211,305399.51687944,15799.4574213990112
1657843200,2022-07-15 00:00:00,XYM/USDT,0.051,0.05223,0.0508,0.0516,222314.38300111,11461.8583253329164
1657756800,2022-07-14 00:00:00,XYM/USDT,0.05078,0.05144,0.04996,0.051,277514.82921337,14045.3990395481427
1657670400,2022-07-13 00:00:00,XYM/USDT,0.05017,0.0507,0.0491,0.0507,548113.6651551,27380.3010804823835
1657584000,2022-07-12 00:00:00,XYM/USDT,0.0511,0.05144,0.05,0.05017,433914.04399051,22015.9649407969198
1657497600,2022-07-11 00:00:00,XYM/USDT,0.05187,0.05205,0.05031,0.05088,706226.22544544,36149.9122310952992
1657411200,2022-07-10 00:00:00,XYM/USDT,0.05242,0.0539,0.0515,0.0519,306436.12780882,16150.6498161595211
1657324800,2022-07-09 00:00:00,XYM/USDT,0.05245,0.0533,0.0521,0.05265,143286.31163497,7555.0961301742803
1657238400,2022-07-08 00:00:00,XYM/USDT,0.05302,0.05414,0.0518,0.0524,315268.35685809,16587.8074280254814
1657152000,2022-07-07 00:00:00,XYM/USDT,0.05166,0.05383,0.0513,0.05307,407026.67239196,21338.2799298054668
1657065600,2022-07-06 00:00:00,XYM/USDT,0.0512,0.05188,0.0509,0.05188,469593.08060759,24114.0822854672523
1656979200,2022-07-05 00:00:00,XYM/USDT,0.0532,0.05373,0.0507,0.05136,1518518.66183093,78827.6897716621167
1656892800,2022-07-04 00:00:00,XYM/USDT,0.05185,0.05323,0.05093,0.0531,667424.4313519,34691.3147399829287
1656806400,2022-07-03 00:00:00,XYM/USDT,0.05298,0.05298,0.0495,0.05168,867588.7711954,44221.7720919341532
1656720000,2022-07-02 00:00:00,XYM/USDT,0.0517,0.0552,0.0505,0.05313,1500593.41672017,79527.6421036729974
1656633600,2022-07-01 00:00:00,XYM/USDT,0.0512,0.05233,0.0503,0.052,590165.1582066,30333.6658477412069
1656547200,2022-06-30 00:00:00,XYM/USDT,0.05154,0.05188,0.0492,0.05123,1169429.11844947,59317.5664383750274
1656460800,2022-06-29 00:00:00,XYM/USDT,0.05266,0.05302,0.0509,0.0515,1318221.18116804,68385.4349105317042
1656374400,2022-06-28 00:00:00,XYM/USDT,0.05581,0.0566,0.05175,0.05266,2856614.72500151,154446.9978760909184
1656288000,2022-06-27 00:00:00,XYM/USDT,0.05524,0.05856,0.05521,0.0558,1322495.80051395,75347.0311361989425
1656201600,2022-06-26 00:00:00,XYM/USDT,0.0564,0.0575,0.055,0.05524,624519.97513286,35086.6764327405423
1656115200,2022-06-25 00:00:00,XYM/USDT,0.0561,0.0571,0.055,0.0565,265438.10959053,14880.4211837789111
1656028800,2022-06-24 00:00:00,XYM/USDT,0.05476,0.0569,0.0543,0.05641,660702.42139682,36790.581151669742
1655942400,2022-06-23 00:00:00,XYM/USDT,0.0529,0.0557,0.0522,0.0547,798741.60864821,43007.7882832787678
1655856000,2022-06-22 00:00:00,XYM/USDT,0.0543,0.05686,0.0527,0.0529,894355.15393316,48924.922050408251
1655769600,2022-06-21 00:00:00,XYM/USDT,0.0518,0.05699,0.0516,0.0541,740111.68684274,39745.6559468614637
1655683200,2022-06-20 00:00:00,XYM/USDT,0.0512,0.0527,0.0503,0.05192,671967.29207995,34656.1596419638817
1655596800,2022-06-19 00:00:00,XYM/USDT,0.04934,0.05179,0.0479,0.05119,909575.72880482,45386.6186454551426
1655510400,2022-06-18 00:00:00,XYM/USDT,0.0503,0.05031,0.0468,0.0492,1188054.76497563,57371.2792660700583
1655424000,2022-06-17 00:00:00,XYM/USDT,0.0503,0.0526,0.0494,0.05023,1886480.8075,95824.428349035
1655337600,2022-06-16 00:00:00,XYM/USDT,0.05146,0.054,0.04953,0.0503,886390.7700791,45364.8237817348031
1655251200,2022-06-15 00:00:00,XYM/USDT,0.0504,0.0522,0.0473,0.0516,1579048.85975106,77847.7651352972614
1655164800,2022-06-14 00:00:00,XYM/USDT,0.0483,0.0516,0.0454,0.0506,1464678.75908555,72213.107164699563
1655078400,2022-06-13 00:00:00,XYM/USDT,0.0513,0.0526,0.0478,0.0484,2861161.46824916,143381.073759085979
1654992000,2022-06-12 00:00:00,XYM/USDT,0.0524,0.0542,0.0502,0.0514,664724.77316827,34417.779770144834
1654905600,2022-06-11 00:00:00,XYM/USDT,0.054,0.0555,0.0499,0.0521,530131.54663493,27833.811211849335
1654819200,2022-06-10 00:00:00,XYM/USDT,0.0566,0.0573,0.0491,0.0541,915003.66109437,49339.753602858535
1654732800,2022-06-09 00:00:00,XYM/USDT,0.0569,0.058,0.0561,0.0563,384719.29075687,21811.368904618592
1654646400,2022-06-08 00:00:00,XYM/USDT,0.0581,0.0586,0.0565,0.0569,324890.67004993,18645.147442958637
1654560000,2022-06-07 00:00:00,XYM/USDT,0.0593,0.0595,0.0547,0.0577,1173026.59958484,66538.761855356784
1654473600,2022-06-06 00:00:00,XYM/USDT,0.0568,0.0622,0.0568,0.0593,1467192.84947045,88417.66855640904
1654387200,2022-06-05 00:00:00,XYM/USDT,0.0572,0.0576,0.0556,0.0568,227490.84995784,12817.317968294318
1654300800,2022-06-04 00:00:00,XYM/USDT,0.0575,0.0575,0.0555,0.0567,217545.40127235,12254.86925696689
1654214400,2022-06-03 00:00:00,XYM/USDT,0.0583,0.059,0.0549,0.0574,598554.12539649,33855.15099174993
1654128000,2022-06-02 00:00:00,XYM/USDT,0.057,0.063,0.0555,0.0582,564154.87601773,32370.089415512215
1654041600,2022-06-01 00:00:00,XYM/USDT,0.0597,0.0625,0.055,0.057,1842723.36913035,106133.414689616117
1653955200,2022-05-31 00:00:00,XYM/USDT,0.0579,0.0615,0.0568,0.0595,1533029.29480566,89915.343623627069
1653868800,2022-05-30 00:00:00,XYM/USDT,0.0559,0.0585,0.0545,0.0577,2410245.71591827,136324.738497189342
1653782400,2022-05-29 00:00:00,XYM/USDT,0.0563,0.0571,0.054,0.0559,713094.78541352,39010.73610315082
1653696000,2022-05-28 00:00:00,XYM/USDT,0.0525,0.0575,0.051,0.0563,1947843.81788209,104968.750073317117
1653609600,2022-05-27 00:00:00,XYM/USDT,0.057,0.057,0.0525,0.0525,978217.11682559,53071.578811789518
1653523200,2022-05-26 00:00:00,XYM/USDT,0.06,0.0618,0.054,0.057,2414901.84914188,137681.850361356019
1653436800,2022-05-25 00:00:00,XYM/USDT,0.062,0.0637,0.0591,0.0598,1294511.23769837,78348.538553628794
1653350400,2022-05-24 00:00:00,XYM/USDT,0.0654,0.0655,0.059,0.0617,3132539.21099233,193618.097939860369
1653264000,2022-05-23 00:00:00,XYM/USDT,0.0676,0.0689,0.0652,0.0654,1195690.30886552,79687.546747195897
1653177600,2022-05-22 00:00:00,XYM/USDT,0.0659,0.0708,0.0641,0.0677,1193238.80940256,79600.564987196908
1653091200,2022-05-21 00:00:00,XYM/USDT,0.066,0.0665,0.065,0.0655,467732.51159931,30758.914830049088
1653004800,2022-05-20 00:00:00,XYM/USDT,0.067,0.0681,0.0653,0.0662,513466.23462716,34202.718340439159
1652918400,2022-05-19 00:00:00,XYM/USDT,0.066,0.0671,0.0643,0.0668,973303.21143297,63979.602937278221
1652832000,2022-05-18 00:00:00,XYM/USDT,0.0706,0.0708,0.0659,0.066,588677.15990909,39850.606921338194
1652745600,2022-05-17 00:00:00,XYM/USDT,0.0677,0.0708,0.0677,0.0706,1157037.60145182,80102.970540268742
1652659200,2022-05-16 00:00:00,XYM/USDT,0.0722,0.0726,0.0668,0.0679,913204.52142659,62853.340608537434
1652572800,2022-05-15 00:00:00,XYM/USDT,0.07,0.0725,0.0683,0.0725,987539.7678594,68753.546518507825
1652486400,2022-05-14 00:00:00,XYM/USDT,0.07,0.0717,0.0653,0.07,1141933.79707329,77965.059941088628
1652400000,2022-05-13 00:00:00,XYM/USDT,0.0666,0.0752,0.0654,0.0703,1693868.51895961,119868.363669835454
1652313600,2022-05-12 00:00:00,XYM/USDT,0.0681,0.0714,0.06,0.0664,7159900.29974752,453422.746438230133
1652227200,2022-05-11 00:00:00,XYM/USDT,0.081,0.0894,0.0648,0.0678,13015644.15465597,980095.583722501602
1652140800,2022-05-10 00:00:00,XYM/USDT,0.0747,0.0985,0.0723,0.0811,3438500.36042165,287696.306668324352
1652054400,2022-05-09 00:00:00,XYM/USDT,0.0782,0.0798,0.0728,0.0744,2108720.58482331,161830.349248023077
1651968000,2022-05-08 00:00:00,XYM/USDT,0.0839,0.0842,0.0766,0.0782,1796407.11975143,142231.920507533918
1651881600,2022-05-07 00:00:00,XYM/USDT,0.0869,0.0884,0.0833,0.0838,859926.00001024,73382.006829738813
1651795200,2022-05-06 00:00:00,XYM/USDT,0.0895,0.0903,0.0843,0.0869,2904463.28975357,252575.693855738793
1651708800,2022-05-05 00:00:00,XYM/USDT,0.096,0.0978,0.0887,0.0891,650997.92005025,60347.955288680993
1651622400,2022-05-04 00:00:00,XYM/USDT,0.091,0.0961,0.0909,0.096,531162.59658727,49059.753544167443
1651536000,2022-05-03 00:00:00,XYM/USDT,0.0926,0.0941,0.0899,0.091,605687.27823032,55692.89034851478
1651449600,2022-05-02 00:00:00,XYM/USDT,0.0931,0.0947,0.0904,0.0929,856895.11384774,79509.319161216894
1651363200,2022-05-01 00:00:00,XYM/USDT,0.0892,0.0935,0.0892,0.0932,533825.76159984,48772.772970837168
1651276800,2022-04-30 00:00:00,XYM/USDT,0.0969,0.0974,0.0887,0.0888,1122256.13025962,104566.480770519843
1651190400,2022-04-29 00:00:00,XYM/USDT,0.1008,0.1008,0.0953,0.0967,1168126.41453231,113956.701723182432
1651104000,2022-04-28 00:00:00,XYM/USDT,0.1015,0.1042,0.0986,0.1006,1635696.13048134,165504.222153407971
1651017600,2022-04-27 00:00:00,XYM/USDT,0.1012,0.103,0.1,0.1012,1107278.29679866,112200.011196966514
1650931200,2022-04-26 00:00:00,XYM/USDT,0.1071,0.1076,0.1,0.1008,1054646.10665793,108911.407154466692
1650844800,2022-04-25 00:00:00,XYM/USDT,0.1095,0.1097,0.1022,0.1067,1770942.35283954,185506.954216829819
1650758400,2022-04-24 00:00:00,XYM/USDT,0.1113,0.1116,0.1079,0.1095,692208.06436316,75532.877461407444
