https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEXE,Volume USDT
1663459200,2022-09-18 00:00:00,DEXE/USDT,3.1352,3.143,3.1284,3.131,176.8544,554.39591726
1663455600,2022-09-17 23:00:00,DEXE/USDT,3.152,3.152,3.1431,3.1431,161.1067,506.91533174
1663452000,2022-09-17 22:00:00,DEXE/USDT,3.1511,3.1511,3.1511,3.1511,15.8709,50.01079299
1663448400,2022-09-17 21:00:00,DEXE/USDT,3.1452,3.1452,3.1416,3.1416,62.2474,195.73702296
1663444800,2022-09-17 20:00:00,DEXE/USDT,3.1501,3.1501,3.1491,3.1491,5.9113,18.61590963
1663441200,2022-09-17 19:00:00,DEXE/USDT,3.161,3.161,3.1452,3.1471,80.2732,252.74041244
1663437600,2022-09-17 18:00:00,DEXE/USDT,3.187,3.187,3.152,3.152,219.0161,691.26198689
1663434000,2022-09-17 17:00:00,DEXE/USDT,3.1838,3.1838,3.178,3.178,12.1818,38.71469648
1663430400,2022-09-17 16:00:00,DEXE/USDT,3.2152,3.2256,3.186,3.1891,507.5479,1623.65643616
1663426800,2022-09-17 15:00:00,DEXE/USDT,3.2151,3.2151,3.193,3.193,21.5884,69.33328802
1663423200,2022-09-17 14:00:00,DEXE/USDT,3.1718,3.2239,3.1718,3.2152,220.3036,703.85901501
1663419600,2022-09-17 13:00:00,DEXE/USDT,3.1911,3.2728,3.143,3.143,414.7669,1320.53299295
1663416000,2022-09-17 12:00:00,DEXE/USDT,3.176,3.2199,3.1289,3.1838,354.4041,1127.82201875
1663412400,2022-09-17 11:00:00,DEXE/USDT,3.1501,3.1796,3.1199,3.1711,822.3158,2572.9810838
1663408800,2022-09-17 10:00:00,DEXE/USDT,3.085,3.239,3.085,3.1537,2083.7496,6623.05094237
1663405200,2022-09-17 09:00:00,DEXE/USDT,3.0544,3.1067,3.0544,3.1067,158.4062,489.00736258
1663401600,2022-09-17 08:00:00,DEXE/USDT,3.0338,3.059,3.0338,3.059,8.6018,26.28052969
1663398000,2022-09-17 07:00:00,DEXE/USDT,3.0348,3.108,3.0095,3.0277,668.2172,2041.61435035
1663394400,2022-09-17 06:00:00,DEXE/USDT,3.008,3.0348,3.008,3.0348,157.9895,476.46056281
1663390800,2022-09-17 05:00:00,DEXE/USDT,3.0006,3.0015,3.0006,3.0015,72.1539,216.51554961
1663387200,2022-09-17 04:00:00,DEXE/USDT,2.9982,3.0012,2.9982,3.0012,130.2155,390.5917913
1663383600,2022-09-17 03:00:00,DEXE/USDT,2.9981,2.9981,2.9981,2.9981,0.9998,2.99750038
1663380000,2022-09-17 02:00:00,DEXE/USDT,2.9865,2.9865,2.9814,2.9865,175.8008,524.44840221
1663376400,2022-09-17 01:00:00,DEXE/USDT,2.9845,2.9845,2.9845,2.9845,0,0
1663372800,2022-09-17 00:00:00,DEXE/USDT,2.9801,2.993,2.9801,2.9845,1516.4444,4519.96217034
1663369200,2022-09-16 23:00:00,DEXE/USDT,2.9801,2.9801,2.9801,2.9801,249.0282,742.12893882
1663365600,2022-09-16 22:00:00,DEXE/USDT,2.967,2.9801,2.966,2.9801,141.6591,422.15105872
1663362000,2022-09-16 21:00:00,DEXE/USDT,2.9801,2.9801,2.9801,2.9801,10.6,31.58906
1663358400,2022-09-16 20:00:00,DEXE/USDT,2.9691,2.9801,2.9687,2.9801,443.8078,1322.41385032
1663354800,2022-09-16 19:00:00,DEXE/USDT,2.9756,2.9756,2.9591,2.9591,8.8496,26.29384891
1663351200,2022-09-16 18:00:00,DEXE/USDT,2.98,2.98,2.9591,2.9591,41.1938,122.20871703
1663347600,2022-09-16 17:00:00,DEXE/USDT,2.9765,2.9801,2.9765,2.9776,106.8435,318.33353155
1663344000,2022-09-16 16:00:00,DEXE/USDT,2.9609,2.9765,2.9486,2.9756,21.843,64.83721117
1663340400,2022-09-16 15:00:00,DEXE/USDT,2.966,2.966,2.9618,2.9626,104.3433,309.0679473
1663336800,2022-09-16 14:00:00,DEXE/USDT,2.968,2.987,2.968,2.9726,142.997,425.22413266
1663333200,2022-09-16 13:00:00,DEXE/USDT,2.966,2.966,2.953,2.953,166.5418,492.83677611
1663329600,2022-09-16 12:00:00,DEXE/USDT,2.9867,2.9867,2.9867,2.9867,1.0787,3.22175329
1663326000,2022-09-16 11:00:00,DEXE/USDT,2.9696,2.9982,2.9696,2.9982,3.5905,10.6919283
1663322400,2022-09-16 10:00:00,DEXE/USDT,2.9659,2.9667,2.9548,2.9548,105.1033,311.69457522
1663318800,2022-09-16 09:00:00,DEXE/USDT,2.9511,2.9511,2.9511,2.9511,11.969,35.3217159
1663315200,2022-09-16 08:00:00,DEXE/USDT,2.9997,2.9997,2.942,2.942,251.7667,747.32133276
1663311600,2022-09-16 07:00:00,DEXE/USDT,3.0025,3.0027,3.0025,3.0027,16.872,50.65822598
1663308000,2022-09-16 06:00:00,DEXE/USDT,3.0027,3.0027,3.0026,3.0026,1.6703,5.01538678
1663304400,2022-09-16 05:00:00,DEXE/USDT,3.008,3.023,2.9985,2.9985,95.9135,289.45653966
1663300800,2022-09-16 04:00:00,DEXE/USDT,2.9765,2.9982,2.9765,2.9982,215.9982,645.89570148
1663297200,2022-09-16 03:00:00,DEXE/USDT,2.9747,2.9765,2.9747,2.9765,3.6419,10.83537253
1663293600,2022-09-16 02:00:00,DEXE/USDT,2.9827,2.9827,2.9471,2.9471,32.1157,95.09390981
1663290000,2022-09-16 01:00:00,DEXE/USDT,2.978,2.978,2.9717,2.9717,79.5962,237.03334228
1663286400,2022-09-16 00:00:00,DEXE/USDT,2.9837,2.9837,2.9837,2.9837,0,0
1663282800,2022-09-15 23:00:00,DEXE/USDT,2.9797,2.9837,2.9765,2.9837,8.2236,24.51207532
1663279200,2022-09-15 22:00:00,DEXE/USDT,2.9982,2.9982,2.9765,2.9765,57.2563,171.54793692
1663275600,2022-09-15 21:00:00,DEXE/USDT,3.0199,3.02,2.9991,2.9991,14.8402,44.81249543
1663272000,2022-09-15 20:00:00,DEXE/USDT,3.0062,3.0155,3.0062,3.008,113.8465,343.00094947
1663268400,2022-09-15 19:00:00,DEXE/USDT,3,3,2.9922,2.9922,64.17,192.11751438
1663264800,2022-09-15 18:00:00,DEXE/USDT,3.0137,3.0289,3.0062,3.0081,173.468,522.80932553
1663261200,2022-09-15 17:00:00,DEXE/USDT,3.0238,3.0238,3.0238,3.0238,16.8269,50.88118022
1663257600,2022-09-15 16:00:00,DEXE/USDT,2.9825,3.0397,2.9823,3.0397,450.89,1349.46311734
1663254000,2022-09-15 15:00:00,DEXE/USDT,2.9897,2.9982,2.957,2.9925,268.3387,798.55006793
1663250400,2022-09-15 14:00:00,DEXE/USDT,3.1067,3.23,2.995,2.995,1396.6847,4375.72647358
1663246800,2022-09-15 13:00:00,DEXE/USDT,3.085,3.0998,3.085,3.0998,4.8542,15.0242838
1663243200,2022-09-15 12:00:00,DEXE/USDT,3.0866,3.1047,3.0866,3.0923,4.8633,15.04380726
1663239600,2022-09-15 11:00:00,DEXE/USDT,3.0979,3.0979,3.0979,3.0979,0,0
1663236000,2022-09-15 10:00:00,DEXE/USDT,3.0979,3.0979,3.0979,3.0979,0,0
1663232400,2022-09-15 09:00:00,DEXE/USDT,3.0979,3.0979,3.0979,3.0979,0,0
1663228800,2022-09-15 08:00:00,DEXE/USDT,3.111,3.111,3.0914,3.0979,91.6614,283.54918244
1663225200,2022-09-15 07:00:00,DEXE/USDT,3.1284,3.1416,3.1067,3.1067,30.3215,94.79077703
1663221600,2022-09-15 06:00:00,DEXE/USDT,3.064,3.1284,3.064,3.1284,141.7928,437.82783175
1663218000,2022-09-15 05:00:00,DEXE/USDT,3.0633,3.085,3.0633,3.0684,60.3941,185.46947694
1663214400,2022-09-15 04:00:00,DEXE/USDT,3.0581,3.0581,3.0581,3.0581,0,0
1663210800,2022-09-15 03:00:00,DEXE/USDT,3.07,3.07,3.0416,3.0581,46.1932,141.04824148
1663207200,2022-09-15 02:00:00,DEXE/USDT,3.0824,3.0824,3.07,3.07,0.5479,1.68305324
1663203600,2022-09-15 01:00:00,DEXE/USDT,3.085,3.085,3.085,3.085,1.5382,4.745347
1663200000,2022-09-15 00:00:00,DEXE/USDT,3.1092,3.1092,3.1092,3.1092,16.9935,52.8361902
1663196400,2022-09-14 23:00:00,DEXE/USDT,3.092,3.1067,3.092,3.1013,65.6949,203.68303587
1663192800,2022-09-14 22:00:00,DEXE/USDT,3.0824,3.0866,3.0824,3.0866,1.7547,5.41327628
1663189200,2022-09-14 21:00:00,DEXE/USDT,3.07,3.071,3.0614,3.0614,13.9989,42.9775705
1663185600,2022-09-14 20:00:00,DEXE/USDT,3.07,3.07,3.07,3.07,0,0
1663182000,2022-09-14 19:00:00,DEXE/USDT,3.0494,3.07,3.0494,3.07,119.8671,367.01879766
1663178400,2022-09-14 18:00:00,DEXE/USDT,3.0623,3.0623,3.015,3.0416,54.1077,164.14019057
1663174800,2022-09-14 17:00:00,DEXE/USDT,3.0405,3.138,3.0405,3.0633,713.6902,2209.07187645
1663171200,2022-09-14 16:00:00,DEXE/USDT,3.0535,3.061,3.0338,3.0338,9.8344,29.9894454
1663167600,2022-09-14 15:00:00,DEXE/USDT,3.0425,3.07,3.0425,3.07,1.1007,3.37285981
1663164000,2022-09-14 14:00:00,DEXE/USDT,3.061,3.061,3.061,3.061,0,0
1663160400,2022-09-14 13:00:00,DEXE/USDT,3.061,3.061,3.061,3.061,0,0
1663156800,2022-09-14 12:00:00,DEXE/USDT,3.0505,3.0633,3.0151,3.061,362.3066,1097.17459919
1663153200,2022-09-14 11:00:00,DEXE/USDT,3.07,3.086,3.0581,3.0639,164.8201,507.61137911
1663149600,2022-09-14 10:00:00,DEXE/USDT,3.07,3.07,3.07,3.07,1.9218,5.899926
1663146000,2022-09-14 09:00:00,DEXE/USDT,3.0501,3.0501,3.0501,3.0501,0,0
1663142400,2022-09-14 08:00:00,DEXE/USDT,3.0501,3.0501,3.0501,3.0501,7.6842,23.43757842
1663138800,2022-09-14 07:00:00,DEXE/USDT,3.0719,3.0789,3.0719,3.0789,649.6,1999.44777592
1663135200,2022-09-14 06:00:00,DEXE/USDT,3.0764,3.0764,3.0555,3.0555,85.0581,259.91408747
1663131600,2022-09-14 05:00:00,DEXE/USDT,3.0824,3.0866,3.0824,3.0843,13.4946,41.62263904
1663128000,2022-09-14 04:00:00,DEXE/USDT,3.0749,3.0749,3.0749,3.0749,1.7596,5.41059404
1663124400,2022-09-14 03:00:00,DEXE/USDT,3.0534,3.0789,3.0534,3.0789,92.6631,284.43899478
1663120800,2022-09-14 02:00:00,DEXE/USDT,3.071,3.0731,3.071,3.0731,11.5218,35.39498549
1663117200,2022-09-14 01:00:00,DEXE/USDT,3.0547,3.0547,3.0547,3.0547,0,0
1663113600,2022-09-14 00:00:00,DEXE/USDT,3.0547,3.0547,3.0547,3.0547,0.0378,0.11546766
1663110000,2022-09-13 23:00:00,DEXE/USDT,3.0571,3.0571,3.05,3.05,489.9078,1494.22304929
1663106400,2022-09-13 22:00:00,DEXE/USDT,3.0688,3.071,3.0688,3.071,11.6327,35.69855428
1663102800,2022-09-13 21:00:00,DEXE/USDT,3.08,3.08,3.05,3.05,173.3191,531.07452893
1663099200,2022-09-13 20:00:00,DEXE/USDT,3.0959,3.1065,3.08,3.08,215.1581,667.48510955
1663095600,2022-09-13 19:00:00,DEXE/USDT,3.0824,3.0824,3.08,3.0801,13.5812,41.83047177
1663092000,2022-09-13 18:00:00,DEXE/USDT,3.136,3.136,3.0825,3.0825,28.487,88.28119979
1663088400,2022-09-13 17:00:00,DEXE/USDT,3.1272,3.142,3.1248,3.142,119.0784,373.38773078
1663084800,2022-09-13 16:00:00,DEXE/USDT,3.1067,3.1284,3.1067,3.1284,111.9792,349.90913114
1663081200,2022-09-13 15:00:00,DEXE/USDT,3.1131,3.1131,3.0843,3.0843,143.2649,444.19037563
1663077600,2022-09-13 14:00:00,DEXE/USDT,3.1011,3.1352,3.1011,3.1152,57.8068,180.89987131
1663074000,2022-09-13 13:00:00,DEXE/USDT,3.1056,3.125,3.0836,3.1,1646.5015,5096.24614064
1663070400,2022-09-13 12:00:00,DEXE/USDT,3.3188,3.3375,3.1,3.128,806.35,2572.61382667
1663066800,2022-09-13 11:00:00,DEXE/USDT,3.4297,3.4297,3.3105,3.3375,367.0053,1234.01554045
1663063200,2022-09-13 10:00:00,DEXE/USDT,3.3077,3.469,3.3077,3.4226,708.9333,2396.01925588
1663059600,2022-09-13 09:00:00,DEXE/USDT,3.3226,3.3262,3.3149,3.3149,15.4215,51.12346764
1663056000,2022-09-13 08:00:00,DEXE/USDT,3.354,3.3587,3.3,3.3174,1061.1368,3538.78670511
1663052400,2022-09-13 07:00:00,DEXE/USDT,3.3296,3.3835,3.3296,3.3835,136.714,460.7739978
1663048800,2022-09-13 06:00:00,DEXE/USDT,3.3041,3.3643,3.3021,3.3021,1037.1164,3470.04916617
1663045200,2022-09-13 05:00:00,DEXE/USDT,3.2869,3.3041,3.2868,3.2938,201.6821,663.43355226
1663041600,2022-09-13 04:00:00,DEXE/USDT,3.2747,3.284,3.2747,3.284,19.1897,63.00795489
1663038000,2022-09-13 03:00:00,DEXE/USDT,3.2369,3.269,3.227,3.2648,125.0099,406.27264002
1663034400,2022-09-13 02:00:00,DEXE/USDT,3.218,3.218,3.2149,3.2149,4.87,15.65719992
1663030800,2022-09-13 01:00:00,DEXE/USDT,3.2369,3.2369,3.2369,3.2369,0,0
1663027200,2022-09-13 00:00:00,DEXE/USDT,3.2369,3.2369,3.2369,3.2369,1.4321,4.63556449
1663023600,2022-09-12 23:00:00,DEXE/USDT,3.2219,3.2219,3.2219,3.2219,0,0
1663020000,2022-09-12 22:00:00,DEXE/USDT,3.2219,3.2219,3.2219,3.2219,0,0
1663016400,2022-09-12 21:00:00,DEXE/USDT,3.26,3.26,3.2219,3.2219,109.7276,355.01814701
1663012800,2022-09-12 20:00:00,DEXE/USDT,3.227,3.3008,3.227,3.2609,216.5755,706.63350542
1663009200,2022-09-12 19:00:00,DEXE/USDT,3.2222,3.2222,3.2041,3.2041,16.1115,51.84419481
1663005600,2022-09-12 18:00:00,DEXE/USDT,3.2179,3.2179,3.2179,3.2179,3.911,12.5852069
1663002000,2022-09-12 17:00:00,DEXE/USDT,3.202,3.2299,3.202,3.2299,131.7224,423.99552753
1662998400,2022-09-12 16:00:00,DEXE/USDT,3.2149,3.2149,3.1511,3.197,379.6462,1202.19597041
1662994800,2022-09-12 15:00:00,DEXE/USDT,3.2586,3.2586,3.2149,3.2149,118.0604,381.98955076
1662991200,2022-09-12 14:00:00,DEXE/USDT,3.2763,3.2803,3.2728,3.2728,61.621,201.7187051
1662987600,2022-09-12 13:00:00,DEXE/USDT,3.2638,3.2638,3.257,3.257,30.4479,99.31343746
1662984000,2022-09-12 12:00:00,DEXE/USDT,3.2778,3.2984,3.2778,3.2854,99.0096,325.00614025
1662980400,2022-09-12 11:00:00,DEXE/USDT,3.2719,3.2899,3.2719,3.2899,7.9428,26.11255939
1662976800,2022-09-12 10:00:00,DEXE/USDT,3.2742,3.2742,3.2429,3.243,72.8239,236.32417634
