https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEXE,Volume USDT
1662973200,2022-09-12 09:00:00,DEXE/USDT,3.2954,3.2954,3.2954,3.2954,0.1208,0.39808432
1662969600,2022-09-12 08:00:00,DEXE/USDT,3.2733,3.2899,3.2733,3.2899,136.2934,447.70500085
1662966000,2022-09-12 07:00:00,DEXE/USDT,3.2567,3.271,3.2567,3.271,15.0843,49.22608591
1662962400,2022-09-12 06:00:00,DEXE/USDT,3.2282,3.2525,3.2282,3.2525,14.7708,48.00544367
1662958800,2022-09-12 05:00:00,DEXE/USDT,3.2262,3.2262,3.2262,3.2262,1.7965,5.7958683
1662955200,2022-09-12 04:00:00,DEXE/USDT,3.2212,3.2212,3.2212,3.2212,11.9674,38.54938888
1662951600,2022-09-12 03:00:00,DEXE/USDT,3.2232,3.2232,3.2039,3.2072,34.2279,109.99701603
1662948000,2022-09-12 02:00:00,DEXE/USDT,3.2586,3.2586,3.2152,3.2152,132.3479,431.18112828
1662944400,2022-09-12 01:00:00,DEXE/USDT,3.239,3.2586,3.211,3.2586,83.6129,269.24400659
1662940800,2022-09-12 00:00:00,DEXE/USDT,3.2768,3.2803,3.2525,3.2525,3.6904,12.06985825
1662937200,2022-09-11 23:00:00,DEXE/USDT,3.2442,3.26,3.2442,3.26,13.7491,44.75093362
1662933600,2022-09-11 22:00:00,DEXE/USDT,3.219,3.2525,3.219,3.2525,9.9151,32.10691075
1662930000,2022-09-11 21:00:00,DEXE/USDT,3.3032,3.3032,3.2282,3.2393,161.5579,524.94513676
1662926400,2022-09-11 20:00:00,DEXE/USDT,3.3296,3.3296,3.3296,3.3296,0.1237,0.41187152
1662922800,2022-09-11 19:00:00,DEXE/USDT,3.3087,3.3254,3.3087,3.3254,38.1617,126.29077004
1662919200,2022-09-11 18:00:00,DEXE/USDT,3.3281,3.3281,3.297,3.314,139.3685,461.2109486
1662915600,2022-09-11 17:00:00,DEXE/USDT,3.3656,3.46,3.3281,3.3281,1720.6613,5903.08299425
1662912000,2022-09-11 16:00:00,DEXE/USDT,3.3094,3.3671,3.3094,3.3625,85.8799,288.14944418
1662908400,2022-09-11 15:00:00,DEXE/USDT,3.2968,3.3264,3.2968,3.3264,358.4334,1190.88482071
1662904800,2022-09-11 14:00:00,DEXE/USDT,3.29,3.3034,3.2653,3.2768,441.0261,1450.76236205
1662901200,2022-09-11 13:00:00,DEXE/USDT,3.302,3.3094,3.2944,3.2944,274.0789,905.13399888
1662897600,2022-09-11 12:00:00,DEXE/USDT,3.2693,3.3888,3.2693,3.302,187.8773,625.5302605
1662894000,2022-09-11 11:00:00,DEXE/USDT,3.2864,3.2864,3.2864,3.2864,0,0
1662890400,2022-09-11 10:00:00,DEXE/USDT,3.3053,3.3053,3.274,3.2864,121.8732,400.20265721
1662886800,2022-09-11 09:00:00,DEXE/USDT,3.3777,3.3916,3.3054,3.3054,117.5596,393.93205968
1662883200,2022-09-11 08:00:00,DEXE/USDT,3.323,3.3826,3.323,3.3826,61.8446,208.58215628
1662879600,2022-09-11 07:00:00,DEXE/USDT,3.3043,3.3073,3.3043,3.3073,37.7186,124.67278829
1662876000,2022-09-11 06:00:00,DEXE/USDT,3.3124,3.3307,3.3007,3.3007,79.0143,262.01249863
1662872400,2022-09-11 05:00:00,DEXE/USDT,3.2525,3.3284,3.2525,3.312,467.3843,1540.69250417
1662868800,2022-09-11 04:00:00,DEXE/USDT,3.2579,3.2579,3.2579,3.2579,0,0
1662865200,2022-09-11 03:00:00,DEXE/USDT,3.2525,3.2579,3.2525,3.2579,10.2053,33.19304497
1662861600,2022-09-11 02:00:00,DEXE/USDT,3.2649,3.2679,3.2649,3.2679,6.3524,20.75831136
1662858000,2022-09-11 01:00:00,DEXE/USDT,3.2639,3.2699,3.2549,3.2699,33.3685,108.85603027
1662854400,2022-09-11 00:00:00,DEXE/USDT,3.2748,3.2748,3.2748,3.2748,0,0
1662850800,2022-09-10 23:00:00,DEXE/USDT,3.28,3.28,3.2748,3.2748,0.6719,2.2019236
1662847200,2022-09-10 22:00:00,DEXE/USDT,3.233,3.28,3.233,3.28,51.8467,169.23469031
1662843600,2022-09-10 21:00:00,DEXE/USDT,3.21,3.2389,3.21,3.2389,14.5295,46.7343567
1662840000,2022-09-10 20:00:00,DEXE/USDT,3.2091,3.2249,3.2091,3.21,27.5929,88.58744497
1662836400,2022-09-10 19:00:00,DEXE/USDT,3.2219,3.2252,3.2071,3.2071,37.4045,120.56135797
1662832800,2022-09-10 18:00:00,DEXE/USDT,3.205,3.218,3.205,3.218,0.1314,0.4218728
1662829200,2022-09-10 17:00:00,DEXE/USDT,3.194,3.2109,3.194,3.2109,48.5682,155.13265454
1662825600,2022-09-10 16:00:00,DEXE/USDT,3.1838,3.2152,3.178,3.2152,8.7423,27.91599635
1662822000,2022-09-10 15:00:00,DEXE/USDT,3.197,3.2011,3.197,3.1971,5.3359,17.06537725
1662818400,2022-09-10 14:00:00,DEXE/USDT,3.187,3.187,3.187,3.187,0,0
1662814800,2022-09-10 13:00:00,DEXE/USDT,3.218,3.218,3.187,3.187,52.5919,167.68115421
1662811200,2022-09-10 12:00:00,DEXE/USDT,3.2172,3.242,3.2149,3.242,72.5086,233.88023734
1662807600,2022-09-10 11:00:00,DEXE/USDT,3.2324,3.2324,3.217,3.217,0.6218,2.00340168
1662804000,2022-09-10 10:00:00,DEXE/USDT,3.236,3.236,3.236,3.236,0,0
1662800400,2022-09-10 09:00:00,DEXE/USDT,3.269,3.27,3.236,3.236,204.2592,664.82490233
1662796800,2022-09-10 08:00:00,DEXE/USDT,3.218,3.2768,3.194,3.2569,694.2579,2232.59986981
1662793200,2022-09-10 07:00:00,DEXE/USDT,3.233,3.233,3.227,3.2272,80.4806,259.92056158
1662789600,2022-09-10 06:00:00,DEXE/USDT,3.2405,3.2499,3.2243,3.237,297.1144,960.4146162
1662786000,2022-09-10 05:00:00,DEXE/USDT,3.2603,3.2603,3.2603,3.2603,11.6374,37.94141522
1662782400,2022-09-10 04:00:00,DEXE/USDT,3.2753,3.2783,3.251,3.251,84.7602,277.60208755
1662778800,2022-09-10 03:00:00,DEXE/USDT,3.2618,3.2618,3.2618,3.2618,0,0
1662775200,2022-09-10 02:00:00,DEXE/USDT,3.2698,3.2698,3.2618,3.2618,10.1301,33.04732898
1662771600,2022-09-10 01:00:00,DEXE/USDT,3.2725,3.2725,3.2725,3.2725,0.6346,2.0767285
1662768000,2022-09-10 00:00:00,DEXE/USDT,3.237,3.26,3.237,3.2549,97.7415,317.77381281
1662764400,2022-09-09 23:00:00,DEXE/USDT,3.2324,3.2369,3.2324,3.2369,1.6786,5.43282854
1662760800,2022-09-09 22:00:00,DEXE/USDT,3.2369,3.3489,3.2034,3.2282,1173.2271,3822.01631852
1662757200,2022-09-09 21:00:00,DEXE/USDT,3.218,3.218,3.2149,3.2149,14.0395,45.13734345
1662753600,2022-09-09 20:00:00,DEXE/USDT,3.2393,3.2393,3.2193,3.2282,42.0672,135.999804
1662750000,2022-09-09 19:00:00,DEXE/USDT,3.2282,3.307,3.2282,3.2319,201.9659,661.03730621
1662746400,2022-09-09 18:00:00,DEXE/USDT,3.2039,3.218,3.199,3.218,35.1316,112.51956259
1662742800,2022-09-09 17:00:00,DEXE/USDT,3.207,3.212,3.207,3.212,0.5769,1.8505508
1662739200,2022-09-09 16:00:00,DEXE/USDT,3.2081,3.2081,3.208,3.208,4.9744,15.95788924
1662735600,2022-09-09 15:00:00,DEXE/USDT,3.2182,3.2182,3.2182,3.2182,0.09,0.289638
1662732000,2022-09-09 14:00:00,DEXE/USDT,3.2283,3.2363,3.209,3.2272,1193.3036,3844.62778104
1662728400,2022-09-09 13:00:00,DEXE/USDT,3.2383,3.281,3.1928,3.2324,129.7761,420.57017526
1662724800,2022-09-09 12:00:00,DEXE/USDT,3.2282,3.3635,3.2282,3.2324,916.32,3035.82430621
1662721200,2022-09-09 11:00:00,DEXE/USDT,3.218,3.218,3.2039,3.2039,41.3657,132.98433163
1662717600,2022-09-09 10:00:00,DEXE/USDT,3.2449,3.2513,3.216,3.2463,1214.2702,3940.40068952
1662714000,2022-09-09 09:00:00,DEXE/USDT,3.23,3.251,3.2279,3.251,65.0757,210.34491142
1662710400,2022-09-09 08:00:00,DEXE/USDT,3.186,3.251,3.186,3.251,121.377,389.70609506
1662706800,2022-09-09 07:00:00,DEXE/USDT,3.205,3.205,3.1641,3.1641,79.3187,251.22661294
1662703200,2022-09-09 06:00:00,DEXE/USDT,3.211,3.2282,3.205,3.2062,59.8137,191.8123766
1662699600,2022-09-09 05:00:00,DEXE/USDT,3.188,3.218,3.188,3.218,56.9748,182.61157628
1662696000,2022-09-09 04:00:00,DEXE/USDT,3.155,3.1838,3.1493,3.1838,74.3538,235.85242239
1662692400,2022-09-09 03:00:00,DEXE/USDT,3.1032,3.1422,3.1032,3.1422,25.375,79.58641101
1662688800,2022-09-09 02:00:00,DEXE/USDT,3.1109,3.1109,3.1062,3.1062,0.6191,1.9237083
1662685200,2022-09-09 01:00:00,DEXE/USDT,3.1009,3.1009,3.1009,3.1009,0,0
1662681600,2022-09-09 00:00:00,DEXE/USDT,3.105,3.105,3.084,3.1009,148.2115,458.55652805
1662678000,2022-09-08 23:00:00,DEXE/USDT,3.0873,3.1,3.0873,3.1,38.6433,119.74796009
1662674400,2022-09-08 22:00:00,DEXE/USDT,3.0866,3.0866,3.0866,3.0866,0,0
1662670800,2022-09-08 21:00:00,DEXE/USDT,3.0949,3.0949,3.0866,3.0866,7.0988,21.96918241
1662667200,2022-09-08 20:00:00,DEXE/USDT,3.113,3.121,3.095,3.095,0.501,1.5594138
1662663600,2022-09-08 19:00:00,DEXE/USDT,3.0973,3.0973,3.0973,3.0973,0,0
1662660000,2022-09-08 18:00:00,DEXE/USDT,3.0976,3.108,3.0904,3.0973,34.9879,108.31501004
1662656400,2022-09-08 17:00:00,DEXE/USDT,3.1172,3.1172,3.0993,3.0993,45.2663,140.62083577
1662652800,2022-09-08 16:00:00,DEXE/USDT,3.128,3.128,3.0825,3.118,134.8504,418.63831642
1662649200,2022-09-08 15:00:00,DEXE/USDT,3.113,3.14,3.105,3.105,56.3005,175.86327731
1662645600,2022-09-08 14:00:00,DEXE/USDT,3.125,3.125,3.089,3.089,19.0129,58.8368939
1662642000,2022-09-08 13:00:00,DEXE/USDT,3.0743,3.124,3.05,3.124,222.9629,687.68069957
1662638400,2022-09-08 12:00:00,DEXE/USDT,3.1595,3.1595,3.0812,3.0974,589.5283,1838.08514318
1662634800,2022-09-08 11:00:00,DEXE/USDT,3.2039,3.2039,3.176,3.1891,36.1584,115.14774469
1662631200,2022-09-08 10:00:00,DEXE/USDT,3.126,3.2314,3.126,3.2112,178.0771,570.1567647
1662627600,2022-09-08 09:00:00,DEXE/USDT,3.142,3.142,3.142,3.142,75.654,237.704868
1662624000,2022-09-08 08:00:00,DEXE/USDT,3.133,3.1531,3.133,3.142,46.4176,145.90520126
1662620400,2022-09-08 07:00:00,DEXE/USDT,3.1601,3.1601,3.122,3.122,369.3638,1157.4617088
1662616800,2022-09-08 06:00:00,DEXE/USDT,3.1681,3.1681,3.141,3.141,69.1452,217.39138308
1662613200,2022-09-08 05:00:00,DEXE/USDT,3.239,3.239,3.176,3.176,147.9984,472.55984085
1662609600,2022-09-08 04:00:00,DEXE/USDT,3.2445,3.3103,3.2239,3.2522,179.192,582.63876127
1662606000,2022-09-08 03:00:00,DEXE/USDT,3.218,3.3127,3.218,3.2569,503.5273,1648.1985276
1662602400,2022-09-08 02:00:00,DEXE/USDT,3.196,3.196,3.196,3.196,0,0
1662598800,2022-09-08 01:00:00,DEXE/USDT,3.1501,3.218,3.1501,3.196,345.0565,1101.02771432
1662595200,2022-09-08 00:00:00,DEXE/USDT,3.138,3.154,3.1172,3.154,335.8417,1048.6200827
1662591600,2022-09-07 23:00:00,DEXE/USDT,3.1352,3.1352,3.1352,3.1352,0.1404,0.44018208
1662588000,2022-09-07 22:00:00,DEXE/USDT,3.131,3.1609,3.131,3.157,81.2964,256.28122712
1662584400,2022-09-07 21:00:00,DEXE/USDT,3.1192,3.1234,3.1056,3.1056,327.2351,1021.80955685
1662580800,2022-09-07 20:00:00,DEXE/USDT,3.092,3.197,3.092,3.12,1211.4863,3806.45072745
1662577200,2022-09-07 19:00:00,DEXE/USDT,3.0684,3.127,3.0683,3.0706,77.7759,240.35468955
1662573600,2022-09-07 18:00:00,DEXE/USDT,3.126,3.15,3.066,3.08,575.849,1785.75225723
