https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume USDT
1663549200000,2022-09-19 01:00:00,USDT/USD,1.107497,1.107497,1.107497,1.107497,63.9837615245862,57.7733046
1663545600000,2022-09-19 00:00:00,USDT/USD,1.106797,1.107497,1.106797,1.107497,9672.715776623369,8733.85280197
1663542000000,2022-09-18 23:00:00,USDT/USD,1.106797,1.106798,1.106797,1.106798,795.4275375240748,718.67453458
1663538400000,2022-09-18 22:00:00,USDT/USD,1.106315,1.106798,1.1063,1.106798,3024.4298101584213,2732.59421336
1663534800000,2022-09-18 21:00:00,USDT/USD,1.104952,1.109,1.104854,1.106473,49458.24610537966,44699.0085663
1663531200000,2022-09-18 20:00:00,USDT/USD,1.104833,1.105043,1.1044,1.104862,4724.630810210517,4276.21803466
1663527600000,2022-09-18 19:00:00,USDT/USD,1.106665,1.106665,1.104767,1.104832,12724.66176179931,11517.28204994
1663524000000,2022-09-18 18:00:00,USDT/USD,1.106598,1.106666,1.105455,1.106666,7339.987202952165,6632.52255238
1663520400000,2022-09-18 17:00:00,USDT/USD,1.104976,1.106598,1.104368,1.106148,21413.859553718325,19358.94613896
1663516800000,2022-09-18 16:00:00,USDT/USD,1.103833,1.106103,1.103247,1.104506,24525.939771043773,22205.3477039
1663513200000,2022-09-18 15:00:00,USDT/USD,1.103714,1.104667,1.102831,1.103775,14067.023553632178,12744.46653859
1663509600000,2022-09-18 14:00:00,USDT/USD,1.10237,1.103908,1.101768,1.103622,17463.256540740087,15823.58501438
1663506000000,2022-09-18 13:00:00,USDT/USD,1.103017,1.103017,1.102006,1.102403,15708.095815982017,14248.9596055
1663502400000,2022-09-18 12:00:00,USDT/USD,1.102331,1.103372,1.102028,1.103219,18530.83861442734,16797.06260899
1663498800000,2022-09-18 11:00:00,USDT/USD,1.102615,1.103005,1.102039,1.102458,13774.585907889961,12494.43145035
1663495200000,2022-09-18 10:00:00,USDT/USD,1.101181,1.102829,1.101181,1.102603,18161.929703787002,16471.86675874
1663491600000,2022-09-18 09:00:00,USDT/USD,1.101845,1.101845,1.10014,1.10142,18932.58312819468,17189.24944907
1663488000000,2022-09-18 08:00:00,USDT/USD,1.101877,1.101889,1.101845,1.101846,2487.2706334889003,2257.36684935
1663484400000,2022-09-18 07:00:00,USDT/USD,1.10146,1.102053,1.100945,1.10188,13694.907941284995,12428.67457553
1663480800000,2022-09-18 06:00:00,USDT/USD,1.102049,1.102135,1.101485,1.101594,3368.1910397803786,3057.56117025
1663477200000,2022-09-18 05:00:00,USDT/USD,1.101912,1.101913,1.101912,1.101913,55.111059206487646,50.01398405
1663473600000,2022-09-18 04:00:00,USDT/USD,1.101696,1.101908,1.101246,1.101908,8145.710841963773,7392.36927399
1663470000000,2022-09-18 03:00:00,USDT/USD,1.100902,1.101965,1.100901,1.101486,5811.145771554872,5275.73275698
1663466400000,2022-09-18 02:00:00,USDT/USD,1.102352,1.102356,1.100909,1.100915,16882.518466034344,15334.98813808
1663462800000,2022-09-18 01:00:00,USDT/USD,1.10251,1.10267,1.102138,1.102378,8716.711721893638,7907.18947756
1663459200000,2022-09-18 00:00:00,USDT/USD,1.10189,1.102635,1.101889,1.102597,6093.29867220132,5526.31530124
1663455600000,2022-09-17 23:00:00,USDT/USD,1.101889,1.101889,1.101889,1.101889,154.23380926055592,139.97218346
1663452000000,2022-09-17 22:00:00,USDT/USD,1.101889,1.10189,1.101889,1.10189,75.41440141467861,68.44095274
1663448400000,2022-09-17 21:00:00,USDT/USD,1.102087,1.102124,1.101758,1.101855,7071.70539,6418.0
1663444800000,2022-09-17 20:00:00,USDT/USD,1.102825,1.102825,1.101863,1.102079,11966.181283767668,10857.82533173
1663441200000,2022-09-17 19:00:00,USDT/USD,1.102063,1.102625,1.101819,1.102533,13642.157161973375,12373.46833335
1663437600000,2022-09-17 18:00:00,USDT/USD,1.102913,1.102926,1.101073,1.101874,15764.900560973676,14307.35325543
1663434000000,2022-09-17 17:00:00,USDT/USD,1.102674,1.102961,1.102653,1.102818,6575.345700854097,5962.31263985
1663430400000,2022-09-17 16:00:00,USDT/USD,1.103027,1.103027,1.101495,1.102692,13146.265395325869,11921.97403747
1663426800000,2022-09-17 15:00:00,USDT/USD,1.101748,1.103026,1.10113,1.103026,15216.664980377027,13795.3819587
1663423200000,2022-09-17 14:00:00,USDT/USD,1.10192,1.101973,1.100907,1.101823,17585.40860610357,15960.28455215
1663419600000,2022-09-17 13:00:00,USDT/USD,1.103066,1.103066,1.101664,1.101752,16447.131883324077,14928.16158566
1663416000000,2022-09-17 12:00:00,USDT/USD,1.103409,1.103644,1.102326,1.102863,14655.364473573893,13288.47234296
1663412400000,2022-09-17 11:00:00,USDT/USD,1.10259,1.103503,1.10259,1.103409,12699.88931065632,11509.68436061
1663408800000,2022-09-17 10:00:00,USDT/USD,1.10168,1.103195,1.10168,1.102743,17091.337963676142,15498.93126837
1663405200000,2022-09-17 09:00:00,USDT/USD,1.103248,1.104079,1.101706,1.101844,17003.856042502237,15432.18100067
1663401600000,2022-09-17 08:00:00,USDT/USD,1.104199,1.104199,1.102836,1.102836,9479.784195959535,8595.82403545
1663398000000,2022-09-17 07:00:00,USDT/USD,1.103764,1.104233,1.103764,1.104199,14995.241604230272,13580.19850066
1663394400000,2022-09-17 06:00:00,USDT/USD,1.10372,1.104502,1.103309,1.103635,11077.009233303314,10036.84119596
1663390800000,2022-09-17 05:00:00,USDT/USD,1.103556,1.103866,1.103555,1.103717,3040.9638765654126,2755.20253522
1663387200000,2022-09-17 04:00:00,USDT/USD,1.10338,1.103743,1.103379,1.103556,5175.801481164675,4690.1122201
1663383600000,2022-09-17 03:00:00,USDT/USD,1.103277,1.103482,1.103202,1.10338,4648.933886977506,4213.35703654
1663380000000,2022-09-17 02:00:00,USDT/USD,1.102936,1.103434,1.102808,1.103204,14586.21607718978,13221.68527053
1663376400000,2022-09-17 01:00:00,USDT/USD,1.102868,1.103733,1.102713,1.102806,13256.114173308184,12020.35006457
1663372800000,2022-09-17 00:00:00,USDT/USD,1.103151,1.103252,1.102493,1.102832,6744.236186128196,6115.37948312
1663369200000,2022-09-16 23:00:00,USDT/USD,1.103525,1.103822,1.103067,1.103067,12866.92703291048,11664.68313612
1663365600000,2022-09-16 22:00:00,USDT/USD,1.102836,1.104292,1.102825,1.103606,19233.668450747195,17428.02091575
1663362000000,2022-09-16 21:00:00,USDT/USD,1.103608,1.104403,1.102808,1.10292,19622.751621916603,17791.63640329
1663358400000,2022-09-16 20:00:00,USDT/USD,1.104167,1.104581,1.103494,1.104106,18941.82730366312,17155.80506189
1663354800000,2022-09-16 19:00:00,USDT/USD,1.104962,1.105318,1.103901,1.104279,13574.317301751598,12292.47074494
1663351200000,2022-09-16 18:00:00,USDT/USD,1.104733,1.104953,1.10412,1.104818,19849.931187881815,17966.69785239
1663347600000,2022-09-16 17:00:00,USDT/USD,1.104957,1.105819,1.104153,1.104734,18163.159024582754,16441.20577857
1663344000000,2022-09-16 16:00:00,USDT/USD,1.105073,1.105587,1.103949,1.104815,17276.217062653574,15637.20357042
1663340400000,2022-09-16 15:00:00,USDT/USD,1.106413,1.106414,1.105075,1.105256,16048.40602688106,14520.08044008
1663336800000,2022-09-16 14:00:00,USDT/USD,1.106666,1.106666,1.10636,1.106414,10640.568845967771,9617.16757558
1663333200000,2022-09-16 13:00:00,USDT/USD,1.105195,1.106666,1.103993,1.106665,18919.633696722445,17096.08029234
1663329600000,2022-09-16 12:00:00,USDT/USD,1.104891,1.10537,1.104461,1.105073,14687.195280998943,13290.70141158
1663326000000,2022-09-16 11:00:00,USDT/USD,1.105459,1.105894,1.104733,1.104888,15728.081841148898,14235.00105092
1663322400000,2022-09-16 10:00:00,USDT/USD,1.105388,1.105916,1.105136,1.10552,9628.787381125767,8709.73603474
1663318800000,2022-09-16 09:00:00,USDT/USD,1.106281,1.106413,1.105235,1.105389,7480.943038912505,6767.70172212
1663315200000,2022-09-16 08:00:00,USDT/USD,1.105899,1.106282,1.105899,1.106281,1903.739690564739,1720.84641295
1663311600000,2022-09-16 07:00:00,USDT/USD,1.105378,1.1059,1.105377,1.105899,1767.2531670099997,1598.02402119
1663308000000,2022-09-16 06:00:00,USDT/USD,1.10565,1.10565,1.105217,1.105378,1742.2763774304758,1576.1815211
1663304400000,2022-09-16 05:00:00,USDT/USD,1.106302,1.106303,1.10565,1.105651,625.8655639125072,566.06068634
1663300800000,2022-09-16 04:00:00,USDT/USD,1.106339,1.106339,1.106302,1.106302,242.94233379179283,219.59856693
1663297200000,2022-09-16 03:00:00,USDT/USD,1.106339,1.10634,1.106339,1.10634,507.774033808044,458.9674366
1663293600000,2022-09-16 02:00:00,USDT/USD,1.106111,1.106562,1.106111,1.10634,9716.738510780973,8782.77790804
1663290000000,2022-09-16 01:00:00,USDT/USD,1.105257,1.106112,1.105256,1.106111,9969.032920337531,9012.68762388
1663286400000,2022-09-16 00:00:00,USDT/USD,1.104814,1.105625,1.104814,1.105342,5246.493786163913,4746.4891284
1663282800000,2022-09-15 23:00:00,USDT/USD,1.104838,1.10497,1.104838,1.10497,915.1733745719093,828.23368469
1663279200000,2022-09-15 22:00:00,USDT/USD,1.105074,1.105075,1.104668,1.104774,4402.61218296498,3985.0794669
1663275600000,2022-09-15 21:00:00,USDT/USD,1.104542,1.105075,1.104542,1.105074,816.8307184049252,739.16381926
1663272000000,2022-09-15 20:00:00,USDT/USD,1.104366,1.104682,1.104366,1.104541,967.5882510907282,876.00935691
1663268400000,2022-09-15 19:00:00,USDT/USD,1.103427,1.104318,1.10334,1.104318,3007.590187004658,2723.48199251
1663264800000,2022-09-15 18:00:00,USDT/USD,1.1035,1.1035,1.102944,1.103427,3325.9440872095865,3014.19494648
1663261200000,2022-09-15 17:00:00,USDT/USD,1.10378,1.104,1.103046,1.103499,5088.102153510079,4610.8806202
1663257600000,2022-09-15 16:00:00,USDT/USD,1.102322,1.104535,1.102321,1.10378,9405.281203642375,8520.97447285
1663254000000,2022-09-15 15:00:00,USDT/USD,1.103989,1.10548,1.101208,1.102322,33206.91688857915,30124.51614735
1663250400000,2022-09-15 14:00:00,USDT/USD,1.102133,1.104395,1.102132,1.103989,17691.68915113581,16025.24042462
1663246800000,2022-09-15 13:00:00,USDT/USD,1.10114,1.102132,1.101139,1.102132,1475.4987579825813,1338.76773198
1663243200000,2022-09-15 12:00:00,USDT/USD,1.101559,1.101576,1.101104,1.10114,3101.6526156676937,2816.76500324
1663239600000,2022-09-15 11:00:00,USDT/USD,1.102164,1.102281,1.101674,1.101674,8594.544941518823,7801.35043717
1663236000000,2022-09-15 10:00:00,USDT/USD,1.101744,1.102163,1.101744,1.102163,2039.1285340237357,1850.11521347
1663232400000,2022-09-15 09:00:00,USDT/USD,1.101238,1.101646,1.101237,1.101646,3817.283906144416,3465.07308713
1663228800000,2022-09-15 08:00:00,USDT/USD,1.101358,1.101358,1.101237,1.101238,7514.800183611417,6823.95647772
1663225200000,2022-09-15 07:00:00,USDT/USD,1.103357,1.103357,1.101294,1.101357,21617.279460717004,19627.85859691
1663221600000,2022-09-15 06:00:00,USDT/USD,1.100584,1.103454,1.100583,1.103356,31283.131081830066,28352.70853816
1663218000000,2022-09-15 05:00:00,USDT/USD,1.101235,1.101235,1.100658,1.100736,9975.963697903082,9062.99394033
1663214400000,2022-09-15 04:00:00,USDT/USD,1.10081,1.101236,1.10081,1.101234,3458.3430739754313,3140.42526291
1663210800000,2022-09-15 03:00:00,USDT/USD,1.099999,1.10075,1.099999,1.100749,6351.940694789972,5770.56231238
1663207200000,2022-09-15 02:00:00,USDT/USD,1.098926,1.1,1.098926,1.1,12584.954878892002,11440.86807172
1663203600000,2022-09-15 01:00:00,USDT/USD,1.098063,1.098826,1.098063,1.098825,3474.211545188543,3161.75145741
1663200000000,2022-09-15 00:00:00,USDT/USD,1.098239,1.098239,1.097926,1.097971,12469.944788429866,11357.26243082
1663196400000,2022-09-14 23:00:00,USDT/USD,1.099061,1.099061,1.098207,1.098239,11008.842048899518,10024.08587648
1663192800000,2022-09-14 22:00:00,USDT/USD,1.099662,1.099662,1.09906,1.099061,12807.945349608974,11653.53456233
1663189200000,2022-09-14 21:00:00,USDT/USD,1.099466,1.1,1.099466,1.099823,7053.446245568493,6413.25581077
1663185600000,2022-09-14 20:00:00,USDT/USD,1.099267,1.099466,1.099267,1.099466,1858.0805270060466,1689.98452613
1663182000000,2022-09-14 19:00:00,USDT/USD,1.09922,1.099268,1.099219,1.099268,5391.171240391988,4904.3283716
1663178400000,2022-09-14 18:00:00,USDT/USD,1.096566,1.09922,1.096566,1.099219,12595.554398076103,11458.63963239
1663174800000,2022-09-14 17:00:00,USDT/USD,1.097085,1.097085,1.096182,1.096566,12376.385024938985,11286.49349418
1663171200000,2022-09-14 16:00:00,USDT/USD,1.097756,1.097756,1.097085,1.097088,9615.791527517573,8764.83156093
1663167600000,2022-09-14 15:00:00,USDT/USD,1.09991,1.09991,1.097872,1.097872,11792.670390535606,10741.3891515
1663164000000,2022-09-14 14:00:00,USDT/USD,1.099546,1.099915,1.099338,1.099909,7046.645939971674,6406.57176182
1663160400000,2022-09-14 13:00:00,USDT/USD,1.098325,1.099798,1.098324,1.099547,9123.84723836291,8297.82377503
1663156800000,2022-09-14 12:00:00,USDT/USD,1.098325,1.098325,1.098324,1.098325,3690.026912226938,3359.68580541
1663153200000,2022-09-14 11:00:00,USDT/USD,1.097906,1.098325,1.097905,1.098325,3692.7334876484256,3362.15008094
1663149600000,2022-09-14 10:00:00,USDT/USD,1.097833,1.097906,1.097833,1.097905,1285.9940492721305,1171.31632452
1663146000000,2022-09-14 09:00:00,USDT/USD,1.097953,1.097954,1.097833,1.097834,2430.9212488647786,2214.2885435
1663142400000,2022-09-14 08:00:00,USDT/USD,1.097856,1.097954,1.097824,1.097824,2539.1807067207233,2312.92147623
1663138800000,2022-09-14 07:00:00,USDT/USD,1.097994,1.097995,1.097908,1.097908,4322.560722557069,3937.08828295
1663135200000,2022-09-14 06:00:00,USDT/USD,1.097155,1.097995,1.097154,1.097995,4030.356806358673,3670.65132934
1663131600000,2022-09-14 05:00:00,USDT/USD,1.096464,1.097155,1.096464,1.097154,2018.6112993598783,1839.86140447
1663128000000,2022-09-14 04:00:00,USDT/USD,1.095045,1.096179,1.09494,1.096179,4036.4535930449324,3682.2942175
1663124400000,2022-09-14 03:00:00,USDT/USD,1.095278,1.095279,1.095092,1.095092,1313.755503132186,1199.6759205
1663120800000,2022-09-14 02:00:00,USDT/USD,1.095434,1.095434,1.095278,1.095278,1182.98380198969,1080.07629295
1663117200000,2022-09-14 01:00:00,USDT/USD,1.095663,1.095663,1.095549,1.095549,1382.7694943300621,1262.17037698
1663113600000,2022-09-14 00:00:00,USDT/USD,1.096144,1.097665,1.094877,1.094877,12578.784550729895,11488.76499436
1663110000000,2022-09-13 23:00:00,USDT/USD,1.094704,1.096067,1.094704,1.096067,8077.34403629769,7369.38894821
1663106400000,2022-09-13 22:00:00,USDT/USD,1.092266,1.094608,1.092266,1.094608,10810.591207689575,9876.22163157
1663102800000,2022-09-13 21:00:00,USDT/USD,1.09051,1.092266,1.089218,1.092266,4169.660195700055,3817.44025329
1663095600000,2022-09-13 19:00:00,USDT/USD,1.088413,1.091288,1.088412,1.09051,18910.874388388802,17341.31221941
1663092000000,2022-09-13 18:00:00,USDT/USD,1.085923,1.088411,1.085923,1.088411,18691.303916965913,17173.02004203
1663088400000,2022-09-13 17:00:00,USDT/USD,1.084152,1.086559,1.084097,1.085923,5763.287197266728,5307.27058665
1663084800000,2022-09-13 16:00:00,USDT/USD,1.083566,1.086087,1.083565,1.084152,9170.28149101771,8458.48321178
1663081200000,2022-09-13 15:00:00,USDT/USD,1.084767,1.084767,1.082895,1.083565,10162.80200198138,9379.0423297
1663077600000,2022-09-13 14:00:00,USDT/USD,1.084893,1.08642,1.084416,1.084421,14754.718203803768,13606.07937674
1663074000000,2022-09-13 13:00:00,USDT/USD,1.084095,1.087445,1.083864,1.084894,48197.40292944153,44425.90974735
1663070400000,2022-09-13 12:00:00,USDT/USD,1.080473,1.084199,1.077574,1.084063,106081.05768311612,97855.06717148
1663066800000,2022-09-13 11:00:00,USDT/USD,1.079773,1.080496,1.079753,1.080474,8990.176908988846,8320.58606592
1663063200000,2022-09-13 10:00:00,USDT/USD,1.079586,1.079773,1.079586,1.079773,4185.965491987814,3876.70880082
1663059600000,2022-09-13 09:00:00,USDT/USD,1.080373,1.080373,1.079224,1.079489,3974.5751950371427,3681.90430383
1663056000000,2022-09-13 08:00:00,USDT/USD,1.081222,1.081222,1.080211,1.080373,6926.6184414839545,6411.32131355
1663052400000,2022-09-13 07:00:00,USDT/USD,1.082287,1.082288,1.081221,1.081221,2560.6016799263107,2368.25004317
1663048800000,2022-09-13 06:00:00,USDT/USD,1.079268,1.08229,1.079268,1.082288,6383.528221621092,5898.1788781
1663045200000,2022-09-13 05:00:00,USDT/USD,1.078221,1.079206,1.078221,1.079205,3935.0090571165174,3646.21092111
1663041600000,2022-09-13 04:00:00,USDT/USD,1.081422,1.081422,1.075949,1.078221,122882.86244087326,113968.15907024
1663038000000,2022-09-13 03:00:00,USDT/USD,1.084538,1.084538,1.081389,1.081422,26775.60717916537,24759.62869182
1663034400000,2022-09-13 02:00:00,USDT/USD,1.084354,1.08547,1.084354,1.084553,8550.573744468376,7883.96117522
1663030800000,2022-09-13 01:00:00,USDT/USD,1.083667,1.084404,1.083667,1.084353,972.267720502522,896.63395638
1663027200000,2022-09-13 00:00:00,USDT/USD,1.083846,1.083856,1.083276,1.083667,13153.474306541095,12137.93010818
1663023600000,2022-09-12 23:00:00,USDT/USD,1.083846,1.083846,1.083846,1.083846,11.880000000635881,10.96096678
1663020000000,2022-09-12 22:00:00,USDT/USD,1.083799,1.083846,1.083799,1.083845,461.29086680944187,425.60593702
1663016400000,2022-09-12 21:00:00,USDT/USD,1.083434,1.08377,1.083433,1.08377,2028.12518436182,1871.36125226
1663012800000,2022-09-12 20:00:00,USDT/USD,1.085268,1.085268,1.08346,1.08346,4879.971991313363,4504.06290155
1663009200000,2022-09-12 19:00:00,USDT/USD,1.085269,1.085269,1.085268,1.085268,2756.3490773267713,2539.78655717
1663005600000,2022-09-12 18:00:00,USDT/USD,1.085269,1.085269,1.085268,1.085268,1737.2671502447874,1600.77248223
1663002000000,2022-09-12 17:00:00,USDT/USD,1.08493,1.085269,1.08493,1.085268,8569.051153072278,7895.79270104
1662998400000,2022-09-12 16:00:00,USDT/USD,1.084329,1.085084,1.084329,1.08493,15119.32630197447,13935.76203255
1662994800000,2022-09-12 15:00:00,USDT/USD,1.0823,1.08457,1.0823,1.084329,9963.707221228706,9188.82296907
1662991200000,2022-09-12 14:00:00,USDT/USD,1.082224,1.082288,1.082223,1.082288,1527.51115309215,1411.37216073
1662987600000,2022-09-12 13:00:00,USDT/USD,1.082129,1.082223,1.082129,1.082223,733.6085280527427,677.87186934
1662984000000,2022-09-12 12:00:00,USDT/USD,1.083148,1.083148,1.081187,1.08213,8700.87269226785,8040.50593946
1662980400000,2022-09-12 11:00:00,USDT/USD,1.083016,1.08315,1.082943,1.083148,6212.814891133764,5735.88733131
1662976800000,2022-09-12 10:00:00,USDT/USD,1.08306,1.08316,1.083027,1.083159,5565.178274942168,5137.91444741
1662973200000,2022-09-12 09:00:00,USDT/USD,1.083118,1.083118,1.082984,1.083061,2930.3423874861974,2705.61158373
1662969600000,2022-09-12 08:00:00,USDT/USD,1.082224,1.083508,1.081714,1.083224,14162.060554596492,13073.99074854
1662966000000,2022-09-12 07:00:00,USDT/USD,1.083671,1.083671,1.082194,1.082223,7382.883737067836,6821.96158931
1662962400000,2022-09-12 06:00:00,USDT/USD,1.08343,1.083944,1.08343,1.083671,2971.97038985436,2742.50246602
1662958800000,2022-09-12 05:00:00,USDT/USD,1.083431,1.083431,1.08343,1.083431,189.9052950944006,175.28139318
1662955200000,2022-09-12 04:00:00,USDT/USD,1.083431,1.083431,1.08343,1.08343,887.7399249870465,819.37912462
1662951600000,2022-09-12 03:00:00,USDT/USD,1.082837,1.083431,1.082387,1.08343,2520.0973832103205,2326.03618435
