https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume LEO
1663545600000,2022-09-19 00:00:00,LEO/BTC,0.00024026,0.00024077,0.00023858,0.00023916,0.0057166237295448,23.90292578
1663542000000,2022-09-18 23:00:00,LEO/BTC,0.00024026,0.00024063,0.00023848,0.00023924,0.0161750393239768,67.61009582
1663538400000,2022-09-18 22:00:00,LEO/BTC,0.00023926,0.00024003,0.00023809,0.00023991,0.0405834599869149,169.16118538999999
1663534800000,2022-09-18 21:00:00,LEO/BTC,0.00023601,0.00023957,0.0002358,0.00023909,0.029277765199257396,122.45499686
1663531200000,2022-09-18 20:00:00,LEO/BTC,0.0002356,0.00023635,0.0002354,0.00023572,0.0049862520243352,21.15328366
1663527600000,2022-09-18 19:00:00,LEO/BTC,0.00023657,0.00023744,0.00023556,0.00023556,0.014812464973909199,62.881919569999994
1663524000000,2022-09-18 18:00:00,LEO/BTC,0.00023666,0.00023749,0.00023593,0.00023614,0.005416236765870401,22.93654936
1663520400000,2022-09-18 17:00:00,LEO/BTC,0.00023827,0.00023849,0.00023577,0.0002366,0.015316034654648,64.73387428
1663516800000,2022-09-18 16:00:00,LEO/BTC,0.00023973,0.00024105,0.00023827,0.00023827,0.15052114884332032,631.72513889
1663513200000,2022-09-18 15:00:00,LEO/BTC,0.0002414,0.0002414,0.00023937,0.00023947,0.0586296665595949,244.83094567
1663509600000,2022-09-18 14:00:00,LEO/BTC,0.00024353,0.00024435,0.00024071,0.00024071,0.0078364377556832,32.55551392
1663506000000,2022-09-18 13:00:00,LEO/BTC,0.00024808,0.00024864,0.00024253,0.00024333,0.0389382070724295,160.02222115
1663502400000,2022-09-18 12:00:00,LEO/BTC,0.00024936,0.00025002,0.00024746,0.00024758,0.0166583893525,67.284875
1663498800000,2022-09-18 11:00:00,LEO/BTC,0.00024903,0.00024981,0.00024841,0.00024841,0.0063931765455042,25.73638962
1663495200000,2022-09-18 10:00:00,LEO/BTC,0.00025264,0.00025284,0.00024762,0.00024997,0.011626945746562301,46.51336459
1663491600000,2022-09-18 09:00:00,LEO/BTC,0.00024984,0.00025265,0.00024818,0.00025265,0.0056751205823885,22.46238109
1663488000000,2022-09-18 08:00:00,LEO/BTC,0.00024909,0.00025002,0.00024827,0.00024918,0.0059302622572098,23.79911011
1663484400000,2022-09-18 07:00:00,LEO/BTC,0.00024918,0.00024988,0.00024788,0.00024985,0.0057806063564184995,23.136307210000002
1663480800000,2022-09-18 06:00:00,LEO/BTC,0.00024645,0.00024997,0.00024585,0.0002491,0.005838350813665999,23.43777926
1663477200000,2022-09-18 05:00:00,LEO/BTC,0.00024791,0.00024791,0.00024612,0.00024663,0.006258474206022901,25.37596483
1663473600000,2022-09-18 04:00:00,LEO/BTC,0.00024991,0.00024991,0.00024737,0.00024742,0.062642175946395,253.18153725
1663470000000,2022-09-18 03:00:00,LEO/BTC,0.00025103,0.00025103,0.00024801,0.0002501,0.006947942100614001,27.78065614
1663466400000,2022-09-18 02:00:00,LEO/BTC,0.00025561,0.00025561,0.00024963,0.00024963,0.0581095395646506,232.78267662000002
1663462800000,2022-09-18 01:00:00,LEO/BTC,0.00025006,0.00025987,0.00024885,0.00025836,0.16078951688917323,622.3467908700001
1663459200000,2022-09-18 00:00:00,LEO/BTC,0.00024861,0.00025019,0.00024799,0.00024928,0.0058901675683872,23.62872099
1663455600000,2022-09-17 23:00:00,LEO/BTC,0.00024687,0.00024943,0.00024687,0.0002486,0.005831143469602001,23.45592707
1663452000000,2022-09-17 22:00:00,LEO/BTC,0.00024969,0.00024969,0.00024712,0.0002489,0.006477022573841,26.02258969
1663448400000,2022-09-17 21:00:00,LEO/BTC,0.00024716,0.0002504,0.00024716,0.00024994,0.005638421483992799,22.55910012
1663444800000,2022-09-17 20:00:00,LEO/BTC,0.00024948,0.00024974,0.00024723,0.00024863,0.0063235226938471,25.43346617
1663441200000,2022-09-17 19:00:00,LEO/BTC,0.00024748,0.00024945,0.0002464,0.00024926,0.0056663061430206,22.73251281
1663437600000,2022-09-17 18:00:00,LEO/BTC,0.00024819,0.00024819,0.00024599,0.00024621,0.018879500552394603,76.68047826
1663434000000,2022-09-17 17:00:00,LEO/BTC,0.00024751,0.00024878,0.00024575,0.00024806,0.0525389097330838,211.79920073
1663430400000,2022-09-17 16:00:00,LEO/BTC,0.0002491,0.0002491,0.00024482,0.00024752,0.021211583259484797,85.69644174
1663426800000,2022-09-17 15:00:00,LEO/BTC,0.00024868,0.00024956,0.00024753,0.00024869,0.0062886000935875,25.28690375
1663423200000,2022-09-17 14:00:00,LEO/BTC,0.00024837,0.00024979,0.00024802,0.00024828,0.005887347839725199,23.71253359
1663419600000,2022-09-17 13:00:00,LEO/BTC,0.00024982,0.00025031,0.00024854,0.00024888,0.005764201685990399,23.16056608
1663416000000,2022-09-17 12:00:00,LEO/BTC,0.00024951,0.00025094,0.00024883,0.00024883,0.005463729208339101,21.95767877
1663412400000,2022-09-17 11:00:00,LEO/BTC,0.00024924,0.00025113,0.0002483,0.00024968,0.009077646151049602,36.35712172
1663408800000,2022-09-17 10:00:00,LEO/BTC,0.00024948,0.00025221,0.00024844,0.00025108,0.059784223778792,238.10826740000002
1663405200000,2022-09-17 09:00:00,LEO/BTC,0.00025067,0.00025068,0.00024823,0.00024953,0.025071252326887197,100.47390023999999
1663401600000,2022-09-17 08:00:00,LEO/BTC,0.00025137,0.00025205,0.00024808,0.00024965,0.17737465600986202,710.49331468
1663398000000,2022-09-17 07:00:00,LEO/BTC,0.00025065,0.00025115,0.00024944,0.00025097,0.008341481005662,33.2369646
1663394400000,2022-09-17 06:00:00,LEO/BTC,0.00025067,0.00025089,0.00024907,0.00025076,0.01293909845625,51.59953125
1663390800000,2022-09-17 05:00:00,LEO/BTC,0.00024842,0.0002507,0.00024842,0.0002507,0.006433059645143,25.66038949
1663387200000,2022-09-17 04:00:00,LEO/BTC,0.00024898,0.00024958,0.00024795,0.00024869,0.0056376986335735,22.66958315
1663383600000,2022-09-17 03:00:00,LEO/BTC,0.00024936,0.00024978,0.00024874,0.00024894,0.005796995678496001,23.2867184
1663380000000,2022-09-17 02:00:00,LEO/BTC,0.0002488,0.00024975,0.00024781,0.00024863,0.0063501414194551,25.54052777
1663376400000,2022-09-17 01:00:00,LEO/BTC,0.0002482,0.00024907,0.0002463,0.00024859,0.006923899545850599,27.85268734
1663372800000,2022-09-17 00:00:00,LEO/BTC,0.00024955,0.00024957,0.00024645,0.0002476,0.030564231898276003,123.44197051
1663369200000,2022-09-16 23:00:00,LEO/BTC,0.00025011,0.00025075,0.00024907,0.00024978,0.0058693459962984,23.49806228
1663365600000,2022-09-16 22:00:00,LEO/BTC,0.00025032,0.00025066,0.00024918,0.00024938,0.0060460791105508005,24.24444266
1663362000000,2022-09-16 21:00:00,LEO/BTC,0.00024941,0.00025032,0.00024836,0.00025032,0.0062914181530536,25.13350173
1663358400000,2022-09-16 20:00:00,LEO/BTC,0.0002512,0.0002512,0.00024933,0.0002498,0.0058552620050280006,23.43979986
1663354800000,2022-09-16 19:00:00,LEO/BTC,0.00025187,0.00025187,0.00025028,0.00025124,0.0055322950744996005,22.01996129
1663351200000,2022-09-16 18:00:00,LEO/BTC,0.00025353,0.00025408,0.00025118,0.00025126,0.0064368807694506,25.61840631
1663347600000,2022-09-16 17:00:00,LEO/BTC,0.0002525,0.0002546,0.00025134,0.00025326,0.0565170815708226,223.15834151
1663344000000,2022-09-16 16:00:00,LEO/BTC,0.00025057,0.00025294,0.00025057,0.00025249,0.0057930323590643,22.94361107
1663340400000,2022-09-16 15:00:00,LEO/BTC,0.00025064,0.00025153,0.00024969,0.00024999,0.0060736355048616,24.29551384
1663336800000,2022-09-16 14:00:00,LEO/BTC,0.00025192,0.00025192,0.00024885,0.0002505,0.025743042698760002,102.76663752
1663333200000,2022-09-16 13:00:00,LEO/BTC,0.0002495,0.00025227,0.0002489,0.00025218,0.0081160535551428,32.18357346
1663329600000,2022-09-16 12:00:00,LEO/BTC,0.0002452,0.00024957,0.00024481,0.00024921,0.0204884965549017,82.21378177
1663326000000,2022-09-16 11:00:00,LEO/BTC,0.00024547,0.00024618,0.0002446,0.00024463,0.0051885750164161,21.20988847
1663322400000,2022-09-16 10:00:00,LEO/BTC,0.00024532,0.00024616,0.00024448,0.00024546,0.005112845557629001,20.82964865
1663318800000,2022-09-16 09:00:00,LEO/BTC,0.00024641,0.00024649,0.00024529,0.00024603,0.0059042006503524005,23.99788908
1663315200000,2022-09-16 08:00:00,LEO/BTC,0.00024542,0.00024732,0.00024531,0.00024609,0.011469939570117601,46.60871864
1663311600000,2022-09-16 07:00:00,LEO/BTC,0.00024444,0.00024526,0.00024368,0.00024458,0.0054180737680454,22.15256263
1663308000000,2022-09-16 06:00:00,LEO/BTC,0.00024457,0.00024511,0.00024388,0.00024436,0.0067300639684864,27.541594240000002
1663304400000,2022-09-16 05:00:00,LEO/BTC,0.00024586,0.00024666,0.00024439,0.00024524,0.006038185841785599,24.62153744
1663300800000,2022-09-16 04:00:00,LEO/BTC,0.00024654,0.00024696,0.00024509,0.00024509,0.0068117643241545,27.79291005
1663297200000,2022-09-16 03:00:00,LEO/BTC,0.00024642,0.0002471,0.00024603,0.00024644,0.014762042806872,59.9011638
1663293600000,2022-09-16 02:00:00,LEO/BTC,0.00024749,0.00024771,0.00024564,0.00024644,0.005715758981241601,23.19330864
