https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MIR,Volume USDT
1663459200,2022-09-18 00:00:00,MIR/USDT,0.2429,0.2439,0.2385,0.2393,131740.31732816,31782.591649221907
1663372800,2022-09-17 00:00:00,MIR/USDT,0.2453,0.2731,0.2367,0.2432,13007320.99914811,3309505.183558390919
1663286400,2022-09-16 00:00:00,MIR/USDT,0.2262,0.2551,0.2181,0.2452,11200614.96003184,2646025.430861300416
1663200000,2022-09-15 00:00:00,MIR/USDT,0.2474,0.2688,0.2214,0.2256,10478014.08196002,2504298.962446074396
1663113600,2022-09-14 00:00:00,MIR/USDT,0.2792,0.3564,0.233,0.2474,24005082.52017576,6725743.08260977167
1663027200,2022-09-13 00:00:00,MIR/USDT,0.2342,0.3289,0.2181,0.2794,19483546.17461766,5194862.981897593824
1662940800,2022-09-12 00:00:00,MIR/USDT,0.286,0.2873,0.2288,0.2342,9520579.32853982,2384178.870045703905
1662854400,2022-09-11 00:00:00,MIR/USDT,0.3145,0.3159,0.2634,0.2862,14503243.61406055,4161507.948128725617
1662768000,2022-09-10 00:00:00,MIR/USDT,0.2367,0.4754,0.2251,0.3132,39479099.52650331,13406543.730762906023
1662681600,2022-09-09 00:00:00,MIR/USDT,0.1779,0.2694,0.1779,0.2371,26071038.02298367,5999926.445911475823
1662595200,2022-09-08 00:00:00,MIR/USDT,0.1725,0.201,0.1715,0.178,9908175.88600694,1840620.71337198654
1662508800,2022-09-07 00:00:00,MIR/USDT,0.1705,0.1767,0.1647,0.1722,2659151.25132641,452905.047695871044
1662422400,2022-09-06 00:00:00,MIR/USDT,0.1853,0.1951,0.1683,0.1701,6941464.52697037,1282357.792292321087
1662336000,2022-09-05 00:00:00,MIR/USDT,0.1761,0.1898,0.1751,0.1854,3724143.24679463,682223.72735099062
1662249600,2022-09-04 00:00:00,MIR/USDT,0.1786,0.1814,0.1736,0.1762,605040.48064382,106762.254732811974
1662163200,2022-09-03 00:00:00,MIR/USDT,0.1816,0.1917,0.1751,0.1786,2422451.82905752,441549.203344726229
1662076800,2022-09-02 00:00:00,MIR/USDT,0.1788,0.1877,0.1723,0.1818,3954538.47948697,708336.472715501512
1661990400,2022-09-01 00:00:00,MIR/USDT,0.1752,0.2235,0.1705,0.1792,9831880.11383186,1866638.825996981344
1661904000,2022-08-31 00:00:00,MIR/USDT,0.1669,0.1837,0.1641,0.1754,3452278.12353949,597028.226050913718
1661817600,2022-08-30 00:00:00,MIR/USDT,0.1789,0.1858,0.1603,0.1656,3049014.20461955,520305.412524626171
1661731200,2022-08-29 00:00:00,MIR/USDT,0.1573,0.1989,0.1561,0.1792,5304157.24385259,977909.030293538342
1661644800,2022-08-28 00:00:00,MIR/USDT,0.1621,0.1647,0.1568,0.1568,1009869.24094624,164079.411090382555
1661558400,2022-08-27 00:00:00,MIR/USDT,0.1598,0.1643,0.157,0.1623,1279268.49751837,206329.880502810435
1661472000,2022-08-26 00:00:00,MIR/USDT,0.1807,0.1807,0.1584,0.1601,2026947.50871152,342098.143065239317
1661385600,2022-08-25 00:00:00,MIR/USDT,0.1758,0.1904,0.1703,0.181,2301650.42287954,407941.675686593656
1661299200,2022-08-24 00:00:00,MIR/USDT,0.1797,0.1806,0.1724,0.1757,1409036.67182621,250149.290844998543
1661212800,2022-08-23 00:00:00,MIR/USDT,0.1735,0.1857,0.1706,0.1797,2240646.62478238,403038.071316721701
1661126400,2022-08-22 00:00:00,MIR/USDT,0.1791,0.1795,0.168,0.1735,795996.99165943,136543.138084794785
1661040000,2022-08-21 00:00:00,MIR/USDT,0.1757,0.1827,0.1722,0.1791,1057143.64022951,187568.734179076843
1660953600,2022-08-20 00:00:00,MIR/USDT,0.172,0.2046,0.1712,0.1757,3795369.01681561,709456.99327493296
1660867200,2022-08-19 00:00:00,MIR/USDT,0.1933,0.1933,0.1685,0.1718,1741529.95460793,311062.630040622901
1660780800,2022-08-18 00:00:00,MIR/USDT,0.1944,0.2027,0.1922,0.1934,1054813.39611773,208583.250018477055
1660694400,2022-08-17 00:00:00,MIR/USDT,0.2121,0.2167,0.194,0.1947,1449581.23048336,298298.388031083866
1660608000,2022-08-16 00:00:00,MIR/USDT,0.2145,0.2166,0.2082,0.212,610388.993815,129635.841768612145
1660521600,2022-08-15 00:00:00,MIR/USDT,0.2248,0.2293,0.2122,0.2145,2074601.67727456,451950.837034281514
1660435200,2022-08-14 00:00:00,MIR/USDT,0.2304,0.2398,0.2233,0.2252,1269936.35922575,294165.120616329085
1660348800,2022-08-13 00:00:00,MIR/USDT,0.2319,0.235,0.2277,0.2309,454982.63948347,105228.063946064256
1660262400,2022-08-12 00:00:00,MIR/USDT,0.2279,0.2331,0.2259,0.2319,806118.89503458,184502.56837069211
1660176000,2022-08-11 00:00:00,MIR/USDT,0.233,0.2374,0.2279,0.2281,1003174.56313785,232632.430703147685
1660089600,2022-08-10 00:00:00,MIR/USDT,0.2267,0.236,0.2186,0.2331,1052135.14600635,241021.469346133939
1660003200,2022-08-09 00:00:00,MIR/USDT,0.2373,0.2598,0.2214,0.2267,2078690.84002866,495550.318564143512
1659916800,2022-08-08 00:00:00,MIR/USDT,0.2351,0.2423,0.235,0.2374,1244944.69131346,297229.011223189794
1659830400,2022-08-07 00:00:00,MIR/USDT,0.235,0.2464,0.2311,0.2354,1226711.99719981,291278.348149918553
1659744000,2022-08-06 00:00:00,MIR/USDT,0.233,0.2419,0.2307,0.2354,973976.81254546,228697.832368961047
1659657600,2022-08-05 00:00:00,MIR/USDT,0.227,0.2365,0.2265,0.2327,1063022.83344946,246746.780408321722
1659571200,2022-08-04 00:00:00,MIR/USDT,0.2279,0.2369,0.2199,0.2274,1157910.08771195,264579.578609956556
1659484800,2022-08-03 00:00:00,MIR/USDT,0.2237,0.2397,0.2185,0.2274,1621503.524552,376548.627572915076
1659398400,2022-08-02 00:00:00,MIR/USDT,0.2357,0.2387,0.2177,0.2238,1833356.57986447,411621.746052132327
1659312000,2022-08-01 00:00:00,MIR/USDT,0.2288,0.2654,0.2272,0.2357,7937760.44685386,1931221.710454259694
1659225600,2022-07-31 00:00:00,MIR/USDT,0.2115,0.2905,0.2115,0.2291,6694725.42395123,1614556.643493040365
1659139200,2022-07-30 00:00:00,MIR/USDT,0.2167,0.2273,0.2106,0.2114,3286405.04699455,726076.300108688076
1659052800,2022-07-29 00:00:00,MIR/USDT,0.2162,0.23,0.2127,0.2171,2989159.2602736,655145.873092426381
1658966400,2022-07-28 00:00:00,MIR/USDT,0.2111,0.226,0.2025,0.2157,4602819.65426609,971135.060653210169
1658880000,2022-07-27 00:00:00,MIR/USDT,0.1918,0.2411,0.1908,0.2113,9986716.20729069,2137325.728510816637
1658793600,2022-07-26 00:00:00,MIR/USDT,0.19,0.1923,0.184,0.192,2432440.60298208,456051.714642358977
1658707200,2022-07-25 00:00:00,MIR/USDT,0.2076,0.2079,0.19,0.1901,3075604.58631662,609823.151491970158
1658620800,2022-07-24 00:00:00,MIR/USDT,0.2089,0.2176,0.2064,0.2073,2749706.60300484,579764.754746246363
1658534400,2022-07-23 00:00:00,MIR/USDT,0.2141,0.2188,0.2046,0.2089,2805501.20265791,593938.22699923714
1658448000,2022-07-22 00:00:00,MIR/USDT,0.2316,0.2397,0.2076,0.215,4793751.59021128,1074348.67053997341
1658361600,2022-07-21 00:00:00,MIR/USDT,0.2699,0.2892,0.2162,0.2313,9550752.89985739,2259180.60125328988
1658275200,2022-07-20 00:00:00,MIR/USDT,0.1894,0.297,0.1861,0.2701,19898762.54717596,5088051.826403992533
1658188800,2022-07-19 00:00:00,MIR/USDT,0.1857,0.1925,0.1799,0.1901,1674462.60030602,311561.16972910668
1658102400,2022-07-18 00:00:00,MIR/USDT,0.1753,0.1889,0.1749,0.1859,2433925.36682207,446890.357325152261
1658016000,2022-07-17 00:00:00,MIR/USDT,0.1812,0.1879,0.1751,0.1751,1904181.02769372,344705.661892584339
1657929600,2022-07-16 00:00:00,MIR/USDT,0.1789,0.1866,0.1724,0.1815,3138442.73015865,560698.393251247271
1657843200,2022-07-15 00:00:00,MIR/USDT,0.1778,0.1934,0.1736,0.1794,4497595.38036568,819123.941907586646
1657756800,2022-07-14 00:00:00,MIR/USDT,0.1756,0.1808,0.1672,0.1778,2107627.89851779,366275.530621946225
1657670400,2022-07-13 00:00:00,MIR/USDT,0.167,0.1801,0.1609,0.1757,3528389.31622173,603016.122048177699
1657584000,2022-07-12 00:00:00,MIR/USDT,0.1706,0.1796,0.1626,0.167,4425810.20050725,760292.292674017082
1657497600,2022-07-11 00:00:00,MIR/USDT,0.1839,0.1843,0.1701,0.1708,1022258.53235664,183059.039482142424
1657411200,2022-07-10 00:00:00,MIR/USDT,0.1885,0.1901,0.1799,0.1842,2144713.5017332,397270.403372810332
1657324800,2022-07-09 00:00:00,MIR/USDT,0.1846,0.2148,0.1845,0.1885,2863640.10497055,550152.349025095886
1657238400,2022-07-08 00:00:00,MIR/USDT,0.1885,0.196,0.1831,0.1843,2429884.16091575,457830.572748385871
1657152000,2022-07-07 00:00:00,MIR/USDT,0.1842,0.2067,0.183,0.189,3149147.45936161,596706.595594054449
1657065600,2022-07-06 00:00:00,MIR/USDT,0.1853,0.1885,0.18,0.1845,1751613.97732771,321287.114470791444
1656979200,2022-07-05 00:00:00,MIR/USDT,0.186,0.1904,0.1796,0.1851,3248436.18762126,599619.809174077295
1656892800,2022-07-04 00:00:00,MIR/USDT,0.1866,0.1903,0.1777,0.1861,3148488.412507,580023.827782796224
1656806400,2022-07-03 00:00:00,MIR/USDT,0.188,0.1963,0.1834,0.1869,3369716.08806955,635714.862955891353
1656720000,2022-07-02 00:00:00,MIR/USDT,0.1906,0.1971,0.186,0.1881,4813736.59877152,921268.50848534895
1656633600,2022-07-01 00:00:00,MIR/USDT,0.1945,0.2025,0.1862,0.1908,4996366.92738369,968482.094978563198
1656547200,2022-06-30 00:00:00,MIR/USDT,0.229,0.2321,0.1847,0.194,6593548.39962981,1319403.552611976862
1656460800,2022-06-29 00:00:00,MIR/USDT,0.1983,0.2422,0.1931,0.229,14004338.58964912,3044492.721530685649
1656374400,2022-06-28 00:00:00,MIR/USDT,0.2016,0.2166,0.1944,0.1984,6832935.35697854,1394600.270405833114
1656288000,2022-06-27 00:00:00,MIR/USDT,0.2042,0.2458,0.2016,0.202,12223978.95927998,2710130.112145012872
1656201600,2022-06-26 00:00:00,MIR/USDT,0.1935,0.2573,0.1881,0.2043,7271660.28150008,1574090.756654400411
1656115200,2022-06-25 00:00:00,MIR/USDT,0.1874,0.1969,0.184,0.1937,1404614.4137715,266118.210802708852
1656028800,2022-06-24 00:00:00,MIR/USDT,0.1802,0.1994,0.1771,0.1879,3548404.34089493,666360.542450644538
1655942400,2022-06-23 00:00:00,MIR/USDT,0.1724,0.1814,0.1719,0.18,1250124.59911174,222562.799554382083
1655856000,2022-06-22 00:00:00,MIR/USDT,0.1812,0.185,0.1711,0.1725,3705904.26292987,655651.4332932396
1655769600,2022-06-21 00:00:00,MIR/USDT,0.1772,0.2048,0.1755,0.1814,5559593.36085048,1036475.762574376154
