https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEC,Volume USDT
1663372800,2022-09-17 00:00:00,ZEC/USDT,56.668,57.426,56.648,57.026,357.58971282,20408.15253633482
1663369200,2022-09-16 23:00:00,ZEC/USDT,56.478,56.706,56.471,56.706,75.48997999,4267.96754184724
1663365600,2022-09-16 22:00:00,ZEC/USDT,56.423,56.75,56.423,56.6,21.8922663,1240.63315890735
1663362000,2022-09-16 21:00:00,ZEC/USDT,56.561,56.721,56.397,56.467,199.09161858,11259.87902517501
1663358400,2022-09-16 20:00:00,ZEC/USDT,56.347,56.674,56.347,56.599,32.28124441,1825.1972337944
1663354800,2022-09-16 19:00:00,ZEC/USDT,56.212,56.5,56.212,56.395,87.84154937,4951.35716709529
1663351200,2022-09-16 18:00:00,ZEC/USDT,55.96,56.478,55.796,56.185,409.37856173,22941.18266440258
1663347600,2022-09-16 17:00:00,ZEC/USDT,56.465,56.465,55.645,55.955,470.654917,26405.32085544988
1663344000,2022-09-16 16:00:00,ZEC/USDT,57.308,57.345,55.75,56.376,529.27493524,29922.76401273316
1663340400,2022-09-16 15:00:00,ZEC/USDT,57.661,57.88,56.98,57.316,510.99122524,29316.21104449714
1663336800,2022-09-16 14:00:00,ZEC/USDT,57.259,57.99,57.239,57.688,429.70008569,24771.36763094082
1663333200,2022-09-16 13:00:00,ZEC/USDT,58.088,58.189,52.445,57.153,8097.15746668,456863.37362973759
1663329600,2022-09-16 12:00:00,ZEC/USDT,58.428,58.428,58.032,58.055,311.52154193,18124.69141278305
1663326000,2022-09-16 11:00:00,ZEC/USDT,58.198,58.421,58.077,58.372,255.59752114,14887.38055118148
1663322400,2022-09-16 10:00:00,ZEC/USDT,57.702,58.394,57.658,58.241,133.77498135,7744.61335324847
1663318800,2022-09-16 09:00:00,ZEC/USDT,57.391,57.782,57.391,57.751,296.44780699,17100.90526619251
1663315200,2022-09-16 08:00:00,ZEC/USDT,58.269,58.287,57.385,57.501,190.74587547,11047.25875698169
1663311600,2022-09-16 07:00:00,ZEC/USDT,58.555,58.678,58.284,58.288,206.53697954,12062.29173335887
1663308000,2022-09-16 06:00:00,ZEC/USDT,58.427,58.59,58.376,58.508,105.3838,6164.3634093
1663304400,2022-09-16 05:00:00,ZEC/USDT,58.625,58.676,58.446,58.446,14.25446686,835.33823011462
1663300800,2022-09-16 04:00:00,ZEC/USDT,58.569,58.8,58.569,58.599,247.73831008,14537.32894762689
1663297200,2022-09-16 03:00:00,ZEC/USDT,58.213,58.56,58.152,58.512,99.1800478,5781.407123895
1663293600,2022-09-16 02:00:00,ZEC/USDT,58.469,58.511,57.743,58.262,179.85917764,10470.16321232808
1663290000,2022-09-16 01:00:00,ZEC/USDT,58.627,58.716,58.295,58.49,32.9412,1929.3890321
1663286400,2022-09-16 00:00:00,ZEC/USDT,58.325,58.768,57.864,58.768,421.51065313,24516.41923695604
1663282800,2022-09-15 23:00:00,ZEC/USDT,58.625,58.68,58.07,58.28,244.34824124,14241.95834193702
1663279200,2022-09-15 22:00:00,ZEC/USDT,58.913,58.934,58.228,58.56,159.65334566,9336.16304413175
1663275600,2022-09-15 21:00:00,ZEC/USDT,59.163,59.185,58.77,58.973,27.13875027,1603.35452552023
1663272000,2022-09-15 20:00:00,ZEC/USDT,59,59.205,58.812,59.11,250.88451353,14817.34490881446
1663268400,2022-09-15 19:00:00,ZEC/USDT,58.934,59.119,58.653,59.024,396.19266335,23348.14032470045
1663264800,2022-09-15 18:00:00,ZEC/USDT,59.38,59.381,58.93,58.944,622.9847192,36938.2874933789
1663261200,2022-09-15 17:00:00,ZEC/USDT,59.713,59.889,59.383,59.442,48.59035539,2895.61811138259
1663257600,2022-09-15 16:00:00,ZEC/USDT,59.328,59.758,59.2,59.674,224.04823651,13336.9855409647
1663254000,2022-09-15 15:00:00,ZEC/USDT,59.729,59.731,58.727,59.434,457.37417339,26990.62484265786
1663250400,2022-09-15 14:00:00,ZEC/USDT,61.041,61.293,59.548,59.75,255.51381946,15529.35243556358
1663246800,2022-09-15 13:00:00,ZEC/USDT,61.192,61.25,60.533,60.97,59.33219343,3622.1448074082
1663243200,2022-09-15 12:00:00,ZEC/USDT,61.084,61.398,60.8,61.171,730.46359581,44568.35790730888
1663239600,2022-09-15 11:00:00,ZEC/USDT,60.52,61.185,60.371,61.041,408.22104098,24783.90453278046
1663236000,2022-09-15 10:00:00,ZEC/USDT,60.847,61.2,60.389,60.463,187.50319375,11426.62030317568
1663232400,2022-09-15 09:00:00,ZEC/USDT,60.915,60.941,60.607,60.889,52.86583916,3206.81703811887
1663228800,2022-09-15 08:00:00,ZEC/USDT,61.237,61.253,60.587,60.832,238.99633064,14561.45010496647
1663225200,2022-09-15 07:00:00,ZEC/USDT,61.237,62.004,61.042,61.287,742.88494267,45710.21188787063
1663221600,2022-09-15 06:00:00,ZEC/USDT,60.327,61.56,59.275,61.156,1030.21744458,62219.55082050277
1663218000,2022-09-15 05:00:00,ZEC/USDT,59.888,60.424,59.687,60.346,135.25428063,8134.06028843813
1663214400,2022-09-15 04:00:00,ZEC/USDT,59.905,60.12,59.567,59.907,279.70605414,16756.79379913948
1663210800,2022-09-15 03:00:00,ZEC/USDT,60.242,60.242,59.335,59.831,265.50163572,15880.1281004273
1663207200,2022-09-15 02:00:00,ZEC/USDT,60.794,60.801,59.628,60.312,598.3257182,35910.3604929943
1663203600,2022-09-15 01:00:00,ZEC/USDT,60.969,61.005,60.135,60.789,139.19680215,8451.36825899394
1663200000,2022-09-15 00:00:00,ZEC/USDT,62,62.143,60.932,60.938,685.20582825,42284.88859908475
1663196400,2022-09-14 23:00:00,ZEC/USDT,62.048,62.15,61.768,62,478.32,29639.9110107
1663192800,2022-09-14 22:00:00,ZEC/USDT,61.528,62.3,61.44,62.1,661.94945476,41073.68714895608
1663189200,2022-09-14 21:00:00,ZEC/USDT,61.184,61.766,60.809,61.624,546.32477403,33525.57809091497
1663185600,2022-09-14 20:00:00,ZEC/USDT,61.143,61.33,61.058,61.17,130.38140189,7986.34177807837
1663182000,2022-09-14 19:00:00,ZEC/USDT,60.729,61.2,60.436,61.18,803.24126842,48861.84806337864
1663178400,2022-09-14 18:00:00,ZEC/USDT,60.843,60.932,59.839,60.737,200.90692092,12188.38709967136
1663174800,2022-09-14 17:00:00,ZEC/USDT,60.813,61.29,60.732,60.898,238.21023795,14550.52704842459
1663171200,2022-09-14 16:00:00,ZEC/USDT,60.834,60.966,60.518,60.794,236.443,14378.3268122
1663167600,2022-09-14 15:00:00,ZEC/USDT,60.793,61.004,60.706,60.911,289.35291423,17629.99641116743
1663164000,2022-09-14 14:00:00,ZEC/USDT,60.558,60.9,60.345,60.8,208.9161,12669.275784
1663160400,2022-09-14 13:00:00,ZEC/USDT,60.66,61.118,59.889,60.555,491.28903999,29767.55741224531
1663156800,2022-09-14 12:00:00,ZEC/USDT,59.577,60.919,59.437,60.68,203.78236054,12291.56530309579
1663153200,2022-09-14 11:00:00,ZEC/USDT,59.772,60.096,59.269,59.658,246.66946052,14779.36791833028
1663149600,2022-09-14 10:00:00,ZEC/USDT,59.485,59.815,59.445,59.798,37.4821,2232.9930955
1663146000,2022-09-14 09:00:00,ZEC/USDT,59.575,59.741,59.38,59.506,11.4947,684.2021032
1663142400,2022-09-14 08:00:00,ZEC/USDT,59.262,59.794,58.901,59.652,107.8131,6386.7932406
1663138800,2022-09-14 07:00:00,ZEC/USDT,59.642,60.133,58.8,59.41,86.43887006,5149.11131547775
1663135200,2022-09-14 06:00:00,ZEC/USDT,60.112,60.112,59.571,59.597,3.652,218.5248615
1663131600,2022-09-14 05:00:00,ZEC/USDT,60.106,60.215,60.093,60.198,102.0905911,6144.6280384043
1663128000,2022-09-14 04:00:00,ZEC/USDT,59.679,60.144,59.663,60.142,36.94401502,2210.67961787688
1663124400,2022-09-14 03:00:00,ZEC/USDT,59.599,59.84,59.52,59.657,195.32712344,11644.99383698066
1663120800,2022-09-14 02:00:00,ZEC/USDT,59.496,60.011,59.496,59.762,80.9317,4829.0448482
1663117200,2022-09-14 01:00:00,ZEC/USDT,59.223,59.548,59.222,59.443,34.3308,2037.6941513
1663113600,2022-09-14 00:00:00,ZEC/USDT,58.783,59.29,58.554,59.29,103.213,6085.3223056
1663110000,2022-09-13 23:00:00,ZEC/USDT,58.927,59.085,58.6,58.861,133.26506551,7820.2563325431
1663106400,2022-09-13 22:00:00,ZEC/USDT,58.987,59.112,58.616,59.023,219.46667185,12926.60513468452
1663102800,2022-09-13 21:00:00,ZEC/USDT,59.245,59.399,58.594,59.009,93.04759553,5488.15954358303
1663099200,2022-09-13 20:00:00,ZEC/USDT,59.601,59.794,59.269,59.269,190.85218241,11382.38594582783
1663095600,2022-09-13 19:00:00,ZEC/USDT,59.166,59.682,58.595,59.682,549.88210365,32398.41743890401
1663092000,2022-09-13 18:00:00,ZEC/USDT,60.284,60.395,59.078,59.246,475.32758677,28420.23402617994
1663088400,2022-09-13 17:00:00,ZEC/USDT,60.235,60.699,60.061,60.294,611.9163002,36865.4971678524
1663084800,2022-09-13 16:00:00,ZEC/USDT,59.97,60.534,59.762,60.231,180.86886718,10890.04319581121
1663081200,2022-09-13 15:00:00,ZEC/USDT,60.027,60.208,59.8,60.009,446.64751206,26776.21641527863
1663077600,2022-09-13 14:00:00,ZEC/USDT,60.294,60.784,59.691,60.059,203.55257329,12269.9815496684
1663074000,2022-09-13 13:00:00,ZEC/USDT,60.371,61.2,60.135,60.32,324.92670015,19751.74564577841
1663070400,2022-09-13 12:00:00,ZEC/USDT,63.269,63.964,59.739,60.426,1766.82456227,108713.33226452769
1663066800,2022-09-13 11:00:00,ZEC/USDT,62.632,63.89,62.632,63.15,490.8285297,31188.7411299911
1663063200,2022-09-13 10:00:00,ZEC/USDT,61.993,62.682,61.987,62.589,352.2241,21902.1365395
1663059600,2022-09-13 09:00:00,ZEC/USDT,62.91,63.187,61.845,61.845,194.96699294,12170.91244827774
1663056000,2022-09-13 08:00:00,ZEC/USDT,63.016,63.079,62.729,62.883,116.62184204,7332.72911088292
1663052400,2022-09-13 07:00:00,ZEC/USDT,62.399,63.116,62.372,63.022,167.82891397,10528.25178579052
1663048800,2022-09-13 06:00:00,ZEC/USDT,62.373,62.752,61.987,62.162,130.752782,8168.75663082448
1663045200,2022-09-13 05:00:00,ZEC/USDT,62,62.44,61.949,62.349,97.10972078,6045.71373836204
1663041600,2022-09-13 04:00:00,ZEC/USDT,62.357,62.505,62.016,62.021,148.8323,9248.0709158
1663038000,2022-09-13 03:00:00,ZEC/USDT,61.94,62.459,61.613,62.201,114.13112468,7073.80429833701
1663034400,2022-09-13 02:00:00,ZEC/USDT,61.529,62.049,60.942,61.972,200.54125545,12374.89615973042
1663030800,2022-09-13 01:00:00,ZEC/USDT,61.786,61.815,61.157,61.487,245.60892221,15106.53662284097
1663027200,2022-09-13 00:00:00,ZEC/USDT,62.96,62.967,61.435,61.858,707.47768852,43916.01164769616
1663023600,2022-09-12 23:00:00,ZEC/USDT,61.914,63.995,61.826,62.987,739.9785318,46295.87924369061
1663020000,2022-09-12 22:00:00,ZEC/USDT,62.991,63.069,61.92,61.973,416.86398892,26047.8353906765
1663016400,2022-09-12 21:00:00,ZEC/USDT,63.7,63.707,62.915,63.073,234.30862116,14804.1156746388
1663012800,2022-09-12 20:00:00,ZEC/USDT,63.524,63.871,63.411,63.766,28.53555163,1815.88110448253
1663009200,2022-09-12 19:00:00,ZEC/USDT,63.687,63.74,63.517,63.564,29.9477,1905.1774766
1663005600,2022-09-12 18:00:00,ZEC/USDT,63.822,63.822,63.381,63.744,252.3904,16034.7643158
1663002000,2022-09-12 17:00:00,ZEC/USDT,63.269,63.903,63.066,63.888,126.755,8051.8924596
1662998400,2022-09-12 16:00:00,ZEC/USDT,64.073,64.094,62.65,63.324,417.7969152,26375.16050350152
1662994800,2022-09-12 15:00:00,ZEC/USDT,65.141,65.206,63.709,64.022,291.06486221,18798.09459073743
1662991200,2022-09-12 14:00:00,ZEC/USDT,65.146,65.331,64.547,65.08,192.7604417,12525.7239875249
1662987600,2022-09-12 13:00:00,ZEC/USDT,65.247,65.408,64.813,65.036,164.09278537,10679.37793988695
1662984000,2022-09-12 12:00:00,ZEC/USDT,65.062,65.373,65.004,65.215,93.62112963,6102.54928633892
1662980400,2022-09-12 11:00:00,ZEC/USDT,65.227,65.463,64.925,65.054,172.28052157,11230.08625781489
1662976800,2022-09-12 10:00:00,ZEC/USDT,64.997,65.322,64.57,65.234,21.20460901,1377.67224973199
1662973200,2022-09-12 09:00:00,ZEC/USDT,65.26,65.306,64.96,65.174,16.3149,1063.1161639
1662969600,2022-09-12 08:00:00,ZEC/USDT,64.814,65.55,64.657,65.289,103.44613396,6728.09803578181
1662966000,2022-09-12 07:00:00,ZEC/USDT,64.204,64.8,64.19,64.699,148.63125004,9596.89771652765
1662962400,2022-09-12 06:00:00,ZEC/USDT,64.212,64.254,63.865,64.144,27.99873086,1793.3116922525
1662958800,2022-09-12 05:00:00,ZEC/USDT,64.104,64.294,63.871,64.236,78.36313807,5011.52124417258
1662955200,2022-09-12 04:00:00,ZEC/USDT,63.917,64.254,63.852,64.119,107.2736,6874.5318739
1662951600,2022-09-12 03:00:00,ZEC/USDT,64.435,64.501,63.408,63.911,253.54462687,16199.12741931283
1662948000,2022-09-12 02:00:00,ZEC/USDT,66.083,66.176,64.252,64.422,657.66873923,43254.94038463044
1662944400,2022-09-12 01:00:00,ZEC/USDT,63.51,66.419,63.397,66.029,350.87872153,22998.28213500112
1662940800,2022-09-12 00:00:00,ZEC/USDT,64.293,64.319,63.458,63.458,62.794,4020.1144146
1662937200,2022-09-11 23:00:00,ZEC/USDT,63.882,64.429,63.6,64.285,56.0902,3583.8592309
1662933600,2022-09-11 22:00:00,ZEC/USDT,63.648,64.27,63.648,63.847,112.72243099,7226.06098800692
1662930000,2022-09-11 21:00:00,ZEC/USDT,64.592,64.607,63.397,63.596,154.4903,9900.825477
1662926400,2022-09-11 20:00:00,ZEC/USDT,64.864,64.946,64.04,64.564,74.72257974,4825.52721844773
1662922800,2022-09-11 19:00:00,ZEC/USDT,64.764,64.874,64.65,64.872,91.0132,5892.5135024
1662919200,2022-09-11 18:00:00,ZEC/USDT,65.491,65.499,64.732,64.732,44.75326285,2916.92500437925
1662915600,2022-09-11 17:00:00,ZEC/USDT,65.566,65.921,65.393,65.438,108.57970513,7136.57931938816
1662912000,2022-09-11 16:00:00,ZEC/USDT,64.973,65.822,64.973,65.635,231.94906244,15219.88521128779
1662908400,2022-09-11 15:00:00,ZEC/USDT,64.569,65.232,64.569,64.947,176.6804507,11476.12145630669
1662904800,2022-09-11 14:00:00,ZEC/USDT,64.678,64.728,64.421,64.659,78.9920314,5105.3976655332
1662901200,2022-09-11 13:00:00,ZEC/USDT,64.632,64.654,64.432,64.629,35.66256822,2302.28575822048
1662897600,2022-09-11 12:00:00,ZEC/USDT,64.169,64.732,64.06,64.681,46.62199383,2997.09668256754
1662894000,2022-09-11 11:00:00,ZEC/USDT,64.303,64.569,64.202,64.215,46.85884079,3017.15673949076
1662890400,2022-09-11 10:00:00,ZEC/USDT,64.388,64.51,64.132,64.233,69.41588176,4462.84117018721
1662886800,2022-09-11 09:00:00,ZEC/USDT,64.437,64.528,64.303,64.356,45.95765295,2959.2850733449
1662883200,2022-09-11 08:00:00,ZEC/USDT,64.274,64.543,64.113,64.422,47.69229175,3070.16603832631
1662879600,2022-09-11 07:00:00,ZEC/USDT,63.708,64.286,63.708,64.229,178.4864748,11410.7812063464
1662876000,2022-09-11 06:00:00,ZEC/USDT,64.458,64.473,63.163,63.671,463.60390609,29554.85795255127
1662872400,2022-09-11 05:00:00,ZEC/USDT,64.511,64.642,64.366,64.421,555.04849317,35767.8041036016
1662868800,2022-09-11 04:00:00,ZEC/USDT,64.654,64.96,64.519,64.574,343.44367264,22266.10450301728
1662865200,2022-09-11 03:00:00,ZEC/USDT,64.917,65.002,64.57,64.673,306.1543,19842.9195256
1662861600,2022-09-11 02:00:00,ZEC/USDT,64.965,65.085,64.705,64.856,344.9798,22376.5373103
1662858000,2022-09-11 01:00:00,ZEC/USDT,65.226,65.383,64.824,64.89,67.24538441,4378.31760124492
1662854400,2022-09-11 00:00:00,ZEC/USDT,65.41,65.698,65.104,65.209,41.45004873,2708.65039681151
1662850800,2022-09-10 23:00:00,ZEC/USDT,65.659,65.833,65.263,65.317,134.3198,8805.8640654
1662847200,2022-09-10 22:00:00,ZEC/USDT,65.19,65.78,65.188,65.676,138.12151002,9048.87465075908
1662843600,2022-09-10 21:00:00,ZEC/USDT,64.64,65.561,64.614,65.111,141.68632169,9185.36739458815
1662840000,2022-09-10 20:00:00,ZEC/USDT,64.864,64.919,64.317,64.589,196.88443908,12710.73891596462
1662836400,2022-09-10 19:00:00,ZEC/USDT,64.954,65.219,64.884,64.939,54.09206722,3514.71092284496
1662832800,2022-09-10 18:00:00,ZEC/USDT,64.862,65.012,64.846,64.94,85.28853066,5536.37797770602
1662829200,2022-09-10 17:00:00,ZEC/USDT,65.209,65.256,64.812,64.813,31.88544137,2073.42707262439
1662825600,2022-09-10 16:00:00,ZEC/USDT,64.933,65.5,64.783,65.299,45.5486,2961.9128724
1662822000,2022-09-10 15:00:00,ZEC/USDT,64.764,65.04,64.592,64.81,74.80022789,4841.24805082327
1662818400,2022-09-10 14:00:00,ZEC/USDT,64.795,65.331,64.64,64.64,200.18364879,13020.55897418825
1662814800,2022-09-10 13:00:00,ZEC/USDT,65.456,65.576,64.8,64.859,63.14219909,4128.05131367882
1662811200,2022-09-10 12:00:00,ZEC/USDT,65.443,65.704,64.742,65.432,143.72460118,9355.11745588086
1662807600,2022-09-10 11:00:00,ZEC/USDT,65.265,65.614,65.199,65.244,189.29698712,12389.29578607704
1662804000,2022-09-10 10:00:00,ZEC/USDT,65.232,65.295,64.92,65.134,36.6946,2389.7803247
1662800400,2022-09-10 09:00:00,ZEC/USDT,65.095,65.408,65.095,65.18,54.93657426,3586.04223209224
1662796800,2022-09-10 08:00:00,ZEC/USDT,64.855,65.485,64.852,65.075,91.2139,5939.7638396
1662793200,2022-09-10 07:00:00,ZEC/USDT,65.864,65.88,64.434,64.824,141.6668,9170.3709492
1662789600,2022-09-10 06:00:00,ZEC/USDT,65.05,66.008,65.05,65.843,195.62825313,12863.52066880989
1662786000,2022-09-10 05:00:00,ZEC/USDT,64.99,65.265,64.838,65.078,165.2054618,10751.13721715068
1662782400,2022-09-10 04:00:00,ZEC/USDT,65.462,65.97,64.5,64.975,225.44746027,14752.63145009742
1662778800,2022-09-10 03:00:00,ZEC/USDT,65.833,66,65.482,65.482,111.6749784,7348.18078962048
1662775200,2022-09-10 02:00:00,ZEC/USDT,65.759,65.867,65.383,65.867,120.89639422,7935.44660244491
1662771600,2022-09-10 01:00:00,ZEC/USDT,65.878,66.097,65.588,65.745,126.33670133,8321.89656401578
1662768000,2022-09-10 00:00:00,ZEC/USDT,66.016,66.171,65.363,65.792,188.79050305,12400.83286914662
1662764400,2022-09-09 23:00:00,ZEC/USDT,65.887,66.56,64.949,65.961,144.36819984,9489.78252142936
1662760800,2022-09-09 22:00:00,ZEC/USDT,66.202,66.581,65.874,65.874,297.02107426,19659.77049047398
1662757200,2022-09-09 21:00:00,ZEC/USDT,66.549,66.56,66.232,66.262,173.72286926,11527.08651929012
1662753600,2022-09-09 20:00:00,ZEC/USDT,65.713,66.889,65.608,66.59,308.52164001,20434.02786095163
1662750000,2022-09-09 19:00:00,ZEC/USDT,64.749,66.419,64.693,65.7,691.79793859,45332.73529596073
1662746400,2022-09-09 18:00:00,ZEC/USDT,64.297,64.711,64.262,64.665,101.90411471,6579.25817655106
1662742800,2022-09-09 17:00:00,ZEC/USDT,64.879,64.922,64.132,64.3,167.06647865,10775.78247962166
1662739200,2022-09-09 16:00:00,ZEC/USDT,64.592,64.96,64.007,64.96,406.10873486,26139.42970232199
1662735600,2022-09-09 15:00:00,ZEC/USDT,64.995,65.041,64.606,64.705,150.86565935,9787.03633454514
1662732000,2022-09-09 14:00:00,ZEC/USDT,64.917,65.134,64.34,64.99,467.26783873,30315.99084384525
1662728400,2022-09-09 13:00:00,ZEC/USDT,65.343,65.36,64.304,64.844,349.47251402,22639.6275423715
1662724800,2022-09-09 12:00:00,ZEC/USDT,64.546,66.779,64.487,65.316,1905.72321143,124543.22417433153
1662721200,2022-09-09 11:00:00,ZEC/USDT,64.117,64.545,64.007,64.495,264.7922886,17036.2827905964
1662717600,2022-09-09 10:00:00,ZEC/USDT,63.312,64.159,63.287,64.104,548.18083678,34857.96765076667
1662714000,2022-09-09 09:00:00,ZEC/USDT,63.549,63.604,63.076,63.286,227.35226585,14410.08766280874
1662710400,2022-09-09 08:00:00,ZEC/USDT,63.021,63.707,63.021,63.474,265.25465316,16843.08561256744
1662706800,2022-09-09 07:00:00,ZEC/USDT,63.149,63.252,62.844,63.021,264.69019259,16696.64411006362
1662703200,2022-09-09 06:00:00,ZEC/USDT,63.085,63.455,62.888,63.121,357.86337713,22597.77094842043
1662699600,2022-09-09 05:00:00,ZEC/USDT,62.953,63.341,62.932,62.999,187.39985299,11812.92068652926
1662696000,2022-09-09 04:00:00,ZEC/USDT,62.379,63.055,62.318,62.791,429.79912333,26966.24932913327
1662692400,2022-09-09 03:00:00,ZEC/USDT,61.296,62.415,61.201,62.355,500.32884952,30879.51252017846
1662688800,2022-09-09 02:00:00,ZEC/USDT,61.098,61.509,61.025,61.282,299.91146043,18378.64147308048
1662685200,2022-09-09 01:00:00,ZEC/USDT,61.313,61.493,61.03,61.118,365.32795185,22349.83750803175
1662681600,2022-09-09 00:00:00,ZEC/USDT,61.127,61.566,60.95,61.274,332.77964919,20399.70485489886
1662678000,2022-09-08 23:00:00,ZEC/USDT,60.857,61.185,60.857,61.072,75.24193954,4586.04457602781
1662674400,2022-09-08 22:00:00,ZEC/USDT,60.97,60.97,60.656,60.845,83.46783669,5073.28612448096
1662670800,2022-09-08 21:00:00,ZEC/USDT,61.108,61.108,60.66,60.829,81.33365655,4948.7435925574
1662667200,2022-09-08 20:00:00,ZEC/USDT,61.36,61.559,61.07,61.07,407.0243,24967.8129736
1662663600,2022-09-08 19:00:00,ZEC/USDT,60.736,61.336,60.552,61.336,396.74712599,24154.6743739841
1662660000,2022-09-08 18:00:00,ZEC/USDT,60.185,60.81,60.175,60.679,428.08047441,25898.48780922675
1662656400,2022-09-08 17:00:00,ZEC/USDT,59.778,60.442,59.658,60.188,494.33263697,29756.26207462198
1662652800,2022-09-08 16:00:00,ZEC/USDT,60.175,60.175,59.269,59.844,453.99189478,27101.18688114243
1662649200,2022-09-08 15:00:00,ZEC/USDT,60.84,60.927,60.199,60.313,555.28487143,33690.1930748986
1662645600,2022-09-08 14:00:00,ZEC/USDT,59.89,60.81,59.6,60.755,256.32320349,15445.94143242902
1662642000,2022-09-08 13:00:00,ZEC/USDT,59.253,60.175,58.697,59.858,188.60400154,11227.34805390726
1662638400,2022-09-08 12:00:00,ZEC/USDT,59.794,60.072,58.994,59.287,237.51172775,14103.94894843375
1662634800,2022-09-08 11:00:00,ZEC/USDT,60.061,60.5,59.5,59.772,544.78280875,32671.27372624292
1662631200,2022-09-08 10:00:00,ZEC/USDT,58.991,60.061,58.991,59.994,343.18263976,20498.73866065576
1662627600,2022-09-08 09:00:00,ZEC/USDT,58.944,59.2,58.809,58.994,256.55162294,15146.9900698894
1662624000,2022-09-08 08:00:00,ZEC/USDT,58.761,58.941,58.645,58.941,46.49019861,2737.4422560293
1662620400,2022-09-08 07:00:00,ZEC/USDT,59.141,59.402,58.104,58.752,422.1676,24700.2587164
1662616800,2022-09-08 06:00:00,ZEC/USDT,59.233,59.6,59.112,59.13,79.44170133,4704.78299903068
1662613200,2022-09-08 05:00:00,ZEC/USDT,59.378,59.418,59.074,59.198,73.12115245,4330.4756944006
1662609600,2022-09-08 04:00:00,ZEC/USDT,59.288,59.731,59.154,59.42,284.01127606,16862.7670736655
1662606000,2022-09-08 03:00:00,ZEC/USDT,59.465,59.465,59.119,59.262,23.50500992,1394.7462248056
1662602400,2022-09-08 02:00:00,ZEC/USDT,59.341,59.52,59.312,59.38,50.6380925,3011.23798514312
1662598800,2022-09-08 01:00:00,ZEC/USDT,59.566,59.687,59.218,59.262,94.60026775,5626.83871423803
1662595200,2022-09-08 00:00:00,ZEC/USDT,59.443,59.923,59.188,59.518,202.55761119,12071.81955279153
1662591600,2022-09-07 23:00:00,ZEC/USDT,59.366,59.682,59.156,59.34,367.11273032,21781.66007502762
1662588000,2022-09-07 22:00:00,ZEC/USDT,59.514,59.77,59.236,59.35,106.30800744,6314.35296203965
1662584400,2022-09-07 21:00:00,ZEC/USDT,59.773,60,59.414,59.489,372.11153521,22193.07895507775
