https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI,Volume EUR
1663545600,2022-09-19 00:00:00,SUSHI/EUR,1.02743,1.02743,1.02743,1.02743,111.69977980,114.763704759914
1663542000,2022-09-18 23:00:00,SUSHI/EUR,1.04413,1.04413,1.02164,1.02164,93.12205306,95.1372142882184
1663538400,2022-09-18 22:00:00,SUSHI/EUR,1.03699,1.04039,1.03699,1.04039,143.30820932,149.09642789443478
1663534800,2022-09-18 21:00:00,SUSHI/EUR,1.07612,1.07612,1.00000,1.04782,2853.80645017,2990.2754746171295
1663531200,2022-09-18 20:00:00,SUSHI/EUR,1.09244,1.09244,1.09115,1.09115,205.83228584,224.593898694316
1663527600,2022-09-18 19:00:00,SUSHI/EUR,1.09400,1.09400,1.09400,1.09400,0.00000000,0.0
1663524000,2022-09-18 18:00:00,SUSHI/EUR,1.09885,1.09885,1.09078,1.09400,339.02043057,370.88835104358
1663520400,2022-09-18 17:00:00,SUSHI/EUR,1.10292,1.11061,1.09365,1.09365,524.91705844,574.075540962906
1663516800,2022-09-18 16:00:00,SUSHI/EUR,1.10736,1.10736,1.10736,1.10736,99.29552549,109.9558931066064
1663513200,2022-09-18 15:00:00,SUSHI/EUR,1.12270,1.12270,1.12270,1.12270,0.00000000,0.0
1663509600,2022-09-18 14:00:00,SUSHI/EUR,1.12270,1.12270,1.12270,1.12270,45.61675455,51.213930333285006
1663506000,2022-09-18 13:00:00,SUSHI/EUR,1.12728,1.12728,1.12728,1.12728,0.00000000,0.0
1663502400,2022-09-18 12:00:00,SUSHI/EUR,1.12824,1.12824,1.12728,1.12728,20.28809525,22.87036401342
1663498800,2022-09-18 11:00:00,SUSHI/EUR,1.13305,1.13305,1.13305,1.13305,44.15990000,50.035374694999994
1663495200,2022-09-18 10:00:00,SUSHI/EUR,1.15405,1.15405,1.15405,1.15405,0.00000000,0.0
1663491600,2022-09-18 09:00:00,SUSHI/EUR,1.15405,1.15405,1.15405,1.15405,114.72000000,132.392616
1663488000,2022-09-18 08:00:00,SUSHI/EUR,1.15234,1.15270,1.15234,1.15270,369.21413802,425.593136895654
1663484400,2022-09-18 07:00:00,SUSHI/EUR,1.15685,1.15685,1.15685,1.15685,0.00000000,0.0
1663480800,2022-09-18 06:00:00,SUSHI/EUR,1.15685,1.15685,1.15685,1.15685,0.00000000,0.0
1663477200,2022-09-18 05:00:00,SUSHI/EUR,1.15685,1.15685,1.15685,1.15685,0.00000000,0.0
1663473600,2022-09-18 04:00:00,SUSHI/EUR,1.15685,1.15685,1.15685,1.15685,120.23569895,139.09466833030748
1663470000,2022-09-18 03:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663466400,2022-09-18 02:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663462800,2022-09-18 01:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663459200,2022-09-18 00:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663455600,2022-09-17 23:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663452000,2022-09-17 22:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663448400,2022-09-17 21:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663444800,2022-09-17 20:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,0.00000000,0.0
1663441200,2022-09-17 19:00:00,SUSHI/EUR,1.15694,1.15694,1.15694,1.15694,1037.21887046,1199.9999999899926
1663437600,2022-09-17 18:00:00,SUSHI/EUR,1.15737,1.15737,1.15737,1.15737,0.00000000,0.0
1663434000,2022-09-17 17:00:00,SUSHI/EUR,1.15737,1.15737,1.15737,1.15737,43.75202209,50.637277806303295
1663430400,2022-09-17 16:00:00,SUSHI/EUR,1.15356,1.15538,1.15356,1.15538,512.66923430,592.3277799255341
1663426800,2022-09-17 15:00:00,SUSHI/EUR,1.13022,1.13022,1.13022,1.13022,0.00000000,0.0
1663423200,2022-09-17 14:00:00,SUSHI/EUR,1.13022,1.13022,1.13022,1.13022,0.00000000,0.0
1663419600,2022-09-17 13:00:00,SUSHI/EUR,1.13022,1.13022,1.13022,1.13022,117.71000000,133.0381962
1663416000,2022-09-17 12:00:00,SUSHI/EUR,1.12593,1.12993,1.12593,1.12993,81.51988630,92.111765126959
1663412400,2022-09-17 11:00:00,SUSHI/EUR,1.12685,1.12685,1.12685,1.12685,91.03957219,102.5879419223015
1663408800,2022-09-17 10:00:00,SUSHI/EUR,1.12105,1.12252,1.12105,1.12252,56.51829997,63.4429220823244
1663405200,2022-09-17 09:00:00,SUSHI/EUR,1.12748,1.12748,1.12748,1.12748,21.06467520,23.749999994496
1663401600,2022-09-17 08:00:00,SUSHI/EUR,1.13046,1.13052,1.13046,1.13052,1176.93000000,1330.5429036
1663398000,2022-09-17 07:00:00,SUSHI/EUR,1.12954,1.12954,1.12954,1.12954,0.00000000,0.0
1663394400,2022-09-17 06:00:00,SUSHI/EUR,1.12954,1.12954,1.12954,1.12954,36.71463117,41.470644491761796
1663390800,2022-09-17 05:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663387200,2022-09-17 04:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663383600,2022-09-17 03:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663380000,2022-09-17 02:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663376400,2022-09-17 01:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663372800,2022-09-17 00:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663369200,2022-09-16 23:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663365600,2022-09-16 22:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663362000,2022-09-16 21:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,0.00000000,0.0
1663358400,2022-09-16 20:00:00,SUSHI/EUR,1.13461,1.13461,1.13461,1.13461,792.14745744,898.7784266859984
1663354800,2022-09-16 19:00:00,SUSHI/EUR,1.12410,1.13113,1.12410,1.13113,903.30929306,1021.7602406589577
1663351200,2022-09-16 18:00:00,SUSHI/EUR,1.12169,1.12169,1.12169,1.12169,201.56146416,226.08947873363044
1663347600,2022-09-16 17:00:00,SUSHI/EUR,1.11349,1.12223,1.11349,1.12223,2321.73193309,2605.517227271591
1663344000,2022-09-16 16:00:00,SUSHI/EUR,1.12612,1.12612,1.12612,1.12612,142.54285750,160.5203626879
1663340400,2022-09-16 15:00:00,SUSHI/EUR,1.13195,1.13195,1.13195,1.13195,0.00000000,0.0
1663336800,2022-09-16 14:00:00,SUSHI/EUR,1.13195,1.13195,1.13195,1.13195,15.46000000,17.499947000000002
1663333200,2022-09-16 13:00:00,SUSHI/EUR,1.11240,1.11240,1.11240,1.11240,25.53216202,28.401977031048002
1663329600,2022-09-16 12:00:00,SUSHI/EUR,1.14078,1.14078,1.14078,1.14078,1003.65556899,1144.950199992412
1663326000,2022-09-16 11:00:00,SUSHI/EUR,1.13076,1.14402,1.13076,1.14402,1098.66224567,1256.8915822913934
1663322400,2022-09-16 10:00:00,SUSHI/EUR,1.12521,1.12521,1.12521,1.12521,25.00000000,28.13025
1663318800,2022-09-16 09:00:00,SUSHI/EUR,1.12272,1.12272,1.12272,1.12272,28.24213477,31.7080095489744
1663315200,2022-09-16 08:00:00,SUSHI/EUR,1.12607,1.12607,1.11661,1.11661,515.43450910,575.539327206151
1663311600,2022-09-16 07:00:00,SUSHI/EUR,1.12692,1.12692,1.12645,1.12645,2253.77625196,2538.766259020342
1663308000,2022-09-16 06:00:00,SUSHI/EUR,1.12559,1.12559,1.12559,1.12559,0.00000000,0.0
1663304400,2022-09-16 05:00:00,SUSHI/EUR,1.12559,1.12559,1.12559,1.12559,50.00000000,56.279500000000006
1663300800,2022-09-16 04:00:00,SUSHI/EUR,1.10733,1.10733,1.10733,1.10733,0.00000000,0.0
1663297200,2022-09-16 03:00:00,SUSHI/EUR,1.10733,1.10733,1.10733,1.10733,0.00000000,0.0
1663293600,2022-09-16 02:00:00,SUSHI/EUR,1.10733,1.10733,1.10733,1.10733,0.00000000,0.0
1663290000,2022-09-16 01:00:00,SUSHI/EUR,1.10733,1.10733,1.10733,1.10733,0.00000000,0.0
1663286400,2022-09-16 00:00:00,SUSHI/EUR,1.10733,1.10733,1.10733,1.10733,0.00000000,0.0
1663282800,2022-09-15 23:00:00,SUSHI/EUR,1.10733,1.10733,1.10733,1.10733,0.00000000,0.0
1663279200,2022-09-15 22:00:00,SUSHI/EUR,1.10861,1.10861,1.10733,1.10733,159.61024099,176.7412081554567
1663275600,2022-09-15 21:00:00,SUSHI/EUR,1.12519,1.12519,1.12519,1.12519,0.00000000,0.0
1663272000,2022-09-15 20:00:00,SUSHI/EUR,1.12519,1.12519,1.12519,1.12519,0.00000000,0.0
1663268400,2022-09-15 19:00:00,SUSHI/EUR,1.12519,1.12519,1.12519,1.12519,0.00000000,0.0
1663264800,2022-09-15 18:00:00,SUSHI/EUR,1.12519,1.12519,1.12519,1.12519,331.17000000,372.6291723
1663261200,2022-09-15 17:00:00,SUSHI/EUR,1.12732,1.12732,1.12732,1.12732,0.00000000,0.0
1663257600,2022-09-15 16:00:00,SUSHI/EUR,1.12060,1.12732,1.12060,1.12732,1120.83449150,1263.53913895778
1663254000,2022-09-15 15:00:00,SUSHI/EUR,1.11982,1.12397,1.11982,1.12261,750.79527418,842.8502827472098
1663250400,2022-09-15 14:00:00,SUSHI/EUR,1.12226,1.12226,1.12226,1.12226,1200.00000000,1346.712
1663246800,2022-09-15 13:00:00,SUSHI/EUR,1.15471,1.15471,1.15125,1.15125,119.84673531,137.97355402563753
1663243200,2022-09-15 12:00:00,SUSHI/EUR,1.15259,1.15259,1.15259,1.15259,43.14404294,49.7273924522146
1663239600,2022-09-15 11:00:00,SUSHI/EUR,1.15403,1.15403,1.15403,1.15403,70.05532196,80.8459432014988
1663236000,2022-09-15 10:00:00,SUSHI/EUR,1.15401,1.15401,1.15401,1.15401,0.00000000,0.0
1663232400,2022-09-15 09:00:00,SUSHI/EUR,1.15401,1.15401,1.15401,1.15401,0.00000000,0.0
1663228800,2022-09-15 08:00:00,SUSHI/EUR,1.15401,1.15401,1.15401,1.15401,646.12176242,745.6309750503042
1663225200,2022-09-15 07:00:00,SUSHI/EUR,1.16667,1.16667,1.16667,1.16667,0.00000000,0.0
1663221600,2022-09-15 06:00:00,SUSHI/EUR,1.13310,1.16667,1.13310,1.16667,202.39294127,236.12577279147092
