https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MSWAP,Volume BTC
1663459200,2022-09-18 00:00:00,MSWAP/BTC,0.0000000405,0.0000000407,0.0000000402,0.0000000407,109533.8966,0.00442791449076
1663372800,2022-09-17 00:00:00,MSWAP/BTC,0.000000039,0.0000000426,0.0000000385,0.0000000404,1834660.14,0.07723603376412
1663286400,2022-09-16 00:00:00,MSWAP/BTC,0.0000000385,0.0000000411,0.0000000384,0.0000000395,539149.9834,0.02131016800059
1663200000,2022-09-15 00:00:00,MSWAP/BTC,0.0000000392,0.0000000412,0.0000000383,0.0000000385,1718008.7155,0.06780810669489
1663113600,2022-09-14 00:00:00,MSWAP/BTC,0.0000000406,0.0000000412,0.000000037,0.0000000392,1367606.3383,0.05309027865854
1663027200,2022-09-13 00:00:00,MSWAP/BTC,0.000000035,0.0000000424,0.0000000347,0.0000000408,4286208.3167,0.15818572672863
1662940800,2022-09-12 00:00:00,MSWAP/BTC,0.000000038,0.0000000395,0.0000000349,0.0000000356,6607515.0462,0.23821179107745
1662854400,2022-09-11 00:00:00,MSWAP/BTC,0.0000000392,0.0000000413,0.000000038,0.000000038,1572440.5824,0.06143960159185
1662768000,2022-09-10 00:00:00,MSWAP/BTC,0.0000000402,0.0000000412,0.0000000388,0.00000004,2163031.9059,0.08595272484595
1662681600,2022-09-09 00:00:00,MSWAP/BTC,0.0000000448,0.0000000477,0.00000004,0.0000000402,8377288.5093,0.36375844757062
1662595200,2022-09-08 00:00:00,MSWAP/BTC,0.0000000392,0.00000007,0.0000000392,0.0000000444,42039427.9611,2.26171879972729
1662508800,2022-09-07 00:00:00,MSWAP/BTC,0.0000000384,0.0000000409,0.0000000347,0.0000000392,6086674.6872,0.23200549763534
1662422400,2022-09-06 00:00:00,MSWAP/BTC,0.0000000374,0.0000000395,0.0000000373,0.0000000379,2340245.7321,0.08997128808025
1662336000,2022-09-05 00:00:00,MSWAP/BTC,0.0000000392,0.0000000392,0.0000000372,0.0000000378,2481829.2349,0.09286778575907
1662249600,2022-09-04 00:00:00,MSWAP/BTC,0.0000000413,0.0000000416,0.000000038,0.0000000388,2079952.9817,0.08018338854435
1662163200,2022-09-03 00:00:00,MSWAP/BTC,0.0000000385,0.0000000425,0.0000000384,0.000000041,1032781.5774,0.04238537410725
1662076800,2022-09-02 00:00:00,MSWAP/BTC,0.0000000378,0.0000000399,0.0000000373,0.0000000392,521779.0436,0.02002397041657
1661990400,2022-09-01 00:00:00,MSWAP/BTC,0.0000000399,0.00000004,0.0000000373,0.0000000373,2956579.6063,0.11430039051392
1661904000,2022-08-31 00:00:00,MSWAP/BTC,0.0000000404,0.000000042,0.0000000395,0.0000000395,4000877.0628,0.1592061748928
1661817600,2022-08-30 00:00:00,MSWAP/BTC,0.0000000387,0.0000000408,0.000000038,0.0000000406,1751322.6458,0.06889369302515
1661731200,2022-08-29 00:00:00,MSWAP/BTC,0.0000000385,0.0000000396,0.0000000373,0.0000000388,1600504.066,0.06127878055892
1661644800,2022-08-28 00:00:00,MSWAP/BTC,0.0000000381,0.0000000412,0.000000038,0.0000000385,845789.2157,0.03301938957373
1661558400,2022-08-27 00:00:00,MSWAP/BTC,0.0000000412,0.0000000416,0.0000000379,0.000000038,966950.7577,0.03779712627582
1661472000,2022-08-26 00:00:00,MSWAP/BTC,0.0000000421,0.0000000429,0.00000004,0.0000000414,3510951.9601,0.14419242256394
1661385600,2022-08-25 00:00:00,MSWAP/BTC,0.0000000435,0.0000000528,0.0000000422,0.0000000423,4728302.8533,0.22418594271587
1661299200,2022-08-24 00:00:00,MSWAP/BTC,0.0000000423,0.000000045,0.0000000404,0.0000000437,2079163.5188,0.08810195236174
1661212800,2022-08-23 00:00:00,MSWAP/BTC,0.0000000423,0.0000000448,0.0000000404,0.0000000423,1071310.534,0.0451758729891
1661126400,2022-08-22 00:00:00,MSWAP/BTC,0.0000000431,0.0000000433,0.000000042,0.0000000427,796781.2948,0.03402084727587
1661040000,2022-08-21 00:00:00,MSWAP/BTC,0.0000000424,0.0000000483,0.0000000412,0.0000000428,2658242.6994,0.1162131970717
1660953600,2022-08-20 00:00:00,MSWAP/BTC,0.0000000416,0.0000000473,0.0000000404,0.0000000423,2347454.857,0.103820705158
1660867200,2022-08-19 00:00:00,MSWAP/BTC,0.0000000428,0.0000000453,0.0000000392,0.000000042,1887172.356,0.07964521565568
1660780800,2022-08-18 00:00:00,MSWAP/BTC,0.0000000434,0.0000000439,0.0000000418,0.0000000428,136378.955,0.00582150982285
1660694400,2022-08-17 00:00:00,MSWAP/BTC,0.0000000433,0.0000000442,0.000000042,0.0000000439,1999095.009,0.0869503637776
1660608000,2022-08-16 00:00:00,MSWAP/BTC,0.0000000424,0.000000044,0.0000000416,0.0000000436,1248204.7796,0.05418352519334
1660521600,2022-08-15 00:00:00,MSWAP/BTC,0.0000000448,0.0000000452,0.0000000411,0.0000000426,722181.9959,0.03113416261973
1660435200,2022-08-14 00:00:00,MSWAP/BTC,0.0000000425,0.0000000459,0.0000000421,0.0000000452,1206248.5762,0.05171035342728
1660348800,2022-08-13 00:00:00,MSWAP/BTC,0.000000046,0.0000000462,0.0000000424,0.0000000424,960158.7123,0.04243207630048
1660262400,2022-08-12 00:00:00,MSWAP/BTC,0.000000043,0.0000000559,0.000000042,0.0000000454,11585228.9696,0.56329747250304
1660176000,2022-08-11 00:00:00,MSWAP/BTC,0.0000000447,0.000000045,0.0000000421,0.0000000428,810082.1242,0.03507513140127
1660089600,2022-08-10 00:00:00,MSWAP/BTC,0.0000000461,0.000000048,0.000000044,0.000000044,1197339.1754,0.05392460708977
1660003200,2022-08-09 00:00:00,MSWAP/BTC,0.0000000487,0.0000000494,0.0000000449,0.000000046,3276762.001,0.15392105255538
1659916800,2022-08-08 00:00:00,MSWAP/BTC,0.0000000507,0.0000000528,0.000000048,0.0000000484,2546608.0489,0.12701453410443
1659830400,2022-08-07 00:00:00,MSWAP/BTC,0.0000000508,0.0000000562,0.000000049,0.0000000507,5169056.2612,0.27413094455981
1659744000,2022-08-06 00:00:00,MSWAP/BTC,0.00000005,0.0000000517,0.00000005,0.0000000507,3181317.0993,0.16156710191928
1659657600,2022-08-05 00:00:00,MSWAP/BTC,0.000000054,0.000000062,0.0000000492,0.0000000502,20710288.092,1.11343626522821
1659571200,2022-08-04 00:00:00,MSWAP/BTC,0.0000000556,0.0000000628,0.0000000512,0.000000054,28835113.6345,1.59170615756954
1659484800,2022-08-03 00:00:00,MSWAP/BTC,0.0000000444,0.0000000868,0.0000000424,0.000000056,47997471.3591,2.94614832322376
1659398400,2022-08-02 00:00:00,MSWAP/BTC,0.0000000382,0.0000000551,0.0000000367,0.0000000445,6749902.5154,0.31983998589562
1659312000,2022-08-01 00:00:00,MSWAP/BTC,0.0000000427,0.0000000474,0.000000038,0.0000000387,1155574.6679,0.04728758302823
1659225600,2022-07-31 00:00:00,MSWAP/BTC,0.0000000457,0.0000000476,0.000000041,0.000000042,675719.8834,0.02975313885568
