https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPOOL,Volume BTC
1663459200,2022-09-18 00:00:00,LPOOL/BTC,0.00000642,0.00000642,0.00000642,0.00000642,4.3306,0.000027802452
1663372800,2022-09-17 00:00:00,LPOOL/BTC,0.00000615,0.00000648,0.00000606,0.00000642,4254.9605,0.026838617547
1663286400,2022-09-16 00:00:00,LPOOL/BTC,0.00000667,0.00000705,0.00000607,0.0000062,14268.6815,0.094764328487
1663200000,2022-09-15 00:00:00,LPOOL/BTC,0.0000064,0.00000739,0.00000636,0.00000668,25763.5618,0.174083895267
1663113600,2022-09-14 00:00:00,LPOOL/BTC,0.00000653,0.00000677,0.00000634,0.00000645,14574.5697,0.095184920538
1663027200,2022-09-13 00:00:00,LPOOL/BTC,0.00000647,0.00000706,0.00000609,0.00000655,38308.0275,0.250087773949
1662940800,2022-09-12 00:00:00,LPOOL/BTC,0.00000589,0.00000761,0.00000565,0.00000647,56987.4671,0.370535087554
1662854400,2022-09-11 00:00:00,LPOOL/BTC,0.00000617,0.0000068,0.00000589,0.00000589,23220.6214,0.149334271804
1662768000,2022-09-10 00:00:00,LPOOL/BTC,0.0000063,0.00000663,0.00000587,0.00000617,23795.6935,0.148200639379
1662681600,2022-09-09 00:00:00,LPOOL/BTC,0.00000663,0.00000767,0.00000596,0.00000629,33952.2339,0.22471404565
1662595200,2022-09-08 00:00:00,LPOOL/BTC,0.00000677,0.00000821,0.00000637,0.00000665,47327.8784,0.331178470818
1662508800,2022-09-07 00:00:00,LPOOL/BTC,0.00000625,0.00000751,0.00000578,0.0000068,62465.0805,0.402967390018
1662422400,2022-09-06 00:00:00,LPOOL/BTC,0.00000636,0.00000646,0.00000582,0.00000624,71277.177,0.445215654607
1662336000,2022-09-05 00:00:00,LPOOL/BTC,0.00000629,0.00000647,0.0000058,0.00000636,53127.1118,0.323658428676
1662249600,2022-09-04 00:00:00,LPOOL/BTC,0.00000655,0.00000685,0.00000608,0.00000634,39273.371,0.250482889888
1662163200,2022-09-03 00:00:00,LPOOL/BTC,0.00000657,0.00000677,0.00000629,0.00000652,37232.7392,0.243352694804
1662076800,2022-09-02 00:00:00,LPOOL/BTC,0.00000611,0.00000707,0.00000608,0.00000662,76533.8834,0.500251552865
1661990400,2022-09-01 00:00:00,LPOOL/BTC,0.00000611,0.00000629,0.00000601,0.00000611,32803.5637,0.202304523649
1661904000,2022-08-31 00:00:00,LPOOL/BTC,0.00000657,0.00000663,0.00000601,0.00000613,59612.0127,0.373040792923
1661817600,2022-08-30 00:00:00,LPOOL/BTC,0.00000626,0.00000681,0.00000601,0.00000659,98302.6901,0.641450671526
1661731200,2022-08-29 00:00:00,LPOOL/BTC,0.00000641,0.00000682,0.0000062,0.00000627,53158.2871,0.349030091365
1661644800,2022-08-28 00:00:00,LPOOL/BTC,0.00000708,0.00000725,0.00000631,0.00000639,14610.0312,0.100239938952
1661558400,2022-08-27 00:00:00,LPOOL/BTC,0.00000696,0.00000724,0.00000678,0.00000707,9908.0713,0.069741611428
1661472000,2022-08-26 00:00:00,LPOOL/BTC,0.00000675,0.00000699,0.00000654,0.0000069,7373.3217,0.049867139589
1661385600,2022-08-25 00:00:00,LPOOL/BTC,0.00000648,0.00000682,0.00000632,0.00000675,9674.8501,0.064344249029
1661299200,2022-08-24 00:00:00,LPOOL/BTC,0.00000737,0.00000753,0.00000633,0.00000642,14058.8694,0.093551681465
1661212800,2022-08-23 00:00:00,LPOOL/BTC,0.00000686,0.00000735,0.00000679,0.00000732,10742.7102,0.075462719507
1661126400,2022-08-22 00:00:00,LPOOL/BTC,0.00000717,0.00000739,0.00000664,0.00000687,16535.7102,0.114476653954
1661040000,2022-08-21 00:00:00,LPOOL/BTC,0.00000668,0.00000738,0.00000662,0.00000712,5519.5456,0.038683477186
1660953600,2022-08-20 00:00:00,LPOOL/BTC,0.00000747,0.00000774,0.00000669,0.00000669,29663.7053,0.213300639113
1660867200,2022-08-19 00:00:00,LPOOL/BTC,0.00000822,0.0000083,0.00000697,0.0000075,18311.6064,0.137511724796
1660780800,2022-08-18 00:00:00,LPOOL/BTC,0.00000878,0.00000919,0.00000772,0.00000817,38777.4125,0.323364791548
1660694400,2022-08-17 00:00:00,LPOOL/BTC,0.00000768,0.00000987,0.00000763,0.00000878,58178.3365,0.480804857726
1660608000,2022-08-16 00:00:00,LPOOL/BTC,0.00000711,0.00000838,0.00000674,0.00000767,45744.2936,0.338869597898
1660521600,2022-08-15 00:00:00,LPOOL/BTC,0.00000648,0.00000764,0.00000628,0.00000716,29277.808,0.205468628892
1660435200,2022-08-14 00:00:00,LPOOL/BTC,0.00000663,0.00000683,0.00000644,0.00000648,10993.5052,0.072574051155
1660348800,2022-08-13 00:00:00,LPOOL/BTC,0.00000672,0.00000725,0.00000648,0.00000672,34516.2169,0.234262236189
1660262400,2022-08-12 00:00:00,LPOOL/BTC,0.00000709,0.00000711,0.00000665,0.00000672,22196.1252,0.150422255877
1660176000,2022-08-11 00:00:00,LPOOL/BTC,0.00000684,0.00000722,0.00000666,0.00000707,17625.2707,0.121374054627
1660089600,2022-08-10 00:00:00,LPOOL/BTC,0.00000688,0.00000722,0.00000665,0.00000675,23473.4155,0.163014398516
1660003200,2022-08-09 00:00:00,LPOOL/BTC,0.00000717,0.00000745,0.00000665,0.00000686,33489.2282,0.229605808515
1659916800,2022-08-08 00:00:00,LPOOL/BTC,0.00000715,0.00000773,0.00000681,0.00000717,28183.0728,0.203550334385
1659830400,2022-08-07 00:00:00,LPOOL/BTC,0.00000704,0.00000738,0.00000692,0.00000716,12261.5623,0.087563646325
1659744000,2022-08-06 00:00:00,LPOOL/BTC,0.00000698,0.00000723,0.00000675,0.00000703,22988.8828,0.158695986654
1659657600,2022-08-05 00:00:00,LPOOL/BTC,0.0000072,0.00000733,0.00000689,0.00000698,13502.0266,0.095698064458
1659571200,2022-08-04 00:00:00,LPOOL/BTC,0.00000724,0.00000773,0.00000716,0.0000072,17993.725,0.132595149542
1659484800,2022-08-03 00:00:00,LPOOL/BTC,0.00000696,0.0000074,0.00000689,0.00000728,21595.7364,0.153800831239
1659398400,2022-08-02 00:00:00,LPOOL/BTC,0.00000682,0.00000703,0.00000634,0.00000703,28100.5892,0.186836970881
1659312000,2022-08-01 00:00:00,LPOOL/BTC,0.00000692,0.00000724,0.00000661,0.0000068,18362.5384,0.126547230957
1659225600,2022-07-31 00:00:00,LPOOL/BTC,0.00000714,0.00000729,0.00000656,0.00000691,40964.6841,0.286721400326
1659139200,2022-07-30 00:00:00,LPOOL/BTC,0.00000747,0.00000752,0.00000672,0.00000714,24846.604,0.17580547119
1659052800,2022-07-29 00:00:00,LPOOL/BTC,0.00000704,0.0000076,0.00000698,0.00000753,19575.1657,0.141530124976
1658966400,2022-07-28 00:00:00,LPOOL/BTC,0.00000752,0.00000773,0.00000689,0.0000071,18839.6323,0.138400283253
1658880000,2022-07-27 00:00:00,LPOOL/BTC,0.00000728,0.00000849,0.00000696,0.00000746,58209.7285,0.444177433727
1658793600,2022-07-26 00:00:00,LPOOL/BTC,0.00000692,0.00000761,0.00000689,0.00000722,19328.8186,0.141248816146
1658707200,2022-07-25 00:00:00,LPOOL/BTC,0.00000716,0.00000766,0.00000658,0.00000691,17121.8642,0.121665306444
1658620800,2022-07-24 00:00:00,LPOOL/BTC,0.0000074,0.00000776,0.00000709,0.00000722,10155.941,0.075561216266
1658534400,2022-07-23 00:00:00,LPOOL/BTC,0.00000773,0.00000773,0.00000707,0.00000744,14625.0731,0.108738947869
1658448000,2022-07-22 00:00:00,LPOOL/BTC,0.00000795,0.00000852,0.00000757,0.00000774,9419.226,0.074743862353
1658361600,2022-07-21 00:00:00,LPOOL/BTC,0.0000078,0.00000841,0.00000763,0.00000795,13559.2544,0.108832115772
1658275200,2022-07-20 00:00:00,LPOOL/BTC,0.00000856,0.00000887,0.00000739,0.00000779,10931.4237,0.088987566814
1658188800,2022-07-19 00:00:00,LPOOL/BTC,0.00000898,0.00000936,0.00000838,0.00000855,24076.7102,0.211836106764
1658102400,2022-07-18 00:00:00,LPOOL/BTC,0.00000897,0.00001071,0.00000864,0.00000897,42905.0594,0.413875513491
1658016000,2022-07-17 00:00:00,LPOOL/BTC,0.0000084,0.00000896,0.00000824,0.00000896,24180.9865,0.212139648563
1657929600,2022-07-16 00:00:00,LPOOL/BTC,0.00000848,0.0000087,0.0000081,0.00000841,28855.7489,0.241943178311
1657843200,2022-07-15 00:00:00,LPOOL/BTC,0.00000898,0.00000917,0.00000803,0.0000085,54544.3701,0.461205913149
1657756800,2022-07-14 00:00:00,LPOOL/BTC,0.00000907,0.00000957,0.00000855,0.00000897,28665.4224,0.257473066227
1657670400,2022-07-13 00:00:00,LPOOL/BTC,0.00000855,0.00000959,0.00000825,0.00000909,43827.9907,0.394441915455
1657584000,2022-07-12 00:00:00,LPOOL/BTC,0.00000905,0.00000952,0.00000823,0.00000854,41806.4259,0.370525830236
1657497600,2022-07-11 00:00:00,LPOOL/BTC,0.00000889,0.00000915,0.00000854,0.00000904,16389.1283,0.143931590105
1657411200,2022-07-10 00:00:00,LPOOL/BTC,0.0000092,0.00000967,0.00000836,0.00000889,35767.2436,0.318514210984
1657324800,2022-07-09 00:00:00,LPOOL/BTC,0.0000091,0.00000945,0.00000831,0.00000911,22887.0517,0.20380234484
1657238400,2022-07-08 00:00:00,LPOOL/BTC,0.00000891,0.00001343,0.00000863,0.00000907,51647.2216,0.524721868965
1657152000,2022-07-07 00:00:00,LPOOL/BTC,0.00000891,0.00001079,0.00000869,0.00000888,32021.44979096,0.3080460053297728
1657065600,2022-07-06 00:00:00,LPOOL/BTC,0.00000835,0.00000955,0.00000823,0.00000883,12446.86786351,0.110681801694118
1656979200,2022-07-05 00:00:00,LPOOL/BTC,0.00000911,0.00000965,0.00000834,0.00000844,16251.09157496,0.1451154857788018
1656892800,2022-07-04 00:00:00,LPOOL/BTC,0.00000983,0.00000985,0.00000868,0.00000902,10543.3503,0.0973217723
1656806400,2022-07-03 00:00:00,LPOOL/BTC,0.00000919,0.00001172,0.00000902,0.00000991,70342.14832024,0.7054309084964794
1656720000,2022-07-02 00:00:00,LPOOL/BTC,0.0000087,0.00001343,0.00000836,0.00000925,67566.26709518,0.7107108528868719
1656633600,2022-07-01 00:00:00,LPOOL/BTC,0.00000814,0.00001024,0.00000776,0.00000866,22127.53218562,0.1977337816290444
1656547200,2022-06-30 00:00:00,LPOOL/BTC,0.00000812,0.00000912,0.00000803,0.00000814,12116.83071438,0.1038976941059556
1656460800,2022-06-29 00:00:00,LPOOL/BTC,0.00000808,0.00000836,0.00000778,0.00000811,14915.88226253,0.1195175724889942
1656374400,2022-06-28 00:00:00,LPOOL/BTC,0.00000828,0.00001172,0.00000806,0.00000816,61880.0793,0.637316856038
1656288000,2022-06-27 00:00:00,LPOOL/BTC,0.00000895,0.00000941,0.00000818,0.00000838,10186.68031448,0.0877595011219344
1656201600,2022-06-26 00:00:00,LPOOL/BTC,0.00000865,0.00000957,0.0000082,0.0000089,11748.0418,0.100718067579
