https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPOOL,Volume BTC
1656115200,2022-06-25 00:00:00,LPOOL/BTC,0.00000976,0.00001026,0.00000861,0.00000864,15268.16220885,0.1416277327658106
1656028800,2022-06-24 00:00:00,LPOOL/BTC,0.00001087,0.00001117,0.00000925,0.00000977,83747.87081164,0.8495563144319932
1655942400,2022-06-23 00:00:00,LPOOL/BTC,0.00001141,0.00001503,0.00001067,0.00001095,103541.56981027,1.2663066243246216
1655856000,2022-06-22 00:00:00,LPOOL/BTC,0.00000941,0.00002781,0.00000895,0.00001141,279812.01000364,4.5621759620674016
1655769600,2022-06-21 00:00:00,LPOOL/BTC,0.000007,0.00001107,0.00000661,0.00000943,27063.9364,0.2264607321820728
1655683200,2022-06-20 00:00:00,LPOOL/BTC,0.00000704,0.00000795,0.00000675,0.00000694,6723.48078794,0.0481507795299062
1655596800,2022-06-19 00:00:00,LPOOL/BTC,0.00000639,0.00000731,0.00000619,0.00000707,15851.31981727,0.106614311125982
1655510400,2022-06-18 00:00:00,LPOOL/BTC,0.00000626,0.00000693,0.00000612,0.00000633,10920.7423,0.070391399603
1655424000,2022-06-17 00:00:00,LPOOL/BTC,0.00000711,0.00000766,0.00000605,0.00000626,23855.01776366,0.161046707272934
1655337600,2022-06-16 00:00:00,LPOOL/BTC,0.00000821,0.00000837,0.00000709,0.00000712,14651.8736,0.113409313021
1655251200,2022-06-15 00:00:00,LPOOL/BTC,0.00000997,0.00001007,0.00000738,0.00000829,46288.39410024,0.4023434876694048
1655164800,2022-06-14 00:00:00,LPOOL/BTC,0.00000912,0.00001027,0.00000851,0.00000987,3767.7719,0.035532282778
1655078400,2022-06-13 00:00:00,LPOOL/BTC,0.00000817,0.0000117,0.00000805,0.00000914,15799.45286724,0.1559044114621965
1654992000,2022-06-12 00:00:00,LPOOL/BTC,0.00000818,0.00000821,0.00000763,0.00000821,558.9059,0.004415968545
1654905600,2022-06-11 00:00:00,LPOOL/BTC,0.00000878,0.00000878,0.000008,0.00000806,6119.9688,0.052485117995
1654819200,2022-06-10 00:00:00,LPOOL/BTC,0.00000909,0.0000125,0.00000879,0.00000879,13970.69104396,0.14404742301696
1654732800,2022-06-09 00:00:00,LPOOL/BTC,0.00000873,0.00000943,0.00000873,0.00000901,1400.9556,0.012714066404
1654646400,2022-06-08 00:00:00,LPOOL/BTC,0.00000869,0.00000953,0.00000834,0.00000865,2607.74128898,0.0228414422135734
1654560000,2022-06-07 00:00:00,LPOOL/BTC,0.00000889,0.00000984,0.00000848,0.00000867,5926.67658847,0.0556654973814227
1654473600,2022-06-06 00:00:00,LPOOL/BTC,0.00000875,0.00000937,0.00000808,0.00000888,7137.79384832,0.0622617218449472
1654387200,2022-06-05 00:00:00,LPOOL/BTC,0.00000887,0.00000906,0.00000812,0.00000877,3558.9542,0.030702299956
1654300800,2022-06-04 00:00:00,LPOOL/BTC,0.00000961,0.00000972,0.00000887,0.00000887,9396.81788018,0.0873415996168026
1654214400,2022-06-03 00:00:00,LPOOL/BTC,0.00001013,0.00001041,0.00000954,0.00000954,12627.7272,0.127160681697
1654128000,2022-06-02 00:00:00,LPOOL/BTC,0.00001132,0.00001132,0.00000854,0.00001007,12877.92524787,0.124011215062978
1654041600,2022-06-01 00:00:00,LPOOL/BTC,0.00001284,0.00001285,0.00001137,0.00001137,1171.5907,0.014196617928
1653955200,2022-05-31 00:00:00,LPOOL/BTC,0.00001213,0.00001306,0.00001198,0.00001276,3850.7427,0.04831869092
1653868800,2022-05-30 00:00:00,LPOOL/BTC,0.00001292,0.00001292,0.00001195,0.00001213,2149.6026,0.026493435907
1653782400,2022-05-29 00:00:00,LPOOL/BTC,0.00001321,0.00001321,0.00001292,0.00001292,118.722,0.001549516569
1653696000,2022-05-28 00:00:00,LPOOL/BTC,0.00001336,0.00001338,0.00001308,0.00001312,177.8833,0.002352549714
1653609600,2022-05-27 00:00:00,LPOOL/BTC,0.00001332,0.00001383,0.00001303,0.00001347,5075.2391,0.067274106311
1653523200,2022-05-26 00:00:00,LPOOL/BTC,0.0000141,0.00001442,0.00001303,0.00001332,2673.5253,0.037074499857
1653436800,2022-05-25 00:00:00,LPOOL/BTC,0.00001447,0.00001452,0.00001386,0.0000142,2077.0488,0.029341220286
1653350400,2022-05-24 00:00:00,LPOOL/BTC,0.00001503,0.00001536,0.00001426,0.00001447,5614.20357696,0.0833305500790895
1653264000,2022-05-23 00:00:00,LPOOL/BTC,0.00001476,0.00001578,0.00001468,0.00001501,6058.101,0.092328185481
1653177600,2022-05-22 00:00:00,LPOOL/BTC,0.00001411,0.00001501,0.0000141,0.00001476,4300.3111,0.062747515004
1653091200,2022-05-21 00:00:00,LPOOL/BTC,0.00001324,0.00001428,0.00001324,0.0000142,4789.1288,0.066712510368
1653004800,2022-05-20 00:00:00,LPOOL/BTC,0.0000139,0.00001402,0.00001266,0.00001335,13179.05153684,0.1779173589338664
1652918400,2022-05-19 00:00:00,LPOOL/BTC,0.00001155,0.00001464,0.00001048,0.00001392,37386.85711307,0.4607150948291121
1652832000,2022-05-18 00:00:00,LPOOL/BTC,0.00000887,0.00001451,0.00000887,0.00001156,28078.05219056,0.324345813094994
1652745600,2022-05-17 00:00:00,LPOOL/BTC,0.00000908,0.00000908,0.0000087,0.00000886,754.8582,0.006704645092
1652659200,2022-05-16 00:00:00,LPOOL/BTC,0.00000982,0.00000995,0.00000895,0.00000907,5048.20646441,0.0475672895088795
1652572800,2022-05-15 00:00:00,LPOOL/BTC,0.00000885,0.00001123,0.00000885,0.00000981,4743.19371576,0.0476667624921129
1652486400,2022-05-14 00:00:00,LPOOL/BTC,0.00000878,0.00000907,0.00000876,0.00000881,1326.7545,0.011888326596
1652400000,2022-05-13 00:00:00,LPOOL/BTC,0.00000862,0.00000899,0.00000833,0.00000873,1726.9947,0.01519801463
1652313600,2022-05-12 00:00:00,LPOOL/BTC,0.00001012,0.00001043,0.00000831,0.00000869,5753.28899964,0.0541842283803242
1652227200,2022-05-11 00:00:00,LPOOL/BTC,0.00001308,0.00001374,0.00000956,0.00001013,19338.63701797,0.2196879313696889
1652140800,2022-05-10 00:00:00,LPOOL/BTC,0.00001267,0.0000134,0.00001183,0.00001308,5942.0458,0.074856327633
1652054400,2022-05-09 00:00:00,LPOOL/BTC,0.00001316,0.00001329,0.00001205,0.00001257,1408.942,0.017815203082
1651968000,2022-05-08 00:00:00,LPOOL/BTC,0.00001344,0.00001362,0.00001284,0.00001308,2297.8571,0.03044104924
1651881600,2022-05-07 00:00:00,LPOOL/BTC,0.00001296,0.00001364,0.00001285,0.00001335,1010.4796,0.013394865248
1651795200,2022-05-06 00:00:00,LPOOL/BTC,0.00001299,0.00001324,0.00001281,0.00001308,747.37904484,0.0097225288478844
1651708800,2022-05-05 00:00:00,LPOOL/BTC,0.00001299,0.00001356,0.00001276,0.0000129,1177.11623892,0.0155149038740736
1651622400,2022-05-04 00:00:00,LPOOL/BTC,0.00001302,0.00001356,0.0000126,0.000013,4210.76173967,0.0549127185707687
1651536000,2022-05-03 00:00:00,LPOOL/BTC,0.00001455,0.00001472,0.00001286,0.00001308,4521.1956377,0.061403934551928
1651449600,2022-05-02 00:00:00,LPOOL/BTC,0.00001392,0.00001476,0.00001347,0.00001464,3498.3907,0.049737096827
1651363200,2022-05-01 00:00:00,LPOOL/BTC,0.00001398,0.00001652,0.00001335,0.00001392,19119.04233293,0.2864715745809379
1651276800,2022-04-30 00:00:00,LPOOL/BTC,0.00001347,0.00001461,0.0000132,0.00001398,2955.1603,0.041126163902
1651190400,2022-04-29 00:00:00,LPOOL/BTC,0.00001416,0.00001468,0.00001272,0.00001338,9353.0303,0.128052702249
1651104000,2022-04-28 00:00:00,LPOOL/BTC,0.00001506,0.0000151,0.00001383,0.00001425,5675.2272,0.080593420584
1651017600,2022-04-27 00:00:00,LPOOL/BTC,0.00001544,0.00001544,0.00001406,0.00001506,11379.1225,0.167060071511
1650931200,2022-04-26 00:00:00,LPOOL/BTC,0.00001502,0.0000159,0.00001488,0.00001535,2511.9977,0.038409345431
1650844800,2022-04-25 00:00:00,LPOOL/BTC,0.0000161,0.0000163,0.00001464,0.00001503,4839.0949,0.074213795482
1650758400,2022-04-24 00:00:00,LPOOL/BTC,0.00001727,0.0000175,0.00001584,0.0000161,11414.18231991,0.1893597449075233
1650672000,2022-04-23 00:00:00,LPOOL/BTC,0.00001801,0.00001801,0.00001628,0.00001718,5448.02409315,0.0939171718078235
1650585600,2022-04-22 00:00:00,LPOOL/BTC,0.00001716,0.00001833,0.0000169,0.0000181,9900.87540316,0.1741523333959228
1650499200,2022-04-21 00:00:00,LPOOL/BTC,0.00001965,0.00002013,0.00001622,0.000017,19969.0043,0.356814454879
1650412800,2022-04-20 00:00:00,LPOOL/BTC,0.00002042,0.00002054,0.0000192,0.00001955,7254.9415,0.143255148629
1650326400,2022-04-19 00:00:00,LPOOL/BTC,0.0000196,0.00002106,0.0000192,0.00002046,10652.3057649,0.215840850675967
1650240000,2022-04-18 00:00:00,LPOOL/BTC,0.00001986,0.00002042,0.00001948,0.0000196,4534.64251179,0.091021940660516
1650153600,2022-04-17 00:00:00,LPOOL/BTC,0.00001994,0.00002013,0.0000194,0.00001986,2785.9742,0.055064236375
1650067200,2022-04-16 00:00:00,LPOOL/BTC,0.0000207,0.0000207,0.0000198,0.00001994,2970.59594907,0.0601807527124194
1649980800,2022-04-15 00:00:00,LPOOL/BTC,0.00002067,0.0000249,0.0000205,0.00002081,33653.38728727,0.7614620524229734
1649894400,2022-04-14 00:00:00,LPOOL/BTC,0.0000192,0.00002081,0.00001797,0.00002067,6636.09407202,0.128350385533971
1649808000,2022-04-13 00:00:00,LPOOL/BTC,0.00002026,0.00002102,0.00001873,0.0000192,2114.7018,0.042423178473
1649721600,2022-04-12 00:00:00,LPOOL/BTC,0.0000186,0.00002106,0.0000181,0.00002016,6571.18454095,0.1285149823093825
1649635200,2022-04-11 00:00:00,LPOOL/BTC,0.00001878,0.00001908,0.00001828,0.00001848,1935.3581,0.0361424025
1649548800,2022-04-10 00:00:00,LPOOL/BTC,0.0000183,0.0000198,0.00001784,0.00001879,4647.4498,0.08730197138
1649462400,2022-04-09 00:00:00,LPOOL/BTC,0.00001915,0.00001915,0.00001787,0.00001829,2717.5421,0.050662404947
1649376000,2022-04-08 00:00:00,LPOOL/BTC,0.00001816,0.00001957,0.00001791,0.00001916,3121.69828015,0.058644159736906
1649289600,2022-04-07 00:00:00,LPOOL/BTC,0.00001806,0.00001826,0.00001778,0.00001816,545.53525392,0.0098096018419424
1649203200,2022-04-06 00:00:00,LPOOL/BTC,0.00001841,0.0000188,0.00001767,0.00001806,1933.6358,0.035393245477
1649116800,2022-04-05 00:00:00,LPOOL/BTC,0.00001784,0.00001906,0.00001748,0.0000184,2085.0379,0.038047301364
1649030400,2022-04-04 00:00:00,LPOOL/BTC,0.00001876,0.00001923,0.00001764,0.00001782,3046.61262305,0.0563948694602725
1648944000,2022-04-03 00:00:00,LPOOL/BTC,0.00001816,0.00001888,0.000018,0.00001876,2129.543,0.039200965351
1648857600,2022-04-02 00:00:00,LPOOL/BTC,0.00001814,0.00001874,0.00001788,0.00001816,2478.2983,0.04540234611
1648771200,2022-04-01 00:00:00,LPOOL/BTC,0.00001823,0.00001896,0.00001769,0.00001813,3049.91850808,0.0558207215208744
1648684800,2022-03-31 00:00:00,LPOOL/BTC,0.00001818,0.00002008,0.00001778,0.0000182,5327.83084208,0.0999682865629664
1648598400,2022-03-30 00:00:00,LPOOL/BTC,0.00001815,0.00001827,0.00001736,0.0000182,4319.3114,0.077529909206
1648512000,2022-03-29 00:00:00,LPOOL/BTC,0.0000178,0.00001882,0.00001756,0.00001815,3629.4837,0.065557501124
1648425600,2022-03-28 00:00:00,LPOOL/BTC,0.00001838,0.00001899,0.0000172,0.00001791,3465.60292146,0.0629424223906362
1648339200,2022-03-27 00:00:00,LPOOL/BTC,0.00001882,0.00001952,0.0000181,0.00001838,2521.58266078,0.0472592175053428
1648252800,2022-03-26 00:00:00,LPOOL/BTC,0.00001963,0.00001966,0.0000185,0.00001884,1564.63186402,0.0296600143548207
1648166400,2022-03-25 00:00:00,LPOOL/BTC,0.00001973,0.0000205,0.0000191,0.00001962,1810.09067619,0.0358364524579262
1648080000,2022-03-24 00:00:00,LPOOL/BTC,0.00001943,0.00002054,0.00001932,0.00001967,1925.9444,0.038156993807
1647993600,2022-03-23 00:00:00,LPOOL/BTC,0.00002053,0.00002108,0.00001943,0.00001943,3325.7941,0.068075037961
1647907200,2022-03-22 00:00:00,LPOOL/BTC,0.00002325,0.00002328,0.00002025,0.00002053,6808.06968585,0.145733943295992
1647820800,2022-03-21 00:00:00,LPOOL/BTC,0.00002037,0.0000267,0.0000203,0.00002325,17319.49008782,0.4090577766594734
1647734400,2022-03-20 00:00:00,LPOOL/BTC,0.00002036,0.0000226,0.00002023,0.00002028,3339.03672788,0.0708452783722598
1647648000,2022-03-19 00:00:00,LPOOL/BTC,0.0000202,0.00002051,0.00001937,0.00002048,1589.66640992,0.0318813507541579
1647561600,2022-03-18 00:00:00,LPOOL/BTC,0.00002126,0.0000215,0.0000199,0.0000201,577.6361,0.011907133337
1647475200,2022-03-17 00:00:00,LPOOL/BTC,0.00001968,0.0000221,0.00001943,0.00002126,3844.73327429,0.079172116276965
1647388800,2022-03-16 00:00:00,LPOOL/BTC,0.00001996,0.00002043,0.00001891,0.00001956,15339.1409,0.30279219771
1647302400,2022-03-15 00:00:00,LPOOL/BTC,0.00002049,0.0000212,0.0000198,0.00001996,13083.6544,0.269798788702
1647216000,2022-03-14 00:00:00,LPOOL/BTC,0.00002153,0.00002169,0.00002011,0.00002038,12732.81087287,0.264619492341974
1647129600,2022-03-13 00:00:00,LPOOL/BTC,0.00002191,0.00002191,0.00002102,0.00002151,12327.14568625,0.2629898765037324
1647043200,2022-03-12 00:00:00,LPOOL/BTC,0.00002188,0.00002283,0.00002171,0.00002202,5683.19789274,0.1265989145990104
1646956800,2022-03-11 00:00:00,LPOOL/BTC,0.00002173,0.00002282,0.00002139,0.00002186,10067.17422073,0.222491784904987
1646870400,2022-03-10 00:00:00,LPOOL/BTC,0.00002151,0.00002298,0.00002135,0.00002173,11815.2712,0.261066661304
1646784000,2022-03-09 00:00:00,LPOOL/BTC,0.00002295,0.00002295,0.0000211,0.00002143,11177.9998,0.242622941896
1646697600,2022-03-08 00:00:00,LPOOL/BTC,0.00002294,0.00002379,0.00002267,0.00002306,15744.6697,0.364268132927
1646611200,2022-03-07 00:00:00,LPOOL/BTC,0.00002318,0.00002379,0.00002205,0.00002287,15392.0031,0.352741324462
1646524800,2022-03-06 00:00:00,LPOOL/BTC,0.0000246,0.0000253,0.00002261,0.00002318,13054.85643386,0.3109550504917822
1646438400,2022-03-05 00:00:00,LPOOL/BTC,0.00002395,0.0000254,0.00002379,0.00002463,8087.7725,0.198326445586
1646352000,2022-03-04 00:00:00,LPOOL/BTC,0.0000239,0.0000243,0.00002295,0.00002391,11202.9547,0.265072676059
1646265600,2022-03-03 00:00:00,LPOOL/BTC,0.0000236,0.000024,0.0000232,0.0000239,3707.96275764,0.087716527016068
1646179200,2022-03-02 00:00:00,LPOOL/BTC,0.0000249,0.0000252,0.000023,0.0000235,6004.83114236,0.143477747423932
1646092800,2022-03-01 00:00:00,LPOOL/BTC,0.000027,0.0000273,0.0000245,0.000025,18402.31963832,0.478068455058009
1646006400,2022-02-28 00:00:00,LPOOL/BTC,0.0000288,0.0000291,0.0000255,0.0000271,18947.8529,0.5139494492
1645920000,2022-02-27 00:00:00,LPOOL/BTC,0.0000308,0.0000311,0.0000289,0.0000289,18990.2501,0.56737139125
1645833600,2022-02-26 00:00:00,LPOOL/BTC,0.0000275,0.0000401,0.0000271,0.0000307,89678.06280035,3.075259297774046
1645747200,2022-02-25 00:00:00,LPOOL/BTC,0.0000257,0.0000276,0.0000247,0.0000274,12480.7736369,0.32517861846106
1645660800,2022-02-24 00:00:00,LPOOL/BTC,0.0000305,0.0000308,0.0000247,0.0000257,28769.3062,0.79701066067
1645574400,2022-02-23 00:00:00,LPOOL/BTC,0.0000279,0.0000366,0.0000276,0.0000306,40213.656389,1.2973659990317
1645488000,2022-02-22 00:00:00,LPOOL/BTC,0.000029,0.0000298,0.0000272,0.0000277,10930.1072,0.31188764158
1645401600,2022-02-21 00:00:00,LPOOL/BTC,0.0000298,0.0000303,0.0000279,0.0000289,17998.48189627,0.521315768589965
1645315200,2022-02-20 00:00:00,LPOOL/BTC,0.0000304,0.0000305,0.0000294,0.0000297,6787.4387,0.20330371188
