https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume EUR
1653782400,2022-05-29 00:00:00,MKR/EUR,1136.98,1136.98,1097.37,1106.27,30.27587615,33493.2935084605
1653696000,2022-05-28 00:00:00,MKR/EUR,1046.84,1144.66,1046.84,1133.85,17.28027582,19593.240738507
1653609600,2022-05-27 00:00:00,MKR/EUR,1050.00,1117.36,1023.95,1050.95,48.69941294,51180.64802929301
1653523200,2022-05-26 00:00:00,MKR/EUR,1202.33,1202.33,1050.00,1099.43,13.44726875,14784.3306818125
1653436800,2022-05-25 00:00:00,MKR/EUR,1223.14,1230.69,1176.03,1180.54,5.73751370,6773.364423397999
1653350400,2022-05-24 00:00:00,MKR/EUR,1227.42,1238.96,1157.16,1202.54,23.94962344,28800.3801715376
1653264000,2022-05-23 00:00:00,MKR/EUR,1360.00,1363.09,1203.77,1222.56,33.25696192,40658.6313649152
1653177600,2022-05-22 00:00:00,MKR/EUR,1328.17,1356.54,1310.31,1352.23,16.13708129,21821.0454327767
1653091200,2022-05-21 00:00:00,MKR/EUR,1300.00,1340.36,1296.30,1312.87,8.63726807,11339.610131060897
1653004800,2022-05-20 00:00:00,MKR/EUR,1343.13,1384.06,1296.16,1330.76,16.72701343,22259.640392106798
1652918400,2022-05-19 00:00:00,MKR/EUR,1350.00,1377.22,1314.95,1322.53,16.76605932,22173.6164324796
1652832000,2022-05-18 00:00:00,MKR/EUR,1493.87,1493.87,1353.00,1363.30,40.63949332,55403.821243155995
1652745600,2022-05-17 00:00:00,MKR/EUR,1489.20,1621.20,1415.00,1498.18,51.35248587,76935.26728071661
1652659200,2022-05-16 00:00:00,MKR/EUR,1497.22,1531.42,1398.39,1459.22,36.00885827,52544.8461647494
1652572800,2022-05-15 00:00:00,MKR/EUR,1471.76,1581.20,1408.67,1522.20,44.30081095,67434.69442809
1652486400,2022-05-14 00:00:00,MKR/EUR,1365.00,1563.28,1340.00,1528.69,76.29577501,116632.5883000369
1652400000,2022-05-13 00:00:00,MKR/EUR,1292.67,1688.18,1286.41,1316.64,117.80244845,155103.41572720802
1652313600,2022-05-12 00:00:00,MKR/EUR,1055.00,1292.76,906.51,1292.76,140.84137603,182074.0972765428
1652227200,2022-05-11 00:00:00,MKR/EUR,1170.02,2165.10,1030.77,1067.81,235.89963403,251895.98821357428
1652140800,2022-05-10 00:00:00,MKR/EUR,977.26,1190.96,977.26,1157.11,77.18136161,89307.32533254709
1652054400,2022-05-09 00:00:00,MKR/EUR,1129.23,1129.34,975.00,993.49,75.10297168,74614.05133436319
1651968000,2022-05-08 00:00:00,MKR/EUR,1185.59,1197.73,1112.72,1143.70,7.50041237,8578.221627569
1651881600,2022-05-07 00:00:00,MKR/EUR,1266.95,1271.32,1174.97,1206.54,4.32455970,5217.754260438
1651795200,2022-05-06 00:00:00,MKR/EUR,1297.22,1324.61,1250.00,1283.53,12.71778151,16323.6541015303
1651708800,2022-05-05 00:00:00,MKR/EUR,1404.57,1430.00,1292.58,1301.96,27.17636554,35382.5408784584
1651622400,2022-05-04 00:00:00,MKR/EUR,1351.91,1424.33,1333.12,1404.08,17.91879011,25159.414817648798
1651536000,2022-05-03 00:00:00,MKR/EUR,1404.47,1430.00,1322.70,1328.52,12.63184488,16781.658559977597
1651449600,2022-05-02 00:00:00,MKR/EUR,1379.91,1424.15,1356.56,1424.15,3.80128622,5413.601770213
1651363200,2022-05-01 00:00:00,MKR/EUR,1386.29,1434.52,1335.39,1380.10,12.77384338,17629.181248738
1651276800,2022-04-30 00:00:00,MKR/EUR,1492.98,1507.42,1350.00,1350.00,5.58682260,7542.21051
1651190400,2022-04-29 00:00:00,MKR/EUR,1557.17,1557.17,1433.02,1458.43,25.71612302,37505.16529605861
1651104000,2022-04-28 00:00:00,MKR/EUR,1581.20,1602.53,1530.17,1550.07,8.94242484,13861.384471738798
1651017600,2022-04-27 00:00:00,MKR/EUR,1510.98,1589.18,1510.98,1581.20,18.52698641,29294.870911492
1650931200,2022-04-26 00:00:00,MKR/EUR,1628.63,1674.26,1538.61,1548.47,11.14755414,17261.653159165802
1650844800,2022-04-25 00:00:00,MKR/EUR,1589.41,1676.91,1542.07,1641.19,15.64871868,25682.5206104292
1650758400,2022-04-24 00:00:00,MKR/EUR,1606.95,1653.16,1606.32,1614.00,2.58572154,4173.35456556
1650672000,2022-04-23 00:00:00,MKR/EUR,1608.36,1655.54,1589.41,1597.48,6.06586903,9690.1044580444
1650585600,2022-04-22 00:00:00,MKR/EUR,1604.71,1661.20,1589.41,1603.06,13.55563968,21730.5037454208
1650499200,2022-04-21 00:00:00,MKR/EUR,1701.20,1705.18,1571.22,1592.98,11.48125892,18289.4158343816
1650412800,2022-04-20 00:00:00,MKR/EUR,1698.61,1764.31,1648.93,1681.02,25.14745128,42273.3685507056
1650326400,2022-04-19 00:00:00,MKR/EUR,1701.20,1741.20,1688.68,1714.90,9.43679958,16183.167599742002
1650240000,2022-04-18 00:00:00,MKR/EUR,1670.12,1688.32,1576.80,1684.08,13.85085313,23325.9447391704
1650153600,2022-04-17 00:00:00,MKR/EUR,1779.25,1779.25,1655.00,1655.00,26.52684858,43901.9343999
1650067200,2022-04-16 00:00:00,MKR/EUR,1756.10,1782.00,1736.02,1762.79,7.36117917,12976.2130290843
1649980800,2022-04-15 00:00:00,MKR/EUR,1797.32,1850.00,1782.75,1804.88,4.64713024,8387.5124275712
1649894400,2022-04-14 00:00:00,MKR/EUR,1781.97,1800.00,1721.62,1756.10,13.00456698,22837.320073577997
1649808000,2022-04-13 00:00:00,MKR/EUR,1708.98,1795.34,1669.49,1779.41,14.37986655,25587.6783377355
1649721600,2022-04-12 00:00:00,MKR/EUR,1675.90,1753.43,1675.90,1719.29,19.99303950,34373.83288195499
1649635200,2022-04-11 00:00:00,MKR/EUR,1840.71,1840.71,1666.56,1686.66,8.12316293,13701.0139875138
1649548800,2022-04-10 00:00:00,MKR/EUR,1903.40,1919.58,1849.72,1849.72,2.72439646,5039.3706199912
1649462400,2022-04-09 00:00:00,MKR/EUR,1873.18,1924.98,1863.14,1912.01,4.08533674,7811.204700247399
1649376000,2022-04-08 00:00:00,MKR/EUR,1919.30,1950.00,1853.66,1853.66,3.28070363,6081.3090907858
1649289600,2022-04-07 00:00:00,MKR/EUR,1871.35,1910.16,1850.00,1903.98,19.12558378,36414.7290054444
1649203200,2022-04-06 00:00:00,MKR/EUR,2063.08,2100.00,1900.00,1900.00,13.63786045,25911.934855
1649116800,2022-04-05 00:00:00,MKR/EUR,2171.13,2277.77,2097.56,2097.56,14.00622727,29378.9020724612
1649030400,2022-04-04 00:00:00,MKR/EUR,2021.03,2212.00,2021.03,2212.00,21.49913171,47556.07934252
1648944000,2022-04-03 00:00:00,MKR/EUR,2021.75,2102.72,2000.00,2088.22,12.13630049,25343.2654092278
1648857600,2022-04-02 00:00:00,MKR/EUR,2062.94,2129.63,2044.72,2057.20,22.00978797,45278.535811884
1648771200,2022-04-01 00:00:00,MKR/EUR,1905.76,2108.36,1863.35,2088.71,35.71920662,74607.0640592602
1648684800,2022-03-31 00:00:00,MKR/EUR,1948.20,1996.85,1838.02,1881.90,22.16077848,41704.36902151201
1648598400,2022-03-30 00:00:00,MKR/EUR,1879.87,2051.68,1879.87,1948.26,20.10127282,39162.5057842932
1648512000,2022-03-29 00:00:00,MKR/EUR,1877.01,1986.55,1877.01,1918.95,16.86053583,32354.5252309785
1648425600,2022-03-28 00:00:00,MKR/EUR,1867.73,2000.00,1850.00,1850.00,29.73520346,55010.126401
