https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume USDT
1663372800,2022-09-17 00:00:00,MKR/USDT,669.32,678,669.32,671.78,5.98448497,4039.4448455315
1663286400,2022-09-16 00:00:00,MKR/USDT,659.89,671.73,651.11,670,303.19382367,200870.8892364964
1663200000,2022-09-15 00:00:00,MKR/USDT,701,712.63,656.91,660.23,610.34943326,419307.6390213602
1663113600,2022-09-14 00:00:00,MKR/USDT,695.41,707.96,683.6,702.33,340.01977106,237308.5814334216
1663027200,2022-09-13 00:00:00,MKR/USDT,736.48,742.88,687.54,696.41,331.55563438,237871.4948808096
1662940800,2022-09-12 00:00:00,MKR/USDT,753.99,767.09,728.04,738.05,142.82680254,106322.5551036493
1662854400,2022-09-11 00:00:00,MKR/USDT,763.99,775.03,739.61,754.37,201.96417067,153714.0713133084
1662768000,2022-09-10 00:00:00,MKR/USDT,780.27,782.99,750.32,764.81,172.53541725,131760.5050619383
1662681600,2022-09-09 00:00:00,MKR/USDT,725.72,793.72,725.72,779.22,351.58284702,269961.3904367109
1662595200,2022-09-08 00:00:00,MKR/USDT,738.89,749.34,718.16,726.74,440.66459947,323203.040410836
1662508800,2022-09-07 00:00:00,MKR/USDT,726,754,707.67,738.68,209.14377986,151940.5047650705
1662422400,2022-09-06 00:00:00,MKR/USDT,741.59,768.38,686.6,729.2,669.37936175,492879.641578215
1662336000,2022-09-05 00:00:00,MKR/USDT,753.01,756.68,724.51,739.92,209.19927365,155244.652532148
1662249600,2022-09-04 00:00:00,MKR/USDT,742.02,754,734.5,752.8,114.97128262,85443.4907710201
1662163200,2022-09-03 00:00:00,MKR/USDT,748.89,749.68,733.22,742.88,135.96152547,101099.780179051
1662076800,2022-09-02 00:00:00,MKR/USDT,757.98,783.65,741.43,750.78,243.22864649,185318.6619256148
1661990400,2022-09-01 00:00:00,MKR/USDT,759.37,769.11,728.38,758.07,740.4444911,558069.0304282685
1661904000,2022-08-31 00:00:00,MKR/USDT,784.75,822.47,757.64,759.08,207.75958083,163969.5791440391
1661817600,2022-08-30 00:00:00,MKR/USDT,810.97,830.7,759.32,783.22,226.10957815,181509.7657715157
1661731200,2022-08-29 00:00:00,MKR/USDT,738.39,818.09,731.5,811.15,263.90911303,203306.560955197
1661644800,2022-08-28 00:00:00,MKR/USDT,763.97,779.64,732.35,736.59,186.6974144,143193.9570617739
1661558400,2022-08-27 00:00:00,MKR/USDT,760.6,783.54,752.77,764.2,189.72362716,145702.2654279932
1661472000,2022-08-26 00:00:00,MKR/USDT,846.03,850.06,750.2,762.24,248.92112337,199340.2294327996
1661385600,2022-08-25 00:00:00,MKR/USDT,854.04,877.71,835.19,846.3,153.08696275,131442.7559140248
1661299200,2022-08-24 00:00:00,MKR/USDT,855.02,872.02,838.3,854.05,140.76719209,120647.6101461446
1661212800,2022-08-23 00:00:00,MKR/USDT,840.75,880,815.2,854.72,388.06718404,330824.6990419778
1661126400,2022-08-22 00:00:00,MKR/USDT,836.95,883.49,795.5,840.9,565.14945812,473492.3247901533
1661040000,2022-08-21 00:00:00,MKR/USDT,823.18,852.52,820,838.47,157.31838197,131753.369871234
1660953600,2022-08-20 00:00:00,MKR/USDT,838.04,862.92,797.85,824.67,194.50713154,163595.4265220572
1660867200,2022-08-19 00:00:00,MKR/USDT,894.82,895.84,820.82,836.67,352.01755361,300487.3382073576
1660780800,2022-08-18 00:00:00,MKR/USDT,930.79,956.38,862.55,894.21,227.29423671,208831.1295559839
1660694400,2022-08-17 00:00:00,MKR/USDT,979.91,1010.76,926.27,930.56,371.11798388,358417.3271220245
1660608000,2022-08-16 00:00:00,MKR/USDT,997.77,1010.83,968.83,979.21,335.90856212,332181.1581181832
1660521600,2022-08-15 00:00:00,MKR/USDT,1021.04,1050.17,982.92,997.23,300.85117917,304465.6987195129
1660435200,2022-08-14 00:00:00,MKR/USDT,1069.45,1085.99,998.04,1024.15,340.61524719,354248.6441238267
1660348800,2022-08-13 00:00:00,MKR/USDT,1080.36,1114.58,1064.4,1065.44,249.58990847,270516.8541192781
1660262400,2022-08-12 00:00:00,MKR/USDT,1078.63,1093.66,1055.01,1082.13,190.37896424,204656.5911240906
1660176000,2022-08-11 00:00:00,MKR/USDT,1114.46,1223.99,1061.69,1081.16,914.03400329,1020900.33518337
1660089600,2022-08-10 00:00:00,MKR/USDT,1068.93,1124,1047.98,1116.27,252.60487866,277441.9572087769
1660003200,2022-08-09 00:00:00,MKR/USDT,1143.2,1147.96,1053.48,1068.47,150.64530911,164447.7885691368
1659916800,2022-08-08 00:00:00,MKR/USDT,1127.49,1188.6,1122.75,1142.02,181.53624106,209694.0168046705
1659830400,2022-08-07 00:00:00,MKR/USDT,1085.76,1145.09,1065.7,1127.08,102.32781759,113854.1477721839
1659744000,2022-08-06 00:00:00,MKR/USDT,1119.78,1140,1083.79,1084.83,74.84533646,83282.8417694853
1659657600,2022-08-05 00:00:00,MKR/USDT,1050.05,1121.68,1047.34,1121.68,117.23494697,127577.2485571078
1659571200,2022-08-04 00:00:00,MKR/USDT,1039.73,1076.84,1032.61,1048.91,119.45064672,125685.7594934246
1659484800,2022-08-03 00:00:00,MKR/USDT,1045.14,1088.74,1016.56,1041.06,148.2720048,157980.651525995
1659398400,2022-08-02 00:00:00,MKR/USDT,1060.72,1076.92,1008.52,1041.86,204.40240087,213352.7538390293
1659312000,2022-08-01 00:00:00,MKR/USDT,1099.38,1132.17,1046,1062.12,176.16656552,191161.9096145143
1659225600,2022-07-31 00:00:00,MKR/USDT,1121.61,1177.43,1086.77,1101.52,289.21357994,327297.8126191283
1659139200,2022-07-30 00:00:00,MKR/USDT,1152.37,1186.53,1095.07,1122.18,274.19158571,312782.1224415997
1659052800,2022-07-29 00:00:00,MKR/USDT,1115.11,1174.98,1053.79,1151.14,538.26952406,595130.1193377502
1658966400,2022-07-28 00:00:00,MKR/USDT,1011.08,1131.13,990.7,1115.05,349.16804852,368646.4913273302
1658880000,2022-07-27 00:00:00,MKR/USDT,917.79,1013.58,901.8,1009.54,126.43529212,121019.1353233251
1658793600,2022-07-26 00:00:00,MKR/USDT,893.77,918.57,851.72,918.57,130.5334316,115166.6209036219
1658707200,2022-07-25 00:00:00,MKR/USDT,985.44,995.99,890.77,894.36,233.2226004,217347.1239898555
1658620800,2022-07-24 00:00:00,MKR/USDT,961.21,1018.04,956.6,985.84,94.9848101,93419.1042868156
1658534400,2022-07-23 00:00:00,MKR/USDT,945.52,977.5,920.1,956.18,178.8682217,169787.6477237322
1658448000,2022-07-22 00:00:00,MKR/USDT,978.68,1010,933.09,946,179.44605777,174769.4432925825
1658361600,2022-07-21 00:00:00,MKR/USDT,973.51,998.03,937.08,979,234.29179574,227151.2803949119
1658275200,2022-07-20 00:00:00,MKR/USDT,1030.62,1057.11,954.53,972.87,378.88282603,387730.9397392918
1658188800,2022-07-19 00:00:00,MKR/USDT,1047.57,1067.5,996.42,1028.57,508.08535414,526348.3741246751
1658102400,2022-07-18 00:00:00,MKR/USDT,930.44,1050.16,930.44,1047.93,434.3848302,436807.0564612525
1658016000,2022-07-17 00:00:00,MKR/USDT,964.36,973.61,927.47,930.32,276.35094549,262423.5642313659
1657929600,2022-07-16 00:00:00,MKR/USDT,912.05,975.37,887.74,960,334.18756002,314750.1047795787
1657843200,2022-07-15 00:00:00,MKR/USDT,895.59,942.5,880,910.5,153.6122466,140283.6994864878
1657756800,2022-07-14 00:00:00,MKR/USDT,856.91,902.97,819.09,891.92,177.22614738,152679.0494873878
1657670400,2022-07-13 00:00:00,MKR/USDT,826.26,864.27,793.13,856.86,125.86431999,104625.7185827133
1657584000,2022-07-12 00:00:00,MKR/USDT,862.79,880,774.59,824.99,262.27122478,222247.0087362868
1657497600,2022-07-11 00:00:00,MKR/USDT,941.54,946.24,862,867.11,280.66365223,253406.1404680882
1657411200,2022-07-10 00:00:00,MKR/USDT,997.37,1001.63,934.78,941.02,109.10880185,105480.1825262672
1657324800,2022-07-09 00:00:00,MKR/USDT,962.47,1011.26,960.28,998.4,101.47777511,100109.1783288867
1657238400,2022-07-08 00:00:00,MKR/USDT,988.48,1007.31,951.99,960.7,172.30519833,168429.906031421
1657152000,2022-07-07 00:00:00,MKR/USDT,997.26,1018.15,967.81,988.16,248.4955661,245483.7832165211
1657065600,2022-07-06 00:00:00,MKR/USDT,932.88,1009.19,916.34,993.48,288.20766323,281165.0360673101
1656979200,2022-07-05 00:00:00,MKR/USDT,940.74,964.28,896.67,933.28,167.87357073,157405.6978536956
