https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume QTM
1663545600000,2022-09-19 00:00:00,QTM/BTC,0.00014744,0.00014744,0.00014744,0.00014744,0.0001179340447568,0.79987822
1663538400000,2022-09-18 22:00:00,QTM/BTC,0.00014775,0.00014775,0.00014775,0.00014775,0.00027914934524250003,1.88933567
1663534800000,2022-09-18 21:00:00,QTM/BTC,0.00014533,0.00014555,0.00014475,0.00014555,0.026148098491246496,179.65028163
1663516800000,2022-09-18 16:00:00,QTM/BTC,0.0001508,0.00015117,0.0001508,0.00015117,0.0016269787454379,10.76257687
1663495200000,2022-09-18 10:00:00,QTM/BTC,0.00015213,0.00015213,0.00015213,0.00015213,0.00015213,1.0
1663459200000,2022-09-18 00:00:00,QTM/BTC,0.00015343,0.00015343,0.00015343,0.00015343,0.001075038257174,7.0067018
1663448400000,2022-09-17 21:00:00,QTM/BTC,0.00015258,0.00015258,0.00015258,0.00015258,0.00015258,1.0
1663419600000,2022-09-17 13:00:00,QTM/BTC,0.00015223,0.00015223,0.00015223,0.00015223,0.00010184480194979999,0.66901926
1663344000000,2022-09-16 16:00:00,QTM/BTC,0.00015182,0.00015182,0.00015182,0.00015182,0.00012043272409079999,0.79325994
1663318800000,2022-09-16 09:00:00,QTM/BTC,0.00014961,0.00014961,0.00014961,0.00014961,0.0001151434885308,0.76962428
1663315200000,2022-09-16 08:00:00,QTM/BTC,0.00014976,0.00014976,0.0001488,0.0001488,0.011250273984000001,75.60668
1663250400000,2022-09-15 14:00:00,QTM/BTC,0.00015083,0.00015083,0.00015083,0.00015083,0.0001084929254883,0.71930601
1663239600000,2022-09-15 11:00:00,QTM/BTC,0.00015052,0.00015053,0.00015052,0.00015053,0.0001108483004881,0.73638677
1663236000000,2022-09-15 10:00:00,QTM/BTC,0.00015013,0.00015013,0.00015013,0.00015013,9.49409989496e-05,0.63239192
1663221600000,2022-09-15 06:00:00,QTM/BTC,0.00015039,0.00015039,0.00015039,0.00015039,0.0001146257706429,0.76219011
1663210800000,2022-09-15 03:00:00,QTM/BTC,0.00014997,0.00015081,0.00014997,0.00015081,0.0003344165737869,2.21746949
1663200000000,2022-09-15 00:00:00,QTM/BTC,0.00015125,0.00015125,0.00015125,0.00015125,0.00015125,1.0
1663178400000,2022-09-14 18:00:00,QTM/BTC,0.00015282,0.00015282,0.00015282,0.00015282,0.0001016485943526,0.66515243
1663174800000,2022-09-14 17:00:00,QTM/BTC,0.00015214,0.00015214,0.00015214,0.00015214,0.00030428,2.0
1663156800000,2022-09-14 12:00:00,QTM/BTC,0.00015172,0.00015172,0.00015172,0.00015172,0.0007601171999999999,5.01
1663110000000,2022-09-13 23:00:00,QTM/BTC,0.00015008,0.00015008,0.00015008,0.00015008,0.0081021473983968,53.98552371
1663106400000,2022-09-13 22:00:00,QTM/BTC,0.00015018,0.00015018,0.00015018,0.00015018,0.00045054000000000003,3.0
1663102800000,2022-09-13 21:00:00,QTM/BTC,0.00015116,0.00015231,0.00015111,0.00015231,0.039589227073224,259.9253304
1663099200000,2022-09-13 20:00:00,QTM/BTC,0.00015051,0.00015052,0.00015051,0.00015052,0.010747123484399998,71.39997
1663095600000,2022-09-13 19:00:00,QTM/BTC,0.0001498,0.00015125,0.0001497,0.00015125,0.0024885358051124997,16.45312929
1663081200000,2022-09-13 15:00:00,QTM/BTC,0.00014706,0.00014706,0.00014706,0.00014706,0.00010835530507079999,0.73681018
1663070400000,2022-09-13 12:00:00,QTM/BTC,0.00014569,0.000147,0.00014484,0.00014542,0.0180213865635672,123.92646515999999
1663034400000,2022-09-13 02:00:00,QTM/BTC,0.00014639,0.00014639,0.00014639,0.00014639,0.0001787781814454,1.22124586
1663030800000,2022-09-13 01:00:00,QTM/BTC,0.00014623,0.00014623,0.00014623,0.00014623,0.00014623,1.0
1663027200000,2022-09-13 00:00:00,QTM/BTC,0.00014728,0.00014728,0.00014728,0.00014728,0.00014728,1.0
1663023600000,2022-09-12 23:00:00,QTM/BTC,0.00014779,0.00014779,0.00014779,0.00014779,0.00014779,1.0
1663020000000,2022-09-12 22:00:00,QTM/BTC,0.00014824,0.00014824,0.00014824,0.00014824,0.00044472,3.0
1662998400000,2022-09-12 16:00:00,QTM/BTC,0.00014866,0.00014866,0.00014866,0.00014866,0.0001600545897956,1.07664866
1662991200000,2022-09-12 14:00:00,QTM/BTC,0.00015064,0.00015064,0.00015031,0.00015031,0.027339576811534597,181.88794366
1662976800000,2022-09-12 10:00:00,QTM/BTC,0.00015292,0.00015292,0.00015292,0.00015292,0.0004303573227524,2.81426447
1662973200000,2022-09-12 09:00:00,QTM/BTC,0.00015096,0.00015096,0.00015096,0.00015096,0.000146461392,0.9702
1662948000000,2022-09-12 02:00:00,QTM/BTC,0.00015225,0.00015226,0.00015225,0.00015226,0.005355234740784801,35.17164548
1662930000000,2022-09-11 21:00:00,QTM/BTC,0.00015085,0.00015085,0.00015051,0.00015051,0.0431196049090884,286.48996684
1662926400000,2022-09-11 20:00:00,QTM/BTC,0.00015318,0.00015318,0.00015318,0.00015318,0.00022977,1.5
1662876000000,2022-09-11 06:00:00,QTM/BTC,0.00015412,0.00015412,0.00015412,0.00015412,0.000136818535036,0.8877403
1662818400000,2022-09-10 14:00:00,QTM/BTC,0.00015903,0.00015903,0.00015903,0.00015903,0.0001086740744643,0.68335581
1662796800000,2022-09-10 08:00:00,QTM/BTC,0.00015841,0.00015841,0.0001577,0.0001577,0.0020501,13.0
1662793200000,2022-09-10 07:00:00,QTM/BTC,0.00015734,0.00015734,0.00015734,0.00015734,0.0001124421089876,0.71464414
1662786000000,2022-09-10 05:00:00,QTM/BTC,0.0001567,0.0001567,0.0001567,0.0001567,0.000176431129653,1.12591659
1662746400000,2022-09-09 18:00:00,QTM/BTC,0.00015576,0.00015576,0.00015576,0.00015576,0.0014850469920000002,9.5342
1662735600000,2022-09-09 15:00:00,QTM/BTC,0.00015729,0.00015729,0.00015729,0.00015729,0.0001035436184937,0.65829753
1662710400000,2022-09-09 08:00:00,QTM/BTC,0.00015909,0.00015909,0.00015885,0.00015885,0.00492412827717,30.9986042
1662699600000,2022-09-09 05:00:00,QTM/BTC,0.0001597,0.0001597,0.00015951,0.00015951,0.006025037740866299,37.772163129999996
1662696000000,2022-09-09 04:00:00,QTM/BTC,0.00016122,0.00016122,0.00016087,0.00016087,0.0029874676837369,18.57069487
1662652800000,2022-09-08 16:00:00,QTM/BTC,0.00016305,0.00016305,0.00016305,0.00016305,0.0001396528744785,0.85650337
1662649200000,2022-09-08 15:00:00,QTM/BTC,0.00016415,0.00016415,0.00015069,0.00015069,0.020711260956840002,137.442836
1662645600000,2022-09-08 14:00:00,QTM/BTC,0.00016212,0.00016251,0.00016107,0.00016251,0.009086953045825498,55.916270049999994
1662631200000,2022-09-08 10:00:00,QTM/BTC,0.0001599,0.0001599,0.0001599,0.0001599,0.00010724981654400001,0.67073056
1662595200000,2022-09-08 00:00:00,QTM/BTC,0.00015946,0.00015946,0.00015946,0.00015946,0.0001464097936,0.91816
1662584400000,2022-09-07 21:00:00,QTM/BTC,0.00016056,0.00016056,0.00015998,0.00015999,0.05274364084120469,329.66835953
1662537600000,2022-09-07 08:00:00,QTM/BTC,0.00016025,0.00016025,0.00016025,0.00016025,0.0026407104554974996,16.47869239
1662516000000,2022-09-07 02:00:00,QTM/BTC,0.00015714,0.00015714,0.00015714,0.00015714,0.0001731895834698,1.10213557
