https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ORBS,Volume BTC
1663459200,2022-09-18 00:00:00,ORBS/BTC,0.000001808,0.000001808,0.000001808,0.000001808,1.9707,0.0000035630256
1663372800,2022-09-17 00:00:00,ORBS/BTC,0.000001785,0.000001832,0.000001784,0.000001815,1294.32,0.0023285713676
1663286400,2022-09-16 00:00:00,ORBS/BTC,0.000001802,0.000001825,0.000001784,0.00000182,251.6073,0.0004521154831
1663200000,2022-09-15 00:00:00,ORBS/BTC,0.000001801,0.000001823,0.000001772,0.000001805,848.6584,0.001534227725
1663113600,2022-09-14 00:00:00,ORBS/BTC,0.000001811,0.000001827,0.000001776,0.000001793,8140.2097,0.0146488722789
1663027200,2022-09-13 00:00:00,ORBS/BTC,0.000001792,0.000001834,0.000001739,0.000001801,18084.3746,0.0319882623439
1662940800,2022-09-12 00:00:00,ORBS/BTC,0.000001821,0.000001848,0.000001764,0.000001792,16540.0756,0.0295541037562
1662854400,2022-09-11 00:00:00,ORBS/BTC,0.000001822,0.000001868,0.000001815,0.000001827,934.494,0.0017142860292
1662768000,2022-09-10 00:00:00,ORBS/BTC,0.000001821,0.000001908,0.000001814,0.000001814,5288.0777,0.009725338352
1662681600,2022-09-09 00:00:00,ORBS/BTC,0.000001988,0.000002016,0.000001814,0.00000182,8627.2184,0.0167104053654
1662595200,2022-09-08 00:00:00,ORBS/BTC,0.000001893,0.000002,0.000001893,0.000001992,13214.7185,0.0256965336656
1662508800,2022-09-07 00:00:00,ORBS/BTC,0.000001893,0.000001911,0.000001869,0.000001887,8715.815,0.0163365647918
1662422400,2022-09-06 00:00:00,ORBS/BTC,0.0000019,0.000001952,0.00000188,0.000001907,2172.1719,0.0041302810072
1662336000,2022-09-05 00:00:00,ORBS/BTC,0.000001907,0.000001923,0.000001867,0.000001889,3527.8065,0.0066770358461
1662249600,2022-09-04 00:00:00,ORBS/BTC,0.000001921,0.000001957,0.000001891,0.000001906,5332.18,0.0102198574701
1662163200,2022-09-03 00:00:00,ORBS/BTC,0.000001904,0.000001951,0.000001892,0.000001921,3608.7889,0.0068465896443
1662076800,2022-09-02 00:00:00,ORBS/BTC,0.000001903,0.000001931,0.000001885,0.000001924,51213.0106,0.0977888604343
1661990400,2022-09-01 00:00:00,ORBS/BTC,0.000001921,0.000001928,0.000001877,0.000001915,476.4347,0.000907371309
1661904000,2022-08-31 00:00:00,ORBS/BTC,0.000001931,0.000001968,0.000001912,0.00000192,2086.9253,0.0040193212794
1661817600,2022-08-30 00:00:00,ORBS/BTC,0.000001894,0.000002038,0.000001879,0.000001914,34671.5707,0.0684043068286
1661731200,2022-08-29 00:00:00,ORBS/BTC,0.000001894,0.000001921,0.000001861,0.000001893,3089.8538,0.0058091445439
1661644800,2022-08-28 00:00:00,ORBS/BTC,0.000001894,0.000001921,0.000001873,0.000001908,5000.911,0.0094349962129
1661558400,2022-08-27 00:00:00,ORBS/BTC,0.000001819,0.0000022,0.000001819,0.000001915,135256.0127,0.2740199557408
1661472000,2022-08-26 00:00:00,ORBS/BTC,0.000001851,0.000001953,0.000001828,0.000001855,76616.0273,0.1437121683846
1661385600,2022-08-25 00:00:00,ORBS/BTC,0.00000186,0.000001903,0.000001811,0.000001847,3378.8615,0.0062528745825
1661299200,2022-08-24 00:00:00,ORBS/BTC,0.000001827,0.000001883,0.000001806,0.000001868,2331.5233,0.0042345149097
1661212800,2022-08-23 00:00:00,ORBS/BTC,0.00000182,0.000001882,0.000001802,0.000001863,313.2411,0.0005748076263
1661126400,2022-08-22 00:00:00,ORBS/BTC,0.000001846,0.000001868,0.000001789,0.000001818,2568.006,0.0046781436055
1661040000,2022-08-21 00:00:00,ORBS/BTC,0.00000184,0.000001881,0.000001826,0.00000187,2316.6952,0.0043019792592
1660953600,2022-08-20 00:00:00,ORBS/BTC,0.000001889,0.000002167,0.000001817,0.000001842,557377.1856,1.0992140364115
1660867200,2022-08-19 00:00:00,ORBS/BTC,0.000001968,0.000001968,0.000001851,0.000001897,12120.1458,0.0231222534383
1660780800,2022-08-18 00:00:00,ORBS/BTC,0.000001985,0.000001985,0.000001917,0.000001932,89990.4873,0.1754220780235
1660694400,2022-08-17 00:00:00,ORBS/BTC,0.000001965,0.000001981,0.000001914,0.000001937,10744.545,0.0209185702851
1660608000,2022-08-16 00:00:00,ORBS/BTC,0.000002016,0.000002019,0.000001918,0.000001935,105359.718,0.2109702506641
1660521600,2022-08-15 00:00:00,ORBS/BTC,0.000002034,0.000002034,0.000001945,0.000001973,8516.0207,0.0169614070858
1660435200,2022-08-14 00:00:00,ORBS/BTC,0.000002005,0.000002092,0.000001912,0.000002011,37046.8923,0.0734276620412
1660348800,2022-08-13 00:00:00,ORBS/BTC,0.000002027,0.000002059,0.00000198,0.000002018,16233.4334,0.0327601838762
1660262400,2022-08-12 00:00:00,ORBS/BTC,0.000002021,0.000002096,0.000001976,0.00000204,16027.3715,0.0329339537465
1660176000,2022-08-11 00:00:00,ORBS/BTC,0.000001937,0.000002018,0.000001898,0.000001989,121846.7133,0.2391734100195
1660089600,2022-08-10 00:00:00,ORBS/BTC,0.000001916,0.000002017,0.00000191,0.000001948,98172.9568,0.196181999555
1660003200,2022-08-09 00:00:00,ORBS/BTC,0.000001957,0.000001969,0.000001926,0.000001942,5821.1364,0.0112945461946
1659916800,2022-08-08 00:00:00,ORBS/BTC,0.000001982,0.000002006,0.000001917,0.000001974,1510.4473,0.0029384876152
1659830400,2022-08-07 00:00:00,ORBS/BTC,0.000002015,0.000002016,0.000001954,0.00000198,3409.6242,0.0067331718695
1659744000,2022-08-06 00:00:00,ORBS/BTC,0.000001973,0.000002052,0.000001965,0.000002036,48363.4647,0.0970607072233
1659657600,2022-08-05 00:00:00,ORBS/BTC,0.000001939,0.000001974,0.000001889,0.000001949,21567.9926,0.0415123441619
1659571200,2022-08-04 00:00:00,ORBS/BTC,0.000001884,0.000001951,0.000001855,0.000001945,59901.9484,0.1142914970575
1659484800,2022-08-03 00:00:00,ORBS/BTC,0.00000193,0.000001954,0.000001842,0.000001902,7107.8682,0.0134491507737
1659398400,2022-08-02 00:00:00,ORBS/BTC,0.000002001,0.000002053,0.000001877,0.000001937,104746.7675,0.2124169988179
1659312000,2022-08-01 00:00:00,ORBS/BTC,0.000001909,0.00000205,0.00000188,0.000001989,223226.6888,0.4348778419562
1659225600,2022-07-31 00:00:00,ORBS/BTC,0.000001835,0.00000191,0.0000018,0.000001873,4335.9179,0.0082214334466
1659139200,2022-07-30 00:00:00,ORBS/BTC,0.000001826,0.000001828,0.000001774,0.000001819,15769.3516,0.0285437115496
1659052800,2022-07-29 00:00:00,ORBS/BTC,0.000001803,0.000001846,0.000001773,0.00000182,115050.2388,0.207843632452
1658966400,2022-07-28 00:00:00,ORBS/BTC,0.00000181,0.000001902,0.000001773,0.000001803,39674.6382,0.0740682013228
1658880000,2022-07-27 00:00:00,ORBS/BTC,0.00000186,0.000001893,0.000001781,0.0000018,37137.69,0.0670816093531
1658793600,2022-07-26 00:00:00,ORBS/BTC,0.000001852,0.00000188,0.000001835,0.000001843,710.4515,0.0013282344343
