https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLN,Volume BTC
1663545600000,2022-09-19 00:00:00,BTC/PLN,91992.39,92019.04,91540.79,91639.5,13443.51465,0.1467
1663459200000,2022-09-18 00:00:00,BTC/PLN,94887.66,94978.71,91583.38,91661.63,244889.0798021689,2.67166403
1663372800000,2022-09-17 00:00:00,BTC/PLN,93193.63,95477.6,93125.8,95114.54,249296.464851928,2.6210132
1663286400000,2022-09-16 00:00:00,BTC/PLN,93733.66,94476.45,91701.39,93161.97,249180.25221914222,2.67469926
1663200000000,2022-09-15 00:00:00,BTC/PLN,95605.53,96839.88,93107.42,93407.41,247093.59763308262,2.64533186
1663113600000,2022-09-14 00:00:00,BTC/PLN,96513.03,98288.49,93982.88,96093.44,221778.6174972032,2.30794753
1663027200000,2022-09-13 00:00:00,BTC/PLN,103915.39,109810.45,95668.98,95947.8,248338.31145848398,2.58826478
1662940800000,2022-09-12 00:00:00,BTC/PLN,102071.73,105041.39,100454.43,103801.04,274079.9135845456,2.64043514
1662854400000,2022-09-11 00:00:00,BTC/PLN,101198.97,101936.45,99956.45,101936.45,266804.1268340525,2.61735745
1662768000000,2022-09-10 00:00:00,BTC/PLN,100000.78,101799.04,98562.92,101221.81,270224.37270640564,2.66962597
1662681600000,2022-09-09 00:00:00,BTC/PLN,90892.6,100496.25,90612.75,100074.3,265023.587328003,2.64826821
1662595200000,2022-09-08 00:00:00,BTC/PLN,91235.68,91898.92,90318.84,91010.24,234178.25651239362,2.57309789
1662508800000,2022-09-07 00:00:00,BTC/PLN,90702.73,91632.06,89425.9,91242.52,248814.68135342043,2.72695977
1662422400000,2022-09-06 00:00:00,BTC/PLN,94448.24,95478.61,90163.65,90600.0,242544.93655800002,2.67709643
1662336000000,2022-09-05 00:00:00,BTC/PLN,95314.38,95504.5,94005.0,94615.74,256292.5552639182,2.70877293
1662249600000,2022-09-04 00:00:00,BTC/PLN,94325.99,95380.89,93579.54,95380.89,264737.6473907286,2.77558374
1662163200000,2022-09-03 00:00:00,BTC/PLN,95030.9,95376.57,93770.21,94217.43,255816.4110183468,2.71517076
1662076800000,2022-09-02 00:00:00,BTC/PLN,95213.87,96321.67,94189.93,94807.35,248720.4737046315,2.62343029
1661990400000,2022-09-01 00:00:00,BTC/PLN,94558.74,95596.34,93720.4,95308.01,259452.52377117082,2.72225308
1661904000000,2022-08-31 00:00:00,BTC/PLN,93539.38,96929.04,93539.38,94595.27,246586.49439878302,2.6067529
1661817600000,2022-08-30 00:00:00,BTC/PLN,96322.27,97402.04,92869.32,93821.4,257591.6262342,2.745553
1661731200000,2022-08-29 00:00:00,BTC/PLN,94782.48,96994.83,93883.69,96183.55,251221.860413104,2.61190048
1661644800000,2022-08-28 00:00:00,BTC/PLN,95655.78,96427.91,94777.75,94777.75,266357.2555317975,2.81033529
1661558400000,2022-08-27 00:00:00,BTC/PLN,97619.26,97619.26,94934.64,95440.94,263488.9979083642,2.76075443
1661472000000,2022-08-26 00:00:00,BTC/PLN,102900.81,103350.88,97561.38,97571.23,261306.9463357933,2.67811471
1661385600000,2022-08-25 00:00:00,BTC/PLN,102857.05,104198.6,102207.02,102787.93,269303.62316447304,2.61999267
1661299200000,2022-08-24 00:00:00,BTC/PLN,103462.89,104755.53,101846.33,102517.84,276648.4960543136,2.69854004
1661212800000,2022-08-23 00:00:00,BTC/PLN,102404.26,103802.46,100758.96,103386.33,275725.2981451482,2.66694154
1661126400000,2022-08-22 00:00:00,BTC/PLN,102538.82,102631.91,101828.61,102198.85,15380.926925,0.1505
1661040000000,2022-08-21 00:00:00,BTC/PLN,100005.16,103268.51,99470.49,102291.82,273931.3554278818,2.67793999
1660953600000,2022-08-20 00:00:00,BTC/PLN,99860.81,101583.96,99454.45,100006.51,256956.8278005751,2.56940101
1660867200000,2022-08-19 00:00:00,BTC/PLN,109271.4,109332.29,99849.84,99849.84,294890.61533195764,2.95334089
1660780800000,2022-08-18 00:00:00,BTC/PLN,108609.11,109738.76,108156.28,109439.94,286552.7607482196,2.61835634
1660694400000,2022-08-17 00:00:00,BTC/PLN,109912.78,113051.06,108090.08,108620.32,294194.67933521443,2.70846817
1660608000000,2022-08-16 00:00:00,BTC/PLN,111208.86,111719.99,109377.44,109851.6,303531.87102382805,2.76310833
1660521600000,2022-08-15 00:00:00,BTC/PLN,110985.54,114307.68,109054.27,111376.95,296644.329029331,2.66342658
1660435200000,2022-08-14 00:00:00,BTC/PLN,111003.85,113805.23,109952.02,110985.5,283741.71139879996,2.5565656
1660348800000,2022-08-13 00:00:00,BTC/PLN,110696.27,113119.88,110365.08,111037.93,285049.8383351662,2.56713934
1660262400000,2022-08-12 00:00:00,BTC/PLN,109212.73,111838.06,106601.73,110607.05,289635.7483281075,2.61860115
1660176000000,2022-08-11 00:00:00,BTC/PLN,108896.78,112860.29,108800.42,109280.79,266603.21404580335,2.43961646
1660089600000,2022-08-10 00:00:00,BTC/PLN,110026.29,110300.59,105936.38,108688.42,240849.3629109036,2.21596158
