https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KRL,Volume BTC
1663459200,2022-09-18 00:00:00,KRL/BTC,0.00001865,0.00001874,0.00001865,0.00001874,8003.6044,0.149355049397
1663372800,2022-09-17 00:00:00,KRL/BTC,0.00001856,0.00001874,0.00001847,0.00001865,37119.2173,0.69045531776
1663286400,2022-09-16 00:00:00,KRL/BTC,0.00001865,0.00001883,0.00001858,0.00001861,63400.4477,1.18596396277
1663200000,2022-09-15 00:00:00,KRL/BTC,0.00001864,0.00001892,0.00001856,0.00001865,177070.8915,3.308596672306
1663113600,2022-09-14 00:00:00,KRL/BTC,0.00001883,0.00001883,0.00001829,0.00001856,188606.788,3.495042270677
1663027200,2022-09-13 00:00:00,KRL/BTC,0.0000182,0.00001919,0.00001785,0.00001874,329550.9553,6.112806751651
1662940800,2022-09-12 00:00:00,KRL/BTC,0.00001901,0.00001919,0.0000182,0.0000182,185483.9661,3.469360133944
1662854400,2022-09-11 00:00:00,KRL/BTC,0.00001883,0.00001919,0.00001866,0.0000191,84128.7618,1.591915275206
1662768000,2022-09-10 00:00:00,KRL/BTC,0.00001946,0.00001946,0.00001883,0.00001883,96422.6552,1.841092069138
1662681600,2022-09-09 00:00:00,KRL/BTC,0.0000209,0.0000209,0.00001937,0.00001946,238441.679,4.777800826004
1662595200,2022-09-08 00:00:00,KRL/BTC,0.0000209,0.000021,0.0000208,0.0000209,84041.017,1.7524046301
1662508800,2022-09-07 00:00:00,KRL/BTC,0.00002128,0.0000214,0.0000208,0.0000209,84996.7574,1.791212880632
1662422400,2022-09-06 00:00:00,KRL/BTC,0.0000208,0.0000213,0.0000207,0.0000212,173127.2172,3.638355022138
1662336000,2022-09-05 00:00:00,KRL/BTC,0.0000206,0.0000209,0.0000206,0.0000209,35110.6483,0.729614589457
1662249600,2022-09-04 00:00:00,KRL/BTC,0.0000206,0.0000207,0.0000205,0.0000205,28569.5103,0.588064410524
1662163200,2022-09-03 00:00:00,KRL/BTC,0.0000209,0.0000209,0.0000207,0.0000207,36879.8558,0.766582878472
1662076800,2022-09-02 00:00:00,KRL/BTC,0.00002018,0.0000218,0.00001994,0.0000208,151639.3982,3.20999463624
1661990400,2022-09-01 00:00:00,KRL/BTC,0.00001986,0.00002033,0.0000198,0.00002018,22290.1297,0.449084569755
1661904000,2022-08-31 00:00:00,KRL/BTC,0.00002025,0.00002025,0.0000197,0.00002003,21563.8577,0.435082079343
1661817600,2022-08-30 00:00:00,KRL/BTC,0.00002075,0.00002096,0.00002018,0.00002056,81084.6323,1.666949600861
1661731200,2022-08-29 00:00:00,KRL/BTC,0.00002079,0.00002088,0.00002001,0.00002068,26275.2318,0.537905941713
1661644800,2022-08-28 00:00:00,KRL/BTC,0.00002028,0.00002096,0.00002018,0.00002096,27236.1192,0.554407712144
1661558400,2022-08-27 00:00:00,KRL/BTC,0.00002018,0.00002053,0.00002017,0.00002018,20977.7139,0.42334553042
1661472000,2022-08-26 00:00:00,KRL/BTC,0.00001985,0.00002055,0.00001937,0.00002018,68652.4797,1.369418205934
1661385600,2022-08-25 00:00:00,KRL/BTC,0.0000197,0.00002004,0.00001959,0.00001978,23452.5979,0.461818988018
1661299200,2022-08-24 00:00:00,KRL/BTC,0.0000197,0.00002014,0.00001966,0.00002014,16207.2486,0.31914279561
1661212800,2022-08-23 00:00:00,KRL/BTC,0.00002018,0.00002049,0.00001977,0.00001977,14418.1161,0.290082164577
1661126400,2022-08-22 00:00:00,KRL/BTC,0.00002042,0.0000206,0.00002017,0.00002018,16385.6059,0.330784428215
1661040000,2022-08-21 00:00:00,KRL/BTC,0.00002035,0.00002065,0.00002018,0.00002029,2490.9422,0.050344087728
1660953600,2022-08-20 00:00:00,KRL/BTC,0.00002067,0.00002068,0.00002019,0.00002032,2854.0188,0.05879927333
