https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume TON
1659052800000,2022-07-29 00:00:00,TON/BTC,3.71e-05,3.922e-05,3.693e-05,3.784e-05,1.2544432087575432,33151.24758873
1658966400000,2022-07-28 00:00:00,TON/BTC,3.808e-05,3.962e-05,3.651e-05,3.69e-05,1.240640684533665,33621.69876785
1658880000000,2022-07-27 00:00:00,TON/BTC,3.939e-05,4.22e-05,3.738e-05,3.804e-05,1.770811107245382,46551.29093705
1658793600000,2022-07-26 00:00:00,TON/BTC,4.051e-05,4.171e-05,3.809e-05,3.889e-05,1.234126045509181,31733.76306272
1658707200000,2022-07-25 00:00:00,TON/BTC,4.01e-05,4.279e-05,3.96e-05,4.042e-05,1.515807049060835,37501.41140675
1658620800000,2022-07-24 00:00:00,TON/BTC,4.059e-05,4.119e-05,3.959e-05,4.009e-05,1.2340219813817541,30781.29162838
1658534400000,2022-07-23 00:00:00,TON/BTC,4.019e-05,4.145e-05,3.985e-05,4.09e-05,1.6884800311117267,41283.13034503
1658448000000,2022-07-22 00:00:00,TON/BTC,4.017e-05,4.121e-05,3.901e-05,4.003e-05,1.3216384808061075,33016.19987025
1658361600000,2022-07-21 00:00:00,TON/BTC,4.039e-05,4.444e-05,3.901e-05,4.011e-05,1.4243399489565498,35510.84390318
1658275200000,2022-07-20 00:00:00,TON/BTC,4.104e-05,4.246e-05,3.927e-05,4.026e-05,1.5866742816245638,39410.6875714
1658188800000,2022-07-19 00:00:00,TON/BTC,4.33e-05,4.461e-05,4.05e-05,4.102e-05,1.767939214343715,43099.44452325
1658102400000,2022-07-18 00:00:00,TON/BTC,4.576e-05,4.637e-05,4.15e-05,4.3e-05,1.72690075564936,40160.48268952
1658016000000,2022-07-17 00:00:00,TON/BTC,4.445e-05,4.6e-05,4.4e-05,4.576e-05,1.773316518143456,38752.5462881
1657929600000,2022-07-16 00:00:00,TON/BTC,4.482e-05,4.5e-05,4.407e-05,4.456e-05,1.3673096020316633,30684.68586247
1657843200000,2022-07-15 00:00:00,TON/BTC,4.529e-05,4.711e-05,4.344e-05,4.456e-05,1.4433721592117426,32391.65527854
1657756800000,2022-07-14 00:00:00,TON/BTC,4.577e-05,4.641e-05,4.38e-05,4.526e-05,1.7068926332908245,37713.04978548
1657670400000,2022-07-13 00:00:00,TON/BTC,4.935e-05,4.956e-05,4.422e-05,4.517e-05,1.5939286703246431,35287.32942937
1657584000000,2022-07-12 00:00:00,TON/BTC,4.965e-05,5e-05,4.859e-05,4.916e-05,1.1740355208690756,23881.92678741
1657497600000,2022-07-11 00:00:00,TON/BTC,5.068e-05,5.121e-05,4.9e-05,4.973e-05,1.2027208721269114,24185.01653181
1657411200000,2022-07-10 00:00:00,TON/BTC,4.934e-05,4.985e-05,4.888e-05,4.968e-05,0.0661411752844464,1331.34410798
1657324800000,2022-07-09 00:00:00,TON/BTC,4.968e-05,5.086e-05,4.875e-05,4.948e-05,1.1415096480507403,23070.12223223
1657238400000,2022-07-08 00:00:00,TON/BTC,4.967e-05,5.177e-05,4.825e-05,5.008e-05,1.2731031811710305,25421.38940038
1657152000000,2022-07-07 00:00:00,TON/BTC,5.053e-05,5.335e-05,4.9e-05,4.93e-05,2.630104033054103,53348.96618771
1657065600000,2022-07-06 00:00:00,TON/BTC,5.217e-05,5.316e-05,5.01e-05,5.071e-05,1.2444858031996302,24541.23058962
1656979200000,2022-07-05 00:00:00,TON/BTC,5.47e-05,5.694e-05,5.168e-05,5.248e-05,1.3640417704002816,25991.64958842
1656892800000,2022-07-04 00:00:00,TON/BTC,5.712e-05,5.803e-05,5.302e-05,5.505e-05,0.8631711507360105,15679.76658921
1656806400000,2022-07-03 00:00:00,TON/BTC,5.833e-05,5.895e-05,5.625e-05,5.692e-05,0.32195742921488196,5656.31463835
1656720000000,2022-07-02 00:00:00,TON/BTC,5.808e-05,5.93e-05,5.612e-05,5.753e-05,0.30027464816016797,5219.4446056
1656633600000,2022-07-01 00:00:00,TON/BTC,5.64e-05,5.968e-05,5.45e-05,5.811e-05,0.4820352343650324,8295.22000284
1656547200000,2022-06-30 00:00:00,TON/BTC,6.07e-05,6.133e-05,5.55e-05,5.691e-05,1.015671754082517,17846.9821487
1656460800000,2022-06-29 00:00:00,TON/BTC,6.474e-05,6.807e-05,6.01e-05,6.084e-05,0.4695393845863188,7717.60987157
1656374400000,2022-06-28 00:00:00,TON/BTC,6.101e-05,6.197e-05,5.908e-05,6.013e-05,0.007397599936855101,123.02677427
1656288000000,2022-06-27 00:00:00,TON/BTC,5.014e-05,6.2e-05,4.89e-05,6.074e-05,1.174194426591366,19331.4854559
1656201600000,2022-06-26 00:00:00,TON/BTC,5.043e-05,5.121e-05,4.89e-05,4.997e-05,0.2939438176775891,5882.40579703
1656115200000,2022-06-25 00:00:00,TON/BTC,5.272e-05,5.289e-05,4.891e-05,5.059e-05,0.3991880708269403,7890.65172617
1656028800000,2022-06-24 00:00:00,TON/BTC,5.191e-05,5.369e-05,5.102e-05,5.227e-05,0.3032631402573664,5801.85843232
1655942400000,2022-06-23 00:00:00,TON/BTC,5.175e-05,5.378e-05,5.1e-05,5.201e-05,0.2000742717318331,3846.84237131
1655856000000,2022-06-22 00:00:00,TON/BTC,5.216e-05,5.369e-05,5.051e-05,5.209e-05,0.46190038106321885,8867.35229532
1655769600000,2022-06-21 00:00:00,TON/BTC,5.171e-05,5.3e-05,5.031e-05,5.219e-05,0.1494800302551314,2864.15080006
1655683200000,2022-06-20 00:00:00,TON/BTC,4.435e-05,5.41e-05,4.296e-05,5.139e-05,0.6456778622776944,12564.27052496
1655596800000,2022-06-19 00:00:00,TON/BTC,4.297e-05,4.4e-05,4.053e-05,4.4e-05,0.34740007591212,7895.45627073
1655510400000,2022-06-18 00:00:00,TON/BTC,4.194e-05,4.297e-05,4.053e-05,4.297e-05,0.38274759871071967,8907.32135701
1655424000000,2022-06-17 00:00:00,TON/BTC,4.07e-05,4.195e-05,4e-05,4.126e-05,0.11955720668517861,2897.65406411
1655337600000,2022-06-16 00:00:00,TON/BTC,4.235e-05,4.323e-05,4.035e-05,4.09e-05,0.085117527709437,2081.11314693
1655251200000,2022-06-15 00:00:00,TON/BTC,4.19e-05,4.399e-05,4.032e-05,4.074e-05,0.3154196227913094,7742.25878231
1655164800000,2022-06-14 00:00:00,TON/BTC,4.293e-05,4.421e-05,4.184e-05,4.4e-05,0.254702257546,5788.6876715
1655078400000,2022-06-13 00:00:00,TON/BTC,4.118e-05,4.394e-05,3.719e-05,4.181e-05,0.34463230943795686,8242.82012528
1654992000000,2022-06-12 00:00:00,TON/BTC,4.019e-05,4.329e-05,3.832e-05,4.085e-05,0.2715077975168175,6646.45771155
1654905600000,2022-06-11 00:00:00,TON/BTC,4.215e-05,4.396e-05,4.03e-05,4.11e-05,0.06638935298599201,1615.31272472
1654819200000,2022-06-10 00:00:00,TON/BTC,4.32e-05,4.499e-05,4.2e-05,4.415e-05,0.11003456485285601,2492.28912464
1654732800000,2022-06-09 00:00:00,TON/BTC,4.13e-05,4.339e-05,4.064e-05,4.332e-05,0.0237919604778228,549.21423079
1654646400000,2022-06-08 00:00:00,TON/BTC,4.187e-05,4.2e-05,4.025e-05,4.125e-05,0.08393600304498751,2034.81219503
1654560000000,2022-06-07 00:00:00,TON/BTC,4.299e-05,4.43e-05,3.45e-05,4.2e-05,0.44596811453502,10618.28844131
1654473600000,2022-06-06 00:00:00,TON/BTC,4.175e-05,4.339e-05,4.089e-05,4.139e-05,0.0379545423347383,916.99788197
1654387200000,2022-06-05 00:00:00,TON/BTC,4.191e-05,4.43e-05,4.175e-05,4.298e-05,0.45504307950768097,10587.32153345
1654300800000,2022-06-04 00:00:00,TON/BTC,4.198e-05,4.43e-05,4.152e-05,4.399e-05,0.0222128630844868,504.95255932
1654214400000,2022-06-03 00:00:00,TON/BTC,4.116e-05,4.225e-05,3.967e-05,4.093e-05,0.0666018954763334,1627.21464638
1654128000000,2022-06-02 00:00:00,TON/BTC,4.198e-05,4.284e-05,3.949e-05,4.199e-05,0.1434397712288541,3416.04599259
1654041600000,2022-06-01 00:00:00,TON/BTC,4.21e-05,4.6e-05,4.002e-05,4.152e-05,0.1626477651316392,3917.33538371
1653955200000,2022-05-31 00:00:00,TON/BTC,4.436e-05,4.499e-05,4.192e-05,4.489e-05,0.0974125429686369,2170.02768921
1653868800000,2022-05-30 00:00:00,TON/BTC,4.299e-05,4.436e-05,4.1e-05,4.436e-05,0.1291080623510788,2910.46127933
1653782400000,2022-05-29 00:00:00,TON/BTC,4.326e-05,4.349e-05,1.1e-07,4.206e-05,1.6871247446268804,40112.33344334
1653696000000,2022-05-28 00:00:00,TON/BTC,4.474e-05,4.488e-05,3.9e-05,4.184e-05,0.327074691560844,7817.27274285
1653609600000,2022-05-27 00:00:00,TON/BTC,4.312e-05,4.641e-05,4.21e-05,4.461e-05,0.0821125377661059,1840.67558319
1653523200000,2022-05-26 00:00:00,TON/BTC,4.595e-05,4.8e-05,4.31e-05,4.31e-05,0.151348863644181,3511.57456251
1653436800000,2022-05-25 00:00:00,TON/BTC,4.535e-05,5.19e-05,4.213e-05,4.213e-05,0.30914039275681426,7337.77338611
1653350400000,2022-05-24 00:00:00,TON/BTC,4.627e-05,4.842e-05,4.534e-05,4.656e-05,0.12717428659809601,2731.4064991
1653264000000,2022-05-23 00:00:00,TON/BTC,4.905e-05,4.905e-05,4.601e-05,4.627e-05,0.23985802041554502,5183.8776835
1653177600000,2022-05-22 00:00:00,TON/BTC,4.813e-05,5.19e-05,4.789e-05,4.8e-05,0.33267271121904,6930.68148373
1653091200000,2022-05-21 00:00:00,TON/BTC,5.168e-05,5.169e-05,4.81e-05,5e-05,0.309410241733,6188.20483466
1653004800000,2022-05-20 00:00:00,TON/BTC,5.111e-05,5.6e-05,4.9e-05,4.99e-05,0.7891257133223449,15814.14255155
1652918400000,2022-05-19 00:00:00,TON/BTC,5.325e-05,5.6e-05,5.111e-05,5.113e-05,0.23457004134921422,4587.71839134
1652832000000,2022-05-18 00:00:00,TON/BTC,5.39e-05,5.487e-05,5.19e-05,5.469e-05,0.05730991054834889,1047.90474581
1652745600000,2022-05-17 00:00:00,TON/BTC,5.413e-05,5.6e-05,5.112e-05,5.39e-05,0.25706797138715,4769.3501185
1652659200000,2022-05-16 00:00:00,TON/BTC,5.32e-05,5.65e-05,5.32e-05,5.42e-05,0.270457557448328,4989.99183484
1652572800000,2022-05-15 00:00:00,TON/BTC,5.103e-05,5.41e-05,5.011e-05,5.212e-05,0.0499649585546024,958.65231302
1652486400000,2022-05-14 00:00:00,TON/BTC,5.25e-05,5.49e-05,5.09e-05,5.103e-05,0.13037662149410428,2554.90145981
1652400000000,2022-05-13 00:00:00,TON/BTC,5.197e-05,5.65e-05,4.99e-05,5.2e-05,0.4276885274147199,8224.77937336
1652313600000,2022-05-12 00:00:00,TON/BTC,4.962e-05,5.299e-05,4.65e-05,5.197e-05,0.471771337533619,9077.7628927
1652227200000,2022-05-11 00:00:00,TON/BTC,5.573e-05,5.676e-05,4.7e-05,4.9e-05,1.90351038085628,38847.15062972
1652140800000,2022-05-10 00:00:00,TON/BTC,5.69e-05,5.788e-05,5.025e-05,5.538e-05,0.553308960212931,9991.13326495
1652054400000,2022-05-09 00:00:00,TON/BTC,5.69e-05,5.807e-05,5.38e-05,5.69e-05,1.408643937304654,24756.48395966
1651968000000,2022-05-08 00:00:00,TON/BTC,5e-05,5.6e-05,4.6e-05,5.6e-05,1.72076227268064,30727.89772644
1651881600000,2022-05-07 00:00:00,TON/BTC,5.003e-05,5.05e-05,4.89e-05,5e-05,0.2716209952705,5432.41990541
1651795200000,2022-05-06 00:00:00,TON/BTC,5.141e-05,5.141e-05,4.968e-05,5.05e-05,0.21611811106891,4279.56655582
1651708800000,2022-05-05 00:00:00,TON/BTC,4.938e-05,5.185e-05,4.762e-05,5.144e-05,0.0513283401534136,997.82931869
1651622400000,2022-05-04 00:00:00,TON/BTC,4.834e-05,5.2e-05,4.708e-05,5.192e-05,0.2198160757954216,4233.74568173
1651536000000,2022-05-03 00:00:00,TON/BTC,4.75e-05,4.998e-05,4.65e-05,4.99e-05,0.116866951511861,2342.02307639
1651449600000,2022-05-02 00:00:00,TON/BTC,4.85e-05,4.91e-05,4.65e-05,4.886e-05,0.258854674910279,5297.88528265
1651363200000,2022-05-01 00:00:00,TON/BTC,5.016e-05,5.49e-05,4.85e-05,5e-05,0.199156470387,3983.12940774
1651276800000,2022-04-30 00:00:00,TON/BTC,5.2e-05,5.386e-05,4.823e-05,4.881e-05,0.4034001427425624,8264.70278104
1651190400000,2022-04-29 00:00:00,TON/BTC,5.629e-05,5.746e-05,5.243e-05,5.289e-05,0.3848339520258828,7276.11934252
1651104000000,2022-04-28 00:00:00,TON/BTC,5.76e-05,5.88e-05,5.45e-05,5.656e-05,0.1940528782201016,3430.92076061
1651017600000,2022-04-27 00:00:00,TON/BTC,5.155e-05,6e-05,5.09e-05,5.879e-05,1.05705537105181,17980.19001619
1650931200000,2022-04-26 00:00:00,TON/BTC,4.893e-05,5.51e-05,4.726e-05,5.39e-05,0.750918085509207,13931.68989813
1650844800000,2022-04-25 00:00:00,TON/BTC,5.008e-05,5.194e-05,4.834e-05,4.92e-05,0.654986715381492,13312.73811751
1650672000000,2022-04-23 00:00:00,TON/BTC,5.666e-05,5.666e-05,5.002e-05,5.194e-05,0.1272215886637976,2449.39523804
1650585600000,2022-04-22 00:00:00,TON/BTC,5.332e-05,6.324e-05,5.27e-05,5.665e-05,0.6322782026669405,11161.13332157
1650412800000,2022-04-20 00:00:00,TON/BTC,4.829e-05,4.829e-05,4.829e-05,4.829e-05,0.0010417511383213,21.57281297
1650326400000,2022-04-19 00:00:00,TON/BTC,4.762e-05,4.934e-05,4.692e-05,4.841e-05,0.1782303595244805,3681.68476605
1650240000000,2022-04-18 00:00:00,TON/BTC,4.978e-05,5.097e-05,4.601e-05,4.939e-05,0.9340170074545927,18911.05502034
1650153600000,2022-04-17 00:00:00,TON/BTC,4.92e-05,4.97e-05,4.801e-05,4.895e-05,0.1016213405991245,2076.02330131
1650067200000,2022-04-16 00:00:00,TON/BTC,4.852e-05,5.08e-05,4.852e-05,4.946e-05,0.1610454186803446,3256.07397251
1649980800000,2022-04-15 00:00:00,TON/BTC,4.962e-05,4.975e-05,4.656e-05,4.955e-05,0.25812544203003646,5209.39338103
1649894400000,2022-04-14 00:00:00,TON/BTC,4.715e-05,5.134e-05,4.65e-05,4.973e-05,0.5770642720455874,11603.94675338
1649808000000,2022-04-13 00:00:00,TON/BTC,4.989e-05,5.134e-05,4.712e-05,4.823e-05,0.21306719037088026,4417.73150261
1649721600000,2022-04-12 00:00:00,TON/BTC,4.87e-05,5.2e-05,4.6e-05,4.99e-05,0.532647338658111,10674.29536389
1649635200000,2022-04-11 00:00:00,TON/BTC,4.438e-05,4.921e-05,4.35e-05,4.85e-05,0.6545301330842049,13495.46666153
1649548800000,2022-04-10 00:00:00,TON/BTC,4.296e-05,4.296e-05,4.296e-05,4.296e-05,0.0024119533245336,56.14416491
1649462400000,2022-04-09 00:00:00,TON/BTC,4.282e-05,4.3e-05,4.15e-05,4.297e-05,0.08185346291210589,1904.89790347
1649376000000,2022-04-08 00:00:00,TON/BTC,4.199e-05,4.282e-05,4.11e-05,4.282e-05,0.1363449155821962,3184.14095241
1649289600000,2022-04-07 00:00:00,TON/BTC,3.919e-05,4.199e-05,3.898e-05,4.023e-05,0.26339221985273914,6547.15933017
1649203200000,2022-04-06 00:00:00,TON/BTC,3.896e-05,3.947e-05,3.72e-05,3.883e-05,0.0740580090308575,1907.23690525
1649116800000,2022-04-05 00:00:00,TON/BTC,3.9e-05,3.978e-05,3.764e-05,3.878e-05,0.1234999577067914,3184.63016263
