https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNS,Volume USDT
1662508800,2022-09-07 00:00:00,BNS/USDT,0.02715,0.027898,0.02715,0.027295,4323.0628,119.0136123912
1662422400,2022-09-06 00:00:00,BNS/USDT,0.028104,0.028555,0.027143,0.027143,14060.5057,391.9287165097
1662336000,2022-09-05 00:00:00,BNS/USDT,0.029269,0.030168,0.028,0.028179,47969.3796,1368.7377666261
1662249600,2022-09-04 00:00:00,BNS/USDT,0.029321,0.030558,0.029,0.029182,46720.1676,1371.288273925
1662163200,2022-09-03 00:00:00,BNS/USDT,0.029492,0.029811,0.0288,0.029321,28559.5347,836.2886476202
1662076800,2022-09-02 00:00:00,BNS/USDT,0.028669,0.03139,0.028669,0.029368,27609.1964,834.1087488689
1661990400,2022-09-01 00:00:00,BNS/USDT,0.028634,0.03032,0.02767,0.028771,46609.9496,1348.378550512
1661904000,2022-08-31 00:00:00,BNS/USDT,0.028129,0.028921,0.028129,0.028455,6291.1096,179.2718051357
1661817600,2022-08-30 00:00:00,BNS/USDT,0.029073,0.030433,0.027646,0.027946,26141.1895,761.6535343847
1661731200,2022-08-29 00:00:00,BNS/USDT,0.030046,0.030046,0.026796,0.029255,189927.3065,5420.6745626031
1661644800,2022-08-28 00:00:00,BNS/USDT,0.030031,0.030774,0.029944,0.030054,14190.9536,430.4855431389
1661558400,2022-08-27 00:00:00,BNS/USDT,0.029555,0.032257,0.029,0.030031,186008.3628,5657.4716457883
1661472000,2022-08-26 00:00:00,BNS/USDT,0.031463,0.033665,0.029555,0.029661,82671.1616,2563.9900556801
1661385600,2022-08-25 00:00:00,BNS/USDT,0.031768,0.033065,0.031229,0.031466,79809.2289,2565.1710508504
1661299200,2022-08-24 00:00:00,BNS/USDT,0.031908,0.032778,0.030512,0.031794,80159.1209,2553.389994913
1661212800,2022-08-23 00:00:00,BNS/USDT,0.03237,0.033592,0.031271,0.031908,49232.3622,1572.2013724169
1661126400,2022-08-22 00:00:00,BNS/USDT,0.032312,0.033614,0.031084,0.032596,44348.2625,1414.6458259113
1661040000,2022-08-21 00:00:00,BNS/USDT,0.031021,0.034355,0.030656,0.032312,365453.6477,11517.5513682247
1660953600,2022-08-20 00:00:00,BNS/USDT,0.033083,0.033206,0.031005,0.031021,204432.5704,6709.16022148
1660867200,2022-08-19 00:00:00,BNS/USDT,0.035938,0.0397,0.033003,0.033082,1708927.2724,61659.8815317169
1660780800,2022-08-18 00:00:00,BNS/USDT,0.032741,0.04,0.032142,0.036185,1348997.2574,48564.0512287398
1660694400,2022-08-17 00:00:00,BNS/USDT,0.0327,0.033752,0.032139,0.032741,67786.8266,2221.9387890261
1660608000,2022-08-16 00:00:00,BNS/USDT,0.032471,0.033592,0.032139,0.0327,53949.6461,1742.8090433194
1660521600,2022-08-15 00:00:00,BNS/USDT,0.032604,0.034273,0.032139,0.032425,135045.0824,4450.9935169822
1660435200,2022-08-14 00:00:00,BNS/USDT,0.0356,0.0357,0.032258,0.032604,472989.2516,15716.6966969464
1660348800,2022-08-13 00:00:00,BNS/USDT,0.032155,0.043,0.032155,0.0356,1711805.04798,63233.41819065302
1660262400,2022-08-12 00:00:00,BNS/USDT,0.032701,0.033057,0.031531,0.0323,25515.2278,825.7668481915
1660176000,2022-08-11 00:00:00,BNS/USDT,0.031605,0.0333,0.031203,0.03249,74698.708,2433.2460309024
1660089600,2022-08-10 00:00:00,BNS/USDT,0.031116,0.032506,0.0306,0.03168,57249.5567,1808.4865971092
1660003200,2022-08-09 00:00:00,BNS/USDT,0.032701,0.03354,0.030295,0.031232,71351.0159,2271.7769249802
1659916800,2022-08-08 00:00:00,BNS/USDT,0.032254,0.034442,0.032,0.032701,105461.4453,3489.5889764088
1659830400,2022-08-07 00:00:00,BNS/USDT,0.031136,0.033,0.030442,0.032254,109617.5817,3514.8024070499
1659744000,2022-08-06 00:00:00,BNS/USDT,0.032837,0.033339,0.030233,0.031136,146728.8271,4660.5295961324
1659657600,2022-08-05 00:00:00,BNS/USDT,0.030894,0.034594,0.030726,0.032837,90875.8712,2973.4722873965
1659571200,2022-08-04 00:00:00,BNS/USDT,0.031228,0.03257,0.03073,0.031053,42390.9596,1334.8426184141
1659484800,2022-08-03 00:00:00,BNS/USDT,0.031337,0.032161,0.030575,0.031037,25194.0727,787.6405757915
1659398400,2022-08-02 00:00:00,BNS/USDT,0.032475,0.032701,0.030782,0.031147,51371.911,1636.1435918399
1659312000,2022-08-01 00:00:00,BNS/USDT,0.032721,0.033,0.031743,0.032475,15882.6357,518.6958567958
1659225600,2022-07-31 00:00:00,BNS/USDT,0.032023,0.0339,0.031741,0.032721,98275.1273,3218.4870440664
1659139200,2022-07-30 00:00:00,BNS/USDT,0.031908,0.033536,0.031751,0.032246,78392.9891,2564.1191239183
1659052800,2022-07-29 00:00:00,BNS/USDT,0.031751,0.033371,0.031462,0.031741,115567.2131,3770.3205271689
1658966400,2022-07-28 00:00:00,BNS/USDT,0.030683,0.032409,0.030185,0.031751,52956.1816,1660.342146618
1658880000,2022-07-27 00:00:00,BNS/USDT,0.030111,0.031676,0.0295,0.03085,110877.2805,3365.5096616663
1658793600,2022-07-26 00:00:00,BNS/USDT,0.031,0.031336,0.02883,0.030111,87073.5948,2589.1124003347
