https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM,Volume BTC
1663459200,2022-09-18 00:00:00,ATOM/BTC,0.0008156,0.00081708,0.000784,0.00078778,5366.7627,4.293049398019
1663372800,2022-09-17 00:00:00,ATOM/BTC,0.0008394,0.00085244,0.00080637,0.00081581,20772.62686338,17.1879139254704169
1663286400,2022-09-16 00:00:00,ATOM/BTC,0.00075645,0.00084782,0.00073918,0.00083838,29304.31811136,23.287488202399814
1663200000,2022-09-15 00:00:00,ATOM/BTC,0.00069112,0.00078216,0.00066192,0.00075756,37146.69640394,27.0298649371944856
1663113600,2022-09-14 00:00:00,ATOM/BTC,0.00068855,0.0007107,0.00067794,0.00069075,15148.37933723,10.490318434197212
1663027200,2022-09-13 00:00:00,ATOM/BTC,0.00069316,0.00072242,0.0006801,0.00068934,14980.83764605,10.4770476499432787
1662940800,2022-09-12 00:00:00,ATOM/BTC,0.00071969,0.0007448,0.00067943,0.00069331,16674.38885106,11.8179232892951485
1662854400,2022-09-11 00:00:00,ATOM/BTC,0.0007394,0.000759,0.00070836,0.00071922,10183.77428307,7.4109904672370191
1662768000,2022-09-10 00:00:00,ATOM/BTC,0.00075522,0.00076657,0.00073026,0.000738,13278.8232038,9.9337305582024565
1662681600,2022-09-09 00:00:00,ATOM/BTC,0.00071923,0.000826,0.00068156,0.000755,36565.32143421,27.6457199788534997
1662595200,2022-09-08 00:00:00,ATOM/BTC,0.00067037,0.0007294,0.0006572,0.00071872,25553.67704635,17.6694217320557215
1662508800,2022-09-07 00:00:00,ATOM/BTC,0.00062645,0.00068468,0.00061959,0.00067033,9374.26640202,6.049384688877154
1662422400,2022-09-06 00:00:00,ATOM/BTC,0.00063914,0.00064684,0.00061434,0.00062654,15008.66298358,9.4449101245800096
1662336000,2022-09-05 00:00:00,ATOM/BTC,0.0006525,0.00066901,0.00063254,0.00063816,7257.19259895,4.684108024150038
1662249600,2022-09-04 00:00:00,ATOM/BTC,0.00063748,0.00065648,0.00062657,0.00065186,7259.19673824,4.6691348953674678
1662163200,2022-09-03 00:00:00,ATOM/BTC,0.00063192,0.0006462,0.00061334,0.00063711,15516.411838,9.6826011644505023
1662076800,2022-09-02 00:00:00,ATOM/BTC,0.00063262,0.0006422,0.00061348,0.00063226,8044.92208194,5.0369849378901183
1661990400,2022-09-01 00:00:00,ATOM/BTC,0.00058963,0.00063855,0.00057781,0.00063217,13946.93632428,8.4602939311451532
1661904000,2022-08-31 00:00:00,ATOM/BTC,0.00060229,0.00060982,0.00058087,0.00058978,7903.97544972,4.6979622096266383
1661817600,2022-08-30 00:00:00,ATOM/BTC,0.00056369,0.0006114,0.00056188,0.00060118,12405.41401576,7.1962140845788808
1661731200,2022-08-29 00:00:00,ATOM/BTC,0.00054011,0.00057602,0.00051853,0.0005634,9100.77506695,4.9361130684431455
1661644800,2022-08-28 00:00:00,ATOM/BTC,0.00055781,0.00057004,0.00053512,0.00053997,6503.43731123,3.6033943616467473
1661558400,2022-08-27 00:00:00,ATOM/BTC,0.00057011,0.00057011,0.00053455,0.00055726,12373.72959798,6.796852741804896
1661472000,2022-08-26 00:00:00,ATOM/BTC,0.00059647,0.00060682,0.00055748,0.00057043,17363.02262947,10.1302952887606685
1661385600,2022-08-25 00:00:00,ATOM/BTC,0.00060996,0.00061826,0.00058073,0.00059628,11994.40682762,7.1548208426186845
1661299200,2022-08-24 00:00:00,ATOM/BTC,0.00056424,0.0006187,0.000544,0.0006086,35277.88970233,20.7611175966940082
1661212800,2022-08-23 00:00:00,ATOM/BTC,0.00051742,0.00057245,0.00051338,0.00056248,23846.52453363,13.1536265726914904
1661126400,2022-08-22 00:00:00,ATOM/BTC,0.00049506,0.00052067,0.00047981,0.00051809,8421.74172746,4.223107406644842
1661040000,2022-08-21 00:00:00,ATOM/BTC,0.00048444,0.00049958,0.00048362,0.00049458,8187.00778646,4.0301708882645593
1660953600,2022-08-20 00:00:00,ATOM/BTC,0.00051647,0.00052102,0.00047958,0.00048444,11736.62831304,5.8720409503924755
1660867200,2022-08-19 00:00:00,ATOM/BTC,0.0004937,0.00052173,0.00046924,0.00051604,20674.48415015,10.1802426871044816
1660780800,2022-08-18 00:00:00,ATOM/BTC,0.00050355,0.0005233,0.00049165,0.00049325,24196.05647899,12.2864253212286045
1660694400,2022-08-17 00:00:00,ATOM/BTC,0.00047729,0.00051174,0.00047721,0.00050323,20117.33750075,9.9565588809852699
1660608000,2022-08-16 00:00:00,ATOM/BTC,0.00047281,0.00048486,0.00046621,0.000478,8107.8924203,3.8756513641505081
1660521600,2022-08-15 00:00:00,ATOM/BTC,0.0004765,0.00048032,0.00046756,0.00047347,16015.01833154,7.5686914457601441
1660435200,2022-08-14 00:00:00,ATOM/BTC,0.00048707,0.0004912,0.00047269,0.0004767,10255.13348072,4.9500026007906579
1660348800,2022-08-13 00:00:00,ATOM/BTC,0.00049346,0.00050369,0.00048576,0.00048678,6312.09935059,3.1155054107074124
1660262400,2022-08-12 00:00:00,ATOM/BTC,0.00049113,0.00049512,0.0004835,0.00049413,9005.92177246,4.4107615460908524
1660176000,2022-08-11 00:00:00,ATOM/BTC,0.00049948,0.00050219,0.00048413,0.00049117,9884.91247615,4.8638022768971797
1660089600,2022-08-10 00:00:00,ATOM/BTC,0.00049156,0.00050316,0.00046357,0.00049975,25281.08854826,12.1495074040306779
1660003200,2022-08-09 00:00:00,ATOM/BTC,0.00049644,0.00051293,0.00048214,0.00049165,15660.98262843,7.760591038071365
1659916800,2022-08-08 00:00:00,ATOM/BTC,0.00049006,0.00050373,0.00048404,0.0004961,22274.70194829,10.9376441151357793
1659830400,2022-08-07 00:00:00,ATOM/BTC,0.0004632,0.00049844,0.0004577,0.00049047,20790.60806204,10.1238428618488045
1659744000,2022-08-06 00:00:00,ATOM/BTC,0.00047069,0.00047342,0.00045933,0.00046332,4579.56750772,2.1345699466324509
1659657600,2022-08-05 00:00:00,ATOM/BTC,0.00045779,0.00047265,0.00045527,0.00047109,11074.05235695,5.1347620916684737
1659571200,2022-08-04 00:00:00,ATOM/BTC,0.00044432,0.00045978,0.00044355,0.00045771,21180.93791618,9.5799672287453612
1659484800,2022-08-03 00:00:00,ATOM/BTC,0.0004319,0.00044881,0.00042405,0.00044492,17218.37517374,7.5688702981824382
1659398400,2022-08-02 00:00:00,ATOM/BTC,0.00044696,0.00044986,0.00042854,0.00043164,13157.38102821,5.7541751062316621
1659312000,2022-08-01 00:00:00,ATOM/BTC,0.00044418,0.00046084,0.00043751,0.00044699,14205.60540004,6.3654927279832505
1659225600,2022-07-31 00:00:00,ATOM/BTC,0.00045228,0.00046319,0.00044157,0.00044447,8958.52197648,4.0586961487742846
1659139200,2022-07-30 00:00:00,ATOM/BTC,0.00046972,0.00047754,0.00044457,0.0004528,12610.82024216,5.7225147372954482
1659052800,2022-07-29 00:00:00,ATOM/BTC,0.00045609,0.00047851,0.0004399,0.00046963,14787.61197878,6.7085252471028062
1658966400,2022-07-28 00:00:00,ATOM/BTC,0.0004494,0.00047342,0.0004387,0.00045562,20495.97537293,9.3477058680446433
1658880000,2022-07-27 00:00:00,ATOM/BTC,0.00043339,0.00045063,0.0004275,0.00044959,15663.23085349,6.8649859465811122
1658793600,2022-07-26 00:00:00,ATOM/BTC,0.00042137,0.00045905,0.00041168,0.00043413,28276.25917304,12.2996522011423168
1658707200,2022-07-25 00:00:00,ATOM/BTC,0.00044219,0.00044272,0.0004185,0.00042138,18592.8437342,7.9118805940697347
1658620800,2022-07-24 00:00:00,ATOM/BTC,0.00045083,0.00045379,0.00044175,0.0004418,9087.35007405,4.0609203952047942
1658534400,2022-07-23 00:00:00,ATOM/BTC,0.0004692,0.00048904,0.0004424,0.00045196,20496.25225077,9.4049602032507244
1658448000,2022-07-22 00:00:00,ATOM/BTC,0.0004774,0.00048632,0.0004504,0.00046926,14747.62575631,6.8674731991898084
1658361600,2022-07-21 00:00:00,ATOM/BTC,0.00041674,0.00049032,0.00041533,0.00047687,20428.7301377,9.3474403749720879
1658275200,2022-07-20 00:00:00,ATOM/BTC,0.00044992,0.0004574,0.00041584,0.00041701,12451.83974526,5.3670702920746579
1658188800,2022-07-19 00:00:00,ATOM/BTC,0.00042747,0.000467,0.00042173,0.00044962,19159.82535169,8.5974562622559722
1658102400,2022-07-18 00:00:00,ATOM/BTC,0.00042867,0.00044441,0.0004252,0.00042687,14957.09788489,6.4986941957791887
1658016000,2022-07-17 00:00:00,ATOM/BTC,0.00043566,0.00043692,0.0004216,0.00042841,8907.88572918,3.8119281942907825
1657929600,2022-07-16 00:00:00,ATOM/BTC,0.00043488,0.00044041,0.00042675,0.00043537,7155.34382868,3.0995193487903599
1657843200,2022-07-15 00:00:00,ATOM/BTC,0.00043663,0.00045241,0.0004312,0.00043475,9340.65689216,4.1192210093034487
1657756800,2022-07-14 00:00:00,ATOM/BTC,0.00040592,0.00043998,0.00039902,0.00043612,12339.87807509,5.152890137240036
1657670400,2022-07-13 00:00:00,ATOM/BTC,0.00040369,0.00040816,0.0003894,0.0004056,10583.47988872,4.2242374269611245
1657584000,2022-07-12 00:00:00,ATOM/BTC,0.00040979,0.00042284,0.00039902,0.00040387,16436.18957687,6.7191702984636267
1657497600,2022-07-11 00:00:00,ATOM/BTC,0.00042111,0.000445,0.00040913,0.00040977,12728.50037292,5.4435007427566777
1657411200,2022-07-10 00:00:00,ATOM/BTC,0.00041657,0.00042332,0.00040632,0.00042078,13066.00979535,5.3895178206763186
1657324800,2022-07-09 00:00:00,ATOM/BTC,0.00041564,0.00043206,0.00041528,0.00041625,13540.88812837,5.7383024126956154
1657238400,2022-07-08 00:00:00,ATOM/BTC,0.00043424,0.00044491,0.00041351,0.00041433,12537.74909213,5.3201497058132781
1657152000,2022-07-07 00:00:00,ATOM/BTC,0.00043337,0.00045512,0.00042592,0.00043299,18304.94567482,8.001877671936142
1657065600,2022-07-06 00:00:00,ATOM/BTC,0.00044205,0.00046616,0.00043153,0.00043275,26960.85693814,12.1054855349192791
1656979200,2022-07-05 00:00:00,ATOM/BTC,0.00043291,0.00045854,0.00043175,0.00044243,22593.01518222,10.0872315620973816
1656892800,2022-07-04 00:00:00,ATOM/BTC,0.00041875,0.00044665,0.00041218,0.00043232,23005.46791872,9.7843165075250431
1656806400,2022-07-03 00:00:00,ATOM/BTC,0.00041884,0.0004303,0.0004056,0.00041902,25430.15506551,10.646400962813732
