https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume SOL
1663545600000,2022-09-19 00:00:00,SOL/BTC,0.0016039,0.0016269,0.0016001,0.0016247,0.0046970291460400005,2.8910132
1663459200000,2022-09-18 00:00:00,SOL/BTC,0.0016762,0.0016915,0.0015867,0.0016008,1.5810898635208321,987.68732104
1663372800000,2022-09-17 00:00:00,SOL/BTC,0.0016314,0.0016834,0.001629,0.0016772,0.7858639861498999,468.55711075
1663286400000,2022-09-16 00:00:00,SOL/BTC,0.0016727,0.001681,0.0016226,0.0016294,9.784604288938182,6005.03515953
1663200000000,2022-09-15 00:00:00,SOL/BTC,0.0016827,0.0017232,0.0016357,0.0016785,8.868243619368451,5283.4337917
1663113600000,2022-09-14 00:00:00,SOL/BTC,0.0016358,0.0016895,0.0016309,0.0016856,1.4496765640462559,860.03593026
1663027200000,2022-09-13 00:00:00,SOL/BTC,0.0016736,0.00175,0.0016326,0.0016335,10.425548076106185,6382.33735911
1662940800000,2022-09-12 00:00:00,SOL/BTC,0.001604,0.0017206,0.0015911,0.0016748,2.712735771132668,1619.73714541
1662854400000,2022-09-11 00:00:00,SOL/BTC,0.0016206,0.0016561,0.001595,0.0016071,0.666857027712777,414.94432687
1662768000000,2022-09-10 00:00:00,SOL/BTC,0.0016232,0.0016412,0.0016098,0.0016179,1.391564690472375,860.10550125
1662681600000,2022-09-09 00:00:00,SOL/BTC,0.0017422,0.0017762,0.0016165,0.0016225,12.817726055323476,7899.98524211
1662595200000,2022-09-08 00:00:00,SOL/BTC,0.0016978,0.0017534,0.0016781,0.0017389,9.910958148423017,5699.55612653
1662508800000,2022-09-07 00:00:00,SOL/BTC,0.0016471,0.0017043,0.0016343,0.001695,1.8694742426827498,1102.93465645
1662422400000,2022-09-06 00:00:00,SOL/BTC,0.0016274,0.0017103,0.0016216,0.0016448,5.06884663862176,3081.7404174499998
1662336000000,2022-09-05 00:00:00,SOL/BTC,0.0016093,0.0016315,0.0015835,0.0016242,1.7215091886904859,1059.91207283
1662249600000,2022-09-04 00:00:00,SOL/BTC,0.0015688,0.0016145,0.0015688,0.0016075,1.237769276962425,769.99643979
1662163200000,2022-09-03 00:00:00,SOL/BTC,0.0015634,0.0015759,0.0015509,0.0015684,0.186036139577196,118.61523819
1662076800000,2022-09-02 00:00:00,SOL/BTC,0.0015692,0.0015881,0.0015541,0.0015647,5.232596715169354,3344.15332982
1661990400000,2022-09-01 00:00:00,SOL/BTC,0.0015678,0.0015765,0.0015427,0.0015688,0.651602109823072,415.35065644
1661904000000,2022-08-31 00:00:00,SOL/BTC,0.0015889,0.0016162,0.0015613,0.0015696,12.59273872443816,8022.89674085
1661817600000,2022-08-30 00:00:00,SOL/BTC,0.0016004,0.0016133,0.0015675,0.0015877,1.8825310002491709,1185.69692023
1661731200000,2022-08-29 00:00:00,SOL/BTC,0.0015492,0.0016031,0.0015247,0.0015973,1.5053958512847652,942.46281305
1661644800000,2022-08-28 00:00:00,SOL/BTC,0.0015735,0.0016021,0.0015436,0.001557,0.33750854025345,216.76849085
1661558400000,2022-08-27 00:00:00,SOL/BTC,0.0015653,0.0015888,0.0015525,0.0015722,0.88664317600523,563.9506271500001
1661472000000,2022-08-26 00:00:00,SOL/BTC,0.0016348,0.0016359,0.0015569,0.0015682,3.15151589203196,2009.6390078
1661385600000,2022-08-25 00:00:00,SOL/BTC,0.0016347,0.0016769,0.0016288,0.0016379,0.8842931996664151,539.89449885
1661299200000,2022-08-24 00:00:00,SOL/BTC,0.0016562,0.0016762,0.0016221,0.0016323,2.601125139161943,1593.53374941
1661212800000,2022-08-23 00:00:00,SOL/BTC,0.0016572,0.00167,0.0016337,0.0016586,0.65550852620302,395.2179707
1661126400000,2022-08-22 00:00:00,SOL/BTC,0.0016976,0.0016978,0.0016063,0.0016546,4.705848982050444,2844.10067814
1661040000000,2022-08-21 00:00:00,SOL/BTC,0.0016678,0.0017135,0.0016374,0.0016927,4.150256872791357,2451.85613091
1660953600000,2022-08-20 00:00:00,SOL/BTC,0.0017247,0.0017448,0.0016402,0.0016701,4.533585944904822,2714.55957422
1660867200000,2022-08-19 00:00:00,SOL/BTC,0.0016998,0.0017508,0.0016214,0.0017218,5.54658332744009,3221.38653005
1660780800000,2022-08-18 00:00:00,SOL/BTC,0.0017344,0.0017688,0.0016997,0.0017009,0.9599936244562429,564.40333027
1660694400000,2022-08-17 00:00:00,SOL/BTC,0.0018074,0.0018347,0.0017246,0.0017339,3.475906324147656,2004.67519704
1660608000000,2022-08-16 00:00:00,SOL/BTC,0.0018134,0.0018375,0.0017856,0.0018069,2.6345180779161086,1458.0320316099999
