https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume UST
1653224400,2022-05-22 13:00:00,BTC/UST,454277.2,485233.1,453977.6,481348.4,0.80569688,378694.45631683
1653220800,2022-05-22 12:00:00,BTC/UST,445412.7,458197,429884.5,458197,0.45282013,199770.153433621
1653217200,2022-05-22 11:00:00,BTC/UST,437770.7,450649.9,407046.8,448624.9,2.02129568,866635.911163469
1653213600,2022-05-22 10:00:00,BTC/UST,468667.1,468667.1,429966.5,434075.2,0.81242696,361669.63398919
1653210000,2022-05-22 09:00:00,BTC/UST,449823,471181.5,444863.8,466095.7,0.73859416,339530.774811495
1653206400,2022-05-22 08:00:00,BTC/UST,439386.6,461986.9,438947.2,451756.3,1.00676516,456979.547399908
1653202800,2022-05-22 07:00:00,BTC/UST,432648.3,459716.4,432023.2,435217.7,1.4778904,660208.449208854
1653199200,2022-05-22 06:00:00,BTC/UST,425640.4,449957.8,399418.1,431482.5,1.6645254,706090.610928599
1653195600,2022-05-22 05:00:00,BTC/UST,456520.9,464645.2,394928.4,425639,1.87677396,799835.461929389
1653192000,2022-05-22 04:00:00,BTC/UST,455001.1,471268.1,432564.8,456521.1,1.4261797,643231.728331098
1653188400,2022-05-22 03:00:00,BTC/UST,496425.1,503418.4,454258.9,457456.8,0.97681925,465572.973273451
1653184800,2022-05-22 02:00:00,BTC/UST,506080.7,514289,490231,500834.7,0.49517461,249126.43819507
1653181200,2022-05-22 01:00:00,BTC/UST,497425.4,512458.9,475841.4,508631,1.05496019,524958.018133327
1653177600,2022-05-22 00:00:00,BTC/UST,513263.6,528459,492509.4,497425.5,0.84614951,432900.280945532
1653174000,2022-05-21 23:00:00,BTC/UST,567040.6,567316,513263.6,513263.7,0.73886415,395965.217122337
1653170400,2022-05-21 22:00:00,BTC/UST,562192.2,577162.7,557428.1,565341.6,0.37315894,211791.522496553
1653166800,2022-05-21 21:00:00,BTC/UST,565400.7,567189,545510.5,564654.7,0.5384507,298974.547789604
1653163200,2022-05-21 20:00:00,BTC/UST,556382.7,570874.4,547971.2,565017,0.90163036,503962.469196244
1653159600,2022-05-21 19:00:00,BTC/UST,571598.7,574418.4,522648.6,556868.9,2.03085597,1109570.572023226
1653156000,2022-05-21 18:00:00,BTC/UST,586604.7,591035.5,558584.8,573819.6,1.56361947,902895.377387162
1653152400,2022-05-21 17:00:00,BTC/UST,589826.1,614013.1,581634.8,591035.3,1.92098135,1147026.265209479
1653148800,2022-05-21 16:00:00,BTC/UST,538931.5,595922.6,538931.5,589826.1,1.33923466,767588.595616283
1653145200,2022-05-21 15:00:00,BTC/UST,525122.6,542422.7,521558.6,539175.6,0.92556276,492086.149832101
1653141600,2022-05-21 14:00:00,BTC/UST,522648.6,527947.2,516893.1,525122.5,0.57804296,302462.544182218
1653138000,2022-05-21 13:00:00,BTC/UST,522649.3,526805.7,509670.7,522972.6,0.48054726,250365.522335818
1653134400,2022-05-21 12:00:00,BTC/UST,518969.5,528733.1,516496,521472.3,0.43528509,228046.251363444
1653130800,2022-05-21 11:00:00,BTC/UST,507598.8,519443.8,505571.5,518447.3,0.72119753,369191.555841932
1653127200,2022-05-21 10:00:00,BTC/UST,519492.2,520145.5,497995.6,507599.1,0.79288742,405620.779667808
1653123600,2022-05-21 09:00:00,BTC/UST,514734.7,521791.2,510602.1,519166.9,0.91513299,471965.498829565
1653120000,2022-05-21 08:00:00,BTC/UST,509659.6,526078.2,505695.5,516224.5,0.72881037,377957.282694547
1653116400,2022-05-21 07:00:00,BTC/UST,498944.7,511636.4,485152.5,511636.4,0.96240813,478264.786044788
1653112800,2022-05-21 06:00:00,BTC/UST,505037,511638.4,494307.3,499686.8,1.01132461,506627.445521917
1653109200,2022-05-21 05:00:00,BTC/UST,521597.4,522008.7,505037.1,506581.6,0.65078649,334908.7926416
1653105600,2022-05-21 04:00:00,BTC/UST,524856.8,535079.3,518680.1,521601,0.43403336,228025.543216373
1653102000,2022-05-21 03:00:00,BTC/UST,506884.9,530667.5,503795,521912.1,0.72656159,378159.977578833
1653098400,2022-05-21 02:00:00,BTC/UST,496424.7,510000,489120.3,506884.9,0.68149115,340186.875658918
1653094800,2022-05-21 01:00:00,BTC/UST,496908.2,504219.4,489912.7,496909.9,1.44037804,718413.072829655
1653091200,2022-05-21 00:00:00,BTC/UST,453482.1,500000,449853,493963.6,0.97374558,470428.963681846
1653087600,2022-05-20 23:00:00,BTC/UST,453025.8,456865.9,432534.7,453025.8,1.01102148,449948.931145425
1653084000,2022-05-20 22:00:00,BTC/UST,477852.2,479476,430721,451667.6,2.28188982,1037644.692180715
1653080400,2022-05-20 21:00:00,BTC/UST,453489.8,486341.2,453194,476419.6,0.71010046,333923.740970076
1653076800,2022-05-20 20:00:00,BTC/UST,449844.8,457181.5,426508.3,454853.5,1.3718579,609694.214033304
1653073200,2022-05-20 19:00:00,BTC/UST,484367.3,490123.5,421915.8,448496.3,4.65716805,2063475.066516663
1653069600,2022-05-20 18:00:00,BTC/UST,473341.1,500000,471184.6,481207.8,2.42022564,1177735.485634877
1653066000,2022-05-20 17:00:00,BTC/UST,455319.5,475847.2,453033.9,473341.9,0.65895133,306961.573192573
1653062400,2022-05-20 16:00:00,BTC/UST,452122.7,498650.4,449520,455778,1.21963333,561375.955198728
1653058800,2022-05-20 15:00:00,BTC/UST,454916.1,457179.8,442273.5,453033.8,0.90595851,406737.192463727
1653055200,2022-05-20 14:00:00,BTC/UST,441097.4,457342,439705,453683.4,1.28071281,574952.209869842
1653051600,2022-05-20 13:00:00,BTC/UST,449636.7,454658.7,441097.3,441097.3,1.04698451,470974.647846778
1653048000,2022-05-20 12:00:00,BTC/UST,445080.5,460227.4,439197.7,449636.7,0.75705629,341588.843783904
1653044400,2022-05-20 11:00:00,BTC/UST,432893.4,448945.8,426093.7,445080.5,1.39667571,610144.024226415
1653040800,2022-05-20 10:00:00,BTC/UST,412540.3,437616,409942.9,429884.5,0.78273845,330416.320242634
1653037200,2022-05-20 09:00:00,BTC/UST,406377.6,412540.6,403820.1,412540.6,0.28345123,115640.186162449
1653033600,2022-05-20 08:00:00,BTC/UST,410474.7,411643.5,404632.6,406377.6,0.37424843,152792.702098795
1653030000,2022-05-20 07:00:00,BTC/UST,403409.8,412927.8,402995.7,410471.7,0.35675916,145573.54842552
1653026400,2022-05-20 06:00:00,BTC/UST,399500,444286.4,399069.2,403004.4,1.33836505,546443.879159394
1653022800,2022-05-20 05:00:00,BTC/UST,399974.9,403869,392302.4,400654.1,0.65747537,261663.898487145
1653019200,2022-05-20 04:00:00,BTC/UST,396677.8,401881.5,392930.7,401881.5,0.637919,254139.609714228
1653015600,2022-05-20 03:00:00,BTC/UST,402816.1,404001,387978.4,396677.8,0.69289486,274699.049526788
1653012000,2022-05-20 02:00:00,BTC/UST,399062.1,444355.5,395873.3,402816.1,1.16335588,481408.595583688
1653008400,2022-05-20 01:00:00,BTC/UST,397465.7,407867,395072.1,398660.7,0.94266903,376809.18235798
1653004800,2022-05-20 00:00:00,BTC/UST,405956.4,405956.4,397787.9,399060.6,0.85036314,341680.605219699
1653001200,2022-05-19 23:00:00,BTC/UST,399464,409896,394326.8,409896,0.62713273,251832.741425865
1652997600,2022-05-19 22:00:00,BTC/UST,389266.6,403015.5,379099,398240.4,0.7576692,297131.259534508
1652994000,2022-05-19 21:00:00,BTC/UST,393081.8,395901.5,389025,389266.6,0.35502328,139485.69888286
1652990400,2022-05-19 20:00:00,BTC/UST,379099,403838.9,377847,393034.9,1.07651833,422933.334873515
1652986800,2022-05-19 19:00:00,BTC/UST,389145,393970.7,379435,379435,0.75146736,292261.466339601
1652983200,2022-05-19 18:00:00,BTC/UST,391203.2,393265.6,384283.5,388734,0.40039337,155930.2873079
1652979600,2022-05-19 17:00:00,BTC/UST,376275.6,394347.8,371096.8,391368.2,1.42825087,550264.598935077
1652976000,2022-05-19 16:00:00,BTC/UST,375680.2,386023.8,352311.1,376262.9,3.30261315,1221534.158545779
1652972400,2022-05-19 15:00:00,BTC/UST,402485,408914.1,373794.1,375680.2,5.1691976,2013816.615459525
1652968800,2022-05-19 14:00:00,BTC/UST,385422.2,406496.5,379183.6,403026.8,2.59617375,1024082.916235529
1652965200,2022-05-19 13:00:00,BTC/UST,368586.7,388331.8,364254.4,385428,2.19336758,821372.474210289
1652961600,2022-05-19 12:00:00,BTC/UST,374524.3,387408.9,368586.8,368586.8,1.62128098,616210.204733002
1652958000,2022-05-19 11:00:00,BTC/UST,363141.4,374843.2,351886.8,373109.4,2.61561206,946882.543367653
1652954400,2022-05-19 10:00:00,BTC/UST,381615.8,382068.5,351765.3,363139.9,2.94537011,1067830.495032144
1652950800,2022-05-19 09:00:00,BTC/UST,374406.4,386543,368218.3,381931.5,2.64479688,989217.216243371
1652947200,2022-05-19 08:00:00,BTC/UST,359760.1,378258.1,351532.7,375782.2,3.15992295,1146326.372828646
1652943600,2022-05-19 07:00:00,BTC/UST,358311.2,364500,351532.7,358536.1,1.54484747,556488.311580764
1652940000,2022-05-19 06:00:00,BTC/UST,352776.8,376279.8,352776.8,356170.1,6.1707696,2261530.359455396
1652936400,2022-05-19 05:00:00,BTC/UST,331256,352776.8,328274.3,352776.7,3.30709855,1124615.485013945
1652932800,2022-05-19 04:00:00,BTC/UST,337089.7,337313.7,326298.1,330263.3,1.69222337,560284.326684015
1652929200,2022-05-19 03:00:00,BTC/UST,332934.3,339449.3,322055.3,337999.2,3.72803714,1235683.949535612
1652925600,2022-05-19 02:00:00,BTC/UST,325963.2,338488.2,325280.9,334107.9,1.85368662,615613.413875591
1652922000,2022-05-19 01:00:00,BTC/UST,318176,339449.3,316029.2,324659.2,1.77969732,586773.688683505
1652918400,2022-05-19 00:00:00,BTC/UST,309657.7,320919.8,306556.6,316910.2,2.20047806,690087.594064853
1652914800,2022-05-18 23:00:00,BTC/UST,318509.3,318509.3,301973.5,309969.5,4.76507195,1489556.360240758
1652911200,2022-05-18 22:00:00,BTC/UST,281286.5,321167.2,279972.6,319794.2,5.06843566,1529543.976559653
1652907600,2022-05-18 21:00:00,BTC/UST,274898.5,281110,274898.5,279870.9,0.50787931,141135.219877397
1652904000,2022-05-18 20:00:00,BTC/UST,279275,279275.4,259516.2,276346.7,3.81897443,1030081.550504475
1652900400,2022-05-18 19:00:00,BTC/UST,290632,294312.3,278429.8,279275.4,1.48488989,423772.605663193
1652896800,2022-05-18 18:00:00,BTC/UST,287546.6,291044.4,280320.5,289000.3,1.56068304,443750.081825959
1652893200,2022-05-18 17:00:00,BTC/UST,284752.7,292772.6,257841.7,287943.4,4.02676826,1147351.559877534
1652889600,2022-05-18 16:00:00,BTC/UST,275584.8,296183,273705.5,284654.3,5.68412932,1619405.069162429
1652886000,2022-05-18 15:00:00,BTC/UST,258354.2,290395.3,249630.5,276955.9,13.06342805,3528458.685876458
1652882400,2022-05-18 14:00:00,BTC/UST,273669.2,275720.9,223339.8,256654.1,22.25663632,5543048.124101389
1652878800,2022-05-18 13:00:00,BTC/UST,304572.9,304572.9,274040.9,274322.4,5.29267332,1525928.896769772
1652875200,2022-05-18 12:00:00,BTC/UST,310270.8,311469.4,289023.7,306337.8,5.42768346,1628787.086052502
1652871600,2022-05-18 11:00:00,BTC/UST,323680.7,326319.6,308593.4,309964.3,1.69262593,533777.720339706
1652868000,2022-05-18 10:00:00,BTC/UST,311841.9,327278.5,310511.5,324087.1,0.84149642,269839.231449977
1652864400,2022-05-18 09:00:00,BTC/UST,318824.3,321415.7,306288.8,310898,1.96777671,617479.18934214
1652860800,2022-05-18 08:00:00,BTC/UST,327284.3,334945.2,311359.1,317548.8,3.36377202,1099968.176068322
1652857200,2022-05-18 07:00:00,BTC/UST,315319.2,328972.7,308862.8,328599.1,2.80441627,893371.977224133
1652853600,2022-05-18 06:00:00,BTC/UST,334271.2,334271.3,287640.1,315358.5,5.98145795,1820658.384771421
1652850000,2022-05-18 05:00:00,BTC/UST,334945.2,343349.6,331330.1,334107.9,0.48188275,162556.802904732
1652846400,2022-05-18 04:00:00,BTC/UST,334478.3,339645.5,332755.2,334849.6,0.59794705,200995.044614665
1652842800,2022-05-18 03:00:00,BTC/UST,338752.6,365189.7,328788.9,334478.1,1.72196953,577925.857318433
1652839200,2022-05-18 02:00:00,BTC/UST,341077.8,344979.6,337600.8,337600.8,0.36605749,125032.939689846
1652835600,2022-05-18 01:00:00,BTC/UST,341412.7,348533,332847.9,342098.1,0.99271167,338041.837463888
1652832000,2022-05-18 00:00:00,BTC/UST,344546.2,348917.3,339363,340390.8,0.56175025,193557.073551245
1652828400,2022-05-17 23:00:00,BTC/UST,332108.2,346388.5,331262.5,345562.1,0.63850337,216148.805608263
1652824800,2022-05-17 22:00:00,BTC/UST,339728.2,344520.2,332108.2,332108.2,0.60147443,204278.642160269
1652821200,2022-05-17 21:00:00,BTC/UST,327615.8,345111.6,326000.1,339203.6,0.58812171,197837.422416526
1652817600,2022-05-17 20:00:00,BTC/UST,331262.3,343713.5,327614,328710.2,1.19869453,401415.528912797
1652814000,2022-05-17 19:00:00,BTC/UST,348356.3,355827.2,327280,332258.4,1.0237577,351010.286122998
1652810400,2022-05-17 18:00:00,BTC/UST,341432.2,353200,340391.4,348005.8,1.14389655,395696.099783098
1652806800,2022-05-17 17:00:00,BTC/UST,331027.1,344620.2,327727.8,341413.1,1.21662986,410012.65937403
1652803200,2022-05-17 16:00:00,BTC/UST,335657.4,337732.2,321543.6,331027,1.89583349,621093.133689991
1652799600,2022-05-17 15:00:00,BTC/UST,334987.8,346762.2,326503.5,334437.2,3.302178,1109420.407868911
1652796000,2022-05-17 14:00:00,BTC/UST,337746.5,344620.3,325641,334987.7,3.07381492,1027526.72006407
1652792400,2022-05-17 13:00:00,BTC/UST,360045,369658.5,336500,337746.5,2.29000983,806606.495316502
1652788800,2022-05-17 12:00:00,BTC/UST,341810.2,370000,333660.8,359844.4,3.46534576,1218071.598785332
1652785200,2022-05-17 11:00:00,BTC/UST,323969.1,360905.2,320492.9,342500,4.48511658,1550050.772055367
1652781600,2022-05-17 10:00:00,BTC/UST,317498.2,332713.9,317229.6,324051.2,1.84834607,598675.526516041
1652778000,2022-05-17 09:00:00,BTC/UST,314052.1,330414.5,307256.5,315358.6,2.2081048,701859.53863356
1652774400,2022-05-17 08:00:00,BTC/UST,301305.4,320919.8,296960.1,315631.1,2.01140316,617239.728599883
1652770800,2022-05-17 07:00:00,BTC/UST,314685.2,315631.4,296108.6,301305.4,2.31521885,700711.963628841
1652767200,2022-05-17 06:00:00,BTC/UST,318303.1,329626.2,307483.6,315631.4,2.53776228,806989.967324982
1652763600,2022-05-17 05:00:00,BTC/UST,301639.4,321752.3,290924.7,320486.7,4.06236404,1241966.863788388
1652760000,2022-05-17 04:00:00,BTC/UST,329337,329337,291856.5,301350.4,6.69045167,2064772.757081219
1652756400,2022-05-17 03:00:00,BTC/UST,288005.9,334107.7,288005.9,330358.6,6.36468745,1999171.710127814
1652752800,2022-05-17 02:00:00,BTC/UST,269807.4,305400.7,269807.4,287142.5,9.01465013,2612384.713023858
1652749200,2022-05-17 01:00:00,BTC/UST,252813.4,284261.7,239356.6,269152.6,11.85725861,3132703.321252344
1652745600,2022-05-17 00:00:00,BTC/UST,296541.6,297732.8,244330.4,251561.2,18.39022219,4932075.309111831
1652742000,2022-05-16 23:00:00,BTC/UST,318183.1,338036.7,288882,297649.2,6.91920223,2151852.522799887
1652738400,2022-05-16 22:00:00,BTC/UST,337227.5,338430.6,301052.6,316910.3,5.09446594,1621614.593437589
1652734800,2022-05-16 21:00:00,BTC/UST,354420.1,368179.6,319290.6,337227.4,5.408604,1830586.727497634
1652731200,2022-05-16 20:00:00,BTC/UST,296084.6,354420.4,290334.6,351372.4,4.78224084,1543181.681325963
1652727600,2022-05-16 19:00:00,BTC/UST,294393.1,311559.2,269496,293670.6,7.63034963,2213985.126479833
1652724000,2022-05-16 18:00:00,BTC/UST,329624.5,347056,228358.2,298721.9,25.6145383,7423120.498276977
1652720400,2022-05-16 17:00:00,BTC/UST,452887.5,492544.1,312572.5,329626.4,14.85573884,5737209.515968313
1652716800,2022-05-16 16:00:00,BTC/UST,486637.7,486663.1,387463.9,453076.8,7.49865057,3326037.117347179
1652713200,2022-05-16 15:00:00,BTC/UST,523451.2,567328,476359,486637.7,10.42470803,5369991.541190336
1652709600,2022-05-16 14:00:00,BTC/UST,392390.7,566560,378458.5,523451.2,13.03360446,6439284.661555966
1652706000,2022-05-16 13:00:00,BTC/UST,354203.7,402381.4,346911,392939.6,2.20315299,821761.83458261
1652702400,2022-05-16 12:00:00,BTC/UST,347814.4,389000,319779.4,356758.7,5.40690334,1857106.173208574
1652698800,2022-05-16 11:00:00,BTC/UST,353421.4,392786.2,341141.9,348719.7,6.84510255,2502814.433608154
1652695200,2022-05-16 10:00:00,BTC/UST,357099.8,402490.1,317356.1,354202.5,14.47013042,5331656.658526371
1652691600,2022-05-16 09:00:00,BTC/UST,214222.1,403313.8,207807.5,357099.5,44.99241361,14173152.999253668
1652688000,2022-05-16 08:00:00,BTC/UST,209735.8,217960.7,204114.6,214865.9,3.86978001,812143.74104336
1652684400,2022-05-16 07:00:00,BTC/UST,216825.7,227838.2,206754.6,209735.8,5.98212127,1294794.102649041
1652680800,2022-05-16 06:00:00,BTC/UST,207220.7,222434.5,206388.5,217044.1,4.22148991,910084.837594918
1652677200,2022-05-16 05:00:00,BTC/UST,203700.3,210989.5,202681.4,207012.1,2.04029128,421432.626093446
1652673600,2022-05-16 04:00:00,BTC/UST,197443.9,203546,194289,203545.9,1.53381782,304850.550100139
1652670000,2022-05-16 03:00:00,BTC/UST,199839.6,205554.5,197443.8,197443.8,3.08438691,619730.490332403
1652666400,2022-05-16 02:00:00,BTC/UST,190995.3,203905.5,188148.8,199840.1,3.60711691,703820.920451789
1652662800,2022-05-16 01:00:00,BTC/UST,197245.3,217400,181477.7,190995.3,7.21499614,1402199.326268125
1652659200,2022-05-16 00:00:00,BTC/UST,211223.4,211223.4,192872.1,197443.8,3.51927001,704972.9354883
1652655600,2022-05-15 23:00:00,BTC/UST,213571.9,214217.8,200246.7,211223.4,3.58841523,745369.970251382
1652652000,2022-05-15 22:00:00,BTC/UST,210370.5,215108.9,203786,213356.9,2.44480371,514660.051635345
1652648400,2022-05-15 21:00:00,BTC/UST,202269.4,221202.2,200852.4,210313.6,5.17637884,1087250.478188496
1652644800,2022-05-15 20:00:00,BTC/UST,200246.6,205072,180000,201257.2,7.67417657,1490395.157060999
1652641200,2022-05-15 19:00:00,BTC/UST,228155.9,229317.9,200385.7,200385.7,6.02443982,1266759.486553191
1652637600,2022-05-15 18:00:00,BTC/UST,209080.5,227195.3,201566.6,225945.9,3.58130731,749248.304866989
1652634000,2022-05-15 17:00:00,BTC/UST,197629.2,215534.9,195209.1,209080.7,5.84242049,1182097.321236431
1652630400,2022-05-15 16:00:00,BTC/UST,182400.6,198037.4,182034.6,196954.1,7.09707739,1345092.007766024
1652626800,2022-05-15 15:00:00,BTC/UST,200650.2,201500,180850.6,182400.6,8.46931556,1630497.130255714
1652623200,2022-05-15 14:00:00,BTC/UST,198836.7,205100,180156.5,200448.8,12.37639851,2389368.985928064
1652619600,2022-05-15 13:00:00,BTC/UST,168897.9,216843.1,167552,198011.8,16.05854544,3013453.404654031
1652616000,2022-05-15 12:00:00,BTC/UST,178102.8,178102.8,166049,168897.9,10.10539101,1725604.307100836
1652612400,2022-05-15 11:00:00,BTC/UST,160766.4,179429,160766.4,177924.6,6.66157116,1109368.785155283
1652608800,2022-05-15 10:00:00,BTC/UST,157747.2,165491.1,155823.5,160740.9,5.20601198,837835.071355274
1652605200,2022-05-15 09:00:00,BTC/UST,144726.4,159269.7,139647.9,155657.7,6.1904183,919854.63842772
1652601600,2022-05-15 08:00:00,BTC/UST,160003.8,162846,138293.7,144729.5,7.78856225,1194561.251794232
1652598000,2022-05-15 07:00:00,BTC/UST,163981.8,176000,156275.9,161525.8,5.24957704,873615.384150504
1652594400,2022-05-15 06:00:00,BTC/UST,159388.5,171809.5,154958.9,163981.9,5.22330399,841708.327721403
1652590800,2022-05-15 05:00:00,BTC/UST,162578,180450.3,155426.7,159237.4,9.87047397,1646628.797528749
1652587200,2022-05-15 04:00:00,BTC/UST,136625.1,164306.8,136264.5,164306.8,8.43184074,1272608.783633901
1652583600,2022-05-15 03:00:00,BTC/UST,128857.2,147205,124107.6,136625,9.11838191,1244083.969872034
1652580000,2022-05-15 02:00:00,BTC/UST,146101.4,166515,128848.4,130803.3,7.39661487,1060275.070292596
1652576400,2022-05-15 01:00:00,BTC/UST,187938.9,187939.3,137658.9,146101.4,4.80678507,762621.318011991
1652572800,2022-05-15 00:00:00,BTC/UST,199438.2,204110.9,179082.6,188503.7,2.55912679,504816.760463132
1652569200,2022-05-14 23:00:00,BTC/UST,189074.1,210838.2,188507.4,199438.1,3.17819831,632843.117913748
